PLACEID	ANFDIDR5	ITEM	PRICE	ACCOUNT
404	2	HUEVO	5	1
404	3	LECHE	3	2
405	1	POLLO	10	1
405	2	HUEVO	.400000005960464	2
405	3	LECHE	3.70000004768372	2
406	1	POLLO	10	1
406	2	CHANCHO	10	1
406	3	HUEVO	.300000011920929	2
408	1	POLLO	9	1
408	2	HUEVO	.300000011920929	2
408	3	LECHE	3.20000004768372	2
501	1	POLLO	10	1
501	2	PESCADO	10	1
501	3	HUEVOS	4	1
503	1	POLLO	10	1
503	2	CHANCHO	12	1
503	3	HUEVOS	.25	2
504	1	POLLO	9.5	1
504	2	PESCADO	2.5	1
504	3	CARNE DE RES	10	1
505	1	POLLO	10	1
505	2	CARNE DE RES	9	1
505	3	HUEVOS	.300000011920929	2
507	1	POLLO	10	1
507	2	LECHE	4	1
507	3	HUEVO	5	1
508	1	HUEVO	4	1
508	2	GALLINA	14	1
508	3	LECHE	3.5	2
509	1	POLLO	10	1
509	2	CABALLA	2.5	1
509	3	HUEVOS	.300000011920929	2
510	1	POLLO	10	1
510	2	CARNE DE RES	10	1
510	3	HUEVOS	.300000011920929	2
511	1	HUEVO	5	1
511	2	POLLO	10	1
511	3	LECHE	3.20000004768372	2
512	1	LECHE	3.5	2
512	2	QUESO	12	1
512	3	POLLO	12	1
601	1	POLLO	10	1
601	2	LECHE	3.29999995231628	2
601	3	QUESO	15	1
602	1	POLLO	9	1
602	2	HUEVO	5	1
602	3	LECHE	32	2
701	1	POLLO	8	1
701	2	ATUN	2.20000004768372	1
701	3	HUEVOS	5.80000019073486	1
702	1	POLLO	8	1
702	2	CARNERO	14	1
702	3	QUESO	15	1
703	1	POLLO	8	1
703	2	CHANCHO	18	1
703	3	QUESO	12	1
704	1	POLLO	8	1
704	2	CARNE	10	1
704	3	HUEVOS	7	1
801	1	POLLO	7.5	1
801	2	HUEVOS	5	1
801	3	PESADO	8	1
802	1	POLLO	7.5	1
802	2	LECHE	3	2
802	3	ATUN	2.20000004768372	2
803	1	POLLO	8	1
803	2	PESCADO	6	1
803	3	CARNE DE RES	14	1
901	1	POLLO	4.59999990463257	1
901	2	MENUDENCIA	3.5	1
901	3	HUEVO	5	1
902	1	POLLO	6	1
902	2	HUEVO	.300000011920929	2
902	3	MENUDENCIA	3	1
903	1	POLLO	8.5	1
903	2	HUEVO	5.5	1
903	3	LECHE	3	2
904	1	POLLO	8.5	1
904	2	ATUN	3	2
904	3	HUEVOS	5.5	1
905	1	POLLO	7.5	1
905	2	LECHE	5.5	2
905	3	HUEVO	5.30000019073486	1
906	1	POLLO	6	1
906	2	HUEVO	.300000011920929	2
906	3	MENUDENCIA	3	1
907	1	POLLO	5.80000019073486	1
907	2	ATUN	1.5	2
907	3	HUEVO	.400000005960464	2
908	1	POLLO	9	1
908	2	PESCADO	6	1
908	3	HUEVO	6	1
909	1	POLLO	9	1
909	2	MENUDENCIA	4	1
909	3	CARNE	9	1
910	1	POLLO	8.5	1
910	2	HUEVO	.400000005960464	1
910	3	MENUDENCIA	3.5	1
911	1	POLLO	9	1
911	2	HUEVO	6	1
911	3	LECHE	3	2
912	1	POLLO	9	1
912	2	QUESO	5	1
912	3	LECHE	3	1
1001	1	POLLO	8.5	1
1001	2	CARNE	12	1
1001	3	HUEVOS	5	1
1003	1	POLLO	8.5	1
1003	2	PESCADO	6	1
1003	3	CARNE	12	1
1004	1	POLLO	8	1
1004	2	HUEVOS	5	1
1004	3	MENUDENCIAS	6.5	1
1005	1	POLLO	8.5	1
1005	2	PESCADO	6.5	1
1005	3	HUEVO	5.5	1
1006	1	POLLO	9	1
1006	2	HUEVO	5	1
1006	3	LECHE	3	2
1101	1	POLLO	10	1
1101	2	HUEVO	5	1
1101	3	MENUDENCIA	5	1
1102	1	POLLO	10	1
1102	2	HUEVO	5.5	1
1103	1	CUY	20	2
1103	2	POLLO	10	1
1103	3	HUEVO	.300000011920929	2
1104	1	LECHE	3	2
1105	1	POLLO	9	1
1105	2	PESCADO	8	1
1105	3	MENUDENCIA	4	1
1106	1	POLLO	10	1
1106	2	HUEVO	5	1
1107	1	PESCADO	7	1
1107	2	POLLO	9	1
1108	1	POLLO	9	1
1108	2	ATUN	1.5	2
1202	1	POLLO	8	1
1202	2	HUEVO	5	1
1202	3	PESCADO	6	1
1203	1	POLLO	7.5	1
1203	2	PESCADO	7	1
1203	3	HUEVOS	5.80000019073486	1
1302	1	POLLO	7.5	1
1302	2	CORDERO	14	1
1302	3	HUEVOS	5.40000009536743	1
1303	1	POLLO	10	1
1303	2	LECHE	3	2
1303	3	HUEVO	5.80000019073486	1
1304	1	POLLO	9	1
1304	2	CARNE DE RES	13	1
1304	3	CARNE DE CERDO	16	1
1402	1	88	-88	88
1403	1	-88	-88	88
1404	1	-88	-88	88
1501	1	POLLO	9	1
1501	2	HUEVO	5.5	1
1502	1	POLLO	9	1
1502	2	ATUN	2.20000004768372	2
1503	1	POLLO	9	1
1503	2	ATUN	2	2
1504	1	POLLO	9.5	1
1504	2	PESCADO	7	1
1505	1	POLLO	9.39999961853027	1
1505	2	ATUN	2	2
1506	1	POLLO	9	1
1506	2	HUEVO	5	1
1507	1	POLLO	9	1
1507	2	HUEVO	5	1
1508	1	POLLO	9	1
1508	2	MENUDENCIA	6	1
1509	1	POLLO	9	1
1509	2	HUEVO	5	1
1509	3	CARNE	12	1
1601	1	QUESO	8	1
1601	2	LECHE	1	3
1601	3	CUY	20	2
1602	1	QUESO	9	1
1602	2	HUEVO	6	1
1602	3	LECHE	1.5	3
1603	1	QUESO	9	1
1603	2	HUEVO	6.5	1
1603	3	LECHE	1	3
1604	1	LECHE	1.5	3
1604	2	QUESO	9	1
1604	3	HUEVOS	6	1
1605	1	QUEZO	8	1
1605	2	GALLINA	30	2
1605	3	CARNE DE ALPACA	8	1
1606	1	GALLINA	30	2
1606	2	HUEVOS	.5	2
1607	1	GALLINA	35	2
1607	3	HUEVO	.5	2
1608	1	GALLINA	20	2
1608	2	LECHE	1.5	3
1608	4	HUEVOS	6	1
1701	1	CARNE CARNERO	9	1
1701	2	CUY	15	2
1701	3	GALLINA	20	2
1702	1	CARNE DE RES	8	1
1702	2	CUY	20	2
1702	3	CARNE DE ALPACA	7.5	1
1703	1	QUESO	6	2
1703	2	LECHE	1.5	3
1703	3	HUEVOS	6	1
1704	1	LECHE	1.20000004768372	3
1704	2	QUESO	10	1
1704	3	CARNE DE ALPACA	7	1
1705	1	GALLINA	18	2
1705	2	CUY	15	2
1708	1	GALLINA	20	2
1708	2	HUEVO	.5	2
1708	3	CUY	15	2
1709	1	HUEVOS	6	1
1709	2	CARNE DE RES	8	1
1709	3	QUESO	10	1
1710	1	CARNE DE CARNERO	7	1
1710	2	QUESO	12	1
1710	3	CUY	15	2
1711	1	GALLINA	25	2
1711	2	HUEVO	.5	2
1801	1	LECHE	1.5	3
1801	2	QUESO	9	1
1801	3	POLLO	8	1
1802	1	QUEZO	9	1
1802	2	CARNE DE OVEJA	10	1
1802	3	LECHE	1.5	3
1803	1	CUY	15	2
1803	2	GALLINA	25	2
1804	1	CUYES	15	2
1804	2	GALLINAS	30	2
1805	1	GALLINA	30	2
1805	2	CUYES	15	2
1806	1	QUESO	9	1
1806	2	LECHE	1.5	3
1806	3	HUEVO	6	1
1807	1	LECHE	1.5	3
1807	2	CUYES	15	2
1807	3	HUEVOS	6	1
1901	1	CUY	20	2
1901	2	PATO	40	2
1901	3	GALLINA	35	2
1902	1	CUY	20	1
1902	2	PATO	30	1
1902	3	GALLINA	30	1
1903	1	CAMARON	28	1
1903	2	POLLO	30	2
1903	3	CUY	20	2
1904	1	CAMARON	30	1
1904	2	GALLINA	30	2
1904	3	PATO	35	2
1905	1	CUY	20	2
1905	2	GALLINA	30	2
2001	1	88	-88	88
2002	1	88	-88	88
2003	1	-88	-88	88
2004	1	-88	-88	88
2005	1	-88	-88	88
2006	1	-88	-88	88
2007	1	88	-88	88
2008	1	-88	-88	88
8002	1	POLLO	9	1
8002	2	HUEVO	12	1
8002	3	LECHE	3.20000004768372	2
8003	1	POLLO	10	1
8003	2	LECHE	3.5	2
8003	3	HUEVO	4	1
8004	1	POLLO	10	1
8004	2	CARNE DE RES	13	1
8004	3	CHANCHO	18	1
8006	1	POLLO	9	1
8006	2	HUEVOS	.300000011920929	2
8006	3	RES	11	1
8007	1	PESCADO	6	1
8007	2	POLLO	7.5	1
8007	3	HUEVO	5	1
8008	1	HUEVOS	5.5	1
8008	2	CUY	15	2
8008	3	GALLINA	25	2
8009	1	88	-88	88
8010	1	88	-88	88
8011	1	LECHE	1.5	3
8011	2	PESCADO	5	1
8011	3	POLLO	7	1
8012	1	GALLINA	25	2
8012	2	HUEVOS	6	1
8012	3	CARNE DE CERDO	14	1
8014	1	CARNE	10	1
8014	2	POLLO	8.5	1
8014	3	HUEVO	6	1
8015	1	POLLO	8	1
8015	2	GALLINA	25	2
8015	3	HUEVOS	5.5	1
8016	1	POLLO	10	1
8016	2	CARNE	12	1
8016	3	LECHE	3	1
8017	1	POLLO	7.5	1
8017	2	CARNE DE RES	10	1
8017	3	PESCADO	7	1
8018	1	-88	-88	88
8019	1	POLLO	7.5	1
8019	2	CARNE	14	1
8019	3	LECHE	3	2
8020	1	POLLO	8	1
8020	2	CARNE	12	1
8020	3	HUEVOS	5	1
8021	1	GALLINA	30	2
8021	2	HUEVOS	.5	2
8021	3	CONEJO	20	2
8022	1	POLLO	10	1
8022	2	LECHE	3.29999995231628	2
8022	3	HUEVO	6	1
8023	1	POLLO	9.5	1
8023	2	LECHE	4	2
8023	3	HUEVO	6	1
8024	1	POLLO	10	1
8024	2	RES	12	1
8024	3	CHANCHO	15	1
8025	1	POLLO	9	1
8025	2	HUEVOS	.300000011920929	2
8025	3	CHANCHO	15	1
8026	1	POLLO	9	1
8026	2	CARNE	12	1
8026	3	PESCADO	8	1
8027	1	POLLO	8.5	1
8027	2	CERDO	13	1
8027	3	CARNE DE RES	10	1
8028	1	POLLO	8.5	1
8028	2	PESCADO	7	1
8028	3	CARNES	11	1
8029	1	POLLO	7.5	1
8029	2	HUEVOS	5.5	1
8029	3	PESCADO	6.5	1
8030	1	POLLO	8	1
8030	2	HUEVOS	.400000005960464	2
8030	3	PESCADO	5	1
8031	1	POLLO	9	1
8031	2	CARNE	12	1
8031	3	HUEVOS	5.5	1
8032	1	POLLO	10	1
8032	2	RES	10	1
8032	3	PESCADO	10	1
8033	1	LECHE	1.5	3
8033	2	QUESO	9	1
8033	3	CUYES	15	2
8034	1	POLLO	9	1
8034	2	CARNE	12	1
8034	3	HUEVO	5	1
