PLACEID	HLTHIDR5	HLTHCURR	HLTHTIM	HLTHTRN
507	3	0	40	5
507	4	0	10	5
507	5	0	40	5
507	6	0	40	5
507	7	0	15	5
507	8	0	40	5
507	9	0	20	6
507	10	0	10	5
507	11	0	20	6
507	12	88	 	 
508	1	0	60	6
508	2	0	60	6
508	3	0	30	5
508	4	0	20	5
508	5	0	30	5
508	6	0	30	5
508	7	0	30	5
508	8	0	30	5
508	9	0	60	6
508	10	0	20	5
508	11	0	60	6
508	12	88	 	 
509	1	0	20	5
509	2	0	20	5
509	3	0	20	5
509	4	0	5	5
509	5	0	60	6
509	6	0	60	6
509	7	0	20	5
509	8	0	20	5
509	9	0	60	6
509	10	0	10	5
509	11	0	240	6
509	12	88	 	 
510	1	0	25	5
510	2	0	25	5
510	3	0	40	6
510	4	1	 	 
510	5	0	60	6
510	6	0	60	6
510	7	0	20	5
510	8	0	25	5
510	9	0	25	5
510	10	1	 	 
510	11	0	60	6
510	12	1	 	 
511	1	0	120	6
511	2	0	120	6
511	3	0	120	6
511	4	0	15	6
511	5	0	60	6
511	6	0	15	6
511	7	0	10	6
511	8	0	15	6
511	9	0	60	6
511	10	0	10	6
511	11	0	60	6
511	12	88	 	 
512	1	0	60	6
512	2	0	60	6
512	3	0	60	6
512	4	1	 	 
512	5	0	30	6
512	6	0	60	6
512	7	0	10	5
512	8	0	30	6
512	9	0	60	6
512	10	1	 	 
512	11	0	180	6
512	12	88	 	 
601	1	1	 	 
601	2	1	 	 
601	3	1	 	 
601	4	1	 	 
601	5	1	 	 
601	6	1	 	 
601	7	1	 	 
601	8	1	 	 
601	9	1	 	 
601	10	1	 	 
601	11	1	 	 
601	12	88	 	 
602	1	1	 	 
602	2	1	 	 
602	3	1	 	 
602	4	1	 	 
602	5	1	 	 
602	6	1	 	 
602	7	1	 	 
602	8	1	 	 
602	9	1	 	 
602	10	1	 	 
602	11	1	 	 
602	12	88	 	 
701	1	0	20	1
701	2	0	30	5
701	3	1	 	 
701	4	0	25	5
701	5	1	 	 
701	6	1	 	 
701	7	3	 	 
701	8	1	 	 
701	9	1	 	 
701	10	1	 	 
701	11	1	 	 
701	12	3	 	 
702	1	0	30	7
702	2	3	 	 
702	3	1	 	 
702	4	1	 	 
702	5	0	10	7
702	6	1	 	 
702	7	3	 	 
702	8	1	 	 
702	9	1	 	 
702	10	1	 	 
702	11	3	 	 
702	12	3	 	 
703	1	0	40	7
703	2	3	 	 
703	3	0	15	1
703	4	0	10	1
703	5	0	20	7
703	6	0	15	1
703	7	3	 	 
703	8	0	20	1
703	9	0	20	1
703	10	0	10	1
703	11	3	 	 
703	12	3	 	 
704	1	0	25	5
704	2	0	25	5
704	3	0	20	5
704	4	0	28	1
704	5	0	25	6
704	6	0	20	5
704	7	0	15	1
704	8	0	20	1
704	9	0	30	6
704	10	1	 	 
704	11	0	35	6
704	12	88	 	 
801	1	1	 	 
801	2	0	30	7
801	3	0	45	7
801	4	0	20	7
801	5	3	 	 
801	6	0	20	1
801	7	0	10	1
801	8	0	10	1
801	9	0	10	1
801	10	0	10	1
801	11	1	 	 
801	12	3	 	 
802	1	0	5	6
802	2	0	15	6
802	3	0	1	1
802	4	0	5	3
802	5	0	15	6
802	6	0	20	6
802	7	1	 	 
802	8	0	5	6
802	9	0	10	1
802	10	1	 	 
802	11	0	18	6
802	12	3	 	 
803	1	0	10	6
803	2	0	40	6
803	3	1	 	 
803	4	1	 	 
803	5	0	10	6
803	6	1	 	 
803	7	1	 	 
803	8	1	 	 
803	9	0	20	6
803	10	1	 	 
803	11	3	 	 
803	12	3	 	 
901	1	0	80	6
901	2	0	80	6
901	3	0	80	6
901	4	0	80	6
901	5	0	80	6
901	6	0	80	6
901	7	1	 	 
901	8	0	80	6
901	9	3	 	 
901	10	0	80	6
901	11	3	 	 
901	12	3	 	 
902	1	0	100	6
902	2	0	100	6
902	3	0	100	6
902	4	0	100	6
902	5	0	100	6
902	6	0	100	6
902	7	1	 	 
902	8	0	100	6
902	9	3	 	 
902	10	0	-88	88
902	11	3	 	 
902	12	3	 	 
903	1	3	 	 
903	2	3	 	 
903	3	3	 	 
903	4	0	40	6
903	5	3	 	 
903	6	3	 	 
903	7	1	 	 
903	8	3	 	 
903	9	3	 	 
903	10	3	 	 
903	11	3	 	 
903	12	3	 	 
904	1	0	25	6
904	2	0	120	6
904	3	0	120	6
904	4	1	 	 
904	5	0	25	6
904	6	0	25	6
904	7	0	20	6
904	8	0	25	6
904	9	0	25	6
904	10	0	25	6
904	11	3	 	 
904	12	3	 	 
905	1	0	60	6
905	2	0	60	6
905	3	0	60	6
905	4	0	45	6
905	5	0	60	6
905	6	0	60	6
905	7	1	 	 
905	8	0	60	6
905	9	0	60	6
905	10	0	60	6
905	11	3	 	 
905	12	3	 	 
906	1	0	80	6
906	2	0	80	6
906	3	3	 	 
906	4	0	40	1
906	5	0	80	6
906	6	0	80	6
906	7	1	 	 
906	8	0	80	6
906	9	0	80	6
906	10	0	80	6
906	11	3	 	 
906	12	3	 	 
907	1	3	 	 
907	2	3	 	 
907	3	3	 	 
907	4	0	40	6
907	5	3	 	 
907	6	3	 	 
907	7	0	40	6
907	8	3	 	 
907	9	3	 	 
907	10	3	 	 
907	11	3	 	 
907	12	3	 	 
908	1	0	25	6
908	2	0	25	6
908	3	0	25	6
908	4	1	 	 
908	5	3	 	 
908	6	0	25	6
908	7	0	20	6
908	8	0	25	6
908	9	0	25	6
908	10	0	25	6
908	11	3	 	 
908	12	3	 	 
909	1	0	20	6
909	2	0	20	6
909	3	3	 	 
909	4	0	20	6
909	5	3	 	 
909	6	0	20	6
909	7	0	20	6
909	8	0	20	6
909	9	3	 	 
909	10	0	20	6
909	11	3	 	 
909	12	3	 	 
910	1	3	 	 
910	2	3	 	 
910	3	3	 	 
910	4	0	40	1
910	5	3	 	 
910	6	3	 	 
910	7	0	40	1
910	8	3	 	 
910	9	3	 	 
910	10	3	 	 
910	11	3	 	 
910	12	3	 	 
911	1	3	 	 
911	2	3	 	 
911	3	3	 	 
911	4	0	60	1
911	5	3	 	 
911	6	3	 	 
911	7	1	 	 
911	8	3	 	 
911	9	3	 	 
911	10	3	 	 
911	11	3	 	 
911	12	3	 	 
912	1	0	60	6
912	2	0	60	6
912	3	3	 	 
912	4	0	40	6
912	5	3	 	 
912	6	3	 	 
912	7	0	40	6
912	8	3	 	 
912	9	3	 	 
912	10	0	60	6
912	11	3	 	 
912	12	3	 	 
1001	1	0	15	1
1001	2	0	30	6
1001	3	1	 	 
1001	4	1	 	 
1001	5	3	 	 
1001	6	1	 	 
1001	7	0	20	6
1001	8	1	 	 
1001	9	0	20	6
1001	10	1	 	 
1001	11	0	20	6
1001	12	3	 	 
1003	1	0	5	1
1003	2	0	28	6
1003	3	0	10	6
1003	4	3	 	 
1003	5	3	 	 
1003	6	0	10	6
1003	7	3	 	 
1003	8	0	20	1
1003	9	0	20	1
1003	10	1	 	 
1003	11	0	20	6
1003	12	3	 	 
1004	1	0	10	1
1004	2	0	30	6
1004	3	0	20	6
1004	4	0	20	6
1004	5	3	 	 
1004	6	0	20	6
1004	7	3	 	 
1004	8	0	20	6
1004	9	3	 	 
1004	10	1	 	 
1004	11	0	20	6
1004	12	3	 	 
1005	1	0	10	1
1005	2	0	30	6
1005	3	0	20	6
1005	4	0	30	6
1005	5	0	30	6
1005	6	0	10	1
1005	7	0	20	1
1005	8	1	 	 
1005	9	0	10	1
1005	10	1	 	 
1005	11	0	25	6
1005	12	3	 	 
1006	1	0	10	6
1006	2	0	30	6
1006	3	0	20	6
1006	4	0	20	6
1006	5	0	30	6
1006	6	0	20	6
1006	7	3	 	 
1006	8	0	20	6
1006	9	0	30	6
1006	10	1	 	 
1006	11	3	 	 
1006	12	3	 	 
1101	1	3	 	 
1101	2	3	 	 
1101	3	3	 	 
1101	4	0	45	6
1101	5	0	60	6
1101	6	3	 	 
1101	7	1	 	 
1101	8	3	 	 
1101	9	3	 	 
1101	10	3	 	 
1101	11	3	 	 
1101	12	3	 	 
1102	1	0	270	6
1102	2	0	270	6
1102	3	3	 	 
1102	4	0	90	6
1102	5	0	90	6
1102	6	3	 	 
1102	7	1	 	 
1102	8	0	90	6
1102	9	3	 	 
1102	10	0	20	6
1102	11	3	 	 
1102	12	3	 	 
1103	1	3	 	 
1103	2	3	 	 
1103	3	3	 	 
1103	4	0	130	6
1103	5	0	130	6
1103	6	3	 	 
1103	7	1	 	 
1103	8	0	130	6
1103	9	3	 	 
1103	10	0	160	6
1103	11	3	 	 
1103	12	3	 	 
1104	1	3	 	 
1104	2	3	 	 
1104	3	3	 	 
1104	4	0	180	1
1104	5	0	180	6
1104	6	3	 	 
1104	7	1	 	 
1104	8	3	 	 
1104	9	3	 	 
1104	10	3	 	 
1104	11	3	 	 
1104	12	3	 	 
1105	1	3	 	 
1105	2	3	 	 
1105	3	3	 	 
1105	4	1	 	 
1105	5	0	150	6
1105	6	3	 	 
1105	7	0	150	6
1105	8	3	 	 
1105	9	3	 	 
1105	10	1	 	 
1105	11	3	 	 
1105	12	3	 	 
1106	1	3	 	 
1106	2	3	 	 
1106	3	3	 	 
1106	4	0	180	6
1106	5	0	180	6
1106	6	3	 	 
1106	7	1	 	 
1106	8	3	 	 
1106	9	3	 	 
1106	10	3	 	 
1106	11	3	 	 
1106	12	3	 	 
1107	1	0	60	6
1107	2	0	60	6
1107	3	0	60	6
1107	4	0	60	6
1107	5	3	 	 
1107	6	3	 	 
1107	7	1	 	 
1107	8	3	 	 
1107	9	3	 	 
1107	10	3	 	 
1107	11	3	 	 
1107	12	3	 	 
1108	1	0	88	88
1108	2	0	88	88
1108	3	3	 	 
1108	4	0	30	1
1108	5	3	 	 
1108	6	3	 	 
1108	7	0	80	1
1108	8	3	 	 
1108	9	3	 	 
1108	10	3	 	 
1108	11	3	 	 
1108	12	3	 	 
1202	1	0	5	7
1202	2	0	5	7
1202	3	0	5	7
1202	4	1	 	 
1202	5	0	45	7
1202	6	0	10	7
1202	7	0	10	7
1202	8	1	 	 
1202	9	0	5	7
1202	10	1	 	 
1202	11	0	5	7
1202	12	1	 	 
1203	1	1	 	 
1203	2	0	10	8
1203	3	0	3	8
1203	4	1	 	 
1203	5	0	10	8
1203	6	1	 	 
1203	7	0	20	8
1203	8	1	 	 
1203	9	0	60	8
1203	10	1	 	 
1203	11	0	10	8
1203	12	1	 	 
1302	1	1	 	 
1302	2	0	25	7
1302	3	1	 	 
1302	4	1	 	 
1302	5	1	 	 
1302	6	1	 	 
1302	7	3	 	 
1302	8	1	 	 
1302	9	1	 	 
1302	10	1	 	 
1302	11	1	 	 
1302	12	88	 	 
1303	1	0	5	5
1303	2	0	40	7
1303	3	1	 	 
1303	4	1	 	 
1303	5	0	7	7
1303	6	0	7	7
1303	7	1	 	 
1303	8	1	 	 
1303	9	0	7	7
1303	10	1	 	 
1303	11	0	40	7
1303	12	3	 	 
1304	1	1	 	 
1304	2	1	 	 
1304	3	1	 	 
1304	4	1	 	 
1304	5	0	25	7
1304	6	1	 	 
1304	7	3	 	 
1304	8	1	 	 
1304	9	1	 	 
1304	10	1	 	 
1304	11	3	 	 
1304	12	88	 	 
1402	1	0	15	7
1402	2	0	40	7
1402	3	0	10	7
1402	4	1	 	 
1402	5	0	40	7
1402	6	0	10	7
1402	7	0	-77	7
1402	8	1	 	 
1402	9	0	5	7
1402	10	0	10	7
1402	11	0	-77	7
1402	12	88	 	 
1403	1	0	10	7
1403	2	1	 	 
1403	3	1	 	 
1403	4	0	10	7
1403	5	1	 	 
1403	6	1	 	 
1403	7	1	 	 
1403	8	1	 	 
1403	9	1	 	 
1403	10	1	 	 
1403	11	1	 	 
1403	12	77	 	 
1404	1	0	12	5
1404	2	0	15	5
1404	3	0	15	5
1404	4	0	10	5
1404	5	0	15	5
1404	6	0	10	5
1404	7	0	12	5
1404	8	0	10	5
1404	9	0	12	5
1404	10	0	10	5
1404	11	0	12	5
1404	12	88	 	 
1501	1	0	45	6
1501	2	0	60	6
1501	3	3	 	 
1501	4	0	20	6
1501	5	3	 	 
1501	6	3	 	 
1501	7	1	 	 
1501	8	0	20	6
1501	9	0	20	6
1501	10	1	 	 
1501	11	3	 	 
1501	12	3	 	 
1502	1	0	5	6
1502	2	0	75	6
1502	3	3	 	 
1502	4	0	20	6
1502	5	3	 	 
1502	6	3	 	 
1502	7	1	 	 
1502	8	3	 	 
1502	9	3	 	 
1502	10	0	5	6
1502	11	3	 	 
1502	12	3	 	 
1503	1	0	25	5
1503	2	3	 	 
1503	3	3	 	 
1503	4	0	25	5
1503	5	3	 	 
1503	6	3	 	 
1503	7	0	30	5
1503	8	3	 	 
1503	9	3	 	 
1503	10	0	30	5
1503	11	3	 	 
1503	12	3	 	 
1504	1	0	30	88
1504	2	3	 	 
1504	3	3	 	 
1504	4	0	15	1
1504	5	3	 	 
1504	6	3	 	 
1504	7	1	 	 
1504	8	3	 	 
1504	9	3	 	 
1504	10	1	 	 
1504	11	3	 	 
1504	12	3	 	 
1505	1	0	30	6
1505	2	3	 	 
1505	3	3	 	 
1505	4	1	 	 
1505	5	3	 	 
1505	6	0	30	6
1505	7	0	10	1
1505	8	0	30	6
1505	9	3	 	 
1505	10	0	15	1
1505	11	3	 	 
1505	12	3	 	 
1506	1	0	5	5
1506	2	0	45	6
1506	3	3	 	 
1506	4	1	 	 
1506	5	0	45	6
1506	6	3	 	 
1506	7	0	15	5
1506	8	0	5	5
1506	9	0	5	5
1506	10	1	 	 
1506	11	3	 	 
1506	12	3	 	 
1507	1	0	20	5
1507	2	0	60	6
1507	3	3	 	 
1507	4	0	20	5
1507	5	3	 	 
1507	6	3	 	 
1507	7	1	 	 
1507	8	3	 	 
1507	9	3	 	 
1507	10	3	 	 
1507	11	3	 	 
1507	12	3	 	 
1508	1	0	30	5
1508	2	3	 	 
1508	3	3	 	 
1508	4	0	20	5
1508	5	3	 	 
1508	6	3	 	 
1508	7	0	30	5
1508	8	3	 	 
1508	9	3	 	 
1508	10	0	20	5
1508	11	3	 	 
1508	12	3	 	 
1509	1	1	 	 
1509	2	3	 	 
1509	3	3	 	 
1509	4	0	15	5
1509	5	3	 	 
1509	6	3	 	 
1509	7	0	15	5
1509	8	3	 	 
1509	9	3	 	 
1509	10	1	 	 
1509	11	3	 	 
1509	12	3	 	 
1601	1	3	 	 
1601	2	3	 	 
1601	3	3	 	 
1601	4	1	 	 
1601	5	3	 	 
1601	6	3	 	 
1601	7	3	 	 
1601	8	3	 	 
1601	9	3	 	 
1601	10	1	 	 
1601	11	3	 	 
1601	12	88	 	 
1602	1	0	60	7
1602	2	0	60	7
1602	3	0	60	7
1602	4	1	 	 
1602	5	3	 	 
1602	6	1	 	 
1602	7	3	 	 
1602	8	0	60	7
1602	9	0	60	7
1602	10	1	 	 
1602	11	0	60	7
1602	12	88	 	 
1603	1	3	 	 
1603	2	3	 	 
1603	3	3	 	 
1603	4	1	 	 
1603	5	3	 	 
1603	6	3	 	 
1603	7	3	 	 
1603	8	3	 	 
1603	9	3	 	 
1603	10	1	 	 
1603	11	3	 	 
1603	12	3	 	 
1604	1	0	50	7
1604	2	0	50	7
1604	3	0	50	7
1604	4	0	10	7
1604	5	3	 	 
1604	6	0	50	7
1604	7	3	 	 
1604	8	0	50	7
1604	9	0	50	7
1604	10	1	 	 
1604	11	0	50	7
1604	12	3	 	 
1605	1	0	110	7
1605	2	0	110	7
1605	3	0	110	7
1605	4	1	 	 
1605	5	3	 	 
1605	6	0	110	7
1605	7	3	 	 
1605	8	0	110	7
1605	9	0	110	7
1605	10	1	 	 
1605	11	0	110	7
1605	12	3	 	 
1606	1	0	60	7
1606	2	0	60	7
1606	3	0	60	7
1606	4	1	 	 
1606	5	0	60	7
1606	6	0	60	7
1606	7	3	 	 
1606	8	0	60	7
1606	9	0	60	7
1606	10	0	60	7
1606	11	0	60	7
1606	12	3	 	 
1607	1	0	45	7
1607	2	0	45	7
1607	3	0	45	7
1607	4	0	15	7
1607	5	3	 	 
1607	6	0	45	7
1607	7	3	 	 
1607	8	0	45	7
1607	9	0	45	7
1607	10	0	45	7
1607	11	0	45	7
1607	12	88	 	 
1608	1	0	30	7
1608	2	0	30	7
1608	3	0	30	7
1608	4	0	10	7
1608	5	3	 	 
1608	6	0	30	7
1608	7	3	 	 
1608	8	0	30	7
1608	9	0	30	7
1608	10	0	30	7
1608	11	0	30	7
1608	12	3	 	 
1701	1	3	 	 
1701	2	3	 	 
1701	3	3	 	 
1701	4	0	10	7
1701	5	3	 	 
1701	6	3	 	 
1701	7	3	 	 
1701	8	3	 	 
1701	9	3	 	 
1701	10	1	 	 
1701	11	3	 	 
1701	12	3	 	 
1702	1	0	30	7
1702	2	3	 	 
1702	3	0	30	7
1702	4	1	 	 
1702	5	0	40	7
1702	6	0	40	7
1702	7	3	 	 
1702	8	3	 	 
1702	9	3	 	 
1702	10	1	 	 
1702	11	3	 	 
1702	12	3	 	 
1703	1	0	20	7
1703	2	3	 	 
1703	3	3	 	 
1703	4	0	20	7
1703	5	0	20	7
1703	6	3	 	 
1703	7	3	 	 
1703	8	0	20	7
1703	9	3	 	 
1703	10	1	 	 
1703	11	3	 	 
1703	12	3	 	 
1704	1	0	60	7
1704	2	3	 	 
1704	3	3	 	 
1704	4	0	30	1
1704	5	0	60	7
1704	6	3	 	 
1704	7	3	 	 
1704	8	3	 	 
1704	9	3	 	 
1704	10	0	30	1
1704	11	3	 	 
1704	12	3	 	 
1705	1	0	240	7
1705	2	0	240	7
1705	3	3	 	 
1705	4	0	60	1
1705	5	3	 	 
1705	6	3	 	 
1705	7	3	 	 
1705	8	3	 	 
1705	9	3	 	 
1705	10	0	60	1
1705	11	88	 	 
1705	12	88	 	 
1708	1	0	180	7
1708	2	0	180	7
1708	3	3	 	 
1708	4	1	 	 
1708	5	3	 	 
1708	6	3	 	 
1708	7	3	 	 
1708	8	3	 	 
1708	9	3	 	 
1708	10	0	190	7
1708	11	3	 	 
1708	12	88	 	 
1709	1	0	180	7
1709	2	3	 	 
1709	3	3	 	 
1709	4	1	 	 
1709	5	0	180	7
1709	6	0	180	7
1709	7	3	 	 
1709	8	0	180	7
1709	9	3	 	 
1709	10	1	 	 
1709	11	3	 	 
1709	12	3	 	 
1710	1	1	 	 
1710	2	3	 	 
1710	3	3	 	 
1710	4	0	35	7
1710	5	1	 	 
1710	6	3	 	 
1710	7	3	 	 
1710	8	1	 	 
1710	9	3	 	 
1710	10	1	 	 
1710	11	3	 	 
1710	12	88	 	 
1711	1	0	45	7
1711	2	0	45	7
1711	3	3	 	 
1711	4	1	 	 
1711	5	3	 	 
1711	6	0	45	7
1711	7	3	 	 
1711	8	3	 	 
1711	9	3	 	 
1711	10	0	45	7
1711	11	3	 	 
1711	12	3	 	 
1801	1	0	40	7
1801	2	0	45	7
1801	3	0	40	7
1801	4	0	30	1
1801	5	3	 	 
1801	6	3	 	 
1801	7	3	 	 
1801	8	0	40	7
1801	9	3	 	 
1801	10	0	30	7
1801	11	3	 	 
1801	12	3	 	 
1802	1	0	35	7
1802	2	0	40	7
1802	3	0	35	7
1802	4	1	 	 
1802	5	3	 	 
1802	6	3	 	 
1802	7	3	 	 
1802	8	3	 	 
1802	9	3	 	 
1802	10	1	 	 
1802	11	3	 	 
1802	12	3	 	 
1803	1	0	40	7
1803	2	3	 	 
1803	3	0	40	7
1803	4	1	 	 
1803	5	0	45	7
1803	6	0	45	7
1803	7	3	 	 
1803	8	0	40	7
1803	9	0	40	7
1803	10	0	30	7
1803	11	3	 	 
1803	12	88	 	 
1804	1	0	45	7
1804	2	0	45	7
1804	3	0	30	7
1804	4	1	 	 
1804	5	0	45	7
1804	6	0	40	7
1804	7	3	 	 
1804	8	0	40	7
1804	9	3	 	 
1804	10	0	30	7
1804	11	3	 	 
1804	12	88	 	 
1805	1	0	40	7
1805	2	3	 	 
1805	3	0	40	7
1805	4	1	 	 
1805	5	1	 	 
1805	6	0	40	7
1805	7	3	 	 
1805	8	0	40	7
1805	9	3	 	 
1805	10	0	30	7
1805	11	3	 	 
1805	12	88	 	 
1806	1	0	45	6
1806	2	0	50	6
1806	3	0	45	6
1806	4	0	10	1
1806	5	3	 	 
1806	6	3	 	 
1806	7	3	 	 
1806	8	0	40	6
1806	9	3	 	 
1806	10	0	45	6
1806	11	3	 	 
1806	12	3	 	 
1807	1	0	10	7
1807	2	0	10	7
1807	3	0	10	7
1807	4	1	 	 
1807	5	0	10	7
1807	6	1	 	 
1807	7	3	 	 
