PLACEID	LCPRIDR5	ITEMPRC1	ITEMVND1	ITEMINF1	ITEMPRC2	ITEMVND2	ITEMINF2
602	38	1.5	1	8	1.5	1	9
602	39	.25	14	8	.25	14	9
602	40	1.5	14	8	1.5	14	9
602	41	2	14	8	2	14	9
602	42	6	14	8	6	14	9
602	43	1.39999997615814	14	8	1.29999995231628	14	9
602	44	2	14	8	2	14	9
602	45	6	14	8	5	14	9
602	46	37	1	8	34	1	9
602	61	5	14	8	5	14	9
602	70	7	14	8	7	14	9
701	1	1	17	8	1	17	6
701	2	30	17	8	30	17	6
701	3	25	17	8	20	17	6
701	4	25	17	8	25	17	6
701	5	30	17	8	30	17	6
701	6	30	17	8	30	17	6
701	7	.5	10	2	1	9	4
701	8	.300000011920929	10	2	.400000005960464	9	4
701	9	.170000001788139	10	2	.400000005960464	9	4
701	10	.360000014305115	10	2	.25	9	4
701	11	1	1	8	1	1	10
701	12	2.79999995231628	1	8	2.59999990463257	1	10
701	13	3.5	1	8	3.5	1	10
701	15	1	1	8	1	1	10
701	16	3	1	8	3	1	10
701	17	2.5	1	8	2.59999990463257	1	10
701	18	0	16	88	 	 	 
701	19	1	1	8	1	1	10
701	20	13	1	8	13	1	10
701	21	1	1	8	1	1	10
701	23	.200000002980232	1	8	.200000002980232	1	10
701	24	4.5	1	8	4.5	1	10
701	25	1	1	8	1	1	10
701	27	8	1	8	8	17	4
701	28	10	1	1	12	17	4
701	29	7	1	8	7	17	4
701	30	2.20000004768372	1	8	2.20000004768372	1	10
701	32	15	1	8	15	1	10
701	33	6	1	8	6	1	10
701	34	1	1	8	1	1	10
701	35	2.5	1	8	2.5	1	10
701	36	4.5	1	8	4.5	1	10
701	37	1.20000004768372	1	8	1.20000004768372	1	10
701	38	1.20000004768372	1	8	1.20000004768372	1	10
701	39	.5	1	8	.5	1	10
701	40	1.5	1	8	1.5	1	11
701	41	1.5	1	8	1.20000004768372	1	11
701	42	3.5	1	8	3.5	1	11
701	43	2	1	8	1.79999995231628	17	4
701	44	3	1	8	2.5	17	4
701	45	4	1	8	4	1	11
701	46	37	1	8	37	1	10
701	61	5.80000019073486	1	8	5.59999990463257	1	10
701	70	6	1	8	7	1	10
702	1	1.5	1	7	1	1	6
702	2	40	16	4	50	16	9
702	3	20	16	8	16	16	9
702	4	18	16	8	10	16	9
702	5	30	16	8	35	16	9
702	6	25	16	8	30	16	9
702	7	.5	10	2	.5	10	4
702	8	.0299999993294477	10	2	.0299999993294477	10	4
702	9	.119999997317791	10	2	.119999997317791	10	4
702	10	0	16	88	 	 	 
702	11	1.5	1	6	1.5	1	7
702	12	2.5	1	6	2.5	1	7
702	13	3	1	6	3	1	7
702	15	1	1	6	1	1	7
702	16	2.5	1	6	3.20000004768372	1	7
702	17	3	1	6	2.79999995231628	1	7
702	18	0	16	88	 	 	 
702	19	1.20000004768372	1	6	1.20000004768372	1	7
702	20	0	16	88	 	 	 
702	21	1	1	6	1	1	7
702	23	.200000002980232	1	6	.200000002980232	1	7
702	24	3	1	6	3	1	7
702	25	1	1	6	1	1	7
702	27	8	1	6	8	1	7
702	28	0	16	88	 	 	 
702	29	6	1	6	5	1	7
702	30	2	1	6	2.5	1	7
702	32	12	1	6	12	1	7
702	33	6	1	6	5.5	1	7
702	34	1	1	6	1	1	7
702	35	2	1	6	1.5	1	7
702	36	4.5	1	6	4.5	1	7
702	37	1	1	6	1	1	7
702	38	0	16	88	 	 	 
702	39	.5	1	6	.5	1	7
702	40	2	1	6	2	1	7
702	41	2	1	6	2	1	7
702	42	0	16	88	 	 	 
702	43	1.5	1	6	1.5	1	7
702	44	0	16	88	 	 	 
702	45	0	16	88	 	 	 
702	46	38.5	1	6	38.5	1	7
702	61	5	1	6	5	1	7
702	70	6	1	6	6	1	7
703	1	1	1	5	1.5	1	6
703	2	35	16	7	40	16	8
703	3	18	16	88	18	16	9
703	4	15	16	7	20	16	8
703	5	30	16	7	30	16	8
703	6	25	16	7	30	16	8
703	7	.5	16	2	1	16	9
703	8	.0299999993294477	16	2	.200000002980232	16	9
703	9	.119999997317791	16	2	1	16	9
703	10	0	16	88	 	 	 
703	11	2	16	5	2	16	6
703	12	2.5	1	5	2.79999995231628	1	6
703	13	3	1	5	3	1	6
703	15	1	1	5	1	1	6
703	16	3	1	5	3	1	6
703	17	3	1	5	2.79999995231628	1	6
703	18	0	16	88	 	 	 
703	19	1.20000004768372	1	5	1.20000004768372	1	6
703	20	0	16	88	 	 	 
703	21	1	1	5	1	1	6
703	23	.300000011920929	1	5	.300000011920929	1	6
703	24	3	1	5	3	1	6
703	25	1	1	5	1	1	6
703	27	8	1	5	8	1	6
703	28	10	16	5	0	16	6
703	29	0	16	88	 	 	 
703	30	2	1	5	2.5	1	6
703	32	12	1	5	12	1	6
703	33	6	1	5	6	1	6
703	34	1	1	5	1	1	6
703	35	2	1	5	2	1	6
703	36	4.5	1	5	4.5	1	6
703	37	1	1	5	1	1	6
703	38	0	1	5	 	 	 
703	39	.5	1	5	.5	1	6
703	40	1.5	16	8	1.5	16	9
703	41	1	1	8	1	16	9
703	42	4	1	8	4	16	9
703	43	1.5	1	5	1.5	1	6
703	44	3	16	8	3	16	9
703	45	0	16	88	 	 	 
703	46	38.5	1	5	38.5	1	6
703	61	5	1	5	5	1	6
703	70	6	1	5	6	1	6
704	1	1.20000004768372	1	5	1.39999997615814	1	6
704	2	35	16	5	30	16	6
704	3	20	16	5	20	16	6
704	4	20	16	5	20	16	6
704	5	30	16	5	30	16	6
704	6	28	16	5	30	16	6
704	7	.5	16	13	1	9	12
704	8	.0399999991059303	16	13	.5	9	12
704	9	.119999997317791	16	13	.5	9	12
704	10	.360000014305115	16	13	1	9	12
704	11	.899999976158142	1	13	1.5	17	7
704	12	2.70000004768372	1	13	3	17	7
704	13	3.70000004768372	1	13	5	17	7
704	15	1	1	13	1.20000004768372	17	7
704	16	3.20000004768372	1	13	3	17	7
704	17	2.5	1	13	2.79999995231628	17	7
704	18	0	16	88	 	 	 
704	19	1.20000004768372	1	13	1.20000004768372	17	7
704	20	13	1	13	15	17	7
704	21	1	1	13	1	17	7
704	23	.200000002980232	1	13	.200000002980232	17	7
704	24	8	1	13	8	17	7
704	25	1	1	13	1	17	7
704	27	8	1	13	8	17	8
704	28	10	1	13	12	17	8
704	29	7	1	13	9	17	8
704	30	2.20000004768372	1	13	2	17	8
704	32	18	1	13	20	17	7
704	33	6.5	1	13	6	17	7
704	34	1	1	13	1	17	7
704	35	2.5	1	13	2	17	7
704	36	4.5	1	13	4	17	7
704	37	1.5	1	13	1.5	17	8
704	38	1.5	1	13	1.5	17	8
704	39	.5	1	13	.5	17	8
704	40	1.5	1	13	1.5	17	7
704	41	2	1	13	2.5	17	7
704	42	4.5	1	13	5	17	7
704	43	2.5	1	13	3	17	8
704	44	3	1	13	3	17	8
704	45	4	1	13	4	17	8
704	46	37	1	13	37	17	7
704	61	6	1	13	5.80000019073486	17	7
704	70	6	1	13	6	17	7
801	1	1.5	17	10	1.5	17	5
801	2	35	17	10	30	17	5
801	3	16	17	10	15	17	5
801	4	15	17	10	15	17	5
801	5	30	17	10	30	17	5
801	6	28	17	10	30	17	5
801	7	.5	10	7	.800000011920929	9	11
801	8	.0299999993294477	10	7	.100000001490116	9	11
801	9	.150000005960464	10	7	.5	9	11
801	10	.379999995231628	10	7	.5	9	11
801	11	2	14	12	2	14	15
801	12	2.40000009536743	14	12	2.5	14	14
801	13	3	14	12	3.20000004768372	14	14
801	15	1.20000004768372	14	12	1.20000004768372	14	14
801	16	3	14	12	3	14	15
801	17	2.5	14	12	2.5	14	14
801	18	0	14	88	 	 	 
801	19	1.20000004768372	14	12	1.20000004768372	14	14
801	20	16	14	12	15	14	14
801	21	1	14	12	1	14	14
801	23	.200000002980232	14	12	.200000002980232	14	14
801	24	4	14	12	4	14	14
801	25	1	14	12	1	14	14
801	27	7.5	14	12	7.80000019073486	14	15
801	28	14	14	13	14	14	14
801	29	10	14	13	8	14	14
801	30	2	14	12	2	14	14
801	32	12	14	12	10	14	14
801	33	5	14	12	5	14	14
801	34	1	14	12	1	14	14
801	35	2	14	12	2	14	14
801	36	4.5	14	12	4.5	14	14
801	37	1	14	12	1	14	14
801	38	1	14	12	1	14	14
801	39	.5	14	12	.5	14	14
801	40	1	14	13	1	14	15
801	41	1	14	13	.699999988079071	14	15
801	42	3	14	13	2.5	14	15
801	43	2	14	13	1.5	14	15
801	44	3	14	13	3	14	15
801	45	5	14	13	6	14	15
801	46	34	14	12	34	14	14
801	61	5	14	12	5	14	14
801	70	7	14	12	8	14	14
802	1	1.20000004768372	1	5	1.20000004768372	1	8
802	2	45	1	4	40	1	8
802	3	28	1	4	30	1	8
802	4	28	1	4	30	1	8
802	5	35	1	4	35	1	8
802	6	35	1	4	35	1	8
802	7	.589999973773956	10	3	1	9	13
802	8	.0299999993294477	10	3	.5	9	13
802	9	.150000005960464	10	3	.5	9	13
802	10	.379999995231628	1	3	.200000002980232	1	13
802	11	1.20000004768372	14	10	1.5	14	11
802	12	3	1	9	3.79999995231628	14	12
802	13	3.5	1	4	4	14	12
802	15	1	1	9	1	14	12
802	16	3	1	9	3	14	12
802	17	2.79999995231628	1	9	2.79999995231628	14	12
802	18	0	16	88	 	 	 
802	19	1.20000004768372	1	9	1	14	12
802	20	12	1	12	12	14	11
802	21	1	1	9	1	14	12
802	23	.28999999165535	1	9	.200000002980232	14	12
802	24	5	1	9	5	14	12
802	25	1	1	9	.899999976158142	14	12
802	27	7.5	1	9	7.5	1	4
802	28	12	1	9	12	1	4
802	29	8	1	9	7	1	4
802	30	2.20000004768372	1	9	2.20000004768372	1	4
802	32	12	1	9	12	14	12
802	33	6.5	1	9	6.5	14	12
802	34	1	1	9	1	14	12
802	35	2	1	9	2	14	12
802	36	4.5	1	9	4.5	14	12
802	37	1	1	9	1.20000004768372	14	12
802	38	1	1	9	1.20000004768372	14	12
802	39	.5	1	9	.5	14	12
802	40	1.29999995231628	1	9	1.5	14	11
802	41	1.20000004768372	1	9	1.5	14	11
802	42	4	14	10	4	14	11
802	43	1	14	10	1.20000004768372	14	11
802	44	2.5	14	10	2.5	14	11
802	45	6	14	10	7	14	11
802	46	37	1	9	37	1	7
802	61	5.5	1	9	5.5	14	12
802	70	6	1	9	6.80000019073486	14	12
803	1	1.5	17	7	1.5	1	3
803	2	30	17	7	30	1	3
803	3	12	17	7	25	1	3
803	4	12	17	7	25	1	3
803	5	28	17	7	20	1	3
803	6	25	17	7	30	1	3
803	7	.800000011920929	17	2	.800000011920929	9	10
803	8	.300000011920929	17	2	.100000001490116	9	10
803	9	.5	17	2	.5	9	10
803	10	.5	17	2	.5	16	10
803	11	1.5	14	11	2	14	12
803	12	2.29999995231628	14	11	2.29999995231628	14	12
803	13	4	14	11	4	14	12
803	15	1.20000004768372	14	11	1.20000004768372	14	12
803	16	3.20000004768372	14	11	2.90000009536743	14	12
803	17	2.79999995231628	14	11	2.5	14	12
803	18	0	16	88	 	 	 
803	19	1.29999995231628	14	11	1.20000004768372	14	12
803	20	16	14	11	16	14	12
803	21	1	14	11	1	14	12
803	23	.300000011920929	14	11	.200000002980232	14	12
803	24	4	14	11	6	14	12
803	25	1	14	11	1	14	12
803	27	7.5	14	11	8	14	12
803	28	15	14	11	14	14	12
803	29	5	14	11	6	14	12
803	30	2.5	14	11	2	14	12
803	32	10	14	11	12	14	12
803	33	5.5	14	11	4.5	14	12
803	34	1	14	11	1	14	12
803	35	2	14	11	2	14	12
803	36	5	14	11	4.5	14	12
803	37	1	14	11	1	14	12
803	38	1	14	11	1	14	12
803	39	.5	14	11	.5	14	12
803	40	2.5	14	11	1	14	12
803	41	.800000011920929	14	11	1	14	12
803	42	3	14	11	3	14	12
803	43	2	14	11	2	14	12
803	44	3	14	11	3	14	12
803	45	6	14	11	6	14	12
803	46	32	14	11	37	14	12
803	61	5	14	11	5.5	14	12
803	70	6	14	11	6.5	14	12
901	1	1.5	1	4	1.5	1	10
901	2	35	16	4	40	1	10
901	3	20	16	4	15	1	10
901	4	20	16	4	15	1	10
901	5	30	16	4	30	1	10
901	6	30	16	4	30	1	10
901	7	1	10	6	1	1	10
901	8	.0700000002980232	10	6	.5	1	10
901	9	.00999999977648258	10	6	.5	1	10
901	10	.0299999993294477	10	6	0	16	88
901	11	3.5	1	7	2	1	10
901	12	2.59999990463257	1	7	2.70000004768372	1	10
901	13	3.59999990463257	1	7	3.79999995231628	1	10
901	15	1.20000004768372	1	7	1.20000004768372	1	10
901	16	3.5	1	7	2	1	10
901	17	2.70000004768372	1	7	2.59999990463257	1	10
901	18	0	16	88	 	 	 
901	19	1	1	7	1	1	10
901	20	10	1	7	12	1	10
901	21	1	1	7	1	1	10
901	23	.300000011920929	1	7	.200000002980232	1	10
901	24	4	1	7	2.70000004768372	1	10
901	25	1	1	7	1.10000002384186	1	10
901	27	4.59999990463257	1	7	9.5	1	10
901	28	12	16	7	10	16	10
901	29	7	16	7	6	16	10
901	30	3.5	1	7	2	1	10
901	32	12	1	7	12	1	10
901	33	7	1	7	6.5	1	10
901	34	1	1	7	1	1	10
901	35	2	1	7	2	1	10
901	36	5	1	7	5	1	10
901	37	1	1	7	1	1	10
901	38	0	1	7	 	 	 
901	39	.25	1	7	.25	1	10
901	40	1.5	1	7	1.5	1	10
901	41	1.39999997615814	1	7	1.29999995231628	1	10
901	42	2.5	1	7	2.5	1	10
901	43	2	1	7	2	1	10
901	44	4	1	7	3	1	10
901	45	0	16	7	 	 	 
901	46	38	1	7	45	1	10
901	61	5	1	7	5	1	10
901	70	6	1	7	6	1	10
902	1	1.5	1	2	1.5	16	8
902	2	35	16	2	30	16	8
902	3	20	16	2	25	16	8
902	4	20	16	2	25	16	8
902	5	30	16	2	30	16	8
902	6	30	16	2	30	16	8
902	7	1	10	3	0	16	88
902	8	.0700000002980232	10	3	0	16	88
902	9	.00999999977648258	10	3	0	16	88
902	10	.0799999982118607	10	3	0	16	88
902	11	2.79999995231628	1	6	1.60000002384186	1	7
902	12	2.59999990463257	1	6	2.5	1	7
902	13	4	1	6	4	1	7
902	15	1.20000004768372	1	6	1.20000004768372	1	7
902	16	3.29999995231628	1	6	3	1	7
902	17	3	1	6	3	1	7
902	18	0	1	6	 	 	 
902	19	1	1	6	1	1	7
902	20	10	1	6	10	1	7
902	21	1	1	6	1	1	7
902	23	.200000002980232	1	6	.300000011920929	1	7
902	24	4	1	6	4	1	7
902	25	1	1	6	1	1	7
902	27	6	1	6	6.5	1	7
902	28	12	1	6	15	1	7
902	29	7	1	6	7	1	7
902	30	3	1	6	2.5	1	7
902	32	12	1	6	12	1	7
902	33	7	1	6	6.5	1	7
902	34	1	1	6	1	1	7
902	35	2.5	1	6	2.5	1	7
902	36	5	1	6	5	1	7
902	37	1	1	6	1	1	7
902	38	0	1	6	 	 	 
902	39	.25	1	6	.25	1	7
902	40	1.5	1	6	1.5	1	7
902	41	1.5	1	6	1.5	1	7
902	42	0	1	6	 	 	 
902	43	2	1	6	1.79999995231628	1	7
902	44	4	1	6	3	16	7
902	45	0	1	6	 	 	 
902	46	38	1	6	38	1	7
902	61	5	1	6	5	1	7
902	70	7	1	6	7	1	7
903	1	1.5	16	2	1.5	16	7
903	2	40	16	5	35	16	7
903	3	20	16	5	20	16	7
903	4	20	16	5	20	16	7
903	5	35	16	5	30	16	7
903	6	35	16	5	30	16	7
903	7	.800000011920929	10	1	0	16	88
903	8	.0700000002980232	10	1	0	16	88
903	9	.00999999977648258	10	1	0	16	88
903	10	.0799999982118607	10	1	0	16	88
903	11	1.5	1	7	1.5	16	8
903	12	2.5	1	7	2.5	16	8
903	13	4	1	7	4	16	8
903	15	1	1	7	1	16	8
903	16	3	1	7	3	16	8
903	17	3	1	7	2.79999995231628	16	8
903	18	0	16	7	 	 	 
903	19	1	1	7	1	16	8
903	20	0	1	88	 	 	 
903	21	1	1	7	1	16	8
903	23	.200000002980232	1	7	.300000011920929	16	8
903	24	0	16	7	 	 	 
903	25	1	1	7	1	16	8
903	27	8.5	1	7	9	88	88
903	28	0	16	7	 	 	 
903	29	6	1	7	6	16	8
903	30	2.20000004768372	1	7	2.20000004768372	16	8
903	32	0	16	7	 	 	 
903	33	6	1	7	1	16	8
903	34	1	1	7	1	16	8
903	35	2	1	7	2	16	8
903	36	5	1	7	5	16	8
903	37	1	1	7	1	16	8
903	38	0	1	88	 	 	 
903	39	.25	1	7	.25	16	8
903	40	1.5	1	7	1.5	16	8
903	41	1.5	1	7	1.5	16	8
903	42	0	1	88	 	 	 
903	43	2	1	7	2	16	8
903	44	3	1	7	2.5	16	8
903	45	0	8	88	 	 	 
903	46	38	1	7	38	16	8
903	61	5.5	1	7	5.5	16	8
903	70	7	1	7	6	16	8
904	1	1.5	1	5	1.5	1	6
904	2	25	16	5	25	16	6
904	3	20	16	5	20	16	6
904	4	20	16	5	20	16	6
904	5	30	16	5	25	16	6
904	6	30	16	5	25	16	6
904	7	.800000011920929	10	1	0	16	88
904	8	.0700000002980232	10	1	0	16	88
904	9	.00999999977648258	10	1	0	16	88
904	10	.0299999993294477	10	1	0	16	88
904	11	1.5	1	7	1.5	1	5
904	12	3	1	7	3	1	9
904	13	4.5	1	7	4	1	9
904	15	1	1	7	1	1	9
904	16	3	1	7	3	1	9
904	17	2.79999995231628	1	7	3	1	9
904	18	0	1	7	 	 	 
904	19	1	1	7	1	1	9
904	20	0	16	7	 	 	 
904	21	1	1	7	1	1	9
904	23	.200000002980232	1	7	.200000002980232	1	9
904	24	0	1	7	 	 	 
904	25	1	1	7	1	1	9
904	27	8.5	1	3	9	1	9
904	28	14	1	7	0	1	9
904	29	7	1	7	6	1	9
904	30	3	1	7	2.5	1	3
904	32	10	1	7	0	1	9
904	33	7	2	7	7	1	9
904	34	1	1	7	1	1	9
904	35	2	1	7	2	1	9
904	36	5	1	7	5	1	9
904	37	1.5	1	7	1.5	1	9
904	38	0	16	7	 	 	 
904	39	.25	1	7	.25	1	9
904	40	1.5	1	7	1.79999995231628	1	9
904	41	1.5	1	7	1.5	1	9
904	42	0	16	7	 	 	 
904	43	2	1	7	1.5	1	9
904	44	2.5	1	7	2.5	1	9
904	45	0	16	7	 	 	 
904	46	40	1	7	40	1	9
904	61	5.5	1	7	5.5	1	9
904	70	6	1	7	7	1	9
905	1	1.5	16	8	1.5	16	9
905	2	35	16	8	35	16	9
905	3	20	16	8	20	16	9
905	4	20	16	8	20	16	9
905	5	30	16	8	30	16	9
905	6	30	16	8	30	16	9
905	7	1	10	5	1	16	9
905	8	.0700000002980232	10	5	.5	16	9
905	9	.00999999977648258	10	5	.5	16	9
905	10	.0299999993294477	10	5	0	16	9
905	11	1.5	1	3	1.5	1	6
905	12	2.59999990463257	1	3	2.5	1	6
905	13	3	1	3	4	1	6
905	15	1	1	3	1	1	6
905	16	3.20000004768372	1	3	3	1	6
905	17	2.79999995231628	1	3	3	1	6
905	18	0	16	88	 	 	 
905	19	1	1	3	1	1	6
905	20	16	16	3	0	16	88
905	21	1	1	3	1	1	6
905	23	.300000011920929	1	3	.300000011920929	1	6
905	24	4	16	3	0	2	6
905	25	1	1	3	1	1	6
905	27	7.5	1	3	8	1	6
905	28	0	16	88	 	 	 
905	29	7	1	3	7	1	6
905	30	1.79999995231628	1	3	2	1	6
905	32	0	16	88	 	 	 
905	33	5.5	1	3	7	1	6
905	34	1	1	3	1	1	6
905	35	2	1	3	2	1	6
905	36	5	1	3	5	1	6
905	37	2	1	3	1.5	1	6
905	38	0	16	88	 	 	 
905	39	.25	1	3	.25	1	6
905	40	1.79999995231628	1	3	1.5	1	6
905	41	1.5	1	3	1.5	1	6
905	42	0	16	88	 	 	 
905	43	0	16	88	 	 	 
905	44	0	16	88	 	 	 
905	45	0	16	88	 	 	 
905	46	36	1	3	37	1	6
905	61	5.5	1	3	5.5	1	6
905	70	6.5	1	3	7	1	6
906	1	1.5	16	5	1.5	16	3
906	2	50	16	5	40	16	3
906	3	15	16	5	20	16	3
906	4	15	16	5	20	16	3
906	5	45	16	5	35	16	3
906	6	45	16	5	35	16	3
906	7	.800000011920929	10	2	0	16	88
906	8	.00999999977648258	10	2	.5	16	3
906	9	.170000001788139	10	2	.5	16	3
906	10	.0799999982118607	10	2	0	16	3
906	11	1.79999995231628	1	6	1.5	16	8
906	12	2.5	1	6	2.5	16	8
906	13	3.5	1	6	3	16	8
906	15	1.20000004768372	1	6	1.20000004768372	16	8
906	16	3.20000004768372	1	6	3.20000004768372	16	8
906	17	3	1	6	3	16	8
906	18	0	16	88	 	 	 
906	19	1	1	6	1	16	8
906	20	0	1	6	 	 	 
906	21	1	1	6	1	16	8
906	23	.300000011920929	1	6	.300000011920929	16	8
906	24	0	1	6	 	 	 
906	25	1	1	6	1	16	8
906	27	9	1	6	8.5	16	8
906	28	15	1	6	12	16	8
906	29	7	1	6	7	16	8
906	30	2	1	6	2.20000004768372	16	8
906	32	15	1	5	12	16	8
906	33	7	1	6	7	16	8
906	34	1	1	6	1	16	8
906	35	2.5	1	6	2.5	16	8
906	36	5	1	6	5	16	8
906	37	1.5	1	6	1.5	16	8
906	38	0	1	6	 	 	 
906	39	.25	1	6	.25	16	8
906	40	1.5	1	6	1.5	16	8
906	41	1.5	1	6	1.5	16	8
906	42	0	16	6	 	 	 
906	43	2	16	6	2	16	8
906	44	3	16	6	3	16	8
906	45	0	1	6	 	 	 
906	46	38	1	6	38	16	8
906	61	5	1	6	5	16	8
906	70	7	1	6	7	16	8
907	1	1.5	16	1	1.20000004768372	16	2
907	2	30	16	1	30	16	2
907	3	15	16	1	20	16	2
907	4	15	16	1	20	16	2
907	5	30	16	1	25	16	2
907	6	30	16	1	25	16	2
907	7	0	16	88	 	 	 
907	8	0	16	88	 	 	 
907	9	0	16	88	 	 	 
907	10	0	16	88	 	 	 
907	11	1.5	16	2	0	16	88
907	12	1.5	1	1	2.5	16	2
907	13	3	1	1	4	16	2
907	15	1	1	1	1	16	2
907	16	3	1	1	3.5	16	2
907	17	3	1	1	0	16	2
907	18	0	16	1	 	 	 
907	19	1	1	1	1	16	2
907	20	20	1	1	0	16	2
907	21	1.29999995231628	1	1	1	16	2
907	23	.200000002980232	1	1	.300000011920929	16	2
907	24	3	16	1	0	16	2
907	25	1	1	1	1	16	2
907	27	5.80000019073486	16	1	9	16	2
907	28	18	1	1	0	16	2
907	29	6	1	1	7	16	2
907	30	1.5	1	1	2.5	16	2
907	32	0	16	1	 	 	 
907	33	6	1	1	8	16	2
907	34	1	1	1	1	16	2
907	35	2	1	1	2	16	2
907	36	5	1	1	0	16	2
907	37	2	1	1	1.5	16	2
907	38	0	16	1	 	 	 
907	39	.25	1	1	.25	16	2
907	40	2	1	1	1.5	16	2
907	41	1	1	1	1.5	16	2
907	42	0	16	1	 	 	 
907	43	2	1	1	2	16	2
907	44	0	16	1	 	 	 
907	45	0	16	1	 	 	 
907	46	40	1	1	38	16	2
907	61	6	1	1	5	16	2
907	70	5	1	1	7	16	2
908	1	1.5	16	11	1.5	16	8
908	2	30	16	11	35	16	8
908	3	20	16	11	20	16	8
908	4	20	16	11	20	16	8
908	5	35	16	11	30	16	8
908	6	30	16	11	30	16	8
908	7	.800000011920929	10	10	0	16	8
908	8	.0700000002980232	10	10	0	16	88
908	9	.00999999977648258	10	10	0	16	88
908	10	.0299999993294477	10	10	0	16	88
908	11	1.60000002384186	1	2	1.5	1	8
908	12	3	1	2	3	1	8
908	13	3.5	1	2	3.5	1	8
908	15	1	1	2	1	1	8
908	16	3.20000004768372	1	2	3	1	8
908	17	2.5	1	2	2.79999995231628	1	8
908	18	0	1	2	 	 	 
908	19	1	1	2	1	1	8
908	20	12	1	2	12	1	8
908	21	1	1	2	1	1	8
908	23	.300000011920929	1	2	.300000011920929	1	8
908	24	4	1	2	4.5	1	8
908	25	1	1	2	1	1	8
908	27	9	1	2	8.5	1	8
908	28	12	1	2	14	1	8
908	29	6	1	2	7	1	8
908	30	2.20000004768372	1	2	2.5	1	8
908	32	18	1	2	19	16	8
908	33	6.5	1	2	6	1	8
908	34	2	1	2	5.5	1	8
908	35	2	1	2	2	1	8
908	36	5.5	1	2	5.5	1	8
908	37	1.5	1	2	1.5	1	8
908	38	0	16	88	 	 	 
908	39	.25	1	2	.25	1	8
908	40	1.5	1	2	1.5	1	8
908	41	1.5	1	2	1.5	1	8
908	42	0	16	88	 	 	 
908	43	1.5	1	2	2.5	1	8
908	44	2	1	2	2.5	1	8
908	45	0	16	88	 	 	 
908	46	40	1	2	40	1	8
908	61	5.5	1	2	6	1	8
908	70	6	1	2	3.5	1	8
909	1	1.5	1	2	1.5	16	4
909	2	20	16	2	30	16	4
909	3	15	16	2	20	16	4
909	4	15	16	2	20	16	4
909	5	25	16	2	25	16	4
909	6	25	16	2	25	16	4
909	7	1	16	2	0	16	4
909	8	.5	16	2	.5	16	4
909	9	.5	16	2	.5	16	4
909	10	.800000011920929	16	2	.899999976158142	16	4
909	11	2.5	1	5	1.5	1	8
909	12	2.5	1	5	2.5	1	8
909	13	3	1	5	1	1	8
909	15	1	1	5	1	1	8
909	16	3	1	5	3	1	8
909	17	2.5	1	5	2.5	1	8
909	18	0	16	88	 	 	 
909	19	1	1	5	1	1	8
909	20	20	1	5	0	1	8
909	21	1	1	5	1	1	8
909	23	.300000011920929	1	5	.200000002980232	1	8
909	24	0	16	88	 	 	 
909	25	1	1	5	1	1	8
909	27	9	1	5	9	1	8
909	28	9	1	5	0	16	88
909	29	6	1	5	6	1	8
909	30	3	1	6	25	1	8
909	32	0	1	5	 	 	 
909	33	6	1	5	6	1	8
909	34	1	1	5	1	1	8
909	35	2	1	5	2	1	8
909	36	5	1	5	5	1	8
909	37	1.20000004768372	1	5	1.5	1	8
909	38	0	16	88	 	 	 
909	39	.25	1	5	.25	1	8
909	40	1.5	1	5	1.5	1	8
909	41	1	1	5	1.5	1	8
909	42	0	16	88	 	 	 
909	43	1.5	1	5	2	1	8
909	44	2.5	1	5	2.5	1	8
909	45	0	16	88	 	 	 
909	46	40	1	5	38	1	8
909	61	5.5	1	5	5.5	1	8
909	70	6	1	5	6	1	8
910	1	1.5	16	3	1.5	16	4
910	2	30	16	3	30	16	4
910	3	15	16	3	20	16	4
910	4	15	16	3	20	16	4
910	5	30	16	3	25	16	4
910	6	30	16	3	25	16	4
910	7	.800000011920929	16	3	0	16	88
910	8	.00999999977648258	16	3	0	16	88
910	9	.0700000002980232	16	3	0	16	88
910	10	.0799999982118607	16	3	0	16	88
910	11	1.60000002384186	16	3	1.5	16	8
910	12	2.5	16	3	0	16	88
910	13	4	16	3	4	16	8
910	15	1	16	3	1	16	8
910	16	3.20000004768372	16	3	3.5	16	8
910	17	3	16	3	3	16	8
910	18	0	16	8	 	 	 
910	19	1	16	3	1	16	8
910	20	0	16	3	 	 	 
910	21	1	16	3	1	16	8
910	23	.300000011920929	16	3	.300000011920929	16	8
910	24	0	16	88	 	 	 
910	25	1	16	3	0	16	88
910	27	8.5	16	3	9	16	8
910	28	0	16	88	 	 	 
910	29	7	16	3	7	16	8
910	30	2.20000004768372	16	3	2.5	16	8
910	32	0	16	88	 	 	 
910	33	7	16	3	8	16	8
910	34	1	16	3	1	16	8
910	35	2	16	3	2	16	8
910	36	5	16	3	0	16	8
910	37	1.5	16	3	1.5	16	8
910	38	0	16	3	 	 	 
910	39	.25	16	3	.25	16	8
910	40	1.60000002384186	16	3	1.5	16	8
910	41	1.79999995231628	16	3	1.5	16	8
910	42	0	16	3	 	 	 
910	43	2	16	3	0	16	8
910	44	0	16	3	 	 	 
910	45	0	16	3	 	 	 
910	46	38	16	3	37	16	8
910	61	5	16	3	5	16	8
910	70	6	16	3	4	16	8
911	1	1.79999995231628	16	2	2.5	16	5
911	2	35	16	2	35	16	5
