PLACEID	FDMTIDR5	MNTSCARC	MNTEXP	MNTNOMON
101	1	0	0	1
101	2	0	0	1
101	3	0	0	1
101	4	0	0	1
101	5	0	0	1
101	6	0	1	1
101	7	0	1	1
101	8	0	0	1
101	9	0	0	1
101	10	0	0	1
101	11	0	0	1
101	12	0	1	1
102	1	1	1	1
102	2	1	1	1
102	3	1	1	1
102	4	0	0	1
102	5	0	0	1
102	6	0	0	1
102	7	0	0	1
102	8	0	0	1
102	9	0	0	1
102	10	0	0	1
102	11	0	0	1
102	12	1	1	1
201	1	0	0	1
201	2	0	0	1
201	3	0	0	1
201	4	0	0	1
201	5	0	0	1
201	6	0	0	1
201	7	0	0	1
201	8	0	0	1
201	9	0	0	1
201	10	0	0	1
201	11	0	0	1
201	12	0	0	1
202	1	0	0	1
202	2	0	0	1
202	3	0	0	1
202	4	0	0	1
202	5	0	0	1
202	6	0	0	1
202	7	0	0	1
202	8	0	0	1
202	9	0	0	1
202	10	0	0	1
202	11	0	0	1
202	12	0	0	1
203	1	0	1	1
203	2	0	0	1
203	3	0	0	1
203	4	0	0	1
203	5	0	0	0
203	6	0	0	0
203	7	0	0	1
203	8	0	0	1
203	9	0	0	1
203	10	0	0	0
203	11	0	0	0
203	12	0	1	1
204	1	1	1	0
204	2	1	1	1
204	3	1	1	1
204	4	0	0	1
204	5	0	0	1
204	6	0	0	1
204	7	0	0	1
204	8	0	0	1
204	9	0	0	1
204	10	0	0	1
204	11	0	0	1
204	12	1	1	0
205	1	0	0	1
205	2	1	1	1
205	3	1	1	1
205	4	0	0	1
205	5	0	1	1
205	6	0	0	1
205	7	0	0	1
205	8	0	0	1
205	9	0	0	1
205	10	0	0	1
205	11	0	0	1
205	12	0	0	1
301	1	1	1	0
301	2	1	1	0
301	3	1	1	1
301	4	1	1	1
301	5	1	1	0
301	6	0	0	0
301	7	0	0	0
301	8	0	0	0
301	9	0	0	0
301	10	0	0	0
301	11	0	0	0
301	12	0	0	0
304	1	0	0	1
304	2	1	1	1
304	3	1	1	1
304	4	1	1	1
304	5	0	0	1
304	6	0	0	1
304	7	0	0	1
304	8	0	0	1
304	9	0	0	1
304	10	0	0	1
304	11	0	0	1
304	12	0	0	1
305	1	0	0	0
305	2	0	0	0
305	3	1	1	1
305	4	1	1	1
305	5	1	1	1
305	6	0	0	0
305	7	0	0	0
305	8	0	0	0
305	9	0	0	0
305	10	0	0	0
305	11	0	0	0
305	12	0	0	0
306	1	0	0	1
306	2	1	1	1
306	3	1	1	1
306	4	1	1	1
306	5	0	0	1
306	6	0	0	1
306	7	0	0	1
306	8	0	0	1
306	9	0	0	1
306	10	0	0	1
306	11	0	0	1
306	12	0	0	1
307	1	0	0	0
307	2	0	0	0
307	3	1	1	0
307	4	1	1	0
307	5	0	0	0
307	6	0	0	0
307	7	0	0	0
307	8	0	0	1
307	9	0	0	1
307	10	0	0	0
307	11	0	0	0
307	12	0	0	0
308	1	0	0	0
308	2	1	0	0
308	3	1	1	0
308	4	0	0	0
308	5	0	0	0
308	6	0	0	0
308	7	0	0	0
308	8	0	0	0
308	9	0	0	0
308	10	0	0	1
308	11	0	0	1
308	12	0	0	1
309	1	1	1	1
309	2	1	1	1
309	3	1	1	1
309	4	0	0	1
309	5	0	0	1
309	6	0	0	1
309	7	0	0	1
309	8	0	0	1
309	9	0	0	1
309	10	0	0	1
309	11	0	0	1
309	12	0	0	1
310	1	0	0	0
310	2	0	0	0
310	3	1	1	1
310	4	1	1	1
310	5	1	1	1
310	6	0	0	0
310	7	0	0	0
310	8	0	0	0
310	9	0	0	0
310	10	0	0	0
310	11	0	0	0
310	12	0	1	0
311	1	0	0	0
311	2	0	1	0
311	3	0	1	0
311	4	0	0	0
311	5	1	0	0
311	6	0	0	0
311	7	0	0	1
311	8	0	0	0
311	9	0	0	0
311	10	0	0	0
311	11	0	0	1
311	12	0	0	0
312	1	0	0	1
312	2	0	1	1
312	3	0	1	1
312	4	0	1	1
312	5	0	0	1
312	6	0	0	1
312	7	0	0	1
312	8	0	0	1
312	9	0	0	1
312	10	0	0	1
312	11	0	0	1
312	12	0	0	1
313	1	0	1	0
313	2	0	1	0
313	3	0	1	0
313	4	0	0	0
313	5	0	0	0
313	6	0	0	1
313	7	0	0	1
313	8	0	0	1
313	9	0	0	1
313	10	0	0	0
313	11	0	0	0
313	12	0	0	0
314	1	1	1	1
314	2	1	1	1
314	3	1	1	1
314	4	1	1	1
314	5	1	1	1
314	6	0	0	1
314	7	0	0	1
314	8	0	0	1
314	9	0	0	1
314	10	0	0	1
314	11	0	0	1
314	12	0	0	1
401	1	0	0	0
401	2	0	1	0
401	3	0	1	0
401	4	0	1	0
401	5	0	0	0
401	6	0	0	1
401	7	0	0	1
401	8	0	0	1
401	9	0	0	1
401	10	0	0	0
401	11	0	0	0
401	12	0	0	0
402	1	0	0	1
402	2	0	0	1
402	3	0	0	1
402	4	0	0	1
402	5	0	0	1
402	6	0	0	1
402	7	0	0	1
402	8	0	0	1
402	9	0	0	1
402	10	0	0	1
402	11	0	0	1
402	12	0	0	1
403	1	0	0	1
403	2	0	0	1
403	3	0	0	1
403	4	0	0	1
403	5	0	0	1
403	6	0	0	1
403	7	0	0	1
403	8	0	0	1
403	9	0	0	1
403	10	0	0	1
403	11	0	0	1
403	12	0	0	1
404	1	0	0	1
404	2	0	0	1
404	3	0	0	1
404	4	0	0	1
404	5	0	0	1
404	6	0	0	1
404	7	0	0	1
404	8	0	1	1
404	9	0	1	1
404	10	0	1	1
404	11	0	1	1
404	12	0	1	1
405	1	0	0	1
405	2	1	1	1
405	3	1	1	1
405	4	0	0	1
405	5	0	0	1
405	6	0	0	1
405	7	1	1	1
405	8	1	1	1
405	9	0	0	1
405	10	0	0	1
405	11	0	0	1
405	12	0	0	1
406	1	0	0	1
406	2	0	0	1
406	3	0	0	1
406	4	0	0	1
406	5	0	0	1
406	6	0	0	1
406	7	0	0	1
406	8	0	0	1
406	9	0	0	1
406	10	0	0	1
406	11	0	0	1
406	12	0	0	1
408	1	0	0	1
408	2	0	0	1
408	3	1	1	1
408	4	0	0	1
408	5	0	0	1
408	6	0	0	1
408	7	0	0	1
408	8	0	0	1
408	9	0	0	1
408	10	0	0	1
408	11	0	0	1
408	12	0	0	1
501	1	0	0	0
501	2	0	0	0
501	3	0	1	0
501	4	0	1	0
501	5	0	1	1
501	6	0	1	1
501	7	0	1	1
501	8	0	1	1
501	9	0	0	1
501	10	0	0	0
501	11	0	0	0
501	12	0	0	0
503	1	1	1	0
503	2	1	1	0
503	3	1	1	0
503	4	1	1	1
503	5	0	0	1
503	6	0	0	1
503	7	0	0	1
503	8	0	0	0
503	9	0	0	0
503	10	0	0	0
503	11	0	0	0
503	12	1	1	0
504	1	0	0	0
504	2	0	0	1
504	3	0	0	1
504	4	0	0	1
504	5	0	0	1
504	6	0	0	1
504	7	0	0	0
504	8	0	0	0
504	9	0	0	0
504	10	0	0	0
504	11	0	0	0
504	12	0	0	0
505	1	0	0	0
505	2	0	0	1
505	3	0	0	1
505	4	0	1	1
505	5	0	1	1
505	6	0	1	0
505	7	0	1	0
505	8	0	0	0
505	9	0	0	0
505	10	0	0	0
505	11	0	0	0
505	12	0	0	0
507	1	0	0	1
507	2	0	0	1
507	3	0	0	1
507	4	0	0	1
507	5	0	0	1
507	6	0	0	1
507	7	0	0	1
507	8	0	0	1
507	9	0	0	1
507	10	0	0	1
507	11	0	0	1
507	12	0	1	1
508	1	0	0	1
508	2	0	0	1
508	3	0	0	1
508	4	0	0	1
508	5	0	1	0
508	6	0	1	0
508	7	0	1	0
508	8	0	0	1
508	9	0	0	1
508	10	0	0	1
508	11	0	0	1
508	12	0	0	1
509	1	0	0	1
509	2	0	0	1
509	3	0	0	1
509	4	0	0	1
509	5	0	0	1
509	6	0	1	1
509	7	0	1	1
509	8	0	1	1
509	9	0	0	1
509	10	0	0	1
509	11	0	0	1
509	12	0	0	1
510	1	0	0	0
510	2	0	0	0
510	3	0	0	0
510	4	0	0	0
510	5	0	0	1
510	6	0	0	1
510	7	0	0	1
510	8	0	0	0
510	9	0	1	0
510	10	0	1	0
510	11	0	0	1
510	12	0	0	1
511	1	0	0	0
511	2	0	0	0
511	3	0	0	0
511	4	0	0	0
511	5	0	1	1
511	6	0	1	1
511	7	0	1	1
511	8	0	0	1
511	9	0	0	1
511	10	0	0	1
511	11	0	0	0
511	12	0	0	0
512	1	0	0	0
512	2	0	0	0
512	3	0	0	0
512	4	0	0	0
512	5	0	0	0
512	6	0	0	0
512	7	0	1	0
512	8	0	0	1
512	9	0	0	1
512	10	0	0	0
512	11	0	0	0
512	12	0	0	0
601	1	0	1	1
601	2	0	1	1
601	3	0	0	1
601	4	0	0	1
601	5	0	0	1
601	6	0	0	1
601	7	0	0	1
601	8	0	0	1
601	9	0	0	1
601	10	0	0	1
601	11	0	0	1
601	12	0	0	1
602	1	1	1	1
602	2	1	1	1
602	3	1	1	1
602	4	1	1	1
602	5	0	0	1
602	6	0	0	1
602	7	0	0	1
602	8	0	0	1
602	9	0	0	1
602	10	0	0	1
602	11	0	0	1
602	12	0	0	1
701	1	0	0	1
701	2	0	0	1
701	3	0	0	1
701	4	0	0	1
701	5	0	0	1
701	6	0	0	1
701	7	0	0	1
701	8	0	0	1
701	9	0	0	1
701	10	0	0	1
701	11	0	0	1
701	12	0	0	1
702	1	0	1	1
702	2	0	1	1
702	3	0	0	1
702	4	0	0	1
702	5	0	0	1
702	6	0	0	1
702	7	0	0	1
702	8	0	0	1
702	9	0	0	1
702	10	0	0	1
702	11	0	1	1
702	12	0	1	1
703	1	0	0	1
703	2	0	0	1
703	3	0	0	1
703	4	0	0	1
703	5	0	0	1
703	6	0	0	1
703	7	0	0	1
703	8	1	1	1
703	9	1	1	1
703	10	1	1	1
703	11	1	1	1
703	12	1	1	1
704	1	0	0	1
704	2	0	0	1
704	3	0	0	1
704	4	1	1	1
704	5	1	1	1
704	6	0	0	1
704	7	0	0	1
704	8	0	0	1
704	9	0	0	1
704	10	0	0	1
704	11	0	0	1
704	12	0	0	1
801	1	0	0	1
801	2	0	0	1
801	3	0	0	1
801	4	0	0	1
801	5	0	0	1
801	6	0	0	1
801	7	0	0	1
801	8	0	0	1
801	9	0	0	1
801	10	0	0	1
801	11	0	0	1
801	12	0	0	1
802	1	0	0	1
802	2	0	0	1
802	3	0	0	1
802	4	0	0	1
802	5	0	0	1
802	6	0	0	1
802	7	0	0	1
802	8	0	0	1
802	9	0	0	1
802	10	0	0	1
802	11	0	0	1
802	12	0	0	1
803	1	0	0	1
803	2	0	0	1
803	3	0	0	1
803	4	0	0	1
803	5	0	0	1
803	6	0	0	1
803	7	0	0	1
803	8	0	0	1
803	9	0	0	1
803	10	0	0	1
803	11	0	0	1
803	12	0	0	1
901	1	0	0	1
901	2	0	0	1
901	3	0	0	1
901	4	0	0	1
901	5	0	0	1
901	6	0	0	1
901	7	0	0	1
901	8	0	0	1
901	9	0	0	1
901	10	0	0	1
901	11	0	0	1
901	12	0	0	1
902	1	0	0	1
902	2	0	0	1
902	3	0	0	1
902	4	0	0	1
902	5	0	0	1
902	6	0	0	1
902	7	0	0	1
902	8	1	1	1
902	9	1	1	1
902	10	1	1	1
902	11	0	0	1
902	12	0	0	1
903	1	0	0	1
903	2	0	0	1
903	3	0	0	1
903	4	0	0	1
903	5	0	0	1
903	6	0	0	1
903	7	0	0	1
903	8	0	0	1
903	9	0	0	1
903	10	0	0	1
903	11	0	0	1
903	12	0	0	1
904	1	0	0	1
904	2	0	0	1
904	3	0	0	1
904	4	0	0	1
904	5	0	0	1
904	6	0	0	1
904	7	0	0	1
904	8	0	0	1
904	9	0	0	1
904	10	0	0	1
904	11	0	0	1
904	12	0	0	1
905	1	0	0	1
905	2	0	0	1
905	3	0	0	1
905	4	0	0	0
905	5	0	0	0
905	6	0	0	0
905	7	0	0	0
905	8	0	0	0
905	9	0	0	0
905	10	0	0	0
905	11	0	0	0
905	12	0	0	0
906	1	0	0	1
906	2	0	0	1
906	3	0	0	1
906	4	0	0	1
906	5	0	0	1
906	6	0	0	1
906	7	0	0	1
906	8	0	1	1
906	9	0	0	1
906	10	1	1	1
906	11	1	1	1
906	12	0	0	1
907	1	0	0	1
907	2	0	0	1
907	3	0	0	1
907	4	0	0	1
907	5	0	0	1
907	6	0	0	1
907	7	0	0	1
907	8	0	0	1
907	9	0	0	1
907	10	0	0	1
907	11	0	0	1
907	12	0	0	1
908	1	0	0	1
908	2	0	0	1
908	3	0	0	1
908	4	0	0	1
908	5	0	0	1
908	6	0	0	1
908	7	0	0	1
908	8	0	0	1
908	9	0	0	1
908	10	0	0	1
908	11	0	0	1
908	12	0	0	1
909	1	0	0	1
909	2	0	0	1
909	3	0	0	1
909	4	0	0	1
909	5	0	0	1
909	6	0	0	1
909	7	0	0	1
909	8	0	0	1
909	9	0	0	1
909	10	0	0	1
909	11	0	0	1
909	12	0	0	1
910	1	0	0	1
910	2	0	0	1
910	3	0	0	1
910	4	0	0	1
910	5	0	0	1
910	6	0	0	1
910	7	0	0	1
910	8	0	0	1
910	9	0	0	1
910	10	0	0	1
910	11	0	0	1
910	12	0	0	1
911	1	0	0	1
911	2	0	0	1
911	3	0	0	1
911	4	0	0	1
911	5	0	0	1
911	6	0	0	1
911	7	0	0	1
911	8	0	0	1
911	9	0	0	1
911	10	0	0	1
911	11	0	0	1
911	12	0	0	1
912	1	0	0	1
912	2	0	0	1
912	3	0	0	1
912	4	0	0	1
912	5	0	0	1
912	6	0	0	1
912	7	0	0	1
912	8	0	0	1
912	9	0	0	1
912	10	0	0	1
912	11	0	0	1
912	12	0	0	1
1001	1	0	0	1
1001	2	0	0	1
