PLACEID	PRANIDR5	AVGPRCAN	MINPRCAN	MAXPRCAN
1602	12	-88	 	 
1602	13	1800	 	 
1602	14	-88	 	 
1603	1	3000	 	 
1603	2	1000	 	 
1603	3	3500	 	 
1603	4	-88	 	 
1603	5	-88	 	 
1603	6	120	 	 
1603	7	-88	 	 
1603	8	500	 	 
1603	9	25	 	 
1603	10	-88	 	 
1603	11	15	 	 
1603	12	-88	 	 
1603	13	1800	 	 
1603	14	-88	 	 
1604	1	2000	 	 
1604	2	800	 	 
1604	3	2000	 	 
1604	4	-88	 	 
1604	5	-88	 	 
1604	6	100	 	 
1604	7	70	 	 
1604	8	800	 	 
1604	9	25	 	 
1604	10	20	 	 
1604	11	20	 	 
1604	12	-88	 	 
1604	13	1200	 	 
1604	14	-88	 	 
1605	1	4000	 	 
1605	2	400	 	 
1605	3	3500	 	 
1605	4	300	 	 
1605	5	-88	 	 
1605	6	100	 	 
1605	7	80	 	 
1605	8	400	 	 
1605	9	30	 	 
1605	10	15	 	 
1605	11	15	 	 
1605	12	-88	 	 
1605	13	2500	 	 
1605	14	200	 	 
1606	1	2500	 	 
1606	2	500	 	 
1606	3	2000	 	 
1606	4	200	 	 
1606	5	-88	 	 
1606	6	150	 	 
1606	7	-88	 	 
1606	8	600	 	 
1606	9	30	 	 
1606	10	-88	 	 
1606	11	20	 	 
1606	12	-88	 	 
1606	13	-88	 	 
1606	14	88	 	 
1607	1	1000	 	 
1607	2	500	 	 
1607	3	-77	1500	3000
1607	4	200	 	 
1607	5	-88	 	 
1607	6	150	 	 
1607	7	70	 	 
1607	8	500	 	 
1607	9	35	 	 
1607	10	-88	 	 
1607	11	15	 	 
1607	12	-88	 	 
1607	13	-88	 	 
1607	14	-88	 	 
1608	1	2000	 	 
1608	2	700	 	 
1608	3	2500	 	 
1608	4	200	 	 
1608	5	-88	 	 
1608	6	150	 	 
1608	7	100	 	 
1608	8	500	 	 
1608	9	30	 	 
1608	10	20	 	 
1608	11	15	 	 
1608	12	-88	 	 
1608	13	1500	 	 
1608	14	-88	 	 
1701	1	-88	 	 
1701	2	800	 	 
1701	3	2000	 	 
1701	4	-88	 	 
1701	5	-88	 	 
1701	6	120	 	 
1701	7	-88	 	 
1701	8	500	 	 
1701	9	20	 	 
1701	10	30	 	 
1701	11	15	 	 
1701	12	-88	 	 
1701	13	400	 	 
1701	14	-88	 	 
1702	1	40000	 	 
1702	2	600	 	 
1702	3	800	 	 
1702	4	300	 	 
1702	5	1000	 	 
1702	6	130	 	 
1702	7	-88	 	 
1702	8	500	 	 
1702	9	25	 	 
1702	10	20	 	 
1702	11	20	 	 
1702	12	130	 	 
1702	13	-88	 	 
1702	14	-88	 	 
1703	1	-88	 	 
1703	2	700	 	 
1703	3	2200	 	 
1703	4	150	 	 
1703	5	-88	 	 
1703	6	150	 	 
1703	7	-88	 	 
1703	8	500	 	 
1703	9	25	 	 
1703	10	20	 	 
1703	11	15	 	 
1703	12	-88	 	 
1703	13	1800	 	 
1703	14	-88	 	 
1704	1	-88	 	 
1704	2	400	 	 
1704	3	2000	 	 
1704	4	100	 	 
1704	5	-88	 	 
1704	6	100	 	 
1704	7	-88	 	 
1704	8	400	 	 
1704	9	20	 	 
1704	10	-88	 	 
1704	11	15	 	 
1704	12	-88	 	 
1704	13	600	 	 
1704	14	150	 	 
1705	1	-88	 	 
1705	2	400	 	 
1705	3	-88	 	 
1705	4	150	 	 
1705	5	-88	 	 
1705	6	60	 	 
1705	7	40	 	 
1705	8	-88	 	 
1705	9	18	 	 
1705	10	15	 	 
1705	11	15	 	 
1705	12	-88	 	 
1705	13	880	 	 
1705	14	-88	 	 
1708	1	-88	 	 
1708	2	300	 	 
1708	3	800	 	 
1708	4	200	 	 
1708	5	-88	 	 
1708	6	80	 	 
1708	7	80	 	 
1708	8	-88	 	 
1708	9	20	 	 
1708	10	-88	 	 
1708	11	15	 	 
1708	12	-88	 	 
1708	13	-88	 	 
1708	14	-88	 	 
1709	1	-88	 	 
1709	2	600	 	 
1709	3	2000	 	 
1709	4	120	 	 
1709	5	-88	 	 
1709	6	120	 	 
1709	7	-88	 	 
1709	8	500	 	 
1709	9	20	 	 
1709	10	-88	 	 
1709	11	15	 	 
1709	12	-88	 	 
1709	13	1200	 	 
1709	14	-88	 	 
1710	1	-88	 	 
1710	2	1000	 	 
1710	3	2500	 	 
1710	4	-88	 	 
1710	5	-88	 	 
1710	6	100	 	 
1710	7	-88	 	 
1710	8	500	 	 
1710	9	25	 	 
1710	10	20	 	 
1710	11	15	 	 
1710	12	-88	 	 
1710	13	1800	 	 
1710	14	-88	 	 
1711	1	-88	 	 
1711	2	-77	500	800
1711	3	-88	 	 
1711	4	300	 	 
1711	5	-88	 	 
1711	6	-88	 	 
1711	7	-88	 	 
1711	8	-88	 	 
1711	9	25	 	 
1711	10	-88	 	 
1711	11	20	 	 
1711	12	-88	 	 
1711	13	-88	 	 
1711	14	-88	 	 
1801	1	2000	 	 
1801	2	800	 	 
1801	3	2000	 	 
1801	4	-88	 	 
1801	5	-88	 	 
1801	6	100	 	 
1801	7	-88	 	 
1801	8	300	 	 
1801	9	40	 	 
1801	10	15	 	 
1801	11	20	 	 
1801	12	-88	 	 
1801	13	1200	 	 
1801	14	-88	 	 
1802	1	2000	 	 
1802	2	1000	 	 
1802	3	-77	800	2800
1802	4	-88	 	 
1802	5	-88	 	 
1802	6	-77	100	150
1802	7	-88	 	 
1802	8	500	 	 
1802	9	30	 	 
1802	10	17	 	 
1802	11	17	 	 
1802	12	-88	 	 
1802	13	29000	 	 
1802	14	-88	 	 
1803	1	2000	 	 
1803	2	1000	 	 
1803	3	1500	 	 
1803	4	-88	 	 
1803	5	-88	 	 
1803	6	80	 	 
1803	7	-88	 	 
1803	8	500	 	 
1803	9	25	 	 
1803	10	-88	 	 
1803	11	15	 	 
1803	12	-88	 	 
1803	13	-88	 	 
1803	14	-88	 	 
1804	1	-77	750	3000
1804	2	-77	800	1000
1804	3	-88	 	 
1804	4	-77	300	400
1804	5	-77	1800	2000
1804	6	-77	100	150
1804	7	-88	 	 
1804	8	-77	500	6
1804	9	-77	30	35
1804	10	10	 	 
1804	11	15	 	 
1804	12	-88	 	 
1804	13	-77	3500	4000
1804	14	-88	 	 
1805	1	-77	1500	3000
1805	2	-77	800	1000
1805	3	-88	 	 
1805	4	-77	300	400
1805	5	-77	1800	2000
1805	6	-77	100	150
1805	7	-88	 	 
1805	8	-77	500	600
1805	9	-77	30	35
1805	10	10	 	 
1805	11	15	 	 
1805	12	-88	 	 
1805	13	-77	3500	4000
1805	14	-88	 	 
1806	1	-88	 	 
1806	2	800	 	 
1806	3	2500	 	 
1806	4	-88	 	 
1806	5	-88	 	 
1806	6	-77	80	100
1806	7	-88	 	 
1806	8	300	 	 
1806	9	25	 	 
1806	10	-88	 	 
1806	11	10	 	 
1806	12	-88	 	 
1806	13	1000	 	 
1806	14	-88	 	 
1807	1	2500	 	 
1807	2	1200	 	 
1807	3	2800	 	 
1807	4	-88	 	 
1807	5	-88	 	 
1807	6	-77	100	150
1807	7	-88	 	 
1807	8	500	 	 
1807	9	25	 	 
1807	10	-88	 	 
1807	11	18	 	 
1807	12	-88	 	 
1807	13	1800	 	 
1807	14	-88	 	 
1901	1	6000	 	 
1901	2	1400	 	 
1901	3	4000	 	 
1901	4	150	 	 
1901	5	-88	 	 
1901	6	150	 	 
1901	7	-88	 	 
1901	8	500	 	 
1901	9	35	 	 
1901	10	-88	 	 
1901	11	20	 	 
1901	12	-88	 	 
1901	13	3500	 	 
1901	14	-88	 	 
1902	1	-88	 	 
1902	2	-88	 	 
1902	3	-88	 	 
1902	4	-88	 	 
1902	5	-88	 	 
1902	6	150	 	 
1902	7	-88	 	 
1902	8	-88	 	 
1902	9	30	 	 
1902	10	-88	 	 
1902	11	20	 	 
1902	12	-88	 	 
1902	13	-88	 	 
1902	14	-88	 	 
1903	1	-88	 	 
1903	2	-88	 	 
1903	3	-88	 	 
1903	4	-88	 	 
1903	5	-88	 	 
1903	6	200	 	 
1903	7	-88	 	 
1903	8	600	 	 
1903	9	30	 	 
1903	10	-88	 	 
1903	11	20	 	 
1903	12	-88	 	 
1903	13	-88	 	 
1903	14	-88	 	 
1904	1	4800	 	 
1904	2	1200	 	 
1904	3	2500	 	 
1904	4	150	 	 
1904	5	900	 	 
1904	6	150	 	 
1904	7	-88	 	 
1904	8	600	 	 
1904	9	30	 	 
1904	10	30	 	 
1904	11	-88	 	 
1904	12	-88	 	 
1904	13	2800	 	 
1904	14	-88	 	 
1905	1	2300	 	 
1905	2	1200	 	 
1905	3	-88	 	 
1905	4	300	 	 
1905	5	800	 	 
1905	6	150	 	 
1905	7	-88	 	 
1905	8	-88	 	 
1905	9	30	 	 
1905	10	-88	 	 
1905	11	20	 	 
1905	12	-88	 	 
1905	13	-88	 	 
1905	14	-88	 	 
2001	1	-88	 	 
2001	2	-88	 	 
2001	3	-88	 	 
2001	4	-88	 	 
2001	5	-88	 	 
2001	6	-88	 	 
2001	7	-88	 	 
2001	8	-88	 	 
2001	9	-88	 	 
2001	10	-88	 	 
2001	11	-88	 	 
2001	12	-88	 	 
2001	13	-88	 	 
2001	14	-88	 	 
2002	1	-88	 	 
2002	2	-88	 	 
2002	3	-88	 	 
2002	4	-88	 	 
2002	5	-88	 	 
2002	6	-88	 	 
2002	7	-88	 	 
2002	8	-88	 	 
2002	9	-88	 	 
2002	10	-88	 	 
2002	11	-88	 	 
2002	12	-88	 	 
2002	13	-88	 	 
2002	14	-88	 	 
2003	1	-88	 	 
2003	2	-88	 	 
2003	3	-88	 	 
2003	4	-88	 	 
2003	5	-88	 	 
2003	6	-88	 	 
2003	7	-88	 	 
2003	8	-88	 	 
2003	9	-88	 	 
2003	10	-88	 	 
2003	11	-88	 	 
2003	12	-88	 	 
2003	13	-88	 	 
2003	14	-88	 	 
2004	1	-88	 	 
2004	2	-88	 	 
2004	3	-88	 	 
2004	4	-88	 	 
2004	5	-88	 	 
2004	6	-88	 	 
2004	7	-88	 	 
2004	8	-88	 	 
2004	9	-88	 	 
2004	10	-88	 	 
2004	11	-88	 	 
2004	12	-88	 	 
2004	13	-88	 	 
2004	14	-88	 	 
2005	1	-88	 	 
2005	2	-88	 	 
2005	3	-88	 	 
2005	4	-88	 	 
2005	5	-88	 	 
2005	6	-88	 	 
2005	7	-88	 	 
2005	8	-88	 	 
2005	9	-88	 	 
2005	10	-88	 	 
2005	11	-88	 	 
2005	12	-88	 	 
2005	13	-88	 	 
2005	14	-88	 	 
2006	1	-88	 	 
2006	2	-88	 	 
2006	3	-88	 	 
2006	4	-88	 	 
2006	5	-88	 	 
2006	6	-88	 	 
2006	7	-88	 	 
2006	8	-88	 	 
2006	9	-88	 	 
2006	10	-88	 	 
2006	11	-88	 	 
2006	12	-88	 	 
2006	13	-88	 	 
2006	14	-88	 	 
2007	1	-88	 	 
2007	2	-88	 	 
2007	3	-88	 	 
2007	4	-88	 	 
2007	5	-88	 	 
2007	6	-88	 	 
2007	7	-88	 	 
2007	8	-88	 	 
2007	9	-88	 	 
2007	10	-88	 	 
2007	11	-88	 	 
2007	12	-88	 	 
2007	13	-88	 	 
2007	14	-88	 	 
2008	1	-88	 	 
2008	2	-88	 	 
2008	3	-88	 	 
2008	4	-88	 	 
2008	5	-88	 	 
2008	6	-88	 	 
2008	7	-88	 	 
2008	8	-88	 	 
2008	9	-88	 	 
2008	10	-88	 	 
2008	11	-88	 	 
2008	12	-88	 	 
2008	13	-88	 	 
2008	14	-88	 	 
8002	1	-88	 	 
8002	2	-88	 	 
8002	3	-88	 	 
8002	4	-88	 	 
8002	5	-88	 	 
8002	6	-88	 	 
8002	7	-88	 	 
8002	8	-88	 	 
8002	9	-88	 	 
8002	10	-88	 	 
8002	11	-88	 	 
8002	12	-88	 	 
8002	13	-88	 	 
8002	14	-88	 	 
8003	1	3500	 	 
8003	2	2000	 	 
8003	3	-88	 	 
8003	4	-88	 	 
8003	5	-88	 	 
8003	6	-88	 	 
8003	7	-88	 	 
8003	8	300	 	 
8003	9	40	 	 
8003	10	-88	 	 
8003	11	25	 	 
8003	12	-88	 	 
8003	13	1200	 	 
8003	14	800	 	 
8004	1	2500	 	 
8004	2	1000	 	 
8004	3	-88	 	 
8004	4	-88	 	 
8004	5	-88	 	 
8004	6	-88	 	 
8004	7	-88	 	 
8004	8	500	 	 
8004	9	40	 	 
8004	10	-88	 	 
8004	11	25	 	 
8004	12	-88	 	 
8004	13	1500	 	 
8004	14	30	 	 
8006	1	-88	 	 
8006	2	-88	 	 
8006	3	-88	 	 
8006	4	-88	 	 
8006	5	-88	 	 
8006	6	-88	 	 
8006	7	-88	 	 
8006	8	400	 	 
8006	9	60	 	 
8006	10	-88	 	 
8006	11	-88	 	 
8006	12	-88	 	 
8006	13	-88	 	 
8006	14	-88	 	 
8007	1	-88	 	 
8007	2	-88	 	 
8007	3	-88	 	 
8007	4	-88	 	 
8007	5	-88	 	 
8007	6	-88	 	 
8007	7	-88	 	 
8007	8	200	 	 
8007	9	20	 	 
8007	10	-88	 	 
8007	11	-88	 	 
8007	12	-88	 	 
8007	13	-88	 	 
8007	14	-88	 	 
8008	1	-88	 	 
8008	2	-88	 	 
8008	3	-88	 	 
8008	4	-88	 	 
8008	5	-88	 	 
8008	6	-88	 	 
8008	7	-88	 	 
8008	8	600	 	 
8008	9	25	 	 
8008	10	-88	 	 
8008	11	15	 	 
8008	12	-88	 	 
8008	13	-88	 	 
8008	14	-88	 	 
8009	1	-88	 	 
8009	2	-88	 	 
8009	3	-88	 	 
8009	4	-88	 	 
8009	5	-88	 	 
8009	6	-88	 	 
8009	7	-88	 	 
8009	8	-88	 	 
8009	9	-88	 	 
8009	10	-88	 	 
8009	11	-88	 	 
8009	12	-88	 	 
8009	13	-88	 	 
8009	14	-88	 	 
8010	1	-88	 	 
8010	2	-88	 	 
8010	3	-88	 	 
8010	4	-88	 	 
8010	5	-88	 	 
8010	6	-88	 	 
8010	7	-88	 	 
8010	8	-88	 	 
8010	9	-88	 	 
8010	10	-88	 	 
8010	11	-88	 	 
8010	12	-88	 	 
8010	13	-88	 	 
8010	14	-88	 	 
8011	1	-88	 	 
8011	2	-88	 	 
8011	3	-88	 	 
8011	4	-88	 	 
8011	5	-88	 	 
8011	6	-88	 	 
8011	7	-88	 	 
8011	8	-88	 	 
8011	9	25	 	 
8011	10	20	 	 
8011	11	25	 	 
8011	12	-88	 	 
8011	13	-88	 	 
8011	14	-88	 	 
8012	1	-88	 	 
8012	2	-88	 	 
8012	3	-88	 	 
8012	4	-88	 	 
8012	5	-88	 	 
8012	6	-88	 	 
8012	7	-88	 	 
8012	8	600	 	 
8012	9	25	 	 
8012	10	20	 	 
8012	11	15	 	 
8012	12	-88	 	 
8012	13	-88	 	 
8012	14	-88	 	 
8014	1	-88	 	 
8014	2	-88	 	 
8014	3	-88	 	 
8014	4	-88	 	 
8014	5	-88	 	 
8014	6	-88	 	 
8014	7	-88	 	 
8014	8	-88	 	 
8014	9	-88	 	 
8014	10	-88	 	 
8014	11	-88	 	 
8014	12	-88	 	 
8014	13	-88	 	 
8014	14	-88	 	 
8015	1	-88	 	 
8015	2	800	 	 
8015	3	-88	 	 
8015	4	400	 	 
8015	5	-88	 	 
8015	6	120	 	 
8015	7	100	 	 
8015	8	300	 	 
8015	9	25	 	 
8015	10	25	 	 
8015	11	20	 	 
8015	12	-88	 	 
8015	13	1200	 	 
8015	14	-88	 	 
8016	1	-88	 	 
8016	2	-88	 	 
8016	3	-88	 	 
8016	4	-88	 	 
8016	5	-88	 	 
8016	6	-88	 	 
8016	7	-88	 	 
8016	8	-88	 	 
8016	9	-88	 	 
8016	10	-88	 	 
8016	11	-88	 	 
8016	12	-88	 	 
8016	13	-88	 	 
8016	14	-88	 	 
8017	1	-88	 	 
8017	2	-88	 	 
8017	3	-88	 	 
8017	4	-88	 	 
8017	5	-88	 	 
8017	6	-88	 	 
8017	7	-88	 	 
8017	8	-88	 	 
8017	9	-88	 	 
8017	10	-88	 	 
8017	11	-88	 	 
8017	12	-88	 	 
8017	13	-88	 	 
8017	14	-88	 	 
8018	1	-88	 	 
8018	2	-88	 	 
8018	3	-88	 	 
8018	4	-88	 	 
8018	5	-88	 	 
8018	6	150	 	 
8018	7	-88	 	 
8018	8	300	 	 
8018	9	30	 	 
8018	10	-88	 	 
8018	11	20	 	 
8018	12	88	 	 
8018	13	88	 	 
8018	14	88	 	 
8019	1	-88	 	 
8019	2	-88	 	 
8019	3	-88	 	 
8019	4	-88	 	 
8019	5	-88	 	 
8019	6	-88	 	 
8019	7	-88	 	 
8019	8	-88	 	 
8019	9	-88	 	 
8019	10	-88	 	 
8019	11	-88	 	 
8019	12	-88	 	 
8019	13	-88	 	 
8019	14	0	 	 
8020	1	-88	 	 
8020	2	-88	 	 
8020	3	-88	 	 
8020	4	-88	 	 
8020	5	-88	 	 
8020	6	-88	 	 
8020	7	-88	 	 
8020	8	-88	 	 
8020	9	-88	 	 
8020	10	-88	 	 
8020	11	-88	 	 
8020	12	-88	 	 
8020	13	-88	 	 
8020	14	-88	 	 
8021	1	-88	 	 
8021	2	-88	 	 
8021	3	-88	 	 
8021	4	-88	 	 
8021	5	-88	 	 
8021	6	-88	 	 
8021	7	-88	 	 
8021	8	600	 	 
8021	9	30	 	 
8021	10	20	 	 
8021	11	-88	 	 
8021	12	-88	 	 
8021	13	-88	 	 
8021	14	-88	 	 
8022	1	5000	 	 
8022	2	1000	 	 
8022	3	-88	 	 
8022	4	-88	 	 
8022	5	-88	 	 
8022	6	-88	 	 
8022	7	-88	 	 
8022	8	300	 	 
8022	9	25	 	 
8022	10	30	 	 
8022	11	25	 	 
8022	12	-88	 	 
8022	13	1200	 	 
8022	14	800	 	 
8023	1	2000	 	 
8023	2	1000	 	 
8023	3	-88	 	 
8023	4	-88	 	 
8023	5	-88	 	 
8023	6	-88	 	 
8023	7	-88	 	 
8023	8	300	 	 
8023	9	40	 	 
8023	10	-88	 	 
8023	11	25	 	 
8023	12	-88	 	 
8023	13	1000	 	 
8023	14	500	 	 
8024	1	1500	 	 
8024	2	800	 	 
8024	3	-88	 	 
8024	4	-88	 	 
8024	5	-88	 	 
8024	6	-88	 	 
8024	7	-88	 	 
8024	8	200	 	 
8024	9	30	 	 
8024	10	-88	 	 
8024	11	20	 	 
8024	12	-88	 	 
8024	13	1000	 	 
8024	14	30	 	 
8025	1	-88	 	 
8025	2	-88	 	 
8025	3	-88	 	 
8025	4	-88	 	 
8025	5	-88	 	 
8025	6	-88	 	 
8025	7	-88	 	 
8025	8	-88	 	 
8025	9	70	 	 
8025	10	-88	 	 
8025	11	-88	 	 
8025	12	-88	 	 
8025	13	-88	 	 
8025	14	-88	 	 
8026	1	-88	 	 
8026	2	-88	 	 
8026	3	-88	 	 
8026	4	-88	 	 
8026	5	-88	 	 
8026	6	-88	 	 
8026	7	-88	 	 
8026	8	-88	 	 
8026	9	-88	 	 
8026	10	-88	 	 
8026	11	-88	 	 
8026	12	-88	 	 
8026	13	-88	 	 
8026	14	-88	 	 
8027	1	3500	 	 
8027	2	1500	 	 
8027	3	-88	 	 
8027	4	-88	 	 
8027	5	-88	 	 
8027	6	-88	 	 
8027	7	-88	 	 
8027	8	500	 	 
8027	9	30	 	 
8027	10	-88	 	 
8027	11	-88	 	 
8027	12	-88	 	 
8027	13	2000	 	 
8027	14	-88	 	 
8028	1	-88	 	 
8028	2	-88	 	 
8028	3	-88	 	 
8028	4	-88	 	 
8028	5	-88	 	 
8028	6	-88	 	 
8028	7	-88	 	 
8028	8	-88	 	 
8028	9	-88	 	 
8028	10	-88	 	 
8028	11	-88	 	 
8028	12	-88	 	 
8028	13	-88	 	 
8028	14	-88	 	 
8029	1	-88	 	 
8029	2	-88	 	 
8029	3	-88	 	 
8029	4	-88	 	 
8029	5	-88	 	 
8029	6	-88	 	 
8029	7	-88	 	 
8029	8	-88	 	 
8029	9	-88	 	 
8029	10	-88	 	 
8029	11	-88	 	 
8029	12	-88	 	 
8029	13	-88	 	 
8029	14	-88	 	 
8030	1	-88	 	 
8030	2	-88	 	 
8030	3	-88	 	 
8030	4	-88	 	 
8030	5	-88	 	 
8030	6	-88	 	 
8030	7	-88	 	 
8030	8	-88	 	 
8030	9	-88	 	 
8030	10	-88	 	 
8030	11	-88	 	 
8030	12	-88	 	 
8030	13	-88	 	 
8030	14	-88	 	 
8031	1	-88	 	 
8031	2	-88	 	 
8031	3	-88	 	 
8031	4	-88	 	 
8031	5	-88	 	 
8031	6	-88	 	 
8031	7	-88	 	 
8031	8	-88	 	 
8031	9	-88	 	 
8031	10	-88	 	 
8031	11	-88	 	 
8031	12	-88	 	 
8031	13	-88	 	 
8031	14	-88	 	 
8032	1	-88	 	 
8032	2	-88	 	 
8032	3	-88	 	 
8032	4	-88	 	 
8032	5	-88	 	 
8032	6	-88	 	 
8032	7	-88	 	 
8032	8	200	 	 
8032	9	40	 	 
8032	10	-88	 	 
8032	11	20	 	 
8032	12	-88	 	 
8032	13	-88	 	 
8032	14	20	 	 
8033	1	2200	 	 
8033	2	1000	 	 
8033	3	3200	 	 
8033	4	-88	 	 
8033	5	-88	 	 
8033	6	100	 	 
8033	7	-88	 	 
8033	8	600	 	 
8033	9	25	 	 
8033	10	-88	 	 
8033	11	15	 	 
8033	12	-88	 	 
8033	13	2100	 	 
8033	14	-88	 	 
8034	1	-88	 	 
8034	2	-88	 	 
8034	3	-88	 	 
8034	4	-88	 	 
8034	5	-88	 	 
8034	6	-88	 	 
8034	7	-88	 	 
8034	8	-88	 	 
8034	9	-88	 	 
8034	10	-88	 	 
8034	11	-88	 	 
8034	12	-88	 	 
8034	13	-88	 	 
8034	14	-88	 	 
