PLACEID	PLCCODE	DEPARTID	CLUSTID	MAPLOC	STRTDINT	CHRINF1	CHRINF2	CHRINF3	INTBEGDT	INTBEGH	POPSIZE	CITY	TIMECAP	TRANS1	TRANS2	TRANS3	TIMPRVCA	PRTRANS1	PRTRANS2	PRTRANS3	PVEDN	EARTHN	UNPAVEDN	TRACKSN	RIVERN	OTTRANN	OTRASPEN	MAINRTE	JANACC	FEBACC	MARACC	APRACC	MAYACC	JUNACC	JULACC	AUGACC	SEPACC	OCTACC	NOVACC	DECACC	NTRLDIST	CURRVULN	CSFRWTR1	CSFRWTR2	CSFRWTR3	CSFRWTR4	CSFRWTR5	CSFRWTR6	CSFRWTR7	CSFRWTR8	CSFRWTR9	CSFRWTR10	CSFRWTR11	CSFRWTR12	CSFRWTR13	CSFRWTR14	CSFRWTR15	CSFRWTR16	CSFRWTR17	CSFRWTR18	CSFRWTR19	CSFRWTR20	CSFRWTR21	CSFRWTR22	RECYCLE	SOCINF1	SOCINF2	SOCINF3	SRVINF1	SRVINF2	SRVINF3	CMNGARB1	CMNGARB2	CMNGARB3	PRGINF1	PRGINF2	PRGINF3	GLSSMILK	COMMKITC2	FOODWORK	COMPFEED	OTHFOOD1	OTHFOOD2	OTHFOOD3	CUNAMAS	WAWAWASI	PRONOEI	SCHBKFST	SCHCLTH	SCHLTEXT	LITRCY	PROMLIBR	ALTBSCED	LAPTOPCH	EDUCTN1	EDUCTN2	EDUCTN3	HLTHINSR	CREDCTRL	TUBCNTRL	MALARIA	HIVSIDA	MENTLHTH	CNTRLSTD	HLTHOTH1	HLTHOTH2	HLTHOTH3	RPRSCHL	RPRHLTH	RPRWTR	RPRSWR	RPRPIT	RPRBRDG	RPRAND	REFOREST	IRRGTN	INFROTH1	INFROTH2	INFROTH3	AGRITECH	ANIMAL	AGRINPUT	TITLING	TECHNCAL	MICROCRD	LABORENR	RECYCPRG	JUNTOPRG	PENSIONS65	FONCODES	PROJOVEN	OTHOTHR1	OTHOTHR2	OTHOTHR3	ECNINF1	ECNINF2	ECNINF3	PRCINF1	PRCINF2	PRCINF3	PRCINF4	PRCINF5	PRCINF6	PRCINF7	PRCINF8	PRCINF9	PRCINF10	IMPCROP	PRICCROP	MINCROP	MAXCROP	EDCINF1	EDCINF2	EDCINF3	LTRCYCMP	TYPAUTOR	HLTINF1	MIDWIFE	BIRTHATT	TRADHLR	CURIOSO	VILHTHWK	AUXILIAR	NURSE	SOCWRKR	MTLHLTH	GENPHYS	SPECPHYS	ANESTST	DENTIST	BLOODBNK	OTHRPERS	NTRLTRNG	CPRTINF1	CPRTINF2	CPRTINF3	CHORGACC	CHPOLICE	CHPLCWMN	CHHEALTH	CHDEMUNA	CHCHRDNA	CHCMTDNA	CHNGODNA	CHTWNDNA	CHSCHDNA	CHOTHDNA	CHSCHOOL	CHPARCHR	CHINFMLY	CHAUTCOM	CHNGOOTH	CHOTHOR1	CHOTHOR2	CHOTHOR3	WMORGACC	WMPOLICE	WMPLCWMN	WMHEALTH	WMCEM	WMSCHOOL	WMPARCHR	WMINFMLY	WMNAUTCM	WMNGOOTH	WMOTHOR1	WMOTHOR2	WMOTHOR3	DISTRICT	DISTFNC	DISTUSE	OTHRDNA	OTHRFNC	OTHRUSE	ENDDINT
1402	PE14C02	15	14	0	21/06/2016	6	8	8	21/06/2016	08:40	6000	1	15	5	88	 	60	7	88	 	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	0	88	88	0	0	88	88	0	88	0	0	0	0	0	88	0	0	0	0	88	1	6	8	9	6	8	9	1	88	 	1	2	7	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	6	8	9	1	3	4	5	10	11	12	88	88	88	88	-88	 	 	7	9	88	0	 	2	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	6	8	9	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	 	 	25/06/2016
1403	PE14C03	15	14	0	22/06/2016	4	5	88	22/06/2016	09:50	400000	0	-88	88	 	 	60	7	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	1	4	5	14	4	5	10	1	88	 	1	2	3	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	14	15	88	7	8	9	10	11	12	13	14	15	16	-88	-88	 	 	2	3	7	0	 	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	6	17	88	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	22/06/2016
1404	PE14C04	15	14	0	23/06/2016	2	3	4	23/06/2016	09:15	6000	1	1	5	88	 	60	7	88	 	1	1	1	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	1	2	3	4	2	3	4	1	3	88	2	15	4	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	10	11	12	5	6	13	14	88	88	88	88	88	88	NINGUNO	-88	 	 	2	3	4	0	 	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	 	 	23/07/2016
1501	PE15C01	12	15	0	21/11/2016	4	5	6	21/11/2016	13:35	5000	1	10	1	88	 	40	6	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	6	4	5	6	1	7	8	1	2	3	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	4	5	6	1	4	5	6	7	8	9	10	11	88	88	-88	 	 	10	6	88	0	 	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	5	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	 	 	21/11/2016
1502	PE15C02	12	15	0	18/11/2016	1	2	3	15/11/2016	08:12 AM	500	1	10	5	88	 	90	6	88	 	1	1	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	2	3	1	3	5	2	5	8	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	2	4	1	3	4	5	6	7	8	88	88	88	YUCA - CACAO - CAFE	3	 	 	5	6	8	0	 	8	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	5	8	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	 	 	18/11/2016
1503	PE15C03	12	15	0	15/11/2016	3	4	5	15/11/2016	12:10	180	1	20	5	88	 	90	5	88	 	0	1	0	0	0	0	 	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	3	4	5	6	8	88	1	9	88	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	4	5	2	4	5	6	7	8	10	88	88	88	YUCA	10	 	 	4	8	9	0	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	 	 	15/11/2016 - 15:00
1504	PE15C04	12	15	0	19/11/2016	3	4	5	19/11/2016	13:47	2000	0	30	6	88	 	80	6	88	 	0	1	0	0	0	0	 	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	5	3	4	5	3	7	1	1	3	5	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	3	5	1	2	3	5	6	7	8	88	88	88	NARANJA	10	 	 	3	9	9	0	 	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	3	4	9	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	 	 	19/11/2016
1505	PE15C05	12	15	0	19/11/2016	1	2	3	19/11/2016	07:20	170	1	30	6	88	 	90	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	2	3	1	3	4	1	5	8	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	4	9	2	4	5	7	9	10	88	88	88	88	PLATANO	7	 	 	1	7	8	1	2	5	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	 	 	19/11/2016 - 11:40
1506	PE15C06	12	15	0	12/11/2016	3	4	5	16/11/2016	14:10	11750	1	10	1	88	 	90	6	88	 	1	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	5	3	4	5	1	3	8	1	3	4	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	3	6	8	1	6	8	9	10	11	12	13	88	88	-88	-88	 	 	4	6	7	0	 	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	5	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	 	 	16/11/2016
1507	PE15C07	12	15	0	14/11/2016	1	2	3	14/11/2016	07:20	200	1	20	5	88	 	90	6	88	 	1	1	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	3	1	2	3	2	6	8	2	4	9	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	3	1	4	6	7	8	88	88	88	88	88	CACAO	5	 	 	1	4	5	0	 	8	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	5	9	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	 	 	14/11/2016
1508	PE15C08	12	15	0	15/11/2016	4	3	8	15/11/2016	07:55	250	1	20	5	88	 	90	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	8	1	3	9	3	6	7	1	4	8	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	3	8	2	3	5	6	7	8	9	88	88	88	PIÑA	10	 	 	1	2	3	0	 	9	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	3	9	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	 	 	15/11/2016
1509	PE15C09	12	15	0	17/11/2016	3	4	5	18/11/2016	16:21	28000	0	-88	88	 	 	45	6	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	5	3	4	5	1	3	4	4	6	9	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	3	4	9	6	9	10	11	12	13	14	88	88	88	88	-88	 	 	3	4	5	0	 	6	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	8	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	 	 	21/11/2016
1601	PE16C01	5	16	0	15/11/2016	1	2	4	15/11/2016	07:30	900	1	40	7	88	 	90	7	88	 	0	1	1	1	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	1	2	4	3	6	8	1	5	9	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	4	6	7	8	10	88	88	88	88	88	88	PAPA	7	 	 	1	2	4	0	 	9	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	5	9	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	 	 	17/11/2016
1602	PE16C02	5	16	0	07/11/2016    14:00	1	10	11	08/11/2016	10:10	2000	1	-88	88	 	 	60	7	88	 	1	1	1	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	11	1	10	11	1	8	88	1	2	7	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	10	11	3	5	6	8	9	12	88	88	88	88	PAPA	4	 	 	1	7	11	0	 	3	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	4	11	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	 	 	08/11/2016
1603	PE16C03	5	16	0	--	4	5	6	18/11/2016	09:15	900	1	30	7	88	 	80	7	88	 	0	1	1	1	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	6	4	5	6	3	88	 	1	2	4	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	4	5	6	3	9	10	11	12	88	88	88	88	88	PAPA	5	 	 	4	5	6	0	 	2	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	1	4	5	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	 	 	18/11/2016
1604	PE16C04	5	16	0	-	1	6	7	10/11/2016	09:30	800	1	10	7	88	 	50	7	88	 	1	0	0	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	7	1	6	7	1	8	88	1	2	3	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	6	7	3	8	9	10	11	12	88	88	88	88	PAPA	3	 	 	1	6	7	0	 	5	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	9	6	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	 	 	10/11/2016
1605	PE16C05	5	16	0	09/11/2016	1	2	5	09/11/2016	09:10	600	1	30	7	88	 	110	7	88	 	0	0	1	1	0	0	 	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	5	1	2	5	7	6	8	1	3	4	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	2	5	4	11	12	13	14	88	88	88	88	88	PAPA	7	 	 	1	2	5	0	 	4	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	2	10	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	 	 	09/11/2016
1606	PE16C06	5	16	0	08/11/2016	4	5	88	08/11/2016	08:00	500	1	10	7	88	 	60	7	88	 	1	1	1	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	88	4	10	11	3	6	8	4	2	10	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	11	12	88	3	5	6	7	8	9	88	88	88	88	MAIZ	4	 	 	4	12	88	0	 	3	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	11	88	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	 	 	09/11/2016
1607	PE16C07	5	16	0	09/11!2016	2	3	88	10/11/2016	05:02	370	1	30	1	88	 	40	6	88	 	1	1	1	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	88	2	3	88	7	6	8	4	6	3	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	6	7	88	8	9	10	11	4	88	88	88	88	88	PAPA	3	 	 	2	3	12	0	 	4	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	12	88	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	 	 	11/11/2016
1608	PE16C08	5	16	0	11/11/2016	1	5	6	11/11/2016	09:30	300	1	30	7	88	 	30	7	88	 	1	0	0	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	1	5	6	8	6	88	1	3	4	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	5	6	4	8	9	10	88	88	88	88	88	88	PAPA	2	 	 	1	5	6	0	 	4	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	2	7	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	 	 	11/11/2016     16:42
1701	PE17C01	5	17	0	-	1	2	4	29/09/2016	08:05	600	1	20	7	88	 	45	7	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	88	1	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	2	4	1	88	 	1	8	9	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	2	4	8	6	7	12	13	88	88	88	88	88	PAPA	5	 	 	1	2	4	0	 	8	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	2	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	 	 	29/09/2016
1702	PE17C02	5	17	0	29/09/2016	1	7	8	29/09/2016	08:35	2000	0	-88	88	 	 	40	7	88	 	1	0	1	1	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	0	0	0	0	88	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	1	7	8	1	7	8	1	2	7	1	3	4	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	11	12	88	2	9	10	13	14	4	88	88	88	88	MAIZ	5	 	 	1	5	12	0	 	4	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	5	6	88	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	 	 	29/09/2016
1703	PE17C03	5	17	0	30/09/2016	1	5	6	30/09/2016	8:55	600	1	20	7	88	 	20	7	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	1	5	6	2	8	88	1	3	4	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	5	6	4	8	9	10	11	88	88	88	88	88	PAPA	2	 	 	1	5	6	0	 	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	88	88	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	 	 	30/09/2016     16:35
1704	PE17C04	5	17	0	07/10/2016	1	3	10	07/10/2016	09:20	300	1	60	7	88	 	60	7	88	 	0	0	1	0	0	0	 	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	10	1	3	10	3	88	 	1	2	9	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	10	9	4	5	6	11	12	13	14	15	88	-88	-88	 	 	1	3	10	0	 	9	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	7	88	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	 	 	08/10/2016
1705	PE17C05	5	17	0	03/10/2016	1	3	7	03/10/2016	07:30	800	1	60	1	88	 	150	7	88	 	0	0	1	0	0	0	 	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	88	88	88	88	0	88	88	88	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	3	7	1	3	7	3	8	7	1	2	9	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	10	11	14	4	5	7	8	12	88	88	88	88	88	CEBADA	5	 	 	1	3	5	0	 	17	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	15	16	9	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	 	 	04/10/2016
1708	PE17C08	5	17	0	05/10/2016	1	2	4	05/10/2016	06:35	65	1	45	1	88	 	160	7	88	 	0	0	1	0	0	0	 	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	4	5	1	4	5	7	8	2	6	7	8	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	6	7	88	2	3	5	12	88	88	88	88	88	88	TRIGO	5	 	 	6	7	88	0	 	8	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	9	10	88	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	 	 	05/10/2016
