PLACEID	PLCCODE	DEPARTID	CLUSTID	MAPLOC	STRTDINT	CHRINF1	CHRINF2	CHRINF3	INTBEGDT	INTBEGH	POPSIZE	CITY	TIMECAP	TRANS1	TRANS2	TRANS3	TIMPRVCA	PRTRANS1	PRTRANS2	PRTRANS3	PVEDN	EARTHN	UNPAVEDN	TRACKSN	RIVERN	OTTRANN	OTRASPEN	MAINRTE	JANACC	FEBACC	MARACC	APRACC	MAYACC	JUNACC	JULACC	AUGACC	SEPACC	OCTACC	NOVACC	DECACC	NTRLDIST	CURRVULN	CSFRWTR1	CSFRWTR2	CSFRWTR3	CSFRWTR4	CSFRWTR5	CSFRWTR6	CSFRWTR7	CSFRWTR8	CSFRWTR9	CSFRWTR10	CSFRWTR11	CSFRWTR12	CSFRWTR13	CSFRWTR14	CSFRWTR15	CSFRWTR16	CSFRWTR17	CSFRWTR18	CSFRWTR19	CSFRWTR20	CSFRWTR21	CSFRWTR22	RECYCLE	SOCINF1	SOCINF2	SOCINF3	SRVINF1	SRVINF2	SRVINF3	CMNGARB1	CMNGARB2	CMNGARB3	PRGINF1	PRGINF2	PRGINF3	GLSSMILK	COMMKITC2	FOODWORK	COMPFEED	OTHFOOD1	OTHFOOD2	OTHFOOD3	CUNAMAS	WAWAWASI	PRONOEI	SCHBKFST	SCHCLTH	SCHLTEXT	LITRCY	PROMLIBR	ALTBSCED	LAPTOPCH	EDUCTN1	EDUCTN2	EDUCTN3	HLTHINSR	CREDCTRL	TUBCNTRL	MALARIA	HIVSIDA	MENTLHTH	CNTRLSTD	HLTHOTH1	HLTHOTH2	HLTHOTH3	RPRSCHL	RPRHLTH	RPRWTR	RPRSWR	RPRPIT	RPRBRDG	RPRAND	REFOREST	IRRGTN	INFROTH1	INFROTH2	INFROTH3	AGRITECH	ANIMAL	AGRINPUT	TITLING	TECHNCAL	MICROCRD	LABORENR	RECYCPRG	JUNTOPRG	PENSIONS65	FONCODES	PROJOVEN	OTHOTHR1	OTHOTHR2	OTHOTHR3	ECNINF1	ECNINF2	ECNINF3	PRCINF1	PRCINF2	PRCINF3	PRCINF4	PRCINF5	PRCINF6	PRCINF7	PRCINF8	PRCINF9	PRCINF10	IMPCROP	PRICCROP	MINCROP	MAXCROP	EDCINF1	EDCINF2	EDCINF3	LTRCYCMP	TYPAUTOR	HLTINF1	MIDWIFE	BIRTHATT	TRADHLR	CURIOSO	VILHTHWK	AUXILIAR	NURSE	SOCWRKR	MTLHLTH	GENPHYS	SPECPHYS	ANESTST	DENTIST	BLOODBNK	OTHRPERS	NTRLTRNG	CPRTINF1	CPRTINF2	CPRTINF3	CHORGACC	CHPOLICE	CHPLCWMN	CHHEALTH	CHDEMUNA	CHCHRDNA	CHCMTDNA	CHNGODNA	CHTWNDNA	CHSCHDNA	CHOTHDNA	CHSCHOOL	CHPARCHR	CHINFMLY	CHAUTCOM	CHNGOOTH	CHOTHOR1	CHOTHOR2	CHOTHOR3	WMORGACC	WMPOLICE	WMPLCWMN	WMHEALTH	WMCEM	WMSCHOOL	WMPARCHR	WMINFMLY	WMNAUTCM	WMNGOOTH	WMOTHOR1	WMOTHOR2	WMOTHOR3	DISTRICT	DISTFNC	DISTUSE	OTHRDNA	OTHRFNC	OTHRUSE	ENDDINT
905	PE09C05	2	5	0	26/09/2016	7	8	88	26/10/2016	11:40	750	0	80	6	88	 	100	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	10	7	8	10	8	2	6	1	4	10	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	7	8	10	3	5	6	8	9	88	88	88	88	88	PAPA	7	 	 	1	2	10	0	 	4	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	4	7	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	26/09/2016
906	PE09C06	2	9	0	26/09/2016	1	2	4	24/09/2016	08:10	350	0	80	5	88	 	100	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	2	4	8	1	88	1	2	7	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	8	2	3	5	6	7	8	88	88	88	88	PAPA	8	 	 	2	3	7	0	 	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	26/09/2016  09:18
907	PE09C07	2	9	0	26/09/2016	8	9	1	25/09/2016	15:00	400	1	60	6	88	 	90	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	9	1	8	9	1	1	8	3	4	8	9	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	8	9	1	1	2	3	5	88	88	88	88	88	88	MAIZ	5	 	 	4	5	6	0	 	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	26/09/2016
908	PE09C08	2	9	1	03/10/2016	2	4	5	03/'09/2016	08:10	200	0	-88	88	 	 	30	1	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	6	4	5	6	1	88	 	4	9	11	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	4	5	6	2	8	10	11	88	88	88	88	88	88	SIN COMENTARIOS	-88	 	 	11	8	88	0	 	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	6	7	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	 	 	03/10/2016
909	PE09C09	2	9	0	01/10/2016	1	2	6	01/10/2016	11:08	680	0	25	1	88	 	20	1	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	2	8	1	2	8	1	8	3	1	3	7	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	2	88	2	4	5	8	88	88	88	88	88	88	MAIZ	2.5	 	 	2	3	88	0	 	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	 	 	01/10/2016
910	PE09C10	2	9	0	24/09/2016	1	2	3	24/09/2016	15:0	650	1	40	6	88	 	60	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	1	2	4	1	3	8	1	2	7	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	2	3	3	4	6	7	8	88	88	88	88	88	PAPA	7	 	 	6	7	88	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	26/09/2016
911	PE09C11	2	9	0	28/09/2016	1	2	3	28/09/2016	10:20	450	1	60	1	88	 	80	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	1	2	3	1	6	8	1	3	6	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	2	3	2	4	5	7	88	88	88	88	88	88	TRIGO	7	 	 	6	7	88	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	28/09/2016
912	PE09C12	2	9	0	27/09/2016	1	5	6	26/09/2016	11:01	300	1	40	6	88	 	60	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	6	2	5	6	1	8	3	2	3	5	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	3	5	1	2	4	7	8	9	88	88	88	88	PAPA	7	 	 	3	4	88	0	 	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	27/09/2016
1001	PE10C01	2	10	1	18/10/2016 08:06	4	5	9	18/10/2016	09:18	12000	1	10	1	88	 	-88	88	 	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	9	4	5	9	1	88	 	1	4	9	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	88	4	5	7	8	10	11	12	88	88	88	88	-88	 	 	1	2	3	0	 	6	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	6	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	 	 	18/10/2016
1003	PE10C03	2	10	0	17/10/2016	3	4	7	17/10/2016	09:40	6000	1	5	6	88	 	-88	88	 	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	7	3	4	7	1	3	88	1	3	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	4	9	2	3	5	6	7	8	9	10	88	88	88	-88	 	 	1	2	3	0	 	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	 	 	17/10/2016
1004	PE10C04	2	10	1	10/10/2016	3	4	5	10/10/2016	09/15	4000	1	-88	88	 	 	-88	88	 	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	5	3	4	5	1	3	88	3	4	7	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	4	7	1	2	3	5	5	8	88	88	88	88	88	-88	 	 	3	4	5	0	 	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	7	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	 	 	11/10/2016
1005	PE10C05	2	10	1	06/10/2016	1	2	5	07/10/2016	11:04	15000	1	-88	88	 	 	-88	88	 	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	1	2	5	1	3	4	1	5	6	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	5	2	3	4	5	7	8	9	88	88	88	88	-88	 	 	1	5	9	0	 	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	09/10/2016
1006	PE10C06	2	10	1	13/10/2016	1	4	5	13/10/2016	10:10	10000	1	10	6	88	 	-88	88	 	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	1	4	5	1	88	 	1	2	8	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	4	5	4	5	6	7	8	9	88	88	88	88	88	-88	 	 	2	3	4	0	 	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	 	 	14/10/2016
1101	PE11C01	10	11	0	27/10	5	6	9	28/19/2016	17:51	460	0	-88	88	 	 	150	6	88	 	1	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	9	5	6	9	1	4	8	1	4	5	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	5	6	9	2	4	7	8	11	12	88	88	88	88	PAPA	15	 	 	4	8	88	0	 	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	5	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	 	 	28/10/2016 18:03
1102	PE11C02	10	11	0	28/10/2016 14:28	6	7	9	29/10/2016	11:05	400	1	120	1	88	 	180	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	9	6	7	9	4	6	8	2	5	7	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	6	7	9	1	3	5	6	8	88	88	88	88	88	PAPA	10	 	 	5	6	9	0	 	2	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	2	5	9	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	 	 	30/10/2016
1103	PE11C03	10	11	0	27/10/2016	1	2	3	2771072016	06:10	1400	1	120	1	88	 	120	6	88	 	0	1	0	0	0	0	 	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	1	2	3	2	7	8	1	7	9	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	2	3	3	4	6	7	8	10	88	88	88	88	PAPA	10	 	 	1	3	9	0	 	7	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	4	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 	 	27/10/2016
1104	PE11C04	10	11	0	31/10/2016	1	2	3	31/10/2016	07:10	150	1	120	1	88	 	220	6	88	 	0	1	0	0	0	0	 	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	2	3	3	4	8	1	3	4	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	2	3	3	4	6	7	8	9	88	88	88	88	88	-88	 	 	4	6	9	0	 	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	 	 	31/10/2016
1105	PE11C05	10	11	0	31/10/2016	1	3	9	31/10/2016	15:18	2800	0	-88	88	 	 	120	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	9	1	3	4	1	4	7	1	4	11	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	3	6	2	3	6	7	10	11	12	88	88	88	PAPA	15	 	 	3	6	11	0	 	4	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	4	11	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	 	 	01/112016
1106	PE11C06	10	11	0	28/10/2016	1	3	6	28/10/2016	06:30	180	1	240	1	88	 	240	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	1	3	6	4	6	8	1	2	4	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	3	6	1	2	4	7	88	88	88	88	88	88	PAPA	10	 	 	4	5	10	0	 	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	3	4	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	 	 	28/10/2016 13:06
1107	PE11C07	10	11	0	01/11=2016	5	6	8	01/11/2016	12:45	80	1	70	6	88	 	60	6	88	 	0	1	0	0	0	0	 	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	8	5	6	8	4	6	88	1	4	5	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	6	8	3	4	7	8	9	88	88	88	88	88	PAPA	10	 	 	4	5	8	0	 	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	4	5	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	 	 	01/11/2016
1108	PE11C08	10	11	0	29/10/2016	1	2	4	29/10/2016	14:40	70	1	30	1	88	 	150	6	88	 	0	1	0	0	0	0	 	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	2	4	1	4	8	1	4	5	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	4	4	5	6	7	88	88	88	88	88	88	PAPA	10	 	 	4	5	88	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	 	 	29/10/2016
1202	PE12C02	15	12	0	04/07/2016	16	88	88	28/06/2016	16:45	5000	1	20	7	88	 	90	7	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	88	88	88	88	88	1	88	0	0	0	0	0	88	0	0	1	0	88	0	16	88	88	16	88	88	1	2	88	16	18	88	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	88	88	2	3	4	5	6	7	8	9	10	11	-88	-88	 	 	16	88	88	0	 	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	0	1	18	88	88	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	 	 	04/07/2016
1203	PE12C03	15	12	1	22/06/16	6	7	9	27/06/2016	12:00	20000	1	30	7	88	 	60	7	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	88	88	88	88	88	0	88	88	0	88	0	0	0	0	0	88	0	0	1	0	88	0	6	7	9	6	7	9	1	2	88	5	6	7	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	7	9	1	2	3	4	10	11	12	13	14	15	-88	-88	 	 	6	7	9	0	 	5	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	6	7	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	 	 	28/06/2016 19:10
1302	PE13C02	15	88	1	22/06/2016	1	2	6	22/06/2016	10:10	250000	1	25	7	7	6	90	7	7	8	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	6	1	2	88	1	8	2	2	3	4	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	6	2	88	14	13	12	11	10	9	8	7	3	88	-88	-88	 	 	3	88	88	1	1	4	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	5	88	88	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	1	0	 	 	23/06/2016   12:30
1303	PE13C03	15	88	1	21/06/2016  14:50	3	8	9	21/06/2016	14:51	-77	1	40	7	88	 	60	7	88	 	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	6	7	8	6	7	8	1	2	88	1	6	7	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	8	9	1	3	4	5	7	9	10	11	88	88	88	-88	 	 	6	7	9	1	2	12	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	3	6	12	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	06/07/2016
1304	PE13C04	15	88	0	28/06/2016	2	88	88	28/06/2016	11:33	680000	1	60	7	7	8	60	7	7	8	1	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	88	88	2	88	88	1	2	8	2	1	5	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	2	88	88	5	6	7	8	9	10	88	88	88	7	-88	-88	 	 	1	88	88	1	1	5	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	3	88	88	1	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	 	 	04/07/2016
