CHILDID	LINECODE	ID	PAYMT	MONTHS	DAYS	actcode
IN071004	2	2	1	6	3	1
IN071004	3	2	1	3	2	1
IN071005	1	1	2	6	1	1
IN071005	2	2	2	12	2	1
IN071005	3	3	2	6	2	1
IN071005	4	4	2	6	2	1
IN071006	1	3	2	6	1	1
IN071006	2	5	2	6	1	1
IN071006	3	6	2	5	1	1
IN071006	4	4	2	5	2	1
IN071006	5	7	2	4	2	1
IN071007	1	1	1	3	2	20
IN071007	2	1	1	3	2	45
IN071007	3	1	1	3	2	93
IN071008	1	1	2	6	1	1
IN071008	2	1	2	3	2	52
IN071008	3	2	2	3	2	1
IN071009	1	1	1	5	2	36
IN071009	2	5	1	6	2	36
IN071009	3	4	2	12	1	72
IN071010	1	3	1	12	1	80
IN071010	2	4	1	12	1	80
IN071011	1	1	1	10	1	71
IN071011	2	2	2	6	2	1
IN071012	1	1	2	12	1	1
IN071012	2	2	2	12	1	1
IN071013	1	1	1	10	1	1
IN071013	2	1	2	2	1	1
IN071013	3	2	1	12	1	1
IN071014	1	1	2	12	1	1
IN071014	2	1	1	12	1	52
IN071014	3	2	1	12	1	1
IN071015	1	2	2	5	2	1
IN071016	1	1	2	12	1	1
IN071017	1	1	2	7	2	1
IN071017	2	1	1	6	2	1
IN071017	3	2	2	11	1	52
IN071018	1	1	2	2	1	1
IN071018	2	1	1	6	1	1
IN071018	3	2	1	4	2	1
IN071019	1	1	1	4	2	1
IN071019	2	1	1	8	2	45
IN071019	3	2	1	3	2	1
IN071019	4	2	1	5	2	45
IN071020	1	1	2	5	2	1
IN071020	2	1	1	6	2	45
IN071020	3	2	2	4	2	1
IN071020	4	2	1	3	2	1
IN071021	1	1	1	3	2	1
IN071021	2	2	1	3	2	1
IN071022	1	1	1	6	2	1
IN071022	2	2	1	12	1	80
IN071023	1	1	1	12	1	52
IN071023	2	2	1	12	1	52
IN071024	1	1	1	4	2	1
IN071024	2	1	1	8	2	45
IN071024	3	2	1	4	2	1
IN071024	4	2	1	6	2	45
IN071025	1	1	2	6	1	1
IN071025	2	1	1	3	3	1
IN071025	3	2	1	3	3	1
IN071025	4	3	1	2	3	1
IN071026	1	1	2	6	1	1
IN071026	2	1	1	4	2	1
IN071026	3	2	1	3	2	1
IN071027	1	1	2	12	3	1
IN071027	2	2	2	1	1	1
IN071027	3	3	2	6	2	1
IN071027	4	4	2	1	1	1
IN071028	1	1	1	3	1	1
IN071028	2	1	1	1	3	45
IN071028	3	2	1	3	1	1
