childid	id	age	sex	relate	still	yrschool	disabled	support	grading
IN121012	3	30	1	1	2	25	2	1	10
IN121012	4	25	2	1	2	24	2	1	7
IN121012	5	9	2	5	1	23	2	1	4
IN121012	28	4	1	5	 	 	2	 	0
IN121013	1	40	1	1	2	0	2	1	0
IN121013	2	35	2	1	2	0	2	1	0
IN121013	3	10	2	5	2	0	2	2	0
IN121013	28	4	2	5	 	 	2	 	0
IN121014	1	65	2	3	2	0	2	1	0
IN121014	2	35	1	1	2	23	2	1	5
IN121014	3	30	2	1	2	23	2	1	5
IN121014	4	8	2	5	1	23	2	2	3
IN121015	1	33	1	1	2	0	2	1	0
IN121015	2	28	2	1	2	24	2	1	7
IN121015	3	6	1	5	1	23	2	2	1
IN121016	1	32	1	1	2	0	2	1	0
IN121016	2	28	2	1	2	0	2	1	0
IN121016	28	3	1	5	 	 	2	 	0
IN121017	1	80	1	3	2	22	1	2	0
IN121017	2	60	2	3	2	0	2	1	0
IN121017	3	40	1	4	2	25	2	1	15
IN121017	4	35	2	4	2	24	2	1	7
IN121017	5	32	1	1	2	25	2	1	10
IN121017	6	30	2	1	2	25	2	1	10
IN121017	7	14	2	6	1	25	2	2	9
IN121017	8	11	1	6	1	24	2	2	6
IN121017	9	6	2	5	1	0	2	2	0
IN121018	1	35	1	1	2	25	2	1	15
IN121018	2	28	2	1	2	24	2	1	7
IN121018	3	5	1	5	1	22	2	2	0
IN121019	1	38	1	1	2	0	2	1	0
IN121019	2	35	2	1	2	0	2	1	0
IN121019	3	10	1	5	1	23	2	2	4
IN121020	1	39	1	2	2	24	1	1	7
IN121020	2	30	2	1	2	22	1	2	0
IN121020	3	10	2	5	1	23	2	2	5
IN121021	1	35	1	1	2	25	2	1	12
IN121021	2	27	2	1	2	25	2	1	9
IN121021	3	5	2	5	2	0	2	2	0
IN121022	1	38	1	1	2	25	2	1	9
IN121022	2	28	2	1	2	23	2	1	5
IN121022	3	12	2	5	1	24	2	1	6
IN121023	1	60	2	3	2	0	2	1	0
IN121023	2	35	1	1	2	0	2	1	0
IN121023	3	30	2	1	2	0	2	1	0
IN121023	4	13	1	5	1	23	2	2	4
IN121024	1	35	1	1	2	23	2	1	5
IN121024	2	30	2	1	2	0	2	1	0
IN121024	3	12	1	5	2	23	2	2	5
IN121024	4	11	1	5	1	24	2	2	6
IN121025	1	40	2	3	2	0	2	1	0
IN121025	2	25	1	1	2	25	2	1	15
IN121025	3	22	2	1	2	0	2	1	0
IN121025	28	3	2	5	 	 	2	 	0
IN121026	1	60	1	3	2	0	2	1	0
IN121026	2	55	2	3	2	0	2	1	0
IN121026	3	30	1	1	2	24	2	1	7
IN121026	4	23	2	1	2	0	2	1	0
IN121026	5	8	2	5	1	23	2	2	4
IN121026	28	4	1	5	 	 	2	 	0
IN121027	1	60	1	3	2	0	2	1	0
IN121027	2	50	2	3	2	0	2	1	0
IN121027	3	28	2	1	2	0	2	1	4
IN121027	4	10	2	5	1	24	2	2	6
IN121027	28	4	2	5	 	 	2	 	0
IN121028	1	60	1	3	2	0	2	1	0
IN121028	2	53	2	3	2	0	2	1	0
IN121028	3	30	1	2	2	24	2	1	7
IN121028	4	28	1	4	2	24	2	2	6
IN121028	5	25	1	4	2	0	2	2	0
IN121028	6	25	2	1	2	0	2	1	0
IN121028	7	23	1	4	2	23	2	2	5
IN121028	8	20	2	4	2	23	2	2	5
IN121028	9	21	1	4	2	23	2	2	5
IN121028	10	18	1	4	2	23	2	2	5
IN121028	11	5	1	5	1	22	2	2	0
IN121028	12	5	1	6	1	22	2	2	0
IN121028	28	4	2	6	 	 	2	 	0
IN121029	1	65	2	2	2	0	2	1	0
IN121029	2	35	1	2	2	0	2	1	0
IN121029	3	30	2	1	2	22	1	2	0
IN121029	4	12	2	5	1	24	2	2	6
IN121029	5	10	2	5	1	23	2	2	5
IN121030	1	32	1	1	2	25	2	1	10
IN121030	2	28	2	1	2	23	2	2	5
IN121030	3	9	2	5	1	23	2	2	5
IN121030	28	4	2	5	 	 	2	 	0
IN121031	1	35	1	1	2	0	2	1	0
IN121031	2	25	2	1	2	0	2	1	0
IN121032	1	35	1	1	2	23	2	1	5
IN121032	2	25	2	1	2	0	2	1	0
IN121032	28	3	1	5	 	 	2	 	0
IN121033	1	38	1	1	2	0	2	1	0
IN121033	2	32	2	1	2	0	2	1	0
IN121033	3	11	2	5	2	0	2	2	0
IN121033	4	9	2	5	2	23	2	2	5
IN121033	28	4	1	5	 	 	2	 	0
IN121034	1	40	1	1	2	0	2	1	0
IN121034	2	35	2	2	2	0	2	1	0
IN121034	3	25	2	1	2	24	2	1	7
IN121034	4	22	1	5	2	24	2	2	7
IN121034	5	16	1	5	2	24	2	2	7
IN121034	6	9	2	5	1	23	2	2	3
IN121035	1	37	1	1	2	0	2	1	0
IN121035	2	34	2	1	2	0	2	1	0
IN121035	3	12	2	5	1	25	2	2	8
IN121036	1	65	1	3	2	0	2	1	0
IN121036	2	60	2	3	2	23	2	1	5
IN121036	3	35	1	1	2	25	2	1	12
IN121036	4	30	2	1	2	24	2	1	9
IN121036	5	28	1	4	2	25	2	1	12
IN121036	6	25	2	4	2	24	2	2	7
IN121036	7	6	1	6	1	23	2	2	2
IN121036	8	5	2	5	1	23	2	2	1
IN121037	1	35	1	1	2	0	2	1	0
IN121037	2	30	2	1	2	0	2	1	0
IN121037	28	4	2	5	 	 	2	 	0
IN121038	1	35	1	1	2	25	2	1	10
IN121038	2	25	2	1	2	23	2	1	5
IN121038	3	10	1	5	1	23	2	2	5
IN121039	1	60	1	3	2	0	2	1	0
IN121039	2	55	2	3	2	0	2	2	0
IN121039	3	35	1	1	2	0	2	1	0
IN121039	4	30	2	1	2	0	2	2	0
IN121039	5	23	1	4	2	0	2	2	0
IN121039	6	20	2	4	2	0	2	2	0
IN121039	7	11	1	5	1	24	2	2	6
IN121039	8	10	2	5	1	23	2	2	5
IN121039	28	3	2	6	 	 	2	 	0
IN121039	29	2	1	6	 	 	2	 	0
IN121040	1	40	1	1	2	0	2	1	0
IN121040	2	35	2	1	2	0	2	1	0
IN121040	3	19	1	5	2	23	2	1	5
IN121040	4	16	1	5	1	23	2	2	4
IN121041	1	37	1	1	2	0	2	1	0
IN121041	2	31	2	1	2	0	2	1	0
IN121041	3	16	1	5	1	24	2	2	6
IN121041	4	13	2	5	2	23	2	2	5
IN121041	5	13	2	5	2	23	2	2	4
IN121042	1	68	2	3	2	0	2	1	0
IN121042	2	35	1	1	2	0	2	1	0
IN121042	3	29	2	1	2	0	2	1	0
IN121042	4	7	2	5	1	22	2	2	0
IN121042	28	3	1	5	 	 	2	 	0
IN121043	1	27	1	1	2	0	2	1	0
IN121043	2	25	2	1	2	0	2	1	0
IN121043	28	2	2	5	 	 	2	 	0
IN121044	1	30	1	2	2	0	2	1	0
IN121044	2	25	2	1	2	22	1	2	2
IN121044	28	2	1	5	 	 	2	 	0
IN121045	1	35	1	1	2	0	2	1	0
IN121045	2	26	2	1	2	0	2	1	0
IN121045	3	5	2	5	1	23	2	2	1
IN121046	1	45	1	1	2	0	2	1	0
IN121046	2	40	2	1	2	0	2	1	0
IN121046	3	16	2	5	2	0	2	2	0
IN121046	4	15	1	5	1	25	2	2	10
IN121046	5	14	1	5	1	25	2	2	10
IN121047	1	30	1	1	2	0	2	1	0
IN121047	2	26	2	1	2	0	2	1	0
IN121047	3	11	1	5	1	24	2	1	6
IN121048	1	35	1	1	2	0	2	1	0
IN121048	2	30	2	1	2	0	2	1	0
IN121048	3	10	1	5	1	23	2	2	5
IN121049	1	41	1	1	2	25	2	1	10
IN121049	2	35	2	1	2	24	2	1	9
IN121049	3	11	1	5	1	24	2	2	6
IN121050	1	45	1	1	2	0	2	1	0
IN121050	2	40	2	1	2	0	2	1	0
IN121050	3	11	1	5	1	23	2	2	5
IN121051	1	40	1	1	2	0	2	1	0
IN121051	2	35	2	1	2	0	2	1	0
IN121051	3	12	2	5	1	23	2	2	5
IN121051	4	6	2	5	1	23	2	2	1
IN131001	1	39	2	1	2	0	2	2	0
IN131001	2	15	2	5	2	0	2	2	0
IN131001	3	13	2	5	2	23	2	2	5
IN131001	4	11	2	5	1	24	2	2	6
IN131002	1	33	1	1	2	0	2	1	0
IN131002	2	26	2	1	2	24	2	1	9
IN131002	3	14	1	6	1	25	2	2	9
IN131002	4	6	1	5	1	23	2	2	1
IN131003	1	58	2	3	2	22	2	2	0
IN131003	2	40	1	1	2	0	2	1	0
IN131003	3	30	2	1	2	0	2	1	0
IN131003	4	15	2	5	2	23	2	2	5
IN131003	5	12	2	5	1	25	2	2	8
IN131003	28	3	1	5	 	 	2	 	0
IN131004	1	70	1	3	2	0	2	1	0
IN131004	2	55	2	3	2	0	2	1	0
IN131004	3	45	1	1	2	0	2	1	0
IN131004	4	32	2	1	2	0	2	1	0
IN131004	28	4	2	5	 	 	2	 	0
IN131004	29	2	1	5	 	 	2	 	0
IN131005	1	40	1	1	2	0	2	1	0
IN131005	2	30	2	1	2	0	2	1	0
IN131005	3	11	1	5	1	24	2	2	6
IN131006	1	38	1	1	2	0	2	1	0
IN131006	2	30	2	1	2	0	2	1	0
IN131006	3	12	1	5	1	24	2	2	6
IN131006	4	6	1	5	1	23	2	2	1
IN131007	1	35	1	1	2	0	2	1	0
IN131007	2	28	2	1	2	24	2	1	7
IN131007	3	13	1	5	1	24	2	1	6
IN131007	4	10	1	5	1	23	2	1	5
IN131008	1	46	1	1	2	25	2	1	12
IN131008	2	42	2	1	2	25	2	1	10
IN131008	3	6	1	5	1	23	2	2	3
IN131009	1	35	1	1	2	0	2	1	0
IN131009	2	28	2	1	2	24	2	1	7
IN131009	3	6	1	5	1	22	2	2	0
IN131010	1	63	1	3	2	25	2	1	10
IN131010	2	48	2	3	2	0	2	1	0
IN131010	3	32	1	1	2	25	2	1	12
IN131010	4	27	1	4	2	25	2	1	15
IN131010	5	26	2	1	2	24	2	1	7
IN131010	6	27	1	5	2	22	2	2	0
IN131011	1	32	1	1	2	25	2	1	12
IN131011	2	25	2	1	2	25	2	1	10
IN131011	3	5	2	5	1	23	2	2	1
IN131012	1	40	1	1	2	25	2	1	15
IN131012	2	35	2	1	2	25	2	1	10
IN131012	3	14	2	5	1	25	2	2	8
IN131012	4	12	2	5	1	24	2	2	6
IN131012	5	5	2	5	1	23	2	2	1
IN131013	1	70	1	3	2	0	2	1	0
IN131013	2	40	2	3	2	0	2	1	0
IN131013	3	35	1	1	2	24	2	1	7
IN131013	4	30	2	1	2	24	2	1	7
IN131013	5	30	1	4	2	24	2	1	7
IN131013	6	30	2	4	2	0	2	1	0
IN131013	7	18	2	4	1	25	2	2	12
IN131013	8	8	2	6	1	23	2	2	4
IN131013	9	7	2	6	1	23	2	2	2
IN131013	10	7	2	6	1	23	2	2	2
IN131013	11	6	2	5	1	23	2	2	1
IN131013	12	6	2	5	1	23	2	2	1
IN131013	13	9	1	6	1	23	2	2	4
IN131013	14	5	1	5	1	23	2	2	1
IN131014	1	70	2	3	2	0	2	2	0
IN131014	2	41	1	1	2	25	2	1	15
IN131014	3	25	2	1	2	25	2	1	12
IN131014	28	4	2	5	 	 	2	 	0
IN131015	1	33	1	1	2	23	2	1	5
IN131015	2	28	2	1	2	0	2	1	0
IN131015	3	10	1	5	1	24	2	2	6
IN131015	28	3	2	5	 	 	2	 	0
IN131016	1	45	1	1	2	25	2	1	15
IN131016	2	35	2	1	2	25	2	1	12
IN131016	3	11	1	5	1	24	2	2	6
IN131017	1	60	2	3	2	0	2	2	0
IN131017	2	33	1	1	2	23	2	1	5
IN131017	3	27	2	1	2	23	2	1	5
IN131017	4	8	1	5	1	23	2	2	3
IN131018	1	70	1	3	2	23	2	2	5
IN131018	2	60	2	3	2	0	2	2	0
IN131018	3	40	1	1	2	24	2	1	7
IN131018	4	30	2	1	2	0	2	1	0
IN131018	5	13	2	5	1	25	2	2	8
IN131018	6	10	2	5	1	23	2	2	5
IN131019	1	40	1	1	2	23	2	1	5
IN131019	2	35	2	2	2	0	2	1	0
IN131019	3	30	2	1	2	0	2	1	0
IN131019	4	16	2	5	2	24	2	2	7
IN131019	5	12	1	5	1	24	2	2	6
IN131019	6	11	1	5	1	24	2	2	6
IN131019	7	6	1	5	1	23	2	2	1
IN131020	1	45	1	1	2	0	2	1	0
IN131020	2	35	2	1	2	0	2	2	0
IN131020	3	14	1	4	2	0	2	2	0
IN131020	4	12	1	5	2	0	2	1	0
IN131020	5	10	2	5	2	0	2	2	0
IN131021	1	60	1	3	2	0	2	1	0
IN131021	2	40	1	1	2	0	2	1	0
IN131021	3	30	2	1	2	0	2	1	0
IN131021	4	10	1	5	1	24	2	2	6
IN131022	1	70	2	3	2	0	2	2	0
IN131022	2	45	1	1	2	0	2	1	0
IN131022	3	40	2	1	2	0	2	1	0
IN131022	4	15	1	5	1	25	2	2	9
IN131022	5	12	2	5	1	24	2	2	6
IN131022	6	11	2	5	1	24	2	2	6
IN131022	7	10	1	5	1	23	2	2	5
IN131023	1	50	1	2	2	22	1	2	0
IN131023	2	40	2	1	2	0	2	1	0
IN131023	3	30	1	5	2	0	2	2	0
IN131023	4	25	1	5	2	24	2	2	6
IN131023	5	20	1	5	2	24	2	2	7
IN131023	6	11	2	5	2	23	2	2	5
IN131023	7	11	2	5	2	23	2	2	3
IN131024	1	36	1	1	2	25	2	1	10
IN131024	2	24	2	1	2	23	2	1	5
IN131024	3	10	2	5	1	23	2	1	5
IN131024	4	6	1	5	1	23	2	2	1
IN131025	1	65	2	3	2	0	2	1	0
IN131025	2	60	1	3	2	0	2	1	0
IN131025	3	55	1	4	2	0	2	1	0
IN131025	4	38	1	1	2	25	2	1	10
IN131025	5	32	2	1	2	23	2	1	5
IN131025	6	14	2	5	2	0	2	2	0
IN131025	7	12	2	5	1	24	2	2	6
IN131025	8	10	1	5	1	22	2	2	0
IN131026	1	70	2	7	2	0	2	1	0
IN131026	2	65	1	3	2	0	2	1	0
IN131026	3	55	2	3	2	0	2	1	0
IN131026	4	50	1	1	2	0	2	1	0
IN131026	5	45	2	1	2	0	2	1	0
IN131026	6	35	1	6	2	0	2	2	0
IN131026	7	28	1	6	2	0	2	1	0
IN131026	8	17	2	4	2	24	2	2	7
IN131026	9	13	2	5	1	24	2	2	6
IN131026	10	6	2	5	1	23	2	2	3
IN131026	28	4	1	5	 	 	2	 	0
IN131026	29	1	1	5	 	 	2	 	0
IN131027	1	38	1	1	2	24	2	1	7
IN131027	2	31	2	1	2	24	2	1	7
IN131027	3	11	1	5	1	24	2	2	6
IN131028	1	70	1	3	2	0	2	1	0
IN131028	2	65	2	3	2	0	2	1	0
IN131028	3	45	1	1	2	0	2	1	0
IN131028	4	35	2	1	2	0	2	1	0
IN131028	5	30	1	4	2	0	2	1	0
IN131028	6	22	2	4	2	24	2	1	7
IN131028	7	17	1	5	2	23	2	2	5
IN131028	8	16	2	5	2	23	2	2	5
IN131028	9	13	2	5	2	23	2	2	5
IN131028	10	10	2	5	2	23	2	2	5
IN131028	11	9	1	5	1	23	2	2	4
IN131028	28	4	2	6	 	 	2	 	0
IN131028	29	1	2	6	 	 	2	 	0
IN131029	1	60	2	3	2	0	2	2	0
IN131029	2	26	2	1	2	0	2	1	0
IN131029	3	30	1	1	2	22	1	2	0
IN131029	28	4	1	5	 	 	2	 	0
IN131030	1	45	1	1	2	22	1	2	0
IN131030	2	35	2	1	2	22	2	1	0
IN131030	3	10	2	5	1	24	2	2	6
IN131030	4	9	1	5	1	23	2	2	5
IN131031	1	37	1	1	2	24	2	1	7
IN131031	2	28	2	1	2	0	2	1	0
IN131031	3	7	2	5	1	23	2	2	3
IN131032	1	60	1	3	2	0	2	2	0
IN131032	2	55	2	3	2	0	2	1	0
IN131032	3	40	1	1	2	23	2	1	5
IN131032	4	35	2	1	2	0	2	1	0
IN131032	5	10	2	5	1	23	2	2	5
IN131032	28	3	1	5	 	 	2	 	0
IN131032	29	1	2	5	 	 	2	 	0
IN131033	1	70	2	3	2	0	2	1	0
IN131033	2	40	1	1	2	0	2	1	0
IN131033	3	35	2	1	2	0	2	1	0
IN131033	4	12	2	5	1	22	2	2	0
IN131033	5	10	1	5	1	23	2	2	5
IN131034	1	73	2	3	2	22	2	2	0
IN131034	2	50	1	1	2	24	2	1	7
IN131034	3	38	2	1	2	0	2	1	0
IN131034	4	19	1	5	1	25	2	2	12
IN131034	5	14	1	5	1	25	2	2	9
IN131034	6	12	1	5	2	23	2	2	5
IN131034	7	9	1	5	1	23	2	2	5
IN131035	1	70	1	3	2	0	2	1	0
IN131035	2	35	1	1	2	23	2	1	5
IN131035	3	30	2	1	2	0	2	1	0
IN131035	4	11	1	5	1	24	2	2	6
IN131035	5	9	2	5	1	23	2	2	4
IN131036	1	40	1	1	2	0	2	1	0
IN131036	2	30	2	1	2	0	2	1	0
IN131036	3	11	2	5	1	24	2	2	6
IN131036	4	10	2	5	1	23	2	2	5
IN131036	5	5	1	5	1	0	2	2	0
IN131037	1	35	1	1	2	0	2	1	0
IN131037	2	30	2	1	2	0	2	1	0
IN131037	3	13	1	5	1	25	2	2	8
IN131037	4	11	2	5	1	24	2	2	6
IN131037	5	9	2	5	1	23	2	2	4
IN131038	1	70	2	3	2	0	2	2	0
IN131038	2	32	1	1	2	23	2	1	5
IN131038	3	26	2	1	2	0	2	1	0
IN131038	4	9	1	5	1	23	2	2	4
IN131038	28	4	1	5	 	 	2	 	0
IN131039	1	40	1	1	2	24	2	1	7
IN131039	2	30	2	1	2	0	2	1	0
IN131039	3	25	1	4	2	0	2	1	0
IN131039	4	20	2	5	1	24	2	2	6
IN131039	5	20	1	4	2	25	1	2	10
IN131039	6	12	2	5	1	23	2	2	5
IN131039	7	10	2	5	1	23	2	2	5
IN131039	8	6	1	5	1	23	2	2	1
IN131040	1	45	1	1	2	25	2	1	12
IN131040	2	40	2	1	2	25	2	1	12
IN131040	3	9	2	5	1	23	2	2	4
IN131040	4	6	2	5	1	23	2	2	1
IN131041	1	70	1	3	2	0	2	1	0
IN131041	2	40	1	2	2	23	2	1	3
IN131041	3	30	2	1	2	23	2	1	5
IN131041	4	13	1	5	1	25	2	2	8
IN131041	5	11	1	5	1	24	2	2	6
IN131042	1	60	2	3	2	0	2	1	0
IN131042	2	31	1	1	2	0	2	1	0
IN131042	3	28	2	1	2	0	2	1	0
IN131042	4	18	1	4	2	0	2	2	0
IN131042	5	5	2	5	1	23	2	2	1
IN131042	28	3	2	5	 	 	2	 	0
IN131042	29	1	1	5	 	 	2	 	0
IN131043	1	38	1	1	2	23	2	1	5
IN131043	2	30	2	1	2	0	2	1	0
IN131043	3	15	2	5	1	25	2	2	12
IN131043	4	15	1	5	1	25	2	2	10
IN131044	1	55	1	3	2	0	2	1	0
IN131044	2	48	2	3	2	0	2	1	0
IN131044	3	35	1	1	2	25	2	1	10
IN131044	4	30	2	1	2	25	2	1	10
IN131044	5	16	1	4	1	25	2	1	12
IN131044	6	14	1	4	1	25	2	2	9
IN131044	7	6	2	5	1	23	2	2	1
IN131045	1	90	2	3	2	0	1	2	0
IN131045	2	35	1	1	2	23	2	1	5
IN131045	3	30	2	1	2	0	2	1	0
IN131045	4	10	1	5	1	23	2	2	5
IN131045	5	9	2	5	1	23	2	2	4
IN131046	1	35	1	1	2	24	2	1	7
IN131046	2	33	2	1	2	24	2	1	7
IN131046	3	13	1	5	1	25	2	2	9
IN131046	4	11	1	5	1	24	2	2	6
IN131047	1	60	1	3	2	0	2	2	0
IN131047	2	55	2	3	2	0	2	2	0
IN131047	3	40	1	4	2	22	2	2	0
IN131047	4	35	2	4	2	22	2	2	0
IN131047	5	30	1	1	2	0	2	1	0
IN131047	6	28	2	1	2	0	2	1	0
IN131047	7	25	1	4	2	24	2	2	7
IN131047	8	20	1	4	1	25	2	2	12
IN131047	9	7	1	6	1	23	2	2	2
IN131047	28	4	1	5	 	 	2	 	0
IN131047	29	3	2	6	 	 	2	 	0
IN131048	1	35	1	1	2	0	2	1	0
IN131048	2	28	2	1	2	0	2	1	0
IN131048	3	10	2	5	1	24	2	2	6
IN131048	4	5	2	5	1	23	2	2	1
IN131048	28	3	2	5	 	 	2	 	0
IN131048	29	2	1	5	 	 	2	 	0
IN131049	1	38	1	1	2	23	2	1	5
IN131049	2	29	2	1	2	0	2	1	0
IN131049	3	5	1	5	2	0	2	2	0
IN131050	1	30	1	1	2	23	2	1	5
IN131050	2	28	2	1	2	0	2	1	0
IN131050	3	5	2	5	1	23	2	2	1
IN131050	28	3	1	5	 	 	2	 	0
IN141001	1	50	1	1	2	24	2	2	7
IN141001	2	28	1	5	2	25	2	2	12
IN141001	3	24	2	13	2	24	1	2	7
IN141001	4	22	1	5	2	0	2	2	0
IN141001	5	20	2	5	2	24	2	2	7
IN141001	6	19	2	5	2	24	2	2	7
IN141001	7	18	2	5	1	25	2	2	8
IN141001	8	16	2	5	1	25	2	2	9
IN141001	28	3	1	6	 	 	2	 	0
IN141002	1	38	1	1	2	0	2	1	0
IN141002	2	32	2	1	2	0	2	2	0
IN141003	1	38	1	1	2	24	2	1	7
IN141003	2	30	2	1	2	24	2	1	7
IN141003	3	13	2	5	1	24	2	2	6
IN141003	4	11	2	5	1	23	2	2	3
IN141003	5	9	1	5	1	23	2	2	2
IN141004	1	38	1	1	2	0	2	2	0
IN141004	2	30	2	1	2	0	2	2	0
IN141004	3	14	1	5	1	24	2	2	6
IN141004	4	12	1	5	1	24	2	2	6
IN141004	5	10	1	5	1	23	2	2	5
IN141005	1	46	1	1	2	24	2	1	7
IN141005	2	39	2	1	2	0	2	1	0
IN141005	3	23	1	5	2	25	2	2	11
IN141005	4	19	1	5	1	25	2	2	12
IN141005	5	17	1	5	1	25	2	2	11
IN141005	6	13	1	5	1	24	2	2	6
IN141005	7	9	1	5	1	23	2	2	5
IN141006	1	40	1	1	2	25	2	2	10
IN141006	2	36	2	1	2	24	2	2	7
IN141006	3	9	2	5	1	23	2	2	4
IN141006	4	6	1	5	1	22	2	2	0
IN141007	1	60	1	3	2	0	2	2	0
IN141007	2	40	1	1	2	25	2	1	10
IN141007	3	30	2	1	2	0	2	1	0
IN141007	4	12	1	5	1	23	2	2	5
IN141007	5	5	2	5	1	22	2	2	0
IN141008	1	40	1	1	2	25	2	2	12
IN141008	2	35	2	1	2	0	2	2	0
IN141008	3	14	2	5	1	25	2	2	9
IN141008	4	12	2	5	1	24	2	2	6
IN141008	5	9	2	5	1	23	2	2	4
IN141008	6	6	1	5	1	22	2	2	0
IN141009	1	35	1	1	2	25	2	1	9
IN141009	2	24	2	1	2	24	2	1	7
IN141009	3	6	2	5	1	0	2	2	0
IN141009	28	4	1	5	 	 	2	 	0
IN141010	1	36	1	1	2	25	2	1	10
IN141010	2	32	2	1	2	25	2	1	12
IN141010	3	11	1	5	1	24	2	2	6
IN141011	1	42	1	1	2	25	2	1	12
IN141011	2	35	2	1	2	24	2	1	7
IN141011	3	11	2	5	1	24	2	2	6
IN141011	4	5	2	5	1	22	2	2	0
IN141012	1	52	1	1	2	25	2	1	12
IN141012	2	49	2	1	2	25	2	1	10
IN141012	3	27	1	5	2	25	2	2	10
IN141012	4	19	2	5	2	24	2	2	7
IN141012	5	17	2	5	2	23	2	2	5
IN141012	6	15	1	5	1	25	2	2	12
IN141012	7	13	2	5	1	25	2	2	10
IN141012	8	11	1	5	1	25	2	2	8
IN141012	9	9	1	5	1	23	2	2	3
IN141013	1	28	2	1	2	0	2	2	0
IN141013	2	10	2	5	1	23	2	2	3
IN141013	3	6	1	5	1	22	2	2	0
IN141013	28	4	1	5	 	 	2	 	0
IN141014	1	36	1	1	2	25	2	1	12
IN141014	2	28	2	1	2	0	2	2	0
IN141014	3	6	1	5	1	23	2	2	1
IN141014	28	3	1	5	 	 	2	 	0
IN141015	1	30	1	1	2	24	2	2	7
IN141015	2	26	2	1	2	0	2	1	0
IN141015	28	4	2	5	 	 	2	 	0
IN141016	1	42	1	1	2	24	2	2	7
IN141016	2	33	2	1	2	25	2	2	12
IN141016	3	13	1	5	1	24	2	2	6
IN141016	4	6	1	5	1	22	2	2	0
IN141017	1	65	1	3	2	22	2	2	0
IN141017	2	40	1	1	2	23	2	2	5
IN141017	3	29	2	1	2	24	2	2	7
IN141017	4	12	2	5	1	24	2	2	6
IN141017	5	10	2	5	1	23	2	2	4
IN141017	6	6	2	5	1	22	2	2	0
IN141017	28	3	1	5	 	 	2	 	0
IN141018	1	53	1	1	2	0	2	1	0
IN141018	2	47	2	1	2	0	2	2	0
IN141018	3	27	1	5	2	0	2	1	0
IN141018	4	24	2	6	2	24	2	2	7
IN141018	5	20	2	5	2	24	2	2	7
IN141018	6	17	2	5	1	24	2	2	7
IN141018	7	6	2	6	1	22	2	2	0
IN141019	1	32	1	1	2	23	2	2	5
IN141019	2	25	2	1	2	24	2	2	7
IN141019	3	12	1	5	1	23	2	2	4
IN141019	4	6	1	5	1	23	2	2	2
IN141020	1	35	1	1	2	24	2	1	7
IN141020	2	29	2	1	2	24	2	1	7
IN141020	3	11	1	5	1	23	2	2	5
IN141021	1	50	1	1	2	0	2	2	0
IN141021	2	40	2	2	2	0	2	2	0
IN141021	3	25	1	5	2	25	2	2	15
IN141021	4	19	2	 	2	25	2	2	12
IN141022	1	32	1	1	2	0	2	1	0
IN141022	2	28	2	1	2	0	2	2	0
IN141022	3	12	1	5	1	23	2	2	1
IN141022	28	3	2	5	 	 	2	 	0
IN141023	1	28	1	1	2	25	2	2	12
IN141023	2	25	2	1	2	0	2	2	0
IN141023	28	4	2	5	 	 	2	 	0
IN141024	1	68	2	3	2	0	2	2	0
IN141024	2	32	1	1	2	25	2	2	12
IN141024	3	27	2	1	2	24	2	1	7
IN141024	4	5	2	5	1	22	2	2	0
IN141025	1	48	1	1	2	25	2	1	12
IN141025	2	39	2	1	2	24	2	1	7
IN141025	3	13	1	5	1	23	2	2	4
IN141025	4	11	1	5	1	24	2	2	6
IN141026	1	40	1	1	2	25	2	2	10
IN141026	2	35	2	1	2	24	2	1	7
IN141026	3	14	2	5	1	25	2	2	10
IN141026	4	12	2	5	1	24	2	2	6
IN141027	1	70	1	3	2	0	2	2	0
IN141027	2	37	1	2	2	24	2	1	7
IN141027	3	33	2	1	2	23	2	1	5
IN141027	4	12	2	5	1	24	2	2	6
IN141028	1	60	1	3	2	 	2	2	 
IN141028	2	55	2	3	2	22	2	2	0
IN141028	3	37	1	1	2	25	2	2	12
IN141028	4	27	2	1	2	25	2	2	10
IN141028	5	6	1	5	1	22	2	2	0
IN141029	1	67	2	3	2	0	2	2	0
IN141029	2	45	1	1	2	25	2	1	11
IN141029	3	37	2	1	2	24	2	1	7
IN141029	4	6	1	5	1	22	2	2	0
IN141029	28	4	1	5	 	 	2	 	0
IN141030	1	60	2	3	2	0	2	2	0
IN141030	2	37	1	1	2	25	2	1	15
IN141030	3	28	2	1	2	25	2	1	15
IN141030	4	5	1	5	1	22	2	2	0
IN141031	1	35	1	1	2	25	2	2	12
IN141031	2	28	2	1	2	25	2	2	10
IN141031	3	11	2	5	1	24	2	2	6
IN141032	1	35	1	1	2	25	2	2	12
IN141032	2	28	2	1	2	25	2	2	10
IN141033	1	35	1	1	2	25	2	2	10
IN141033	2	28	2	1	2	24	2	1	7
IN141033	3	7	1	5	1	23	2	2	3
IN141033	28	1	1	5	 	 	2	 	0
IN141034	1	35	1	1	2	25	2	2	12
IN141034	2	30	2	1	2	23	2	2	5
IN141035	1	45	1	1	2	24	2	2	7
IN141035	2	38	2	1	2	25	2	1	10
IN141035	3	10	2	5	1	23	2	2	5
IN141036	1	70	1	3	2	23	2	1	5
IN141036	2	63	2	3	2	0	2	1	0
IN141036	3	42	1	1	2	25	2	1	15
IN141036	4	40	1	4	2	25	2	2	15
IN141036	5	38	2	1	2	24	2	1	7
