childid	id	memsex	age	relate	livhse	hsstrtr3	stryrr3	strmthr3	grader3	stillr3	whynotr3	agegrdr3	grdrpr3	perfr3	feesr3	disabr3	actr3	monthsr3	daysr3	hoursr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3	nmechsr3	neg1day	ineg1w	ineg1wag	ineg2day	ineg2w	ineg2wag
IN181004	5	1	76	6	1	 	 	 	 	 	 	 	 	 	 	0	4	10	20	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181005	0	1	15	0	1	1	5	11	8	1	 	 	 	2	70	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181005	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	20	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181005	2	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	22	8	 	 	 	 	 	 	 	 	 	28	 	2280	0	10	 
IN181005	3	1	17	7	1	1	6	8	9	1	 	 	 	2	5400	0	17	10	24	7	9	0	0	0	0	8	5	4	 	 	 	 	 	 	 
IN181005	4	1	13	7	1	1	5	0	7	1	 	 	 	2	70	0	17	10	24	7	9	0	0	0	0	8	5	4	 	 	 	 	 	 	 
IN181006	0	2	15	0	1	1	7	0	8	1	 	 	 	2	100	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181006	1	1	66	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181006	2	2	57	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181006	3	1	42	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181006	4	2	32	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181006	5	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	4	12	30	9	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181006	6	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	8	23	8	 	 	 	 	 	 	 	 	 	6	 	447	8	 	917
IN181006	7	1	14	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181006	8	1	11	7	1	1	5	0	5	0	24	10	6	 	 	0	17	10	24	8	9	0	0	0	0	0	0	15	 	 	 	 	 	 	 
IN181006	28	1	10	7	1	1	5	6	4	1	 	 	 	2	5	0	17	 	 	 	8	0	0	0	0	8	1	7	 	 	 	 	 	 	 
IN181006	29	1	8	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181007	0	2	15	0	1	1	5	4	9	1	 	 	 	2	250	0	17	10	23	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181007	1	1	92	6	1	 	 	 	 	 	 	 	 	 	 	0	17	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181007	2	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	25	8	 	 	 	 	 	 	 	 	 	12	 	1033	14	 	1215
IN181007	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	20	8	 	 	 	 	 	 	 	 	 	22	 	1970	23	 	2080
IN181007	4	1	12	7	1	1	5	0	6	1	 	 	 	2	150	0	17	10	23	8	8	1	2	0	0	8	2	3	 	 	 	 	 	 	 
IN181007	28	2	8	7	1	1	5	0	3	1	 	 	 	2	100	0	17	10	23	8	9	0	1	0	0	8	2	4	 	 	 	 	 	 	 
IN181008	0	1	15	0	1	1	5	0	9	1	 	 	 	3	50	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181008	1	2	72	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181008	2	1	52	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	20	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181008	3	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	15	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181008	4	1	22	7	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181008	5	2	17	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181008	6	1	14	7	1	1	5	2	8	1	 	 	 	3	50	0	17	10	24	7	8	0	1	0	0	7	3	5	 	 	 	 	 	 	 
IN181009	0	1	15	0	1	1	7	0	8	1	 	 	 	2	60	0	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181009	1	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	13	12	27	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181009	2	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181009	3	1	37	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181009	4	2	29	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181009	5	1	18	7	2	 	 	 	 	 	 	 	 	 	 	0	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181009	6	2	13	7	1	1	6	2	6	1	 	 	 	2	4000	0	17	10	24	9	9	0	1	0	0	9	2	3	 	 	 	 	 	 	 
IN181009	7	2	4	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181010	0	2	15	0	1	1	7	0	8	1	 	 	 	2	76	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181010	1	1	52	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181010	2	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	10	12	29	10	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181010	3	1	16	7	1	1	5	0	8	1	 	 	 	2	 	0	17	10	25	8	8	0	2	0	0	8	2	4	 	 	 	 	 	 	 
IN181011	0	1	15	0	1	1	5	0	10	1	 	 	 	2	60	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181011	1	1	77	6	4	 	 	 	 	 	 	 	 	 	 	0	5	8	9	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181011	2	1	47	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	28	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181011	3	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181011	4	2	24	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181011	5	1	21	7	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181012	0	1	15	0	1	1	5	0	9	0	31	15	10	 	 	0	17	6	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181012	1	2	57	6	1	 	 	 	 	 	 	 	 	 	 	0	9	12	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181012	2	1	37	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	26	6	 	 	 	 	 	 	 	 	 	0	1	 	0	1	 
IN181012	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	20	2	 	 	 	 	 	 	 	 	 	0	14	 	0	14	 
IN181012	4	2	14	7	1	1	5	2	9	1	 	 	 	2	70	0	17	10	24	9	9	0	2	0	0	9	2	2	 	 	 	 	 	 	 
IN181012	5	2	13	7	1	1	5	0	8	1	 	 	 	2	60	0	17	10	25	9	9	0	1	0	0	9	2	3	 	 	 	 	 	 	 
IN181013	0	1	15	0	1	1	6	11	7	0	8	13	8	 	 	0	12	6	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181013	1	2	66	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181013	2	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	7	18	8	 	 	 	 	 	 	 	 	 	 	 	781	 	 	2000
IN181013	3	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	12	4	12	8	 	 	 	 	 	 	 	 	 	0	11	88	 	 	922
IN181013	4	1	17	7	2	1	6	0	1	0	8	8	2	 	 	0	12	12	26	9	8	0	4	0	9	0	0	3	 	 	 	 	 	 	 
IN181013	28	1	11	7	1	1	6	2	3	1	 	 	 	2	 	0	17	10	24	8	10	0	1	0	0	8	1	4	 	 	 	 	 	 	 
IN181014	0	1	15	0	1	1	5	9	9	1	 	 	 	3	 	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181014	1	1	45	1	1	 	 	 	 	 	 	 	 	 	 	0	6	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181014	2	2	36	1	1	 	 	 	 	 	 	 	 	 	 	0	6	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181014	3	1	62	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181014	4	2	55	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181014	5	2	39	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181014	6	1	6	7	1	1	5	4	0	1	 	 	 	3	 	0	17	10	24	7	10	0	0	0	0	7	2	5	 	 	 	 	 	 	 
IN181015	0	2	15	0	1	1	5	0	10	1	 	 	 	2	70	0	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181015	1	2	71	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181015	2	1	55	1	1	 	 	 	 	 	 	 	 	 	 	0	1	7	25	9	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181015	3	2	47	1	1	 	 	 	 	 	 	 	 	 	 	0	1	7	20	8	 	 	 	 	 	 	 	 	 	0	11	 	0	11	 
IN181015	4	1	31	7	2	 	 	 	 	 	 	 	 	 	 	0	12	11	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181015	5	1	28	7	2	 	 	 	 	 	 	 	 	 	 	0	12	10	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181015	6	1	25	7	1	 	 	 	 	 	 	 	 	 	 	0	13	10	30	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181015	7	1	5	15	1	0	 	 	 	 	 	 	 	 	 	0	17	 	 	 	9	0	0	0	0	5	0	10	 	 	 	 	 	 	 
IN181015	8	2	22	16	1	 	 	 	 	 	 	 	 	 	 	0	12	10	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	0	2	15	0	1	1	5	0	10	1	 	 	 	2	250	0	17	10	23	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	1	1	77	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	2	2	67	6	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	3	1	45	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	4	2	37	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	5	1	40	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	6	2	35	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	7	1	36	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	8	2	29	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	9	1	32	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	10	2	26	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	11	1	28	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	12	2	25	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	13	2	18	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	14	1	14	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	15	1	13	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	28	1	10	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	29	1	10	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	30	2	11	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	31	1	35	13	1	 	 	 	 	 	 	 	 	 	 	0	11	12	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	32	2	30	13	1	 	 	 	 	 	 	 	 	 	 	0	13	12	30	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	33	2	60	5	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	34	1	4	16	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	35	1	30	13	1	 	 	 	 	 	 	 	 	 	 	0	12	7	20	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	36	2	25	13	1	 	 	 	 	 	 	 	 	 	 	0	12	7	15	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181016	37	2	4	16	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181017	0	1	15	0	1	1	5	0	9	1	 	 	 	2	150	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181017	1	1	65	5	1	 	 	 	 	 	 	 	 	 	 	0	5	10	20	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181017	2	2	52	5	1	 	 	 	 	 	 	 	 	 	 	5	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181017	3	2	37	13	1	 	 	 	 	 	 	 	 	 	 	0	5	10	18	8	 	 	 	 	 	 	 	 	 	54	 	4314	58	 	4700
IN181017	4	2	35	1	1	 	 	 	 	 	 	 	 	 	 	0	15	12	28	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181017	5	2	18	14	1	 	 	 	 	 	 	 	 	 	 	0	19	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181017	6	1	17	7	1	1	5	6	10	1	 	 	 	2	2000	0	17	10	24	7	9	0	0	0	0	8	2	5	 	 	 	 	 	 	 
IN181017	7	1	45	1	2	 	 	 	 	 	 	 	 	 	 	0	13	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181018	0	2	15	0	1	1	7	7	5	0	31	12	6	 	0	0	5	10	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181018	1	1	52	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181018	2	1	17	7	1	1	5	0	7	0	31	14	8	 	0	0	13	12	30	9	8	0	1	9	0	0	0	6	 	 	 	 	 	 	 
IN181018	3	2	18	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181018	4	2	43	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181018	5	1	60	5	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	0	12	 	0	12	 
IN181018	6	2	55	5	1	 	 	 	 	 	 	 	 	 	 	0	13	9	30	9	 	 	 	 	 	 	 	 	 	7	 	679	0	10	 
IN181018	7	1	25	13	1	 	 	 	 	 	 	 	 	 	 	0	12	12	25	9	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181018	8	2	23	13	1	 	 	 	 	 	 	 	 	 	 	0	12	10	25	9	 	 	 	 	 	 	 	 	 	48	 	4608	2	 	180
IN181018	9	1	22	13	1	 	 	 	 	 	 	 	 	 	 	0	12	5	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181018	10	1	16	13	1	0	 	 	 	 	 	 	 	 	 	0	17	 	 	 	9	0	1	0	0	0	0	14	 	 	 	 	 	 	 
IN181018	11	2	3	16	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	0	2	15	0	1	1	7	0	8	1	 	 	 	2	0	0	17	10	24	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	1	2	97	17	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	2	1	71	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	3	2	47	5	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	4	1	37	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	5	2	32	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	6	1	32	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	7	1	24	13	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	8	1	48	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	9	 	 	 	 	 	 	 	 	 	10	 	820	0	10	 
IN181019	9	2	41	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	8	 	 	 	 	 	 	 	 	 	10	 	820	0	10	 
IN181019	10	1	21	7	1	 	 	 	 	 	 	 	 	 	 	0	11	6	25	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	11	1	10	7	1	1	6	9	3	1	 	 	 	2	0	0	17	10	24	8	9	0	0	0	0	8	1	5	 	 	 	 	 	 	 
IN181019	28	1	10	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181019	29	2	8	14	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181020	0	1	15	0	1	1	8	11	7	1	 	 	 	3	 	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181020	1	1	77	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	0	12	 	0	12	 
IN181020	2	1	52	1	1	 	 	 	 	 	 	 	 	 	 	0	1	10	20	5	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181020	3	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	6	15	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181020	4	1	14	7	1	1	7	7	7	1	 	 	 	2	 	0	17	10	24	7	10	0	1	1	0	8	2	2	 	 	 	 	 	 	 
IN181020	5	2	19	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181020	6	2	18	7	1	 	 	 	 	 	 	 	 	 	 	0	12	5	15	8	 	 	 	 	 	 	 	 	 	21	 	2360	18	 	1988
IN181021	0	2	15	0	1	1	5	1	7	1	 	 	 	2	5175	0	17	10	24	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181021	1	2	67	6	1	 	 	 	 	 	 	 	 	 	 	0	1	3	15	8	 	 	 	 	 	 	 	 	 	28	 	1400	15	 	1200
IN181021	2	1	35	1	1	 	 	 	 	 	 	 	 	 	 	0	13	9	15	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181021	3	2	32	1	1	 	 	 	 	 	 	 	 	 	 	0	1	9	20	8	 	 	 	 	 	 	 	 	 	16	 	800	11	 	880
IN181021	28	1	11	7	1	1	5	0	3	1	 	 	 	4	6600	0	17	10	24	8	9	0	0	0	0	8	2	5	 	 	 	 	 	 	 
IN181021	29	1	9	7	1	1	5	0	2	1	 	 	 	2	6600	0	17	10	24	8	9	0	0	0	0	8	1	6	 	 	 	 	 	 	 
IN181022	0	1	15	0	1	1	5	4	2	0	21	8	2	 	 	0	4	12	25	10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181022	1	2	87	6	1	 	 	 	 	 	 	 	 	 	 	0	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181022	2	1	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	15	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181022	3	2	37	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	18	8	 	 	 	 	 	 	 	 	 	18	 	1383	46	 	3650
IN181022	4	2	19	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181022	5	1	14	7	1	1	5	8	7	0	20	12	7	 	 	0	4	12	25	10	10	0	0	9	1	0	0	4	 	 	 	 	 	 	 
IN181022	28	2	11	7	1	1	5	5	2	0	22	9	2	 	 	0	17	 	 	 	10	0	2	0	0	0	0	12	 	 	 	 	 	 	 
IN181023	0	1	15	0	1	1	5	2	9	1	 	 	 	2	0	0	17	10	24	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181023	1	2	82	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181023	2	1	47	1	1	 	 	 	 	 	 	 	 	 	 	1	5	10	15	8	 	 	 	 	 	 	 	 	 	24	 	1934	5	 	450
IN181023	3	2	42	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	17	8	 	 	 	 	 	 	 	 	 	66	 	5355	12	 	964
IN181023	4	2	23	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181023	5	1	21	7	1	 	 	 	 	 	 	 	 	 	 	0	12	6	20	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181023	6	2	18	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181024	0	1	15	0	1	1	5	5	9	1	 	 	 	4	100	0	17	10	22	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181024	1	1	57	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	10	8	 	 	 	 	 	 	 	 	 	41	 	3282	17	 	1431
IN181024	2	2	47	1	1	 	 	 	 	 	 	 	 	 	 	0	5	10	12	8	 	 	 	 	 	 	 	 	 	53	 	4303	25	 	2040
IN181024	3	2	17	7	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181025	0	1	15	0	1	1	6	0	9	1	 	 	 	2	250	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181025	1	2	72	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181025	2	1	57	1	1	 	 	 	 	 	 	 	 	 	 	0	1	8	25	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181025	3	2	49	1	1	 	 	 	 	 	 	 	 	 	 	0	1	6	20	8	 	 	 	 	 	 	 	 	 	42	 	4743	9	 	890
IN181025	4	1	33	7	1	 	 	 	 	 	 	 	 	 	 	0	1	8	25	8	 	 	 	 	 	 	 	 	 	0	10	 	0	10	 
IN181025	5	2	27	16	1	 	 	 	 	 	 	 	 	 	 	0	5	4	20	8	 	 	 	 	 	 	 	 	 	49	 	5510	10	 	970
IN181025	6	2	19	7	1	 	 	 	 	 	 	 	 	 	 	0	5	5	20	8	 	 	 	 	 	 	 	 	 	7	 	615	0	10	 
IN181025	7	2	18	7	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181025	8	1	16	7	1	1	5	0	10	1	 	 	 	3	400	0	17	10	25	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181025	9	2	3	15	1	 	 	 	 	 	 	 	 	 	 	0	17	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181025	10	2	49	13	1	 	 	 	 	 	 	 	 	 	 	0	5	6	25	8	 	 	 	 	 	 	 	 	 	7	 	615	0	10	 
IN181025	28	2	8	15	1	1	5	0	1	1	 	 	 	2	1500	0	17	10	25	8	8	1	2	0	0	8	2	3	 	 	 	 	 	 	 
IN181025	29	2	2	15	1	 	 	 	 	 	 	 	 	 	 	0	17	12	30	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181026	0	1	15	0	1	1	5	9	1	0	20	7	2	 	 	0	4	12	22	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181026	1	1	77	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
IN181026	2	2	67	6	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
