CHILDID	SUPPRGID	SUPKNDR3	SUPWHOR3	SUPSRTR3	SUPENDR3	SUPFRQR3	SUPRIDR3	SUPEXPR3	SUPIMR301	SUPIMR302
IN161019	1	3	36	2006	99	4	1	4	2	88
IN161019	2	5	45	1999	99	4	1	4	6	88
IN161020	1	5	45	2009	2009	7	0	3	5	88
IN161020	2	3	36	2008	99	4	0	3	5	88
IN161021	1	3	36	2007	99	5	80	3	1	7
IN161021	2	12	36	2005	99	1	80	4	1	4
IN161021	3	5	45	2005	99	8	80	4	2	5
IN161022	1	3	36	2007	99	6	80	3	2	7
IN161023	1	5	45	2008	99	5	3	4	4	88
IN161023	2	16	36	2006	99	1	88	5	1	6
IN161024	1	3	36	2007	99	4	80	4	88	88
IN161024	2	19	36	2008	99	7	2	3	88	88
IN161025	1	3	36	2007	99	5	80	3	7	88
IN161025	2	5	45	2004	99	3	2	4	5	88
IN161025	3	16	46	2006	2006	1	80	4	6	1
IN161026	1	5	45	2005	99	8	80	3	1	5
IN161026	2	3	36	2007	99	6	80	2	2	88
IN161027	1	5	45	2005	99	8	80	4	1	4
IN161027	2	4	36	2007	9	5	80	4	7	2
IN161027	3	19	45	2004	99	3	80	4	5	88
IN161028	1	3	36	2007	99	5	80	3	7	88
IN161028	2	5	45	2005	99	3	2	4	2	5
IN161028	3	16	46	2006	99	1	80	4	4	6
IN161029	1	3	36	2007	99	5	80	4	7	88
IN161029	2	5	45	2007	99	3	2	4	5	88
IN161029	3	16	36	2006	99	1	80	4	6	4
IN161030	1	3	36	2007	99	5	80	4	5	88
IN161030	2	12	36	2006	99	1	0	5	6	88
IN161030	3	5	45	2009	2009	7	8	4	5	88
IN161031	1	5	45	2004	99	8	80	4	7	8
IN161031	2	3	36	2006	99	5	80	4	5	6
IN161031	3	19	36	2008	99	3	5	4	7	8
IN161033	1	19	36	2008	99	3	1	4	5	7
IN161033	2	3	36	2006	99	4	80	4	8	7
IN161034	1	3	36	2006	99	4	80	4	1	88
IN161034	2	5	45	2007	99	6	2	4	5	88
IN161034	3	12	36	2005	99	3	80	5	4	88
IN161035	1	5	45	2006	99	8	80	4	1	5
IN161035	2	3	36	2006	99	5	80	4	1	5
IN161035	3	19	36	2007	99	3	2	4	7	8
IN161036	1	5	45	2007	99	5	80	5	3	88
IN161036	2	19	36	2009	99	6	80	3	9	88
IN161036	3	16	36	1999	99	1	0	5	1	2
IN161037	1	3	36	2006	99	5	80	4	8	7
IN161037	2	5	45	2006	99	8	80	4	7	8
IN161038	1	5	45	2007	99	5	1	4	3	88
IN161038	2	12	36	2006	99	1	80	5	1	2
IN161038	3	19	36	2008	99	7	80	2	3	88
IN161039	1	5	45	2007	99	8	6	4	6	7
IN161039	2	16	36	2006	99	6	80	4	2	6
IN161039	3	3	36	2006	99	4	80	3	7	8
IN161039	4	19	36	2008	99	4	80	4	7	8
IN161040	1	5	45	2007	99	8	2	4	7	8
IN161040	2	3	36	2006	99	4	80	4	7	8
IN161040	3	19	36	2009	99	3	1	4	5	7
IN161041	1	3	36	2006	99	6	3	3	88	88
IN161041	2	5	45	2006	99	6	3	4	88	88
IN161041	3	12	36	2007	99	1	80	5	2	6
IN161041	4	19	36	2009	99	7	3	4	88	88
IN161042	1	5	45	2006	99	8	2	4	5	3
IN161042	2	16	36	2005	99	6	80	4	4	6
IN161042	3	3	36	2006	99	4	80	2	7	8
IN161042	4	19	36	2008	99	8	2	3	7	8
IN161043	1	5	45	2007	2007	7	2	3	5	88
IN161043	2	19	36	2009	99	7	1	2	5	88
IN161043	3	12	36	2005	99	1	0	5	4	6
IN161044	1	3	36	2007	99	5	80	4	1	7
IN161044	2	5	45	2005	99	3	3	4	2	5
IN161044	3	6	36	2007	99	3	2	4	3	4
IN161045	1	5	45	2006	99	8	6	4	8	7
IN161045	2	16	36	2005	99	6	0	4	4	2
IN161045	3	19	36	2009	99	3	1	4	5	8
IN161046	1	5	45	2009	2009	7	4	3	9	88
IN161046	2	3	36	2007	99	1	0	5	6	5
IN161046	3	19	36	2009	99	7	3	3	5	88
IN161047	1	3	36	2006	99	4	2	2	88	88
IN161047	2	5	45	2007	99	6	2	4	88	88
IN161047	3	12	36	2006	99	1	0	4	4	88
IN161048	1	3	36	2006	99	5	80	2	88	88
IN161048	2	5	45	2006	99	8	2	4	5	88
IN161048	3	12	36	2007	99	6	0	4	6	88
IN161049	1	3	36	2007	99	2	80	2	88	88
IN161049	2	19	36	2008	99	3	80	4	88	88
IN161050	1	3	36	2007	99	5	4	2	5	88
IN161050	2	19	36	2009	99	3	2	3	2	88
IN171002	1	16	36	2004	99	6	4	3	6	2
IN171003	1	19	36	2008	99	5	2	3	88	88
IN171003	2	16	36	1995	2004	6	4	3	6	88
IN171003	3	14	36	2005	99	2	2	3	88	88
IN171004	1	16	36	1996	99	6	5	3	4	2
IN171004	2	14	36	1992	99	3	80	3	2	88
IN171005	1	16	36	2000	99	6	0	3	2	6
IN171005	2	14	36	2008	99	3	80	3	2	88
IN171005	3	14	36	2009	99	2	2	3	88	88
IN171006	1	3	36	2007	99	5	80	4	2	4
IN171006	2	19	36	2001	99	3	80	4	5	88
IN171006	3	19	36	2004	99	3	80	3	2	1
IN171007	1	3	36	2006	99	5	80	1	4	2
IN171007	2	19	36	2001	99	3	1	1	1	88
IN171008	1	12	46	2004	99	1	0	4	1	88
IN171008	2	3	36	2006	99	7	2	4	4	1
IN171008	3	5	45	2004	99	3	8	5	3	88
IN171009	1	4	46	2005	99	1	28	4	4	7
IN171009	2	3	36	2008	99	3	0	4	5	1
IN171009	3	3	36	2008	99	3	1	4	1	2
IN171010	1	3	36	2007	99	5	2	5	4	2
IN171010	2	12	36	2005	99	1	4	5	4	6
IN171011	1	1	36	2008	2008	8	2	4	4	88
IN171011	2	5	45	2007	99	4	7	4	4	88
IN171011	3	12	46	2004	99	1	29	4	4	1
IN171011	4	3	36	2005	99	1	7	4	2	1
IN171012	1	16	46	2005	99	1	0	2	2	88
IN171012	2	5	45	2002	99	8	3	3	2	88
IN171012	3	19	43	2003	2006	1	6	2	1	88
IN171012	4	3	3	36	99	7	2	2	2	88
IN171014	1	16	36	2004	99	6	8	3	4	88
IN171014	2	19	36	2004	2007	3	1	4	88	88
IN171015	1	16	36	1998	2000	6	4	3	4	2
IN171015	2	19	36	2007	99	3	2	3	88	88
IN171016	1	12	46	2006	99	6	80	3	4	88
IN171016	2	19	36	2008	2008	6	1	4	3	88
IN171016	3	19	36	2008	2008	6	1	4	5	8
IN171017	1	16	36	1990	99	6	5	3	4	88
IN171017	2	19	36	2007	99	3	1	3	88	88
IN171018	1	3	36	2006	99	5	8	1	2	4
IN171018	2	19	36	2007	99	3	3	1	5	88
IN171019	1	3	36	2006	99	5	2	4	1	5
IN171019	2	12	46	2004	99	1	0	4	1	4
IN171019	3	5	45	2000	99	5	2	3	5	88
IN171020	1	16	46	2001	99	1	5	3	4	5
IN171020	2	3	36	2007	99	3	2	4	1	2
IN171021	1	12	46	2005	99	1	0	3	2	88
IN171021	2	14	36	2007	99	7	1	4	2	88
IN171022	1	16	36	2007	99	6	4	4	4	2
IN171023	1	16	36	2004	99	1	0	4	2	4
IN171023	2	3	36	2007	99	5	80	2	2	88
IN171024	1	14	36	2008	99	5	80	4	2	88
IN171024	2	19	36	2008	2009	5	4	4	9	88
IN171025	1	12	46	2004	99	1	0	4	2	88
IN171025	2	14	36	2008	99	7	1	3	1	88
IN171026	1	1	36	2000	99	6	3	4	1	5
IN171026	2	12	36	2007	99	6	6	4	6	4
IN171026	3	14	36	2007	99	7	4	3	88	88
IN171027	1	14	36	2007	99	7	1	4	2	88
IN171028	1	16	36	2008	99	3	0	4	4	88
IN171029	1	16	36	2002	99	1	0	1	6	2
IN171029	2	3	36	2008	99	3	1	1	1	2
IN171031	1	19	43	2009	99	8	28	3	1	88
IN171031	2	12	46	2004	99	1	0	4	1	6
IN171031	3	14	36	2006	99	5	3	4	2	88
IN171031	4	19	36	2006	99	3	1	4	5	88
IN171032	1	19	36	2008	2008	6	1	4	4	2
IN171032	2	12	46	2004	99	1	7	4	6	3
IN171032	3	12	36	2008	99	6	7	4	6	3
IN171033	1	6	36	2008	99	3	6	4	5	88
IN171033	2	3	36	2008	99	2	80	1	5	88
IN171034	1	16	36	2003	99	6	0	3	4	2
IN171034	2	6	36	2007	99	3	2	4	88	88
IN171035	1	16	36	2001	99	1	5	3	4	5
IN171035	2	19	36	2006	99	3	1	4	5	2
IN171036	1	16	46	2001	99	1	3	3	3	4
IN171036	2	19	36	2008	2008	7	0	5	1	2
IN171037	1	3	36	2007	99	7	2	4	5	88
IN171037	2	12	46	2005	99	1	0	4	2	88
IN171037	3	19	43	2000	2001	1	0	3	1	88
IN171038	1	14	36	2006	99	5	80	3	2	88
IN171038	2	16	46	2006	99	1	80	4	2	88
IN171039	1	16	36	1992	99	6	3	3	4	2
IN171040	1	3	36	2007	99	5	80	4	2	88
IN171040	2	16	46	2007	99	1	80	4	2	88
IN171041	1	3	36	2007	99	5	80	2	2	88
IN171041	2	16	46	2007	99	1	80	4	2	88
IN171042	1	12	46	2004	99	1	0	4	2	4
IN171042	2	19	36	2008	99	3	1	4	8	88
IN171043	1	12	46	2004	99	1	0	4	2	88
IN171043	2	19	43	2001	2002	1	0	3	1	88
IN171043	3	14	36	2007	99	7	1	2	2	88
IN171044	1	16	46	2001	99	1	0	4	4	5
IN171044	2	3	36	2009	99	3	3	3	1	2
IN171045	1	16	36	2006	99	6	0	3	4	2
IN171046	1	16	46	2001	99	1	0	3	3	4
IN171046	2	19	36	2008	2008	7	1	4	88	88
IN171047	1	12	46	2004	99	1	0	4	4	88
IN171047	2	19	36	2009	2009	8	2	3	9	88
IN171047	3	14	36	2007	99	5	3	4	3	5
IN171048	1	12	46	2004	99	1	0	3	2	88
IN171048	2	14	36	2006	99	7	2	4	2	88
IN171049	1	3	36	2007	99	5	80	4	2	88
IN171049	2	16	46	2007	99	1	80	4	2	88
IN171050	1	16	46	2007	99	6	3	3	4	2
IN181002	1	16	46	2007	99	1	80	4	2	88
IN181002	2	3	36	2007	99	6	80	4	2	88
IN181002	3	19	36	2008	99	3	1	4	2	88
IN181003	1	16	46	2007	99	1	80	4	2	88
IN181003	2	3	36	2007	99	6	80	3	2	88
IN181004	1	12	46	2005	99	1	0	4	2	88
IN181005	1	12	46	2004	99	1	3	4	6	3
IN181005	2	16	36	2004	99	1	3	4	2	4
IN181005	3	19	36	2008	2008	8	1	4	5	9
IN181006	1	16	46	2001	99	6	0	3	4	88
IN181006	2	19	36	2008	2008	5	5	4	5	88
IN181006	3	19	36	2007	99	1	0	4	2	88
IN181007	1	16	46	2000	99	1	0	4	3	4
IN181007	2	19	36	1999	99	3	1	5	5	1
IN181008	1	12	46	2004	99	1	0	4	6	1
IN181008	2	19	36	2008	2008	8	2	4	8	5
IN181008	3	19	36	2008	2008	8	2	4	5	3
IN181009	1	12	46	2009	99	1	0	3	6	88
IN181009	2	88	 	 	 	 	 	 	 	 
IN181010	1	16	46	2001	99	6	3	4	4	2
IN181010	2	19	36	2009	99	3	2	4	88	88
IN181011	1	12	46	2004	2009	1	0	4	1	2
IN181012	1	19	36	2009	2009	7	2	4	5	9
IN181012	2	12	46	2004	99	1	0	3	4	2
IN181013	1	12	46	2006	99	1	28	4	1	2
IN181013	2	19	36	2008	2008	7	3	3	9	88
IN181014	1	12	46	2004	99	1	0	3	2	4
IN181015	1	16	46	2007	2009	1	0	4	2	88
IN181015	2	3	36	2007	99	5	0	4	2	88
IN181015	3	19	36	2007	99	3	1	4	2	88
IN181016	1	16	46	2007	99	6	0	3	2	4
IN181016	2	19	36	2009	99	3	33	4	2	88
IN181016	3	19	36	2007	2009	1	0	4	2	88
IN181017	1	12	46	2004	99	1	5	3	1	2
IN181017	2	19	36	2008	2008	8	1	4	5	2
IN181018	1	16	46	2001	2008	6	2	3	2	4
IN181018	2	19	36	2008	99	3	5	4	88	88
IN181019	1	16	46	2007	99	1	0	4	2	88
IN181019	2	3	36	2007	99	4	80	4	2	88
IN181020	1	16	46	2004	99	1	0	3	2	4
IN181020	2	14	36	2006	99	5	5	3	1	2
IN181020	3	19	36	2007	99	3	1	4	5	88
IN181021	1	19	36	2008	2008	6	2	3	4	2
IN181021	2	19	36	2009	99	3	1	4	2	5
IN181023	1	12	46	2004	99	1	0	3	1	2
IN181023	2	6	36	2008	99	3	2	4	7	2
IN181024	1	12	46	2004	99	1	1	3	1	2
IN181025	1	16	46	2000	99	1	0	4	3	4
IN181025	2	19	36	2006	99	3	2	4	5	1
IN181026	1	1	36	2002	99	6	3	4	2	88
IN181026	2	5	45	2003	99	8	4	3	5	88
IN181027	1	16	36	2001	99	1	0	4	3	4
IN181028	1	12	46	2004	99	1	0	4	2	88
IN181028	2	1	36	2003	99	6	2	4	2	88
IN181029	1	12	46	2004	99	1	0	4	2	88
IN181029	2	14	36	2006	99	7	80	3	2	88
IN181029	3	1	36	2002	99	6	1	4	88	88
IN181030	1	12	36	2007	99	4	6	4	6	88
IN181030	2	12	46	2004	2009	1	6	4	2	88
IN181030	3	1	36	2002	99	4	2	4	1	88
IN181030	4	5	45	2004	99	3	3	3	88	88
IN181031	1	12	46	2004	99	1	28	4	2	88
IN181032	1	3	36	2007	99	7	2	3	1	2
IN181032	2	12	36	2006	99	6	4	2	4	88
IN181033	1	12	46	2005	99	1	0	4	2	88
IN181033	2	14	36	2008	99	7	1	3	2	88
IN181033	3	5	45	2006	99	6	2	3	5	88
IN181035	1	5	45	2004	99	8	6	3	2	88
IN181036	1	12	46	2004	99	1	0	3	1	2
IN181037	1	14	36	2008	99	2	2	3	2	88
IN181037	2	19	46	2000	2009	6	3	3	4	88
IN181038	1	3	36	2007	99	5	80	4	2	88
IN181039	1	12	46	2004	99	1	0	4	1	6
IN181040	1	16	46	2002	99	1	5	4	3	4
IN181041	1	3	36	2007	99	5	80	4	2	88
IN181041	2	16	46	2007	99	1	0	4	2	88
IN181041	3	19	36	2007	99	3	1	4	2	88
IN181042	1	12	46	2004	99	1	0	3	1	4
IN181044	1	16	46	2000	99	6	4	3	2	4
IN181044	2	19	36	2007	2008	6	2	2	2	88
IN181044	3	19	36	2006	2008	1	0	4	2	4
IN181045	1	19	36	2009	2009	7	2	4	9	88
IN181045	2	12	46	2004	99	1	0	4	2	88
IN181046	1	12	46	2006	2007	1	0	4	2	88
IN181046	2	1	36	2002	99	6	1	4	1	88
IN181047	1	3	36	2007	99	5	80	4	2	88
IN181047	2	16	46	2001	99	1	80	4	2	88
IN181048	1	16	46	2004	99	1	0	4	3	4
IN181049	1	16	46	2007	99	1	0	4	2	88
IN181050	1	12	46	2005	99	1	7	4	6	88
IN181050	2	13	49	99	99	1	0	4	9	88
IN191001	1	16	46	2007	99	6	0	4	2	4
IN191001	2	19	36	2008	99	1	0	4	2	4
IN191001	3	14	36	2007	99	3	1	3	2	5
IN191002	1	12	46	2004	99	1	0	4	4	3
IN191002	2	19	36	2007	99	3	6	4	5	2
IN191002	3	14	36	2006	99	7	1	4	1	2
IN191003	1	12	46	2006	99	1	28	3	1	2
IN191004	1	14	36	2006	99	7	80	3	2	88
IN191004	2	5	45	2004	99	8	2	3	2	88
IN191005	1	12	46	2004	99	1	0	4	2	88
IN191005	2	14	36	2006	99	7	80	3	2	88
IN191005	3	15	36	2002	99	6	2	3	2	88
IN191005	4	1	36	2002	99	6	1	3	2	88
IN191006	1	16	46	2007	99	1	80	4	2	88
IN191006	2	3	36	2007	99	5	80	4	2	88
IN191006	3	5	41	2000	99	5	2	5	4	88
IN191007	1	12	46	2004	99	1	0	4	2	88
IN191007	2	14	36	2007	99	7	80	3	2	88
IN191007	3	1	36	2000	99	6	1	3	1	2
IN191008	1	12	46	2004	99	1	0	4	1	2
IN191008	2	6	36	2007	99	3	9	4	88	88
IN191008	3	14	36	2006	99	7	88	2	88	88
IN191008	4	1	36	2004	99	8	3	3	2	88
IN191010	1	12	46	2004	99	1	4	4	3	4
IN191010	2	14	36	2007	99	3	2	4	1	2
IN191011	1	12	46	2004	2007	1	0	3	2	88
IN191011	2	19	43	2009	99	2	6	3	1	88
IN191012	1	12	36	2006	99	5	3	2	2	88
IN191012	2	19	36	2009	2009	8	3	4	6	88
IN191012	3	19	36	2003	99	3	1	4	5	88
IN191013	1	1	36	2002	99	6	2	4	88	88
IN191013	2	14	36	2006	99	7	2	4	88	88
IN191014	1	3	36	2007	99	5	2	3	2	88
IN191014	2	16	46	2007	99	5	80	4	2	88
IN191014	3	6	36	2007	99	3	0	4	4	88
IN191015	1	16	46	2007	99	1	0	3	2	88
IN191015	2	14	36	2007	99	3	1	3	2	88
IN191016	1	12	46	2004	99	1	0	4	2	88
IN191016	2	14	36	2006	99	7	1	3	2	88
IN191017	1	12	46	2004	99	1	0	3	1	2
IN191018	1	12	46	2004	99	1	0	3	1	2
IN191019	1	16	46	2007	99	6	4	3	4	88
IN191019	2	19	36	2007	2007	6	3	3	2	5
IN191020	1	12	46	2008	99	1	28	3	1	2
IN191021	1	12	46	2004	99	1	0	4	1	2
IN191021	2	1	36	2008	99	6	1	4	2	88
IN191021	3	19	36	2009	2009	7	80	4	1	88
IN191022	1	19	36	2007	99	3	3	4	2	5
IN191022	2	19	36	2009	99	4	80	3	2	88
IN191022	3	14	36	2008	99	2	80	3	2	5
IN191023	1	12	46	2004	99	1	2	3	1	2
IN191024	1	19	36	2009	2009	6	80	3	2	5
IN191024	2	19	36	2007	99	3	3	4	2	5
IN191024	3	16	46	2007	99	1	7	3	2	4
IN191025	1	3	36	2007	99	5	5	2	2	88
IN191026	1	19	36	2009	99	5	2	4	2	88
IN191026	2	16	46	2007	99	1	28	3	2	88
IN191026	3	12	36	2007	2007	1	0	2	4	6
IN191027	1	12	46	2004	99	1	0	3	6	1
IN191028	1	12	46	2004	99	1	0	3	1	2
IN191029	1	12	46	2004	99	1	0	4	3	4
IN191030	1	12	46	2007	99	1	0	4	3	4
IN191031	1	12	46	2004	99	1	0	2	4	2
IN191032	1	12	46	2004	99	1	0	3	4	2
IN191032	2	5	45	2008	99	5	4	4	1	5
IN191033	1	12	46	2004	99	1	0	3	2	4
IN191033	2	5	45	2000	99	5	3	3	4	5
IN191034	1	1	36	2002	99	6	1	3	1	2
IN191034	2	12	46	2004	99	1	0	3	2	88
IN191034	3	19	36	2008	99	3	1	4	88	88
IN191035	1	12	46	2004	99	1	3	3	2	88
IN191035	2	1	36	2003	99	8	1	3	88	88
IN191035	3	14	36	2007	99	7	1	3	2	88
IN191036	1	1	36	2005	99	6	1	4	2	88
IN191036	2	12	46	2004	99	1	0	4	2	88
IN191037	1	1	36	2006	99	6	1	3	2	88
IN191037	2	12	46	2004	99	1	0	3	2	88
IN191038	1	1	36	2005	99	6	1	4	2	88
IN191038	2	12	46	2004	99	1	4	3	2	88
IN191039	1	12	46	2004	99	1	4	4	2	88
IN191042	1	16	46	2007	99	1	0	4	2	88
IN191042	2	16	46	2007	99	6	0	3	4	88
IN191043	1	12	46	2004	99	1	3	4	2	88
IN191045	1	16	46	2007	99	1	4	4	2	88
IN191046	1	3	36	2007	99	5	80	4	2	88
IN191046	2	19	36	2009	99	3	1	4	2	88
IN191047	1	16	46	2007	99	1	5	3	2	88
IN191047	2	3	36	2007	99	5	2	4	2	88
IN191047	3	5	41	2005	99	5	2	4	5	88
IN191049	1	19	36	2008	99	5	3	4	1	5
IN191050	1	16	46	2007	99	1	4	3	2	88
IN191050	2	3	36	2007	99	5	2	4	2	88
IN201001	1	5	45	2009	2009	8	4	3	4	88
IN201001	2	5	48	2008	99	8	4	3	4	88
IN201002	1	15	49	2009	99	1	80	1	5	6
IN201003	1	5	45	2008	2008	8	2	3	4	88
IN201006	1	5	45	2008	99	8	2	3	4	88
IN201008	1	5	45	2009	99	8	4	3	4	88
IN201009	1	12	36	2007	99	6	5	4	4	88
IN201009	2	5	45	2009	2009	8	3	3	4	88
IN201010	1	5	48	2009	99	8	2	4	4	88
IN201013	1	19	36	2007	2007	8	80	3	4	88
IN201017	1	5	45	2008	99	3	2	4	5	88
IN201017	2	16	46	2006	99	1	80	4	4	88
IN201020	1	8	36	2007	2007	8	5	4	3	88
IN201020	2	12	47	2007	99	1	0	4	4	6
IN201020	3	5	45	2008	99	8	2	3	4	88
IN201021	1	5	44	2009	2009	8	2	3	4	88
IN201023	1	5	45	2009	2009	8	2	3	4	88
IN201023	2	5	48	2007	2008	8	2	3	4	88
IN201037	1	5	48	2008	99	8	3	3	4	88
IN201037	2	16	50	2009	99	6	5	4	4	88
IN201044	1	16	36	2007	2008	6	5	4	4	88
IN201048	1	16	36	2007	99	3	28	4	1	88
IN201049	1	5	48	2008	2009	8	1	3	1	5
IN201051	1	16	36	7777	99	6	29	3	4	88
