CHILDID	ACTIDR3	ACTR3	ACTOWNR3	ACTMTHR3	ACTDAYHR3	ACTHRSR3	PYMRECR3
IN151038	1	2	1	12	20	1	0
IN151039	1	2	1	11	20	2	0
IN151041	1	1	1	6	6	3	0
IN151041	2	1	2	6	3	8	1
IN151041	3	2	1	10	25	3	0
IN151042	1	2	1	12	10	2	0
IN151042	2	7	1	10	20	3	0
IN151043	1	7	1	12	25	10	1
IN151044	1	1	1	2	10	8	1
IN151044	2	2	1	12	22	2	0
IN151045	1	1	2	10	4	8	1
IN151045	2	2	1	10	28	4	0
IN151046	1	6	1	2	24	6	1
IN151047	1	2	1	11	25	2	0
IN151047	2	7	2	9	28	9	1
IN151048	1	2	1	10	20	1	0
IN151049	1	1	2	9	22	8	1
IN151049	2	6	2	2	21	6	1
IN161001	1	1	2	3	15	6	1
IN161001	2	2	1	12	30	3	0
IN161003	1	1	2	6	20	7	1
IN161003	2	2	1	10	28	2	0
IN161004	1	2	1	4	18	5	0
IN161004	2	1	1	2	8	8	1
IN161005	1	2	1	2	25	2	0
IN161006	1	2	1	12	30	3	0
IN161006	2	4	1	12	30	8	0
IN161007	1	6	1	12	24	10	1
IN161008	1	2	1	2	20	4	0
IN161009	1	1	1	3	10	4	1
IN161010	1	2	1	2	15	2	0
IN161011	1	1	1	6	6	8	0
IN161011	2	2	1	10	25	3	0
IN161012	1	6	1	3	18	7	1
IN161012	2	1	1	6	20	8	1
IN161012	3	2	1	12	26	4	0
IN161013	1	1	1	3	15	4	1
IN161014	1	2	1	6	20	4	0
IN161015	1	1	1	4	5	6	0
IN161015	2	2	1	6	28	3	0
IN161016	1	1	1	2	10	6	0
IN161017	1	2	1	2	15	4	0
IN161018	1	3	1	12	30	8	0
IN161018	2	2	1	12	30	4	0
IN161019	1	1	2	2	6	7	1
IN161019	2	6	2	1	6	4	1
IN161019	3	2	1	3	20	4	1
IN161020	1	2	1	12	28	9	0
IN161022	1	1	1	9	20	8	0
IN161022	2	2	1	12	25	3	0
IN161023	1	2	1	12	25	2	0
IN161024	1	1	2	9	8	20	0
IN161025	1	1	1	3	12	6	1
IN161026	1	1	2	6	20	8	1
IN161026	2	2	1	12	28	3	0
IN161026	3	6	2	4	17	7	1
IN161027	1	2	1	12	10	5	0
IN161028	1	2	1	12	24	2	0
IN161029	1	2	1	4	20	1	0
IN161030	1	2	1	4	15	3	0
IN161030	2	1	1	1	5	8	0
IN161031	1	1	1	6	10	2	0
IN161031	2	2	1	11	25	4	0
IN161032	1	1	2	10	25	8	1
IN161032	2	2	1	10	25	3	0
IN161032	3	3	1	10	28	1	0
IN161033	1	7	1	12	4	8	1
IN161033	2	2	1	12	20	2	0
IN161034	1	2	1	10	8	4	0
IN161035	1	2	1	12	25	2	0
IN161035	2	1	1	10	3	8	0
IN161036	1	1	1	6	5	8	1
IN161036	2	2	1	10	25	2	0
IN161038	1	2	1	2	20	2	0
IN161039	1	2	1	5	10	2	0
IN161040	1	2	1	12	26	1	0
IN161041	1	2	1	3	10	2	0
IN161042	1	2	1	12	20	2	1
IN161042	2	6	2	1	3	7	1
IN161043	1	2	1	4	15	4	0
IN161044	1	2	1	2	22	1	0
IN161045	1	2	1	12	30	2	0
IN161046	1	2	1	4	3	5	0
IN161047	1	2	1	12	18	1	0
IN161048	1	1	2	2	5	8	1
IN161048	2	2	1	10	15	3	0
IN161048	3	3	1	10	15	1	0
IN161049	1	2	1	12	22	4	0
IN161049	2	3	1	8	20	1	0
IN161049	3	1	1	3	3	4	0
IN161050	1	2	1	11	25	5	0
IN161050	2	1	1	5	10	8	1
IN171002	1	2	1	12	30	4	0
IN171002	2	5	1	1	9	1	0
IN171002	3	7	2	12	22	1	1
IN171003	1	2	1	4	20	2	0
IN171004	1	2	1	12	30	3	0
IN171005	1	2	1	12	24	1	0
IN171005	2	1	1	10	5	6	0
IN171006	1	2	1	12	25	3	0
IN171007	1	2	1	12	26	3	0
IN171008	1	1	1	1	8	4	1
IN171008	2	2	1	8	15	2	0
IN171008	3	1	2	8	3	7	1
IN171009	1	6	2	5	20	8	2
IN171009	2	1	1	4	15	8	0
IN171009	3	3	1	12	24	2	0
IN171009	4	2	1	12	20	2	0
IN171012	1	1	1	6	18	1	1
IN171012	2	2	1	12	20	1	1
IN171013	1	6	2	12	25	8	1
IN171013	2	2	1	9	15	2	0
IN171013	3	3	1	12	25	2	0
IN171014	1	2	1	10	25	2	0
IN171015	1	1	1	10	25	8	0
IN171015	2	2	1	12	30	2	0
IN171016	1	2	1	12	30	2	0
IN171017	1	2	1	10	30	6	0
IN171018	1	2	1	10	25	8	0
IN171018	2	1	1	1	20	8	1
IN171019	1	6	2	1	11	8	1
IN171019	2	1	1	1	4	3	0
IN171019	3	2	1	10	15	1	0
IN171019	4	1	2	1	1	8	1
IN171020	1	1	2	3	15	8	1
IN171020	2	2	1	10	20	1	2
IN171020	3	3	1	9	20	1	0
IN171021	1	1	1	5	4	6	0
IN171021	2	1	2	4	5	7	1
IN171022	1	1	2	10	25	8	1
IN171022	2	2	1	8	30	3	0
IN171023	1	2	1	12	20	2	0
IN171024	1	2	1	11	24	3	0
IN171025	1	2	1	12	25	2	0
IN171025	2	1	2	1	1	2	0
IN171025	3	1	2	1	2	6	1
IN171026	1	1	1	10	15	1	1
IN171026	2	2	1	10	10	1	1
IN171027	1	1	1	12	6	2	1
IN171027	2	2	1	12	25	1	0
IN171027	3	6	2	2	20	8	1
IN171028	1	2	1	5	15	3	0
IN171029	1	2	1	12	20	2	0
IN171031	1	2	1	8	20	1	0
IN171031	2	6	2	2	30	14	3
IN171032	1	5	1	12	25	4	0
IN171033	1	1	1	6	15	6	1
IN171033	2	2	1	12	26	3	0
IN171034	1	2	1	12	25	3	0
IN171035	1	2	1	10	20	2	0
IN171035	2	3	2	4	15	1	0
IN171035	3	1	1	3	10	1	0
IN171036	1	2	1	8	25	2	0
IN171037	1	6	2	1	2	8	1
IN171037	2	2	1	2	15	2	0
IN171038	1	2	1	12	24	2	0
IN171039	1	2	1	10	25	3	0
IN171040	1	2	1	12	20	3	0
IN171040	2	1	1	3	18	7	0
IN171041	1	2	1	12	20	2	0
IN171041	2	1	1	3	5	8	0
IN171042	1	1	1	6	3	3	0
IN171043	1	2	1	11	25	2	1
IN171043	2	1	1	3	9	2	1
IN171043	3	1	2	1	2	3	1
IN171044	1	3	1	10	20	1	2
IN171044	2	2	1	8	15	2	2
IN171045	1	2	1	10	26	3	0
IN171046	1	2	1	6	20	2	0
IN171046	2	1	1	2	10	2	0
IN171046	3	3	1	2	15	2	0
IN171047	1	1	2	2	7	8	1
IN171047	2	1	1	10	6	8	0
IN171047	3	1	1	2	20	8	0
IN171048	1	2	1	10	20	2	2
IN171048	2	1	1	2	2	4	2
IN171049	1	1	2	6	5	8	1
IN171049	2	2	1	12	20	2	0
IN171050	1	2	1	4	10	2	0
IN181002	1	1	2	10	18	8	1
IN181002	2	2	1	12	24	3	0
IN181003	1	2	1	10	20	2	0
IN181004	1	2	1	12	20	1	0
IN181004	2	1	1	4	3	1	0
IN181005	1	1	1	2	8	8	1
IN181006	1	4	1	10	30	2	0
IN181007	1	2	1	6	15	1	0
IN181007	2	3	1	5	10	1	0
IN181007	3	1	2	2	3	7	0
IN181007	4	6	1	3	4	4	2
IN181008	1	2	1	12	20	3	0
IN181009	1	2	1	8	20	1	1
IN181010	1	2	1	10	20	3	0
IN181011	1	2	1	12	20	2	0
IN181011	2	1	1	3	3	4	0
IN181012	1	2	1	12	25	1	1
IN181013	1	7	2	9	30	10	3
IN181014	1	1	1	4	7	8	1
IN181015	1	2	1	12	20	3	0
IN181015	2	1	1	3	3	6	0
IN181016	1	2	1	12	25	2	0
IN181017	1	2	1	12	28	1	0
IN181018	1	1	1	10	20	8	0
IN181018	2	2	1	12	25	2	0
IN181019	1	2	1	4	4	8	0
IN181019	2	1	1	10	20	2	0
IN181020	1	1	1	12	20	1	0
IN181020	2	2	1	12	20	1	0
IN181021	1	2	1	10	20	2	0
IN181022	1	7	1	12	25	10	0
IN181023	1	2	1	12	20	2	0
IN181024	1	2	1	12	20	2	0
IN181024	2	6	1	2	20	9	1
IN181025	1	2	1	8	6	2	0
IN181025	2	1	1	5	4	2	0
IN181025	3	3	1	8	6	1	0
IN181026	1	7	1	12	28	8	0
IN181026	2	2	1	12	20	2	0
IN181026	3	1	1	6	5	6	0
IN181027	1	2	1	8	20	2	0
IN181027	2	1	1	3	5	2	0
IN181028	1	2	1	12	28	2	0
IN181028	2	1	1	4	3	3	0
IN181029	1	2	1	12	20	1	0
IN181029	2	1	1	4	5	7	0
IN181029	3	6	1	1	5	8	1
IN181030	1	2	1	6	20	2	0
IN181030	2	7	1	6	15	6	0
IN181031	1	2	1	12	20	1	0
IN181031	2	6	1	1	5	4	1
IN181031	3	1	1	2	3	3	0
IN181032	1	7	1	10	25	8	0
IN181032	2	2	1	12	15	1	0
IN181032	3	1	1	3	5	6	0
IN181032	4	6	1	5	9	8	1
IN181033	1	2	1	5	28	1	0
IN181033	2	6	1	5	4	6	1
IN181035	1	2	1	12	25	1	0
IN181035	2	2	2	3	6	1	0
IN181036	1	2	1	12	25	1	0
IN181036	2	1	1	3	5	8	0
IN181036	3	6	1	4	8	9	2
IN181037	1	1	1	2	20	8	0
IN181037	2	2	1	10	25	1	0
IN181038	1	1	2	12	25	8	1
IN181038	2	2	1	12	20	3	0
IN181039	1	1	1	8	4	8	0
IN181040	1	6	2	6	20	8	1
IN181040	2	2	1	8	25	2	0
IN181040	3	3	1	7	20	2	0
IN181041	1	1	2	9	5	8	1
IN181041	2	2	1	12	24	3	0
IN181042	1	2	1	12	30	2	0
IN181043	1	7	2	10	20	5	1
IN181043	2	2	1	10	26	3	0
IN181044	1	2	1	6	20	2	0
IN181044	2	6	1	7	20	8	2
IN181045	1	6	1	12	18	9	1
IN181045	2	4	1	12	25	2	1
IN181045	3	2	1	12	22	2	0
IN181046	1	2	1	12	25	1	0
IN181047	1	2	1	8	15	1	0
IN181048	1	2	1	12	25	2	0
IN181048	2	1	1	2	10	6	0
IN181049	1	2	1	12	20	2	0
IN181049	2	1	1	2	3	8	0
IN191001	1	2	1	8	20	1	0
IN191002	1	3	1	8	30	2	0
IN191002	2	2	1	8	20	1	1
IN191002	3	1	2	4	5	2	3
IN191003	1	1	2	5	20	8	1
IN191003	2	6	2	3	20	8	1
IN191004	1	2	1	12	20	1	0
IN191004	2	6	2	2	10	8	0
IN191004	3	1	1	6	8	8	1
IN191005	1	2	1	6	12	1	0
IN191005	2	1	1	4	5	5	0
IN191006	1	1	1	10	24	8	0
IN191006	2	2	1	12	25	2	0
IN191007	1	2	1	12	25	1	0
IN191007	2	1	1	6	5	5	0
IN191007	3	6	2	3	4	8	1
IN191008	1	2	1	12	20	1	0
IN191008	2	6	2	2	15	8	1
IN191010	1	2	1	8	25	2	1
IN191010	2	3	1	6	20	2	1
IN191010	3	1	1	4	15	3	1
IN191011	1	6	2	4	25	9	1
IN191011	2	1	2	5	7	9	1
IN191011	3	2	1	10	20	1	0
IN191011	4	1	1	3	8	9	0
IN191012	1	7	1	12	28	10	0
IN191013	1	1	2	8	15	8	1
IN191013	2	1	1	3	6	3	0
IN191013	3	2	1	12	20	1	0
IN191014	1	2	1	10	20	2	0
IN191015	1	2	1	10	20	1	0
IN191015	2	1	1	4	30	8	0
IN191015	3	1	2	3	10	8	1
IN191016	1	2	1	12	20	1	0
IN191016	2	1	1	6	6	4	0
IN191017	1	1	1	6	4	8	0
IN191018	1	2	1	12	5	2	0
IN191018	2	1	2	4	4	8	1
IN191019	1	2	1	12	20	6	0
IN191019	2	3	1	8	15	3	0
IN191019	3	1	1	4	10	3	0
IN191020	1	1	1	4	16	8	0
IN191020	2	1	2	3	15	8	1
IN191021	1	2	1	10	18	2	0
IN191022	1	1	2	10	20	8	1
IN191022	2	2	1	10	30	2	0
IN191023	1	2	1	12	30	1	0
IN191023	2	1	2	10	5	8	1
IN191023	3	1	1	10	5	8	0
IN191024	1	1	2	7	22	8	1
IN191024	2	2	1	10	25	2	0
IN191025	1	1	2	8	20	8	3
IN191025	2	2	1	12	27	4	0
IN191026	1	1	2	12	20	8	3
IN191026	2	2	1	12	25	3	0
IN191027	1	2	1	12	5	5	0
IN191028	1	2	1	12	20	2	0
IN191028	2	1	1	9	4	8	0
IN191029	1	2	1	8	20	2	0
IN191029	2	3	1	6	15	1	0
IN191029	3	1	1	4	5	1	0
IN191030	1	2	1	6	20	2	0
IN191030	2	3	1	5	15	1	0
IN191030	3	1	1	4	4	4	0
IN191031	1	4	1	12	25	3	0
IN191031	2	1	1	6	5	6	0
IN191032	1	1	1	10	5	8	0
IN191033	1	1	1	10	20	3	0
IN191034	1	2	1	12	20	1	0
IN191034	2	1	1	8	18	1	0
IN191035	1	1	1	8	9	4	0
IN191035	2	2	1	12	1	1	0
IN191036	1	1	1	8	18	5	0
IN191036	2	2	1	12	25	1	0
IN191037	1	2	1	12	20	2	0
IN191037	2	1	1	5	8	5	0
IN191038	1	1	1	3	10	2	0
IN191038	2	2	1	12	20	1	0
IN191039	1	2	1	12	20	1	0
IN191040	1	3	1	12	30	4	0
IN191040	2	1	1	6	25	8	0
IN191040	3	2	1	12	30	2	0
IN191041	1	5	2	6	20	8	1
IN191041	2	3	1	12	30	4	0
IN191041	3	2	1	12	25	2	0
IN191042	1	2	1	10	30	2	0
IN191043	1	2	1	12	25	1	0
IN191044	1	2	1	11	24	2	0
IN191045	1	2	1	12	5	2	0
IN191046	1	1	1	8	24	8	0
IN191046	2	2	1	10	24	2	0
IN191046	3	6	2	3	10	8	1
IN191047	1	1	1	10	15	8	0
IN191047	2	1	2	10	4	8	1
IN191048	1	4	1	10	15	1	0
IN191049	1	2	1	12	20	2	0
IN191049	2	1	2	10	18	8	1
IN191050	1	2	1	9	20	8	0
IN191050	2	1	2	7	24	8	1
IN201002	1	2	1	12	30	2	1
IN201003	1	2	1	11	28	5	1
IN201003	2	3	1	10	23	2	0
IN201004	1	2	1	12	30	1	1
IN201004	2	4	1	12	30	2	1
IN201005	1	2	1	10	21	2	0
IN201006	1	2	1	12	22	1	0
IN201007	1	2	1	11	23	3	1
IN201008	1	2	1	12	20	1	0
IN201009	1	2	1	12	30	1	0
IN201010	1	4	1	12	30	1	0
IN201011	1	2	1	12	23	3	0
IN201012	1	2	1	12	30	2	0
IN201014	1	2	1	12	18	2	0
IN201016	1	2	1	12	24	1	0
IN201017	1	2	1	11	25	4	0
IN201018	1	2	1	12	30	2	0
IN201019	1	6	2	12	26	8	1
IN201022	1	2	1	12	30	1	0
IN201023	1	2	1	12	25	1	0
IN201024	1	2	1	12	30	1	0
IN201025	1	2	1	12	20	1	0
IN201026	1	4	2	12	20	5	1
IN201026	2	2	1	12	30	3	0
IN201027	1	2	1	12	26	1	0
IN201028	1	2	1	12	24	2	0
IN201029	1	2	1	2	30	6	0
IN201030	1	2	1	12	26	2	1
IN201032	1	2	1	12	30	1	0
IN201034	1	4	1	12	4	1	0
IN201036	1	2	1	12	25	2	0
IN201037	1	2	1	12	30	1	0
IN201039	1	2	1	12	20	1	0
IN201040	1	2	1	10	24	2	0
IN201041	1	6	2	12	26	10	1
IN201042	1	2	1	12	15	1	0
IN201044	1	7	1	12	20	2	0
IN201045	1	2	1	12	26	4	0
IN201046	1	2	1	11	25	2	1
IN201047	1	2	1	12	15	1	0
IN201048	1	6	1	12	26	12	1
IN201049	1	7	1	12	30	11	1
IN201050	1	2	1	12	15	2	0
IN201051	1	7	1	12	25	12	1
IN201051	2	2	1	12	15	1	0
