CHILDID	CDINT	GTTHGR3	SLEEPR3	CROTHR3	DMTSKR3	TSFARMR3	ACTPAYR3	ATSCHR3	STUDYGR3	LSURER3	SUPCHDR3	WGECHDR3	MNPDACR3	NEEDSLR3	KEEPMYR3	SPMNYR31	SPMNYR32	SPMNYR33	PAIDR3	PDHOURR3	PDDAYR3	PDWEEKR3	PDMNTHR3	PDYEARR3	PDPCRTR3	PDPRPCR3	PDNMPCR3	PDOTHRR3	NMFOODR3	NMHOUSR3	NMTRNSR3	NMCLTHR3	NMSCHR3	NMDEBTR3	NMMMBRR3	NMINSRR3	TLKPAYR3	RGHTLVR3	CRRYLDR3	DANGTLR3	HNCHEMR3	WRKSUNR3	WRKANMR3	WRKLGHR3	WRKNSYR3	WRKGASR3	MVVHCLR3	WRKSMYR3	CPVINJR3	CPINR301	CPINR302	CPINR303	CUVINJR3	CUINR301	CUINR302	CUINR303	STNPRSR3	CTRUSTR3	CGOVRGR3	CSFEOWR3	CSRVCMR3	CFRNSTR3	CLEADR3	CTRYHDR3	CASHSHR3	CPLDECR3	CFTRWRR3	CCLTRGR3	CSHPRSR3	CASHCLR3	CTRTWSR3	CLOKUPR3	CDVJOBR3	CEMBBKR3	CWRUNIR3	CTRTRSR3	CBRJOBR3	CTESMER3	CBLGSCR3	CASHWKR3	CNOCHCR3	LVLEDCR3	EXPRCHR3	FTRWRKR3	EXPJOBR3	IMPSKLR3	SMOJOBR3	PRSLIVR3	CCRCM1R3	CCRCM2R3	CRLCRCR3	ATSCR309	ATSCR308	ATSCR307	ATSCR306	ATSCR305	ATSCR304	ATSCR303	ATSCR302	ATSCR301	ATSCR300	TYSCR309	TYSCR308	TYSCR307	TYSCR306	TYSCR305	TYSCR304	TYSCR303	TYSCR302	TYSCR301	TYSCR300	GRDER309	GRDER308	GRDER307	GRDER306	GRDER305	GRDER304	GRDER303	GRDER302	GRDER301	GRDER300	ATSCR399	ATSCR398	ATSCR397	ATSCR396	ATSCR395	ATSCR394	TYSCR399	TYSCR398	TYSCR397	TYSCR396	TYSCR395	TYSCR394	GRDER399	GRDER398	GRDER397	GRDER396	GRDER395	GRDER394	ENRSCHR3	BRDSCHR3	EVNSCHR3	SCHMINR3	TRNSCHR3	DNGSCHR3	SCRISKR3	MISSCHR3	TMABSTR3	WMISSCR3	NOHMWKR3	BRDEXMR3	PRCMRKR3	MTHMRKR3	ENGMRKR3	TELUMKR3	RTNEDCR3	RLEDECR3	AGESTPR3	XSCTYPR3	TMSCMNR3	SCWHYR31	SCWHYR32	SCWHYR33	TCHTHRR3	TCPHOTR3	TCPHYUR3	HLPCHLR3	STDBTHR3	STDFGHR3	STDFRDR3	CLTCSPR3	STSMGRR3	NMSTCLR3	TOILSCR3	TLTSEGR3	CLNTLTR3	CMPSCHR3	CMPINTR3	LIBUSER3	CMPOTHR3	YRHLTHR3	NMTMINR3	SRSINJR3	MJRCSER3	DNGINJR3	INJHPNR3	RCVCMPR3	PRBINJR3	CPRVSNR3	CEYGLSR3	CRSPPRR3	SPRVSNR3	SEYGLSR3	SRSPPRR3	WPRVSNR3	WEYGLSR3	WRSPPRR3	FQBFMRR3	FQMRMLR3	FQBTWR31	FQMDMLR3	FQBTWR32	FQEVMLR3	FQAFEVR3	FQTOTLR3	CHVEGR3	CNBREDR3	CNPMPKR3	CNPOTAR3	CNLFYVR3	CNVEGR3	CNMNGOR3	CNFRUTR3	CNLIVRR3	CNMEATR3	CNEGGSR3	CNFISHR3	CNBEANR3	CNCHSER3	CNOILR3	CNSUGRR3	DRFIZZR3	ETSALTR3	SGRCKER3	PHYSACR3	SITTNGR3	CHPSTYR3	CHWORKR3	CHWRRDR3	CHBLLYR3	CHRLGNR3	CHMNEYR3	CHGETR3	HRDTLKR3	MBGRSCR3	GRPPRDR3	AFFSCHR3	INFCMMR3	WUSINR31	WUSINR32	WUSINR33	TMONINR3	CMLSTR3	AGLFLCR3	IMPRSNR3	WHOMVR3	KNWANYR3	WHOPRSR3	HRTNOTR3	RTNVSTR3	CMPLFER3	LFT3MTR3	LNGLFTR3	RSLF3MR3	SEPLNDR3	SEPANMR3	OWTOOLR3	SASDAY	SASMNT	SASYEAR	VSIMPR3	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	RAWSCRE	STDSCRE	PPFWLANG	PPCDLANG	TESTLANG	VRBSTHR	VRBSTMN	VRBITM01	VRBITM02	VRBITM03	VRBITM04	VRBITM05	VRBITM06	VRBITM07	VRBITM08	VRBITM09	VRBITM10	VRBITM11	VRBITM12	VRBITM13	VRBITM14	VRBITM15	VRBITM16	VRBITM17	VRBITM18	VRBITM19	VRBITM20	VRBITM21	VRBITM22	VRBITM23	VRBITM24	VRBLST5	VRBLST10	VRBENHR	VRBENMN	VRBLNGAD	VRBLNGCH	VRBLNGTS	CMPSTHR	CMPSTMN	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHLST5	MTHLST10	CMPENHR	CMPENMN	PRBSTHR	PRBSTMN	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHITM30	PRBENHR	PRBENMN	MTHLNGAD	MTHLNGCH	MTHLNGTS	SAEDAY	SAEMNT	SAEYEAR	SPVIEWR3	TRFAIRR3	CMSITGR3	CMBRTGR3	CMBRFRR3	CMSIFRR3	FRNSMKR3	SMKPRNR3	SMKSIBR3	SMKBOYR3	SMKNONR3	AGECIGR3	OFTSMKR3	NUMCIGR3	SMKBADR3	FRNBTNR3	BFAMLYR3	BBYFRNR3	BSTRNGR3	BFRNDR3	BTCHRR3	BNONER3	BNEVERR3	CRYWPNR3	CLDNMER3	TRBFRNR3	STLTHGR3	MDEFUNR3	STARNGR3	PNCHDR3	HRTPHYR3	DMGSMTR3	RFSTLKR3	FRNALCR3	YOUALCR3	MCHALCR3	DRKALCR3	ALCFGHR3	ALCSCKR3	ALCNVRR3	ALCNONR3	INHGLUR3	TRDRGR3	PRGFRSR3	WSHAFTR3	USECNDR3	LKSHLTR3	HIVSEXR3	LIFCLSSR3	SEXEDCR3	SEXSCHR3	SEXMEDR3	SEXFRNR3	SEXNRSR3	INFSEXR3	HRDSEXR3	CNDSHPR3	CNDFMYR3	WHRCNDR3	NOCNDR3	NOWHRCR3	FRDSEXR3	WRYLOTR3	HEADACR3	UNHPPYR3	NRVSITR3	MNYFERR3	chlang_gr	chsex	ppvtlang2	clozlang2	mathlang2	ppvt	cloze	math	ppvt_co	sppvt_co	cloze_co	math_co	rppvt_co	rcloze_co	rmath_co	bmi	zwfa	zhfa	zbfa	fwfa	fhfa	fbfa
IN011001	10/24/2009	1	8	0	1	0	0	7	2	6	0	0	88	88	88	88	88	88	 	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	1	0	0	0	88	88	88	0	88	88	88	8	4	3	4	4	4	1	4	4	3	4	4	 	4	4	3	4	2	4	4	4	4	4	4	4	14	1	14	0	6	0	88	3	3	4	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	11	10	9	8	7	6	5	4	3	2	1	1	1	0	0	0	3	1	1	88	88	88	1	0	0	88	88	88	1	0	0	30	2	0	88	0	-88	88	5	3	78	82	74	79	 	 	 	 	 	 	 	 	1	0	0	1	2	2	1	4	 	101	1	1	1	1	0	1	4	4	0	88	88	88	88	88	88	0	0	0	88	88	88	88	88	88	0	1	0	1	1	1	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	6	2	2	7	5	1	1	1	0	1	1	1	2	0	88	1	 	1	88	88	88	1	-88	88	88	88	88	88	88	88	0	-88	88	0	0	0	24	10	2009	0	109	204	13	44	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	4	2	3	2	4	3	1	2	4	3	1	1	1	1	1	4	1	4	3	3	3	4	3	4	3	4	1	4	4	3	2	4	7	4	4	2	2	1	3	4	2	2	2	1	4	3	2	2	4	3	4	1	4	1	4	2	3	4	3	4	1	1	2	3	3	3	4	3	3	4	3	7	4	3	1	4	1	3	1	2	2	3	1	2	4	4	2	1	1	2	4	3	1	2	2	3	3	4	13	57	204	32	172	-88	1	1	1	14	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	77	1	1	1	1	2	1	2	2	2	15	24	14	10	1	1	1	14	14	1095	150	36	9	767	51	3	900	76	9	1	1	1	1	23	-77	-77	2	2	77	14	19	14	22	14	25	3	26	1	4	4	1	-77	77	-77	-77	14	35	1	1	1	 	 	 	1	1	88	3	88	1	4	0	0	0	1	4	0	1	4	4	0	0	0	 	0	0	1	4	1	1	1	1	1	1	1	1	1	4	6	0	0	0	0	0	1	1	0	3	2	2	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	4	1	1	1	1	1	1	0	1	1	1	172	18	20	165	0	17	19	310.623779296875	315.436767578125	320.393280029297	14.4707958807305	 	-2.12	-2.85	 	0	0
IN011002	10/22/2009	1	8	0	1	0	0	5	2	8	0	0	88	88	88	88	88	88	 	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	0	0	0	0	88	88	88	0	88	88	88	5	4	4	4	4	4	3	4	4	4	3	3	 	3	4	4	4	1	77	4	4	4	4	4	4	16	1	42	1	2	1	1	4	4	5	1	1	1	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	1	1	11	10	9	8	7	6	5	4	3	2	1	1	1	0	0	0	1	1	1	88	88	88	1	0	0	88	88	88	1	0	0	10	1	0	88	0	-88	88	4	3	59	73	58	62	 	 	 	 	 	 	 	 	0	0	0	1	2	2	1	2	 	65	1	1	1	0	88	1	3	3	0	88	88	88	88	88	88	0	0	0	88	88	88	88	88	88	0	1	1	1	1	1	0	5	1	1	1	0	0	1	0	0	88	88	88	88	0	1	1	1	6	3	5	7	4	1	1	1	0	1	1	1	3	0	88	1	 	1	88	88	88	1	-88	88	88	88	88	88	88	88	0	-88	88	0	0	0	22	10	2009	0	25	204	13	51	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	4	1	2	3	4	2	1	4	3	1	3	4	3	4	2	4	4	2	1	2	3	1	6	1	1	1	2	1	2	1	4	2	1	3	4	3	4	1	1	3	4	4	4	1	4	2	3	1	3	3	4	3	1	1	3	2	1	1	4	3	4	2	1	4	2	4	4	1	4	3	3	2	3	1	4	2	2	4	3	4	4	1	4	1	2	3	2	4	4	2	3	3	3	1	4	2	2	2	4	3	2	2	4	3	3	3	1	1	1	1	1	4	3	3	3	2	3	3	1	3	1	4	2	1	2	2	6	4	3	2	3	2	3	4	4	1	2	1	4	3	2	4	4	1	1	4	1	1	4	2	3	3	5	4	4	4	2	4	1	3	1	3	3	4	3	7	4	2	1	4	1	3	4	2	1	3	4	2	6	3	2	2	1	4	3	3	3	2	2	2	1	8	14	6	204	63	141	-88	1	1	1	14	11	1	1	1	1	2	2	1	1	2	2	2	1	2	1	77	2	1	2	1	1	2	2	1	1	14	24	14	21	1	1	1	14	23	1095	150	16	9	777	-77	-77	155	86	55	1	77	2	77	24	-77	-77	2	77	77	9	18	14	31	14	34	1	27	4	3	2	4	40	2	4	-77	14	44	1	1	1	 	 	 	1	1	88	3	88	3	4	0	0	0	1	4	0	1	1	4	0	0	0	 	0	0	1	4	1	1	1	1	1	1	1	1	1	4	6	0	0	0	0	0	1	1	0	1	3	3	3	3	1	1	1	1	0	0	0	0	0	0	0	0	1	5	1	1	1	2	2	1	0	1	1	1	141	13	5	134	0	12	5	300.890441894531	305.831787109375	293.120483398438	26.5834853618909	 	-1.19	1.67	 	0	0
IN011003	10/21/2009	1	7	0	1	0	0	9	2	5	0	0	88	88	88	88	88	88	 	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	1	0	0	0	88	88	88	0	88	88	88	6	4	5	4	4	4	2	4	4	4	3	3	 	3	4	2	4	2	4	4	4	4	3	4	4	16	1	14	1	7	0	88	3	3	4	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	10	9	8	7	6	5	4	3	2	1	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	88	1	1	0	10	2	1	1	1	15	16	5	3	-88	-88	-88	-88	 	 	 	 	 	 	 	 	0	1	0	1	2	1	0	2	 	50	1	1	3	1	1	0	4	4	0	88	88	88	88	88	88	0	0	0	88	88	88	88	88	88	0	1	0	1	0	1	0	3	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	1	6	2	2	7	5	1	1	1	0	1	1	1	3	0	88	1	 	2	88	88	1	1	-88	88	88	88	88	88	88	88	0	-88	88	0	0	0	21	10	2009	0	73	204	14	14	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	4	3	1	1	3	2	1	2	4	3	4	1	2	4	1	4	3	1	2	3	3	3	3	1	3	2	2	4	3	4	1	2	4	1	2	3	1	3	4	2	3	4	4	3	4	2	3	2	4	3	4	2	4	3	2	3	1	4	1	4	1	1	3	2	3	1	1	4	1	3	1	4	2	3	2	3	3	4	3	2	4	1	3	4	3	2	2	1	4	2	2	2	2	3	4	1	2	1	4	2	3	3	2	4	1	4	2	1	3	3	2	1	3	4	1	5	4	2	2	4	1	3	1	3	3	3	1	2	5	3	2	3	4	2	4	3	4	1	2	4	4	7	14	30	204	37	167	-88	1	1	1	14	33	1	1	1	1	2	1	1	77	1	1	1	2	2	1	1	77	2	2	1	2	1	77	1	1	12	24	14	43	1	1	1	14	47	1095	150	36	9	767	54	3	900	76	9	1	2	1	77	23	-77	-77	2	77	77	9	18	15	5	15	8	1	26	2	1	3	2	56	2	1	60	15	18	1	1	1	 	 	 	1	1	1	1	1	1	4	1	0	0	0	4	0	1	1	3	0	0	0	 	0	0	1	4	1	1	1	1	1	1	1	1	1	4	6	0	0	0	0	0	1	1	0	3	2	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	5	1	1	1	2	2	1	0	1	1	1	167	15	13	160	0	14	13	312.477752685547	309.397277832031	309.190582275391	18.4762894352592	 	-2.41	-.68	 	0	0
IN011004	10/21/2009	1	9	0	1	0	0	8	2	4	0	1600	2	0	0	88	88	88	 	0	80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	0	1	1	88	88	0	88	88	88	5	5	5	5	5	5	4	5	3	3	5	4	 	4	5	5	5	1	5	5	5	1	5	4	4	16	1	40	1	13	1	2	3	3	4	1	1	1	1	1	1	1	1	1	0	3	3	3	3	3	3	3	3	3	88	9	8	7	6	5	4	3	2	1	88	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	88	1	1	0	15	2	0	88	0	-88	88	2	3	-88	-88	-88	-88	 	 	 	 	 	 	 	 	4	2	0	2	2	2	0	2	 	42	1	1	1	0	88	1	4	5	1	4	4	5	4	1	88	0	0	0	88	88	88	88	88	88	0	1	1	1	1	1	0	5	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	6	3	3	4	5	1	1	1	1	1	1	1	77	0	88	0	 	1	88	88	88	0	12	22	2	1	2	11	1	1	0	-88	88	0	0	1	21	10	2009	0	49	180	15	11	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	1	1	2	3	2	1	4	2	3	3	4	1	4	1	2	3	3	1	2	1	4	2	3	4	3	3	4	3	1	1	3	2	1	4	4	3	4	2	2	2	1	4	1	1	4	3	3	2	3	1	3	2	2	4	4	4	4	2	4	1	2	1	3	3	4	2	3	3	4	1	4	2	2	2	4	3	2	2	4	3	3	3	1	1	1	4	1	4	3	2	3	1	1	4	1	1	1	4	1	3	2	3	3	4	2	2	4	1	3	2	3	2	2	1	1	5	2	2	2	4	4	1	1	1	1	1	3	3	6	3	2	1	1	3	3	3	4	4	2	4	88	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	15	32	180	38	142	-88	1	1	1	15	34	77	77	1	2	77	2	2	1	77	77	2	1	2	77	77	77	77	1	77	1	1	2	1	2	18	24	15	44	1	1	1	15	45	1095	150	-77	9	767	51	3	900	76	9	1	2	1	2	32	-77	-77	2	77	77	8	18	15	53	15	55	1	26	1	4	4	4	400	1	12	90	16	5	1	1	1	 	 	 	1	1	88	3	88	3	4	1	0	0	0	4	0	1	1	4	0	0	0	 	0	0	1	4	1	1	1	1	1	1	1	3	1	4	6	0	0	0	0	1	0	0	0	3	3	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	1	4	1	1	1	1	1	1	1	1	1	1	142	7	16	135	0	7	16	306.606842041016	295.208099365234	313.980712890625	18.8149684534747	 	-3.57	-.39	 	0	0
IN011005	10/26/2009	1	8	1	1	0	0	9	1	4	1	0	88	88	88	88	88	88	 	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	1	0	0	0	88	88	88	0	88	88	88	6	4	4	3	4	4	4	4	4	4	4	4	 	4	5	5	4	1	4	4	4	4	5	4	4	14	1	14	1	14	0	88	3	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11	10	9	8	7	6	5	4	3	2	1	1	1	0	0	0	1	1	1	88	88	88	1	0	0	88	88	88	1	0	0	30	6	0	88	1	8	16	5	3	86	95	80	89	 	 	 	 	 	 	 	 	0	0	0	1	2	2	1	4	 	48	1	1	1	0	88	0	4	4	0	88	88	88	88	88	88	1	1	0	1	1	88	1	1	88	1	1	0	1	0	1	0	4	1	1	1	0	0	1	0	1	88	88	88	88	0	1	1	1	5	3	2	7	5	1	1	1	0	1	1	1	3	0	88	1	 	1	88	88	88	1	-88	88	88	88	88	88	88	88	0	-88	88	0	0	0	26	10	2009	0	61	192	13	25	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	1	2	3	4	3	2	1	4	2	3	1	0	2	4	4	2	1	3	2	1	2	4	3	4	2	1	4	1	4	4	1	3	4	4	1	3	1	6	2	1	4	4	1	1	2	1	1	2	2	3	6	4	2	4	3	3	1	4	2	1	2	4	3	2	2	4	1	1	2	1	1	4	4	4	4	2	7	1	2	2	3	1	1	1	3	2	3	2	4	6	4	3	1	2	1	3	4	1	4	2	1	4	3	1	1	3	3	1	1	2	1	1	2	3	3	4	3	2	1	3	3	3	4	2	1	1	2	1	6	2	3	1	1	3	1	4	4	2	4	4	88	9	88	88	88	88	88	88	88	88	88	88	88	88	88	13	43	192	51	141	-88	2	2	2	13	45	1	1	1	1	1	77	1	1	2	1	1	2	2	1	1	77	1	1	1	2	77	77	2	77	12	23	13	55	2	2	2	14	0	1095	150	36	9	767	51	3	900	76	9	1	2	2	2	23	60	24000	1	77	77	11	18	14	8	14	12	3	26	1	4	5	1	400	1	18	30	14	22	2	2	2	 	 	 	1	1	88	3	88	1	4	0	0	0	1	4	4	1	1	4	0	0	0	 	0	0	1	4	1	1	1	1	1	1	1	1	1	4	6	0	0	0	0	0	1	0	0	3	2	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	5	2	2	3	2	2	1	0	2	2	2	140	14	22	 	 	 	21	 	 	324.179016113281	18.9434872716551	 	-1.86	-.49	 	0	0
IN011006	10/25/2009	1	8	1	3	0	0	8	3	1	1	0	88	88	88	88	88	88	 	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	1	0	0	0	88	88	88	0	88	88	88	5	5	4	5	4	4	3	5	4	3	3	4	 	4	5	4	5	2	5	5	4	2	5	4	4	19	0	35	1	2	1	1	5	5	5	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	10	9	8	7	6	5	4	3	2	1	1	1	0	0	0	0	3	3	88	88	88	88	0	0	88	88	88	88	1	1	0	30	1	0	88	1	10	16	3	3	-88	-88	-88	-88	 	 	 	 	 	 	 	 	0	0	0	1	2	2	1	2	 	50	1	1	1	1	1	0	3	4	0	88	88	88	88	88	88	1	0	0	1	88	88	0	88	88	0	1	0	1	0	1	0	3	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	6	5	4	1	5	1	1	1	1	1	1	1	2	0	88	1	 	2	88	88	1	1	-88	88	88	88	88	88	88	88	0	-88	88	0	0	0	25	10	2009	0	25	204	15	17	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	4	1	3	3	2	2	1	4	3	1	2	4	3	1	2	2	3	1	4	2	3	1	2	1	2	1	2	1	2	1	4	3	3	3	4	4	4	1	2	3	4	4	4	1	4	2	3	1	2	3	4	3	1	1	3	2	1	1	4	4	2	4	2	1	1	4	4	1	4	2	3	3	3	1	3	2	2	4	3	4	4	1	4	1	2	3	3	3	4	2	3	3	3	3	4	2	1	2	4	3	2	2	4	3	1	3	1	4	1	4	1	4	3	2	3	1	1	4	1	1	1	4	2	3	1	3	3	4	3	2	3	2	3	4	3	2	2	1	4	2	2	4	2	4	1	3	2	1	4	3	3	1	7	3	2	3	4	3	2	3	4	4	3	4	1	6	4	3	3	4	1	3	4	1	3	3	1	2	4	3	2	3	1	1	4	4	3	2	2	4	4	6	15	35	204	51	153	-88	1	1	1	15	38	1	1	2	77	2	77	1	1	77	77	77	1	2	1	77	77	77	2	77	2	1	2	77	2	13	24	15	48	1	1	1	15	51	1095	150	2	-77	768	20	-77	-77	76	9	2	2	2	2	32	-77	-77	2	2	77	14	19	15	59	16	2	3	27	4	4	5	2	-77	1	18	0	16	12	1	1	1	 	 	 	1	1	88	3	88	3	4	0	0	0	1	4	0	1	1	4	0	0	0	 	0	0	1	4	1	1	2	1	1	1	1	2	1	4	6	0	0	0	0	0	1	1	0	3	3	3	3	3	1	0	0	1	0	0	0	0	0	0	0	0	1	5	2	2	1	1	1	1	0	1	1	1	153	7	9	146	0	6	9	307.842834472656	295.208099365234	301.850891113281	17.8019191581472	 	-1.16	-.97	 	0	0
