CHILDCODE	MEMIDR5	MEMMOVR5	LIVHSER5	YRDIEDR5	MEMAGER5	MEAGMTR5	MEMSEXR5	RELATER5	THSCOMR5	RELHHR5	MRTLSTR5	DISABR5	MTHRHHR5	FTHRHHR5	STRT18R5	GRDE18R5	STLL18R5	HSSTRTR5	GRADER5	STILLR5	TYPATDR5	WHYNOTR5	AGEGRDR5
11069	3	 	1	 	52	 	1	1	 	1	3	0	98	98	1	3	0	 	 	 	 	 	 
11069	4	 	1	 	32	 	1	7	 	3	6	0	2	3	1	9	0	 	 	 	 	 	 
11069	5	 	2	 	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11069	17	 	2	 	19	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11069	18	 	1	 	16	 	1	7	 	3	6	0	2	3	 	 	 	1	9	1	3	 	 
11074	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	13	1	 	 	 	 	 	 
11074	1	 	1	 	49	 	1	1	 	1	3	0	98	98	1	6	0	 	 	 	 	 	 
11074	2	 	1	 	47	 	2	1	 	2	3	0	98	98	1	6	0	 	 	 	 	 	 
11074	3	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11074	17	 	1	 	16	 	1	7	 	3	6	0	2	1	 	 	 	1	9	0	 	31	15
11088	0	1	1	 	22	 	2	0	 	1	6	0	98	98	1	14	1	 	 	 	 	 	 
11088	1	0	4	 	47	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11088	2	0	4	 	45	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11088	17	0	4	 	19	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11088	18	 	1	 	22	 	2	14	 	7	6	0	98	98	1	14	1	 	 	 	 	 	 
21002	0	 	1	 	23	 	1	0	 	3	6	0	1	98	1	8	0	 	 	 	 	 	 
21002	1	 	1	 	48	 	2	1	 	1	4	0	98	98	1	5	0	 	 	 	 	 	 
21002	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	3	 	4	 	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21002	17	 	1	 	19	 	1	7	 	3	6	0	1	98	1	12	0	 	 	 	 	 	 
21004	0	1	1	 	23	 	1	0	 	9	6	0	98	98	1	11	0	 	 	 	 	 	 
21004	1	0	4	 	49	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	2	0	4	 	47	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	3	0	4	 	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	4	0	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	17	0	4	 	17	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21004	18	 	1	 	24	 	1	21	 	1	6	0	98	98	1	14	0	 	 	 	 	 	 
21004	19	 	1	 	27	 	2	14	 	7	6	0	98	98	1	12	0	 	 	 	 	 	 
21005	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
21005	1	0	4	 	59	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21005	2	0	4	 	54	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21005	17	0	4	 	18	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21007	0	 	1	 	23	 	1	0	 	3	6	0	2	1	1	11	0	 	 	 	 	 	 
21007	1	 	1	 	48	 	1	1	 	1	3	0	98	98	1	5	0	 	 	 	 	 	 
21007	2	 	1	 	47	 	2	1	 	2	3	0	98	98	1	5	0	 	 	 	 	 	 
21008	0	1	1	 	23	 	1	0	 	1	6	0	98	98	1	12	0	 	 	 	 	 	 
21008	1	0	4	 	63	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	2	0	4	 	60	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	3	0	4	 	31	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	4	0	4	 	29	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	5	0	4	 	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	6	0	4	 	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	7	0	4	 	7	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21008	8	 	1	 	23	 	1	22	 	10	6	0	98	98	1	12	0	 	 	 	 	 	 
21009	0	1	1	 	23	 	1	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
21009	1	0	4	 	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21009	2	0	4	 	85	 	2	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21009	3	0	4	 	48	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21009	4	0	4	 	47	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21009	17	0	4	 	16	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	0	1	1	 	23	 	2	0	 	1	6	0	98	98	1	9	0	 	 	 	 	 	 
21011	1	0	4	 	60	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	2	0	4	 	58	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	3	0	4	 	39	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	4	0	4	 	34	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	5	0	4	 	32	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	6	0	4	 	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	7	0	4	 	31	 	1	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21011	8	0	4	 	9	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	6	0	 	 	 	 	 	 
21012	1	0	4	 	68	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	2	0	4	 	64	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	3	0	4	 	37	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	4	0	4	 	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21012	5	 	1	 	20	 	1	14	 	7	6	0	98	98	1	12	0	 	 	 	 	 	 
21013	0	 	1	 	22	 	1	0	 	3	6	0	2	1	1	9	0	 	 	 	 	 	 
21013	1	 	1	 	48	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
21013	2	 	1	 	48	 	2	1	 	2	3	0	98	18	1	3	0	 	 	 	 	 	 
21013	17	 	1	 	17	 	1	7	 	3	6	0	2	1	 	 	 	1	11	1	3	 	 
21013	18	 	1	 	84	 	1	5	 	11	4	0	98	98	1	3	0	 	 	 	 	 	 
21015	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	5	0	 	 	 	 	 	 
21015	1	0	4	 	48	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21015	2	0	4	 	50	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21015	3	0	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21015	4	0	4	 	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21015	5	0	4	 	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21015	17	0	4	 	17	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21015	18	 	1	 	18	 	1	14	 	7	6	0	98	98	1	7	0	 	 	 	 	 	 
21017	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	12	0	 	 	 	 	 	 
21017	1	 	1	 	59	 	1	1	 	1	2	0	98	98	1	12	0	 	 	 	 	 	 
21017	2	 	1	 	52	 	2	1	 	2	2	0	98	98	1	9	0	 	 	 	 	 	 
21017	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	0	 	1	 	22	 	2	0	 	4	3	0	98	98	1	7	0	 	 	 	 	 	 
21018	1	 	4	 	52	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	2	 	4	 	52	 	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	3	 	4	 	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	4	 	4	 	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	17	 	4	 	17	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	18	 	4	 	27	 	1	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	19	 	4	 	7	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21018	20	 	1	 	53	 	1	28	 	1	3	0	98	98	1	3	0	 	 	 	 	 	 
21018	21	 	1	 	43	 	2	28	 	2	3	0	98	98	1	5	0	 	 	 	 	 	 
21018	22	 	1	 	22	 	1	24	 	3	3	0	21	20	1	5	0	 	 	 	 	 	 
21018	23	 	1	 	20	 	2	29	 	3	6	0	21	20	1	9	0	 	 	 	 	 	 
21018	24	 	1	 	1	 	2	27	 	5	 	 	0	22	 	 	 	 	 	 	 	 	 
21020	0	 	1	 	22	 	1	0	 	3	6	0	3	2	1	5	0	 	 	 	 	 	 
21020	1	 	1	 	88	 	1	6	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 
21020	2	 	1	 	47	 	1	1	 	1	3	0	98	98	1	3	0	 	 	 	 	 	 
21020	3	 	1	 	47	 	2	1	 	2	3	0	98	98	1	4	0	 	 	 	 	 	 
21020	4	 	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21020	5	 	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21022	0	1	1	 	23	 	1	0	 	1	6	0	98	98	1	13	0	 	 	 	 	 	 
21022	1	0	4	 	43	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21022	2	0	4	 	45	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21022	3	0	4	 	13	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21023	0	 	1	 	22	 	2	0	 	3	6	0	2	1	1	14	0	 	 	 	 	 	 
21023	1	 	1	 	53	 	1	1	 	1	3	0	98	98	1	8	0	 	 	 	 	 	 
21023	2	 	1	 	48	 	2	1	 	2	3	0	98	98	1	2	0	 	 	 	 	 	 
21023	3	 	2	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	0	1	1	 	22	 	1	0	 	1	1	0	7	0	1	9	0	 	 	 	 	 	 
21024	1	0	4	 	52	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	2	0	4	 	51	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	3	0	4	 	31	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	4	0	4	 	29	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	5	0	4	 	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	6	0	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21024	7	 	1	 	22	 	2	25	 	10	1	0	98	98	1	9	0	 	 	 	 	 	 
21025	0	1	1	 	21	 	1	0	 	7	6	0	98	98	1	14	0	 	 	 	 	 	 
21025	1	0	4	 	61	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	2	0	4	 	64	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	3	0	4	 	39	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	4	0	4	 	36	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	5	0	4	 	34	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	6	1	1	 	31	 	2	7	 	2	3	0	98	98	1	12	0	 	 	 	 	 	 
21025	7	0	4	 	36	 	1	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	8	0	4	 	12	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	9	1	1	 	31	 	1	16	 	1	3	0	98	98	1	12	0	 	 	 	 	 	 
21025	10	1	1	 	9	 	1	15	 	3	 	 	6	9	 	 	 	1	2	1	3	 	 
21025	11	0	4	 	40	 	1	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	12	0	4	 	13	 	1	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21025	16	 	1	 	4	 	2	15	 	3	 	 	6	9	 	 	 	 	 	 	 	 	 
21026	0	 	1	 	22	 	1	0	 	3	1	0	1	2	1	3	0	 	 	 	 	 	 
21026	1	 	1	 	54	 	2	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 
21026	2	 	1	 	53	 	1	1	 	1	1	0	98	98	1	4	0	 	 	 	 	 	 
21026	3	 	4	 	32	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21026	4	 	4	 	30	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21026	5	 	1	 	27	 	2	7	 	3	1	0	1	2	1	5	0	 	 	 	 	 	 
21026	6	 	4	 	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21026	17	 	1	 	17	 	1	7	 	3	6	0	1	2	 	 	 	1	5	0	 	7	11
21026	18	 	1	 	28	 	1	16	 	4	3	0	98	98	1	3	0	 	 	 	 	 	 
21026	19	 	1	 	19	 	2	24	 	4	3	0	98	98	1	10	0	 	 	 	 	 	 
21027	0	 	1	 	22	 	2	0	 	5	6	0	3	2	1	6	0	 	 	 	 	 	 
21027	1	 	1	 	74	 	2	6	 	1	4	1	98	98	1	4	0	 	 	 	 	 	 
21027	2	 	1	 	51	 	1	1	 	3	3	0	3	2	1	5	0	 	 	 	 	 	 
21027	3	 	1	 	48	 	2	1	0	4	3	0	98	98	1	6	0	 	 	 	 	 	 
21027	4	 	4	 	29	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21027	5	 	1	 	26	 	1	7	 	5	3	0	3	2	1	4	0	 	 	 	 	 	 
21027	6	 	4	 	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21027	17	 	2	 	16	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21029	0	1	1	 	22	 	2	0	 	1	6	0	98	98	1	14	0	 	 	 	 	 	 
21029	1	0	4	 	51	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21029	2	0	4	 	48	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21029	3	0	4	 	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21029	17	0	4	 	16	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21029	18	0	4	 	10	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	0	1	1	 	23	 	2	0	 	1	6	0	98	98	1	14	0	 	 	 	 	 	 
21030	1	0	4	 	53	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	2	0	4	 	54	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	3	0	4	 	29	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	4	0	4	 	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	5	0	4	 	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	6	0	4	 	20	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	18	0	4	 	17	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21030	19	 	1	 	26	 	2	21	 	9	6	0	98	98	1	14	0	 	 	 	 	 	 
21031	0	1	1	 	21	 	2	0	 	1	6	0	98	98	1	9	0	 	 	 	 	 	 
21031	1	0	4	 	51	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21031	2	0	4	 	50	 	2	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21031	3	0	4	 	30	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21031	4	0	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21031	5	0	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21032	0	1	1	 	22	 	2	0	 	2	3	0	98	98	1	12	1	 	 	 	 	 	 
21032	1	0	4	 	43	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21032	2	0	4	 	43	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21032	17	0	2	 	17	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21032	18	 	1	 	23	 	1	24	 	1	3	0	98	98	1	9	1	 	 	 	 	 	 
21032	19	 	1	 	56	 	2	19	 	7	6	0	98	98	1	2	0	 	 	 	 	 	 
21033	0	 	1	 	22	 	1	0	 	3	6	0	1	2	1	9	0	 	 	 	 	 	 
21033	1	 	1	 	46	 	2	1	0	2	3	0	98	98	1	4	0	 	 	 	 	 	 
21033	2	 	1	 	45	 	1	1	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
21033	3	 	1	 	24	 	1	7	 	3	6	0	1	2	1	9	0	 	 	 	 	 	 
21033	17	 	1	 	16	 	1	7	 	3	6	0	1	2	 	 	 	1	9	1	3	 	 
21034	0	1	1	 	22	 	2	0	 	1	6	0	98	98	1	9	0	 	 	 	 	 	 
21034	1	0	4	 	47	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21034	2	0	4	 	45	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21034	3	0	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21034	4	0	3	2010	-88	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21036	0	1	1	 	23	 	1	0	 	1	6	0	98	98	1	12	1	 	 	 	 	 	 
21036	1	0	4	 	44	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21036	2	0	4	 	44	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21036	17	0	4	 	18	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21037	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	9	0	 	 	 	 	 	 
21037	1	0	4	 	54	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21037	2	0	4	 	53	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21037	3	0	4	 	32	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21037	4	0	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21037	5	0	4	 	27	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21037	17	0	4	 	16	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21039	0	 	1	 	22	 	2	0	 	3	6	0	2	98	1	14	0	 	 	 	 	 	 
21039	1	 	4	 	53	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21039	2	 	1	 	54	 	2	1	 	1	5	0	98	98	1	12	0	 	 	 	 	 	 
21039	3	 	1	 	20	 	1	7	 	3	6	0	2	98	1	12	1	 	 	 	 	 	 
21040	0	 	1	 	23	 	1	0	 	1	6	0	98	98	1	7	0	 	 	 	 	 	 
21040	1	 	4	 	62	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21040	2	 	4	 	61	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21040	3	 	4	 	26	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21040	4	 	4	 	24	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21040	17	 	4	 	18	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21041	0	1	1	 	22	 	1	0	 	1	6	0	98	98	1	12	0	 	 	 	 	 	 
21041	1	0	3	2010	-88	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21041	2	0	4	 	65	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21041	3	0	4	 	36	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21041	4	0	4	 	31	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21041	5	0	4	 	25	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21041	6	 	1	 	26	 	1	22	 	10	6	0	98	98	1	7	0	 	 	 	 	 	 
21042	0	1	1	 	21	 	2	0	 	1	6	0	98	98	1	9	0	 	 	 	 	 	 
21042	1	0	4	 	50	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21042	2	0	4	 	49	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21042	3	0	4	 	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21042	4	0	4	 	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21042	17	0	4	 	18	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21042	18	 	1	 	25	 	2	25	 	10	6	0	98	98	1	12	0	 	 	 	 	 	 
21043	0	 	1	 	22	 	2	0	1	4	3	0	98	98	1	9	0	 	 	 	 	 	 
21043	1	 	4	 	52	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21043	2	 	4	 	49	 	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21043	3	 	4	 	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21043	4	 	4	 	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21043	5	 	4	 	19	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21043	6	 	1	 	54	 	1	28	 	1	3	0	98	98	1	9	0	 	 	 	 	 	 
21043	7	 	1	 	53	 	2	28	 	2	3	0	98	98	1	5	0	 	 	 	 	 	 
21043	8	 	1	 	26	 	1	24	 	3	3	0	7	6	1	11	0	 	 	 	 	 	 
21043	9	 	1	 	13	 	1	29	 	3	6	0	7	6	 	 	 	1	6	1	3	 	 
21044	0	 	1	 	22	 	2	0	 	2	3	0	98	98	1	9	0	 	 	 	 	 	 
21044	1	 	4	 	55	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21044	2	 	4	 	51	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21044	3	 	4	 	30	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21044	4	 	4	 	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21044	5	 	4	 	9	 	2	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21044	6	 	1	 	29	 	1	24	 	1	3	0	98	98	1	5	0	 	 	 	 	 	 
21046	0	 	1	 	22	 	2	0	 	3	3	0	2	1	1	9	0	 	 	 	 	 	 
21046	1	 	1	 	62	 	1	1	 	1	3	0	98	98	1	5	0	 	 	 	 	 	 
21046	2	 	1	 	62	 	2	1	 	2	3	0	98	98	1	1	0	 	 	 	 	 	 
21046	3	 	4	 	31	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21046	4	 	4	 	28	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21046	5	 	4	 	26	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21046	6	 	1	 	0	1	2	27	 	5	 	 	0	98	 	 	 	 	 	 	 	 	 
21047	0	1	1	 	22	 	2	0	 	1	1	0	98	98	1	12	0	 	 	 	 	 	 
21047	1	0	4	 	45	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21047	2	0	4	 	45	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21047	3	1	1	 	21	 	1	7	 	7	6	0	98	98	1	12	0	 	 	 	 	 	 
21047	4	 	1	 	25	 	1	25	 	2	1	0	98	98	1	9	0	 	 	 	 	 	 
21048	0	 	1	 	22	 	2	0	 	3	3	0	3	2	1	9	0	 	 	 	 	 	 
21048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21048	2	 	1	 	46	 	1	1	 	1	3	0	98	98	1	6	0	 	 	 	 	 	 
21048	3	 	1	 	44	 	2	1	 	2	3	0	98	98	1	4	0	 	 	 	 	 	 
21048	4	 	2	 	25	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21048	5	 	1	 	3	 	1	27	 	5	 	 	0	98	 	 	 	 	 	 	 	 	 
21056	0	1	1	 	22	 	1	0	 	1	1	0	98	98	1	12	0	 	 	 	 	 	 
21056	1	0	4	 	50	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21056	2	0	4	 	27	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21056	3	0	3	2015	-88	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21056	4	 	1	 	20	 	2	25	 	10	1	0	98	98	1	7	0	 	 	 	 	 	 
21069	0	1	1	 	22	 	2	0	 	2	3	0	98	98	1	14	0	 	 	 	 	 	 
21069	1	0	4	 	55	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21069	2	0	4	 	53	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21069	3	0	4	 	29	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21069	4	0	4	 	28	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21069	5	0	4	 	24	 	2	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21069	6	 	1	 	23	 	1	24	 	1	3	0	98	98	1	14	0	 	 	 	 	 	 
21072	0	1	1	 	21	 	2	0	 	1	6	0	98	98	1	14	1	 	 	 	 	 	 
21072	1	 	4	 	44	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21072	2	 	4	 	45	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21072	3	 	4	 	20	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21083	0	1	1	 	22	 	2	0	 	4	3	0	98	98	1	12	0	 	 	 	 	 	 
21083	1	0	4	 	47	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21083	2	0	4	 	45	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21083	3	0	4	 	20	 	1	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21083	4	 	1	 	48	 	2	28	 	2	3	0	98	98	1	2	0	 	 	 	 	 	 
21083	5	 	1	 	48	 	1	28	 	1	3	0	98	98	1	5	0	 	 	 	 	 	 
21083	6	 	1	 	25	 	1	24	 	3	3	0	4	5	1	9	0	 	 	 	 	 	 
21083	7	 	1	 	25	 	1	29	 	3	6	0	4	5	1	10	0	 	 	 	 	 	 
21083	8	 	1	 	18	 	1	29	 	3	6	0	4	5	1	9	0	 	 	 	 	 	 
