CHILDCODE	ASSTIDR5	ASSETR5	TOTASSR5	ASACTR5	NMOWNR5	VLASTR5
141003	2	 	 	 	 	 
141003	3	 	 	 	 	 
141004	1	24	1	23	1	100000
141004	2	25	1	23	1	8000
141004	3	23	2	23	2	1000
141005	1	 	 	 	 	 
141005	2	 	 	 	 	 
141005	3	 	 	 	 	 
141006	1	 	 	 	 	 
141006	2	 	 	 	 	 
141006	3	 	 	 	 	 
141007	1	3	2	11	2	1500
141007	2	5	2	11	2	1200
141007	3	1	7	11	7	500
141009	1	5	2	11	2	500
141009	2	3	1	11	1	300
141009	3	1	5	11	5	120
141010	1	40	1	26	0	 
141010	2	88	 	 	 	 
141010	3	88	 	 	 	 
141011	1	3	1	11	1	6000
141011	2	5	1	11	1	2000
141011	3	1	5	11	5	500
141012	1	5	4	11	4	800
141012	2	3	1	11	1	500
141012	3	1	3	11	3	40
141013	1	40	1	11	1	150000
141013	2	40	1	11	1	10000
141013	3	8	6	11	6	5000
141014	1	3	1	11	1	300
141014	2	5	1	11	1	100
141014	3	1	6	11	6	15
141015	1	13	5	7	5	300
141015	2	88	 	 	 	 
141015	3	88	 	 	 	 
141016	1	5	4	11	4	1200
141016	2	3	2	11	2	700
141016	3	1	6	11	6	250
141017	1	3	2	11	2	8000
141017	2	5	3	11	3	4000
141017	3	1	10	11	10	500
141018	1	40	1	10	1	7000000
141018	2	25	2	10	2	1000000
141018	3	40	3	10	3	600000
141019	1	1	3	5	3	150
141019	2	88	 	 	 	 
141019	3	88	 	 	 	 
141020	1	3	2	11	2	2000
141020	2	5	3	11	3	1500
141020	3	1	7	11	7	20
141025	1	 	 	 	 	 
141025	2	 	 	 	 	 
141025	3	 	 	 	 	 
141026	1	 	 	 	 	 
141026	2	 	 	 	 	 
141026	3	 	 	 	 	 
141027	1	40	1	11	1	5000
141027	2	40	1	11	1	3000
141027	3	40	3	11	3	1500
141028	1	25	2	11	2	8000
141028	2	5	3	11	3	1500
141028	3	3	1	11	1	500
141029	1	 	 	 	 	 
141029	2	 	 	 	 	 
141029	3	 	 	 	 	 
141030	1	25	1	11	1	7500
141030	2	5	3	11	3	2200
141030	3	3	2	11	2	2000
141031	1	40	1	23	1	20000
141031	2	23	5	23	5	2000
141031	3	88	 	 	 	 
141032	1	5	1	11	1	800
141032	2	3	1	11	1	700
141032	3	1	7	11	7	300
141033	1	 	 	 	 	 
141033	2	 	 	 	 	 
141033	3	 	 	 	 	 
141034	1	25	2	23	2	15000
141034	2	23	2	23	2	2000
141034	3	24	1	23	0	 
141035	1	25	1	24	1	80000
141035	2	23	6	23	6	6000
141035	3	24	1	23	0	 
141036	1	25	2	10	2	30000
141036	2	88	 	 	 	 
141036	3	88	 	 	 	 
141037	1	25	1	11	1	5000
141037	2	5	1	11	1	300
141037	3	3	1	11	1	100
141039	1	 	 	 	 	 
141039	2	 	 	 	 	 
141039	3	 	 	 	 	 
141040	1	3	3	11	3	8000
141040	2	5	3	11	3	2000
141040	3	1	7	11	7	300
141041	1	25	1	23	1	5000
141041	2	23	5	23	5	200
141041	3	88	 	 	 	 
141042	1	 	 	 	 	 
141042	2	 	 	 	 	 
141042	3	 	 	 	 	 
141043	1	5	1	11	1	1400
141043	2	3	1	11	1	700
141043	3	1	7	11	7	300
141044	1	24	1	23	0	 
141044	2	88	 	 	 	 
141044	3	40	4	5	4	4000
141045	1	 	 	 	 	 
141045	2	 	 	 	 	 
141045	3	 	 	 	 	 
141047	1	 	 	 	 	 
141047	2	 	 	 	 	 
141047	3	 	 	 	 	 
141048	1	25	2	23	2	30000
141048	2	40	12	23	12	2000
141048	3	88	 	 	 	 
141049	1	5	1	11	1	400
141049	2	3	1	11	1	250
141049	3	1	5	11	5	60
141050	1	14	4	9	4	77000
141050	2	88	 	 	 	 
141050	3	88	 	 	 	 
141051	1	5	1	11	1	1500
141051	2	3	1	11	1	1000
141051	3	1	6	11	6	200
141052	1	40	2	14	2	10
141052	2	88	 	 	 	 
141052	3	88	 	 	 	 
141062	1	 	 	 	 	 
141062	2	 	 	 	 	 
141062	3	 	 	 	 	 
141066	1	3	1	11	1	8000
141066	2	5	2	11	2	4000
141066	3	1	10	11	10	500
141073	1	13	6	7	6	30000
141073	2	5	1	11	1	500
141073	3	3	1	11	1	300
141076	1	5	2	11	2	900
141076	2	3	1	11	1	600
141076	3	1	5	11	5	110
151001	1	 	 	 	 	 
151001	2	 	 	 	 	 
151001	3	 	 	 	 	 
151002	1	6	1	11	0	 
151002	2	13	7	7	4	-88
151002	3	88	 	 	 	 
151003	1	24	1	23	0	 
151003	2	25	1	23	1	16000
151003	3	23	8	23	8	4000
151004	1	1	5	11	5	150
151004	2	88	 	 	 	 
151004	3	88	 	 	 	 
151005	1	 	 	 	 	 
151005	2	 	 	 	 	 
151005	3	 	 	 	 	 
151006	1	1	6	11	6	120
151006	2	6	1	11	0	 
151006	3	3	1	11	0	 
151007	1	24	1	23	1	800000
151007	2	25	3	23	3	40000
151007	3	23	20	23	20	20000
151010	1	2	1	11	1	1000
151010	2	3	1	11	1	700
151010	3	1	4	11	4	100
151011	1	2	1	11	1	-77
151011	2	3	2	11	2	-77
151011	3	1	3	11	0	 
151012	1	40	3	26	3	100000
151012	2	40	3	26	3	10000
151012	3	40	1	26	1	7000
151013	1	40	1	23	1	-77
151013	2	1	5	11	5	250
151013	3	88	 	 	 	 
151015	1	 	 	 	 	 
151015	2	 	 	 	 	 
151015	3	 	 	 	 	 
151016	1	 	 	 	 	 
151016	2	 	 	 	 	 
151016	3	 	 	 	 	 
151018	1	2	1	11	1	500
151018	2	3	1	11	1	200
151018	3	1	5	11	5	100
151019	1	 	 	 	 	 
151019	2	 	 	 	 	 
151019	3	 	 	 	 	 
151020	1	24	1	23	0	 
151020	2	23	4	23	4	100
151020	3	88	 	 	 	 
151021	1	2	1	11	1	500
151021	2	3	1	11	1	200
151021	3	1	12	11	12	100
151022	1	 	 	 	 	 
151022	2	 	 	 	 	 
151022	3	 	 	 	 	 
151023	1	3	1	11	1	200
151023	2	2	1	11	1	300
151023	3	1	5	11	5	200
151024	1	88	 	 	 	 
151024	2	88	 	 	 	 
151024	3	88	 	 	 	 
151025	1	3	1	11	1	300
151025	2	1	5	11	5	100
151025	3	8	2	11	2	50
151028	1	 	 	 	 	 
151028	2	 	 	 	 	 
151028	3	 	 	 	 	 
151029	1	1	5	11	5	50
151029	2	88	 	 	 	 
151029	3	88	 	 	 	 
151030	1	 	 	 	 	 
151030	2	 	 	 	 	 
151030	3	 	 	 	 	 
151031	1	2	1	10	1	1000
151031	2	1	5	11	5	100
151031	3	88	 	 	 	 
151032	1	 	 	 	 	 
151032	2	 	 	 	 	 
151032	3	 	 	 	 	 
151034	1	5	1	11	1	1200
151034	2	3	1	11	1	700
151034	3	1	4	11	4	130
151035	1	 	 	 	 	 
151035	2	 	 	 	 	 
151035	3	 	 	 	 	 
151036	1	 	 	 	 	 
151036	2	 	 	 	 	 
151036	3	 	 	 	 	 
151037	1	1	10	11	10	150
151037	2	2	1	11	1	100
151037	3	8	3	11	3	100
151038	1	 	 	 	 	 
151038	2	 	 	 	 	 
151038	3	 	 	 	 	 
151039	1	 	 	 	 	 
151039	2	 	 	 	 	 
151039	3	 	 	 	 	 
151040	1	 	 	 	 	 
151040	2	 	 	 	 	 
151040	3	 	 	 	 	 
151041	1	2	1	11	1	300
151041	2	3	1	11	1	200
151041	3	1	2	11	2	50
151043	1	 	 	 	 	 
151043	2	 	 	 	 	 
151043	3	 	 	 	 	 
151044	1	3	1	11	1	700
151044	2	1	4	11	4	100
151044	3	88	 	 	 	 
151045	1	 	 	 	 	 
151045	2	 	 	 	 	 
151045	3	 	 	 	 	 
151046	1	 	 	 	 	 
151046	2	 	 	 	 	 
151046	3	 	 	 	 	 
151047	1	40	1	11	1	1000
151047	2	5	1	11	1	300
151047	3	3	1	11	1	100
151049	1	40	4	26	4	50000
151049	2	3	1	11	1	800
151049	3	1	4	11	4	100
151051	1	 	 	 	 	 
151051	2	 	 	 	 	 
151051	3	 	 	 	 	 
151075	1	 	 	 	 	 
151075	2	 	 	 	 	 
151075	3	 	 	 	 	 
151079	1	 	 	 	 	 
151079	2	 	 	 	 	 
151079	3	 	 	 	 	 
151081	1	5	1	11	1	500
151081	2	3	1	11	1	300
151081	3	1	3	11	1	150
151082	1	3	1	11	1	800
151082	2	1	4	11	4	100
151082	3	88	 	 	 	 
161001	1	3	1	11	1	500
161001	2	2	1	11	1	500
161001	3	1	5	11	5	100
161002	1	 	 	 	 	 
161002	2	 	 	 	 	 
161002	3	 	 	 	 	 
161003	1	24	1	23	1	80000
161003	2	23	3	23	3	6000
161003	3	88	 	 	 	 
161004	1	5	2	11	2	1500
161004	2	3	1	11	1	700
161004	3	1	4	11	4	100
161005	1	 	 	 	 	 
161005	2	 	 	 	 	 
161005	3	 	 	 	 	 
161007	1	1	6	11	6	100
161007	2	2	1	11	1	500
161007	3	4	1	11	1	2000
161008	1	 	 	 	 	 
161008	2	 	 	 	 	 
161008	3	 	 	 	 	 
161009	1	4	1	11	1	5000
161009	2	3	2	11	2	2000
161009	3	1	2	11	2	100
161010	1	24	1	23	1	1000000
161010	2	23	2	23	2	3000
161010	3	88	 	 	 	 
161011	1	3	11	11	1	500
161011	2	1	6	11	6	100
161011	3	8	3	11	3	50
161012	1	 	 	 	 	 
161012	2	 	 	 	 	 
161012	3	 	 	 	 	 
161014	1	 	 	 	 	 
161014	2	 	 	 	 	 
161014	3	 	 	 	 	 
161015	1	24	1	23	0	 
161015	2	15	2	23	2	1500
161015	3	23	10	23	10	1000
161016	1	8	1	11	4	150
161016	2	3	1	11	1	60
161016	3	88	 	 	 	 
161018	1	1	4	11	4	10
161018	2	3	2	11	2	20
161018	3	4	1	11	0	 
161019	1	5	1	11	1	800
161019	2	3	1	11	1	200
161019	3	1	6	11	6	100
161020	1	 	 	 	 	 
161020	2	 	 	 	 	 
161020	3	 	 	 	 	 
161021	1	 	 	 	 	 
161021	2	 	 	 	 	 
161021	3	 	 	 	 	 
161022	1	1	6	11	6	100
161022	2	4	1	11	0	 
161022	3	6	1	11	0	 
161023	1	1	5	11	5	10
161023	2	2	1	11	1	200
161023	3	3	1	11	1	100
161024	1	1	3	11	3	150
161024	2	3	1	11	1	600
161024	3	4	1	11	0	 
161025	1	 	 	 	 	 
161025	2	 	 	 	 	 
161025	3	 	 	 	 	 
161026	1	3	1	11	1	200
161026	2	1	5	11	5	50
161026	3	88	 	 	 	 
161027	1	3	1	11	1	600
161027	2	1	4	11	4	100
161027	3	88	 	 	 	 
161028	1	40	2	23	2	20000
161028	2	24	1	23	1	500000
161028	3	88	 	 	 	 
161029	1	 	 	 	 	 
161029	2	 	 	 	 	 
161029	3	 	 	 	 	 
161030	1	 	 	 	 	 
161030	2	 	 	 	 	 
161030	3	 	 	 	 	 
161031	1	30	3	26	3	50000
161031	2	40	1	26	1	5000
161031	3	2	3	26	3	2000
161032	1	 	 	 	 	 
161032	2	 	 	 	 	 
161032	3	 	 	 	 	 
161033	1	5	1	11	1	1200
161033	2	3	1	11	1	600
161033	3	1	4	11	4	100
161034	1	 	 	 	 	 
161034	2	 	 	 	 	 
161034	3	 	 	 	 	 
161035	1	 	 	 	 	 
161035	2	 	 	 	 	 
161035	3	 	 	 	 	 
161036	1	 	 	 	 	 
161036	2	 	 	 	 	 
161036	3	 	 	 	 	 
161038	1	3	1	11	1	400
161038	2	1	5	11	1	100
161038	3	8	3	11	3	40
161039	1	 	 	 	 	 
161039	2	 	 	 	 	 
161039	3	 	 	 	 	 
161040	1	9	20	2	20	15000
161040	2	88	 	 	 	 
161040	3	88	 	 	 	 
161041	1	1	5	11	5	60
161041	2	88	 	 	 	 
161041	3	88	 	 	 	 
161042	1	5	1	11	1	1200
161042	2	3	1	11	1	700
161042	3	1	4	11	4	120
161043	1	 	 	 	 	 
161043	2	 	 	 	 	 
161043	3	 	 	 	 	 
161044	1	 	 	 	 	 
161044	2	 	 	 	 	 
161044	3	 	 	 	 	 
161045	1	24	1	26	1	450000
161045	2	88	 	 	 	 
161045	3	88	 	 	 	 
161046	1	3	1	11	1	900
161046	2	3	1	11	1	500
161046	3	1	4	11	4	110
161047	1	3	1	11	1	800
161047	2	1	4	11	4	100
161047	3	88	 	 	 	 
161048	1	 	 	 	 	 
161048	2	 	 	 	 	 
161048	3	 	 	 	 	 
161049	1	 	 	 	 	 
161049	2	 	 	 	 	 
161049	3	 	 	 	 	 
161050	1	 	 	 	 	 
161050	2	 	 	 	 	 
161050	3	 	 	 	 	 
171003	1	 	 	 	 	 
171003	2	 	 	 	 	 
171003	3	 	 	 	 	 
171004	1	 	 	 	 	 
171004	2	 	 	 	 	 
171004	3	 	 	 	 	 
171005	1	 	 	 	 	 
171005	2	 	 	 	 	 
171005	3	 	 	 	 	 
171006	1	 	 	 	 	 
171006	2	 	 	 	 	 
171006	3	 	 	 	 	 
171007	1	 	 	 	 	 
171007	2	 	 	 	 	 
171007	3	 	 	 	 	 
171008	1	24	1	23	1	30000
171008	2	88	 	 	 	 
171008	3	88	 	 	 	 
171009	1	23	9	23	9	1400
171009	2	88	 	 	 	 
171009	3	88	 	 	 	 
171011	1	 	 	 	 	 
171011	2	 	 	 	 	 
171011	3	 	 	 	 	 
171012	1	 	 	 	 	 
171012	2	 	 	 	 	 
171012	3	 	 	 	 	 
171013	1	 	 	 	 	 
171013	2	 	 	 	 	 
171013	3	 	 	 	 	 
171014	1	 	 	 	 	 
171014	2	 	 	 	 	 
171014	3	 	 	 	 	 
171015	1	9	9	2	9	8000
171015	2	88	 	 	 	 
171015	3	88	 	 	 	 
171017	1	 	 	 	 	 
171017	2	 	 	 	 	 
171017	3	 	 	 	 	 
171018	1	 	 	 	 	 
171018	2	 	 	 	 	 
171018	3	 	 	 	 	 
171019	1	 	 	 	 	 
171019	2	 	 	 	 	 
171019	3	 	 	 	 	 
171020	1	 	 	 	 	 
171020	2	 	 	 	 	 
171020	3	 	 	 	 	 
171021	1	15	40	23	40	500
171021	2	88	 	 	 	 
171021	3	88	 	 	 	 
171022	1	 	 	 	 	 
171022	2	 	 	 	 	 
171022	3	 	 	 	 	 
171023	1	 	 	 	 	 
171023	2	 	 	 	 	 
171023	3	 	 	 	 	 
171024	1	24	1	26	1	1000000
171024	2	40	25	26	25	50000
171024	3	23	55	26	55	26750
171025	1	 	 	 	 	 
171025	2	 	 	 	 	 
171025	3	 	 	 	 	 
171026	1	 	 	 	 	 
171026	2	 	 	 	 	 
171026	3	 	 	 	 	 
171027	1	25	2	23	2	40500
171027	2	88	 	 	 	 
171027	3	88	 	 	 	 
171030	1	 	 	 	 	 
171030	2	 	 	 	 	 
171030	3	 	 	 	 	 
171031	1	9	6	2	6	5000
171031	2	88	 	 	 	 
171031	3	88	 	 	 	 
171033	1	24	1	12	0	 
171033	2	23	15	12	15	16000
171033	3	15	-77	12	-77	 
171034	1	 	 	 	 	 
171034	2	 	 	 	 	 
171034	3	 	 	 	 	 
171035	1	 	 	 	 	 
171035	2	 	 	 	 	 
171035	3	 	 	 	 	 
171037	1	15	10	23	10	3000
171037	2	88	 	 	 	 
171037	3	88	 	 	 	 
171038	1	21	1	21	1	5000
171038	2	14	1	9	1	10000
171038	3	88	 	 	 	 
171040	1	 	 	 	 	 
171040	2	 	 	 	 	 
171040	3	 	 	 	 	 
171041	1	 	 	 	 	 
171041	2	 	 	 	 	 
171041	3	 	 	 	 	 
171042	1	 	 	 	 	 
171042	2	 	 	 	 	 
171042	3	 	 	 	 	 
171043	1	23	16	23	16	20000
171043	2	88	 	 	 	 
171043	3	88	 	 	 	 
171044	1	 	 	 	 	 
171044	2	 	 	 	 	 
171044	3	 	 	 	 	 
171045	1	 	 	 	 	 
171045	2	 	 	 	 	 
171045	3	 	 	 	 	 
171046	1	25	1	24	1	300000
171046	2	88	 	 	 	 
171046	3	88	 	 	 	 
171047	1	 	 	 	 	 
171047	2	 	 	 	 	 
171047	3	 	 	 	 	 
171048	1	24	1	23	1	10000
171048	2	23	5	23	1	100
171048	3	88	 	 	 	 
171049	1	 	 	 	 	 
171049	2	 	 	 	 	 
171049	3	 	 	 	 	 
171051	1	 	 	 	 	 
171051	2	 	 	 	 	 
171051	3	 	 	 	 	 
171052	1	 	 	 	 	 
171052	2	 	 	 	 	 
171052	3	 	 	 	 	 
171053	1	 	 	 	 	 
171053	2	 	 	 	 	 
171053	3	 	 	 	 	 
171057	1	 	 	 	 	 
171057	2	 	 	 	 	 
171057	3	 	 	 	 	 
171059	1	 	 	 	 	 
171059	2	 	 	 	 	 
171059	3	 	 	 	 	 
171060	1	40	4	12	4	8000
171060	2	23	7	23	7	6000
171060	3	88	 	 	 	 
171061	1	24	1	23	1	4000
171061	2	88	 	 	 	 
171061	3	88	 	 	 	 
171063	1	13	30	7	30	15500
171063	2	88	 	 	 	 
171063	3	88	 	 	 	 
181001	1	23	90	12	90	20000
181001	2	15	203	12	203	11500
181001	3	88	 	 	 	 
181002	1	23	11	12	11	900
181002	2	15	2	12	2	200
181002	3	88	 	 	 	 
181003	1	 	 	 	 	 
181003	2	 	 	 	 	 
181003	3	 	 	 	 	 
181005	1	 	 	 	 	 
181005	2	 	 	 	 	 
181005	3	 	 	 	 	 
181006	1	24	1	12	1	-77
181006	2	15	-77	12	-77	 
181006	3	23	-77	12	-77	 
181008	1	 	 	 	 	 
181008	2	 	 	 	 	 
181008	3	 	 	 	 	 
181009	1	 	 	 	 	 
181009	2	 	 	 	 	 
181009	3	 	 	 	 	 
181011	1	40	1	23	1	5000
181011	2	40	1	23	1	1000
181011	3	23	5	23	5	300
181014	1	 	 	 	 	 
181014	2	 	 	 	 	 
181014	3	 	 	 	 	 
181015	1	21	10	21	10	10000
181015	2	23	5	23	5	5000
181015	3	14	1	9	1	3000
181016	1	 	 	 	 	 
181016	2	 	 	 	 	 
181016	3	 	 	 	 	 
181017	1	 	 	 	 	 
181017	2	 	 	 	 	 
181017	3	 	 	 	 	 
181018	1	 	 	 	 	 
181018	2	 	 	 	 	 
181018	3	 	 	 	 	 
181019	1	 	 	 	 	 
181019	2	 	 	 	 	 
181019	3	 	 	 	 	 
181020	1	 	 	 	 	 
181020	2	 	 	 	 	 
181020	3	 	 	 	 	 
181021	1	9	1	2	1	10000
181021	2	88	 	 	 	 
181021	3	88	 	 	 	 
181023	1	 	 	 	 	 
181023	2	 	 	 	 	 
181023	3	 	 	 	 	 
181024	1	15	-77	12	-77	 
181024	2	22	4	22	4	10000
181024	3	88	 	 	 	 
181026	1	 	 	 	 	 
181026	2	 	 	 	 	 
181026	3	 	 	 	 	 
181027	1	24	1	23	1	-77
181027	2	23	20	23	20	20000
181027	3	88	 	 	 	 
181029	1	 	 	 	 	 
181029	2	 	 	 	 	 
181029	3	 	 	 	 	 
181030	1	 	 	 	 	 
181030	2	 	 	 	 	 
181030	3	 	 	 	 	 
181033	1	25	1	23	1	10000
181033	2	23	20	23	20	10000
181033	3	15	10	12	10	5000
181034	1	 	 	 	 	 
181034	2	 	 	 	 	 
181034	3	 	 	 	 	 
181037	1	 	 	 	 	 
181037	2	 	 	 	 	 
181037	3	 	 	 	 	 
181039	1	 	 	 	 	 
181039	2	 	 	 	 	 
181039	3	 	 	 	 	 
181041	1	 	 	 	 	 
181041	2	 	 	 	 	 
181041	3	 	 	 	 	 
181042	1	 	 	 	 	 
181042	2	 	 	 	 	 
181042	3	 	 	 	 	 
181043	1	88	 	 	 	 
181043	2	88	 	 	 	 
181043	3	88	 	 	 	 
181045	1	24	2	23	2	-77
181045	2	23	20	23	20	10000
181045	3	15	10	23	10	2000
181046	1	 	 	 	 	 
181046	2	 	 	 	 	 
181046	3	 	 	 	 	 
181047	1	88	 	 	 	 
181047	2	88	 	 	 	 
181047	3	88	 	 	 	 
181049	1	9	20	2	20	1000
181049	2	88	 	 	 	 
181049	3	88	 	 	 	 
181050	1	40	1	14	1	200
181050	2	88	 	 	 	 
181050	3	88	 	 	 	 
181056	1	 	 	 	 	 
181056	2	 	 	 	 	 
181056	3	 	 	 	 	 
181058	1	15	0	12	-77	 
181058	2	25	0	10	1	8000
181058	3	88	 	 	 	 
181069	1	 	 	 	 	 
181069	2	 	 	 	 	 
181069	3	 	 	 	 	 
181073	1	 	 	 	 	 
181073	2	 	 	 	 	 
181073	3	 	 	 	 	 
181078	1	15	1	23	1	10000
181078	2	88	 	 	 	 
181078	3	88	 	 	 	 
191001	1	23	7	23	7	100
191001	2	24	1	23	1	-77
191001	3	88	 	 	 	 
191003	1	23	15	23	15	15000
191003	2	88	 	 	 	 
191003	3	88	 	 	 	 
191004	1	1	-77	11	-77	 
191004	2	15	-77	12	-77	 
191004	3	24	1	26	1	4000000
191005	1	1	2	11	2	20
191005	2	88	 	 	 	 
191005	3	88	 	 	 	 
191006	1	6	1	11	0	 
191006	2	3	1	11	1	200
191006	3	4	1	11	0	 
191007	1	 	 	 	 	 
191007	2	 	 	 	 	 
191007	3	 	 	 	 	 
191009	1	40	1	12	1	1000
191009	2	23	6	23	6	500
191009	3	88	 	 	 	 
191011	1	 	 	 	 	 
191011	2	 	 	 	 	 
191011	3	 	 	 	 	 
191012	1	24	1	23	1	-77
191012	2	15	20	23	20	5000
191012	3	23	10	23	10	5000
191013	1	 	 	 	 	 
191013	2	 	 	 	 	 
191013	3	 	 	 	 	 
191014	1	 	 	 	 	 
191014	2	 	 	 	 	 
191014	3	 	 	 	 	 
191015	1	40	1	26	1	10000
191015	2	88	 	 	 	 
191015	3	88	 	 	 	 
191016	1	 	 	 	 	 
191016	2	 	 	 	 	 
191016	3	 	 	 	 	 
191017	1	 	 	 	 	 
191017	2	 	 	 	 	 
191017	3	 	 	 	 	 
191018	1	 	 	 	 	 
191018	2	 	 	 	 	 
191018	3	 	 	 	 	 
191019	1	 	 	 	 	 
191019	2	 	 	 	 	 
191019	3	 	 	 	 	 
191020	1	1	10	13	10	1000
191020	2	88	 	 	 	 
191020	3	88	 	 	 	 
191021	1	 	 	 	 	 
191021	2	 	 	 	 	 
191021	3	 	 	 	 	 
191022	1	23	1	23	1	3000
191022	2	88	 	 	 	 
191022	3	88	 	 	 	 
191023	1	30	2	30	2	25000
191023	2	88	 	 	 	 
191023	3	88	 	 	 	 
191024	1	 	 	 	 	 
191024	2	 	 	 	 	 
191024	3	 	 	 	 	 
191025	1	 	 	 	 	 
191025	2	 	 	 	 	 
191025	3	 	 	 	 	 
191026	1	 	 	 	 	 
191026	2	 	 	 	 	 
191026	3	 	 	 	 	 
191027	1	40	-77	26	-77	 
191027	2	24	1	26	1	-77
191027	3	88	 	 	 	 
191028	1	 	 	 	 	 
191028	2	 	 	 	 	 
191028	3	 	 	 	 	 
191029	1	 	 	 	 	 
191029	2	 	 	 	 	 
191029	3	 	 	 	 	 
191030	1	 	 	 	 	 
191030	2	 	 	 	 	 
191030	3	 	 	 	 	 
191033	1	 	 	 	 	 
191033	2	 	 	 	 	 
191033	3	 	 	 	 	 
191035	1	23	5	23	5	1000
191035	2	25	1	23	1	5000
191035	3	88	 	 	 	 
191036	1	 	 	 	 	 
191036	2	 	 	 	 	 
191036	3	 	 	 	 	 
191037	1	 	 	 	 	 
191037	2	 	 	 	 	 
191037	3	 	 	 	 	 
191038	1	24	1	2	1	5000
191038	2	88	 	 	 	 
191038	3	88	 	 	 	 
191039	1	 	 	 	 	 
191039	2	 	 	 	 	 
191039	3	 	 	 	 	 
191040	1	15	-77	12	-77	 
191040	2	23	10	12	10	500
191040	3	88	 	 	 	 
191041	1	 	 	 	 	 
191041	2	 	 	 	 	 
191041	3	 	 	 	 	 
191043	1	 	 	 	 	 
191043	2	 	 	 	 	 
191043	3	 	 	 	 	 
191044	1	 	 	 	 	 
191044	2	 	 	 	 	 
191044	3	 	 	 	 	 
191045	1	23	1	23	1	100
191045	2	88	 	 	 	 
191045	3	88	 	 	 	 
191046	1	 	 	 	 	 
191046	2	 	 	 	 	 
191046	3	 	 	 	 	 
191047	1	 	 	 	 	 
191047	2	 	 	 	 	 
191047	3	 	 	 	 	 
191048	1	15	50	23	50	1000
191048	2	88	 	 	 	 
191048	3	88	 	 	 	 
191049	1	24	1	23	1	1000
191049	2	23	-77	23	-77	 
191049	3	88	 	 	 	 
191050	1	 	 	 	 	 
191050	2	 	 	 	 	 
191050	3	 	 	 	 	 
191052	1	 	 	 	 	 
191052	2	 	 	 	 	 
191052	3	 	 	 	 	 
191055	1	 	 	 	 	 
191055	2	 	 	 	 	 
191055	3	 	 	 	 	 
191057	1	24	3	23	3	5000
191057	2	88	 	 	 	 
191057	3	88	 	 	 	 
191070	1	23	20	23	20	200
191070	2	88	 	 	 	 
191070	3	88	 	 	 	 
201003	1	40	5	23	5	100
201003	2	88	 	 	 	 
201003	3	88	 	 	 	 
201005	1	 	 	 	 	 
201005	2	 	 	 	 	 
201005	3	 	 	 	 	 
201007	1	 	 	 	 	 
201007	2	 	 	 	 	 
201007	3	 	 	 	 	 
201008	1	 	 	 	 	 
201008	2	 	 	 	 	 
201008	3	 	 	 	 	 
201010	1	 	 	 	 	 
201010	2	 	 	 	 	 
201010	3	 	 	 	 	 
201011	1	 	 	 	 	 
201011	2	 	 	 	 	 
201011	3	 	 	 	 	 
201013	1	 	 	 	 	 
201013	2	 	 	 	 	 
201013	3	 	 	 	 	 
201014	1	13	4	7	4	300
201014	2	40	2	14	1	400
201014	3	88	 	 	 	 
201016	1	23	4	23	4	700
201016	2	88	 	 	 	 
201016	3	88	 	 	 	 
201017	1	 	 	 	 	 
201017	2	 	 	 	 	 
201017	3	 	 	 	 	 
201023	1	 	 	 	 	 
201023	2	 	 	 	 	 
201023	3	 	 	 	 	 
201024	1	 	 	 	 	 
201024	2	 	 	 	 	 
201024	3	 	 	 	 	 
201025	1	 	 	 	 	 
201025	2	 	 	 	 	 
201025	3	 	 	 	 	 
201030	1	 	 	 	 	 
201030	2	 	 	 	 	 
201030	3	 	 	 	 	 
201032	1	 	 	 	 	 
201032	2	 	 	 	 	 
201032	3	 	 	 	 	 
201034	1	23	2	23	2	20
201034	2	88	 	 	 	 
201034	3	88	 	 	 	 
201039	1	13	4	7	4	30000
201039	2	24	1	23	1	25000
201039	3	13	30	7	30	10000
201042	1	25	1	24	1	50000
201042	2	88	 	 	 	 
201042	3	88	 	 	 	 
201045	1	 	 	 	 	 
201045	2	 	 	 	 	 
201045	3	 	 	 	 	 
201046	1	 	 	 	 	 
201046	2	 	 	 	 	 
201046	3	 	 	 	 	 
201049	1	 	 	 	 	 
201049	2	 	 	 	 	 
201049	3	 	 	 	 	 
201050	1	21	2	21	2	2100
201050	2	40	1	21	1	900
201050	3	88	 	 	 	 
201051	1	 	 	 	 	 
201051	2	 	 	 	 	 
201051	3	 	 	 	 	 
201052	1	17	12	16	12	1550
201052	2	88	 	 	 	 
201052	3	88	 	 	 	 
201054	1	 	 	 	 	 
201054	2	 	 	 	 	 
201054	3	 	 	 	 	 
201056	1	1	1	23	1	20
201056	2	88	 	 	 	 
201056	3	88	 	 	 	 
201059	1	23	20	17	20	500
201059	2	88	 	 	 	 
201059	3	88	 	 	 	 
201064	1	 	 	 	 	 
201064	2	 	 	 	 	 
201064	3	 	 	 	 	 
201065	1	24	1	23	1	3000000
201065	2	25	1	23	1	280000
201065	3	88	 	 	 	 
201068	1	 	 	 	 	 
201068	2	 	 	 	 	 
201068	3	 	 	 	 	 
201071	1	 	 	 	 	 
201071	2	 	 	 	 	 
201071	3	 	 	 	 	 
201073	1	 	 	 	 	 
201073	2	 	 	 	 	 
201073	3	 	 	 	 	 
201074	1	40	1	12	1	52000
201074	2	25	1	12	1	95000
201074	3	40	440	12	440	18000
201082	1	24	1	26	1	150000
201082	2	23	5	23	5	4000
201082	3	88	 	 	 	 
