CHILDCODE	MEMIDR4	AGER3	MEMAGER4	MEAGMTR4	MEMSEXR4	RELATER3	RELATER4	THSCOMR4	LIVHSER4	YRDIEDR4	RELHHR4	MRTLSTR4	DISABR4	MTHRHHR4	FTHRHHR4	STRT18R4	GRDE18R4	STLL18R4	EDCH18R4	HSSTRTR4	GRADER4	STILLR4	TYPATDR4	WHYNOTR4	AGEGRDR4	EDCH17R4	MEMCNSR4
51046	4	 	6	 	1	 	7	 	1	 	3	 	 	3	2	 	 	 	 	1	0	1	3	 	 	 	N
51046	5	 	4	 	1	 	7	 	1	 	3	 	 	3	2	 	 	 	 	 	 	 	 	 	 	 	N
51047	0	15	19	 	2	0	0	1	1	 	3	6	0	2	98	1	12	0	1	 	 	 	 	 	 	 	N
51047	1	46	50	 	1	1	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
51047	2	44	48	 	2	1	1	1	1	 	2	2	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
51047	3	17	21	 	1	7	7	 	1	 	3	6	0	2	98	1	14	0	1	 	 	 	 	 	 	 	N
51048	0	14	18	 	2	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	1	3	 	 	1	 
51048	1	44	48	 	1	1	1	 	1	 	3	3	0	2	1	1	12	0	0	 	 	 	 	 	 	 	N
51048	2	46	50	 	2	1	1	1	1	 	2	3	0	2	1	1	4	0	0	 	 	 	 	 	 	 	N
51048	3	25	29	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
51048	4	23	27	 	1	7	7	 	1	 	3	3	0	2	1	1	14	0	1	 	 	 	 	 	 	 	N
51048	5	 	26	 	2	 	16	 	1	 	4	3	0	98	98	1	14	0	 	 	 	 	 	 	 	 	N
51048	6	 	0	11	1	 	15	 	1	 	5	 	 	7	4	 	 	 	 	 	 	 	 	 	 	 	N
51048	7	 	4	 	2	 	15	 	1	 	5	 	 	98	98	 	 	 	 	 	 	 	 	 	 	 	N
51049	0	14	18	 	2	0	0	1	1	 	3	6	0	1	2	1	12	0	1	 	 	 	 	 	 	 	N
51049	1	48	52	 	2	1	1	1	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
51049	2	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
51049	3	16	20	 	2	7	7	 	1	 	3	6	0	1	2	1	9	0	0	 	 	 	 	 	 	 	N
51049	4	12	16	 	2	7	7	 	1	 	3	6	0	98	98	 	 	 	 	1	10	1	3	 	 	1	N
51050	0	14	18	 	1	0	0	1	1	 	3	6	0	1	2	1	12	0	1	 	 	 	 	 	 	 	N
51050	1	43	47	 	2	1	1	0	1	 	2	3	1	98	98	1	9	0	0	 	 	 	 	 	 	 	N
51050	2	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	3	0	0	 	 	 	 	 	 	 	N
51050	3	21	25	 	1	7	7	 	1	 	3	6	0	1	2	1	13	0	1	 	 	 	 	 	 	 	N
51057	0	15	19	 	1	0	0	1	1	 	3	6	0	2	98	1	0	0	0	 	 	 	 	 	 	 	N
51057	1	43	-88	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
51057	2	41	45	 	2	1	1	0	1	 	1	4	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
51057	3	21	25	 	1	7	7	 	1	 	3	6	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
51057	4	19	23	 	1	7	7	 	1	 	3	6	0	2	98	1	8	0	0	 	 	 	 	 	 	 	N
51070	0	15	19	 	2	0	0	0	1	 	3	6	0	3	98	1	12	1	1	 	 	 	 	 	 	 	N
51070	1	80	-88	 	2	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51070	2	54	58	 	1	1	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51070	3	39	43	 	2	1	1	1	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61001	0	14	18	 	2	0	0	0	1	 	4	3	0	98	98	1	10	0	1	 	 	 	 	 	 	 	N
61001	1	65	-88	 	1	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	2	65	69	 	2	6	6	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	3	37	41	 	1	1	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	4	32	36	 	2	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	5	25	29	 	2	13	13	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	6	5	9	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61001	7	 	55	 	1	 	28	 	1	 	1	3	0	98	98	1	8	0	 	 	 	 	 	 	 	 	N
61001	8	 	55	 	2	 	28	 	1	 	2	3	0	98	98	1	4	0	 	 	 	 	 	 	 	 	N
61001	10	 	22	 	1	 	24	 	1	 	3	3	0	8	7	1	5	0	 	 	 	 	 	 	 	 	N
61001	11	 	2	 	1	 	27	 	1	 	5	 	 	0	10	 	 	 	 	 	 	 	 	 	 	 	N
61003	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	9	0	1	 	 	 	 	 	 	 	Y
61003	1	47	51	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
61003	2	46	50	 	2	1	1	1	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
61003	3	25	29	 	1	7	7	 	1	 	3	6	0	2	1	1	14	0	0	 	 	 	 	 	 	 	N
61004	0	15	19	 	2	0	0	1	1	 	4	3	0	98	98	1	9	0	1	 	 	 	 	 	 	 	N
61004	1	40	43	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	2	38	41	 	2	1	1	0	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	17	10	14	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61004	18	 	41	 	1	 	28	 	1	 	1	1	0	98	98	1	2	0	 	 	 	 	 	 	 	 	N
61004	19	 	40	 	2	 	28	 	1	 	2	1	0	98	98	1	2	0	 	 	 	 	 	 	 	 	N
61004	20	 	23	 	1	 	24	 	1	 	3	3	0	19	18	1	4	0	 	 	 	 	 	 	 	 	N
61006	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	11	1	1	 	 	 	 	 	 	 	N
61006	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
61006	2	37	41	 	2	1	1	0	1	 	2	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
61009	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
61009	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
61009	2	38	42	 	2	1	1	1	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61009	3	12	16	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	10	1	3	 	 	1	N
61009	4	 	4	 	1	 	7	 	1	 	3	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	N
61011	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	4	0	0	 	 	 	 	 	 	 	Y
61011	1	43	47	 	1	1	1	 	1	 	1	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
61011	2	39	43	 	2	1	1	1	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
61011	17	10	14	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	6	0	 	8	12	1	N
61012	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	11	0	0	 	 	 	 	 	 	 	N
61012	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
61012	2	36	40	 	2	1	1	1	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
61012	3	18	22	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
61012	4	12	16	 	2	7	7	 	1	 	3	6	1	2	1	 	 	 	 	0	 	 	 	 	 	 	N
61013	0	14	18	 	1	0	0	1	1	 	1	6	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
61013	1	60	-88	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	2	59	-88	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	3	30	34	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	4	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	5	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	6	17	21	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61013	17	11	15	 	1	15	15	 	1	 	7	6	0	98	98	 	 	 	 	1	1	0	 	10	7	0	N
61014	0	15	19	 	2	0	0	0	1	 	4	3	0	98	98	1	9	0	1	 	 	 	 	 	 	 	N
61014	1	77	81	 	2	6	6	 	3	2009	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	2	52	56	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	3	52	56	 	2	1	1	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	4	21	25	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	5	18	22	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	6	17	21	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61014	7	 	57	 	1	 	28	 	1	 	1	3	0	98	98	1	7	0	 	 	 	 	 	 	 	 	N
61014	8	 	47	 	2	 	28	 	1	 	2	3	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
61014	9	 	22	 	1	 	24	 	1	 	3	3	0	8	7	1	9	0	 	 	 	 	 	 	 	 	N
61014	10	 	16	 	1	 	29	 	1	 	3	6	0	8	7	 	 	 	 	1	7	1	3	 	 	 	N
61015	0	15	19	 	2	0	0	0	1	 	4	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61015	1	39	43	 	2	1	1	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	2	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	17	7	11	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61015	18	 	52	 	1	 	2	 	1	 	1	3	0	98	98	1	1	0	 	 	 	 	 	 	 	 	N
61015	19	 	51	 	2	 	28	 	1	 	2	3	0	98	98	1	2	0	 	 	 	 	 	 	 	 	N
61015	20	 	78	 	2	 	19	 	1	 	11	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
61015	21	 	25	 	1	 	24	 	1	 	3	3	0	19	18	1	5	0	 	 	 	 	 	 	 	 	N
61015	22	 	27	 	1	 	29	 	1	 	3	6	0	19	18	1	5	0	 	 	 	 	 	 	 	 	N
61016	0	15	19	 	1	0	0	1	1	 	5	1	0	4	3	1	11	0	1	 	 	 	 	 	 	 	Y
61016	1	79	83	 	1	6	6	 	1	 	1	1	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
61016	2	71	75	 	2	6	6	 	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
61016	3	40	44	 	1	1	1	 	1	 	3	3	0	2	1	1	3	0	0	 	 	 	 	 	 	 	N
61016	4	35	39	 	2	1	1	1	1	 	4	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
61016	5	13	17	 	1	7	7	 	1	 	5	6	0	4	3	 	 	 	 	0	 	 	 	 	 	 	N
61017	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	0	0	 	 	 	 	 	 	 	N
61017	1	38	42	 	1	1	1	 	1	 	1	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
61017	2	39	43	 	2	1	1	0	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
61017	3	6	10	 	1	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	4	1	3	 	 	1	N
61018	0	15	19	 	2	0	0	1	1	 	3	6	1	2	1	1	2	0	0	 	 	 	 	 	 	 	N
61018	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
61018	2	36	40	 	2	1	1	1	1	 	2	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
61018	3	6	10	 	1	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	4	1	3	 	 	0	N
61019	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
61019	1	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
61019	2	45	49	 	2	1	1	1	1	 	2	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
61019	3	25	29	 	2	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
61019	4	19	23	 	2	7	7	 	1	 	3	6	0	2	1	1	14	1	1	 	 	 	 	 	 	 	N
61020	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	6	0	0	 	 	 	 	 	 	 	Y
61020	1	48	52	 	1	1	1	 	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
61020	2	48	52	 	2	1	1	1	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
61020	3	22	26	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	4	19	23	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61020	5	17	21	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61021	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
61021	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
61021	2	35	39	 	2	1	1	0	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
61021	17	10	14	 	1	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	8	0	 	11	14	1	N
61023	0	15	19	 	1	0	0	1	1	 	3	6	0	1	2	1	9	0	1	 	 	 	 	 	 	 	N
61023	1	50	54	 	2	1	1	1	1	 	1	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
61023	2	47	51	 	1	1	1	 	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61023	3	24	28	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61023	4	21	25	 	1	7	7	 	1	 	2	6	0	1	2	1	6	0	0	 	 	 	 	 	 	 	N
61023	5	17	21	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61024	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	6	0	0	 	 	 	 	 	 	 	N
61024	1	46	50	 	1	1	1	 	1	 	1	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
61024	2	43	47	 	2	1	1	0	1	 	2	3	0	98	98	1	10	0	0	 	 	 	 	 	 	 	N
61024	3	18	22	 	1	7	7	 	1	 	3	6	0	2	1	1	6	0	0	 	 	 	 	 	 	 	N
61024	4	13	16	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N
61025	0	15	19	 	1	0	0	1	2	 	3	6	0	2	1	 	 	 	 	1	12	0	 	 	 	1	 
61025	1	38	42	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
61025	2	37	41	 	2	1	1	1	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
61026	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	9	0	1	 	 	 	 	 	 	 	N
61026	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
61026	2	36	40	 	2	1	1	1	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
61026	3	6	10	 	2	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	4	1	3	 	 	1	N
61028	0	15	18	 	2	0	0	1	1	 	3	3	0	1	18	1	8	0	0	 	 	 	 	 	 	 	N
61028	1	44	48	 	2	1	1	1	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
61028	2	18	22	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61028	17	11	14	 	1	7	7	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61028	18	43	50	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61029	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	0	0	 	 	 	 	 	 	 	Y
61029	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
61029	2	39	43	 	2	1	1	1	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
61030	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
61030	1	39	43	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61030	2	38	42	 	2	1	1	1	1	 	2	3	0	98	98	1	1	0	0	 	 	 	 	 	 	 	N
61030	3	18	22	 	1	7	7	 	1	 	3	3	0	2	1	1	12	0	0	 	 	 	 	 	 	 	N
61030	4	12	16	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	10	1	3	 	 	1	N
61030	5	 	20	 	2	 	16	 	1	 	4	3	0	98	98	1	7	0	 	 	 	 	 	 	 	 	N
61030	6	 	1	 	2	 	15	 	1	 	5	 	 	5	3	 	 	 	 	 	 	 	 	 	 	 	N
61031	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	N
61031	1	42	46	 	1	1	1	 	1	 	1	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
61031	2	42	46	 	2	1	1	0	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
61031	3	19	23	 	1	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61032	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	0	0	 	 	 	 	 	 	 	Y
61032	1	39	43	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61032	2	40	44	 	2	1	1	1	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
61032	17	10	14	 	2	7	7	 	1	 	3	6	0	2	1	 	 	 	 	1	8	1	3	 	 	1	N
61033	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	8	0	0	 	 	 	 	 	 	 	Y
61033	1	42	46	 	1	1	1	 	1	 	1	1	0	98	98	1	4	0	0	 	 	 	 	 	 	 	Y
61033	2	41	45	 	2	1	1	0	1	 	2	1	0	98	98	1	0	0	0	 	 	 	 	 	 	 	N
61033	3	23	27	 	1	7	7	 	1	 	3	3	0	2	1	1	4	0	0	 	 	 	 	 	 	 	Y
61033	4	22	26	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	5	26	30	 	2	16	16	 	1	 	4	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	Y
61033	6	4	8	 	1	19	19	 	1	 	5	 	 	5	3	 	 	 	 	1	2	1	3	 	 	1	N
61034	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	11	1	1	 	 	 	 	 	 	 	N
61034	1	49	53	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
61034	2	40	44	 	2	1	1	1	1	 	2	3	0	98	98	1	3	0	0	 	 	 	 	 	 	 	N
61034	3	18	22	 	2	7	7	 	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	N
61035	0	15	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
61035	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	Y
61035	2	36	40	 	2	1	1	1	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61035	17	8	12	 	1	7	7	 	1	 	3	 	0	2	1	 	 	 	 	1	6	1	3	 	 	1	N
61035	18	4	8	 	2	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	2	1	3	 	 	1	N
61036	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	10	0	1	 	 	 	 	 	 	 	N
61036	1	43	49	 	1	1	1	 	1	 	1	3	0	98	98	1	0	0	0	 	 	 	 	 	 	 	N
61036	2	46	50	 	2	1	1	1	1	 	2	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
61036	3	19	23	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61037	0	14	18	 	1	0	0	1	1	 	3	6	0	3	2	1	12	0	1	 	 	 	 	 	 	 	N
61037	1	75	79	 	2	6	6	 	1	 	6	4	0	98	98	0	 	 	 	 	 	 	 	 	 	 	N
61037	2	43	47	 	1	1	1	 	1	 	1	3	0	1	98	1	4	0	0	 	 	 	 	 	 	 	N
61037	3	40	44	 	2	1	1	0	1	 	2	3	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
61037	4	20	24	 	2	7	7	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	Y
61038	1	37	41	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	Y
61038	2	36	40	 	2	1	1	0	1	 	2	1	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
61038	3	4	8	 	1	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	2	1	3	 	 	1	N
61038	4	64	68	 	1	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	5	62	66	 	2	6	6	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61039	0	14	19	 	1	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
61039	1	48	51	 	1	1	1	 	1	 	1	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
61039	2	44	48	 	2	1	1	0	1	 	2	3	0	98	98	1	14	0	0	 	 	 	 	 	 	 	N
61039	3	20	24	 	1	7	7	 	1	 	3	6	0	98	98	1	13	0	1	 	 	 	 	 	 	 	N
61040	0	15	19	 	1	0	0	1	1	 	3	6	0	4	3	1	12	1	0	 	 	 	 	 	 	 	Y
61040	1	91	94	 	2	6	6	 	3	2008	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61040	2	52	56	 	2	13	13	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61040	3	47	51	 	1	1	1	 	1	 	1	3	0	98	98	1	8	0	0	 	 	 	 	 	 	 	N
61040	4	43	47	 	2	1	1	1	1	 	2	3	0	98	98	1	2	0	0	 	 	 	 	 	 	 	N
61041	0	14	18	 	2	0	0	1	1	 	3	6	0	2	1	1	12	0	1	 	 	 	 	 	 	 	N
61041	1	40	44	 	1	1	1	 	1	 	1	3	0	98	98	1	4	0	0	 	 	 	 	 	 	 	N
61041	2	39	43	 	2	1	1	1	1	 	2	3	0	98	98	1	12	0	0	 	 	 	 	 	 	 	N
61042	0	14	18	 	1	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
61042	1	41	47	 	1	1	1	 	1	 	1	3	0	98	98	1	11	0	0	 	 	 	 	 	 	 	N
61042	2	40	44	 	2	1	1	0	1	 	2	3	0	98	98	1	7	0	0	 	 	 	 	 	 	 	N
61042	3	5	9	 	2	7	7	 	1	 	3	 	 	2	1	 	 	 	 	1	3	1	3	 	 	1	N
61043	0	15	19	 	1	0	0	1	1	 	3	6	0	2	98	1	5	0	0	 	 	 	 	 	 	 	Y
61043	1	37	41	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61043	2	36	40	 	2	1	1	1	1	 	1	1	0	98	98	1	5	0	0	 	 	 	 	 	 	 	N
61043	17	10	14	 	2	7	7	 	1	 	3	6	0	2	98	 	 	 	 	1	5	0	 	8	11	1	N
61043	18	 	2	 	1	 	9	 	1	 	3	 	 	2	19	 	 	 	 	 	 	 	 	 	 	 	N
61043	19	 	35	 	1	 	2	 	1	 	2	1	0	98	98	1	2	0	 	 	 	 	 	 	 	 	N
61044	0	14	18	 	1	0	0	1	1	 	3	6	0	3	2	1	12	1	0	 	 	 	 	 	 	 	Y
61044	1	84	88	 	2	6	6	 	3	1993	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61044	2	48	52	 	1	1	1	 	1	 	1	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61044	3	47	51	 	2	1	1	0	1	 	2	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61046	0	14	19	 	2	0	0	0	1	 	4	3	0	98	98	1	9	0	0	 	 	 	 	 	 	 	N
61046	1	36	40	 	1	1	1	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	2	35	39	 	2	1	1	0	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	3	57	61	 	1	5	5	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	4	55	59	 	2	5	5	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	5	44	48	 	1	2	2	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	6	 	45	 	1	 	28	 	1	 	2	3	0	10	98	1	6	0	 	 	 	 	 	 	 	 	Y
61046	7	 	49	 	2	 	28	 	1	 	1	3	0	98	98	1	5	0	 	 	 	 	 	 	 	 	N
61046	8	 	23	 	1	 	24	 	1	 	3	3	0	7	6	1	8	0	 	 	 	 	 	 	 	 	Y
61046	9	 	17	 	2	 	29	 	1	 	3	6	0	7	6	 	 	 	 	1	10	1	3	 	 	 	N
61046	10	 	71	 	2	 	6	 	1	 	11	4	0	98	98	1	0	0	 	 	 	 	 	 	 	 	N
61046	11	 	0	0	1	 	27	 	1	 	5	 	 	0	8	 	 	 	 	 	 	 	 	 	 	 	N
61047	0	15	19	 	2	0	0	1	1	 	3	6	0	2	1	1	12	1	1	 	 	 	 	 	 	 	Y
61047	1	41	45	 	1	1	1	 	1	 	1	3	0	98	98	1	6	0	0	 	 	 	 	 	 	 	N
