CHILDCODE	IMEVIDR4	RKEVR4	LOSS10R4	LOSS11R4	LOSS12R4	LOSS13R4
71034	3	88	 	 	 	 
71035	1	88	 	 	 	 
71035	2	88	 	 	 	 
71035	3	88	 	 	 	 
71036	1	88	 	 	 	 
71036	2	88	 	 	 	 
71036	3	88	 	 	 	 
71037	1	88	 	 	 	 
71037	2	88	 	 	 	 
71037	3	88	 	 	 	 
71038	1	12	 	 	1	2
71038	2	13	1	1	2	1
71038	3	47	1	1	1	2
71039	1	88	 	 	 	 
71039	2	88	 	 	 	 
71039	3	88	 	 	 	 
71041	1	88	 	 	 	 
71041	2	88	 	 	 	 
71041	3	88	 	 	 	 
71042	1	13	1	1	 	 
71042	2	14	 	1	 	 
71042	3	47	1	1	1	1
71043	1	88	 	 	 	 
71043	2	88	 	 	 	 
71043	3	88	 	 	 	 
71044	1	37	1	1	1	1
71044	2	88	 	 	 	 
71044	3	88	 	 	 	 
71045	1	88	 	 	 	 
71045	2	88	 	 	 	 
71045	3	88	 	 	 	 
71046	1	88	 	 	 	 
71046	2	88	 	 	 	 
71046	3	88	 	 	 	 
71047	1	29	 	2	 	 
71047	2	25	 	2	 	 
71047	3	42	 	 	77	 
71048	1	88	 	 	 	 
71048	2	88	 	 	 	 
71048	3	88	 	 	 	 
71049	1	29	 	 	 	4
71049	2	88	 	 	 	 
71049	3	88	 	 	 	 
71073	1	88	 	 	 	 
71073	2	88	 	 	 	 
71073	3	88	 	 	 	 
71091	1	14	 	 	1	1
71091	2	39	 	1	 	 
71091	3	48	 	1	 	 
71097	1	88	 	 	 	 
71097	2	88	 	 	 	 
71097	3	88	 	 	 	 
71112	1	12	 	 	 	1
71112	2	88	 	 	 	 
71112	3	88	 	 	 	 
71120	1	12	 	 	1	 
71120	2	14	 	 	1	 
71120	3	37	 	 	1	 
71121	1	14	 	 	1	 
71121	2	39	 	 	 	1
71121	3	47	 	 	 	1
81001	1	88	 	 	 	 
81001	2	88	 	 	 	 
81001	3	88	 	 	 	 
81003	1	42	 	 	3	3
81003	2	88	 	 	 	 
81003	3	88	 	 	 	 
81004	1	36	2	 	 	 
81004	2	34	 	 	 	3
81004	3	88	 	 	 	 
81005	1	16	 	 	 	2
81005	2	88	 	 	 	 
81005	3	88	 	 	 	 
81006	1	88	 	 	 	 
81006	2	88	 	 	 	 
81006	3	88	 	 	 	 
81007	1	14	4	4	 	 
81007	2	88	 	 	 	 
81007	3	88	 	 	 	 
81008	1	48	 	 	 	4
81008	2	88	 	 	 	 
81008	3	88	 	 	 	 
81009	1	88	 	 	 	 
81009	2	88	 	 	 	 
81009	3	88	 	 	 	 
81010	1	88	 	 	 	 
81010	2	88	 	 	 	 
81010	3	88	 	 	 	 
81011	1	88	 	 	 	 
81011	2	88	 	 	 	 
81011	3	88	 	 	 	 
81012	1	88	 	 	 	 
81012	2	88	 	 	 	 
81012	3	88	 	 	 	 
81013	1	40	 	2	 	 
81013	2	88	 	 	 	 
81013	3	88	 	 	 	 
81017	1	14	 	 	4	 
81017	2	88	 	 	 	 
81017	3	88	 	 	 	 
81018	1	88	 	 	 	 
81018	2	88	 	 	 	 
81018	3	88	 	 	 	 
81019	1	41	 	 	1	 
81019	2	88	 	 	 	 
81019	3	88	 	 	 	 
81020	1	37	 	 	3	3
81020	2	36	 	 	 	1
81020	3	88	 	 	 	 
81021	1	37	 	 	 	2
81021	2	88	 	 	 	 
81021	3	88	 	 	 	 
81022	1	88	 	 	 	 
81022	2	88	 	 	 	 
81022	3	88	 	 	 	 
81023	1	88	 	 	 	 
81023	2	88	 	 	 	 
81023	3	88	 	 	 	 
81024	1	88	 	 	 	 
81024	2	88	 	 	 	 
81024	3	88	 	 	 	 
81025	1	37	 	 	 	3
81025	2	38	 	 	 	2
81025	3	61	 	 	 	1
81026	1	88	 	 	 	 
81026	2	88	 	 	 	 
81026	3	88	 	 	 	 
81028	1	39	 	 	1	1
81028	2	13	 	 	 	1
81028	3	47	 	1	1	1
81029	1	88	 	 	 	 
81029	2	88	 	 	 	 
81029	3	88	 	 	 	 
81030	1	29	2	 	 	3
81030	2	88	 	 	 	 
81030	3	88	 	 	 	 
81031	1	42	 	 	 	2
81031	2	88	 	 	 	 
81031	3	88	 	 	 	 
81032	1	88	 	 	 	 
81032	2	88	 	 	 	 
81032	3	88	 	 	 	 
81034	1	88	 	 	 	 
81034	2	88	 	 	 	 
81034	3	88	 	 	 	 
81035	1	88	 	 	 	 
81035	2	88	 	 	 	 
81035	3	88	 	 	 	 
81036	1	42	 	 	 	1
81036	2	88	 	 	 	 
81036	3	88	 	 	 	 
81038	1	16	 	 	 	3
81038	2	88	 	 	 	 
81038	3	88	 	 	 	 
81039	1	13	 	2	2	 
81039	2	47	1	1	1	1
81039	3	14	 	 	88	 
81041	1	47	2	2	1	1
81041	2	88	 	 	 	 
81041	3	88	 	 	 	 
81042	1	88	 	 	 	 
81042	2	88	 	 	 	 
81042	3	88	 	 	 	 
81043	1	34	 	 	 	2
81043	2	88	 	 	 	 
81043	3	88	 	 	 	 
81045	1	34	 	 	4	 
81045	2	16	 	 	4	 
81045	3	88	 	 	 	 
81046	1	1	 	 	1	 
81046	2	88	 	 	 	 
81046	3	88	 	 	 	 
81047	1	88	 	 	 	 
81047	2	88	 	 	 	 
81047	3	88	 	 	 	 
81049	1	30	 	 	 	1
81049	2	37	 	 	2	 
81049	3	38	 	 	 	1
81050	1	88	 	 	 	 
81050	2	88	 	 	 	 
81050	3	88	 	 	 	 
81073	1	88	 	 	 	 
81073	2	88	 	 	 	 
81073	3	88	 	 	 	 
81092	1	88	 	 	 	 
81092	2	88	 	 	 	 
81092	3	88	 	 	 	 
81105	1	88	 	 	 	 
81105	2	88	 	 	 	 
81105	3	88	 	 	 	 
81108	1	16	 	 	2	 
81108	2	88	 	 	 	 
81108	3	88	 	 	 	 
81120	1	42	 	 	 	2
81120	2	88	 	 	 	 
81120	3	88	 	 	 	 
81130	1	37	 	2	 	 
81130	2	14	2	2	2	2
81130	3	1	2	2	2	2
81139	1	42	 	 	 	1
81139	2	88	 	 	 	 
81139	3	88	 	 	 	 
81145	1	88	 	 	 	 
81145	2	88	 	 	 	 
81145	3	88	 	 	 	 
81150	1	88	 	 	 	 
81150	2	88	 	 	 	 
81150	3	88	 	 	 	 
81152	1	35	 	1	 	 
81152	2	45	 	2	 	 
81152	3	88	 	 	 	 
91001	1	14	4	 	 	 
91001	2	29	 	2	 	 
91001	3	88	 	 	 	 
91003	1	14	 	3	 	 
91003	2	29	2	 	 	 
91003	3	88	 	 	 	 
91006	1	88	 	 	 	 
91006	2	88	 	 	 	 
91006	3	88	 	 	 	 
91008	1	14	 	1	 	 
91008	2	88	 	 	 	 
91008	3	88	 	 	 	 
91009	1	88	 	 	 	 
91009	2	88	 	 	 	 
91009	3	88	 	 	 	 
91010	1	29	 	3	 	 
91010	2	14	 	3	 	 
91010	3	88	 	 	 	 
91011	1	88	 	 	 	 
91011	2	88	 	 	 	 
91011	3	88	 	 	 	 
91012	1	14	 	 	1	 
91012	2	26	 	1	 	 
91012	3	88	 	 	 	 
91013	1	88	 	 	 	 
91013	2	88	 	 	 	 
91013	3	88	 	 	 	 
91014	1	14	 	 	1	 
91014	2	1	 	1	 	 
91014	3	88	 	 	 	 
91015	1	14	 	 	4	 
91015	2	88	 	 	 	 
91015	3	88	 	 	 	 
91016	1	88	 	 	 	 
91016	2	88	 	 	 	 
91016	3	88	 	 	 	 
91017	1	88	 	 	 	 
91017	2	88	 	 	 	 
91017	3	88	 	 	 	 
91019	1	88	 	 	 	 
91019	2	88	 	 	 	 
91019	3	88	 	 	 	 
91020	1	88	 	 	 	 
91020	2	88	 	 	 	 
91020	3	88	 	 	 	 
91021	1	88	 	 	 	 
91021	2	88	 	 	 	 
91021	3	88	 	 	 	 
91022	1	14	1	1	2	1
91022	2	1	 	 	2	2
91022	3	24	 	 	 	2
91024	1	32	 	 	 	1
91024	2	29	 	 	 	3
91024	3	14	1	 	 	 
91025	1	14	 	 	 	1
91025	2	88	 	 	 	 
91025	3	88	 	 	 	 
91026	1	14	 	1	 	 
91026	2	29	 	 	2	2
91026	3	88	 	 	 	 
91027	1	39	 	 	3	 
91027	2	29	 	 	3	 
91027	3	41	 	 	 	 
91028	1	29	 	3	 	 
91028	2	26	2	 	 	 
91028	3	39	2	2	2	2
91029	1	24	 	 	 	2
91029	2	1	 	1	 	 
91029	3	14	 	 	 	1
91030	1	28	 	 	 	2
91030	2	41	 	 	2	 
91030	3	88	 	 	 	 
91031	1	88	 	 	 	 
91031	2	88	 	 	 	 
91031	3	88	 	 	 	 
91032	1	88	 	 	 	 
91032	2	88	 	 	 	 
91032	3	88	 	 	 	 
91033	1	14	 	1	 	 
91033	2	1	 	 	 	1
91033	3	88	 	 	 	 
91036	1	14	3	 	 	 
91036	2	29	 	 	 	2
91036	3	88	 	 	 	 
91037	1	88	 	 	 	 
91037	2	88	 	 	 	 
91037	3	88	 	 	 	 
91039	1	88	 	 	 	 
91039	2	88	 	 	 	 
91039	3	88	 	 	 	 
91041	1	88	 	 	 	 
91041	2	88	 	 	 	 
91041	3	88	 	 	 	 
91042	1	29	 	 	 	1
91042	2	34	 	 	1	 
91042	3	88	 	 	 	 
91045	1	88	 	 	 	 
91045	2	88	 	 	 	 
91045	3	88	 	 	 	 
91046	1	88	 	 	 	 
91046	2	88	 	 	 	 
91046	3	88	 	 	 	 
91047	1	88	 	 	 	 
91047	2	88	 	 	 	 
91047	3	88	 	 	 	 
91048	1	37	 	 	 	4
91048	2	88	 	 	 	 
91048	3	88	 	 	 	 
91049	1	88	 	 	 	 
91049	2	88	 	 	 	 
91049	3	88	 	 	 	 
91050	1	88	 	 	 	 
91050	2	88	 	 	 	 
91050	3	88	 	 	 	 
91052	1	29	 	 	3	 
91052	2	24	 	 	 	2
91052	3	28	 	 	 	2
91053	1	14	 	2	 	 
91053	2	29	 	 	2	 
91053	3	31	 	 	 	 
91056	1	29	 	 	3	 
91056	2	1	 	 	2	 
91056	3	24	 	 	2	 
91057	1	29	 	3	 	 
91057	2	14	 	3	 	 
91057	3	1	 	 	2	 
91061	1	88	 	 	 	 
91061	2	88	 	 	 	 
91061	3	88	 	 	 	 
91062	1	1	1	 	 	 
91062	2	14	1	 	 	 
91062	3	88	 	 	 	 
91064	1	14	 	 	 	1
91064	2	88	 	 	 	 
91064	3	88	 	 	 	 
91070	1	88	 	 	 	 
91070	2	88	 	 	 	 
91070	3	88	 	 	 	 
91071	1	88	 	 	 	 
91071	2	88	 	 	 	 
91071	3	88	 	 	 	 
101001	1	88	 	 	 	 
101001	2	88	 	 	 	 
101001	3	88	 	 	 	 
101004	1	31	 	 	3	 
101004	2	88	 	 	 	 
101004	3	88	 	 	 	 
101005	1	45	 	4	 	 
101005	2	88	 	 	 	 
101005	3	88	 	 	 	 
101010	1	31	 	 	1	1
101010	2	88	 	 	 	 
101010	3	88	 	 	 	 
101011	1	88	 	 	 	 
101011	2	88	 	 	 	 
101011	3	88	 	 	 	 
101013	1	88	 	 	 	 
101013	2	88	 	 	 	 
101013	3	88	 	 	 	 
101014	1	88	 	 	 	 
101014	2	88	 	 	 	 
101014	3	88	 	 	 	 
101015	1	40	3	 	 	 
101015	2	88	 	 	 	 
101015	3	88	 	 	 	 
101016	1	88	 	 	 	 
101016	2	88	 	 	 	 
101016	3	88	 	 	 	 
101017	1	45	 	 	 	3
101017	2	37	 	 	2	 
101017	3	88	 	 	 	 
101018	1	29	 	 	3	2
101018	2	88	 	 	 	 
101018	3	88	 	 	 	 
101019	1	16	 	 	 	4
101019	2	88	 	 	 	 
101019	3	88	 	 	 	 
101020	1	14	1	 	 	1
101020	2	88	 	 	 	 
101020	3	88	 	 	 	 
101021	1	1	 	 	 	1
101021	2	88	 	 	 	 
101021	3	88	 	 	 	 
101022	1	14	3	 	 	 
101022	2	88	 	 	 	 
101022	3	88	 	 	 	 
101023	1	88	 	 	 	 
101023	2	88	 	 	 	 
101023	3	88	 	 	 	 
101024	1	26	 	 	2	 
101024	2	27	 	2	 	 
101024	3	88	 	 	 	 
101025	1	37	 	3	 	 
101025	2	88	 	 	 	 
101025	3	88	 	 	 	 
101026	1	88	 	 	 	 
101026	2	88	 	 	 	 
101026	3	88	 	 	 	 
101027	1	88	 	 	 	 
101027	2	88	 	 	 	 
101027	3	88	 	 	 	 
101028	1	88	 	 	 	 
101028	2	88	 	 	 	 
101028	3	88	 	 	 	 
101029	1	88	 	 	 	 
101029	2	88	 	 	 	 
101029	3	88	 	 	 	 
101030	1	88	 	 	 	 
101030	2	88	 	 	 	 
101030	3	88	 	 	 	 
101031	1	38	2	2	2	2
101031	2	88	 	 	 	 
101031	3	88	 	 	 	 
101034	1	88	 	 	 	 
101034	2	88	 	 	 	 
101034	3	88	 	 	 	 
101035	1	88	 	 	 	 
101035	2	88	 	 	 	 
101035	3	88	 	 	 	 
101036	1	88	 	 	 	 
101036	2	88	 	 	 	 
101036	3	88	 	 	 	 
101037	1	39	 	 	 	3
101037	2	25	 	3	 	 
101037	3	14	 	 	2	 
101038	1	38	 	 	 	1
101038	2	88	 	 	 	 
101038	3	88	 	 	 	 
101039	1	25	1	 	1	 
101039	2	13	 	 	2	2
101039	3	88	 	 	 	 
101040	1	88	 	 	 	 
101040	2	88	 	 	 	 
101040	3	88	 	 	 	 
101041	1	26	1	 	 	 
101041	2	1	 	 	1	 
101041	3	88	 	 	 	 
101042	1	88	 	 	 	 
101042	2	88	 	 	 	 
101042	3	88	 	 	 	 
101043	1	14	 	 	4	 
101043	2	29	 	 	 	3
101043	3	88	 	 	 	 
101044	1	14	 	2	1	 
101044	2	88	 	 	 	 
101044	3	88	 	 	 	 
101045	1	38	 	 	 	2
101045	2	1	 	 	1	 
101045	3	88	 	 	 	 
101047	1	14	 	 	 	4
101047	2	27	 	 	2	 
101047	3	88	 	 	 	 
101048	1	29	 	 	2	 
101048	2	14	 	 	2	 
101048	3	88	 	 	 	 
101049	1	88	 	 	 	 
101049	2	88	 	 	 	 
101049	3	88	 	 	 	 
101050	1	88	 	 	 	 
101050	2	88	 	 	 	 
101050	3	88	 	 	 	 
101051	1	88	 	 	 	 
101051	2	88	 	 	 	 
101051	3	88	 	 	 	 
101054	1	37	 	 	 	2
101054	2	88	 	 	 	 
101054	3	88	 	 	 	 
101064	1	14	2	 	 	 
101064	2	88	 	 	 	 
101064	3	88	 	 	 	 
101067	1	88	 	 	 	 
101067	2	88	 	 	 	 
101067	3	88	 	 	 	 
101075	1	34	3	 	 	 
101075	2	42	1	1	2	3
101075	3	88	 	 	 	 
101083	1	27	 	 	 	2
101083	2	37	2	 	 	 
101083	3	88	 	 	 	 
111001	1	37	 	 	 	1
111001	2	14	 	 	 	1
111001	3	88	 	 	 	 
111002	1	14	 	 	4	3
111002	2	88	 	 	 	 
111002	3	88	 	 	 	 
111003	1	14	 	2	 	3
111003	2	88	 	 	 	 
111003	3	88	 	 	 	 
111004	1	14	 	2	 	 
111004	2	39	3	 	 	 
111004	3	88	 	 	 	 
111005	1	88	 	 	 	 
111005	2	88	 	 	 	 
111005	3	88	 	 	 	 
111006	1	14	 	2	 	 
111006	2	88	 	 	 	 
111006	3	88	 	 	 	 
111008	1	14	 	2	 	 
111008	2	29	 	1	 	 
111008	3	88	 	 	 	 
111009	1	14	 	 	 	4
111009	2	88	 	 	 	 
111009	3	88	 	 	 	 
111010	1	37	2	 	 	 
111010	2	42	2	2	2	2
111010	3	13	 	 	1	 
111011	1	14	 	 	3	1
111011	2	38	 	 	2	2
111011	3	88	 	 	 	 
111012	1	45	1	 	 	 
111012	2	88	 	 	 	 
111012	3	88	 	 	 	 
111013	1	88	 	 	 	 
111013	2	88	 	 	 	 
111013	3	88	 	 	 	 
111014	1	88	 	 	 	 
111014	2	88	 	 	 	 
111014	3	88	 	 	 	 
111015	1	88	 	 	 	 
111015	2	88	 	 	 	 
111015	3	88	 	 	 	 
111016	1	14	 	 	3	 
111016	2	27	 	 	1	 
111016	3	88	 	 	 	 
111017	1	88	 	 	 	 
111017	2	88	 	 	 	 
111017	3	88	 	 	 	 
111018	1	13	2	 	 	 
111018	2	88	 	 	 	 
111018	3	88	 	 	 	 
111019	1	88	 	 	 	 
111019	2	88	 	 	 	 
111019	3	88	 	 	 	 
111021	1	14	1	 	 	 
111021	2	88	 	 	 	 
111021	3	88	 	 	 	 
111022	1	88	 	 	 	 
111022	2	88	 	 	 	 
111022	3	88	 	 	 	 
111025	1	88	 	 	 	 
111025	2	88	 	 	 	 
111025	3	88	 	 	 	 
111027	1	39	 	 	 	3
111027	2	14	 	2	 	 
111027	3	88	 	 	 	 
111028	1	88	 	 	 	 
111028	2	88	 	 	 	 
111028	3	88	 	 	 	 
111030	1	14	 	2	 	 
111030	2	28	 	 	1	 
111030	3	88	 	 	 	 
111031	1	88	 	 	 	 
111031	2	88	 	 	 	 
111031	3	88	 	 	 	 
111032	1	39	 	 	2	 
111032	2	14	 	 	 	1
111032	3	88	 	 	 	 
111033	1	88	 	 	 	 
111033	2	88	 	 	 	 
111033	3	88	 	 	 	 
111034	1	88	 	 	 	 
111034	2	88	 	 	 	 
111034	3	88	 	 	 	 
111035	1	39	1	 	 	 
111035	2	88	 	 	 	 
111035	3	88	 	 	 	 
111036	1	88	 	 	 	 
111036	2	88	 	 	 	 
111036	3	88	 	 	 	 
111038	1	88	 	 	 	 
111038	2	88	 	 	 	 
111038	3	88	 	 	 	 
111039	1	14	 	3	 	 
111039	2	88	 	 	 	 
111039	3	88	 	 	 	 
111040	1	45	 	 	 	3
111040	2	88	 	 	 	 
111040	3	88	 	 	 	 
111042	1	14	 	 	 	2
111042	2	88	 	 	 	 
111042	3	88	 	 	 	 
111043	1	88	 	 	 	 
111043	2	88	 	 	 	 
111043	3	88	 	 	 	 
111044	1	88	 	 	 	 
111044	2	88	 	 	 	 
111044	3	88	 	 	 	 
111045	1	14	 	3	2	 
111045	2	88	 	 	 	 
111045	3	88	 	 	 	 
111047	1	14	 	 	2	 
111047	2	37	 	 	1	 
111047	3	25	 	1	 	 
111048	1	14	 	 	 	2
111048	2	88	 	 	 	 
111048	3	88	 	 	 	 
111050	1	14	 	 	3	 
111050	2	88	 	 	 	 
111050	3	88	 	 	 	 
111057	1	14	3	 	 	2
111057	2	88	 	 	 	 
111057	3	88	 	 	 	 
111065	1	14	 	3	 	2
111065	2	88	 	 	 	 
111065	3	88	 	 	 	 
111069	1	14	 	1	 	 
111069	2	88	 	 	 	 
111069	3	88	 	 	 	 
111086	1	14	1	 	 	 
111086	2	88	 	 	 	 
111086	3	88	 	 	 	 
111109	1	88	 	 	 	 
111109	2	88	 	 	 	 
111109	3	88	 	 	 	 
111111	1	36	 	 	4	 
111111	2	14	 	 	2	 
111111	3	88	 	 	 	 
111119	1	14	 	 	 	3
111119	2	37	 	 	3	 
111119	3	88	 	 	 	 
121001	1	13	 	2	 	 
121001	2	14	 	2	2	 
121001	3	88	 	 	 	 
121003	1	88	 	 	 	 
121003	2	88	 	 	 	 
121003	3	88	 	 	 	 
121004	1	88	 	 	 	 
121004	2	88	 	 	 	 
121004	3	88	 	 	 	 
121005	1	36	1	1	1	 
121005	2	88	 	 	 	 
121005	3	88	 	 	 	 
121006	1	29	 	 	 	1
121006	2	88	 	 	 	 
121006	3	88	 	 	 	 
121007	1	14	2	2	 	 
121007	2	88	 	 	 	 
121007	3	88	 	 	 	 
121009	1	14	 	2	 	 
121009	2	29	 	 	 	1
121009	3	88	 	 	 	 
121011	1	37	2	2	2	2
121011	2	14	 	 	3	 
121011	3	88	 	 	 	 
121012	1	88	 	 	 	 
121012	2	88	 	 	 	 
121012	3	88	 	 	 	 
121013	1	88	 	 	 	 
121013	2	88	 	 	 	 
121013	3	88	 	 	 	 
121014	1	34	3	 	 	 
121014	2	14	 	 	 	1
121014	3	88	 	 	 	 
121019	1	31	 	 	 	1
121019	2	88	 	 	 	 
121019	3	88	 	 	 	 
121020	1	14	 	 	2	1
121020	2	29	 	 	1	 
121020	3	88	 	 	 	 
121021	1	34	 	3	 	 
121021	2	14	 	 	1	2
121021	3	45	 	 	 	1
121022	1	45	 	2	 	 
121022	2	88	 	 	 	 
121022	3	88	 	 	 	 
121023	1	88	 	 	 	 
121023	2	88	 	 	 	 
121023	3	88	 	 	 	 
121025	1	45	2	 	 	 
121025	2	88	 	 	 	 
121025	3	88	 	 	 	 
121028	1	29	 	2	 	 
121028	2	88	 	 	 	 
121028	3	88	 	 	 	 
121030	1	14	 	2	 	 
121030	2	88	 	 	 	 
121030	3	88	 	 	 	 
121031	1	39	 	 	3	2
121031	2	88	 	 	 	 
121031	3	88	 	 	 	 
121032	1	37	 	 	2	 
121032	2	88	 	 	 	 
121032	3	88	 	 	 	 
121033	1	29	 	 	1	 
121033	2	14	 	 	 	1
121033	3	88	 	 	 	 
121034	1	38	1	1	2	1
121034	2	37	 	 	 	1
121034	3	88	 	 	 	 
121035	1	14	 	 	 	1
121035	2	88	 	 	 	 
121035	3	88	 	 	 	 
121036	1	14	 	 	2	 
121036	2	88	 	 	 	 
121036	3	88	 	 	 	 
121037	1	28	 	 	2	 
121037	2	29	 	 	2	 
121037	3	88	 	 	 	 
121038	1	14	 	1	 	1
121038	2	88	 	 	 	 
121038	3	88	 	 	 	 
121039	1	34	 	 	4	 
121039	2	29	 	 	 	2
121039	3	88	 	 	 	 
121040	1	14	3	 	 	 
121040	2	88	 	 	 	 
121040	3	88	 	 	 	 
121041	1	88	 	 	 	 
121041	2	88	 	 	 	 
121041	3	88	 	 	 	 
121042	1	29	 	2	 	 
121042	2	14	 	3	 	 
121042	3	88	 	 	 	 
121043	1	14	 	 	 	2
121043	2	29	 	 	3	3
121043	3	88	 	 	 	 
121044	1	14	 	 	2	2
121044	2	29	 	1	 	1
121044	3	88	 	 	 	 
121045	1	88	 	 	 	 
121045	2	88	 	 	 	 
121045	3	88	 	 	 	 
121047	1	45	 	 	 	3
121047	2	14	 	 	 	1
121047	3	88	 	 	 	 
121048	1	14	1	 	 	 
121048	2	29	 	 	 	1
121048	3	88	 	 	 	 
121049	1	14	 	 	3	 
121049	2	88	 	 	 	 
121049	3	88	 	 	 	 
121050	1	1	 	 	 	1
121050	2	29	 	1	 	 
121050	3	88	 	 	 	 
121052	1	38	 	3	3	 
121052	2	88	 	 	 	 
121052	3	88	 	 	 	 
121057	1	1	 	1	 	 
121057	2	88	 	 	 	 
121057	3	88	 	 	 	 
121061	1	14	 	 	 	2
121061	2	16	 	 	 	1
121061	3	88	 	 	 	 
121063	1	88	 	 	 	 
121063	2	88	 	 	 	 
121063	3	88	 	 	 	 
121074	1	14	 	 	1	 
121074	2	29	 	 	1	 
121074	3	88	 	 	 	 
121088	1	88	 	 	 	 
121088	2	88	 	 	 	 
121088	3	88	 	 	 	 
121094	1	14	 	 	 	2
121094	2	39	 	3	 	 
121094	3	88	 	 	 	 
121109	1	14	 	 	1	2
121109	2	88	 	 	 	 
121109	3	88	 	 	 	 
121124	1	14	2	 	2	 
121124	2	29	 	2	 	 
121124	3	88	 	 	 	 
131001	1	13	 	 	2	3
131001	2	88	 	 	 	 
131001	3	88	 	 	 	 
131002	1	88	 	 	 	 
131002	2	88	 	 	 	 
131002	3	88	 	 	 	 
131004	1	88	 	 	 	 
131004	2	88	 	 	 	 
131004	3	88	 	 	 	 
131005	1	29	 	 	1	1
131005	2	39	 	 	1	 
131005	3	88	 	 	 	 
131006	1	29	 	 	 	2
131006	2	88	 	 	 	 
131006	3	88	 	 	 	 
131007	1	88	 	 	 	 
131007	2	88	 	 	 	 
131007	3	88	 	 	 	 
131008	1	45	 	2	 	 
131008	2	29	1	1	 	 
131008	3	88	 	 	 	 
131009	1	42	1	1	1	1
131009	2	88	 	 	 	 
131009	3	88	 	 	 	 
131010	1	1	 	1	 	 
131010	2	29	 	 	 	1
131010	3	88	 	 	 	 
131011	1	29	 	 	 	 
131011	2	88	 	 	 	 
131011	3	88	 	 	 	 
131012	1	88	 	 	 	 
131012	2	88	 	 	 	 
131012	3	88	 	 	 	 
131013	1	29	 	 	 	1
131013	2	88	 	 	 	 
131013	3	88	 	 	 	 
131014	1	36	 	 	2	 
131014	2	28	 	 	 	1
131014	3	42	1	1	1	1
131017	1	30	 	 	 	1
131017	2	88	 	 	 	 
131017	3	88	 	 	 	 
131019	1	88	 	 	 	 
131019	2	88	 	 	 	 
131019	3	88	 	 	 	 
131020	1	29	 	 	 	1
131020	2	88	 	 	 	 
131020	3	88	 	 	 	 
131021	1	29	 	 	 	1
131021	2	88	 	 	 	 
131021	3	88	 	 	 	 
131022	1	36	 	1	 	 
131022	2	39	 	 	 	1
131022	3	88	 	 	 	 
131023	1	37	 	2	 	 
131023	2	39	 	4	 	 
131023	3	88	 	 	 	 
131024	1	88	 	 	 	 
131024	2	88	 	 	 	 
131024	3	88	 	 	 	 
131025	1	1	1	 	 	 
131025	2	29	 	 	 	1
131025	3	88	 	 	 	 
131026	1	88	 	 	 	 
131026	2	88	 	 	 	 
131026	3	88	 	 	 	 
131028	1	29	 	 	 	2
131028	2	88	 	 	 	 
131028	3	88	 	 	 	 
131030	1	37	2	1	1	1
131030	2	42	1	1	1	1
131030	3	29	 	 	 	1
131031	1	88	 	 	 	 
131031	2	88	 	 	 	 
131031	3	88	 	 	 	 
131033	1	29	 	 	2	 
131033	2	28	1	1	1	1
131033	3	13	2	2	 	 
131036	1	88	 	 	 	 
131036	2	88	 	 	 	 
131036	3	88	 	 	 	 
131037	1	14	 	2	2	 
131037	2	30	3	 	 	 
131037	3	88	 	 	 	 
131038	1	29	 	2	2	 
131038	2	27	1	1	1	1
131038	3	30	1	1	1	1
131039	1	36	 	 	 	1
131039	2	39	 	 	1	1
131039	3	88	 	 	 	 
131040	1	61	 	1	1	1
131040	2	12	1	 	 	 
131040	3	88	 	 	 	 
131041	1	29	 	 	 	1
131041	2	88	 	 	 	 
131041	3	88	 	 	 	 
131042	1	25	 	 	1	1
131042	2	37	 	2	 	 
131042	3	88	 	 	 	 
131043	1	38	1	1	1	1
131043	2	31	 	 	1	 
131043	3	88	 	 	 	 
131044	1	88	 	 	 	 
131044	2	88	 	 	 	 
131044	3	88	 	 	 	 
131046	1	88	 	 	 	 
131046	2	88	 	 	 	 
131046	3	88	 	 	 	 
131047	1	29	 	 	1	 
131047	2	30	 	 	1	 
131047	3	88	 	 	 	 
131048	1	88	 	 	 	 
131048	2	88	 	 	 	 
131048	3	88	 	 	 	 
131050	1	88	 	 	 	 
131050	2	88	 	 	 	 
131050	3	88	 	 	 	 
131051	1	16	1	1	1	1
131051	2	37	1	1	1	1
131051	3	42	1	1	1	1
131052	1	25	1	 	 	 
131052	2	88	 	 	 	 
131052	3	88	 	 	 	 
131053	1	88	 	 	 	 
131053	2	88	 	 	 	 
131053	3	88	 	 	 	 
131054	1	88	 	 	 	 
131054	2	88	 	 	 	 
131054	3	88	 	 	 	 
131056	1	88	 	 	 	 
131056	2	88	 	 	 	 
131056	3	88	 	 	 	 
131058	1	88	 	 	 	 
131058	2	88	 	 	 	 
131058	3	88	 	 	 	 
141001	1	88	 	 	 	 
141001	2	88	 	 	 	 
141001	3	88	 	 	 	 
141002	1	36	 	 	 	2
141002	2	88	 	 	 	 
141002	3	88	 	 	 	 
141003	1	88	 	 	 	 
141003	2	88	 	 	 	 
141003	3	88	 	 	 	 
141004	1	1	 	3	 	 
141004	2	42	2	2	2	2
141004	3	36	 	1	 	 
141005	1	28	2	2	2	2
141005	2	39	 	 	1	 
141005	3	47	1	1	1	1
141006	1	36	 	 	2	 
141006	2	42	 	 	1	1
141006	3	28	1	1	1	1
141007	1	88	 	 	 	 
141007	2	88	 	 	 	 
141007	3	88	 	 	 	 
141008	1	16	 	3	2	2
