CHILDCODE	CROPIDR4	CROPR4	QNTHRVR4	VLSLDR4	CRPCSTR4
111109	2	44	500	3300	1115
111109	3	53	680	0	1500
111109	4	88	 	 	 
111111	1	53	1600	1100	1250
111111	2	44	400	0	1250
111111	3	88	 	 	 
111111	4	88	 	 	 
111119	1	44	1000	0	3300
111119	2	53	1500	0	1900
111119	3	88	 	 	 
111119	4	88	 	 	 
121001	1	96	4000	50000	30000
121001	2	53	2000	0	2200
121001	3	85	2000	0	800
121001	4	88	 	 	 
121003	1	 	 	 	 
121003	2	 	 	 	 
121003	3	 	 	 	 
121003	4	 	 	 	 
121004	1	44	15000	0	2800
121004	2	53	11200	0	1700
121004	3	85	4000	2000	500
121004	4	88	 	 	 
121005	1	53	1500	0	1500
121005	2	44	1000	0	700
121005	3	69	2500	0	900
121005	4	111	600	12000	300
121006	1	53	800	0	1000
121006	2	85	6000	0	1000
121006	3	88	 	 	 
121006	4	88	 	 	 
121007	1	53	1500	0	6000
121007	2	111	300	4000	200
121007	3	88	 	 	 
121007	4	88	 	 	 
121009	1	53	1500	0	4000
121009	2	25	-77	5000	200
121009	3	88	 	 	 
121009	4	88	 	 	 
121011	1	53	16000	0	4000
121011	2	44	6000	0	2000
121011	3	96	5000	2500	1000
121011	4	88	 	 	 
121012	1	53	320	0	1190
121012	2	88	 	 	 
121012	3	88	 	 	 
121012	4	88	 	 	 
121013	1	53	6000	0	2500
121013	2	44	2000	0	3500
121013	3	88	 	 	 
121013	4	88	 	 	 
121014	1	53	500	0	1100
121014	2	88	 	 	 
121014	3	88	 	 	 
121014	4	88	 	 	 
121019	1	44	5000	0	2000
121019	2	85	10000	12000	3000
121019	3	53	1000	0	1500
121019	4	88	 	 	 
121020	1	137	5000	7000	500
121020	2	53	900	0	970
121020	3	85	6000	4000	1500
121020	4	116	750	0	250
121021	1	53	400	0	830
121021	2	85	1000	0	500
121021	3	88	 	 	 
121021	4	88	 	 	 
121022	1	53	2000	0	3000
121022	2	96	200	10000	2000
121022	3	88	 	 	 
121022	4	88	 	 	 
121023	1	53	750	0	1627
121023	2	88	 	 	 
121023	3	88	 	 	 
121023	4	88	 	 	 
121025	1	53	760	0	270
121025	2	96	1400	6000	1270
121025	3	88	 	 	 
121025	4	88	 	 	 
121028	1	53	2400	0	3000
121028	2	85	22000	15000	2600
121028	3	88	 	 	 
121028	4	88	 	 	 
121030	1	85	30000	25000	2500
121030	2	44	6000	30000	2700
121030	3	53	3500	0	2400
121030	4	88	 	 	 
121031	1	53	2500	0	5000
121031	2	85	7000	8000	500
121031	3	88	 	 	 
121031	4	88	 	 	 
121032	1	116	2000	90000	26800
121032	2	53	2500	0	5960
121032	3	112	1000	8000	1100
121032	4	21	20000	0	0
121033	1	53	1900	2100	1800
121033	2	88	 	 	 
121033	3	88	 	 	 
121033	4	88	 	 	 
121034	1	88	 	 	 
121034	2	88	 	 	 
121034	3	88	 	 	 
121034	4	88	 	 	 
121035	1	53	1000	0	3000
121035	2	21	-77	10000	0
121035	3	88	 	 	 
121035	4	88	 	 	 
121036	1	44	4000	18000	5000
121036	2	53	2000	0	2600
121036	3	88	 	 	 
121036	4	88	 	 	 
121037	1	96	250	12500	1000
121037	2	53	1000	0	1490
121037	3	85	4000	1000	1200
121037	4	21	0	0	0
121038	1	96	400	20000	2000
121038	2	53	600	0	1000
121038	3	85	700	0	300
121038	4	88	 	 	 
121039	1	96	100	6000	800
121039	2	53	400	0	3080
121039	3	21	0	0	1000
121039	4	88	 	 	 
121040	1	44	800	0	1200
121040	2	92	3000	40000	10000
121040	3	88	 	 	 
121040	4	88	 	 	 
121041	1	44	2000	0	2700
121041	2	116	1500	500	400
121041	3	88	 	 	 
121041	4	88	 	 	 
121042	1	53	1000	0	1200
121042	2	88	 	 	 
121042	3	88	 	 	 
121042	4	88	 	 	 
121043	1	85	800	0	600
121043	2	53	1000	0	1000
121043	3	88	 	 	 
121043	4	88	 	 	 
121044	1	53	1200	0	3000
121044	2	44	500	0	700
121044	3	25	-77	2000	500
121044	4	88	 	 	 
121045	1	 	 	 	 
121045	2	 	 	 	 
121045	3	 	 	 	 
121045	4	 	 	 	 
121047	1	53	500	0	800
121047	2	88	 	 	 
121047	3	88	 	 	 
121047	4	88	 	 	 
121048	1	53	600	0	1500
121048	2	44	500	0	1000
121048	3	88	 	 	 
121048	4	88	 	 	 
121049	1	53	1600	0	2400
121049	2	88	 	 	 
121049	3	88	 	 	 
121049	4	88	 	 	 
121050	1	85	5000	6000	1200
121050	2	53	3000	1000	2400
121050	3	88	 	 	 
121050	4	88	 	 	 
121052	1	 	 	 	 
121052	2	 	 	 	 
121052	3	 	 	 	 
121052	4	 	 	 	 
121057	1	44	10000	12000	7000
121057	2	53	600	0	400
121057	3	88	 	 	 
121057	4	88	 	 	 
121061	1	44	2000	0	2000
121061	2	53	700	0	500
121061	3	88	 	 	 
121061	4	88	 	 	 
121063	1	44	4000	0	4800
121063	2	85	10000	0	1560
121063	3	53	3000	0	2600
121063	4	25	-88	7000	2600
121074	1	85	6000	6000	2500
121074	2	44	2000	7000	3000
121074	3	53	1600	1500	2200
121074	4	88	 	 	 
121088	1	 	 	 	 
121088	2	 	 	 	 
121088	3	 	 	 	 
121088	4	 	 	 	 
121094	1	53	1600	0	2600
121094	2	96	1500	6000	1500
121094	3	88	 	 	 
121094	4	88	 	 	 
121109	1	53	1000	0	3000
121109	2	85	10000	7000	2000
121109	3	88	 	 	 
121109	4	88	 	 	 
121124	1	85	20000	27000	7000
121124	2	44	1200	7000	1000
121124	3	53	1200	0	2000
121124	4	21	-88	15000	2000
131001	1	53	1000	0	4000
131001	2	88	 	 	 
131001	3	88	 	 	 
131001	4	88	 	 	 
131002	1	53	1500	0	2000
131002	2	88	 	 	 
131002	3	88	 	 	 
131002	4	88	 	 	 
131004	1	 	 	 	 
131004	2	 	 	 	 
131004	3	 	 	 	 
131004	4	 	 	 	 
131005	1	53	700	0	2500
131005	2	88	 	 	 
131005	3	88	 	 	 
131005	4	88	 	 	 
131006	1	53	1000	0	1500
131006	2	88	 	 	 
131006	3	88	 	 	 
131006	4	88	 	 	 
131007	1	 	 	 	 
131007	2	 	 	 	 
131007	3	 	 	 	 
131007	4	 	 	 	 
131008	1	53	4000	0	2500
131008	2	74	-77	10000	3000
131008	3	92	600	3000	300
131008	4	74	15000	7000	1200
131009	1	53	800	0	2000
131009	2	88	 	 	 
131009	3	88	 	 	 
131009	4	88	 	 	 
131010	1	53	560	0	3200
131010	2	88	 	 	 
131010	3	88	 	 	 
131010	4	88	 	 	 
131011	1	53	400	2400	1000
131011	2	88	 	 	 
131011	3	88	 	 	 
131011	4	88	 	 	 
131012	1	53	12000	0	2000
131012	2	88	 	 	 
131012	3	88	 	 	 
131012	4	88	 	 	 
131013	1	53	200	1200	650
131013	2	88	 	 	 
131013	3	88	 	 	 
131013	4	88	 	 	 
131014	1	53	1300	2800	3000
131014	2	88	 	 	 
131014	3	88	 	 	 
131014	4	88	 	 	 
131017	1	53	700	0	1000
131017	2	74	-77	15000	2000
131017	3	88	 	 	 
131017	4	88	 	 	 
131019	1	53	1000	0	2800
131019	2	88	 	 	 
131019	3	88	 	 	 
131019	4	88	 	 	 
131020	1	53	300	2400	1000
131020	2	88	 	 	 
131020	3	88	 	 	 
131020	4	88	 	 	 
131021	1	53	700	0	3000
131021	2	88	 	 	 
131021	3	88	 	 	 
131021	4	88	 	 	 
131022	1	53	300	0	1400
131022	2	88	 	 	 
131022	3	88	 	 	 
131022	4	88	 	 	 
131023	1	53	1200	0	2000
131023	2	111	300	2400	500
131023	3	52	-88	1000	200
131023	4	88	 	 	 
131024	1	53	1500	0	3000
131024	2	88	 	 	 
131024	3	88	 	 	 
131024	4	88	 	 	 
131025	1	53	2000	14000	1100
131025	2	88	 	 	 
131025	3	88	 	 	 
131025	4	88	 	 	 
131026	1	53	2500	500	4500
131026	2	50	50	3500	500
131026	3	10	-88	2000	300
131026	4	74	-88	1000	200
131028	1	53	5000	0	3000
131028	2	88	 	 	 
131028	3	88	 	 	 
131028	4	88	 	 	 
131030	1	53	300	0	2000
131030	2	96	400	1200	2000
131030	3	88	 	 	 
131030	4	88	 	 	 
131031	1	53	1300	0	3000
131031	2	96	300	1500	500
131031	3	96	-88	2000	1000
131031	4	88	 	 	 
131033	1	53	1000	2400	4400
131033	2	74	-77	0	500
131033	3	88	 	 	 
131033	4	88	 	 	 
131036	1	53	1200	0	800
131036	2	50	-88	3000	500
131036	3	25	250	1300	200
131036	4	88	 	 	 
131037	1	74	-77	10000	5000
131037	2	88	 	 	 
131037	3	88	 	 	 
131037	4	88	 	 	 
131038	1	53	1500	0	4000
131038	2	52	-77	500	2000
131038	3	88	 	 	 
131038	4	88	 	 	 
131039	1	44	400	2500	500
131039	2	4	-88	6000	1000
131039	3	88	 	 	 
131039	4	88	 	 	 
131040	1	 	 	 	 
131040	2	 	 	 	 
131040	3	 	 	 	 
131040	4	 	 	 	 
131041	1	4	-88	20000	5000
131041	2	118	-88	10000	3000
131041	3	88	 	 	 
131041	4	88	 	 	 
131042	1	116	200	600	200
131042	2	16	900	9000	4000
131042	3	96	-88	9000	4500
131042	4	96	1000	4000	800
131043	1	4	-77	6000	1500
131043	2	88	 	 	 
131043	3	88	 	 	 
131043	4	88	 	 	 
131044	1	4	-77	10000	1000
131044	2	92	300	2800	500
131044	3	88	 	 	 
131044	4	88	 	 	 
131046	1	4	-88	10000	2000
131046	2	74	-88	5000	1000
131046	3	16	300	3000	500
131046	4	88	 	 	 
131047	1	72	2500	25000	1500
131047	2	112	-88	6000	1000
131047	3	10	1500	4500	1000
131047	4	4	-88	21000	5000
131048	1	44	-88	4000	1500
131048	2	52	250	2500	500
131048	3	52	200	3000	200
131048	4	92	-88	0	500
131050	1	96	-88	7000	1000
131050	2	96	-88	6000	700
131050	3	88	 	 	 
131050	4	88	 	 	 
131051	1	 	 	 	 
131051	2	 	 	 	 
131051	3	 	 	 	 
131051	4	 	 	 	 
131052	1	4	-88	65000	11000
131052	2	33	3000	450000	30000
131052	3	88	 	 	 
131052	4	88	 	 	 
131053	1	 	 	 	 
131053	2	 	 	 	 
131053	3	 	 	 	 
131053	4	 	 	 	 
131054	1	53	1200	0	3000
131054	2	88	 	 	 
131054	3	88	 	 	 
131054	4	88	 	 	 
131056	1	53	1800	3200	4000
131056	2	88	 	 	 
131056	3	88	 	 	 
131056	4	88	 	 	 
131058	1	53	300	0	600
131058	2	88	 	 	 
131058	3	88	 	 	 
131058	4	88	 	 	 
141001	1	118	-88	100000	40000
141001	2	74	1000	10000	3000
141001	3	50	10000	10000	2000
141001	4	88	 	 	 
141002	1	96	-88	65000	15000
141002	2	88	 	 	 
141002	3	88	 	 	 
141002	4	88	 	 	 
141003	1	96	-88	90000	18000
141003	2	96	-88	70000	15000
141003	3	12	7000	56000	12000
141003	4	88	 	 	 
141004	1	118	-77	0	5000
141004	2	88	 	 	 
141004	3	88	 	 	 
141004	4	88	 	 	 
141005	1	118	-88	70000	50000
141005	2	112	10000	70000	45000
141005	3	88	 	 	 
141005	4	88	 	 	 
141006	1	112	4000	20000	3000
141006	2	96	2000	20000	2000
141006	3	116	500	1500	300
141006	4	88	 	 	 
141007	1	118	-88	165000	85000
141007	2	12	14000	12000	2000
141007	3	116	13000	2700	700
141007	4	88	 	 	 
141008	1	 	 	 	 
141008	2	 	 	 	 
141008	3	 	 	 	 
141008	4	 	 	 	 
141009	1	96	-88	35000	10000
141009	2	51	-88	30000	15000
141009	3	33	450	20000	9000
141009	4	88	 	 	 
141010	1	111	-88	0	600
141010	2	88	 	 	 
141010	3	88	 	 	 
141010	4	88	 	 	 
141012	1	118	-88	50000	15000
141012	2	112	3300	10000	3000
141012	3	116	2000	6000	1000
141012	4	33	2000	10000	1000
141013	1	96	12000	14000	2000
141013	2	14	100	2000	100
141013	3	88	 	 	 
141013	4	88	 	 	 
141014	1	118	-88	7200	3000
141014	2	4	-88	0	10000
141014	3	88	 	 	 
141014	4	88	 	 	 
141015	1	 	 	 	 
141015	2	 	 	 	 
141015	3	 	 	 	 
141015	4	 	 	 	 
141016	1	118	-88	100000	60000
141016	2	116	3000	4500	1000
141016	3	112	1500	5000	1500
141016	4	72	1500	5000	2000
141017	1	118	-88	120000	40000
141017	2	50	1000	5000	1000
141017	3	10	-77	7000	1000
141017	4	88	 	 	 
141018	1	 	 	 	 
141018	2	 	 	 	 
141018	3	 	 	 	 
141018	4	 	 	 	 
141019	1	96	1500	5000	1000
141019	2	88	 	 	 
141019	3	88	 	 	 
141019	4	88	 	 	 
141020	1	33	4000	40000	5000
141020	2	96	-88	40000	7000
141020	3	4	-88	35000	5000
141020	4	96	5000	30000	7000
141025	1	96	-88	90000	60000
141025	2	112	-88	50	26
141025	3	116	-88	30	20
141025	4	88	 	 	 
141026	1	 	 	 	 
141026	2	 	 	 	 
141026	3	 	 	 	 
141026	4	 	 	 	 
141027	1	96	-88	100000	65000
141027	2	112	-77	8000	5000
141027	3	116	2500	5000	3000
141027	4	96	1500	3000	3000
141028	1	74	-77	110000	35000
141028	2	118	-88	175000	95000
141028	3	88	 	 	 
141028	4	88	 	 	 
141029	1	118	-88	80000	30000
141029	2	51	1000	30000	15000
141029	3	12	1000	5000	1000
141029	4	96	6000	18000	3000
141030	1	12	4000	24000	6000
141030	2	116	7000	14000	3000
141030	3	16	1000	7000	1000
141030	4	96	5000	15000	3000
141031	1	51	1000	50000	10000
141031	2	25	-88	200000	100000
141031	3	96	-88	40000	10000
141031	4	33	1300	20000	2000
141032	1	96	-88	30000	10000
141032	2	10	-77	25000	2500
141032	3	116	-77	45000	5000
141032	4	12	-77	30000	2500
141033	1	52	800	4800	1000
141033	2	16	360	3600	600
141033	3	12	0	0	150
141033	4	112	-88	3000	1000
141034	1	51	-77	200000	52000
141034	2	88	 	 	 
141034	3	88	 	 	 
141034	4	88	 	 	 
141035	1	112	1000	4500	1500
141035	2	12	700	5000	1000
141035	3	96	2000	6000	2000
141035	4	88	 	 	 
141036	1	 	 	 	 
141036	2	 	 	 	 
141036	3	 	 	 	 
141036	4	 	 	 	 
141037	1	74	1000	5000	1000
141037	2	52	-88	1000	200
141037	3	25	800	4000	100
141037	4	118	-88	0	2000
141039	1	74	6000	30000	8000
141039	2	116	6500	30000	5000
141039	3	12	5000	25000	6000
141039	4	25	2000	13000	3500
141040	1	12	1000	35000	3500
141040	2	116	1200	35000	8000
141040	3	118	-88	28000	2800
141040	4	112	500	20000	5500
141041	1	112	0	12000	1200
141041	2	44	0	4800	240
141041	3	12	2000	54000	15000
141041	4	88	 	 	 
141042	1	 	 	 	 
141042	2	 	 	 	 
141042	3	 	 	 	 
141042	4	 	 	 	 
141043	1	25	1000	4000	800
141043	2	12	650	5000	700
141043	3	16	600	6000	500
141043	4	25	17000	70000	2000
141044	1	118	-88	50000	10000
141044	2	112	1000	5000	1500
141044	3	12	625	5000	1000
141044	4	116	700	2000	500
141045	1	112	700	5000	1000
141045	2	116	2000	6000	1000
141045	3	96	1700	5000	1000
141045	4	96	620	5000	1000
141047	1	112	-77	8000	2000
141047	2	10	-77	6000	1500
141047	3	116	-77	9000	2500
141047	4	88	 	 	 
141048	1	96	-88	40000	25000
141048	2	51	-88	15000	3000
141048	3	116	-88	10000	1500
141048	4	112	-88	10000	2000
141049	1	96	4000	12000	1500
141049	2	116	3000	9000	1000
141049	3	88	 	 	 
141049	4	88	 	 	 
141050	1	112	400	16000	2500
141050	2	96	2000	10000	2000
141050	3	12	2000	6000	1500
141050	4	96	1500	3000	500
141051	1	12	-77	0	500
141051	2	96	1000	4000	500
141051	3	96	1500	4500	1000
141051	4	88	 	 	 
141052	1	 	 	 	 
141052	2	 	 	 	 
141052	3	 	 	 	 
141052	4	 	 	 	 
141062	1	92	1000	5000	950
141062	2	14	50	650	500
141062	3	88	 	 	 
141062	4	88	 	 	 
141066	1	51	10000	400000	20000
141066	2	96	-88	100000	16000
141066	3	96	3000	15000	3000
141066	4	88	 	 	 
141073	1	33	-77	6000	500
141073	2	25	-77	7000	1000
141073	3	88	 	 	 
141073	4	88	 	 	 
141076	1	33	2500	25000	5000
141076	2	96	200	8000	1000
141076	3	44	-88	8000	700
141076	4	96	600	7500	500
151001	1	53	1200	0	3800
151001	2	56	500	1250	400
151001	3	88	 	 	 
151001	4	88	 	 	 
151002	1	53	1620	0	4968
151002	2	56	2000	3000	800
151002	3	88	 	 	 
151002	4	88	 	 	 
151003	1	 	 	 	 
151003	2	 	 	 	 
151003	3	 	 	 	 
151003	4	 	 	 	 
151004	1	53	2000	0	3000
151004	2	88	 	 	 
151004	3	88	 	 	 
151004	4	88	 	 	 
151005	1	53	1200	9600	2000
151005	2	88	 	 	 
151005	3	88	 	 	 
151005	4	88	 	 	 
151006	1	53	10000	60000	33010
151006	2	56	7000	10000	2
151006	3	96	600	6000	2
151006	4	93	10000	5000	1
151007	1	53	1000	0	3000
151007	2	56	1000	3000	1000
151007	3	88	 	 	 
151007	4	88	 	 	 
151008	1	53	7000	60000	30000
151008	2	56	1800	4200	1500
151008	3	116	50	0	200
151008	4	4	150	0	100
151010	1	53	11000	70000	20000
151010	2	56	3500	7000	2000
151010	3	116	100	500	100
151010	4	88	 	 	 
151011	1	53	1000	3500	2000
151011	2	111	500	5000	500
151011	3	88	 	 	 
151011	4	88	 	 	 
151012	1	53	2600	7000	18000
151012	2	56	4000	8000	3000
151012	3	88	 	 	 
151012	4	88	 	 	 
151013	1	53	2500	20000	14000
151013	2	56	4000	8000	4000
151013	3	88	 	 	 
151013	4	88	 	 	 
151014	1	53	2720	13000	16320
151014	2	56	2000	4000	1500
151014	3	88	 	 	 
151014	4	88	 	 	 
151015	1	53	250	0	3000
151015	2	88	 	 	 
151015	3	88	 	 	 
151015	4	88	 	 	 
151016	1	122	3000	100000	60000
151016	2	88	 	 	 
151016	3	88	 	 	 
151016	4	88	 	 	 
151017	1	53	3000	4500	2600
151017	2	56	700	1500	500
151017	3	88	 	 	 
151017	4	88	 	 	 
151018	1	53	2700	15000	13000
151018	2	88	 	 	 
151018	3	88	 	 	 
151018	4	88	 	 	 
151019	1	53	3000	10000	6000
151019	2	88	 	 	 
151019	3	88	 	 	 
151019	4	88	 	 	 
151020	1	 	 	 	 
151020	2	 	 	 	 
151020	3	 	 	 	 
151020	4	 	 	 	 
151021	1	53	2200	4000	8000
151021	2	88	 	 	 
151021	3	88	 	 	 
151021	4	88	 	 	 
151022	1	53	3600	10000	7000
151022	2	56	3000	7000	4000
151022	3	88	 	 	 
151022	4	88	 	 	 
151023	1	53	3000	14000	4000
151023	2	88	 	 	 
151023	3	88	 	 	 
151023	4	88	 	 	 
151024	1	53	2800	8650	9600
151024	2	56	350	1070	450
151024	3	88	 	 	 
151024	4	88	 	 	 
151025	1	53	3000	20000	15000
151025	2	88	 	 	 
151025	3	88	 	 	 
151025	4	88	 	 	 
151028	1	53	2500	20000	15000
151028	2	88	 	 	 
151028	3	88	 	 	 
151028	4	88	 	 	 
151029	1	53	2100	15000	5000
151029	2	88	 	 	 
151029	3	88	 	 	 
151029	4	88	 	 	 
151030	1	53	5200	3200	15900
151030	2	56	1200	0	1850
151030	3	88	 	 	 
151030	4	88	 	 	 
151031	1	53	2000	5000	6000
151031	2	88	 	 	 
151031	3	88	 	 	 
151031	4	88	 	 	 
151032	1	53	2000	10000	15000
151032	2	88	 	 	 
151032	3	88	 	 	 
151032	4	88	 	 	 
151034	1	53	3450	19600	12300
151034	2	88	 	 	 
151034	3	88	 	 	 
151034	4	88	 	 	 
151035	1	116	35	0	125
151035	2	88	 	 	 
151035	3	88	 	 	 
151035	4	88	 	 	 
151036	1	53	800	0	5000
151036	2	88	 	 	 
151036	3	88	 	 	 
151036	4	88	 	 	 
151037	1	53	2500	10000	3600
151037	2	88	 	 	 
151037	3	88	 	 	 
151037	4	88	 	 	 
151038	1	53	2000	15000	7000
151038	2	88	 	 	 
151038	3	88	 	 	 
151038	4	88	 	 	 
151039	1	53	2000	15000	10000
151039	2	111	100	1000	0
151039	3	88	 	 	 
151039	4	88	 	 	 
151040	1	 	 	 	 
151040	2	 	 	 	 
151040	3	 	 	 	 
151040	4	 	 	 	 
151041	1	53	1225	3000	4000
151041	2	88	 	 	 
151041	3	88	 	 	 
151041	4	88	 	 	 
151042	1	53	3000	17800	7000
151042	2	56	500	1100	400
151042	3	88	 	 	 
151042	4	88	 	 	 
151043	1	 	 	 	 
151043	2	 	 	 	 
151043	3	 	 	 	 
151043	4	 	 	 	 
151044	1	53	1750	6750	5600
151044	2	88	 	 	 
151044	3	88	 	 	 
151044	4	88	 	 	 
151045	1	53	1500	6800	3500
151045	2	116	70	450	70
151045	3	88	 	 	 
151045	4	88	 	 	 
151046	1	53	4000	10000	10000
151046	2	88	 	 	 
151046	3	88	 	 	 
151046	4	88	 	 	 
151047	1	53	4200	25000	12000
151047	2	88	 	 	 
151047	3	88	 	 	 
151047	4	88	 	 	 
151049	1	53	3000	11000	10000
151049	2	88	 	 	 
151049	3	88	 	 	 
151049	4	88	 	 	 
151051	1	53	600	0	500
151051	2	56	500	1000	500
151051	3	88	 	 	 
151051	4	88	 	 	 
151075	1	53	2500	20000	15000
151075	2	88	 	 	 
151075	3	88	 	 	 
151075	4	88	 	 	 
151079	1	53	1800	0	4900
151079	2	88	 	 	 
151079	3	88	 	 	 
151079	4	88	 	 	 
151081	1	53	5800	37000	17100
151081	2	88	 	 	 
151081	3	88	 	 	 
151081	4	88	 	 	 
151082	1	 	 	 	 
151082	2	 	 	 	 
151082	3	 	 	 	 
151082	4	 	 	 	 
161001	1	53	2000	15000	8000
161001	2	88	 	 	 
161001	3	88	 	 	 
161001	4	88	 	 	 
161002	1	53	1200	0	3800
161002	2	88	 	 	 
161002	3	88	 	 	 
161002	4	88	 	 	 
161003	1	53	800	4000	2000
161003	2	88	 	 	 
161003	3	88	 	 	 
161003	4	88	 	 	 
161004	1	53	1700	5700	4500
161004	2	88	 	 	 
161004	3	88	 	 	 
161004	4	88	 	 	 
161005	1	53	3200	12000	5600
161005	2	88	 	 	 
161005	3	88	 	 	 
161005	4	88	 	 	 
161006	1	53	3500	0	8000
161006	2	88	 	 	 
161006	3	88	 	 	 
161006	4	88	 	 	 
161007	1	53	1000	0	3000
161007	2	44	800	0	2000
161007	3	88	 	 	 
161007	4	88	 	 	 
161008	1	 	 	 	 
161008	2	 	 	 	 
161008	3	 	 	 	 
161008	4	 	 	 	 
161009	1	53	3000	14800	5500
161009	2	44	100	480	300
161009	3	88	 	 	 
161009	4	88	 	 	 
161010	1	 	 	 	 
161010	2	 	 	 	 
161010	3	 	 	 	 
161010	4	 	 	 	 
161011	1	53	1000	0	3000
161011	2	88	 	 	 
161011	3	88	 	 	 
161011	4	88	 	 	 
161012	1	53	2700	19000	9000
161012	2	88	 	 	 
161012	3	88	 	 	 
161012	4	88	 	 	 
161013	1	53	2700	4200	5500
161013	2	88	 	 	 
161013	3	88	 	 	 
161013	4	88	 	 	 
161014	1	 	 	 	 
161014	2	 	 	 	 
161014	3	 	 	 	 
161014	4	 	 	 	 
161015	1	53	700	0	1200
161015	2	88	 	 	 
161015	3	88	 	 	 
161015	4	88	 	 	 
161016	1	53	900	720	500
161016	2	88	 	 	 
161016	3	88	 	 	 
161016	4	88	 	 	 
161017	1	53	2400	10000	9000
161017	2	88	 	 	 
161017	3	88	 	 	 
161017	4	88	 	 	 
161018	1	53	1500	3000	2000
161018	2	88	 	 	 
161018	3	88	 	 	 
161018	4	88	 	 	 
161019	1	53	1100	0	1500
161019	2	88	 	 	 
161019	3	88	 	 	 
161019	4	88	 	 	 
161020	1	53	4500	28500	13500
161020	2	88	 	 	 
161020	3	88	 	 	 
161020	4	88	 	 	 
161021	1	53	3000	10500	6000
161021	2	88	 	 	 
161021	3	88	 	 	 
161021	4	88	 	 	 
161022	1	53	3300	6500	11000
161022	2	88	 	 	 
161022	3	88	 	 	 
161022	4	88	 	 	 
161024	1	53	2100	5500	28000
161024	2	88	 	 	 
161024	3	88	 	 	 
161024	4	88	 	 	 
161025	1	 	 	 	 
161025	2	 	 	 	 
161025	3	 	 	 	 
161025	4	 	 	 	 
161027	1	53	1000	8000	5000
161027	2	88	 	 	 
161027	3	88	 	 	 
161027	4	88	 	 	 
161028	1	 	 	 	 
161028	2	 	 	 	 
161028	3	 	 	 	 
161028	4	 	 	 	 
161029	1	53	1950	7800	6100
161029	2	10	65	0	135
161029	3	116	18	0	37
161029	4	88	 	 	 
161030	1	53	900	0	3500
161030	2	88	 	 	 
161030	3	88	 	 	 
161030	4	88	 	 	 
161031	1	53	1200	9600	1800
161031	2	44	800	4800	-77
161031	3	10	-77	1200	-77
161031	4	88	 	 	 
161032	1	53	2500	15000	3000
161032	2	88	 	 	 
161032	3	88	 	 	 
161032	4	88	 	 	 
161033	1	53	3510	10000	10550
161033	2	88	 	 	 
161033	3	88	 	 	 
161033	4	88	 	 	 
161035	1	53	1200	8400	4000
161035	2	88	 	 	 
161035	3	88	 	 	 
161035	4	88	 	 	 
161037	1	53	2000	10000	20000
161037	2	88	 	 	 
161037	3	88	 	 	 
161037	4	88	 	 	 
161038	1	53	2100	6500	7200
161038	2	111	300	2500	1000
161038	3	88	 	 	 
161038	4	88	 	 	 
161039	1	111	75	500	0
161039	2	88	 	 	 
161039	3	88	 	 	 
161039	4	88	 	 	 
161040	1	53	600	0	1000
161040	2	88	 	 	 
161040	3	88	 	 	 
161040	4	88	 	 	 
161041	1	 	 	 	 
161041	2	 	 	 	 
161041	3	 	 	 	 
161041	4	 	 	 	 
161042	1	53	3500	0	10000
161042	2	88	 	 	 
161042	3	88	 	 	 
161042	4	88	 	 	 
161043	1	25	6000	36000	6000
161043	2	53	4000	3000	5000
161043	3	88	 	 	 
161043	4	88	 	 	 
161044	1	53	2600	13500	8200
161044	2	88	 	 	 
161044	3	88	 	 	 
161044	4	88	 	 	 
161045	1	 	 	 	 
161045	2	 	 	 	 
161045	3	 	 	 	 
161045	4	 	 	 	 
161048	1	53	1960	3000	5600
161048	2	88	 	 	 
161048	3	88	 	 	 
161048	4	88	 	 	 
161049	1	53	1200	3000	2800
161049	2	111	1000	8000	1500
161049	3	88	 	 	 
161049	4	88	 	 	 
161050	1	53	2800	7000	7000
161050	2	88	 	 	 
161050	3	88	 	 	 
161050	4	88	 	 	 
171003	1	 	 	 	 
171003	2	 	 	 	 
171003	3	 	 	 	 
171003	4	 	 	 	 
171004	1	 	 	 	 
171004	2	 	 	 	 
171004	3	 	 	 	 
171004	4	 	 	 	 
171005	1	 	 	 	 
171005	2	 	 	 	 
171005	3	 	 	 	 
171005	4	 	 	 	 
171006	1	 	 	 	 
171006	2	 	 	 	 
171006	3	 	 	 	 
171006	4	 	 	 	 
171008	1	 	 	 	 
171008	2	 	 	 	 
171008	3	 	 	 	 
171008	4	 	 	 	 
171009	1	 	 	 	 
171009	2	 	 	 	 
171009	3	 	 	 	 
171009	4	 	 	 	 
171011	1	 	 	 	 
171011	2	 	 	 	 
171011	3	 	 	 	 
171011	4	 	 	 	 
171012	1	 	 	 	 
171012	2	 	 	 	 
171012	3	 	 	 	 
171012	4	 	 	 	 
171013	1	 	 	 	 
171013	2	 	 	 	 
171013	3	 	 	 	 
171013	4	 	 	 	 
171014	1	 	 	 	 
171014	2	 	 	 	 
171014	3	 	 	 	 
171014	4	 	 	 	 
171015	1	 	 	 	 
171015	2	 	 	 	 
171015	3	 	 	 	 
171015	4	 	 	 	 
171017	1	 	 	 	 
171017	2	 	 	 	 
171017	3	 	 	 	 
171017	4	 	 	 	 
171018	1	 	 	 	 
171018	2	 	 	 	 
171018	3	 	 	 	 
171018	4	 	 	 	 
171019	1	 	 	 	 
171019	2	 	 	 	 
171019	3	 	 	 	 
