FORMNO	CHILDID	CROPID	CROP	QNTHARV	QNTUNIT	VLCRSLD	CROPCOST
R2INDX	ET070100	1	75	6	9	0	100
R2INDX	ET070100	2	5	5	9	0	0
R2INDX	ET070100	3	55	27	41	210	100
R2INDX	ET070100	4	12	2	41	25	0
R2INDX	ET070100	5	10	10	10	10	0
R2INDX	ET080001	1	44	4.5	2	0	80
R2INDX	ET080002	1	44	1	2	0	50
R2INDX	ET080002	2	8	.25	2	0	260
R2INDX	ET080003	1	44	10	2	0	100
R2INDX	ET080003	2	76	1	2	0	80
R2INDX	ET080005	1	44	10	2	0	465
R2INDX	ET080005	2	76	80	1	0	190
R2INDX	ET080005	3	35	1.5	2	300	120
R2INDX	ET080006	1	44	10	2	0	465
R2INDX	ET080006	2	76	2	2	200	140
R2INDX	ET080006	3	35	4	2	500	320
R2INDX	ET080007	1	44	16	2	360	756
R2INDX	ET080007	2	75	4	2	240	384
R2INDX	ET080008	1	8	3	2	0	114
R2INDX	ET080009	1	44	2	2	0	185
R2INDX	ET080010	1	8	.5	2	0	115
R2INDX	ET080010	2	50	25	40	2500	1500
R2INDX	ET080011	1	44	3	2	0	120
R2INDX	ET080011	2	8	2	2	0	114
R2INDX	ET080011	3	35	2	2	0	70
R2INDX	ET080011	4	44	2	2	0	80
R2INDX	ET080012	1	75	4	2	300	470
R2INDX	ET080012	2	43	1	5	0	160
R2INDX	ET080012	3	5	2	2	0	210
R2INDX	ET080012	4	44	4	2	0	260
R2INDX	ET080012	5	79	50	1	0	120
R2INDX	ET080012	6	76	0	88	0	430
R2INDX	ET080013	1	44	3	2	0	510
R2INDX	ET080014	1	44	4	2	0	100
R2INDX	ET080015	1	44	2	2	0	200
R2INDX	ET080015	2	8	1.5	2	580	250
R2INDX	ET080015	3	44	5	2	0	230
R2INDX	ET080016	1	44	5	2	0	460
R2INDX	ET080016	2	8	2	2	165	264
R2INDX	ET080017	1	44	8	2	0	300
R2INDX	ET080017	2	35	1.04999995231628	2	250	120
R2INDX	ET080017	3	5	1	2	0	180
R2INDX	ET080017	4	76	.5	2	0	300
R2INDX	ET080018	1	44	6	2	420	400
R2INDX	ET080019	1	44	14	2	0	120
R2INDX	ET080019	2	8	4	2	0	69
R2INDX	ET080019	3	35	2.59999990463257	2	560	170
R2INDX	ET080020	1	44	750	1	120	330
R2INDX	ET080020	2	35	150	1	130	140
R2INDX	ET080020	3	5	100	1	0	85
R2INDX	ET080020	4	8	75	1	0	120
R2INDX	ET080021	1	44	5	2	0	415
R2INDX	ET080021	2	8	250	1	0	348
R2INDX	ET080021	3	5	150	1	0	220
R2INDX	ET080021	4	75	100	1	0	250
R2INDX	ET080022	1	44	4	2	0	215
R2INDX	ET080022	2	39	1	2	50	90
R2INDX	ET080022	3	79	3	2	0	195
R2INDX	ET080022	4	76	1.5	2	0	205
R2INDX	ET080022	5	5	2	2	0	170
R2INDX	ET080023	1	44	5	2	0	375
R2INDX	ET080024	1	44	4	2	0	300
R2INDX	ET080024	2	8	110	1	0	200
R2INDX	ET080025	1	44	1	2	0	40
R2INDX	ET080027	1	44	1.5	57	0	40
R2INDX	ET080027	2	8	8	41	300	160
R2INDX	ET080027	3	35	100	1	200	80
R2INDX	ET080027	4	31	-77	88	0	0
R2INDX	ET080028	1	44	10	2	0	400
R2INDX	ET080029	1	44	8	2	240	580
R2INDX	ET080030	1	44	7.5	2	0	178
R2INDX	ET080031	1	44	58	5	3000	1247
R2INDX	ET080031	2	75	6	5	500	673
R2INDX	ET080031	3	76	4	5	250	309
R2INDX	ET080031	4	75	2	5	0	189
R2INDX	ET080032	1	44	2	2	0	200
R2INDX	ET080032	2	10	3	10	0	20
R2INDX	ET080032	3	76	3	40	500	410
R2INDX	ET080033	1	44	5	2	0	358
R2INDX	ET080033	2	76	2	2	0	247
R2INDX	ET080034	1	44	2	57	125	300
R2INDX	ET080034	2	76	3	41	340	60
R2INDX	ET080034	3	31	-77	88	0	0
R2INDX	ET080035	1	44	18	2	0	300
R2INDX	ET080035	2	75	10	2	0	600
R2INDX	ET080035	3	76	5	2	0	400
R2INDX	ET080035	4	72	300	2	30000	10000
R2INDX	ET080035	5	50	320	2	32000	20000
R2INDX	ET080036	1	44	2	2	0	80
R2INDX	ET080037	1	44	15	2	250	300
R2INDX	ET080037	2	75	4	2	0	130
R2INDX	ET080037	3	35	4	2	700	180
R2INDX	ET080037	4	5	4	2	0	50
R2INDX	ET080038	1	44	2	2	0	300
R2INDX	ET080039	1	44	1	41	0	160
R2INDX	ET080039	2	75	1.5	2	0	190
R2INDX	ET080040	1	44	7	2	100	200
R2INDX	ET080040	2	76	2.5	2	0	175
R2INDX	ET080041	1	44	9	2	0	420
R2INDX	ET080041	2	35	50	1	100	50
R2INDX	ET080041	3	10	400	56	200	0
R2INDX	ET080041	4	50	293	1	500	0
R2INDX	ET080041	5	7	-99	99	100	0
R2INDX	ET080042	1	44	30	2	250	410
R2INDX	ET080042	2	8	1	2	0	50
R2INDX	ET080042	3	5	3	2	0	60
R2INDX	ET080043	1	44	5	2	0	350
R2INDX	ET080043	2	76	150	1	0	145
R2INDX	ET080044	1	44	5.5	2	0	195
R2INDX	ET080044	2	8	2	2	0	225
R2INDX	ET080044	3	50	30	40	3000	2225
R2INDX	ET080045	1	44	7	2	0	350
R2INDX	ET080046	1	44	3.5	2	0	250
R2INDX	ET080046	2	35	1	5	0	65
R2INDX	ET080047	1	44	2	2	0	230
R2INDX	ET080048	1	44	1	57	0	162
R2INDX	ET080048	2	8	3.5	2	640	142
R2INDX	ET080048	3	31	-77	88	0	0
R2INDX	ET080049	1	44	11	2	145	320
R2INDX	ET080049	2	75	.5	40	0	110
R2INDX	ET080049	3	8	1.5	2	0	210
R2INDX	ET080050	1	44	1	2	0	50
R2INDX	ET080051	1	44	5	2	0	310
R2INDX	ET080052	1	44	2	2	0	15
R2INDX	ET080053	1	44	0	88	0	30
R2INDX	ET080053	2	44	6	2	0	100
R2INDX	ET080053	3	8	3	2	320	120
R2INDX	ET080053	4	35	2	2	520	150
R2INDX	ET080054	1	44	1	57	0	236
R2INDX	ET080054	2	35	3	41	250	203
R2INDX	ET080054	3	31	-77	77	80	0
R2INDX	ET080055	1	44	6	2	0	395
R2INDX	ET080055	2	8	1.5	2	0	290
R2INDX	ET080056	1	44	22	2	300	450
R2INDX	ET080056	2	75	10	2	200	200
R2INDX	ET080056	3	8	2	5	0	100
R2INDX	ET080057	1	44	7	2	0	300
R2INDX	ET080058	1	44	5	2	0	525
R2INDX	ET080058	2	75	200	1	0	255
R2INDX	ET080058	3	8	50	1	0	118
R2INDX	ET080059	1	44	4	2	0	210
R2INDX	ET080060	1	44	9.5	2	535	340
R2INDX	ET080060	3	5	3	2	0	65
R2INDX	ET080060	4	75	3	2	240	80
R2INDX	ET080060	5	76	1	2	0	72
R2INDX	ET080060	6	50	26	2	5200	6200
R2INDX	ET080061	1	44	2.5	2	0	420
R2INDX	ET080061	2	75	3	2	0	230
R2INDX	ET080061	3	50	40	2	6000	4000
R2INDX	ET080062	1	44	0	88	0	50
R2INDX	ET080063	1	44	4	2	0	200
R2INDX	ET080065	1	44	6	2	0	100
R2INDX	ET080065	2	8	2	2	0	160
R2INDX	ET080065	3	75	2	2	0	70
R2INDX	ET080066	1	44	3.5	2	0	141
R2INDX	ET080068	1	44	8	2	240	80
R2INDX	ET080069	1	44	34	2	0	470
R2INDX	ET080069	2	8	150	1	450	280
R2INDX	ET080069	3	35	2	2	300	180
R2INDX	ET080070	1	44	150	1	0	160
R2INDX	ET080072	1	44	2	2	0	200
R2INDX	ET080072	2	75	3	2	0	300
R2INDX	ET080072	3	50	15	2	1500	440
R2INDX	ET080072	4	10	2400	56	1200	600
R2INDX	ET080073	1	44	5	2	0	425
R2INDX	ET080074	1	44	16	2	0	400
R2INDX	ET080074	2	8	2	2	0	300
R2INDX	ET080074	3	50	5.5	40	1900	1500
R2INDX	ET080074	4	72	20	17	800	500
R2INDX	ET080075	1	44	2	2	0	30
R2INDX	ET080075	2	8	.5	2	0	70
R2INDX	ET080076	1	44	3.5	2	0	240
R2INDX	ET080078	1	44	2.25	2	0	262.5
R2INDX	ET080080	1	44	5	2	0	160
R2INDX	ET080081	1	44	7	2	0	400
R2INDX	ET080081	2	5	4	2	0	100
R2INDX	ET080082	1	44	6	2	0	180
R2INDX	ET080082	2	8	2	2	0	70
R2INDX	ET080083	1	44	5	2	0	130
R2INDX	ET080083	2	8	1	2	0	160
R2INDX	ET080084	1	44	8	2	0	30
R2INDX	ET080085	1	44	2	2	0	50
R2INDX	ET080085	2	8	4	2	720	234
R2INDX	ET080085	3	44	8	2	130	280
R2INDX	ET080086	1	44	3	2	0	285
R2INDX	ET080086	2	76	100	1	0	234
R2INDX	ET080087	1	44	8	2	0	600
R2INDX	ET080087	2	8	2	2	400	500
R2INDX	ET080087	3	79	1	2	0	150
R2INDX	ET080087	4	35	.5	1	0	50
R2INDX	ET080087	5	31	-77	88	0	0
R2INDX	ET080088	1	44	3	2	0	100
R2INDX	ET080088	2	35	1	2	180	130
R2INDX	ET080088	3	8	1	2	0	200
R2INDX	ET080089	1	44	8	2	0	225
R2INDX	ET080089	2	8	2.5	2	0	200
R2INDX	ET080091	1	44	10	2	0	380
R2INDX	ET080091	2	8	2	2	0	130
R2INDX	ET080091	3	35	150	1	0	90
R2INDX	ET080092	1	44	5	2	0	90
R2INDX	ET080092	2	76	2	2	0	150
R2INDX	ET080092	3	35	1	2	260	30
R2INDX	ET080092	4	31	-77	88	0	0
R2INDX	ET080092	5	21	100	60	700	0
R2INDX	ET080093	1	44	3	2	0	200
R2INDX	ET080093	2	8	2	2	0	200
R2INDX	ET080094	1	44	7	2	0	706
R2INDX	ET080095	1	44	45	2	1950	780
R2INDX	ET080095	2	35	6	2	1200	300
R2INDX	ET080095	3	75	3	2	0	150
R2INDX	ET080096	1	44	5	2	0	338
R2INDX	ET080096	2	76	250	1	0	220
R2INDX	ET080097	1	44	3	2	0	180
R2INDX	ET080097	2	8	50	1	0	60
R2INDX	ET080097	3	31	-77	88	0	0
R2INDX	ET080098	1	10	6	41	60	120
R2INDX	ET080098	2	44	1.5	2	0	60
R2INDX	ET080098	3	44	1.5	2	0	60
R2INDX	ET080099	1	44	3	5	0	400
R2INDX	ET080099	2	76	3	5	420	900
R2INDX	ET080099	3	44	0	88	0	145
R2INDX	ET080099	4	35	2	5	400	190
R2INDX	ET080100	1	44	.5	2	100	280
R2INDX	ET090001	1	75	2	2	0	442
R2INDX	ET090001	2	5	2	2	0	150
R2INDX	ET090001	3	35	1.5	2	472.5	170
R2INDX	ET090001	4	44	1	2	0	91
R2INDX	ET090002	1	44	0	88	0	40
R2INDX	ET090002	2	75	27	2	2500	300
R2INDX	ET090002	3	50	5	2	500	60
R2INDX	ET090002	4	5	4	2	0	120
R2INDX	ET090002	5	35	7	2	800	80
R2INDX	ET090003	1	44	4	2	0	150
R2INDX	ET090003	2	35	6	2	1200	385
R2INDX	ET090003	3	42	2	5	0	10
R2INDX	ET090003	4	60	1	5	0	10
R2INDX	ET090003	5	7	1	41	0	4
R2INDX	ET090003	6	76	5	2	1000	960
R2INDX	ET090003	7	75	10	2	1000	720
R2INDX	ET090003	8	5	4	2	0	420
R2INDX	ET090004	1	75	4	2	0	240
R2INDX	ET090004	2	35	1.5	2	400	160
R2INDX	ET090005	1	76	3	2	0	964
R2INDX	ET090005	2	75	30	2	4700	1830
R2INDX	ET090005	3	35	11	2	1560	636
R2INDX	ET090005	4	50	5	2	0	290
R2INDX	ET090005	5	5	2	2	0	310
R2INDX	ET090006	1	76	2	2	0	200
R2INDX	ET090006	2	75	6	2	0	400
R2INDX	ET090006	3	44	5	2	0	200
R2INDX	ET090007	1	55	0	88	0	20
R2INDX	ET090007	2	35	2	2	400	0
R2INDX	ET090007	3	76	3	2	1000	250
R2INDX	ET090007	4	75	10	2	460	840
R2INDX	ET090007	5	44	9	2	0	300
R2INDX	ET090007	6	5	3	2	250	150
R2INDX	ET090007	7	12	0	88	0	30
R2INDX	ET090008	1	8	5	2	600	74
R2INDX	ET090008	2	35	4	2	450	100
R2INDX	ET090008	3	75	15	2	880	164
R2INDX	ET090008	4	44	6	2	0	162
R2INDX	ET090009	1	44	3	2	0	262
R2INDX	ET090009	2	75	5	2	0	440
R2INDX	ET090009	3	5	3	2	0	370
R2INDX	ET090009	4	35	8	2	980	690
R2INDX	ET090010	1	44	.5	2	0	50
R2INDX	ET090010	2	35	4.5	2	810	350
R2INDX	ET090010	3	44	3	2	0	150
R2INDX	ET090010	4	75	5	2	1200	600
R2INDX	ET090010	5	5	1.5	2	0	50
R2INDX	ET090011	1	44	5	2	160	175
R2INDX	ET090011	2	75	8	2	0	440
R2INDX	ET090011	3	5	3	2	0	180
R2INDX	ET090011	4	76	1	2	270	70
R2INDX	ET090011	5	35	0	88	-88	67
R2INDX	ET090012	1	44	100	1	0	80
R2INDX	ET090012	2	76	3	2	280	250
R2INDX	ET090012	3	35	3.5	2	450	200
R2INDX	ET090012	4	96	0	88	0	12
R2INDX	ET090012	5	75	5	2	0	870
R2INDX	ET090013	1	44	3	41	75	120
R2INDX	ET090014	1	44	2	2	0	235
R2INDX	ET090014	2	35	3	2	425	100
R2INDX	ET090014	3	75	5	2	450	185
R2INDX	ET090014	4	5	2	2	0	80
R2INDX	ET090014	5	79	.5	2	0	50
R2INDX	ET090015	1	44	10	2	550	100
R2INDX	ET090015	2	75	5	2	0	235
R2INDX	ET090015	3	5	3	2	0	50
R2INDX	ET090015	4	35	7	2	750	117.5
R2INDX	ET090016	1	44	53	5	150	70
R2INDX	ET090016	2	35	55	2	6750	1530
R2INDX	ET090016	3	75	3	2	1000	270
R2INDX	ET090016	4	76	2	2	470	100
R2INDX	ET090016	5	8	5	2	360	100
R2INDX	ET090016	6	5	12	1	1750	260
R2INDX	ET090016	7	42	.5	1	0	12
R2INDX	ET090016	8	19	.699999988079071	2	10	5
R2INDX	ET090016	9	50	6	2	0	160
R2INDX	ET090017	1	5	8	2	0	400
R2INDX	ET090017	2	75	6	2	0	600
R2INDX	ET090017	3	76	3	2	200	400
R2INDX	ET090017	4	35	3	2	400	100
R2INDX	ET090017	5	64	2	2	0	20
R2INDX	ET090018	1	44	10	2	0	290
R2INDX	ET090018	2	75	5	2	0	480
R2INDX	ET090018	3	76	2	2	800	304
R2INDX	ET090018	4	35	7	2	1050	370
R2INDX	ET090018	5	31	3	3	0	30
R2INDX	ET090018	6	56	18	56	25	28
R2INDX	ET090018	7	79	1	2	0	138
R2INDX	ET090019	1	75	5	2	0	150
R2INDX	ET090020	1	5	4	2	0	675
R2INDX	ET090020	2	76	4	2	1600	775
R2INDX	ET090020	3	44	4	2	300	280
R2INDX	ET090020	4	35	4	2	800	300
R2INDX	ET090020	5	23	1	2	0	315
R2INDX	ET090020	6	75	15	2	2000	1237
R2INDX	ET090021	1	44	.5	2	0	10
R2INDX	ET090021	2	75	15	2	620	315
R2INDX	ET090021	3	35	4	2	620	40
R2INDX	ET090021	4	5	3	2	0	0
R2INDX	ET090021	5	44	1	2	0	0
R2INDX	ET090022	1	44	3	41	0	58
R2INDX	ET090022	2	76	4	41	0	340
R2INDX	ET090022	3	75	8	2	400	600
R2INDX	ET090022	4	35	10	2	1035	222
R2INDX	ET090022	5	5	6	2	0	290
R2INDX	ET090022	6	50	11	40	1650	410
R2INDX	ET090023	1	44	150	1	0	95
R2INDX	ET090023	2	76	2	2	540	490
R2INDX	ET090023	3	35	1	2	0	80
R2INDX	ET090023	4	75	17	2	1470	910
R2INDX	ET090024	1	44	1	2	0	50
R2INDX	ET090024	2	75	8	2	0	400
R2INDX	ET090024	3	76	4	2	780	300
R2INDX	ET090024	4	79	2	2	0	50
R2INDX	ET090024	5	35	3	2	945	80
R2INDX	ET090025	1	44	7	2	375	100
R2INDX	ET090025	2	75	10	2	600	180
R2INDX	ET090025	3	35	12	2	880	200
R2INDX	ET090025	4	8	9	2	800	120
R2INDX	ET090026	1	44	50	1	0	15
R2INDX	ET090026	2	35	3.5	2	900	200
R2INDX	ET090026	3	64	50	1	0	25
R2INDX	ET090026	4	50	4	2	380	110
R2INDX	ET090026	5	75	5	2	0	170
R2INDX	ET090027	1	44	5	2	0	90
R2INDX	ET090027	2	75	7	2	0	650
R2INDX	ET090027	3	76	4	2	1680	64
R2INDX	ET090027	4	5	6	2	0	360
R2INDX	ET090027	5	35	4	2	560	70
R2INDX	ET090028	1	75	150	1	0	250
R2INDX	ET090028	2	35	100	1	0	140
R2INDX	ET090028	3	44	50	1	0	120
R2INDX	ET090028	4	8	0	88	0	150
R2INDX	ET090030	1	5	5	2	60	120
R2INDX	ET090030	2	35	7	2	1860	120
R2INDX	ET090030	3	75	15	2	1200	245
R2INDX	ET090031	1	39	0	88	0	15
R2INDX	ET090031	2	8	150	1	0	230
R2INDX	ET090031	3	35	5	2	350	120
R2INDX	ET090031	4	75	7	2	0	360
R2INDX	ET090031	5	44	12	2	0	80
R2INDX	ET090033	1	35	1.5	2	200	162
R2INDX	ET090033	2	75	13	2	800	472
R2INDX	ET090033	3	42	30	95	0	120
R2INDX	ET090034	1	44	0	88	0	60
R2INDX	ET090034	2	5	2	2	0	46
R2INDX	ET090034	3	8	150	1	0	95
R2INDX	ET090034	4	75	2	2	0	100
R2INDX	ET090035	1	44	3	2	80	25
R2INDX	ET090036	1	44	1	2	0	50
R2INDX	ET090036	2	75	9	2	1000	500
R2INDX	ET090036	3	35	2	2	580	100
R2INDX	ET090036	4	76	3	2	0	100
R2INDX	ET090037	1	44	1	2	0	125
R2INDX	ET090037	2	75	2	2	0	220
R2INDX	ET090037	3	5	1.5	2	0	232
R2INDX	ET090038	1	75	18	2	500	950
R2INDX	ET090038	2	44	3	2	0	35
R2INDX	ET090038	3	8	2	2	0	100
R2INDX	ET090039	1	44	2	40	0	192
R2INDX	ET090039	2	35	4	2	650	460
R2INDX	ET090040	1	44	2	2	0	80
R2INDX	ET090040	2	75	4	2	120	295
R2INDX	ET090040	3	5	5	2	210	300
R2INDX	ET090040	4	35	2	2	500	105
R2INDX	ET090041	1	44	2	5	0	35
R2INDX	ET090041	2	75	20	2	1250	1725
R2INDX	ET090041	3	8	3	2	1245	50
R2INDX	ET090041	4	5	2	2	0	115
R2INDX	ET090042	1	75	600	1	0	60
R2INDX	ET090042	2	44	350	1	150	60
R2INDX	ET090042	3	35	100	1	90	25
R2INDX	ET090043	1	44	12	2	700	250
R2INDX	ET090043	2	35	11	2	1500	440
R2INDX	ET090043	3	75	8	2	208	800
R2INDX	ET090043	4	76	2	2	530	200
R2INDX	ET090043	5	5	5	2	0	310
R2INDX	ET090044	1	44	3	2	0	134
R2INDX	ET090044	2	75	2	2	0	242
R2INDX	ET090044	3	5	3.5	2	110	321
R2INDX	ET090045	1	75	11	2	355	617.5
R2INDX	ET090045	2	8	2	2	165	100
R2INDX	ET090045	3	31	3	99	0	90
R2INDX	ET090045	4	76	5	2	0	367
R2INDX	ET090045	5	5	7	2	0	293
R2INDX	ET090045	6	44	6.5	2	0	80
R2INDX	ET090045	7	35	2	2	400	90
R2INDX	ET090046	1	44	10	2	0	496
R2INDX	ET090046	2	50	5	2	250	370
R2INDX	ET090046	3	35	6	2	650	260
R2INDX	ET090046	4	75	9	2	600	570
R2INDX	ET090046	5	5	2	2	0	250
R2INDX	ET090046	6	76	2	2	0	280
R2INDX	ET090047	1	44	3	2	0	480
R2INDX	ET090047	2	75	6	2	0	640
R2INDX	ET090047	3	35	6	2	770	432
R2INDX	ET090047	4	76	1	2	0	194
R2INDX	ET090047	5	55	1	2	0	120
R2INDX	ET090047	6	43	3	5	0	230
R2INDX	ET090048	1	44	2	2	0	50
R2INDX	ET090048	2	75	6	2	250	135
R2INDX	ET090048	3	5	7	2	0	130
R2INDX	ET090048	4	76	1	2	420	80
R2INDX	ET090049	1	35	2	2	250	70
R2INDX	ET090049	2	76	6.5	2	760	125
R2INDX	ET090049	3	44	1	2	0	50
R2INDX	ET090050	1	44	1	2	50	60
R2INDX	ET090050	2	44	3	2	53	150
R2INDX	ET090050	3	35	2	2	260	160
R2INDX	ET090050	4	75	3	2	75	100
R2INDX	ET090050	5	44	2	2	45	110
R2INDX	ET090051	1	44	3	41	0	86
R2INDX	ET090051	2	76	3.5	41	500	406
R2INDX	ET090051	3	75	12	2	440	822
R2INDX	ET090051	4	5	4	2	0	402
R2INDX	ET090051	5	35	7	2	1064	610
R2INDX	ET090052	1	75	8	2	330	640
R2INDX	ET090052	2	76	3	2	580	482
R2INDX	ET090052	3	35	4	2	640	242
R2INDX	ET090052	4	44	3	2	0	194
R2INDX	ET090052	5	5	4	2	0	274
R2INDX	ET090053	1	44	2	2	0	325
R2INDX	ET090053	2	35	5.5	2	600	471
R2INDX	ET090053	3	5	3	2	0	180
R2INDX	ET090053	4	75	8	2	0	496
R2INDX	ET090054	1	75	6	2	0	100
R2INDX	ET090054	2	76	3	2	700	280
R2INDX	ET090054	3	5	5	2	0	0
R2INDX	ET090054	4	75	2	2	0	115
R2INDX	ET090054	5	44	2	2	0	0
R2INDX	ET090055	1	44	0	88	0	0
R2INDX	ET090055	2	35	4	2	320	350
R2INDX	ET090056	1	44	.5	2	0	35
R2INDX	ET090056	2	76	2.5	2	420	300
R2INDX	ET090056	3	75	7	2	750	320
R2INDX	ET090056	4	35	2.5	2	440	200
R2INDX	ET090057	1	44	2	2	0	100
R2INDX	ET090057	2	75	6	2	0	50
R2INDX	ET090057	3	76	3	2	800	150
R2INDX	ET090057	4	5	4	2	600	100
R2INDX	ET090057	5	35	3	2	900	50
R2INDX	ET090058	1	75	2	2	0	100
R2INDX	ET090058	2	5	2	2	0	50
R2INDX	ET090058	3	35	1	2	140	15
R2INDX	ET090058	4	44	2	2	300	19
R2INDX	ET090059	1	44	2.5	2	115	154
R2INDX	ET090059	2	5	4	2	0	560
R2INDX	ET090059	3	76	.699999988079071	1	230	210
R2INDX	ET090059	4	75	5	2	260	698
R2INDX	ET090060	1	75	13	2	542.5	853.5
R2INDX	ET090060	2	5	3	2	0	120
R2INDX	ET090060	3	76	8.5	2	990	300
R2INDX	ET090060	4	35	3	2	556	100
R2INDX	ET090060	5	44	1.5	2	0	50
R2INDX	ET090060	6	42	50	1	0	40
R2INDX	ET090060	7	43	6	5	75	35
R2INDX	ET090061	1	75	6	2	640	695
R2INDX	ET090061	2	44	6	2	840	495
R2INDX	ET090062	1	44	.5	2	0	40
R2INDX	ET090062	2	75	10	2	0	230
R2INDX	ET090062	3	8	3	2	0	75
R2INDX	ET090062	4	76	3	2	1110	75
R2INDX	ET090062	5	5	1	2	0	0
R2INDX	ET090063	1	44	3	2	0	60
R2INDX	ET090063	2	75	5	2	110	230
R2INDX	ET090063	3	5	4	2	0	160
R2INDX	ET090063	4	35	4	2	700	120
R2INDX	ET090064	1	44	3	2	0	27
R2INDX	ET090064	2	75	23	2	1400	495
R2INDX	ET090064	3	8	2	2	300	75
R2INDX	ET090064	4	35	3	2	390	50
R2INDX	ET090064	5	5	3	2	200	70
R2INDX	ET090065	1	44	1.5	2	0	255
R2INDX	ET090065	2	5	1.70000004768372	2	0	211
R2INDX	ET090065	3	35	2.5	2	525	324
R2INDX	ET090066	1	44	3	2	0	50
R2INDX	ET090067	1	44	100	1	0	20
R2INDX	ET090067	2	35	6	2	720	50
R2INDX	ET090067	3	75	30	2	2400	1217.90002441406
R2INDX	ET090068	1	75	6	2	0	500
R2INDX	ET090068	2	75	10	2	0	1500
R2INDX	ET090069	1	75	7	2	880	420
R2INDX	ET090069	2	35	1	41	75	90
R2INDX	ET090069	3	50	4	2	320	290
R2INDX	ET090070	1	76	2	2	0	100
R2INDX	ET090070	2	35	3	2	600	200
R2INDX	ET090071	1	21	30	55	0	0
R2INDX	ET090071	2	44	30	2	0	1000
R2INDX	ET090071	3	75	25	2	1500	1200
R2INDX	ET090071	4	5	40	2	0	1500
R2INDX	ET090071	5	76	20	2	2000	1400
R2INDX	ET090071	6	68	10	5	50	20
R2INDX	ET090071	7	50	15	40	1500	800
R2INDX	ET090071	8	56	10	56	0	0
R2INDX	ET090071	9	31	-77	88	-77	-77
R2INDX	ET090071	10	79	2	5	0	120
R2INDX	ET090071	11	35	5	2	600	150
R2INDX	ET090072	1	44	1	2	0	30
R2INDX	ET090072	2	75	20	2	2200	1200
R2INDX	ET090072	3	76	4	2	1080	200
R2INDX	ET090072	4	35	6	2	780	315
R2INDX	ET090073	1	44	0	2	0	10
R2INDX	ET090074	1	44	7	2	250	100
R2INDX	ET090074	2	60	3	2	1100	150
R2INDX	ET090075	1	44	5	1	0	110
R2INDX	ET090075	2	35	3	2	400	70
R2INDX	ET090075	3	8	2	2	0	160
R2INDX	ET090075	4	75	6	2	200	180
R2INDX	ET090075	5	5	5	2	150	250
R2INDX	ET090076	1	44	5	2	200	74
R2INDX	ET090076	2	75	15	2	750	710
R2INDX	ET090076	3	35	7	2	817	60
R2INDX	ET090077	1	44	0	88	0	20
R2INDX	ET090077	2	75	2.5	2	0	375
R2INDX	ET090077	3	35	3.5	2	450	210
R2INDX	ET090077	4	5	1	2	0	145
R2INDX	ET090078	1	44	2.5	2	140	50
R2INDX	ET090078	2	35	2	2	260	100
R2INDX	ET090078	3	75	2	2	0	70
R2INDX	ET090078	4	5	5	2	280	160
R2INDX	ET090078	5	20	2.5	2	90	70
R2INDX	ET090078	6	8	1.5	2	0	50
R2INDX	ET090078	7	15	1	2	0	40
R2INDX	ET090079	1	44	11	2	0	200
R2INDX	ET090079	2	35	5	2	700	300
R2INDX	ET090079	3	7	2	40	0	80
R2INDX	ET090079	4	71	1	41	0	40
R2INDX	ET090079	5	31	2	95	0	0
R2INDX	ET090079	6	75	4	2	0	400
R2INDX	ET090079	7	76	170	2	400	600
R2INDX	ET090079	8	5	3	40	0	250
R2INDX	ET090079	9	79	5	40	0	200
R2INDX	ET090080	1	8	50	1	140	28
R2INDX	ET090080	2	35	100	1	100	20
R2INDX	ET090081	1	44	100	1	0	82
R2INDX	ET090081	2	75	15	2	800	850
R2INDX	ET090081	3	35	2	2	650	210
R2INDX	ET090081	4	76	4	2	450	479
R2INDX	ET090082	1	44	5	2	140	240
R2INDX	ET090082	2	35	10	2	1620	550
R2INDX	ET090082	3	76	9	2	730	800
R2INDX	ET090082	4	75	20	2	1500	675
R2INDX	ET090082	5	79	4	2	195	150
R2INDX	ET090083	1	44	7	2	0	300
R2INDX	ET090083	2	7	4	40	250	100
R2INDX	ET090083	3	75	19	2	1762	740
R2INDX	ET090083	4	5	6	2	0	190
R2INDX	ET090083	5	76	2	2	151	263
R2INDX	ET090083	6	79	2	2	0	83
R2INDX	ET090083	7	35	70	1	120	160
R2INDX	ET090083	8	31	3	3	0	0
R2INDX	ET090084	1	44	6	2	300	150
R2INDX	ET090084	2	75	15	2	1250	350
R2INDX	ET090084	3	76	3	2	400	100
R2INDX	ET090084	4	35	7	2	2315	500
R2INDX	ET090084	5	8	4	2	250	100
R2INDX	ET090084	6	5	5	2	300	150
R2INDX	ET090085	1	75	2	2	0	200
R2INDX	ET090085	2	35	3	2	400	200
R2INDX	ET090085	3	44	1	2	0	50
R2INDX	ET090086	1	44	5	2	0	60
R2INDX	ET090086	2	35	5	2	1650	100
R2INDX	ET090086	3	76	2	2	800	240
R2INDX	ET090086	4	75	5	2	0	142
R2INDX	ET090087	1	75	28	2	4000	370
R2INDX	ET090087	2	8	6	2	0	180
R2INDX	ET090087	3	35	3	2	798	80
R2INDX	ET090088	1	44	2.5	2	0	90
R2INDX	ET090088	2	55	2	5	0	50
R2INDX	ET090088	3	75	12	2	800	300
R2INDX	ET090088	4	5	3	2	0	100
R2INDX	ET090088	5	76	2	2	840	160
R2INDX	ET090088	6	35	3	2	420	80
