FORMNO	CHILDID	SASSID	SASSET	NUMSRNT	NUMSASS	VALSASS	DECSASS
R2INDX	ET150100	1	30	0	4	10	2
R2INDX	ET160002	1	1	1	0	-88	90
R2INDX	ET160003	1	23	0	2	2	3
R2INDX	ET160006	1	1	3	1	6	1
R2INDX	ET160007	1	1	0	3	30	6
R2INDX	ET160010	1	99	1	0	4000	90
R2INDX	ET160013	1	24	0	1	400	1
R2INDX	ET160019	1	24	0	10	40	2
R2INDX	ET160022	1	13	0	4	100	1
R2INDX	ET160024	1	13	0	16	270	1
R2INDX	ET160025	1	20	0	20	700	2
R2INDX	ET160032	1	1	2	3	50	80
R2INDX	ET160038	1	30	0	30	50	1
R2INDX	ET160040	1	8	0	3	17	2
R2INDX	ET160043	1	20	0	1	80	1
R2INDX	ET160044	1	13	0	1	20	1
R2INDX	ET160047	1	4	0	1	50	1
R2INDX	ET160047	2	8	0	2	25	1
R2INDX	ET160047	3	1	0	2	45	1
R2INDX	ET160051	1	20	0	2	10	1
R2INDX	ET160052	1	23	0	12	850	1
R2INDX	ET160061	1	5	0	5	97	1
R2INDX	ET160061	2	23	0	2	6	2
R2INDX	ET160062	1	1	0	2	20	1
R2INDX	ET160062	2	8	0	8	0	1
R2INDX	ET160063	1	1	0	15	15	1
R2INDX	ET160065	1	23	0	2	24	2
R2INDX	ET160065	2	39	0	1	2	3
R2INDX	ET160068	1	77	0	3	10	4
R2INDX	ET160075	1	1	0	3	50	1
R2INDX	ET160075	2	4	0	2	25	1
R2INDX	ET160075	3	99	0	3	40	1
R2INDX	ET160076	1	24	-77	-77	-88	1
R2INDX	ET160076	2	23	0	3	36	2
R2INDX	ET160077	1	24	0	-77	-77	1
R2INDX	ET160078	1	23	0	3	50	5
R2INDX	ET160080	1	1	0	5	97	1
R2INDX	ET160081	1	6	0	4	-77	1
R2INDX	ET160081	2	8	3	0	10	90
R2INDX	ET160082	1	1	0	2	20	1
R2INDX	ET160086	1	13	0	2	40	1
R2INDX	ET160087	1	15	0	12	250	2
R2INDX	ET160089	1	27	1	0	-88	90
R2INDX	ET160090	1	23	0	4	480	1
R2INDX	ET160091	1	13	0	15	250	1
R2INDX	ET160092	1	15	0	5	100	2
R2INDX	ET160093	1	15	0	13	220	2
R2INDX	ET160094	1	23	0	2	60	4
R2INDX	ET160097	1	30	0	8	12	1
R2INDX	ET170001	1	1	4	0	-77	90
R2INDX	ET170002	1	16	1	0	-88	88
R2INDX	ET170003	1	1	0	1	6	1
R2INDX	ET170008	1	13	0	6	250	1
R2INDX	ET170011	1	1	2	0	-77	88
R2INDX	ET170021	1	13	0	1	60	1
R2INDX	ET170024	1	1	1	0	-88	88
R2INDX	ET170026	1	13	0	6	140	1
R2INDX	ET170031	1	16	1	0	-88	90
R2INDX	ET170032	1	13	0	1	60	1
R2INDX	ET170035	1	4	0	1	140	1
R2INDX	ET170035	2	1	0	7	58	1
R2INDX	ET170040	1	4	0	1	175	1
R2INDX	ET170040	2	1	0	9	67	1
R2INDX	ET170042	1	1	0	2	30	80
R2INDX	ET170045	1	30	0	4	6000	80
R2INDX	ET170047	1	12	0	5	140	1
R2INDX	ET170049	1	13	0	11	361	80
R2INDX	ET170050	1	1	0	1	8	80
R2INDX	ET170051	1	1	0	2	12	80
R2INDX	ET170053	1	30	0	2	1000	80
R2INDX	ET170055	1	4	0	1	120	80
R2INDX	ET170055	2	1	0	7	60	80
R2INDX	ET170056	1	1	4	0	-77	90
R2INDX	ET170057	1	1	2	0	-77	80
R2INDX	ET170064	1	1	0	1	15	1
R2INDX	ET170065	1	1	0	4	174	80
R2INDX	ET170069	1	30	0	3	10500	80
R2INDX	ET170071	1	1	-88	2	18	80
R2INDX	ET170074	1	1	0	1	15	1
R2INDX	ET170075	1	30	0	2	1000	80
R2INDX	ET170076	1	4	0	1	170	1
R2INDX	ET170076	2	1	0	8	60	1
R2INDX	ET170079	1	1	2	0	-88	80
R2INDX	ET170080	1	13	0	7	150	1
R2INDX	ET170082	1	1	0	2	25	80
R2INDX	ET170084	1	13	0	1	30	1
R2INDX	ET170087	1	1	4	0	-77	90
R2INDX	ET170090	1	1	0	1	15	1
R2INDX	ET170091	1	4	0	1	140	1
R2INDX	ET170091	2	1	0	6	58	0
R2INDX	ET170094	1	4	0	1	120	1
R2INDX	ET170094	2	1	0	6	46	1
R2INDX	ET170095	1	1	0	2	20	80
R2INDX	ET170098	1	1	0	3	210	80
R2INDX	ET170100	1	13	0	4	80	1
R2INDX	ET180001	1	13	0	1	150	1
R2INDX	ET180002	1	1	0	2	50	80
R2INDX	ET180003	1	30	0	5	10	1
R2INDX	ET180004	1	13	1	1	80	1
R2INDX	ET180005	1	13	0	2	68	80
R2INDX	ET180006	1	1	0	2	30	3
R2INDX	ET180007	1	1	0	2	50	1
R2INDX	ET180008	1	1	0	2	24	2
R2INDX	ET180009	1	13	0	7	80	1
R2INDX	ET180010	1	1	0	1	10	2
R2INDX	ET180011	1	1	0	3	25	80
R2INDX	ET180012	1	23	0	2	2	1
R2INDX	ET180013	1	1	0	2	50	2
R2INDX	ET180014	1	1	0	2	30	2
R2INDX	ET180015	1	1	0	4	175	1
R2INDX	ET180015	2	4	0	1	100	1
R2INDX	ET180016	1	1	2	0	88	88
R2INDX	ET180017	1	1	0	2	50	1
R2INDX	ET180018	1	1	0	1	17	80
R2INDX	ET180019	1	1	2	0	-88	88
R2INDX	ET180020	1	30	0	5	25	2
R2INDX	ET180021	1	1	0	1	7	1
R2INDX	ET180022	1	1	0	4	90	80
R2INDX	ET180023	1	1	0	2	60	80
R2INDX	ET180024	1	1	0	1	30	1
R2INDX	ET180024	2	13	0	1	120	1
R2INDX	ET180025	1	13	0	8	100	1
R2INDX	ET180026	1	1	0	2	38	80
R2INDX	ET180027	1	1	0	4	30	1
R2INDX	ET180028	1	1	0	2	50	80
R2INDX	ET180029	1	1	0	1	25	80
R2INDX	ET180031	1	1	0	1	15	1
R2INDX	ET180033	1	1	0	2	25	80
R2INDX	ET180034	1	1	0	2	20	80
R2INDX	ET180035	1	1	0	1	20	80
R2INDX	ET180036	1	1	0	2	30	80
R2INDX	ET180037	1	1	1	8	200	80
R2INDX	ET180037	2	4	1	0	-88	88
R2INDX	ET180037	3	8	0	1	3	80
R2INDX	ET180038	1	13	0	4	100	1
R2INDX	ET180039	1	1	0	2	15	80
R2INDX	ET180040	1	1	0	2	20	1
R2INDX	ET180041	1	1	2	0	-88	88
R2INDX	ET180042	1	1	0	1	12	1
R2INDX	ET180044	1	1	0	2	60	80
R2INDX	ET180045	1	1	0	2	18	80
R2INDX	ET180046	1	1	0	2	60	1
R2INDX	ET180047	1	1	0	2	30	80
R2INDX	ET180049	1	1	1	0	-88	88
R2INDX	ET180050	1	1	0	2	50	80
R2INDX	ET180051	1	1	0	2	30	80
R2INDX	ET180053	1	1	1	0	-88	88
R2INDX	ET180054	1	30	0	3	6	1
R2INDX	ET180055	1	1	0	2	45	1
R2INDX	ET180056	1	1	0	2	30	1
R2INDX	ET180057	1	1	0	2	20	1
R2INDX	ET180058	1	1	0	1	20	1
R2INDX	ET180059	1	1	1	1	15	1
R2INDX	ET180060	1	1	0	2	35	80
R2INDX	ET180061	1	1	0	7	180	80
R2INDX	ET180062	1	1	0	2	30	80
R2INDX	ET180063	1	1	1	2	20	1
R2INDX	ET180064	1	13	0	6	100	1
R2INDX	ET180066	1	13	0	10	250	1
R2INDX	ET180068	1	1	0	2	12	80
R2INDX	ET180069	1	1	0	2	14	1
R2INDX	ET180069	2	4	0	1	120	1
R2INDX	ET180070	1	13	0	2	40	1
R2INDX	ET180071	1	1	0	3	51	1
R2INDX	ET180072	1	1	0	1	7	80
R2INDX	ET180073	1	1	2	0	-88	88
R2INDX	ET180074	1	1	0	2	30	1
R2INDX	ET180075	1	13	0	13	200	1
R2INDX	ET180076	1	4	1	0	-88	88
R2INDX	ET180076	2	1	1	0	-88	88
R2INDX	ET180077	1	4	0	1	100	80
R2INDX	ET180079	1	1	0	3	120	1
R2INDX	ET180080	1	1	1	1	10	80
R2INDX	ET180081	1	13	0	8	60	1
R2INDX	ET180082	1	1	0	2	30	80
R2INDX	ET180083	1	13	0	1	250	1
R2INDX	ET180084	1	1	1	0	-88	88
R2INDX	ET180084	2	4	1	0	-88	88
R2INDX	ET180085	1	30	0	1	2	1
R2INDX	ET180086	1	1	2	0	-88	88
R2INDX	ET180087	1	1	2	0	-88	88
R2INDX	ET180088	1	1	0	2	40	80
R2INDX	ET180089	1	1	2	0	-88	88
R2INDX	ET180090	1	1	0	1	30	1
R2INDX	ET180091	1	1	0	2	30	1
R2INDX	ET180092	1	1	0	8	90	1
R2INDX	ET180092	2	4	0	1	40	1
R2INDX	ET180093	1	1	1	0	-88	88
R2INDX	ET180094	1	1	0	1	12	1
R2INDX	ET180096	1	1	1	0	-88	88
R2INDX	ET180097	1	1	2	0	-88	88
R2INDX	ET190001	1	23	0	1	100	2
R2INDX	ET190003	1	15	0	9	120	1
R2INDX	ET190004	1	1	2	0	-77	90
R2INDX	ET190005	1	30	0	1	80000	80
R2INDX	ET190012	1	30	0	2	80	1
R2INDX	ET190015	1	1	2	0	-77	90
R2INDX	ET190018	1	22	0	5	120	1
R2INDX	ET190021	1	24	0	1	950	80
R2INDX	ET190027	1	13	0	4	120	1
R2INDX	ET190029	1	88	2	0	-88	90
R2INDX	ET190039	1	1	2	0	-88	88
R2INDX	ET190042	1	12	3	0	-88	90
R2INDX	ET190044	1	16	1	0	-88	90
R2INDX	ET190046	1	1	0	1	8	80
R2INDX	ET190048	1	1	1	0	-88	88
R2INDX	ET190049	1	30	0	3	6	2
R2INDX	ET190049	2	30	0	1	2	2
R2INDX	ET190051	1	1	1	0	-88	90
R2INDX	ET190052	1	1	1	0	-88	88
R2INDX	ET190053	1	1	1	0	-88	88
R2INDX	ET190054	1	1	2	0	-88	90
R2INDX	ET190058	1	15	0	14	100	1
R2INDX	ET190063	1	39	0	4	200	2
R2INDX	ET190064	1	1	1	0	-88	88
R2INDX	ET190065	1	1	2	0	-88	88
R2INDX	ET190066	1	1	1	0	-88	88
R2INDX	ET190068	1	12	3	0	-88	88
R2INDX	ET190069	1	13	4	0	-88	88
R2INDX	ET190070	1	1	2	0	-88	88
R2INDX	ET190071	1	30	2	0	-88	88
R2INDX	ET190072	1	12	2	0	-88	88
R2INDX	ET190073	1	1	1	0	-88	88
R2INDX	ET190079	1	1	1	0	-88	88
R2INDX	ET190082	1	1	1	0	-88	88
R2INDX	ET190083	1	30	0	3	4	2
R2INDX	ET190090	1	1	1	0	-77	88
R2INDX	ET190091	1	13	0	1	360	1
R2INDX	ET190093	1	1	0	1	10	1
R2INDX	ET190095	1	1	2	0	-88	88
R2INDX	ET190096	1	23	0	1	150	2
R2INDX	ET190098	1	15	0	1	202	2
R2INDX	ET190099	1	30	0	1	2	2
R2INDX	ET190100	1	23	0	1	80	80
R2INDX	ET190100	2	30	0	2	20	80
R2INDX	ET200002	1	15	0	2	60	2
R2INDX	ET200003	1	13	0	4	40	80
R2INDX	ET200004	1	1	1	0	-88	88
R2INDX	ET200008	1	20	0	2	-77	1
R2INDX	ET200008	2	11	0	3	35	1
R2INDX	ET200009	1	15	5	5	65	1
R2INDX	ET200012	1	1	2	0	-77	88
R2INDX	ET200013	1	1	0	3	21	1
R2INDX	ET200013	2	4	0	1	75	1
R2INDX	ET200014	1	1	2	0	-77	80
R2INDX	ET200016	1	1	0	2	10	1
R2INDX	ET200018	1	13	0	2	50	1
R2INDX	ET200021	1	15	0	0	-77	80
R2INDX	ET200024	1	1	1	1	15	1
R2INDX	ET200027	1	1	1	0	-88	88
R2INDX	ET200031	1	4	1	0	-88	80
R2INDX	ET200031	2	1	0	2	10	80
R2INDX	ET200033	1	1	2	0	-77	88
R2INDX	ET200035	1	1	3	0	25	80
R2INDX	ET200036	1	1	2	0	-77	88
R2INDX	ET200037	1	1	0	2	55	1
R2INDX	ET200037	2	4	0	2	100	1
R2INDX	ET200038	1	1	1	0	-88	88
R2INDX	ET200041	1	1	1	0	-88	88
R2INDX	ET200042	1	13	0	1	70	1
R2INDX	ET200043	1	1	0	1	10	80
R2INDX	ET200044	1	1	0	2	60	1
R2INDX	ET200045	1	1	4	0	-77	90
R2INDX	ET200047	1	1	0	1	15	80
R2INDX	ET200049	1	1	4	0	-77	90
R2INDX	ET200050	1	1	2	0	-88	88
R2INDX	ET200051	1	8	2	0	-77	80
R2INDX	ET200052	1	1	2	1	6	80
R2INDX	ET200054	1	1	1	0	-88	88
R2INDX	ET200055	1	1	2	0	-77	88
R2INDX	ET200055	2	8	2	0	-77	88
R2INDX	ET200056	1	1	0	2	30	80
R2INDX	ET200059	1	1	2	0	-88	88
R2INDX	ET200060	1	1	-88	6	30	80
R2INDX	ET200060	2	4	-88	4	90	80
R2INDX	ET200061	1	1	1	0	-88	88
R2INDX	ET200062	1	1	2	0	-77	88
R2INDX	ET200063	1	4	0	2	82	80
R2INDX	ET200063	2	1	0	2	10	80
R2INDX	ET200064	1	1	2	0	-77	88
R2INDX	ET200065	1	1	0	3	60	1
R2INDX	ET200066	1	4	0	2	120	80
R2INDX	ET200069	1	1	2	0	-88	88
R2INDX	ET200071	1	1	-88	4	200	80
R2INDX	ET200073	1	1	2	0	-88	88
R2INDX	ET200074	1	1	4	0	-77	90
R2INDX	ET200075	1	1	0	4	48	1
R2INDX	ET200075	2	4	0	1	108	1
R2INDX	ET200078	1	1	0	1	10	80
R2INDX	ET200080	1	13	0	3	70	1
R2INDX	ET200081	1	1	2	0	-88	88
R2INDX	ET200082	1	2	0	2	40	3
R2INDX	ET200084	1	1	4	0	-77	90
R2INDX	ET200085	1	1	0	2	14	0
R2INDX	ET200086	1	1	1	0	-88	88
R2INDX	ET200087	1	1	4	0	-77	88
R2INDX	ET200090	1	1	2	0	16	80
R2INDX	ET200091	1	8	2	0	-77	80
R2INDX	ET200096	1	1	2	0	-77	88
R2INDX	ET200097	1	4	0	1	60	80
R2INDX	ET200097	2	1	0	2	10	80
R2INDX	ET200098	1	13	2	2	25	1
R2INDX	ET200099	1	1	1	0	-88	88
