FORMNO	CHILDID	PREID	AGEPRESC	PRESCDUR	PRESCTYP	PAYPRESC	PRESCCRE	DAYSPRES	HRSPRESC	PRESCVIS
R2INDX	ET160089	1	48	1	3	0	4	5	5	1
R2INDX	ET190015	1	48	3	4	1	3	5	6	1
R2INDX	ET190021	1	48	4	4	1	2	5	4	1
R2INDX	ET190045	1	61	4	1	1	2	5	4	1
R2INDX	ET190053	1	60	4	4	1	1	5	4	1
R2INDX	ET190068	1	60	1	4	1	1	5	6	1
R2INDX	ET190076	1	48	4	4	1	3	5	6	0
R2INDX	ET190086	1	60	4	4	1	4	5	5	1
R2INDX	ET190096	1	48	4	4	1	2	5	4	1
R2INDX	ET200001	1	60	4	4	1	2	5	8	1
R2INDX	ET200010	1	48	4	3	1	1	5	8	1
