FORMNO	CHILDID	ACTID	ACTYEST	WHOACT	CHOICE
R2INDX	ET030084	3	12	8	1
R2INDX	ET030084	4	10	10	1
R2INDX	ET030085	1	1	10	0
R2INDX	ET030085	2	2	1	1
R2INDX	ET030085	3	10	11	1
R2INDX	ET030086	1	10	11	1
R2INDX	ET030086	2	12	1	1
R2INDX	ET030087	1	10	3	1
R2INDX	ET030087	2	12	2	1
R2INDX	ET030088	1	1	10	0
R2INDX	ET030088	2	2	8	1
R2INDX	ET030088	3	12	8	1
R2INDX	ET030088	4	24	12	1
R2INDX	ET030089	1	1	10	1
R2INDX	ET030089	2	12	6	1
R2INDX	ET030090	1	1	10	0
R2INDX	ET030090	2	10	1	0
R2INDX	ET030091	1	24	11	1
R2INDX	ET030091	2	17	7	0
R2INDX	ET030093	1	1	10	0
R2INDX	ET030093	2	2	8	0
R2INDX	ET030093	3	17	8	1
R2INDX	ET030094	1	1	9	0
R2INDX	ET030094	2	2	1	0
R2INDX	ET030094	3	23	9	1
R2INDX	ET030094	4	12	1	1
R2INDX	ET030095	1	10	1	0
R2INDX	ET030096	1	17	8	1
R2INDX	ET030097	1	24	12	1
R2INDX	ET030098	1	1	9	0
R2INDX	ET030098	2	2	1	1
R2INDX	ET030098	3	10	11	1
R2INDX	ET030098	4	12	1	1
R2INDX	ET030099	1	10	11	1
R2INDX	ET030099	2	12	7	1
R2INDX	ET030099	3	17	7	1
R2INDX	ET030099	4	22	12	1
R2INDX	ET030099	5	24	12	1
R2INDX	ET030100	1	1	10	0
R2INDX	ET030100	2	2	8	1
R2INDX	ET030100	3	12	8	1
R2INDX	ET030100	4	17	8	1
R2INDX	ET040001	1	10	11	1
R2INDX	ET040001	2	24	12	1
R2INDX	ET040002	1	17	7	1
R2INDX	ET040002	2	10	11	1
R2INDX	ET040002	3	24	7	2
R2INDX	ET040003	1	1	9	2
R2INDX	ET040003	2	10	9	1
R2INDX	ET040003	3	5	1	0
R2INDX	ET040004	1	1	11	1
R2INDX	ET040004	2	10	6	1
R2INDX	ET040004	3	12	6	1
R2INDX	ET040004	4	24	11	1
R2INDX	ET040005	1	10	8	1
R2INDX	ET040005	2	12	8	1
R2INDX	ET040005	3	11	8	1
R2INDX	ET040006	1	10	10	1
R2INDX	ET040006	2	24	1	1
R2INDX	ET040008	1	10	11	1
R2INDX	ET040008	2	1	10	1
R2INDX	ET040008	3	24	12	1
R2INDX	ET040009	1	17	7	1
R2INDX	ET040009	2	10	11	1
R2INDX	ET040009	3	24	7	1
R2INDX	ET040010	1	1	11	1
R2INDX	ET040010	2	10	11	1
R2INDX	ET040011	1	10	11	1
R2INDX	ET040011	2	24	12	1
R2INDX	ET040012	1	1	10	2
R2INDX	ET040012	2	5	1	2
R2INDX	ET040012	3	10	11	1
R2INDX	ET040012	4	17	1	1
R2INDX	ET040013	1	10	10	1
R2INDX	ET040013	2	22	1	1
R2INDX	ET040013	3	24	10	1
R2INDX	ET040014	1	10	6	1
R2INDX	ET040015	1	1	10	1
R2INDX	ET040015	2	24	12	1
R2INDX	ET040015	4	10	10	1
R2INDX	ET040016	1	12	6	1
R2INDX	ET040016	2	1	10	0
R2INDX	ET040016	3	10	11	1
R2INDX	ET040017	1	24	12	1
R2INDX	ET040017	2	10	11	1
R2INDX	ET040018	1	10	10	1
R2INDX	ET040018	2	16	1	0
R2INDX	ET040018	3	5	1	0
R2INDX	ET040019	1	10	10	1
R2INDX	ET040019	2	12	8	1
R2INDX	ET040020	1	5	2	1
R2INDX	ET040020	2	10	11	1
R2INDX	ET040020	3	24	12	1
R2INDX	ET040021	1	10	6	1
R2INDX	ET040021	2	24	12	1
R2INDX	ET040021	3	22	9	1
R2INDX	ET040022	1	1	5	2
R2INDX	ET040022	2	24	12	1
R2INDX	ET040022	3	10	10	1
R2INDX	ET040023	1	12	6	1
R2INDX	ET040023	2	24	12	1
R2INDX	ET040023	3	18	1	0
R2INDX	ET040024	1	12	10	1
R2INDX	ET040024	2	10	10	1
R2INDX	ET040024	3	24	1	1
R2INDX	ET040025	1	10	6	1
R2INDX	ET040025	2	17	11	1
R2INDX	ET040025	3	5	6	1
R2INDX	ET040026	1	10	10	1
R2INDX	ET040026	2	24	2	1
R2INDX	ET040026	3	3	12	0
R2INDX	ET040027	1	24	10	1
R2INDX	ET040027	2	10	11	1
R2INDX	ET040028	1	1	9	0
R2INDX	ET040028	2	5	1	0
R2INDX	ET040028	3	17	7	1
R2INDX	ET040029	1	1	11	0
R2INDX	ET040029	2	17	11	1
R2INDX	ET040029	3	12	6	1
R2INDX	ET040030	1	24	11	1
R2INDX	ET040030	2	10	11	1
R2INDX	ET040030	3	1	10	1
R2INDX	ET040031	1	1	9	1
R2INDX	ET040031	2	10	9	1
R2INDX	ET040032	1	1	10	0
R2INDX	ET040032	2	10	11	1
R2INDX	ET040033	1	10	11	1
R2INDX	ET040033	2	5	1	1
R2INDX	ET040033	3	24	12	1
R2INDX	ET040034	1	10	10	1
R2INDX	ET040034	2	24	6	1
R2INDX	ET040035	1	10	9	1
R2INDX	ET040035	2	24	12	2
R2INDX	ET040035	3	1	11	1
R2INDX	ET040036	1	24	11	1
R2INDX	ET040036	2	10	11	1
R2INDX	ET040037	1	10	11	1
R2INDX	ET040037	2	17	1	1
R2INDX	ET040037	3	24	1	1
R2INDX	ET040038	1	10	9	1
R2INDX	ET040038	2	5	1	1
R2INDX	ET040038	3	22	6	1
R2INDX	ET040039	1	10	11	1
R2INDX	ET040039	2	24	12	1
R2INDX	ET040040	1	10	6	2
R2INDX	ET040040	2	24	12	1
R2INDX	ET040041	1	17	7	1
R2INDX	ET040041	2	10	10	1
R2INDX	ET040041	3	24	12	2
R2INDX	ET040042	1	10	10	1
R2INDX	ET040042	2	24	6	1
R2INDX	ET040043	1	1	10	2
R2INDX	ET040043	2	5	1	0
R2INDX	ET040043	4	10	10	1
R2INDX	ET040043	5	18	1	1
R2INDX	ET040044	1	1	10	2
R2INDX	ET040044	2	24	1	1
R2INDX	ET040045	1	22	1	1
R2INDX	ET040045	2	24	5	1
R2INDX	ET040045	3	10	9	1
R2INDX	ET040046	1	10	10	1
R2INDX	ET040046	2	24	6	1
R2INDX	ET040047	1	22	6	1
R2INDX	ET040047	2	24	8	1
R2INDX	ET040048	1	1	11	0
R2INDX	ET040049	1	5	1	1
R2INDX	ET040049	2	24	11	1
R2INDX	ET040049	3	10	10	1
R2INDX	ET040050	1	10	9	1
R2INDX	ET040050	2	12	6	1
R2INDX	ET040050	3	1	11	0
R2INDX	ET040050	4	2	1	0
R2INDX	ET040051	1	1	11	0
R2INDX	ET040051	2	17	6	1
R2INDX	ET040051	3	10	11	2
R2INDX	ET040051	4	2	1	2
R2INDX	ET040052	1	10	9	1
R2INDX	ET040052	2	24	12	1
R2INDX	ET040052	3	12	2	1
R2INDX	ET040052	4	1	11	1
R2INDX	ET040053	1	1	9	1
R2INDX	ET040053	2	5	1	0
R2INDX	ET040053	3	17	7	1
R2INDX	ET040054	1	17	7	1
R2INDX	ET040054	2	1	11	0
R2INDX	ET040054	3	2	1	1
R2INDX	ET040054	4	10	11	2
R2INDX	ET040055	1	1	9	1
R2INDX	ET040055	2	5	1	1
R2INDX	ET040055	3	10	11	1
R2INDX	ET040055	4	17	7	1
R2INDX	ET040056	1	22	2	1
R2INDX	ET040056	2	24	10	1
R2INDX	ET040056	3	1	9	0
R2INDX	ET040056	4	10	11	2
R2INDX	ET040057	1	12	7	1
R2INDX	ET040057	2	24	7	1
R2INDX	ET040057	3	10	9	1
R2INDX	ET040058	1	10	9	1
R2INDX	ET040058	2	1	11	1
R2INDX	ET040058	3	23	6	1
R2INDX	ET040059	1	5	8	1
R2INDX	ET040059	2	3	7	1
R2INDX	ET040059	3	10	10	1
R2INDX	ET040060	1	5	12	1
R2INDX	ET040060	2	6	12	1
R2INDX	ET040060	3	23	9	1
R2INDX	ET040061	1	1	10	1
R2INDX	ET040061	2	12	6	2
R2INDX	ET040061	3	24	8	1
R2INDX	ET040064	1	17	11	1
R2INDX	ET040064	2	18	1	1
R2INDX	ET040064	3	10	11	1
R2INDX	ET040064	4	24	12	1
R2INDX	ET040065	1	3	1	0
R2INDX	ET040065	2	5	1	0
R2INDX	ET040065	3	10	9	1
R2INDX	ET040066	1	10	11	1
R2INDX	ET040066	2	1	9	2
R2INDX	ET040066	3	24	12	1
R2INDX	ET040067	1	10	8	1
R2INDX	ET040067	2	24	2	1
R2INDX	ET040068	1	23	2	1
R2INDX	ET040068	2	10	6	1
R2INDX	ET040068	3	24	10	1
R2INDX	ET040070	1	10	11	1
R2INDX	ET040070	2	24	12	1
R2INDX	ET040071	1	10	11	1
R2INDX	ET040071	2	1	10	1
R2INDX	ET040072	1	10	10	1
R2INDX	ET040072	2	5	8	0
R2INDX	ET040072	3	24	12	2
R2INDX	ET040073	1	1	11	1
R2INDX	ET040073	2	10	9	1
R2INDX	ET040073	3	5	1	1
R2INDX	ET040074	1	10	10	1
R2INDX	ET040074	2	17	1	1
R2INDX	ET040075	1	10	9	1
R2INDX	ET040075	2	1	11	1
R2INDX	ET040075	3	24	8	1
R2INDX	ET040076	1	24	10	1
R2INDX	ET040076	2	17	1	1
R2INDX	ET040077	1	1	11	1
R2INDX	ET040077	2	17	7	1
R2INDX	ET040077	3	10	5	1
R2INDX	ET040078	1	10	11	1
R2INDX	ET040078	2	17	1	1
R2INDX	ET040078	3	1	11	0
R2INDX	ET040079	1	10	10	1
R2INDX	ET040079	2	1	6	1
R2INDX	ET040079	3	2	12	1
R2INDX	ET040080	1	1	5	1
R2INDX	ET040080	2	18	1	1
R2INDX	ET040081	1	10	10	1
R2INDX	ET040081	2	24	8	1
R2INDX	ET040082	1	10	11	1
R2INDX	ET040082	2	24	12	1
R2INDX	ET040082	3	5	1	1
R2INDX	ET040083	1	1	6	2
R2INDX	ET040083	3	24	1	1
R2INDX	ET040084	1	1	6	0
R2INDX	ET040084	2	17	7	1
R2INDX	ET040085	1	10	6	1
R2INDX	ET040085	2	24	12	1
R2INDX	ET040086	1	10	11	1
R2INDX	ET040086	2	24	8	1
R2INDX	ET040087	1	24	12	1
R2INDX	ET040087	2	10	9	1
R2INDX	ET040088	1	10	10	1
R2INDX	ET040088	2	24	9	1
R2INDX	ET040089	1	10	10	1
R2INDX	ET040089	2	24	11	1
R2INDX	ET040090	1	5	1	0
R2INDX	ET040090	2	24	12	1
R2INDX	ET040090	3	10	11	1
R2INDX	ET040091	1	5	1	0
R2INDX	ET040091	2	10	9	1
R2INDX	ET040091	3	24	12	1
R2INDX	ET040092	1	17	7	1
R2INDX	ET040092	2	24	1	1
R2INDX	ET040093	1	1	11	1
R2INDX	ET040093	2	24	11	1
R2INDX	ET040093	4	10	5	1
R2INDX	ET040094	1	10	9	1
R2INDX	ET040094	2	5	2	1
R2INDX	ET040094	3	24	12	1
R2INDX	ET040094	4	17	8	1
R2INDX	ET040095	1	10	9	1
R2INDX	ET040095	2	24	12	1
R2INDX	ET040096	1	24	12	1
R2INDX	ET040096	2	1	11	1
R2INDX	ET040096	3	10	10	1
R2INDX	ET040096	4	10	9	1
R2INDX	ET040097	1	10	9	1
R2INDX	ET040097	2	5	2	1
R2INDX	ET040097	3	17	6	1
R2INDX	ET040098	1	17	8	1
R2INDX	ET040098	2	10	11	1
R2INDX	ET040098	3	24	12	1
R2INDX	ET040100	1	5	1	0
R2INDX	ET040100	2	24	1	1
R2INDX	ET040100	3	10	10	1
R2INDX	ET050001	1	10	11	0
R2INDX	ET050001	2	24	12	0
R2INDX	ET050002	1	7	3	1
R2INDX	ET050002	2	10	11	1
R2INDX	ET050002	3	24	12	1
R2INDX	ET050003	1	10	11	1
R2INDX	ET050004	1	1	10	2
R2INDX	ET050004	2	17	1	1
R2INDX	ET050004	3	10	12	2
R2INDX	ET050006	1	10	11	1
R2INDX	ET050006	2	24	12	1
R2INDX	ET050007	1	10	11	1
R2INDX	ET050008	1	10	9	1
R2INDX	ET050008	2	24	12	2
R2INDX	ET050009	1	5	12	0
R2INDX	ET050009	2	6	12	0
R2INDX	ET050009	3	10	9	1
R2INDX	ET050010	1	1	9	1
R2INDX	ET050010	2	10	9	1
R2INDX	ET050010	3	24	12	1
R2INDX	ET050011	1	10	9	1
R2INDX	ET050011	2	10	6	1
R2INDX	ET050011	3	9	1	1
R2INDX	ET050011	4	18	1	1
R2INDX	ET050012	1	10	9	1
R2INDX	ET050012	2	24	12	1
R2INDX	ET050014	1	5	1	2
R2INDX	ET050014	2	10	9	1
R2INDX	ET050014	3	9	1	1
R2INDX	ET050014	4	10	11	1
R2INDX	ET050016	1	10	10	1
R2INDX	ET050016	2	24	1	1
R2INDX	ET050017	1	10	11	0
R2INDX	ET050018	1	7	3	1
R2INDX	ET050018	2	10	3	1
R2INDX	ET050019	1	10	9	0
R2INDX	ET050020	1	3	7	0
R2INDX	ET050020	2	10	11	1
R2INDX	ET050020	3	24	12	1
R2INDX	ET050021	1	5	1	0
R2INDX	ET050021	2	10	9	1
R2INDX	ET050022	1	10	10	1
R2INDX	ET050022	2	17	1	1
R2INDX	ET050022	3	24	1	1
R2INDX	ET050023	1	1	10	2
R2INDX	ET050023	2	10	10	1
R2INDX	ET050023	3	24	1	1
R2INDX	ET050024	1	10	6	1
R2INDX	ET050025	1	10	11	1
R2INDX	ET050025	2	24	12	1
R2INDX	ET050026	1	10	11	1
R2INDX	ET050026	2	17	1	1
R2INDX	ET050026	3	24	1	1
R2INDX	ET050027	1	10	11	1
R2INDX	ET050027	2	22	11	1
R2INDX	ET050027	3	24	12	1
R2INDX	ET050028	1	5	1	2
R2INDX	ET050028	2	10	6	1
R2INDX	ET050028	3	10	9	1
R2INDX	ET050030	1	10	11	1
R2INDX	ET050030	2	24	12	1
R2INDX	ET050031	1	10	6	1
R2INDX	ET050031	2	5	1	1
R2INDX	ET050032	1	3	7	1
R2INDX	ET050032	2	10	11	1
R2INDX	ET050033	1	10	11	1
R2INDX	ET050034	1	5	8	0
R2INDX	ET050034	2	1	10	0
R2INDX	ET050034	3	10	11	1
R2INDX	ET050035	1	1	10	2
R2INDX	ET050035	2	10	11	1
R2INDX	ET050035	3	17	7	1
R2INDX	ET050036	1	5	1	2
R2INDX	ET050036	2	10	10	1
R2INDX	ET050036	3	10	9	1
R2INDX	ET050037	1	10	11	1
R2INDX	ET050038	1	5	1	1
R2INDX	ET050038	2	10	6	1
R2INDX	ET050038	3	24	11	1
R2INDX	ET050039	1	10	9	1
R2INDX	ET050040	1	1	11	1
R2INDX	ET050040	2	5	12	1
R2INDX	ET050040	3	10	11	1
R2INDX	ET050041	1	10	11	1
R2INDX	ET050041	2	24	12	1
R2INDX	ET050042	1	1	10	1
R2INDX	ET050042	2	3	6	0
R2INDX	ET050042	3	10	11	1
R2INDX	ET050043	1	10	10	1
R2INDX	ET050045	1	1	10	1
R2INDX	ET050045	2	2	12	1
R2INDX	ET050045	3	5	2	0
R2INDX	ET050045	4	10	11	1
R2INDX	ET050046	1	10	10	1
R2INDX	ET050046	2	18	1	2
R2INDX	ET050047	1	10	11	0
R2INDX	ET050048	1	10	6	1
R2INDX	ET050048	2	17	11	1
R2INDX	ET050048	3	24	12	1
R2INDX	ET050049	1	10	11	1
R2INDX	ET050049	2	24	12	1
R2INDX	ET050050	1	5	1	0
R2INDX	ET050050	2	10	9	1
R2INDX	ET050051	1	10	11	1
R2INDX	ET050051	2	24	1	1
R2INDX	ET050052	1	10	11	0
R2INDX	ET050053	1	24	6	1
R2INDX	ET050053	2	10	10	1
R2INDX	ET050053	3	22	12	1
R2INDX	ET050054	1	1	10	2
R2INDX	ET050054	2	10	11	1
R2INDX	ET050054	3	2	12	1
R2INDX	ET050055	1	1	10	2
R2INDX	ET050055	2	10	9	1
R2INDX	ET050055	3	5	1	1
R2INDX	ET050056	1	1	9	1
R2INDX	ET050056	2	10	9	1
R2INDX	ET050056	3	5	1	1
R2INDX	ET050057	1	10	11	1
R2INDX	ET050057	2	17	1	1
R2INDX	ET050057	3	24	12	1
R2INDX	ET050058	1	10	9	1
R2INDX	ET050058	2	1	9	1
R2INDX	ET050059	1	10	10	1
R2INDX	ET050059	2	24	6	1
R2INDX	ET050060	1	1	10	0
R2INDX	ET050060	2	10	11	1
R2INDX	ET050060	3	2	12	0
R2INDX	ET050061	1	1	10	2
R2INDX	ET050061	2	10	11	1
R2INDX	ET050061	3	10	6	1
R2INDX	ET050062	1	10	11	1
R2INDX	ET050062	2	22	12	1
R2INDX	ET050062	3	24	1	1
R2INDX	ET050062	4	17	1	1
R2INDX	ET050063	1	1	11	1
R2INDX	ET050063	2	10	11	1
R2INDX	ET050064	1	10	11	1
R2INDX	ET050064	2	5	6	0
R2INDX	ET050064	3	24	12	1
R2INDX	ET050065	1	10	9	1
R2INDX	ET050065	2	24	12	2
R2INDX	ET050066	1	18	1	0
R2INDX	ET050066	2	1	11	1
R2INDX	ET050067	1	5	1	1
R2INDX	ET050067	2	10	9	1
R2INDX	ET050068	1	5	1	1
R2INDX	ET050068	2	10	11	1
R2INDX	ET050070	1	24	6	1
R2INDX	ET050070	2	10	11	1
R2INDX	ET050071	1	1	10	0
R2INDX	ET050071	2	5	1	0
R2INDX	ET050071	3	10	11	1
R2INDX	ET050071	4	2	12	1
R2INDX	ET050072	1	10	9	2
R2INDX	ET050072	2	22	12	1
R2INDX	ET050073	1	10	11	1
R2INDX	ET050073	2	24	12	1
R2INDX	ET050074	1	5	6	0
R2INDX	ET050074	2	10	11	1
R2INDX	ET050074	3	24	12	1
R2INDX	ET050075	1	1	11	1
R2INDX	ET050075	2	10	11	1
R2INDX	ET050076	1	10	10	0
R2INDX	ET050077	1	1	11	2
R2INDX	ET050077	2	2	1	2
R2INDX	ET050077	3	5	1	1
R2INDX	ET050077	4	10	11	1
R2INDX	ET050078	1	10	9	1
R2INDX	ET050078	2	24	12	1
R2INDX	ET050079	1	10	6	0
R2INDX	ET050081	1	10	9	1
R2INDX	ET050081	2	24	12	1
R2INDX	ET050082	1	10	11	1
R2INDX	ET050082	2	17	1	1
R2INDX	ET050082	3	24	12	1
R2INDX	ET050083	1	10	11	1
R2INDX	ET050083	2	22	11	1
R2INDX	ET050084	1	1	10	2
R2INDX	ET050084	2	3	1	2
R2INDX	ET050084	3	5	1	1
R2INDX	ET050084	4	10	9	1
R2INDX	ET050085	1	1	10	2
R2INDX	ET050085	2	5	1	2
R2INDX	ET050085	3	24	12	1
R2INDX	ET050086	1	10	9	2
R2INDX	ET050086	2	5	1	2
R2INDX	ET050087	1	5	6	0
R2INDX	ET050087	2	10	7	2
R2INDX	ET050088	1	10	9	1
R2INDX	ET050088	2	24	12	1
R2INDX	ET050089	1	10	1	1
R2INDX	ET050089	2	24	1	1
R2INDX	ET050090	1	1	11	1
R2INDX	ET050090	2	5	6	1
R2INDX	ET050090	3	10	11	1
R2INDX	ET050091	1	1	11	1
R2INDX	ET050091	2	7	12	1
R2INDX	ET050091	3	10	11	1
R2INDX	ET050092	1	10	9	1
R2INDX	ET050092	2	22	7	1
R2INDX	ET050093	1	10	6	1
R2INDX	ET050093	2	10	9	1
R2INDX	ET050094	1	10	6	1
R2INDX	ET050094	2	24	12	1
R2INDX	ET050095	1	10	11	1
R2INDX	ET050095	2	17	7	1
R2INDX	ET050096	1	3	7	1
R2INDX	ET050096	2	5	12	1
R2INDX	ET050096	3	7	12	1
R2INDX	ET050096	4	10	11	1
R2INDX	ET050097	1	10	11	1
R2INDX	ET050098	1	10	9	1
R2INDX	ET050098	2	10	6	1
R2INDX	ET050098	3	9	1	1
R2INDX	ET050099	1	10	11	1
R2INDX	ET050099	2	5	1	1
R2INDX	ET050100	1	10	9	1
R2INDX	ET050100	2	10	11	1
R2INDX	ET050100	3	9	1	1
R2INDX	ET060002	1	7	6	1
R2INDX	ET060002	2	23	10	1
R2INDX	ET060003	1	10	1	0
R2INDX	ET060004	1	10	11	1
R2INDX	ET060005	1	24	1	0
R2INDX	ET060006	1	17	6	0
R2INDX	ET060007	1	10	7	1
R2INDX	ET060007	2	20	1	1
R2INDX	ET060008	1	10	9	0
R2INDX	ET060009	1	10	11	0
R2INDX	ET060010	1	10	8	1
R2INDX	ET060011	1	10	6	1
R2INDX	ET060012	1	17	11	1
R2INDX	ET060013	1	10	1	0
R2INDX	ET060014	1	10	11	0
R2INDX	ET060014	2	18	9	0
R2INDX	ET060015	1	10	9	0
R2INDX	ET060016	1	3	9	0
R2INDX	ET060017	1	10	9	0
R2INDX	ET060018	1	10	1	0
R2INDX	ET060019	1	10	1	0
R2INDX	ET060020	1	10	1	1
R2INDX	ET060020	2	20	6	1
R2INDX	ET060021	1	17	7	1
R2INDX	ET060021	2	23	10	1
R2INDX	ET060022	1	10	1	0
R2INDX	ET060023	1	10	9	1
R2INDX	ET060024	1	3	6	1
R2INDX	ET060024	2	7	6	1
R2INDX	ET060025	1	10	7	1
R2INDX	ET060025	2	20	6	1
R2INDX	ET060026	1	21	6	0
R2INDX	ET060027	1	10	7	1
R2INDX	ET060027	2	6	6	1
R2INDX	ET060028	1	10	9	1
R2INDX	ET060029	1	3	6	1
R2INDX	ET060030	1	17	7	1
R2INDX	ET060031	1	10	1	0
R2INDX	ET060032	1	7	11	0
R2INDX	ET060032	2	10	11	0
R2INDX	ET060033	1	17	8	1
R2INDX	ET060034	1	10	9	0
R2INDX	ET060035	1	7	7	0
R2INDX	ET060036	1	7	3	0
R2INDX	ET060037	1	6	6	1
R2INDX	ET060037	2	10	9	0
R2INDX	ET060038	1	10	1	1
R2INDX	ET060038	2	20	1	1
R2INDX	ET060039	1	3	6	0
R2INDX	ET060040	1	10	9	1
R2INDX	ET060040	2	7	9	1
R2INDX	ET060041	1	3	1	1
R2INDX	ET060042	1	3	1	2
R2INDX	ET060043	1	17	8	1
R2INDX	ET060045	1	17	1	1
R2INDX	ET060046	1	7	6	0
R2INDX	ET060047	1	10	6	0
R2INDX	ET060048	1	10	10	1
R2INDX	ET060049	1	10	6	0
R2INDX	ET060050	1	10	5	0
R2INDX	ET060051	1	10	7	1
R2INDX	ET060051	2	20	1	1
R2INDX	ET060052	1	7	2	0
R2INDX	ET060052	2	10	1	1
R2INDX	ET060053	1	10	9	0
R2INDX	ET060054	1	10	1	0
R2INDX	ET060055	1	10	6	1
R2INDX	ET060056	1	10	1	0
R2INDX	ET060058	1	10	11	0
R2INDX	ET060059	1	10	7	0
R2INDX	ET060060	1	10	9	0
R2INDX	ET060061	1	3	6	1
R2INDX	ET060062	1	3	2	0
R2INDX	ET060063	1	3	8	0
R2INDX	ET060064	1	10	1	0
R2INDX	ET060065	1	10	1	0
R2INDX	ET060066	1	7	9	0
R2INDX	ET060067	1	7	77	0
R2INDX	ET060068	1	7	2	0
R2INDX	ET060070	1	10	2	1
R2INDX	ET060071	1	4	8	0
R2INDX	ET060072	1	10	6	1
R2INDX	ET060073	1	17	7	2
R2INDX	ET060074	1	10	6	0
R2INDX	ET060075	1	17	7	0
R2INDX	ET060076	1	10	6	0
R2INDX	ET060077	1	10	6	1
R2INDX	ET060078	1	10	10	1
R2INDX	ET060080	1	10	6	0
R2INDX	ET060081	1	10	8	1
R2INDX	ET060082	1	10	6	1
R2INDX	ET060083	1	10	3	1
R2INDX	ET060084	1	3	1	2
R2INDX	ET060085	1	7	7	0
R2INDX	ET060086	1	10	2	0
R2INDX	ET060087	1	10	6	1
R2INDX	ET060088	1	8	2	0
R2INDX	ET060089	1	19	1	0
R2INDX	ET060091	1	10	6	1
R2INDX	ET060092	1	10	9	1
R2INDX	ET060093	1	10	8	1
R2INDX	ET060094	1	10	8	1
R2INDX	ET060095	1	10	10	1
R2INDX	ET060096	1	10	6	1
R2INDX	ET060097	1	10	6	1
R2INDX	ET060097	2	20	1	1
R2INDX	ET060098	1	17	7	2
R2INDX	ET060099	1	24	6	1
R2INDX	ET060100	1	24	7	0
R2INDX	ET060100	2	10	10	0
R2INDX	ET070001	1	3	7	0
R2INDX	ET070001	2	17	6	0
R2INDX	ET070002	1	17	6	1
R2INDX	ET070003	1	20	4	1
R2INDX	ET070003	2	10	9	1
R2INDX	ET070003	3	7	1	1
R2INDX	ET070004	1	10	8	1
R2INDX	ET070005	1	10	1	1
R2INDX	ET070006	1	10	11	0
R2INDX	ET070007	1	17	8	0
R2INDX	ET070008	1	17	6	0
R2INDX	ET070009	1	24	8	1
R2INDX	ET070010	1	7	11	2
R2INDX	ET070010	2	17	12	2
R2INDX	ET070011	1	24	6	0
R2INDX	ET070011	2	10	11	0
R2INDX	ET070012	1	10	1	1
R2INDX	ET070013	1	10	1	1
R2INDX	ET070013	2	9	1	1
R2INDX	ET070014	1	17	3	0
R2INDX	ET070014	2	10	11	0
R2INDX	ET070015	1	3	7	1
R2INDX	ET070016	1	10	1	1
R2INDX	ET070017	1	7	1	0
R2INDX	ET070018	1	7	6	1
R2INDX	ET070019	1	10	11	1
R2INDX	ET070020	1	99	99	99
R2INDX	ET070021	1	7	1	1
R2INDX	ET070022	1	7	6	1
R2INDX	ET070023	1	10	1	1
R2INDX	ET070024	1	7	6	1
R2INDX	ET070025	1	17	8	1
R2INDX	ET070026	1	10	1	1
R2INDX	ET070027	1	10	11	1
R2INDX	ET070028	1	10	1	0
R2INDX	ET070029	1	10	11	1
R2INDX	ET070030	1	10	2	2
R2INDX	ET070030	2	17	7	2
R2INDX	ET070030	3	7	6	1
R2INDX	ET070031	1	17	2	1
R2INDX	ET070031	2	10	6	1
R2INDX	ET070031	3	3	2	1
R2INDX	ET070032	1	17	8	0
R2INDX	ET070033	1	10	6	1
R2INDX	ET070034	1	3	7	1
R2INDX	ET070034	2	10	8	1
R2INDX	ET070035	1	1	11	0
R2INDX	ET070035	2	10	7	1
R2INDX	ET070036	1	10	10	1
R2INDX	ET070037	1	17	9	0
R2INDX	ET070038	1	24	8	0
R2INDX	ET070039	1	7	3	0
R2INDX	ET070039	2	10	9	0
R2INDX	ET070040	1	10	11	1
R2INDX	ET070040	2	17	7	1
R2INDX	ET070040	3	22	12	1
R2INDX	ET070041	1	20	1	1
R2INDX	ET070041	2	3	7	1
R2INDX	ET070041	3	10	10	1
R2INDX	ET070042	1	10	1	0
R2INDX	ET070043	1	10	9	0
R2INDX	ET070044	1	10	1	0
R2INDX	ET070045	1	17	7	0
R2INDX	ET070045	2	10	11	0
R2INDX	ET070046	1	17	6	0
R2INDX	ET070047	1	17	11	2
R2INDX	ET070048	1	10	11	1
R2INDX	ET070049	1	17	8	1
R2INDX	ET070050	1	10	10	1
R2INDX	ET070051	1	20	6	1
R2INDX	ET070051	2	10	9	1
R2INDX	ET070052	1	6	12	2
R2INDX	ET070053	1	3	1	1
R2INDX	ET070053	2	10	9	1
R2INDX	ET070054	1	3	7	1
R2INDX	ET070054	2	10	8	1
R2INDX	ET070055	1	10	8	1
R2INDX	ET070056	1	10	10	1
R2INDX	ET070056	2	17	1	1
R2INDX	ET070057	1	10	11	1
R2INDX	ET070058	1	17	6	0
R2INDX	ET070059	1	10	10	1
R2INDX	ET070060	1	1	1	0
R2INDX	ET070061	1	3	7	1
R2INDX	ET070061	2	17	6	1
R2INDX	ET070062	1	10	1	1
R2INDX	ET070062	2	17	1	1
R2INDX	ET070063	1	3	7	1
R2INDX	ET070064	1	10	10	1
R2INDX	ET070065	1	17	10	2
R2INDX	ET070066	1	7	1	1
R2INDX	ET070067	1	17	11	0
R2INDX	ET070068	1	17	11	1
R2INDX	ET070069	1	10	11	1
R2INDX	ET070070	1	1	5	0
R2INDX	ET070070	2	10	10	0
R2INDX	ET070071	1	17	8	0
R2INDX	ET070072	1	17	2	0
R2INDX	ET070073	1	17	7	0
R2INDX	ET070074	1	7	1	1
R2INDX	ET070075	1	7	1	1
R2INDX	ET070076	1	17	7	0
