FORMNO	CHILDID	ACTID	ACTYEST	WHOACT	CHOICE
R2INDX	ET070076	2	3	7	0
R2INDX	ET070076	3	7	2	0
R2INDX	ET070077	1	10	10	0
R2INDX	ET070078	1	10	9	0
R2INDX	ET070079	1	10	8	1
R2INDX	ET070080	1	17	8	1
R2INDX	ET070081	1	10	11	2
R2INDX	ET070082	1	10	8	1
R2INDX	ET070083	1	17	11	1
R2INDX	ET070084	1	10	2	1
R2INDX	ET070085	1	10	2	1
R2INDX	ET070085	2	20	2	1
R2INDX	ET070086	1	10	9	0
R2INDX	ET070087	1	10	9	0
R2INDX	ET070088	1	17	7	2
R2INDX	ET070089	1	17	7	2
R2INDX	ET070090	1	6	8	0
R2INDX	ET070090	2	7	8	0
R2INDX	ET070091	1	3	1	1
R2INDX	ET070092	1	24	2	0
R2INDX	ET070094	1	10	11	1
R2INDX	ET070095	1	10	1	1
R2INDX	ET070095	2	17	6	1
R2INDX	ET070096	1	17	7	1
R2INDX	ET070097	1	1	10	0
R2INDX	ET070097	2	10	9	0
R2INDX	ET070098	1	10	9	1
R2INDX	ET070099	1	7	4	0
R2INDX	ET070099	2	17	7	0
R2INDX	ET070100	1	10	11	0
R2INDX	ET080001	1	10	6	1
R2INDX	ET080002	1	3	1	0
R2INDX	ET080002	2	17	7	0
R2INDX	ET080003	1	6	1	0
R2INDX	ET080003	2	10	11	0
R2INDX	ET080003	3	17	7	0
R2INDX	ET080004	1	10	7	1
R2INDX	ET080005	1	5	9	1
R2INDX	ET080005	2	6	9	1
R2INDX	ET080005	3	10	9	1
R2INDX	ET080006	1	5	9	2
R2INDX	ET080006	2	6	9	2
R2INDX	ET080006	3	10	9	2
R2INDX	ET080007	1	7	1	1
R2INDX	ET080008	1	7	11	2
R2INDX	ET080008	2	6	9	2
R2INDX	ET080008	3	17	11	1
R2INDX	ET080009	1	3	7	2
R2INDX	ET080009	2	10	9	1
R2INDX	ET080010	1	6	1	0
R2INDX	ET080010	2	17	1	1
R2INDX	ET080011	1	17	1	1
R2INDX	ET080012	1	5	6	0
R2INDX	ET080012	2	6	6	0
R2INDX	ET080012	3	7	6	0
R2INDX	ET080012	4	10	6	2
R2INDX	ET080013	1	5	1	1
R2INDX	ET080013	2	6	1	1
R2INDX	ET080014	1	3	1	0
R2INDX	ET080014	2	6	1	0
R2INDX	ET080014	3	17	7	0
R2INDX	ET080015	1	6	1	1
R2INDX	ET080015	2	17	8	1
R2INDX	ET080016	1	7	1	0
R2INDX	ET080016	2	6	1	0
R2INDX	ET080016	3	17	1	0
R2INDX	ET080017	1	6	1	0
R2INDX	ET080017	2	17	7	0
R2INDX	ET080017	3	7	6	0
R2INDX	ET080018	1	7	10	2
R2INDX	ET080018	2	10	10	1
R2INDX	ET080019	1	6	1	0
R2INDX	ET080019	2	17	7	0
R2INDX	ET080019	3	3	7	0
R2INDX	ET080020	1	6	11	0
R2INDX	ET080020	2	10	11	1
R2INDX	ET080021	1	6	1	0
R2INDX	ET080021	2	3	1	0
R2INDX	ET080021	3	17	6	1
R2INDX	ET080022	1	6	6	1
R2INDX	ET080022	2	10	6	1
R2INDX	ET080023	1	6	11	0
R2INDX	ET080023	2	10	11	1
R2INDX	ET080024	1	6	9	1
R2INDX	ET080024	2	10	9	1
R2INDX	ET080025	1	17	6	0
R2INDX	ET080027	1	5	8	0
R2INDX	ET080027	2	6	9	0
R2INDX	ET080027	3	24	9	1
R2INDX	ET080028	1	10	6	1
R2INDX	ET080029	1	5	6	2
R2INDX	ET080029	2	6	6	2
R2INDX	ET080029	3	10	6	1
R2INDX	ET080030	1	6	11	0
R2INDX	ET080030	2	10	11	1
R2INDX	ET080031	1	6	12	0
R2INDX	ET080031	2	17	7	1
R2INDX	ET080032	1	6	9	1
R2INDX	ET080032	2	10	9	1
R2INDX	ET080033	1	7	1	0
R2INDX	ET080033	2	6	11	0
R2INDX	ET080033	3	10	11	1
R2INDX	ET080034	1	10	9	1
R2INDX	ET080034	2	24	12	1
R2INDX	ET080035	1	1	6	1
R2INDX	ET080035	2	10	6	1
R2INDX	ET080036	1	1	11	0
R2INDX	ET080036	2	2	6	0
R2INDX	ET080036	3	6	1	0
R2INDX	ET080036	4	17	6	0
R2INDX	ET080037	1	6	1	0
R2INDX	ET080037	2	10	11	0
R2INDX	ET080038	1	6	1	0
R2INDX	ET080038	2	17	7	0
R2INDX	ET080038	3	1	10	0
R2INDX	ET080039	1	10	7	1
R2INDX	ET080039	2	6	7	1
R2INDX	ET080040	1	17	1	1
R2INDX	ET080041	1	10	7	1
R2INDX	ET080042	1	3	1	0
R2INDX	ET080042	2	6	1	0
R2INDX	ET080042	3	17	7	0
R2INDX	ET080043	1	7	11	0
R2INDX	ET080043	2	6	11	0
R2INDX	ET080043	3	10	11	1
R2INDX	ET080044	1	6	1	1
R2INDX	ET080044	2	17	7	1
R2INDX	ET080045	1	17	1	1
R2INDX	ET080046	1	6	6	1
R2INDX	ET080046	2	10	6	1
R2INDX	ET080047	1	5	6	1
R2INDX	ET080047	2	3	6	1
R2INDX	ET080048	1	3	6	0
R2INDX	ET080048	2	6	6	0
R2INDX	ET080048	3	17	6	1
R2INDX	ET080049	1	10	9	1
R2INDX	ET080050	1	17	1	1
R2INDX	ET080051	1	17	1	1
R2INDX	ET080052	1	6	5	0
R2INDX	ET080052	2	17	9	1
R2INDX	ET080053	1	7	6	1
R2INDX	ET080053	2	17	7	1
R2INDX	ET080054	1	17	9	0
R2INDX	ET080055	1	6	1	1
R2INDX	ET080055	2	17	6	1
R2INDX	ET080056	1	6	1	0
R2INDX	ET080056	2	17	6	0
R2INDX	ET080057	1	5	7	1
R2INDX	ET080057	2	17	1	1
R2INDX	ET080058	1	6	11	0
R2INDX	ET080058	2	7	1	0
R2INDX	ET080058	3	10	11	1
R2INDX	ET080059	1	5	1	1
R2INDX	ET080059	2	17	1	1
R2INDX	ET080060	1	17	6	1
R2INDX	ET080061	1	6	6	1
R2INDX	ET080061	2	17	11	1
R2INDX	ET080062	1	17	1	1
R2INDX	ET080063	1	10	9	1
R2INDX	ET080063	2	3	9	2
R2INDX	ET080065	1	17	1	1
R2INDX	ET080066	1	17	1	1
R2INDX	ET080066	2	6	6	1
R2INDX	ET080067	1	10	9	1
R2INDX	ET080068	1	3	7	0
R2INDX	ET080068	2	6	12	0
R2INDX	ET080068	3	10	7	1
R2INDX	ET080069	1	6	2	1
R2INDX	ET080069	2	10	9	1
R2INDX	ET080070	1	17	1	1
R2INDX	ET080071	1	10	6	1
R2INDX	ET080071	2	17	6	1
R2INDX	ET080072	1	10	9	1
R2INDX	ET080072	2	3	6	2
R2INDX	ET080073	1	6	2	1
R2INDX	ET080073	2	10	9	1
R2INDX	ET080074	1	17	12	1
R2INDX	ET080074	2	6	1	1
R2INDX	ET080075	1	6	11	2
R2INDX	ET080075	2	17	11	1
R2INDX	ET080076	1	17	11	1
R2INDX	ET080076	2	6	11	2
R2INDX	ET080078	1	17	1	1
R2INDX	ET080079	1	6	1	2
R2INDX	ET080079	2	17	9	1
R2INDX	ET080080	1	6	1	2
R2INDX	ET080080	2	7	6	1
R2INDX	ET080080	3	17	6	1
R2INDX	ET080081	1	6	11	2
R2INDX	ET080081	2	17	1	2
R2INDX	ET080082	1	17	11	1
R2INDX	ET080082	2	6	11	2
R2INDX	ET080083	1	6	1	2
R2INDX	ET080083	2	17	11	1
R2INDX	ET080083	3	7	11	2
R2INDX	ET080084	1	6	11	2
R2INDX	ET080084	2	17	11	1
R2INDX	ET080084	3	5	11	2
R2INDX	ET080085	1	17	1	1
R2INDX	ET080086	1	6	1	0
R2INDX	ET080086	2	10	11	1
R2INDX	ET080087	1	17	1	0
R2INDX	ET080088	1	3	1	0
R2INDX	ET080088	2	6	1	0
R2INDX	ET080088	3	17	7	0
R2INDX	ET080089	1	17	11	1
R2INDX	ET080089	2	6	2	2
R2INDX	ET080090	1	6	11	2
R2INDX	ET080090	2	17	11	1
R2INDX	ET080091	1	6	1	0
R2INDX	ET080091	2	4	1	0
R2INDX	ET080091	3	10	11	1
R2INDX	ET080092	1	10	9	1
R2INDX	ET080093	1	10	7	1
R2INDX	ET080093	2	3	7	1
R2INDX	ET080094	1	17	7	1
R2INDX	ET080094	2	7	6	1
R2INDX	ET080095	1	17	6	1
R2INDX	ET080096	1	6	11	0
R2INDX	ET080096	2	3	1	0
R2INDX	ET080096	3	10	11	1
R2INDX	ET080097	1	5	1	1
R2INDX	ET080097	2	10	9	1
R2INDX	ET080098	1	17	1	1
R2INDX	ET080099	1	6	1	1
R2INDX	ET080099	2	17	7	1
R2INDX	ET080100	1	17	1	1
R2INDX	ET090001	1	3	1	2
R2INDX	ET090001	2	6	1	2
R2INDX	ET090001	3	10	9	1
R2INDX	ET090002	1	17	7	2
R2INDX	ET090003	1	17	7	1
R2INDX	ET090004	1	10	9	1
R2INDX	ET090005	1	6	1	1
R2INDX	ET090005	2	5	1	1
R2INDX	ET090005	3	17	7	1
R2INDX	ET090006	1	17	1	1
R2INDX	ET090007	1	17	7	1
R2INDX	ET090008	1	17	7	0
R2INDX	ET090009	1	10	6	1
R2INDX	ET090010	1	17	7	1
R2INDX	ET090011	1	5	1	0
R2INDX	ET090011	2	3	1	0
R2INDX	ET090011	3	17	8	1
R2INDX	ET090012	1	7	9	0
R2INDX	ET090012	2	10	9	1
R2INDX	ET090013	1	10	11	1
R2INDX	ET090014	1	17	1	0
R2INDX	ET090014	2	10	11	1
R2INDX	ET090015	1	23	11	0
R2INDX	ET090016	1	7	1	0
R2INDX	ET090017	1	5	1	0
R2INDX	ET090017	2	3	1	0
R2INDX	ET090017	3	17	10	1
R2INDX	ET090018	1	17	6	1
R2INDX	ET090019	1	17	9	1
R2INDX	ET090019	2	6	1	0
R2INDX	ET090020	1	7	10	2
R2INDX	ET090020	2	10	7	1
R2INDX	ET090021	1	17	7	1
R2INDX	ET090021	2	3	8	1
R2INDX	ET090022	1	7	10	0
R2INDX	ET090022	2	10	10	1
R2INDX	ET090023	1	10	9	0
R2INDX	ET090023	2	3	10	0
R2INDX	ET090023	3	5	8	0
R2INDX	ET090024	1	6	1	0
R2INDX	ET090024	2	17	8	0
R2INDX	ET090025	1	23	6	0
R2INDX	ET090026	1	24	9	0
R2INDX	ET090027	1	5	1	0
R2INDX	ET090027	2	17	9	2
R2INDX	ET090028	1	5	1	0
R2INDX	ET090028	2	7	9	0
R2INDX	ET090030	1	17	1	1
R2INDX	ET090031	1	23	11	0
R2INDX	ET090033	1	23	9	1
R2INDX	ET090033	2	6	9	0
R2INDX	ET090033	3	5	2	0
R2INDX	ET090034	1	17	6	0
R2INDX	ET090035	1	3	1	0
R2INDX	ET090035	2	24	1	1
R2INDX	ET090036	1	17	1	0
R2INDX	ET090037	1	17	6	0
R2INDX	ET090038	1	18	1	0
R2INDX	ET090039	1	10	9	1
R2INDX	ET090040	1	3	1	1
R2INDX	ET090040	2	10	1	1
R2INDX	ET090041	1	17	7	0
R2INDX	ET090042	1	17	11	0
R2INDX	ET090043	1	17	1	1
R2INDX	ET090044	1	6	8	1
R2INDX	ET090044	2	10	7	1
R2INDX	ET090045	1	17	7	1
R2INDX	ET090046	1	5	7	0
R2INDX	ET090046	2	10	7	2
R2INDX	ET090047	1	17	7	77
R2INDX	ET090048	1	6	1	1
R2INDX	ET090048	2	17	7	1
R2INDX	ET090049	1	6	1	1
R2INDX	ET090049	2	17	9	1
R2INDX	ET090050	1	17	1	1
R2INDX	ET090051	1	7	9	0
R2INDX	ET090051	2	17	7	1
R2INDX	ET090052	1	10	9	1
R2INDX	ET090053	1	1	6	0
R2INDX	ET090053	2	7	6	0
R2INDX	ET090053	3	6	6	0
R2INDX	ET090054	1	17	11	1
R2INDX	ET090055	1	5	7	0
R2INDX	ET090055	2	17	1	1
R2INDX	ET090056	1	10	11	1
R2INDX	ET090057	1	17	7	1
R2INDX	ET090058	1	17	11	1
R2INDX	ET090059	1	10	9	1
R2INDX	ET090060	1	10	2	1
R2INDX	ET090061	1	1	11	1
R2INDX	ET090061	2	10	6	1
R2INDX	ET090062	1	17	7	1
R2INDX	ET090063	1	23	6	0
R2INDX	ET090064	1	17	6	0
R2INDX	ET090065	1	6	1	2
R2INDX	ET090065	2	10	1	2
R2INDX	ET090066	1	20	6	1
R2INDX	ET090066	2	3	1	2
R2INDX	ET090066	3	10	11	1
R2INDX	ET090067	1	3	1	0
R2INDX	ET090067	2	6	1	0
R2INDX	ET090067	3	24	10	2
R2INDX	ET090068	1	3	1	0
R2INDX	ET090068	2	5	1	0
R2INDX	ET090068	3	17	1	1
R2INDX	ET090069	1	10	7	1
R2INDX	ET090069	2	5	2	1
R2INDX	ET090070	1	17	1	1
R2INDX	ET090071	1	10	10	1
R2INDX	ET090072	1	6	1	1
R2INDX	ET090072	2	17	8	1
R2INDX	ET090073	1	6	1	1
R2INDX	ET090073	2	17	8	1
R2INDX	ET090074	1	17	1	1
R2INDX	ET090075	1	1	11	0
R2INDX	ET090076	1	7	1	0
R2INDX	ET090076	2	5	1	0
R2INDX	ET090076	3	17	8	1
R2INDX	ET090077	1	17	7	1
R2INDX	ET090078	1	17	7	1
R2INDX	ET090078	2	6	1	1
R2INDX	ET090079	1	17	7	1
R2INDX	ET090080	1	3	6	1
R2INDX	ET090080	2	10	6	1
R2INDX	ET090080	3	6	6	1
R2INDX	ET090081	1	5	1	0
R2INDX	ET090081	2	10	12	1
R2INDX	ET090082	1	17	1	1
R2INDX	ET090083	1	17	7	1
R2INDX	ET090084	1	17	9	1
R2INDX	ET090084	2	6	1	0
R2INDX	ET090085	1	12	1	1
R2INDX	ET090085	2	17	7	1
R2INDX	ET090086	1	6	2	1
R2INDX	ET090086	2	17	8	1
R2INDX	ET090087	1	6	1	0
R2INDX	ET090087	2	17	7	1
R2INDX	ET090088	1	17	7	1
R2INDX	ET090088	2	18	12	1
R2INDX	ET090089	1	17	1	0
R2INDX	ET090090	1	17	9	1
R2INDX	ET090092	1	7	9	0
R2INDX	ET090092	2	6	1	0
R2INDX	ET090092	3	17	5	2
R2INDX	ET090093	1	5	1	0
R2INDX	ET090093	2	18	2	0
R2INDX	ET090094	1	17	1	1
R2INDX	ET090095	1	6	1	2
R2INDX	ET090095	2	23	1	2
R2INDX	ET090096	1	1	10	0
R2INDX	ET090096	2	6	1	0
R2INDX	ET100001	1	24	10	1
R2INDX	ET100003	1	23	6	1
R2INDX	ET100003	2	24	12	1
R2INDX	ET100004	1	17	7	1
R2INDX	ET100004	2	24	7	1
R2INDX	ET100005	1	17	7	1
R2INDX	ET100006	1	24	6	1
R2INDX	ET100007	1	10	11	1
R2INDX	ET100007	2	12	2	1
R2INDX	ET100007	3	24	12	1
R2INDX	ET100008	1	3	1	0
R2INDX	ET100008	2	10	6	1
R2INDX	ET100008	3	17	8	1
R2INDX	ET100009	1	5	2	1
R2INDX	ET100009	2	17	7	1
R2INDX	ET100009	3	24	12	1
R2INDX	ET100010	1	1	10	0
R2INDX	ET100010	2	7	12	0
R2INDX	ET100010	3	12	1	1
R2INDX	ET100011	1	17	7	1
R2INDX	ET100011	2	24	7	1
R2INDX	ET100012	1	5	6	0
R2INDX	ET100012	2	10	8	1
R2INDX	ET100013	1	17	1	1
R2INDX	ET100013	2	12	1	1
R2INDX	ET100014	1	5	1	1
R2INDX	ET100014	2	23	6	1
R2INDX	ET100014	3	24	12	1
R2INDX	ET100015	1	24	1	1
R2INDX	ET100015	2	3	1	1
R2INDX	ET100015	3	18	1	1
R2INDX	ET100016	1	5	12	2
R2INDX	ET100016	2	10	10	1
R2INDX	ET100016	3	24	12	1
R2INDX	ET100017	1	10	11	1
R2INDX	ET100017	2	24	12	1
R2INDX	ET100018	1	10	11	1
R2INDX	ET100018	2	1	10	0
R2INDX	ET100019	1	17	7	1
R2INDX	ET100019	2	23	10	1
R2INDX	ET100020	1	17	7	1
R2INDX	ET100021	1	1	11	2
R2INDX	ET100021	2	24	12	1
R2INDX	ET100022	1	24	10	1
R2INDX	ET100023	1	1	10	1
R2INDX	ET100023	2	24	12	1
R2INDX	ET100024	1	10	10	1
R2INDX	ET100024	2	17	11	0
R2INDX	ET100024	3	3	5	0
R2INDX	ET100025	1	1	10	0
R2INDX	ET100025	2	24	12	1
R2INDX	ET100026	1	1	9	0
R2INDX	ET100026	2	2	1	0
R2INDX	ET100026	3	10	6	1
R2INDX	ET100027	1	1	10	0
R2INDX	ET100027	2	10	11	1
R2INDX	ET100028	1	6	10	1
R2INDX	ET100028	2	10	10	1
R2INDX	ET100028	3	17	7	1
R2INDX	ET100028	4	7	10	0
R2INDX	ET100029	1	10	9	1
R2INDX	ET100029	2	24	5	1
R2INDX	ET100030	1	24	1	1
R2INDX	ET100030	2	10	11	1
R2INDX	ET100031	1	5	1	0
R2INDX	ET100031	2	17	7	0
R2INDX	ET100031	3	24	12	0
R2INDX	ET100032	1	10	10	1
R2INDX	ET100032	2	24	11	1
R2INDX	ET100033	1	10	11	1
R2INDX	ET100033	2	24	10	1
R2INDX	ET100034	1	17	7	1
R2INDX	ET100035	1	18	2	0
R2INDX	ET100035	2	24	12	0
R2INDX	ET100036	1	10	11	1
R2INDX	ET100037	1	1	11	1
R2INDX	ET100037	2	5	1	0
R2INDX	ET100037	3	17	8	1
R2INDX	ET100038	1	1	10	1
R2INDX	ET100038	2	17	7	1
R2INDX	ET100038	3	24	10	2
R2INDX	ET100039	1	10	10	1
R2INDX	ET100039	2	22	11	1
R2INDX	ET100039	3	24	6	1
R2INDX	ET100040	1	10	11	1
R2INDX	ET100040	2	5	1	0
R2INDX	ET100041	1	1	10	0
R2INDX	ET100041	2	10	11	1
R2INDX	ET100042	1	23	6	1
R2INDX	ET100043	1	17	1	0
R2INDX	ET100043	2	24	12	1
R2INDX	ET100044	1	3	1	0
R2INDX	ET100044	2	5	1	0
R2INDX	ET100044	3	10	11	1
R2INDX	ET100045	1	5	1	1
R2INDX	ET100045	2	3	1	1
R2INDX	ET100046	1	24	10	1
R2INDX	ET100046	2	10	10	1
R2INDX	ET100047	1	23	10	1
R2INDX	ET100048	1	6	12	0
R2INDX	ET100048	2	10	11	1
R2INDX	ET100048	3	22	12	1
R2INDX	ET100048	4	24	12	1
R2INDX	ET100049	1	10	11	1
R2INDX	ET100049	2	17	1	1
R2INDX	ET100049	3	24	12	1
R2INDX	ET100050	1	7	2	1
R2INDX	ET100050	2	5	2	1
R2INDX	ET100051	1	24	1	1
R2INDX	ET100051	2	10	10	1
R2INDX	ET100052	1	1	9	1
R2INDX	ET100052	2	12	1	0
R2INDX	ET100053	1	17	1	1
R2INDX	ET100054	1	1	10	0
R2INDX	ET100054	2	12	1	1
R2INDX	ET100054	3	10	10	1
R2INDX	ET100054	4	17	7	2
R2INDX	ET100055	1	1	6	1
R2INDX	ET100055	2	23	6	1
R2INDX	ET100056	1	10	10	1
R2INDX	ET100056	2	17	7	1
R2INDX	ET100057	1	10	11	1
R2INDX	ET100057	2	17	8	1
R2INDX	ET100057	3	7	6	0
R2INDX	ET100058	1	10	9	1
R2INDX	ET100058	2	24	11	1
R2INDX	ET100059	1	1	10	0
R2INDX	ET100059	2	24	7	1
R2INDX	ET100060	1	10	10	1
R2INDX	ET100060	2	24	10	1
R2INDX	ET100060	3	1	10	0
R2INDX	ET100061	1	17	6	1
R2INDX	ET100061	2	24	10	1
R2INDX	ET100061	3	10	11	1
R2INDX	ET100062	1	24	12	1
R2INDX	ET100062	2	17	7	1
R2INDX	ET100063	1	6	8	1
R2INDX	ET100063	2	23	10	1
R2INDX	ET100063	3	10	8	1
R2INDX	ET100064	1	10	6	0
R2INDX	ET100065	1	24	12	1
R2INDX	ET100065	2	10	11	1
R2INDX	ET100066	1	1	11	1
R2INDX	ET100066	2	10	8	1
R2INDX	ET100066	3	9	1	0
R2INDX	ET100066	4	2	2	1
R2INDX	ET100067	1	10	11	1
R2INDX	ET100067	2	24	12	1
R2INDX	ET100068	1	3	7	0
R2INDX	ET100068	2	10	10	1
R2INDX	ET100068	3	5	12	0
R2INDX	ET100069	1	1	11	1
R2INDX	ET100069	2	24	11	1
R2INDX	ET100070	1	1	9	0
R2INDX	ET100070	2	10	11	1
R2INDX	ET100071	1	24	12	1
R2INDX	ET100071	2	10	11	1
R2INDX	ET100072	1	1	9	1
R2INDX	ET100072	2	10	8	1
R2INDX	ET100072	3	12	1	1
R2INDX	ET100073	1	24	1	1
R2INDX	ET100073	2	10	6	1
R2INDX	ET100073	3	12	8	1
R2INDX	ET100074	1	17	11	1
R2INDX	ET100074	2	10	9	1
R2INDX	ET100074	3	1	10	0
R2INDX	ET100075	1	1	9	1
R2INDX	ET100075	2	3	1	1
R2INDX	ET100075	3	10	11	1
R2INDX	ET100075	4	2	1	0
R2INDX	ET100076	1	1	10	0
R2INDX	ET100076	2	10	11	1
R2INDX	ET100077	1	5	1	0
R2INDX	ET100077	2	24	12	1
R2INDX	ET100077	3	10	11	1
R2INDX	ET100078	1	1	9	0
R2INDX	ET100078	2	24	8	1
R2INDX	ET100079	1	24	12	1
R2INDX	ET100079	2	10	10	1
R2INDX	ET100080	1	10	1	1
R2INDX	ET100080	2	12	6	1
R2INDX	ET100080	3	17	8	1
R2INDX	ET100081	1	17	7	1
R2INDX	ET100082	1	5	1	1
R2INDX	ET100083	1	10	11	1
R2INDX	ET100083	2	24	12	1
R2INDX	ET100084	1	1	11	1
R2INDX	ET100084	2	10	11	1
R2INDX	ET100084	3	5	1	0
R2INDX	ET100085	1	10	6	1
R2INDX	ET100085	2	24	12	1
R2INDX	ET100086	1	23	10	1
R2INDX	ET100087	1	17	8	77
R2INDX	ET100088	1	10	11	1
R2INDX	ET100089	1	1	11	0
R2INDX	ET100089	2	24	12	1
R2INDX	ET100090	1	23	6	1
R2INDX	ET100092	1	24	6	1
R2INDX	ET100092	2	10	11	1
R2INDX	ET100093	1	10	9	1
R2INDX	ET100093	2	24	12	1
R2INDX	ET100094	1	17	8	1
R2INDX	ET100094	2	12	1	1
R2INDX	ET100094	3	23	10	1
R2INDX	ET100094	4	10	10	1
R2INDX	ET100095	1	10	9	1
R2INDX	ET100096	1	10	11	1
R2INDX	ET100096	2	24	12	1
R2INDX	ET100097	1	3	2	1
R2INDX	ET100097	2	5	2	1
R2INDX	ET100098	1	1	10	0
R2INDX	ET100098	2	10	11	1
R2INDX	ET100098	3	12	1	1
R2INDX	ET100099	1	17	10	1
R2INDX	ET100100	1	1	10	0
R2INDX	ET100100	2	12	1	1
R2INDX	ET110001	1	23	6	1
R2INDX	ET110001	2	10	11	1
R2INDX	ET110002	1	3	1	0
R2INDX	ET110002	2	10	11	1
R2INDX	ET110002	3	17	8	1
R2INDX	ET110003	1	5	1	1
R2INDX	ET110003	2	10	8	1
R2INDX	ET110003	3	18	1	0
R2INDX	ET110004	1	10	11	1
R2INDX	ET110005	1	24	12	1
R2INDX	ET110006	1	1	10	0
R2INDX	ET110006	2	17	8	0
R2INDX	ET110007	1	1	10	0
R2INDX	ET110007	2	5	1	0
R2INDX	ET110007	3	23	8	1
R2INDX	ET110007	4	24	12	1
R2INDX	ET110008	1	10	11	1
R2INDX	ET110008	2	24	12	1
R2INDX	ET110009	1	1	10	0
R2INDX	ET110009	2	10	11	1
R2INDX	ET110010	1	1	10	0
R2INDX	ET110010	2	10	11	1
R2INDX	ET110011	1	24	1	1
R2INDX	ET110012	1	1	10	0
R2INDX	ET110012	2	10	11	1
R2INDX	ET110013	1	1	1	0
R2INDX	ET110013	2	10	11	1
R2INDX	ET110014	1	5	1	0
R2INDX	ET110014	2	10	8	1
R2INDX	ET110014	3	1	11	1
R2INDX	ET110015	1	1	10	0
R2INDX	ET110015	2	5	8	0
R2INDX	ET110015	3	12	8	0
R2INDX	ET110015	4	23	9	0
R2INDX	ET110015	5	7	8	0
R2INDX	ET110016	1	5	1	0
R2INDX	ET110016	2	10	11	1
R2INDX	ET110017	1	10	11	1
R2INDX	ET110019	1	1	10	0
R2INDX	ET110019	2	10	11	1
R2INDX	ET110020	1	10	10	1
R2INDX	ET110020	2	22	12	1
R2INDX	ET110021	1	5	8	0
R2INDX	ET110021	2	6	8	0
R2INDX	ET110021	3	10	8	1
R2INDX	ET110022	1	24	12	1
R2INDX	ET110023	1	5	1	0
R2INDX	ET110023	2	10	9	1
R2INDX	ET110023	3	23	10	1
R2INDX	ET110023	4	24	12	1
R2INDX	ET110024	1	5	1	0
R2INDX	ET110024	2	24	12	1
R2INDX	ET110025	1	17	8	1
R2INDX	ET110025	2	5	1	0
R2INDX	ET110026	1	1	5	1
R2INDX	ET110026	2	24	6	1
R2INDX	ET110027	1	10	11	1
R2INDX	ET110027	2	24	12	1
R2INDX	ET110028	1	10	11	1
R2INDX	ET110028	2	17	7	1
R2INDX	ET110029	1	5	6	1
R2INDX	ET110029	2	10	10	1
R2INDX	ET110030	1	24	12	1
R2INDX	ET110031	1	5	1	0
R2INDX	ET110031	2	6	5	0
R2INDX	ET110031	3	10	11	1
R2INDX	ET110031	4	24	12	1
R2INDX	ET110032	1	1	10	0
R2INDX	ET110032	2	24	12	1
R2INDX	ET110032	3	5	1	0
R2INDX	ET110033	1	10	11	1
R2INDX	ET110033	2	24	12	1
R2INDX	ET110034	1	24	6	1
R2INDX	ET110035	1	23	9	1
R2INDX	ET110035	2	10	11	1
R2INDX	ET110036	1	1	10	0
R2INDX	ET110036	2	10	2	1
R2INDX	ET110037	1	10	11	1
R2INDX	ET110037	2	24	12	1
R2INDX	ET110038	1	23	10	1
R2INDX	ET110039	1	17	7	1
R2INDX	ET110039	2	10	8	1
R2INDX	ET110039	3	3	1	0
R2INDX	ET110040	1	12	12	1
R2INDX	ET110041	1	6	9	2
R2INDX	ET110042	1	17	6	1
R2INDX	ET110043	1	7	8	0
R2INDX	ET110043	2	22	9	1
R2INDX	ET110043	3	10	8	1
R2INDX	ET110045	1	10	11	1
R2INDX	ET110045	2	17	6	1
R2INDX	ET110045	3	5	1	0
R2INDX	ET110046	1	5	5	0
R2INDX	ET110046	2	6	9	0
R2INDX	ET110046	3	17	11	0
R2INDX	ET110047	1	3	8	0
R2INDX	ET110047	2	10	8	1
R2INDX	ET110047	3	5	1	0
R2INDX	ET110048	1	5	7	1
R2INDX	ET110048	2	17	7	1
R2INDX	ET110049	1	17	6	1
R2INDX	ET110050	1	24	10	1
R2INDX	ET110051	1	10	11	1
R2INDX	ET110051	2	17	7	1
R2INDX	ET110052	1	5	1	0
R2INDX	ET110052	2	17	7	1
R2INDX	ET110053	1	17	8	1
R2INDX	ET110054	1	6	9	0
R2INDX	ET110054	2	17	7	1
R2INDX	ET110054	3	22	8	1
R2INDX	ET110055	1	17	8	1
R2INDX	ET110056	1	10	11	1
R2INDX	ET110056	2	17	7	1
R2INDX	ET110057	1	18	1	0
R2INDX	ET110057	2	22	10	1
R2INDX	ET110058	1	1	10	1
R2INDX	ET110058	2	24	12	1
R2INDX	ET110059	1	5	6	1
R2INDX	ET110059	2	17	7	1
R2INDX	ET110060	1	5	1	0
R2INDX	ET110060	2	24	12	1
R2INDX	ET110061	1	10	11	1
R2INDX	ET110061	2	3	1	0
R2INDX	ET110062	1	5	1	0
R2INDX	ET110062	2	17	7	1
R2INDX	ET110062	3	24	12	1
R2INDX	ET110063	1	24	12	1
R2INDX	ET110064	1	23	8	1
R2INDX	ET110065	1	23	10	1
R2INDX	ET110065	2	10	11	1
R2INDX	ET110066	1	17	8	1
R2INDX	ET110066	2	6	9	1
R2INDX	ET110067	1	10	10	1
R2INDX	ET110068	1	10	9	1
R2INDX	ET110069	1	17	7	1
R2INDX	ET110069	2	10	11	1
R2INDX	ET110070	1	10	9	1
R2INDX	ET110070	2	23	8	1
R2INDX	ET110071	1	17	7	1
R2INDX	ET110072	1	5	1	0
