FORMNO	CHILDID	LOANID	LOANYEAR	LOANWHO	LOANAMNT	LOANWHY	LOANPAID	LOANYNOP	LOANRSID
R2INDX	ET060053	5	1998	1	210	1	1	88	1
R2INDX	ET060053	6	1998	6	1500	14	0	11	1
R2INDX	ET060055	1	1998	7	390	1	0	11	1
R2INDX	ET060055	2	1997	2	1000	1	0	11	1
R2INDX	ET060056	1	1994	1	300	1	1	88	1
R2INDX	ET060056	2	1995	1	300	1	1	88	1
R2INDX	ET060056	3	1996	1	195	1	1	88	1
R2INDX	ET060056	4	1997	1	195	1	1	88	1
R2INDX	ET060056	5	1998	1	195	1	0	11	1
R2INDX	ET060056	6	1998	1	1000	10	0	11	1
R2INDX	ET060056	7	1998	7	1000	14	0	11	1
R2INDX	ET060059	1	1998	6	1500	14	0	11	80
R2INDX	ET060059	2	1994	1	200	1	1	88	1
R2INDX	ET060059	3	1995	1	105	1	1	88	1
R2INDX	ET060059	4	1997	1	60	1	1	88	1
R2INDX	ET060059	5	1998	1	110	1	0	11	1
R2INDX	ET060059	7	1997	8	80	7	1	88	1
R2INDX	ET060060	1	1998	7	1500	14	0	11	80
R2INDX	ET060060	2	1994	1	360	1	1	88	1
R2INDX	ET060060	3	1995	1	390	1	1	88	1
R2INDX	ET060060	4	1996	1	400	1	1	88	1
R2INDX	ET060060	5	1997	1	420	1	1	88	1
R2INDX	ET060060	6	1998	1	420	1	0	11	1
R2INDX	ET060061	1	1998	1	1200	1	0	11	2
R2INDX	ET060061	2	1997	3	100	2	0	11	1
R2INDX	ET060061	3	1996	1	230	1	1	88	1
R2INDX	ET060061	4	1995	1	140	1	1	88	1
R2INDX	ET060062	1	1998	1	1200	1	0	11	1
R2INDX	ET060064	1	1998	1	800	1	0	11	1
R2INDX	ET060065	1	1998	5	1500	14	0	11	1
R2INDX	ET060065	2	1995	2	150	1	1	88	1
R2INDX	ET060065	3	1996	2	400	1	1	88	1
R2INDX	ET060065	4	1997	2	400	1	1	88	1
R2INDX	ET060065	5	1998	2	150	1	0	1	1
R2INDX	ET060066	1	1998	1	150	1	0	11	1
R2INDX	ET060067	1	1998	7	1000	1	0	11	1
R2INDX	ET060068	1	1998	7	194	1	0	11	1
R2INDX	ET060070	1	1998	7	1000	2	0	11	1
R2INDX	ET060072	1	1998	4	100	1	0	11	1
R2INDX	ET060073	1	1998	7	500	1	0	11	2
R2INDX	ET060076	1	1998	7	1500	1	0	11	2
R2INDX	ET060077	1	1999	5	250	10	0	11	1
R2INDX	ET060077	2	1998	5	170	11	0	11	1
R2INDX	ET060080	1	1995	3	500	1	1	88	1
R2INDX	ET060080	2	1996	3	600	1	1	88	1
R2INDX	ET060080	3	1997	3	700	1	1	88	1
R2INDX	ET060080	4	1998	3	700	1	1	88	1
R2INDX	ET060080	5	1999	3	800	1	0	11	1
R2INDX	ET060081	1	1998	5	1600	1	0	11	1
R2INDX	ET060081	2	1996	4	100	2	1	88	2
R2INDX	ET060082	1	1995	7	400	1	1	88	80
R2INDX	ET060082	2	1996	7	600	1	1	88	80
R2INDX	ET060082	3	1997	7	900	1	1	88	80
R2INDX	ET060082	4	1998	7	1000	1	0	11	80
R2INDX	ET060082	5	1999	7	1600	1	0	11	1
R2INDX	ET060083	1	1998	5	1000	1	0	11	1
R2INDX	ET060083	2	1997	4	40	6	1	88	1
R2INDX	ET060083	3	1996	4	70	6	1	88	1
R2INDX	ET060085	1	1996	7	600	14	1	88	1
R2INDX	ET060085	2	1997	7	800	14	1	88	1
R2INDX	ET060085	3	1998	7	1000	1	0	8	1
R2INDX	ET060087	1	1998	1	200	1	0	11	1
R2INDX	ET060091	1	1995	7	480	1	0	11	1
R2INDX	ET060091	2	1997	7	200	1	0	11	1
R2INDX	ET060093	1	1998	7	800	14	0	11	1
R2INDX	ET060093	2	1994	7	400	1	1	88	1
R2INDX	ET060093	3	1996	7	600	14	1	88	1
R2INDX	ET060093	4	1997	7	700	14	1	88	1
R2INDX	ET060100	1	1998	8	200	2	1	88	1
R2INDX	ET060100	2	1999	8	100	2	1	88	1
R2INDX	ET070002	1	1997	7	185	1	0	11	1
R2INDX	ET070002	2	1999	7	625	1	0	11	1
R2INDX	ET070003	1	1996	7	1000	1	1	88	1
R2INDX	ET070004	1	1996	5	800	1	1	88	1
R2INDX	ET070006	1	1996	6	400	2	1	88	1
R2INDX	ET070006	2	1995	7	600	8	1	88	1
R2INDX	ET070008	1	1998	7	1500	1	1	88	1
R2INDX	ET070008	2	1998	4	600	1	1	88	1
R2INDX	ET070009	1	1996	5	500	8	0	11	1
R2INDX	ET070010	1	1996	5	1000	12	1	88	1
R2INDX	ET070011	1	1998	7	600	7	0	11	80
R2INDX	ET070012	1	1998	4	40	2	0	11	1
R2INDX	ET070013	1	1998	4	200	2	0	11	1
R2INDX	ET070014	1	1998	4	450	2	1	88	1
R2INDX	ET070015	1	1994	1	500	1	1	88	1
R2INDX	ET070015	2	1995	1	700	1	1	88	1
R2INDX	ET070015	3	1996	1	700	2	1	88	1
R2INDX	ET070015	4	1997	1	700	2	1	88	1
R2INDX	ET070015	5	1998	1	700	2	1	88	1
R2INDX	ET070016	1	1997	6	1500	8	0	11	80
R2INDX	ET070016	2	1998	7	200	2	0	11	80
R2INDX	ET070017	1	1997	7	500	8	1	88	1
R2INDX	ET070018	1	1996	7	400	2	1	88	1
R2INDX	ET070018	2	1997	7	500	1	1	88	1
R2INDX	ET070018	3	1998	7	1000	2	1	88	1
R2INDX	ET070018	4	1999	7	1000	2	0	11	1
R2INDX	ET070021	1	1998	7	1000	1	0	11	1
R2INDX	ET070024	1	1994	8	200	2	1	88	1
R2INDX	ET070024	2	1995	8	100	2	1	88	1
R2INDX	ET070024	3	1996	8	300	2	1	88	1
R2INDX	ET070024	4	1997	8	200	2	1	88	1
R2INDX	ET070024	5	1998	7	1000	2	0	11	1
R2INDX	ET070025	1	1994	2	300	8	1	88	1
R2INDX	ET070026	1	1998	6	1500	1	0	11	1
R2INDX	ET070026	2	1998	7	500	2	0	11	2
R2INDX	ET070029	1	1995	7	1500	1	0	11	2
R2INDX	ET070030	1	1998	2	250	6	1	88	2
R2INDX	ET070035	1	1998	7	1000	8	0	11	88
R2INDX	ET070035	2	1995	7	1000	12	1	88	88
R2INDX	ET070036	1	1999	6	320	16	0	11	2
R2INDX	ET070036	2	1996	6	200	2	1	88	2
R2INDX	ET070038	1	1995	7	600	1	1	88	1
R2INDX	ET070041	1	1996	6	1500	16	1	88	2
R2INDX	ET070042	1	1997	7	800	1	1	88	1
R2INDX	ET070043	1	1997	7	1000	1	0	11	2
R2INDX	ET070044	1	1998	7	500	7	0	11	2
R2INDX	ET070045	1	1995	7	700	1	1	88	80
R2INDX	ET070046	1	1997	7	1509	19	1	88	1
R2INDX	ET070048	1	1998	7	1600	15	0	11	80
R2INDX	ET070048	2	1998	6	500	2	1	88	80
R2INDX	ET070049	1	1996	5	1000	8	0	11	2
R2INDX	ET070050	1	1995	4	600	12	1	88	1
R2INDX	ET070050	2	1998	4	190	1	0	11	1
R2INDX	ET070052	1	1998	5	1000	1	0	11	1
R2INDX	ET070052	2	1996	5	600	4	1	88	1
R2INDX	ET070054	1	1997	6	1000	8	0	11	16
R2INDX	ET070055	1	1998	6	1000	2	0	11	1
R2INDX	ET070055	2	1995	6	1500	14	1	88	1
R2INDX	ET070056	1	1998	7	1000	8	1	88	1
R2INDX	ET070057	1	1998	7	1000	14	0	11	1
R2INDX	ET070058	1	1998	8	300	8	0	11	2
R2INDX	ET070059	1	1997	1	100	1	1	88	1
R2INDX	ET070059	2	1998	1	50	1	0	11	1
R2INDX	ET070060	1	1998	7	600	1	1	88	1
R2INDX	ET070061	1	1998	2	1000	10	0	8	1
R2INDX	ET070062	1	1996	7	600	1	1	88	1
R2INDX	ET070063	1	1994	7	400	1	1	88	1
R2INDX	ET070063	2	1995	7	500	1	1	88	1
R2INDX	ET070063	3	1996	7	400	1	1	88	1
R2INDX	ET070063	4	1997	8	600	1	1	88	1
R2INDX	ET070063	5	1998	8	600	2	0	11	1
R2INDX	ET070064	1	1997	5	1000	14	0	11	2
R2INDX	ET070064	2	1996	4	200	1	1	88	2
R2INDX	ET070066	1	1998	6	100	2	1	88	1
R2INDX	ET070066	2	1997	6	100	2	1	88	1
R2INDX	ET070066	3	1996	6	50	2	1	88	1
R2INDX	ET070067	1	1995	4	200	2	1	88	1
R2INDX	ET070067	2	1996	4	200	2	1	88	1
R2INDX	ET070067	3	1997	4	200	2	1	88	1
R2INDX	ET070067	4	1998	4	1200	1	0	11	1
R2INDX	ET070068	1	1994	3	300	2	1	88	1
R2INDX	ET070068	2	1995	3	400	2	1	88	1
R2INDX	ET070068	3	1996	3	500	2	1	88	1
R2INDX	ET070068	4	1997	3	600	2	1	88	1
R2INDX	ET070069	1	1998	7	1000	14	0	11	1
R2INDX	ET070069	2	1998	7	800	1	0	11	1
R2INDX	ET070070	1	1995	7	1000	8	1	88	1
R2INDX	ET070071	1	1998	1	300	1	0	11	1
R2INDX	ET070071	2	1995	7	400	14	1	88	1
R2INDX	ET070072	1	1998	8	100	2	1	88	1
R2INDX	ET070074	1	1998	7	2100	2	0	11	1
R2INDX	ET070076	1	1995	6	600	19	0	4	1
R2INDX	ET070078	1	1995	7	1500	1	0	11	1
R2INDX	ET070079	1	1995	7	700	14	1	88	80
R2INDX	ET070080	1	1998	1	1200	1	0	11	1
R2INDX	ET070081	1	1998	2	200	2	1	88	1
R2INDX	ET070085	1	1998	4	120	19	1	88	3
R2INDX	ET070088	1	1998	5	1500	2	0	11	1
R2INDX	ET070088	2	1997	5	700	2	1	88	1
R2INDX	ET070089	1	1996	6	1000	14	0	11	1
R2INDX	ET070089	2	1995	7	600	1	1	88	2
R2INDX	ET070089	3	1994	7	600	1	1	88	2
R2INDX	ET070089	4	1996	7	600	1	1	88	2
R2INDX	ET070089	5	1998	4	300	7	0	8	2
R2INDX	ET070089	6	1998	4	200	2	0	8	2
R2INDX	ET070090	1	1994	3	700	2	1	88	1
R2INDX	ET070090	2	1998	5	1500	1	0	8	1
R2INDX	ET070091	1	1996	1	800	1	1	88	1
R2INDX	ET070092	1	1996	4	200	2	0	11	2
R2INDX	ET070094	1	1998	1	1000	1	0	11	1
R2INDX	ET070094	2	1998	1	80	2	0	11	1
R2INDX	ET070095	1	1997	7	500	14	0	11	16
R2INDX	ET070095	2	1995	7	500	14	1	88	16
R2INDX	ET070096	1	1998	1	181.800003051758	1	1	88	1
R2INDX	ET070097	1	1995	2	100	2	1	88	1
R2INDX	ET070097	2	1998	2	50	1	1	88	1
R2INDX	ET070097	3	1998	7	1000	1	0	11	1
R2INDX	ET070099	1	1998	6	600	14	0	11	1
R2INDX	ET080001	1	1998	8	300	6	0	2	2
R2INDX	ET080001	2	1998	2	140	1	1	88	1
R2INDX	ET080005	1	1998	5	2500	1	0	4	1
R2INDX	ET080005	2	1998	2	279.25	1	1	88	1
R2INDX	ET080005	3	1999	8	100	2	0	8	1
R2INDX	ET080007	1	1998	5	2500	14	0	8	1
R2INDX	ET080007	2	1998	6	1207	10	0	8	1
R2INDX	ET080012	1	1996	2	420	1	1	88	1
R2INDX	ET080012	2	1997	2	200	1	1	88	1
R2INDX	ET080012	3	1998	6	100	8	0	9	1
R2INDX	ET080012	4	1998	2	150	1	1	88	1
R2INDX	ET080012	5	1999	6	200	7	0	8	1
R2INDX	ET080014	1	1998	1	2500	1	0	4	1
R2INDX	ET080015	1	1998	5	2500	10	0	4	1
R2INDX	ET080016	1	1996	4	400	1	1	88	1
R2INDX	ET080016	2	1997	7	2000	1	1	88	2
R2INDX	ET080016	3	1998	4	300	1	1	88	2
R2INDX	ET080017	1	1998	77	2500	1	0	8	1
R2INDX	ET080021	1	1995	1	206	1	1	88	1
R2INDX	ET080021	2	1998	77	2500	1	0	4	1
R2INDX	ET080022	1	1998	6	600	6	1	88	2
R2INDX	ET080022	2	1999	6	500	7	0	8	2
R2INDX	ET080022	3	1999	6	200	6	0	8	2
R2INDX	ET080025	1	1999	8	130	6	1	88	1
R2INDX	ET080027	1	1998	8	100	17	1	88	2
R2INDX	ET080027	2	1998	3	2500	14	0	8	1
R2INDX	ET080030	1	1998	4	300	2	1	88	2
R2INDX	ET080030	2	1999	77	1556	1	0	8	2
R2INDX	ET080031	1	1998	5	2500	10	0	4	1
R2INDX	ET080032	1	1998	8	30	6	1	88	1
R2INDX	ET080033	1	1994	6	50	1	0	8	1
R2INDX	ET080034	1	1998	7	1360	14	0	4	1
R2INDX	ET080034	2	1997	6	40	6	1	88	1
R2INDX	ET080034	3	1996	8	180	7	1	88	1
R2INDX	ET080038	1	1998	7	2500	1	0	8	1
R2INDX	ET080039	1	1998	8	25	10	1	88	2
R2INDX	ET080039	2	1998	6	30	10	1	88	2
R2INDX	ET080039	3	1995	2	137	1	1	88	1
R2INDX	ET080039	4	1995	5	800	1	0	8	1
R2INDX	ET080040	1	1998	1	2500	1	0	4	1
R2INDX	ET080040	2	1998	1	190	1	1	88	1
R2INDX	ET080042	1	1998	77	2500	1	0	8	1
R2INDX	ET080046	1	1998	8	200	6	1	88	1
R2INDX	ET080046	2	1999	8	100	2	1	88	1
R2INDX	ET080046	3	1999	6	50	7	0	8	1
R2INDX	ET080046	4	1999	6	70	2	0	8	1
R2INDX	ET080046	5	1999	6	100	6	0	8	2
R2INDX	ET080047	1	1998	77	2500	1	0	12	1
R2INDX	ET080048	1	1998	7	2500	10	0	4	1
R2INDX	ET080048	2	1995	6	150	6	1	88	2
R2INDX	ET080048	3	1998	8	100	18	1	88	1
R2INDX	ET080049	1	1998	8	500	8	1	88	2
R2INDX	ET080049	2	1999	8	200	8	1	88	1
R2INDX	ET080049	3	1998	5	2500	1	0	8	1
R2INDX	ET080050	1	1996	6	1500	1	0	2	1
R2INDX	ET080051	1	1998	8	50	2	0	8	2
R2INDX	ET080052	1	1996	8	250	6	1	88	1
R2INDX	ET080052	2	1998	8	100	7	1	88	1
R2INDX	ET080052	3	1995	8	300	7	1	88	1
R2INDX	ET080052	4	1997	8	50	2	1	88	1
R2INDX	ET080052	5	1999	8	100	2	1	88	1
R2INDX	ET080054	1	1998	7	2000	14	1	88	1
R2INDX	ET080054	2	1998	8	100	6	1	88	1
R2INDX	ET080054	3	1997	8	130	2	1	88	1
R2INDX	ET080054	4	1998	6	80	2	1	88	1
R2INDX	ET080057	1	1998	1	1000	1	0	4	1
R2INDX	ET080057	2	1998	1	1300	1	0	4	1
R2INDX	ET080058	1	1997	4	300	15	1	88	2
R2INDX	ET080058	2	1998	4	200	7	0	8	2
R2INDX	ET080058	3	1999	8	130	6	0	8	2
R2INDX	ET080060	1	1997	6	11200	1	0	2	1
R2INDX	ET080061	1	1999	6	1200	10	0	8	1
R2INDX	ET080062	1	1997	6	75	1	0	2	1
R2INDX	ET080066	1	1998	6	600	10	0	8	1
R2INDX	ET080068	1	1998	6	200	2	1	88	1
R2INDX	ET080068	2	1997	8	150	6	1	88	1
R2INDX	ET080068	3	1995	8	300	18	1	88	1
R2INDX	ET080069	1	1998	1	180	1	0	8	1
R2INDX	ET080070	1	1998	4	100	7	0	8	1
R2INDX	ET080072	1	1998	2	1000	1	0	2	1
R2INDX	ET080080	1	1998	4	400	2	1	88	1
R2INDX	ET080083	1	1998	5	2500	1	0	8	1
R2INDX	ET080086	1	1997	1	120	1	1	88	2
R2INDX	ET080086	2	1998	8	80	2	1	88	2
R2INDX	ET080087	1	1997	8	400	6	0	88	1
R2INDX	ET080089	1	1998	5	2500	1	0	8	1
R2INDX	ET080089	2	1997	8	450	6	1	88	1
R2INDX	ET080090	1	1998	8	220	2	0	11	2
R2INDX	ET080091	1	1996	77	1050	1	0	8	1
R2INDX	ET080092	1	1996	6	50	17	1	88	1
R2INDX	ET080092	2	1998	6	150	6	1	88	1
R2INDX	ET080092	3	1996	77	30	1	0	8	1
R2INDX	ET080095	1	1997	6	11200	1	0	6	1
R2INDX	ET080097	1	1997	8	100	6	1	88	1
R2INDX	ET080098	1	1998	7	2500	1	0	4	1
R2INDX	ET080099	1	1998	5	200	10	0	4	1
R2INDX	ET080100	1	1998	6	300.299987792969	10	0	2	1
R2INDX	ET090001	1	1995	7	400	1	1	88	2
R2INDX	ET090001	2	1996	7	370	1	1	88	2
R2INDX	ET090001	3	1997	7	610	1	1	88	2
R2INDX	ET090001	4	1998	7	800	1	0	8	2
R2INDX	ET090002	1	1998	1	230	1	0	8	1
R2INDX	ET090003	1	1995	6	300	6	1	88	1
R2INDX	ET090003	2	1997	6	400	2	1	88	1
R2INDX	ET090003	3	1994	2	200	2	1	88	1
R2INDX	ET090003	4	1995	2	220	2	0	8	1
R2INDX	ET090003	5	1996	2	400	2	1	88	1
R2INDX	ET090003	6	1997	2	90	2	1	88	1
R2INDX	ET090003	7	1998	2	345	2	0	8	1
R2INDX	ET090004	1	1994	8	230	6	1	88	2
R2INDX	ET090004	2	1995	8	185	2	1	88	2
R2INDX	ET090004	3	1996	8	210	7	1	88	2
R2INDX	ET090004	4	1998	7	810	19	0	8	2
R2INDX	ET090004	5	1999	8	160	2	0	9	2
R2INDX	ET090005	1	1994	2	105	1	1	88	1
R2INDX	ET090005	2	1995	2	330	1	0	8	1
R2INDX	ET090005	3	1996	2	115	1	1	88	1
R2INDX	ET090005	4	1997	2	115	1	1	88	1
R2INDX	ET090005	5	1998	2	115	1	1	88	1
R2INDX	ET090005	6	1999	8	500	8	0	8	1
R2INDX	ET090006	1	1995	1	165	1	0	2	2
R2INDX	ET090006	2	1998	1	194	1	1	88	2
R2INDX	ET090007	1	1996	1	195	1	1	88	1
R2INDX	ET090008	1	1998	1	115	1	0	8	1
R2INDX	ET090009	1	1994	2	95	1	1	88	1
R2INDX	ET090009	2	1995	2	95	1	0	8	1
R2INDX	ET090009	3	1998	7	680	1	1	88	2
R2INDX	ET090009	4	1999	7	500	1	0	8	2
R2INDX	ET090010	1	1996	1	171	1	1	88	1
R2INDX	ET090010	2	1997	1	175.5	1	1	88	1
R2INDX	ET090010	3	1998	1	161	1	1	88	1
R2INDX	ET090011	1	1994	1	271.600006103516	1	1	88	1
R2INDX	ET090011	2	1994	4	400	1	1	88	1
R2INDX	ET090011	3	1995	1	300	1	0	2	1
R2INDX	ET090011	4	1996	1	450	1	1	88	1
R2INDX	ET090011	5	1997	1	150	1	0	2	1
R2INDX	ET090011	6	1998	4	200	1	1	88	1
R2INDX	ET090012	1	1994	2	338	1	0	2	1
R2INDX	ET090012	2	1995	2	190	1	1	88	1
R2INDX	ET090012	3	1996	2	195	1	1	88	1
R2INDX	ET090012	4	1997	2	210	1	1	88	1
R2INDX	ET090012	5	1998	2	339	1	0	8	1
R2INDX	ET090012	6	1995	6	300	2	1	88	1
R2INDX	ET090012	7	1998	6	200	1	1	88	1
R2INDX	ET090014	1	1995	7	2000	2	1	88	1
R2INDX	ET090014	2	1996	7	900	2	0	2	1
R2INDX	ET090015	1	1996	1	356	1	1	88	1
R2INDX	ET090015	2	1997	1	712	1	1	88	1
R2INDX	ET090015	3	1998	7	400	2	0	6	2
R2INDX	ET090016	1	1994	2	300	1	1	88	1
R2INDX	ET090016	2	1995	2	300	1	0	8	1
R2INDX	ET090016	3	1996	2	445	1	1	88	1
R2INDX	ET090016	4	1997	2	480	1	1	88	1
R2INDX	ET090016	5	1998	2	570	1	1	88	1
R2INDX	ET090017	1	1994	1	115	1	1	88	1
R2INDX	ET090017	2	1995	1	96	1	1	88	1
R2INDX	ET090017	3	1996	1	127.199996948242	1	1	88	1
R2INDX	ET090018	1	1994	2	350	1	0	2	1
R2INDX	ET090018	2	1996	2	150	1	1	88	1
R2INDX	ET090018	3	1997	2	131	1	1	88	1
R2INDX	ET090018	4	1996	7	669	14	1	88	1
R2INDX	ET090020	1	1995	7	400	1	1	88	2
R2INDX	ET090020	2	1996	7	700	1	1	88	2
R2INDX	ET090020	3	1997	7	700	1	1	88	2
R2INDX	ET090020	4	1998	7	800	1	1	8	2
R2INDX	ET090021	1	1996	1	410.5	1	1	88	1
R2INDX	ET090021	2	1997	1	421	1	1	88	1
R2INDX	ET090021	3	1998	1	205	1	1	88	1
R2INDX	ET090022	1	1995	7	400	19	1	88	2
R2INDX	ET090022	2	1996	7	500	19	1	88	2
R2INDX	ET090022	3	1997	7	700	19	1	88	2
R2INDX	ET090022	4	1998	7	800	19	1	88	2
R2INDX	ET090022	5	1994	2	236	1	1	88	1
R2INDX	ET090022	6	1995	2	236	1	0	2	1
R2INDX	ET090022	7	1997	2	396	1	1	88	1
R2INDX	ET090022	8	1998	2	282	1	0	8	1
R2INDX	ET090023	1	1994	2	100	1	1	88	1
R2INDX	ET090023	2	1995	2	100	1	0	8	1
R2INDX	ET090023	3	1996	2	110	1	1	88	1
R2INDX	ET090023	4	1997	2	110	1	1	88	1
R2INDX	ET090023	5	1998	2	115.199996948242	1	1	88	1
R2INDX	ET090024	1	1996	7	280	19	1	88	2
R2INDX	ET090024	2	1997	7	545	19	1	88	2
R2INDX	ET090024	3	1998	7	800	19	0	8	2
R2INDX	ET090025	1	1996	1	380	1	1	88	1
R2INDX	ET090025	2	1997	1	570	1	1	88	1
R2INDX	ET090025	3	1997	1	390	1	1	88	1
R2INDX	ET090026	1	1994	1	122.300003051758	1	1	88	1
R2INDX	ET090026	2	1996	4	100	1	1	88	1
R2INDX	ET090026	3	1995	1	131	1	1	88	1
R2INDX	ET090026	4	1996	1	137	1	1	88	1
R2INDX	ET090026	5	1997	1	142	1	1	88	1
R2INDX	ET090026	6	1998	1	142	1	0	8	1
R2INDX	ET090026	7	1998	4	100	1	0	8	1
R2INDX	ET090027	1	1995	1	77	1	0	2	1
R2INDX	ET090027	2	1996	1	77	1	1	88	1
R2INDX	ET090027	3	1997	1	77	1	1	88	1
R2INDX	ET090027	4	1998	1	266	1	1	88	1
R2INDX	ET090028	1	1997	6	400	1	1	88	3
R2INDX	ET090028	2	1998	6	400	1	0	8	3
R2INDX	ET090030	1	1995	1	232	1	0	2	1
R2INDX	ET090030	2	1996	1	250	1	1	88	1
R2INDX	ET090030	3	1997	1	268.899993896484	1	1	88	1
R2INDX	ET090030	4	1998	1	230	1	1	88	1
R2INDX	ET090031	1	1996	1	385	1	1	88	2
R2INDX	ET090031	2	1997	1	380	1	1	88	2
R2INDX	ET090033	1	1994	1	100	1	0	8	1
R2INDX	ET090033	2	1998	1	115	1	0	8	1
R2INDX	ET090033	3	1998	8	50	1	1	88	1
R2INDX	ET090034	1	1997	1	175	1	1	88	1
R2INDX	ET090034	2	1998	1	356	1	1	88	1
R2INDX	ET090037	1	1995	2	95	1	0	8	1
R2INDX	ET090037	2	1996	2	137	1	1	88	1
R2INDX	ET090037	3	1998	2	260	1	1	88	1
R2INDX	ET090037	4	1999	6	100	2	0	12	1
R2INDX	ET090039	1	1994	8	200	19	1	88	1
R2INDX	ET090039	2	1994	2	136	1	0	8	1
R2INDX	ET090039	3	1995	2	140	1	1	88	1
R2INDX	ET090039	4	1996	2	136	1	1	88	1
R2INDX	ET090039	5	1997	2	136	1	1	88	1
R2INDX	ET090039	6	1998	2	118.800003051758	1	0	8	1
R2INDX	ET090042	1	1996	1	142.5	1	0	2	1
R2INDX	ET090042	2	1997	1	437.799987792969	1	1	88	1
R2INDX	ET090043	1	1994	2	150	1	0	2	1
R2INDX	ET090043	2	1996	2	264.200012207031	1	1	88	1
R2INDX	ET090045	1	1995	1	403.700012207031	1	0	2	1
R2INDX	ET090045	2	1996	1	561	1	1	88	1
R2INDX	ET090045	3	1997	1	600	1	1	88	1
R2INDX	ET090045	4	1998	1	558	1	1	88	1
R2INDX	ET090046	1	1994	2	95	1	1	88	1
R2INDX	ET090046	2	1995	2	160	1	0	8	1
R2INDX	ET090046	3	1997	2	210	1	1	88	1
R2INDX	ET090046	4	1996	7	310	1	1	88	2
R2INDX	ET090046	5	1998	7	961.349975585938	14	0	8	2
R2INDX	ET090046	6	1998	6	200	2	0	8	1
R2INDX	ET090047	1	1995	2	95	2	0	8	1
R2INDX	ET090047	2	1996	2	137	2	1	88	1
R2INDX	ET090047	3	1998	2	137	2	1	88	1
R2INDX	ET090047	4	1994	6	550	12	1	88	1
R2INDX	ET090047	5	1995	6	660	2	1	88	1
R2INDX	ET090047	6	1996	6	770	14	1	88	1
R2INDX	ET090047	7	1997	6	1320	18	1	88	1
R2INDX	ET090047	8	1998	6	1100	14	0	8	1
R2INDX	ET090050	1	1995	1	330	1	0	2	1
R2INDX	ET090050	2	1996	1	162.5	1	1	88	1
R2INDX	ET090050	3	1997	1	113.75	1	1	88	1
R2INDX	ET090050	4	1998	1	195	1	1	88	1
R2INDX	ET090051	1	1994	2	260	1	0	2	1
R2INDX	ET090051	2	1995	2	130	1	1	88	1
R2INDX	ET090051	3	1996	2	280	1	1	88	1
R2INDX	ET090051	4	1997	2	255	1	1	88	1
R2INDX	ET090051	5	1998	2	237	1	1	88	1
R2INDX	ET090051	6	1998	7	300	1	0	8	2
R2INDX	ET090051	7	1998	8	300	1	1	88	1
R2INDX	ET090052	1	1993	7	400	1	1	88	2
R2INDX	ET090052	2	1994	7	500	1	1	88	2
R2INDX	ET090052	3	1995	7	600	19	1	88	2
R2INDX	ET090052	4	1996	7	700	19	1	88	2
R2INDX	ET090052	5	1997	7	800	1	1	88	2
R2INDX	ET090052	6	1998	7	1000	1	0	8	2
R2INDX	ET090053	1	1994	2	95	1	1	88	1
R2INDX	ET090053	2	1996	2	110	1	1	88	1
R2INDX	ET090053	3	1997	2	268	1	1	88	1
R2INDX	ET090053	4	1998	6	400	6	1	88	1
R2INDX	ET090053	5	1995	7	480	1	1	88	2
R2INDX	ET090053	6	1996	7	440	1	1	88	2
R2INDX	ET090053	7	1997	7	660	1	1	88	2
R2INDX	ET090053	8	1998	7	880	1	0	8	2
R2INDX	ET090054	1	1995	1	495	1	0	8	2
R2INDX	ET090054	2	1996	1	491	1	1	88	2
R2INDX	ET090054	3	1997	1	515	1	1	88	2
R2INDX	ET090054	4	1998	1	521.5	1	1	88	2
R2INDX	ET090056	1	1995	7	1500	2	0	2	2
R2INDX	ET090056	2	1996	7	800	2	0	2	2
R2INDX	ET090056	3	1997	7	600	2	0	2	2
R2INDX	ET090057	1	1996	1	161	1	1	88	1
R2INDX	ET090057	2	1997	1	161	1	1	88	1
R2INDX	ET090057	3	1998	1	171	1	0	8	1
R2INDX	ET090058	1	1999	8	600	4	0	2	1
R2INDX	ET090058	2	1998	8	250	4	0	2	1
R2INDX	ET090059	1	1998	8	150	7	1	88	1
R2INDX	ET090059	2	1994	8	200	7	0	11	1
R2INDX	ET090060	1	1994	7	800	1	1	88	3
R2INDX	ET090060	2	1995	7	900	1	1	88	3
R2INDX	ET090060	3	1996	7	1150	1	1	88	3
R2INDX	ET090060	4	1997	7	1000	1	1	88	3
R2INDX	ET090060	5	1998	7	1000	1	0	8	3
R2INDX	ET090062	1	1998	7	800	1	1	88	2
R2INDX	ET090063	1	1996	1	190	1	1	88	1
R2INDX	ET090063	2	1997	1	390	1	1	88	1
R2INDX	ET090063	3	1998	1	195	1	0	6	1
R2INDX	ET090064	1	1998	1	780	1	0	6	1
R2INDX	ET090065	1	1998	7	250	1	0	8	1
R2INDX	ET090066	1	1998	7	600	1	0	8	1
R2INDX	ET090067	1	1994	1	118	1	1	88	1
R2INDX	ET090067	2	1995	1	163	1	0	2	1
R2INDX	ET090067	3	1996	1	252	1	1	88	1
R2INDX	ET090067	4	1997	1	268.899993896484	1	1	88	1
R2INDX	ET090067	5	1998	1	115	1	1	88	1
R2INDX	ET090067	6	1998	7	400	1	0	8	2
R2INDX	ET090068	1	1995	1	232	1	0	2	1
R2INDX	ET090068	2	1996	1	230	1	1	88	1
R2INDX	ET090068	3	1997	1	250	1	1	88	1
