FORMNO	CHILDID	PLOTID	LAREA	LUNIT	LOWN	LUSE	TRANS	COLLAT	TRANSID	PLINCOME	PLVALUE	PLCOST	CRPRAIN1	CRPRAIN2	CROPDRY1	CROPDRY2	IRRIGAT	PERIRRIG
R2INDX	ET010001	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010002	1	10	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010004	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010005	1	6	17	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R2INDX	ET010006	1	18	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010007	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010008	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010009	1	105	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	ET010010	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010011	1	12	17	2	3	0	0	88	1	600	0	 	 	 	 	 	 
R2INDX	ET010012	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010014	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010015	1	6	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010016	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010017	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010018	1	29	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010020	1	170	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010021	1	28	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010022	1	50	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010023	1	40	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010024	1	60	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010025	1	60	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010026	1	12	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010027	1	6	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010028	1	50	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010029	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010030	1	480	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010031	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010032	1	40	17	2	3	0	0	88	1	540	0	 	 	 	 	 	 
R2INDX	ET010033	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010035	1	18	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010036	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010037	1	28	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010038	1	30	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010040	1	18	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010041	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010042	1	25	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010043	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010043	2	9	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010044	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010045	1	6	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010046	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010047	1	300	17	1	1	1	1	4	 	 	 	 	 	 	 	 	 
R2INDX	ET010048	1	10	17	3	1	0	0	88	0	-88	250	 	 	 	 	 	 
R2INDX	ET010049	1	8	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010050	1	16	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	ET010051	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010052	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010053	1	60	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010054	1	300	17	1	1	1	1	80	0	-88	-88	 	 	 	 	 	 
R2INDX	ET010055	1	300	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	ET010056	1	18	17	1	1	1	1	1	0	-88	-88	 	 	 	 	 	 
R2INDX	ET010057	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010058	1	5	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010059	1	36	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010060	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010061	1	32	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010062	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010062	2	2	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010063	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010064	1	40.1500015258789	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010065	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010066	1	56	17	2	3	0	0	88	1	1660	0	 	 	 	 	 	 
R2INDX	ET010067	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010068	1	8	17	2	1	0	0	88	0	-88	-88	 	 	 	 	 	 
R2INDX	ET010069	1	40	17	2	1	0	0	88	0	-88	-88	 	 	 	 	 	 
R2INDX	ET010070	1	14	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010071	1	2.25	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010072	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010073	1	50	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010074	1	20	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010075	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010076	1	16	17	2	1	0	0	88	0	-88	-88	 	 	 	 	 	 
R2INDX	ET010077	1	12	17	2	1	0	0	88	0	-88	-88	 	 	 	 	 	 
R2INDX	ET010079	1	12.5	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010080	1	15	17	2	3	0	0	88	1	1000	0	 	 	 	 	 	 
R2INDX	ET010081	1	56	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010082	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010083	1	28	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010084	1	12.5	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010085	1	6	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010086	1	6	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010087	1	12	17	2	1	0	0	88	0	-88	-88	 	 	 	 	 	 
R2INDX	ET010088	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010089	1	18	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010090	1	205	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	ET010090	2	175	17	1	9	1	1	1	1	1700	500	 	 	 	 	 	 
R2INDX	ET010091	1	64	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	ET010091	2	28	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010092	1	40	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010093	1	72	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010094	1	27	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010095	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010096	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010097	1	36	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET010098	1	10	17	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	ET010099	1	80	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	ET010100	1	60	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020001	1	21	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020002	1	24	17	2	1	2	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020003	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020004	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020005	1	60	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020007	1	12	17	1	1	77	77	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020007	2	9	17	1	9	77	77	88	1	480	0	 	 	 	 	 	 
R2INDX	ET020008	1	200	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	ET020011	1	20	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020012	1	34	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020013	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020014	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020015	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020016	1	.5	5	1	1	1	1	7	 	 	 	 	 	 	 	 	 
R2INDX	ET020016	2	3	5	1	5	1	1	7	 	 	 	8	88	88	88	0	88
R2INDX	ET020016	3	2	5	1	5	1	1	7	 	 	 	15	88	88	88	0	88
R2INDX	ET020016	4	1	5	1	5	1	1	7	 	 	 	42	88	88	88	0	88
R2INDX	ET020017	1	9	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020018	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020019	1	60	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020020	1	200	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020021	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020022	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020023	1	21	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020024	1	131	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020025	1	108	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020026	1	-77	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020027	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020028	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020029	1	16	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	ET020030	1	80	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020031	1	200	17	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	ET020032	1	32	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020033	1	9.5	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020034	1	106	17	2	4	1	0	88	 	 	 	44	27	88	88	0	88
R2INDX	ET020035	1	12	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020035	2	.25	4	3	7	0	0	88	 	 	 	10	39	88	88	0	88
R2INDX	ET020036	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020037	1	.5	2	1	10	0	0	88	1	360	230	 	 	 	 	 	 
R2INDX	ET020037	2	250	17	2	2	0	0	88	 	 	 	8	123	88	88	0	88
R2INDX	ET020037	3	170	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020038	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020039	1	40	17	2	2	0	0	88	 	 	 	44	88	88	88	0	88
R2INDX	ET020040	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020041	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020041	2	2	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020042	1	13.5	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020042	2	1.5	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020043	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020044	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020045	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020046	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020047	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020047	2	6	17	1	8	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	ET020048	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020049	1	12	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020049	2	34	17	1	9	0	0	88	1	120	8	 	 	 	 	 	 
R2INDX	ET020050	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020051	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020052	1	200	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020053	1	21	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020054	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020055	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020056	1	3	17	3	1	77	77	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020057	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020058	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020059	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020060	1	100	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020060	2	4	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020060	3	2.5	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020061	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020061	2	4	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020062	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020064	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020064	2	2	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020065	1	8	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020066	1	10	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020067	1	35	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	ET020067	2	12	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020068	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020070	1	12	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	ET020071	1	6	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020071	2	4	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020072	1	120	17	1	1	1	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020073	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020074	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020075	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020076	1	100	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020076	2	4	5	1	5	0	0	88	 	 	 	8	15	88	88	0	88
R2INDX	ET020077	1	32	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020078	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020079	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020080	1	4	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020081	1	36	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020081	2	4	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020082	1	36	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020083	1	6	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020084	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020085	1	4	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020086	1	300	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	ET020087	1	5.19999980926514	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020088	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020089	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020090	1	150	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020091	1	61	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	ET020092	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020093	1	12	17	2	1	1	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020094	1	40	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020095	1	32	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020096	1	18	7	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020097	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020098	1	150	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET020099	1	300	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	ET020100	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030001	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030002	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030003	1	66	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030004	1	24	17	1	1	2	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030005	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030006	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030007	1	10	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030008	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030009	1	8	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030010	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030011	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030012	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030013	1	250	17	3	1	1	1	80	1	1440	0	 	 	 	 	 	 
R2INDX	ET030014	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030015	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030016	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030017	1	4	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030018	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030019	1	32	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030020	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030021	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030022	1	4	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030023	1	14	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030024	1	134	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	ET030025	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030026	1	10	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030027	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030028	1	150	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030029	1	25	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030031	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030032	1	18	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030033	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030034	1	55	17	1	3	1	1	1	1	2400	500	 	 	 	 	 	 
R2INDX	ET030035	1	12	17	2	3	0	0	88	1	1560	0	 	 	 	 	 	 
R2INDX	ET030035	2	10	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030036	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030037	1	80	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030038	1	-77	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030039	1	28	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030040	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030041	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030043	1	180	17	1	3	1	1	80	1	2800	100	 	 	 	 	 	 
R2INDX	ET030044	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030045	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030046	1	8	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030047	1	32	17	2	3	0	0	88	1	1200	0	 	 	 	 	 	 
R2INDX	ET030048	1	24	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030051	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030052	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030053	1	8	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030053	2	4	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030054	1	36	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030055	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030056	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030057	1	9	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030058	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030059	1	36	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030060	1	160	17	1	1	1	1	2	 	 	 	 	 	 	 	 	 
R2INDX	ET030061	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030062	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030063	1	450	17	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	ET030063	2	60	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030064	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030065	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030066	1	12	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030067	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030067	2	8	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030068	1	16	17	5	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030068	2	300	17	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R2INDX	ET030068	3	12	17	5	9	0	0	88	1	960	60	 	 	 	 	 	 
R2INDX	ET030069	1	57	17	5	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030070	1	18	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030071	1	5	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030072	1	16	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030073	1	12	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030074	1	12	17	2	1	2	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030075	1	28	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030077	1	24	17	1	3	1	1	1	1	2400	0	 	 	 	 	 	 
R2INDX	ET030078	1	18	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030079	1	40	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030080	1	-77	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030081	1	12	17	2	1	77	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030082	1	15	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030082	2	9	17	2	8	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030083	1	35	17	2	1	1	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030084	1	29	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030085	1	7	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030086	1	16	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030087	1	12	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030088	1	300	17	1	1	1	1	80	 	 	 	 	 	 	 	 	 
R2INDX	ET030089	1	20	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030090	1	20	17	2	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030091	1	18	17	3	1	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030093	1	150	17	2	3	0	0	88	 	 	 	 	 	 	 	 	 
R2INDX	ET030094	1	27	17	1	1	0	0	88	 	 	 	 	 	 	 	 	 
