FORMNO	CHILDID	PASSID	PASSET	NUMPRNT	NUMPASS	VALPASS	DECPASS
R2INDX	ET070080	2	4	0	1	17	1
R2INDX	ET070081	1	1	0	3	-77	1
R2INDX	ET070081	2	4	0	2	30	1
R2INDX	ET070082	1	1	0	13	100	1
R2INDX	ET070082	2	4	0	2	42	1
R2INDX	ET070083	1	1	0	8	380	1
R2INDX	ET070083	2	4	0	1	20	1
R2INDX	ET070084	1	4	0	2	40	1
R2INDX	ET070084	2	1	0	6	90	1
R2INDX	ET070085	1	1	0	3	40	2
R2INDX	ET070085	2	4	0	0	-77	90
R2INDX	ET070086	1	1	0	4	42	1
R2INDX	ET070086	2	4	0	1	15	1
R2INDX	ET070087	1	23	0	6	24	3
R2INDX	ET070088	1	1	0	7	35	1
R2INDX	ET070088	2	4	0	1	30	1
R2INDX	ET070089	1	1	0	2	10	1
R2INDX	ET070090	1	1	0	1	12	80
R2INDX	ET070090	2	4	0	1	30	80
R2INDX	ET070091	1	1	0	5	65	80
R2INDX	ET070091	2	4	0	1	30	80
R2INDX	ET070094	1	1	0	7	67	1
R2INDX	ET070094	2	4	0	1	12	1
R2INDX	ET070095	1	1	0	1	80	16
R2INDX	ET070095	2	4	0	1	30	16
R2INDX	ET070096	1	1	0	2	29	1
R2INDX	ET070097	1	1	1	4	39	80
R2INDX	ET070097	2	4	0	1	10	80
R2INDX	ET070098	1	1	0	2	20	1
R2INDX	ET070098	2	4	0	1	12	1
R2INDX	ET070099	1	1	0	2	30	80
R2INDX	ET070099	2	1	0	1	36	80
R2INDX	ET070100	1	1	0	7	50	1
R2INDX	ET070100	2	4	0	1	17	1
R2INDX	ET080001	1	1	0	1	15	80
R2INDX	ET080002	1	13	2	6	255	1
R2INDX	ET080003	1	30	1	1	600	1
R2INDX	ET080004	1	30	2	0	-88	90
R2INDX	ET080005	1	1	0	4	46	80
R2INDX	ET080005	2	4	0	1	40	80
R2INDX	ET080006	1	1	0	6	31	80
R2INDX	ET080006	2	4	0	1	50	80
R2INDX	ET080007	1	1	0	5	55	1
R2INDX	ET080009	1	4	1	0	-88	90
R2INDX	ET080009	2	1	0	4	32	3
R2INDX	ET080010	1	30	2	0	0	90
R2INDX	ET080011	1	1	0	2	35	1
R2INDX	ET080012	1	1	0	8	85	1
R2INDX	ET080012	2	4	0	1	70	1
R2INDX	ET080013	1	4	0	1	20	1
R2INDX	ET080013	2	1	0	5	18	1
R2INDX	ET080014	1	1	2	3	70	1
R2INDX	ET080014	2	4	0	10	150	1
R2INDX	ET080015	1	1	4	0	0	90
R2INDX	ET080016	1	4	0	1	110	1
R2INDX	ET080016	2	1	0	3	70	1
R2INDX	ET080017	1	1	0	11	300	1
R2INDX	ET080018	1	4	1	0	-88	90
R2INDX	ET080018	2	1	0	2	35	1
R2INDX	ET080019	1	1	0	16	250	1
R2INDX	ET080020	1	4	0	1	100	1
R2INDX	ET080020	2	1	0	4	48	1
R2INDX	ET080021	1	4	0	2	160	1
R2INDX	ET080021	2	1	0	7	85	1
R2INDX	ET080022	1	1	0	10	255	80
R2INDX	ET080022	2	4	0	1	30	80
R2INDX	ET080023	1	4	0	1	85	1
R2INDX	ET080023	2	1	0	2	15	1
R2INDX	ET080024	1	1	0	8	56	1
R2INDX	ET080024	2	4	0	1	100	1
R2INDX	ET080027	1	1	0	14	200	1
R2INDX	ET080027	2	2	0	2	2400	1
R2INDX	ET080028	1	4	0	1	100	1
R2INDX	ET080028	2	1	0	4	39	1
R2INDX	ET080029	1	1	0	2	22	80
R2INDX	ET080029	2	4	0	1	45	80
R2INDX	ET080030	1	4	0	1	60	80
R2INDX	ET080030	2	1	0	3	21	80
R2INDX	ET080031	1	1	0	5	290	1
R2INDX	ET080032	1	1	0	3	80	80
R2INDX	ET080033	1	4	0	1	100	1
R2INDX	ET080033	2	1	0	4	30	1
R2INDX	ET080034	1	1	2	12	100	1
R2INDX	ET080035	1	1	0	60	1000	6
R2INDX	ET080035	2	5	0	2	10000	6
R2INDX	ET080035	3	2	0	1	1000	6
R2INDX	ET080037	1	1	0	12	200	1
R2INDX	ET080039	1	20	0	2	180	1
R2INDX	ET080040	1	1	0	2	60	1
R2INDX	ET080041	1	4	0	1	60	1
R2INDX	ET080041	2	1	0	4	62	1
R2INDX	ET080042	1	1	-88	12	280	1
R2INDX	ET080043	1	4	0	1	100	1
R2INDX	ET080043	2	1	0	6	80	1
R2INDX	ET080044	1	1	4	0	0	90
R2INDX	ET080045	1	1	0	1	30	1
R2INDX	ET080046	1	1	0	2	12	80
R2INDX	ET080047	1	4	0	1	30	1
R2INDX	ET080047	2	1	0	4	26	1
R2INDX	ET080048	1	1	2	9	150	80
R2INDX	ET080049	1	1	0	7	46	80
R2INDX	ET080049	2	4	0	1	50	80
R2INDX	ET080050	1	1	2	0	0	90
R2INDX	ET080051	1	4	1	0	0	90
R2INDX	ET080051	2	1	3	0	0	90
R2INDX	ET080052	1	1	0	12	200	80
R2INDX	ET080053	1	4	0	1	12	1
R2INDX	ET080053	2	1	0	6	72	1
R2INDX	ET080054	1	1	0	11	250	1
R2INDX	ET080055	1	1	2	0	0	90
R2INDX	ET080056	1	1	0	10	150	1
R2INDX	ET080057	1	4	0	1	15	1
R2INDX	ET080057	2	1	0	6	50	1
R2INDX	ET080058	1	4	0	1	80	1
R2INDX	ET080058	2	1	0	3	32	1
R2INDX	ET080059	1	4	1	0	0	90
R2INDX	ET080059	2	1	6	0	0	90
R2INDX	ET080060	1	1	0	2	40	1
R2INDX	ET080060	2	5	1	0	0	90
R2INDX	ET080061	1	1	0	5	131	1
R2INDX	ET080062	1	4	1	0	0	90
R2INDX	ET080062	2	1	6	0	0	90
R2INDX	ET080063	1	4	0	1	50	1
R2INDX	ET080063	2	1	2	4	32	1
R2INDX	ET080065	1	1	0	2	37	1
R2INDX	ET080066	1	1	5	0	0	90
R2INDX	ET080067	1	30	0	3	7900	1
R2INDX	ET080068	1	1	0	4	50	1
R2INDX	ET080069	1	1	0	5	131	1
R2INDX	ET080070	1	1	0	2	100	1
R2INDX	ET080072	1	4	0	1	40	1
R2INDX	ET080072	2	1	0	8	102	1
R2INDX	ET080073	1	1	0	4	90	1
R2INDX	ET080073	2	4	0	1	70	0
R2INDX	ET080074	1	1	0	5	302	1
R2INDX	ET080075	1	16	1	0	-88	90
R2INDX	ET080076	1	1	0	3	43	1
R2INDX	ET080078	1	30	4	0	0	90
R2INDX	ET080079	1	30	0	2	3000	1
R2INDX	ET080080	1	1	0	2	32	1
R2INDX	ET080081	1	1	0	11	136	1
R2INDX	ET080082	1	1	0	10	167	1
R2INDX	ET080083	1	1	0	5	135	1
R2INDX	ET080084	1	1	20	0	0	90
R2INDX	ET080085	1	1	0	1	50	1
R2INDX	ET080086	1	4	0	1	100	2
R2INDX	ET080086	2	1	0	3	45	2
R2INDX	ET080087	1	1	6	5	200	80
R2INDX	ET080088	1	1	0	10	150	1
R2INDX	ET080089	1	1	0	5	45	1
R2INDX	ET080091	1	4	0	1	100	1
R2INDX	ET080091	2	1	0	2	25	1
R2INDX	ET080092	1	1	1	15	120	1
R2INDX	ET080093	1	4	1	0	-88	90
R2INDX	ET080093	2	1	0	4	40	1
R2INDX	ET080094	1	1	0	5	151	1
R2INDX	ET080095	1	1	0	1	30	1
R2INDX	ET080095	2	5	1	0	0	90
R2INDX	ET080096	1	4	0	1	90	1
R2INDX	ET080096	2	1	0	3	42	1
R2INDX	ET080097	1	1	0	6	160	1
R2INDX	ET080098	1	1	0	1	60	1
R2INDX	ET080098	2	5	1	0	0	90
R2INDX	ET080099	1	1	0	5	131	1
R2INDX	ET080100	1	1	2	0	0	90
R2INDX	ET080100	2	30	3	0	0	90
R2INDX	ET090001	1	1	0	1	23	80
R2INDX	ET090001	2	4	1	0	-88	88
R2INDX	ET090001	3	8	1	1	30	80
R2INDX	ET090002	1	1	0	4	22	1
R2INDX	ET090002	2	3	0	1	300	1
R2INDX	ET090002	3	4	0	2	10	1
R2INDX	ET090003	1	1	0	16	500	80
R2INDX	ET090004	1	30	0	1	1	2
R2INDX	ET090005	1	1	0	2	20	80
R2INDX	ET090005	2	4	0	2	136	80
R2INDX	ET090006	1	1	0	2	22	2
R2INDX	ET090007	1	1	0	4	80	1
R2INDX	ET090008	1	1	0	5	55	1
R2INDX	ET090008	2	4	0	2	16	1
R2INDX	ET090009	1	1	0	4	55	1
R2INDX	ET090009	2	4	0	2	70	1
R2INDX	ET090010	1	1	0	10	163	1
R2INDX	ET090011	1	4	0	1	100	1
R2INDX	ET090011	2	1	0	4	32	1
R2INDX	ET090012	1	1	2	10	250	1
R2INDX	ET090013	1	2	2	2	-77	9
R2INDX	ET090014	1	1	0	2	48	1
R2INDX	ET090014	2	4	0	1	32	1
R2INDX	ET090015	1	1	0	6	112	1
R2INDX	ET090015	2	4	0	2	36	1
R2INDX	ET090016	1	4	0	3	75	1
R2INDX	ET090016	2	1	0	8	59	1
R2INDX	ET090017	1	4	0	2	700	1
R2INDX	ET090017	2	1	0	3	50	1
R2INDX	ET090018	1	1	0	14	420	1
R2INDX	ET090020	1	1	0	12	70	1
R2INDX	ET090020	2	4	0	2	30	1
R2INDX	ET090021	1	1	0	6	99.5999984741211	1
R2INDX	ET090022	1	1	0	20	200	1
R2INDX	ET090023	1	1	0	4	25	1
R2INDX	ET090023	2	4	0	1	50	1
R2INDX	ET090024	1	1	1	16	250	1
R2INDX	ET090025	1	1	0	3	56	1
R2INDX	ET090025	2	4	0	1	9	1
R2INDX	ET090026	1	4	0	1	65	1
R2INDX	ET090026	2	1	0	3	50	1
R2INDX	ET090027	1	4	0	2	150	1
R2INDX	ET090027	2	1	0	4	98	1
R2INDX	ET090028	1	4	0	1	100	1
R2INDX	ET090030	1	1	0	2	40	80
R2INDX	ET090031	1	1	0	6	112	2
R2INDX	ET090031	2	4	0	3	60	2
R2INDX	ET090033	1	1	0	2	30	1
R2INDX	ET090033	2	4	0	1	25	1
R2INDX	ET090034	1	1	0	5	85	1
R2INDX	ET090034	2	4	0	2	30	1
R2INDX	ET090035	1	30	0	3	31	1
R2INDX	ET090036	1	1	0	12	250	1
R2INDX	ET090037	1	1	0	3	27	1
R2INDX	ET090037	2	4	0	1	35	1
R2INDX	ET090038	1	4	0	1	80	3
R2INDX	ET090038	2	6	0	2	54	3
R2INDX	ET090039	1	1	0	3	23	1
R2INDX	ET090039	2	4	0	1	45	1
R2INDX	ET090040	1	4	0	1	70	1
R2INDX	ET090040	2	1	0	15	150	1
R2INDX	ET090041	1	1	0	2	43	1
R2INDX	ET090041	2	4	0	2	20	1
R2INDX	ET090042	1	1	0	4	47	1
R2INDX	ET090042	2	4	0	2	14	1
R2INDX	ET090043	1	1	0	14	200	1
R2INDX	ET090044	1	4	0	1	125	1
R2INDX	ET090044	2	1	0	10	150	1
R2INDX	ET090045	1	1	0	5	187	1
R2INDX	ET090046	1	1	0	4	35	80
R2INDX	ET090046	2	4	0	1	40	80
R2INDX	ET090047	1	1	0	1	30	1
R2INDX	ET090047	2	4	0	1	60	1
R2INDX	ET090048	1	1	1	12	180	1
R2INDX	ET090049	1	1	77	4	58	5
R2INDX	ET090050	1	1	0	3	75	1
R2INDX	ET090051	1	1	3	10	100	1
R2INDX	ET090052	1	4	0	2	40	1
R2INDX	ET090052	2	1	0	17	60	1
R2INDX	ET090053	1	1	0	2	50	80
R2INDX	ET090053	2	4	0	2	85	80
R2INDX	ET090054	1	1	0	5	55	2
R2INDX	ET090055	1	1	5	0	60	90
R2INDX	ET090056	1	1	1	3	90	1
R2INDX	ET090056	2	4	0	1	40	1
R2INDX	ET090057	1	1	0	6	145	1
R2INDX	ET090058	1	1	0	4	116	1
R2INDX	ET090059	1	1	0	6	100	1
R2INDX	ET090060	1	4	0	1	75	2
R2INDX	ET090060	2	1	0	12	100	2
R2INDX	ET090061	1	23	2	1	50	2
R2INDX	ET090062	1	1	0	3	76	1
R2INDX	ET090063	1	1	0	3	73	1
R2INDX	ET090063	2	4	0	1	20	1
R2INDX	ET090064	1	1	0	6	114	1
R2INDX	ET090064	2	4	0	1	7	1
R2INDX	ET090065	1	13	1	5	40	80
R2INDX	ET090066	1	1	0	4	37	80
R2INDX	ET090067	1	4	0	2	100	1
R2INDX	ET090067	2	1	0	5	40	1
R2INDX	ET090068	1	1	0	2	50	80
R2INDX	ET090070	1	1	0	1	50	80
R2INDX	ET090071	1	1	0	42	1000	1
R2INDX	ET090071	2	2	0	1	1000	1
R2INDX	ET090071	3	39	0	2	20	1
R2INDX	ET090072	1	1	0	12	121	1
R2INDX	ET090074	1	1	0	2	70	1
R2INDX	ET090075	1	1	0	4	55	1
R2INDX	ET090075	2	4	0	1	20	1
R2INDX	ET090076	1	4	0	2	100	1
R2INDX	ET090076	2	1	0	5	100	1
R2INDX	ET090077	1	1	0	2	35	80
R2INDX	ET090078	1	1	0	16	210	1
R2INDX	ET090079	1	1	0	16	500	1
R2INDX	ET090080	1	22	3	7	60	1
R2INDX	ET090081	1	1	0	7	120	1
R2INDX	ET090081	2	4	0	1	25	1
R2INDX	ET090082	1	1	0	4	84	3
R2INDX	ET090083	1	1	2	16	300	1
R2INDX	ET090084	1	1	0	16	270	1
R2INDX	ET090085	1	1	0	2	75	1
R2INDX	ET090086	1	1	0	15	250	1
R2INDX	ET090087	1	1	0	10	150	1
R2INDX	ET090088	1	1	0	30	300	1
R2INDX	ET090089	1	1	0	16	230	1
R2INDX	ET090090	1	1	0	2	100	4
R2INDX	ET090092	1	4	0	1	50	80
R2INDX	ET090092	2	1	0	2	16	80
R2INDX	ET090093	1	30	0	3	65	1
R2INDX	ET090094	1	1	0	4	75	1
R2INDX	ET090095	1	4	0	1	100	1
R2INDX	ET090095	2	1	0	4	43	1
R2INDX	ET090096	1	1	0	11	250	1
R2INDX	ET100003	1	23	0	5	18	2
R2INDX	ET100004	1	30	0	1	700	80
R2INDX	ET100004	2	30	0	1	1200	80
R2INDX	ET100004	3	30	0	1	500	80
R2INDX	ET100005	1	30	-88	-88	-88	88
R2INDX	ET100006	1	23	0	4	28000	80
R2INDX	ET100010	1	22	3	0	0	90
R2INDX	ET100011	1	15	1	7	357	3
R2INDX	ET100012	1	15	0	49	309	1
R2INDX	ET100013	1	22	0	2	500	1
R2INDX	ET100014	1	15	0	4	120	2
R2INDX	ET100015	1	22	0	3	50	1
R2INDX	ET100016	1	13	0	3	47	2
R2INDX	ET100017	1	15	0	3	45	2
R2INDX	ET100017	2	19	0	3	50	2
R2INDX	ET100019	1	15	0	13	125	2
R2INDX	ET100021	1	22	7	0	-88	90
R2INDX	ET100022	1	15	0	14	105	2
R2INDX	ET100024	1	30	-88	-88	-88	88
R2INDX	ET100026	1	23	0	10	387	2
R2INDX	ET100028	1	12	0	6	42	1
R2INDX	ET100029	1	23	0	5	15	2
R2INDX	ET100032	1	30	-88	-88	-88	88
R2INDX	ET100033	1	19	0	2	18	1
R2INDX	ET100033	2	23	0	2	16	1
R2INDX	ET100033	3	15	0	2	80	1
R2INDX	ET100034	1	15	0	2	45	2
R2INDX	ET100034	2	19	0	4	60	2
R2INDX	ET100035	1	30	-88	-88	-88	88
R2INDX	ET100036	1	30	-88	-88	-88	88
R2INDX	ET100037	1	13	0	8	600	80
R2INDX	ET100038	1	30	-88	-88	-88	88
R2INDX	ET100039	1	30	-88	-88	-88	88
R2INDX	ET100040	1	10	0	4	4	2
R2INDX	ET100042	1	15	0	14	81	2
R2INDX	ET100043	1	13	0	2	80	80
R2INDX	ET100045	1	16	1	0	-88	90
R2INDX	ET100045	2	20	1	0	-88	90
R2INDX	ET100046	1	23	1	0	-88	90
R2INDX	ET100047	1	1	0	9	250	16
R2INDX	ET100048	1	15	0	4	100	2
R2INDX	ET100050	1	1	0	7	62	80
R2INDX	ET100051	1	23	0	3	100	1
R2INDX	ET100052	1	22	10	0	-88	90
R2INDX	ET100053	1	30	-88	-88	-88	88
R2INDX	ET100054	1	22	0	2	22	1
R2INDX	ET100055	1	22	10	0	88	90
R2INDX	ET100056	1	15	0	11	129	2
R2INDX	ET100057	1	30	-88	-88	-88	88
R2INDX	ET100059	1	30	-88	-88	-88	88
R2INDX	ET100060	1	22	2	3	30	1
R2INDX	ET100061	1	30	-88	-88	-88	88
R2INDX	ET100063	1	1	3	0	-88	90
R2INDX	ET100064	1	23	0	91	-77	80
R2INDX	ET100065	1	13	0	3	95	80
R2INDX	ET100066	1	30	0	1	5000	1
R2INDX	ET100066	2	23	0	3	150	1
R2INDX	ET100066	3	24	0	1	-88	1
R2INDX	ET100067	1	30	-88	-88	-88	88
R2INDX	ET100068	1	30	-88	-88	-88	88
R2INDX	ET100069	1	24	0	1	1500	1
R2INDX	ET100069	2	23	0	1	1600	1
R2INDX	ET100070	1	30	-88	-88	-88	88
R2INDX	ET100071	1	1	0	4	150	80
R2INDX	ET100074	1	30	-88	-88	-88	88
R2INDX	ET100075	1	22	0	12	1200	80
R2INDX	ET100076	1	15	0	11	80	2
R2INDX	ET100077	1	1	0	4	194	80
R2INDX	ET100078	1	30	0	7	-77	1
R2INDX	ET100079	1	19	0	2	28	2
R2INDX	ET100079	2	15	0	1	50	2
R2INDX	ET100079	3	30	0	1	40	2
R2INDX	ET100080	1	30	-88	-88	-88	88
R2INDX	ET100082	1	20	0	4	240	1
R2INDX	ET100082	2	16	1	0	88	90
R2INDX	ET100083	1	30	-88	-88	-88	88
R2INDX	ET100084	1	16	1	0	-88	90
R2INDX	ET100084	2	20	0	3	-77	1
R2INDX	ET100085	1	15	0	2	540	1
R2INDX	ET100085	2	19	0	2	20	1
R2INDX	ET100086	1	30	0	2	8	2
R2INDX	ET100087	1	15	0	4	80	5
R2INDX	ET100088	1	30	-88	-88	-88	88
R2INDX	ET100090	1	15	0	90	20000	80
R2INDX	ET100090	2	23	0	53	15000	80
R2INDX	ET100092	1	30	-88	-88	-88	88
R2INDX	ET100093	1	15	0	1	80	2
R2INDX	ET100093	2	19	0	3	180	2
R2INDX	ET100094	1	30	1	0	-88	90
R2INDX	ET100094	2	20	0	5	1500	2
R2INDX	ET100096	1	30	-88	-88	-88	88
R2INDX	ET100097	1	30	-88	-88	-88	88
R2INDX	ET100099	1	22	8	0	-88	90
R2INDX	ET110001	1	30	0	8	16	1
R2INDX	ET110002	1	30	-88	-88	-88	88
R2INDX	ET110003	1	1	0	68	600	1
R2INDX	ET110004	1	1	0	2	30	1
R2INDX	ET110004	2	4	0	1	90	1
R2INDX	ET110005	1	13	0	6	300	1
R2INDX	ET110006	1	1	0	14	360	1
R2INDX	ET110007	1	30	0	1	5	1
R2INDX	ET110008	1	30	0	3	18	3
R2INDX	ET110009	1	1	0	6	100	80
R2INDX	ET110011	1	1	0	6	182	1
R2INDX	ET110012	1	1	0	4	95	80
R2INDX	ET110012	2	4	0	2	85	1
R2INDX	ET110013	1	30	0	5	2500	80
R2INDX	ET110014	1	1	0	15	200	1
R2INDX	ET110015	1	1	0	15	200	1
R2INDX	ET110016	1	1	0	12	325	80
R2INDX	ET110017	1	1	0	15	200	1
R2INDX	ET110019	1	1	0	4	60	80
R2INDX	ET110019	2	4	0	4	100	1
R2INDX	ET110020	1	1	0	6	80	80
R2INDX	ET110021	1	1	0	16	250	80
R2INDX	ET110022	1	1	0	8	270	1
R2INDX	ET110023	1	1	0	12	90	80
R2INDX	ET110024	1	1	0	13	145	1
R2INDX	ET110025	1	1	0	12	226	1
R2INDX	ET110025	2	3	0	1	450	1
R2INDX	ET110026	1	1	0	19	450	1
R2INDX	ET110027	1	1	0	3	40	80
R2INDX	ET110027	2	4	2	0	-88	90
R2INDX	ET110028	1	30	-88	-88	-88	88
R2INDX	ET110029	1	30	-88	-88	-88	88
R2INDX	ET110030	1	1	0	11	200	80
R2INDX	ET110031	1	1	0	12	400	1
R2INDX	ET110032	1	1	0	8	220	3
R2INDX	ET110033	1	30	-88	-88	-88	88
R2INDX	ET110034	1	1	0	12	195	80
R2INDX	ET110035	1	22	0	2	30	1
R2INDX	ET110036	1	30	-88	-88	-88	88
R2INDX	ET110037	1	1	0	2	20	80
R2INDX	ET110037	2	4	0	2	70	1
R2INDX	ET110038	1	1	0	7	130	80
R2INDX	ET110039	1	1	0	20	200	1
R2INDX	ET110041	1	13	0	3	170	1
R2INDX	ET110042	1	1	0	1	90	1
R2INDX	ET110043	1	1	0	16	250	80
R2INDX	ET110045	1	30	-88	-88	-88	88
R2INDX	ET110046	1	15	0	8	200	2
R2INDX	ET110047	1	1	0	15	150	1
R2INDX	ET110048	1	1	0	7	84	80
R2INDX	ET110049	1	13	0	2	140	2
R2INDX	ET110051	1	1	0	32	250	1
R2INDX	ET110052	1	1	0	13	108	80
R2INDX	ET110053	1	1	0	8	110	16
R2INDX	ET110054	1	1	0	8	120	1
R2INDX	ET110054	2	8	0	1	-77	1
R2INDX	ET110055	1	1	0	23	450	80
R2INDX	ET110056	1	1	0	4	70	80
R2INDX	ET110056	2	4	0	2	60	2
R2INDX	ET110057	1	13	0	4	140	1
R2INDX	ET110058	1	16	1	0	-77	90
R2INDX	ET110059	1	13	0	5	260	80
R2INDX	ET110060	1	30	-88	-88	-88	88
R2INDX	ET110061	1	1	2	15	150	1
R2INDX	ET110063	1	1	0	5	45	3
R2INDX	ET110064	1	1	0	9	300	1
R2INDX	ET110065	1	1	0	6	80	80
R2INDX	ET110066	1	1	3	9	95	80
R2INDX	ET110067	1	30	-88	-88	-88	88
R2INDX	ET110068	1	13	4	6	75	1
R2INDX	ET110069	1	1	0	4	70	80
R2INDX	ET110069	2	4	0	2	50	1
R2INDX	ET110070	1	1	1	6	106	80
R2INDX	ET110071	1	1	0	19	315	80
R2INDX	ET110072	1	1	0	15	209	1
R2INDX	ET110073	1	1	0	9	130	1
R2INDX	ET110075	1	1	0	14	200	80
R2INDX	ET110076	1	30	-88	-88	-88	88
R2INDX	ET110077	1	1	0	4	75	80
R2INDX	ET110077	2	4	0	1	20	1
R2INDX	ET110078	1	1	0	9	120	80
R2INDX	ET110079	1	1	0	6	134	80
R2INDX	ET110080	1	1	0	7	110	80
R2INDX	ET110081	1	1	0	11	285	1
R2INDX	ET110082	1	1	0	9	120	1
R2INDX	ET110083	1	1	0	9	100	80
R2INDX	ET110084	1	13	0	3	80	1
R2INDX	ET110086	1	1	4	0	-88	90
R2INDX	ET110088	1	1	0	14	220	1
R2INDX	ET110088	2	8	0	2	35	1
R2INDX	ET110089	1	1	2	15	150	1
R2INDX	ET110091	1	1	0	4	60	80
R2INDX	ET110091	2	4	0	2	55	1
R2INDX	ET110092	1	1	0	12	190	1
R2INDX	ET110093	1	1	0	6	100	80
R2INDX	ET110094	1	1	0	6	120	80
R2INDX	ET110094	2	4	0	2	95	1
R2INDX	ET110096	1	1	0	17	390	80
R2INDX	ET110098	1	1	0	4	140	1
R2INDX	ET110098	2	4	0	1	90	1
R2INDX	ET110100	1	1	0	12	463	1
R2INDX	ET120001	1	1	0	5	45	1
R2INDX	ET120001	2	4	1	0	-88	88
R2INDX	ET120002	1	1	0	4	16	80
R2INDX	ET120004	1	1	0	4	80	80
R2INDX	ET120005	1	1	0	5	38	80
R2INDX	ET120005	2	4	0	1	12	80
R2INDX	ET120006	1	1	0	5	75	1
R2INDX	ET120006	2	4	0	1	20	1
R2INDX	ET120007	1	1	0	4	10	1
R2INDX	ET120007	2	4	0	1	5	1
R2INDX	ET120008	1	1	0	4	140	80
R2INDX	ET120008	2	4	0	1	10	1
R2INDX	ET120009	1	1	0	4	300	1
R2INDX	ET120009	2	6	1	0	-88	88
R2INDX	ET120010	1	4	0	3	150	80
R2INDX	ET120010	2	1	0	7	300	80
R2INDX	ET120010	3	6	0	2	20	80
R2INDX	ET120011	1	1	0	2	200	1
R2INDX	ET120011	2	6	1	0	-88	90
R2INDX	ET120012	1	1	1	2	47	1
R2INDX	ET120014	1	1	0	9	50	80
R2INDX	ET120014	2	4	0	1	8	80
R2INDX	ET120015	1	1	0	5	200	1
R2INDX	ET120015	2	4	0	1	30	1
R2INDX	ET120015	3	39	0	1	3	2
R2INDX	ET120016	1	4	0	1	40	80
R2INDX	ET120016	2	1	0	5	230	80
R2INDX	ET120016	3	6	0	1	7	80
R2INDX	ET120017	1	23	0	5	15	2
R2INDX	ET120018	1	1	0	2	7	1
R2INDX	ET120019	1	1	0	5	45	80
R2INDX	ET120019	2	4	0	1	200	80
R2INDX	ET120020	1	2	0	1	600	1
R2INDX	ET120021	1	1	0	4	60	1
R2INDX	ET120021	2	6	1	0	-88	88
R2INDX	ET120021	3	4	0	1	20	1
R2INDX	ET120023	1	1	0	4	-77	1
R2INDX	ET120023	2	4	0	1	177	1
R2INDX	ET120023	3	8	0	3	-77	1
R2INDX	ET120024	1	1	0	4	40	80
R2INDX	ET120024	2	4	0	1	15	80
R2INDX	ET120025	1	1	0	6	30	8
R2INDX	ET120025	2	4	0	2	50	8
R2INDX	ET120025	3	6	0	2	50	8
R2INDX	ET120026	1	1	0	8	500	80
R2INDX	ET120026	2	4	0	1	50	80
R2INDX	ET120026	3	6	0	2	10	80
R2INDX	ET120027	1	1	0	14	491	80
R2INDX	ET120027	2	4	0	2	32	80
R2INDX	ET120028	1	1	0	5	29	1
R2INDX	ET120028	2	4	0	1	5	1
R2INDX	ET120029	1	1	0	5	171	2
R2INDX	ET120029	2	4	0	1	12	2
R2INDX	ET120031	1	1	0	5	19	18
R2INDX	ET120031	2	4	0	1	10	18
R2INDX	ET120032	1	1	0	5	300	1
R2INDX	ET120032	2	4	0	1	10	1
R2INDX	ET120033	1	1	0	5	70	1
R2INDX	ET120034	1	4	0	1	60	1
R2INDX	ET120034	2	1	0	15	400	80
R2INDX	ET120034	3	6	0	2	12	1
R2INDX	ET120035	1	1	0	6	65	1
R2INDX	ET120035	2	4	0	2	210	1
R2INDX	ET120036	1	1	0	6	280	1
R2INDX	ET120036	2	4	0	1	20	1
R2INDX	ET120037	1	1	2	5	15	1
R2INDX	ET120037	2	6	0	1	12	1
R2INDX	ET120038	1	1	0	2	25	80
R2INDX	ET120038	2	4	0	1	20	80
R2INDX	ET120039	1	1	0	4	55	1
R2INDX	ET120039	2	4	0	1	50	1
R2INDX	ET120040	1	1	4	1	5	1
R2INDX	ET120040	2	4	1	0	-88	88
R2INDX	ET120041	1	4	0	1	70	1
R2INDX	ET120041	2	1	0	8	60	80
R2INDX	ET120042	1	1	0	6	340	16
R2INDX	ET120042	2	4	0	1	30	16
R2INDX	ET120043	1	1	0	7	160	80
R2INDX	ET120043	2	4	0	1	15	1
R2INDX	ET120044	1	1	0	2	10	1
R2INDX	ET120044	2	4	0	4	118	1
R2INDX	ET120045	1	1	0	4	50	1
R2INDX	ET120045	2	4	0	1	10	1
R2INDX	ET120046	1	1	0	6	46	80
R2INDX	ET120046	2	4	2	2	100	80
R2INDX	ET120047	1	4	0	2	100	1
R2INDX	ET120047	2	1	0	5	108	1
R2INDX	ET120048	1	1	0	3	215	1
R2INDX	ET120048	2	4	0	1	10	1
R2INDX	ET120049	1	1	0	2	10	1
R2INDX	ET120049	2	4	0	1	6	1
R2INDX	ET120050	1	1	0	4	225	80
R2INDX	ET120051	1	1	2	2	13	80
R2INDX	ET120051	2	4	0	1	10	80
R2INDX	ET120052	1	2	0	1	600	1
R2INDX	ET120053	1	1	3	2	13	80
R2INDX	ET120054	1	4	0	1	70	80
R2INDX	ET120054	2	1	0	4	52	80
R2INDX	ET120054	3	6	0	2	14	80
R2INDX	ET120055	1	1	0	7	224	1
R2INDX	ET120055	2	4	0	1	3	1
R2INDX	ET120056	1	1	0	8	400	80
R2INDX	ET120056	2	4	0	1	80	1
R2INDX	ET120056	3	6	0	1	6	1
R2INDX	ET120057	1	1	0	2	15	80
R2INDX	ET120057	2	4	0	1	30	80
R2INDX	ET120058	1	1	3	3	30	80
