FORMNO	CHILDID	CROPID	CROP	QNTHARV	VLCRSLD	CROPCOST
R28YRS	IN131044	4	30	.5	0	0
R28YRS	IN131044	5	37	2	1800	1100
R28YRS	IN131045	1	68	4	5600	7000
R28YRS	IN131045	2	32	2	3500	10000
R28YRS	IN131046	1	32	1.2	1800	2400
R28YRS	IN131046	2	30	.3	0	100
R28YRS	IN131047	1	32	0	0	4000
R28YRS	IN131048	1	53	1	0	800
R28YRS	IN131048	2	72	0	0	5000
R28YRS	IN131049	1	32	7.2	10600	30000
R28YRS	IN131049	2	30	0	0	200
R28YRS	IN141022	1	32	0	0	1000
R28YRS	IN151001	1	53	70	33600	20000
R28YRS	IN151002	1	53	50	20	17000
R28YRS	IN151003	1	53	20	16500	8000
R28YRS	IN151003	2	30	30	0	400
R28YRS	IN151003	3	18	30	54000	30000
R28YRS	IN151004	1	53	7	0	2000
R28YRS	IN151005	1	18	8	16000	6000
R28YRS	IN151005	2	30	4	4800	2000
R28YRS	IN151006	1	53	15	8000	2500
R28YRS	IN151006	2	18	18	18000	15000
R28YRS	IN151008	1	53	14	4000	1500
R28YRS	IN151009	1	18	4	6000	20000
R28YRS	IN151010	1	53	35	-77	13000
R28YRS	IN151010	2	18	20	20	20000
R28YRS	IN151012	1	18	5	15000	8000
R28YRS	IN151015	1	53	15	3000	6000
R28YRS	IN151015	2	30	2	5000	3000
R28YRS	IN151015	3	32	6	5400	2000
R28YRS	IN151016	1	53	14	0	5000
R28YRS	IN151017	1	60	2	6000	4000
R28YRS	IN151018	1	53	24	13000	13000
R28YRS	IN151018	2	60	2.5	7500	2500
R28YRS	IN151018	3	44	-77	7500	20000
R28YRS	IN151018	4	18	20	3500	30000
R28YRS	IN151018	5	72	2	2000	1500
R28YRS	IN151018	6	16	2	5600	20000
R28YRS	IN151018	7	75	5	5000	4000
R28YRS	IN151019	1	53	4	5000	10000
R28YRS	IN151019	2	60	1	2000	2500
R28YRS	IN151019	3	30	10	0	2500
R28YRS	IN151021	1	60	1	2400	1500
R28YRS	IN151022	1	18	4	4	3000
R28YRS	IN151022	2	53	14	0	5000
R28YRS	IN151023	1	53	50	0	18000
R28YRS	IN151025	1	60	2	5000	2450
R28YRS	IN151027	1	53	20	5000	5000
R28YRS	IN151028	1	53	40	15000	5000
R28YRS	IN151030	1	53	7	0	2500
R28YRS	IN151033	1	48	1	0	1600
R28YRS	IN151034	1	53	10	3000	1000
R28YRS	IN151034	2	18	2	0	700
R28YRS	IN151035	1	53	15	6500	1000
R28YRS	IN151038	1	53	35	18900	13000
R28YRS	IN151040	1	53	70	35000	14000
R28YRS	IN151040	2	18	35	70000	39000
R28YRS	IN151040	3	16	5	10000	5000
R28YRS	IN151041	1	18	8	2000	1500
R28YRS	IN151042	1	18	9	18000	10000
R28YRS	IN151043	1	53	0	0	10000
R28YRS	IN151044	1	53	20	11000	11000
R28YRS	IN151044	2	53	20	5000	10000
R28YRS	IN151045	1	53	15	0	4000
R28YRS	IN151045	2	18	10	16000	8000
R28YRS	IN151048	1	18	3	6000	3000
R28YRS	IN161002	1	30	70	1100	3500
R28YRS	IN161002	2	37	80	1500	3500
R28YRS	IN161004	1	37	6	2500	2000
R28YRS	IN161008	1	52	3	900	1500
R28YRS	IN161008	2	44	4	1600	1500
R28YRS	IN161009	1	44	6	3000	2000
R28YRS	IN161011	1	13	1	2000	1000
R28YRS	IN161011	2	44	2	3500	500
R28YRS	IN161011	3	48	1.5	3000	500
R28YRS	IN161013	1	53	10	5000	3000
R28YRS	IN161013	2	18	3	4500	2000
R28YRS	IN161013	3	44	10	5000	1500
R28YRS	IN161013	4	32	10	10000	5000
R28YRS	IN161014	1	18	12	24000	5000
R28YRS	IN161015	1	18	4	8000	5000
R28YRS	IN161015	2	44	10	4000	2000
R28YRS	IN161015	3	57	10	3000	1500
R28YRS	IN161016	1	57	10	7000	3000
R28YRS	IN161016	2	44	12	6000	2500
R28YRS	IN161016	3	18	11	17600	9000
R28YRS	IN161020	1	18	8	14400	10000
R28YRS	IN161020	2	16	7	24500	7000
R28YRS	IN161021	1	53	8	3200	20000
R28YRS	IN161021	2	37	8	3200	7000
R28YRS	IN161021	3	16	8	32000	30000
R28YRS	IN161022	1	18	20	40000	20000
R28YRS	IN161022	2	37	1.5	0	300
R28YRS	IN161025	1	48	-77	8000	1000
R28YRS	IN161025	2	53	10	5000	1000
R28YRS	IN161025	3	18	5	7500	2000
R28YRS	IN161028	1	18	10	20000	20000
R28YRS	IN161028	2	16	5	10000	10000
R28YRS	IN161029	1	18	60	118000	50000
R28YRS	IN161029	2	53	11	0	4000
R28YRS	IN161030	1	60	0	0	1000
R28YRS	IN161030	2	52	50	1000	950
R28YRS	IN161030	3	18	2	4000	13000
R28YRS	IN161031	1	18	70	126000	10000
R28YRS	IN161031	2	16	20	90000	65000
R28YRS	IN161031	3	53	6	3900	4000
R28YRS	IN161034	1	37	5	0	4000
R28YRS	IN161034	2	18	5	10000	10000
R28YRS	IN161034	3	16	9	18000	5000
R28YRS	IN161034	4	13	0	0	1000
R28YRS	IN161036	1	18	5	7500	3000
R28YRS	IN161036	2	16	10	20000	2000
R28YRS	IN161037	1	37	5	20000	30000
R28YRS	IN161037	2	18	8	15000	10000
R28YRS	IN161037	3	18	2	3600	2000
R28YRS	IN161037	4	18	3	5400	5000
R28YRS	IN161045	1	32	10	5000	0
R28YRS	IN161045	2	53	30	4000	2000
R28YRS	IN161046	1	53	30	0	3000
R28YRS	IN161046	2	37	5	2500	500
R28YRS	IN161046	3	13	2	3600	1000
R28YRS	IN161046	4	48	2	2200	400
R28YRS	IN161049	1	53	30	15000	12000
R28YRS	IN161049	2	32	6	13500	6000
R28YRS	IN171001	1	53	4	0	2000
R28YRS	IN171001	2	37	2	0	1000
R28YRS	IN171001	3	30	2	0	1000
R28YRS	IN171001	4	75	1	1000	500
R28YRS	IN171002	1	53	5	0	1500
R28YRS	IN171002	2	64	0	0	200
R28YRS	IN171003	1	53	10	3000	7000
R28YRS	IN171004	1	37	6	1500	1000
R28YRS	IN171004	2	57	1	600	1000
R28YRS	IN171004	3	13	.5	300	800
R28YRS	IN171005	1	44	20	11000	2000
R28YRS	IN171005	2	53	10	0	1500
R28YRS	IN171005	3	37	3	2400	600
R28YRS	IN171005	4	13	2	3200	800
R28YRS	IN171005	5	13	0	-77	2000
R28YRS	IN171006	1	53	8	1600	2500
R28YRS	IN171006	2	32	3	4800	3000
R28YRS	IN171006	3	44	6	3000	1000
R28YRS	IN171007	1	32	4	4800	2000
R28YRS	IN171008	1	37	3	-88	1000
R28YRS	IN171008	2	44	6	3600	3000
R28YRS	IN171008	3	57	4	2000	1500
R28YRS	IN171008	4	53	12	2400	2000
R28YRS	IN171008	5	53	10	2400	2000
R28YRS	IN171009	1	53	15	4000	5000
R28YRS	IN171009	2	53	15	4000	5000
R28YRS	IN171010	1	53	8	3000	2000
R28YRS	IN171011	1	37	4	0	1000
R28YRS	IN171011	2	13	8	9600	3100
R28YRS	IN171011	3	53	50	11400	4200
R28YRS	IN171011	4	32	6	7200	2800
R28YRS	IN171011	5	57	1	0	300
R28YRS	IN171011	6	30	.5	0	300
R28YRS	IN171012	1	37	.5	-88	750
R28YRS	IN171012	2	13	1	600	700
R28YRS	IN171014	1	53	14	-77	2000
R28YRS	IN171014	2	44	10	5000	1500
R28YRS	IN171014	3	57	2	-77	800
R28YRS	IN171014	4	37	4	-77	700
R28YRS	IN171015	1	44	.2	200	1000
R28YRS	IN171017	1	13	2	3400	1100
R28YRS	IN171017	2	37	2	1000	400
R28YRS	IN171019	1	37	1	0	300
R28YRS	IN171019	2	44	2	1300	400
R28YRS	IN171019	3	64	3	2000	700
R28YRS	IN171020	1	37	2	0	300
R28YRS	IN171020	2	44	12	3000	1000
R28YRS	IN171021	1	37	1	0	300
R28YRS	IN171021	2	57	9	3200	600
R28YRS	IN171022	1	18	4	7200	5000
R28YRS	IN171022	2	53	6	0	4000
R28YRS	IN171022	3	13	2.5	3300	2000
R28YRS	IN171022	4	37	5	0	2000
R28YRS	IN171022	5	13	2	3000	2000
R28YRS	IN171023	1	53	10	0	3000
R28YRS	IN171023	2	44	2	1000	800
R28YRS	IN171024	1	37	1	0	1500
R28YRS	IN171025	1	37	3	0	1300
R28YRS	IN171025	2	30	1	0	200
R28YRS	IN171025	3	57	3	1200	500
R28YRS	IN171025	4	64	2	1750	500
R28YRS	IN171025	5	13	1.5	1800	800
R28YRS	IN171026	1	53	28	7000	3000
R28YRS	IN171026	2	37	1	600	600
R28YRS	IN171026	3	52	2	3500	500
R28YRS	IN171026	4	75	4	2000	650
R28YRS	IN171026	5	72	4	1200	350
R28YRS	IN171027	1	37	.5	-88	1000
R28YRS	IN171027	2	75	4	1600	200
R28YRS	IN171028	1	13	3	4500	1500
R28YRS	IN171028	2	30	1	500	800
R28YRS	IN171029	1	53	10	2750	2000
R28YRS	IN171029	2	37	2	-77	800
R28YRS	IN171029	3	57	4	1500	600
R28YRS	IN171032	1	37	3	0	500
R28YRS	IN171032	2	53	25	6000	1000
R28YRS	IN171032	3	44	12	6000	500
R28YRS	IN171032	4	57	13	7200	1000
R28YRS	IN171033	1	57	4	2000	1000
R28YRS	IN171035	1	57	6	2000	1000
R28YRS	IN171035	2	37	3	0	1000
R28YRS	IN171037	1	53	10	2200	1500
R28YRS	IN171037	2	53	8	1850	1400
R28YRS	IN171037	3	37	4	88	900
R28YRS	IN171037	4	30	1	650	350
R28YRS	IN171038	1	44	10	6000	2500
R28YRS	IN171039	1	44	10	5000	3000
R28YRS	IN171040	1	57	6	2100	1850
R28YRS	IN171041	1	30	.5	0	1500
R28YRS	IN171042	1	53	60	20000	8000
R28YRS	IN171042	2	37	4	0	800
R28YRS	IN171042	3	30	3	4000	1000
R28YRS	IN171042	4	75	.5	0	200
R28YRS	IN171043	1	13	1	1400	600
R28YRS	IN171043	2	30	2	2100	400
R28YRS	IN171043	3	57	3	650	400
R28YRS	IN171044	1	30	2	1300	600
R28YRS	IN171044	2	44	6	3000	1500
R28YRS	IN171045	1	44	10	6000	1500
R28YRS	IN171046	1	53	6000	-77	2000
R28YRS	IN171046	2	44	4000	4000	1500
R28YRS	IN171046	3	53	3000	-77	1500
R28YRS	IN171046	4	25	5000	-77	600
R28YRS	IN171047	1	57	2	0	700
R28YRS	IN171047	2	57	.15	0	100
R28YRS	IN171048	1	57	5	0	1000
R28YRS	IN171048	2	53	4	0	800
R28YRS	IN171049	1	53	20	6500	8000
R28YRS	IN171050	1	44	22	8800	1000
R28YRS	IN171050	2	53	40	29600	2000
R28YRS	IN181001	1	53	15	3500	1000
R28YRS	IN181002	1	13	6	8400	2500
R28YRS	IN181002	2	30	.5	-88	200
R28YRS	IN181006	1	13	2	3200	1500
R28YRS	IN181006	2	53	6	-88	2400
R28YRS	IN181007	1	53	6	-88	1500
R28YRS	IN181008	1	13	2	2600	1500
R28YRS	IN181008	2	30	.5	-88	500
R28YRS	IN181009	1	13	8	9600	2000
R28YRS	IN181011	1	13	15	15000	3000
R28YRS	IN181011	2	30	2	1500	3000
R28YRS	IN181011	3	53	30	14000	5000
R28YRS	IN181016	1	53	9	3	2700
R28YRS	IN181016	2	13	6	7000	3000
R28YRS	IN181019	1	53	8	5200	4000
R28YRS	IN181019	2	53	7	4900	3800
R28YRS	IN181019	3	13	1	100	4000
R28YRS	IN181019	4	30	1	600	500
R28YRS	IN181020	1	53	25	10500	3000
R28YRS	IN181020	2	13	10	15000	1500
R28YRS	IN181020	3	30	.5	0	200
R28YRS	IN181021	1	53	35	12600	10000
R28YRS	IN181021	2	32	23.8	18000	5000
R28YRS	IN181022	1	13	2	2400	1500
R28YRS	IN181022	2	37	3	1400	1000
R28YRS	IN181022	3	53	15	7000	9000
R28YRS	IN181022	4	53	15	8400	10000
R28YRS	IN181023	1	37	6	4000	1200
R28YRS	IN181023	2	13	7	7600	1500
R28YRS	IN181024	1	53	8	0	1500
R28YRS	IN181024	2	37	1	0	400
R28YRS	IN181025	1	13	6	8900	1900
R28YRS	IN181025	2	53	12	2600	1800
R28YRS	IN181025	3	37	6	0	1200
R28YRS	IN181025	4	30	1	0	250
R28YRS	IN181025	5	53	10	0	1500
R28YRS	IN181026	1	53	42	15000	6000
R28YRS	IN181026	2	53	15	6000	3000
R28YRS	IN181026	3	37	4	-77	1000
R28YRS	IN181027	1	53	12	6	4000
R28YRS	IN181027	2	60	4	7000	1000
R28YRS	IN181028	1	53	12	2650	1800
R28YRS	IN181028	2	53	4	0	500
R28YRS	IN181028	3	37	2	0	520
R28YRS	IN181028	4	30	.5	300	20
R28YRS	IN181029	1	53	56	24000	10000
R28YRS	IN181029	2	53	28	9200	8000
R28YRS	IN181029	3	37	4	0	500
R28YRS	IN181029	4	13	2	2800	800
R28YRS	IN181029	5	32	6	10800	3100
R28YRS	IN181030	1	37	12	8000	2000
R28YRS	IN181030	2	53	8	-77	2400
R28YRS	IN181031	1	53	10	0	2000
R28YRS	IN181034	1	53	10	0	3000
R28YRS	IN181036	1	53	16	0	4000
R28YRS	IN181037	1	53	8	0	2000
R28YRS	IN181038	1	53	20	15	7500
R28YRS	IN181039	1	53	10	-77	2500
R28YRS	IN181039	2	13	3	4000	1500
R28YRS	IN181040	1	53	12	-77	3000
R28YRS	IN181040	2	37	2	-77	600
R28YRS	IN181040	3	30	.4	-77	100
R28YRS	IN181041	1	13	3.5	2800	2000
R28YRS	IN181041	2	53	4	-77	4000
R28YRS	IN181042	1	13	7	7000	3000
R28YRS	IN181047	1	13	5	6500	5000
R28YRS	IN181047	2	53	24.5	7500	7000
R28YRS	IN181048	1	53	26	14000	8000
R28YRS	IN181048	2	53	22	14000	8000
R28YRS	IN181048	3	75	4	5000	2000
R28YRS	IN181049	1	13	1	180	2000
R28YRS	IN191001	1	13	8	16000	3000
R28YRS	IN191002	1	13	7	10500	4000
R28YRS	IN191002	2	32	6	7200	2000
R28YRS	IN191004	1	13	2	2800	1500
R28YRS	IN191005	1	18	2	4000	3000
R28YRS	IN191005	2	53	0	0	2000
R28YRS	IN191005	3	23	8	4800	1000
R28YRS	IN191005	4	13	2	3000	1500
R28YRS	IN191005	5	37	2	800	1000
R28YRS	IN191006	1	32	9	12600	2000
R28YRS	IN191006	2	53	6	0	2000
R28YRS	IN191006	3	18	6	10800	15000
R28YRS	IN191007	1	13	5	8000	2500
R28YRS	IN191007	2	37	4	0	500
R28YRS	IN191007	3	53	20	4650	2000
R28YRS	IN191008	1	13	.8	1000	4000
R28YRS	IN191008	2	37	4	0	1500
R28YRS	IN191008	3	32	4	4000	1200
R28YRS	IN191009	1	53	5	0	4500
R28YRS	IN191009	2	32	6	6400	4800
R28YRS	IN191010	1	13	3	3000	1500
R28YRS	IN191010	2	37	6	8400	2000
R28YRS	IN191011	1	13	6	6000	2000
R28YRS	IN191012	1	13	4	7200	2500
R28YRS	IN191012	2	53	1	-77	1500
R28YRS	IN191013	1	52	2	-77	800
R28YRS	IN191013	2	13	4	7200	2000
R28YRS	IN191014	1	13	10	15000	6000
R28YRS	IN191014	2	53	6	0	1600
R28YRS	IN191015	1	53	30	-77	7000
R28YRS	IN191015	2	18	8	106000	50000
R28YRS	IN191015	3	13	9	13500	4000
R28YRS	IN191016	1	18	5	50000	30000
R28YRS	IN191017	1	37	5	0	1000
R28YRS	IN191017	2	18	250	62500	30000
R28YRS	IN191019	1	53	25	12350	9500
R28YRS	IN191019	2	53	25	12350	9500
R28YRS	IN191019	3	18	4	8000	5000
R28YRS	IN191019	4	32	15	20000	10000
R28YRS	IN191020	1	53	20	3100	2600
R28YRS	IN191020	2	18	2.5	57000	25000
R28YRS	IN191020	3	53	6	-77	1500
R28YRS	IN191020	4	50	5	4000	1500
R28YRS	IN191021	1	32	6	5000	2500
R28YRS	IN191021	2	13	10	14000	3500
R28YRS	IN191021	3	32	4	3000	1200
R28YRS	IN191021	4	37	3	-77	500
R28YRS	IN191022	1	2	2	2000	6000
R28YRS	IN191023	1	51	0	0	10000
R28YRS	IN191023	2	53	15	0	3000
R28YRS	IN191024	1	53	30	51000	25000
R28YRS	IN191024	2	53	25	45000	20000
R28YRS	IN191024	3	13	.5	0	400
R28YRS	IN191025	1	32	15	10500	9000
R28YRS	IN191025	2	53	20	8000	7000
R28YRS	IN191027	1	53	28	10000	7000
R28YRS	IN191027	2	18	3	54000	40000
R28YRS	IN191027	3	37	2	0	1000
R28YRS	IN191028	1	18	7	70000	40000
R28YRS	IN191029	1	53	6	-88	5000
R28YRS	IN191029	2	18	2	40000	15000
R28YRS	IN191029	3	75	4	5000	3000
R28YRS	IN191030	1	18	6	120000	50000
R28YRS	IN191030	2	53	30	8000	10000
R28YRS	IN191031	1	53	20	7300	5000
R28YRS	IN191031	2	50	10	3000	1200
R28YRS	IN191031	3	53	10	2200	2000
R28YRS	IN191032	1	53	40	8000	12000
R28YRS	IN191032	2	37	8	6000	4000
R28YRS	IN191033	1	53	6	2000	3000
R28YRS	IN191033	2	53	0	0	1000
R28YRS	IN191033	3	18	1.5	0	15000
R28YRS	IN191033	4	32	5	7000	3000
R28YRS	IN191034	1	53	10	-77	5000
R28YRS	IN191034	2	32	5	5000	4000
R28YRS	IN191034	3	18	3	6000	2000
R28YRS	IN191034	4	50	15	50000	20000
R28YRS	IN191035	1	18	10	2500	2000
R28YRS	IN191035	2	53	2	30000	10000
R28YRS	IN191037	1	18	4	6000	3000
R28YRS	IN191038	1	53	14	7000	6000
R28YRS	IN191038	2	18	1	25000	12000
R28YRS	IN191038	3	53	7	4200	2000
R28YRS	IN191040	1	13	6	7200	3000
R28YRS	IN191040	2	68	2	1200	1500
R28YRS	IN191041	1	32	0	88	3000
R28YRS	IN191041	2	13	.5	900	2000
R28YRS	IN191045	1	32	35	45000	150000
R28YRS	IN191045	2	53	20	7000	8000
R28YRS	IN191045	3	75	15	10000	7000
R28YRS	IN191045	4	13	1	24000	20000
R28YRS	IN191046	1	37	8	4800	4000
R28YRS	IN191046	2	18	6	12000	5000
R28YRS	IN191046	3	53	10	88	3000
R28YRS	IN191047	1	32	4.5	7200	3600
R28YRS	IN191047	2	13	3	3500	1500
R28YRS	IN191047	3	53	10	5000	3000
R28YRS	IN191047	4	52	4	88	2000
R28YRS	IN191047	5	13	2	2600	1000
R28YRS	IN191049	1	13	1	0	500
R28YRS	IN191049	2	32	1	0	2000
R28YRS	IN191050	1	13	2	2800	1000
R28YRS	IN191050	2	30	.2	0	200
R28YRS	IN201003	1	44	0	0	3000
