FORMNO	CHILDID	ACTID	ACTYEST	ACTSUPER	ACTCARE	CHOICE
R28YRS	IN041033	1	8	0	0	0
R28YRS	IN041033	2	10	0	0	1
R28YRS	IN041033	3	12	0	0	1
R28YRS	IN041033	4	17	0	0	1
R28YRS	IN041034	1	1	1	1	1
R28YRS	IN041034	2	2	1	0	1
R28YRS	IN041034	3	9	1	0	1
R28YRS	IN041034	4	12	1	0	2
R28YRS	IN041034	5	17	1	1	1
R28YRS	IN041035	1	1	1	0	2
R28YRS	IN041035	2	2	0	0	2
R28YRS	IN041035	3	12	0	0	1
R28YRS	IN041035	4	10	0	0	1
R28YRS	IN041036	1	1	1	0	0
R28YRS	IN041036	2	2	1	0	0
R28YRS	IN041036	3	10	0	0	1
R28YRS	IN041037	1	1	1	0	1
R28YRS	IN041037	2	2	1	1	1
R28YRS	IN041037	3	12	0	0	1
R28YRS	IN041037	4	10	0	1	1
R28YRS	IN041038	1	1	1	0	1
R28YRS	IN041038	2	2	1	1	1
R28YRS	IN041038	3	17	1	1	1
R28YRS	IN041039	1	1	1	0	1
R28YRS	IN041039	2	17	0	0	1
R28YRS	IN041040	1	1	1	0	0
R28YRS	IN041040	2	2	1	0	2
R28YRS	IN041040	3	13	0	0	1
R28YRS	IN041040	4	12	0	0	1
R28YRS	IN041041	1	1	1	0	0
R28YRS	IN041041	2	2	1	0	0
R28YRS	IN041041	3	10	0	0	1
R28YRS	IN041041	4	12	0	0	1
R28YRS	IN041042	1	1	1	0	0
R28YRS	IN041042	2	2	1	0	0
R28YRS	IN041042	3	10	0	0	1
R28YRS	IN041042	4	12	0	0	1
R28YRS	IN041043	1	1	1	0	0
R28YRS	IN041043	2	2	1	0	0
R28YRS	IN041043	3	17	0	0	1
R28YRS	IN041043	4	12	0	0	1
R28YRS	IN041044	1	1	1	0	0
R28YRS	IN041044	2	2	0	0	1
R28YRS	IN041044	3	10	0	0	1
R28YRS	IN041044	4	12	0	0	1
R28YRS	IN041045	1	1	1	0	1
R28YRS	IN041045	2	2	1	0	1
R28YRS	IN041045	3	17	0	0	1
R28YRS	IN041046	1	1	1	0	0
R28YRS	IN041046	2	2	1	0	0
R28YRS	IN041046	3	10	0	0	1
R28YRS	IN041047	1	1	1	0	1
R28YRS	IN041047	2	2	1	1	1
R28YRS	IN041047	3	10	1	0	1
R28YRS	IN041048	1	17	1	0	1
R28YRS	IN041048	2	12	1	0	1
R28YRS	IN041048	3	10	1	1	1
R28YRS	IN041049	1	1	1	0	2
R28YRS	IN041049	2	2	0	0	1
R28YRS	IN041049	3	10	0	0	1
R28YRS	IN041049	4	12	0	0	1
R28YRS	IN041049	5	17	0	0	1
R28YRS	IN041050	1	1	1	0	1
R28YRS	IN041050	2	2	1	0	1
R28YRS	IN041050	3	17	0	0	1
R28YRS	IN041050	4	12	0	0	1
R28YRS	IN051001	1	1	1	0	0
R28YRS	IN051001	2	2	1	0	1
R28YRS	IN051001	3	10	0	0	1
R28YRS	IN051001	4	12	1	0	1
R28YRS	IN051001	5	18	1	0	1
R28YRS	IN051002	1	1	1	0	0
R28YRS	IN051002	2	2	1	0	1
R28YRS	IN051002	3	10	1	0	1
R28YRS	IN051003	1	1	1	0	0
R28YRS	IN051003	2	2	1	0	1
R28YRS	IN051003	3	10	1	0	1
R28YRS	IN051004	1	1	1	1	1
R28YRS	IN051004	2	1	1	1	1
R28YRS	IN051004	3	10	1	1	1
R28YRS	IN051004	4	12	1	1	1
R28YRS	IN051005	1	1	1	0	0
R28YRS	IN051005	2	2	1	0	1
R28YRS	IN051005	3	10	0	0	1
R28YRS	IN051006	1	1	1	0	1
R28YRS	IN051006	2	2	0	0	1
R28YRS	IN051006	3	10	0	0	1
R28YRS	IN051006	4	12	0	0	1
R28YRS	IN051007	1	18	1	0	0
R28YRS	IN051007	2	17	0	0	1
R28YRS	IN051007	3	12	0	1	1
R28YRS	IN051008	1	1	1	1	1
R28YRS	IN051008	2	2	1	1	1
R28YRS	IN051008	3	12	1	1	1
R28YRS	IN051008	4	10	1	1	1
R28YRS	IN051009	1	1	1	0	1
R28YRS	IN051009	2	2	1	0	1
R28YRS	IN051009	3	10	1	0	1
R28YRS	IN051009	4	12	1	0	1
R28YRS	IN051010	1	1	1	1	1
R28YRS	IN051010	2	2	1	1	1
R28YRS	IN051010	3	6	1	1	1
R28YRS	IN051010	4	10	1	1	1
R28YRS	IN051011	1	1	1	0	0
R28YRS	IN051011	2	2	1	0	1
R28YRS	IN051011	3	12	0	0	1
R28YRS	IN051011	4	10	0	0	1
R28YRS	IN051012	1	1	0	0	1
R28YRS	IN051012	2	2	0	0	1
R28YRS	IN051012	3	5	0	0	1
R28YRS	IN051012	4	12	0	0	1
R28YRS	IN051012	5	10	0	0	1
R28YRS	IN051013	1	14	0	0	1
R28YRS	IN051013	2	10	0	0	1
R28YRS	IN051013	3	8	1	0	1
R28YRS	IN051014	1	20	1	0	1
R28YRS	IN051014	2	10	1	0	1
R28YRS	IN051015	1	6	0	0	1
R28YRS	IN051015	2	17	0	0	1
R28YRS	IN051015	3	10	0	0	1
R28YRS	IN051016	1	1	1	0	1
R28YRS	IN051016	2	2	0	0	1
R28YRS	IN051016	3	12	1	0	1
R28YRS	IN051016	4	10	0	0	1
R28YRS	IN051017	1	1	1	0	0
R28YRS	IN051017	2	2	1	0	1
R28YRS	IN051017	3	10	0	0	1
R28YRS	IN051017	4	12	1	0	1
R28YRS	IN051018	1	1	1	0	0
R28YRS	IN051018	2	2	1	0	0
R28YRS	IN051018	3	10	0	0	1
R28YRS	IN051018	4	12	0	0	1
R28YRS	IN051019	1	20	1	0	1
R28YRS	IN051019	2	10	0	0	1
R28YRS	IN051019	3	12	0	0	1
R28YRS	IN051019	4	5	0	0	1
R28YRS	IN051020	1	1	1	0	0
R28YRS	IN051020	2	2	1	0	0
R28YRS	IN051020	3	12	0	0	1
R28YRS	IN051021	1	14	1	0	1
R28YRS	IN051021	2	10	0	0	1
R28YRS	IN051022	1	1	1	0	0
R28YRS	IN051022	2	2	1	0	0
R28YRS	IN051022	3	10	0	0	1
R28YRS	IN051022	4	12	0	0	1
R28YRS	IN051023	1	1	1	0	0
R28YRS	IN051023	2	2	1	0	0
R28YRS	IN051023	3	6	1	0	1
R28YRS	IN051023	4	12	0	0	1
R28YRS	IN051023	5	17	0	0	1
R28YRS	IN051024	1	1	1	0	1
R28YRS	IN051024	2	2	1	0	1
R28YRS	IN051024	3	5	1	0	1
R28YRS	IN051024	4	10	1	0	1
R28YRS	IN051025	1	1	1	0	1
R28YRS	IN051025	2	2	1	0	1
R28YRS	IN051025	3	5	1	0	1
R28YRS	IN051025	4	10	1	0	1
R28YRS	IN051026	1	1	1	0	1
R28YRS	IN051026	2	1	1	0	1
R28YRS	IN051026	3	10	1	0	1
R28YRS	IN051026	4	12	1	0	1
R28YRS	IN051027	1	1	1	0	0
R28YRS	IN051027	2	2	1	0	0
R28YRS	IN051027	3	10	0	0	1
R28YRS	IN051028	1	10	0	0	1
R28YRS	IN051028	2	17	0	0	1
R28YRS	IN051028	3	18	0	0	1
R28YRS	IN051028	4	6	0	0	1
R28YRS	IN051029	1	5	0	0	1
R28YRS	IN051029	2	1	1	1	0
R28YRS	IN051029	3	2	1	1	0
R28YRS	IN051029	4	12	0	0	1
R28YRS	IN051029	5	17	0	1	1
R28YRS	IN051030	1	1	1	1	0
R28YRS	IN051030	2	2	1	1	0
R28YRS	IN051030	3	17	0	0	1
R28YRS	IN051030	4	12	0	0	1
R28YRS	IN051031	1	1	1	0	1
R28YRS	IN051031	2	2	1	0	1
R28YRS	IN051031	3	12	1	0	1
R28YRS	IN051031	4	10	1	0	1
R28YRS	IN051031	5	6	1	0	1
R28YRS	IN051032	1	1	1	0	0
R28YRS	IN051032	2	2	1	0	0
R28YRS	IN051032	3	10	0	0	1
R28YRS	IN051033	1	1	1	0	0
R28YRS	IN051033	2	2	0	0	1
R28YRS	IN051033	3	10	0	0	1
R28YRS	IN051033	4	12	0	0	1
R28YRS	IN051034	1	1	1	0	1
R28YRS	IN051034	2	2	1	0	1
R28YRS	IN051034	3	6	0	0	1
R28YRS	IN051034	4	10	0	0	1
R28YRS	IN051035	1	1	1	0	0
R28YRS	IN051035	2	2	1	0	1
R28YRS	IN051035	3	10	0	0	1
R28YRS	IN051035	4	12	0	0	1
R28YRS	IN051036	1	1	1	0	0
R28YRS	IN051036	2	2	1	1	0
R28YRS	IN051036	3	10	1	1	1
R28YRS	IN051036	4	12	1	0	1
R28YRS	IN051037	1	1	1	1	1
R28YRS	IN051037	2	2	1	1	1
R28YRS	IN051037	3	6	1	1	1
R28YRS	IN051037	4	10	1	1	1
R28YRS	IN051038	1	1	1	0	1
R28YRS	IN051038	2	2	1	1	1
R28YRS	IN051038	3	10	1	1	1
R28YRS	IN051038	4	12	1	1	1
R28YRS	IN051039	1	1	1	0	0
R28YRS	IN051039	2	2	1	1	0
R28YRS	IN051039	3	5	1	0	1
R28YRS	IN051039	4	17	0	1	1
R28YRS	IN051040	1	1	1	0	0
R28YRS	IN051040	2	2	1	0	0
R28YRS	IN051040	3	5	1	0	1
R28YRS	IN051040	4	12	0	0	1
R28YRS	IN051040	5	17	0	0	1
R28YRS	IN051041	1	1	1	0	0
R28YRS	IN051041	2	2	1	0	0
R28YRS	IN051041	3	10	1	0	1
R28YRS	IN051041	4	12	1	0	1
R28YRS	IN051042	1	1	1	0	1
R28YRS	IN051042	2	2	0	0	1
R28YRS	IN051042	3	10	0	0	1
R28YRS	IN051043	1	1	1	0	0
R28YRS	IN051043	2	2	1	0	0
R28YRS	IN051043	3	10	1	0	1
R28YRS	IN051044	1	1	1	0	1
R28YRS	IN051044	2	2	1	0	1
R28YRS	IN051044	3	5	1	0	1
R28YRS	IN051044	4	12	1	0	1
R28YRS	IN051044	5	10	1	0	1
R28YRS	IN051045	1	1	1	0	1
R28YRS	IN051045	2	2	1	0	1
R28YRS	IN051045	3	5	1	0	1
R28YRS	IN051045	4	10	1	0	1
R28YRS	IN051045	5	12	1	0	1
R28YRS	IN051046	1	1	1	0	1
R28YRS	IN051046	2	2	1	0	1
R28YRS	IN051046	3	5	1	0	1
R28YRS	IN051046	4	10	1	0	1
R28YRS	IN051047	1	7	0	0	0
R28YRS	IN051047	2	10	0	0	1
R28YRS	IN051048	1	1	1	0	0
R28YRS	IN051048	2	2	1	0	1
R28YRS	IN051048	3	10	1	0	1
R28YRS	IN051048	4	12	1	0	1
R28YRS	IN051049	1	1	1	0	0
R28YRS	IN051049	2	2	1	0	1
R28YRS	IN051049	3	10	1	0	1
R28YRS	IN051049	4	12	1	0	1
R28YRS	IN051050	1	14	1	0	0
R28YRS	IN051050	2	10	0	0	1
R28YRS	IN061001	1	1	1	1	1
R28YRS	IN061001	2	2	1	1	1
R28YRS	IN061001	3	5	1	1	1
R28YRS	IN061001	4	12	1	1	1
R28YRS	IN061002	1	1	1	0	1
R28YRS	IN061002	2	2	1	0	1
R28YRS	IN061002	3	5	1	0	1
R28YRS	IN061002	4	10	1	0	1
R28YRS	IN061003	1	1	1	1	1
R28YRS	IN061003	2	2	1	1	1
R28YRS	IN061003	3	10	1	1	1
R28YRS	IN061003	4	5	1	1	1
R28YRS	IN061004	1	1	0	0	0
R28YRS	IN061004	2	10	0	0	1
R28YRS	IN061005	1	1	1	0	0
R28YRS	IN061005	2	10	0	0	1
R28YRS	IN061005	3	12	0	0	1
R28YRS	IN061006	1	1	1	0	1
R28YRS	IN061006	2	5	1	1	1
R28YRS	IN061006	3	10	1	1	1
R28YRS	IN061006	4	12	1	0	1
R28YRS	IN061007	1	1	1	0	0
R28YRS	IN061007	2	2	1	0	0
R28YRS	IN061007	3	10	0	0	1
R28YRS	IN061007	4	12	1	0	1
R28YRS	IN061008	1	1	1	0	0
R28YRS	IN061008	2	2	1	0	1
R28YRS	IN061008	3	10	1	0	1
R28YRS	IN061009	1	1	1	0	0
R28YRS	IN061009	2	2	1	0	0
R28YRS	IN061009	3	10	0	0	1
R28YRS	IN061009	4	12	0	0	1
R28YRS	IN061010	1	1	1	0	0
R28YRS	IN061010	2	2	1	0	0
R28YRS	IN061010	3	10	0	0	1
R28YRS	IN061010	4	12	0	0	1
R28YRS	IN061011	1	5	1	0	0
R28YRS	IN061011	2	12	0	0	1
R28YRS	IN061011	3	10	0	0	1
R28YRS	IN061012	1	6	1	0	1
R28YRS	IN061012	2	5	1	0	1
R28YRS	IN061012	3	10	1	0	1
R28YRS	IN061013	1	1	1	0	0
R28YRS	IN061013	2	2	1	0	0
R28YRS	IN061013	3	10	1	0	1
R28YRS	IN061014	1	1	1	0	0
R28YRS	IN061014	2	2	1	0	0
R28YRS	IN061014	3	17	0	0	1
R28YRS	IN061014	4	12	0	0	1
R28YRS	IN061015	1	1	1	0	0
R28YRS	IN061015	2	2	1	0	0
R28YRS	IN061015	3	10	0	0	1
R28YRS	IN061015	4	12	1	0	1
R28YRS	IN061016	1	1	1	0	0
R28YRS	IN061016	2	2	1	0	0
R28YRS	IN061016	3	10	0	0	1
R28YRS	IN061017	1	1	1	1	1
R28YRS	IN061017	2	2	1	1	1
R28YRS	IN061017	3	5	1	1	1
R28YRS	IN061017	4	6	1	1	1
R28YRS	IN061018	1	1	1	1	1
R28YRS	IN061018	2	2	1	1	1
R28YRS	IN061018	3	5	1	1	2
R28YRS	IN061018	4	6	1	1	2
R28YRS	IN061018	5	10	1	1	2
R28YRS	IN061019	1	1	1	1	1
R28YRS	IN061019	2	2	1	1	1
R28YRS	IN061019	3	5	1	1	1
R28YRS	IN061019	4	10	1	1	1
R28YRS	IN061019	5	12	1	1	1
R28YRS	IN061020	1	1	1	0	1
R28YRS	IN061020	2	2	1	0	1
R28YRS	IN061020	3	10	1	0	1
R28YRS	IN061021	1	1	1	1	1
R28YRS	IN061021	2	2	1	1	1
R28YRS	IN061021	3	5	1	1	1
R28YRS	IN061021	4	10	1	1	1
R28YRS	IN061022	1	5	1	0	1
R28YRS	IN061022	2	6	1	0	1
R28YRS	IN061023	1	1	1	1	1
R28YRS	IN061023	2	2	1	1	1
R28YRS	IN061023	3	6	1	1	1
R28YRS	IN061023	4	10	1	0	1
R28YRS	IN061024	1	1	1	0	0
R28YRS	IN061024	2	2	1	0	1
R28YRS	IN061024	3	10	0	0	1
R28YRS	IN061025	1	1	1	0	1
R28YRS	IN061025	2	2	1	0	1
R28YRS	IN061025	3	12	0	0	1
R28YRS	IN061025	4	10	0	0	1
R28YRS	IN061026	1	14	1	0	1
R28YRS	IN061026	2	5	1	0	1
R28YRS	IN061027	1	1	1	0	0
R28YRS	IN061027	2	2	1	0	0
R28YRS	IN061027	3	10	1	0	1
R28YRS	IN061027	4	10	1	0	1
R28YRS	IN061028	1	1	1	1	1
R28YRS	IN061028	2	2	1	1	1
R28YRS	IN061028	3	6	1	1	1
R28YRS	IN061028	4	10	1	1	1
R28YRS	IN061029	1	1	1	0	0
R28YRS	IN061029	2	2	1	0	1
R28YRS	IN061029	3	10	0	0	1
R28YRS	IN061029	4	12	1	0	1
R28YRS	IN061030	1	5	1	0	1
R28YRS	IN061030	2	1	1	0	1
R28YRS	IN061030	3	2	1	0	1
R28YRS	IN061030	4	10	1	0	1
R28YRS	IN061031	1	20	1	0	0
R28YRS	IN061031	2	10	0	0	1
R28YRS	IN061031	3	12	0	0	1
R28YRS	IN061032	1	1	1	1	1
R28YRS	IN061032	2	2	1	1	1
R28YRS	IN061032	3	5	1	1	1
R28YRS	IN061032	4	10	1	1	1
R28YRS	IN061033	1	1	1	0	0
R28YRS	IN061033	2	2	1	0	0
R28YRS	IN061033	3	10	0	0	1
R28YRS	IN061033	4	12	0	0	1
R28YRS	IN061034	1	1	1	0	0
R28YRS	IN061034	2	2	1	0	1
R28YRS	IN061034	3	10	1	0	1
R28YRS	IN061035	1	1	1	0	0
R28YRS	IN061035	2	2	1	0	0
R28YRS	IN061035	3	10	0	0	1
R28YRS	IN061035	4	12	0	0	1
R28YRS	IN061036	1	1	1	0	1
R28YRS	IN061036	2	2	1	0	1
R28YRS	IN061036	3	5	1	1	1
R28YRS	IN061036	4	10	1	1	1
R28YRS	IN061037	1	1	1	0	0
R28YRS	IN061037	2	2	1	0	0
R28YRS	IN061037	3	10	0	0	1
R28YRS	IN061037	4	12	0	0	1
R28YRS	IN061038	1	1	1	0	0
R28YRS	IN061038	2	2	1	0	1
R28YRS	IN061038	3	10	1	0	1
R28YRS	IN061038	4	7	1	0	1
R28YRS	IN061039	1	1	1	0	1
R28YRS	IN061039	2	2	1	0	1
R28YRS	IN061039	3	5	1	0	1
R28YRS	IN061039	4	10	1	0	1
R28YRS	IN061040	1	1	1	0	1
R28YRS	IN061040	2	2	1	0	1
R28YRS	IN061040	3	5	1	0	1
R28YRS	IN061040	4	10	1	0	1
R28YRS	IN061041	1	1	1	0	0
R28YRS	IN061041	2	10	0	0	1
R28YRS	IN061041	3	12	1	0	1
R28YRS	IN061041	4	8	1	0	0
R28YRS	IN061042	1	1	1	1	1
R28YRS	IN061042	2	2	1	1	1
R28YRS	IN061042	3	10	1	1	1
R28YRS	IN061042	4	6	1	1	1
R28YRS	IN061043	1	1	1	0	1
R28YRS	IN061043	2	2	1	0	1
R28YRS	IN061043	3	5	1	0	1
R28YRS	IN061044	1	1	1	0	1
R28YRS	IN061044	2	2	1	1	1
R28YRS	IN061044	3	5	1	0	1
R28YRS	IN061044	4	12	1	1	1
R28YRS	IN061044	5	10	1	0	1
R28YRS	IN061045	1	1	1	0	0
R28YRS	IN061045	2	10	0	0	1
R28YRS	IN061046	1	5	1	1	1
R28YRS	IN061046	2	1	1	1	1
R28YRS	IN061046	3	2	1	1	1
R28YRS	IN061046	4	12	1	1	1
R28YRS	IN061047	1	7	0	0	0
R28YRS	IN061047	2	10	1	0	1
R28YRS	IN061048	1	1	1	1	1
R28YRS	IN061048	2	2	1	1	1
R28YRS	IN061048	3	6	1	1	1
R28YRS	IN061049	1	1	1	0	0
R28YRS	IN061049	2	2	1	0	0
R28YRS	IN061050	1	1	1	0	0
R28YRS	IN061050	2	2	1	0	0
R28YRS	IN061050	3	10	0	0	1
R28YRS	IN061050	4	12	0	0	1
R28YRS	IN071001	1	1	1	1	0
R28YRS	IN071001	2	2	1	1	0
R28YRS	IN071001	3	12	0	0	1
R28YRS	IN071001	4	17	0	0	1
R28YRS	IN071002	1	1	1	0	0
R28YRS	IN071002	2	2	1	0	1
R28YRS	IN071002	3	17	0	0	1
R28YRS	IN071003	1	5	1	0	1
R28YRS	IN071003	2	12	1	0	1
R28YRS	IN071003	3	14	1	0	1
R28YRS	IN071003	4	21	1	0	1
R28YRS	IN071003	5	10	1	0	1
R28YRS	IN071003	6	20	1	0	1
R28YRS	IN071004	1	1	1	1	0
R28YRS	IN071004	2	2	1	1	0
R28YRS	IN071004	3	17	0	0	1
R28YRS	IN071005	1	1	1	0	0
R28YRS	IN071005	2	1	1	0	0
R28YRS	IN071005	3	17	0	0	1
R28YRS	IN071006	1	1	1	0	0
R28YRS	IN071006	2	2	1	0	0
R28YRS	IN071006	3	5	1	0	1
R28YRS	IN071006	4	17	0	0	1
R28YRS	IN071007	1	1	1	0	0
R28YRS	IN071007	2	2	1	1	0
R28YRS	IN071007	3	17	0	0	1
R28YRS	IN071007	4	12	0	0	1
R28YRS	IN071008	1	1	1	0	0
R28YRS	IN071008	2	1	1	1	0
R28YRS	IN071008	3	5	1	0	0
R28YRS	IN071008	4	12	0	0	1
R28YRS	IN071008	5	17	0	0	1
R28YRS	IN071009	1	1	1	0	1
R28YRS	IN071009	2	2	1	1	1
R28YRS	IN071009	3	17	0	0	0
R28YRS	IN071009	4	12	0	0	0
R28YRS	IN071010	1	1	1	0	0
R28YRS	IN071010	2	1	1	0	0
R28YRS	IN071010	3	17	0	0	1
R28YRS	IN071010	4	12	0	0	1
R28YRS	IN071011	1	1	1	1	1
R28YRS	IN071011	2	2	1	1	1
R28YRS	IN071011	3	6	1	1	1
R28YRS	IN071011	4	12	1	1	1
R28YRS	IN071011	5	10	1	1	1
R28YRS	IN071012	1	1	1	1	1
R28YRS	IN071012	2	2	1	1	1
R28YRS	IN071012	3	6	1	0	1
R28YRS	IN071012	4	12	1	0	1
R28YRS	IN071013	1	1	1	0	1
R28YRS	IN071013	2	2	1	0	1
R28YRS	IN071013	3	6	1	0	1
R28YRS	IN071013	4	17	1	0	1
R28YRS	IN071013	5	10	1	0	1
R28YRS	IN071014	1	1	1	0	0
R28YRS	IN071014	2	2	1	0	0
R28YRS	IN071014	3	10	0	0	1
R28YRS	IN071014	4	18	0	0	1
R28YRS	IN071015	1	1	1	1	1
R28YRS	IN071015	2	2	1	1	1
R28YRS	IN071015	3	6	1	1	1
R28YRS	IN071015	4	5	1	1	1
R28YRS	IN071015	5	10	1	1	1
R28YRS	IN071016	1	1	1	0	1
R28YRS	IN071016	2	2	1	0	1
R28YRS	IN071016	3	5	1	0	1
R28YRS	IN071016	4	10	1	0	1
R28YRS	IN071017	1	1	1	0	1
R28YRS	IN071017	2	2	1	0	1
R28YRS	IN071017	3	10	0	0	1
R28YRS	IN071018	1	1	1	1	1
R28YRS	IN071018	2	2	1	1	1
R28YRS	IN071018	3	10	1	1	1
R28YRS	IN071018	4	6	1	1	1
R28YRS	IN071018	5	5	1	1	1
R28YRS	IN071019	1	1	1	0	1
R28YRS	IN071019	2	2	1	0	1
R28YRS	IN071019	3	5	1	0	1
R28YRS	IN071019	4	10	1	0	1
R28YRS	IN071019	5	12	1	0	1
R28YRS	IN071020	1	1	1	0	0
R28YRS	IN071020	2	2	1	0	0
R28YRS	IN071020	3	10	0	0	1
R28YRS	IN071021	1	1	1	1	0
R28YRS	IN071021	2	2	1	1	1
R28YRS	IN071021	3	10	0	0	1
R28YRS	IN071021	4	12	0	0	1
R28YRS	IN071021	5	17	0	0	1
R28YRS	IN071022	1	1	1	0	1
R28YRS	IN071022	2	2	1	0	1
R28YRS	IN071022	3	5	1	0	1
R28YRS	IN071022	4	10	1	0	1
R28YRS	IN071022	5	12	1	0	1
R28YRS	IN071023	1	1	1	0	0
R28YRS	IN071023	2	2	1	0	1
R28YRS	IN071023	3	10	0	0	1
R28YRS	IN071023	4	12	1	0	1
R28YRS	IN071024	1	5	1	1	1
R28YRS	IN071024	2	6	1	1	1
R28YRS	IN071024	3	10	1	1	1
R28YRS	IN071024	4	3	1	1	1
R28YRS	IN071025	1	1	1	0	0
R28YRS	IN071025	2	2	1	0	0
R28YRS	IN071025	3	5	1	0	1
R28YRS	IN071025	4	10	1	0	1
R28YRS	IN071025	5	12	1	0	1
R28YRS	IN071026	1	1	0	0	0
R28YRS	IN071026	2	2	0	0	0
R28YRS	IN071026	3	5	0	0	1
R28YRS	IN071026	4	10	0	0	1
R28YRS	IN071026	5	12	0	0	1
R28YRS	IN071027	1	1	1	0	0
R28YRS	IN071027	2	2	1	0	0
R28YRS	IN071027	3	10	1	0	1
R28YRS	IN071027	4	12	1	0	1
R28YRS	IN071028	1	14	1	0	1
R28YRS	IN071028	2	12	1	0	1
R28YRS	IN071029	1	1	1	0	1
R28YRS	IN071029	2	2	1	0	1
R28YRS	IN071029	3	5	1	0	1
R28YRS	IN071029	4	10	1	0	1
R28YRS	IN071029	5	12	1	0	1
R28YRS	IN071030	1	1	1	0	0
R28YRS	IN071030	2	2	1	0	0
R28YRS	IN071030	3	10	0	0	1
R28YRS	IN071031	1	1	1	0	0
R28YRS	IN071031	2	2	1	0	0
R28YRS	IN071031	3	10	1	0	1
R28YRS	IN071031	4	12	1	0	1
R28YRS	IN071032	1	1	1	1	1
R28YRS	IN071032	2	2	1	1	1
R28YRS	IN071032	3	5	1	0	1
R28YRS	IN071032	4	10	1	0	1
R28YRS	IN071033	1	1	1	0	0
R28YRS	IN071033	2	1	1	0	0
R28YRS	IN071033	3	18	0	0	1
R28YRS	IN071033	4	10	0	0	1
R28YRS	IN071034	1	1	1	0	0
R28YRS	IN071034	2	2	1	0	0
R28YRS	IN071034	3	10	1	0	1
R28YRS	IN071034	4	12	1	0	1
R28YRS	IN071035	1	1	1	0	0
R28YRS	IN071035	2	2	1	0	1
R28YRS	IN071035	3	10	1	0	1
R28YRS	IN071035	4	12	1	0	1
R28YRS	IN071036	1	1	1	0	1
R28YRS	IN071036	2	2	1	1	1
R28YRS	IN071036	3	10	1	0	1
R28YRS	IN071036	4	12	1	0	1
R28YRS	IN071037	1	1	1	0	0
R28YRS	IN071037	2	2	1	0	0
R28YRS	IN071037	3	10	0	0	1
R28YRS	IN071037	4	12	0	0	1
R28YRS	IN071037	5	18	0	0	1
R28YRS	IN071038	1	7	0	0	0
R28YRS	IN071038	2	6	0	0	1
R28YRS	IN071038	3	10	0	0	1
R28YRS	IN071038	4	12	1	0	1
R28YRS	IN071039	1	1	1	1	1
R28YRS	IN071039	2	2	1	1	1
R28YRS	IN071039	3	6	1	0	1
R28YRS	IN071039	4	10	1	0	1
R28YRS	IN071039	5	12	1	0	1
R28YRS	IN071040	1	1	1	0	0
R28YRS	IN071040	2	2	0	0	1
R28YRS	IN071040	3	12	0	0	1
R28YRS	IN071041	1	14	1	0	0
R28YRS	IN071041	2	12	0	0	1
R28YRS	IN071042	1	1	1	0	0
R28YRS	IN071042	2	2	1	0	0
R28YRS	IN071042	3	10	1	0	1
R28YRS	IN071042	4	12	1	0	1
R28YRS	IN071043	1	1	1	0	0
R28YRS	IN071043	2	2	1	0	1
R28YRS	IN071043	3	10	1	0	1
R28YRS	IN071044	1	1	1	0	0
R28YRS	IN071044	2	2	1	0	0
R28YRS	IN071044	3	10	0	0	1
R28YRS	IN071044	4	12	1	0	1
R28YRS	IN071045	1	5	1	0	1
R28YRS	IN071045	2	10	1	0	1
R28YRS	IN071045	3	17	0	0	1
R28YRS	IN071046	1	1	1	0	0
R28YRS	IN071046	2	2	1	0	0
R28YRS	IN071046	3	17	0	0	1
R28YRS	IN071047	1	1	1	0	0
R28YRS	IN071047	2	2	1	0	0
R28YRS	IN071047	3	10	0	0	1
R28YRS	IN071047	4	12	1	0	1
R28YRS	IN071048	1	1	1	0	0
R28YRS	IN071048	2	2	0	0	1
R28YRS	IN071048	3	10	0	0	1
R28YRS	IN071048	4	12	0	0	1
R28YRS	IN071048	5	18	0	0	1
R28YRS	IN071049	1	1	1	0	1
R28YRS	IN071049	2	2	1	0	1
R28YRS	IN071049	3	5	1	0	1
R28YRS	IN071049	4	12	1	0	1
R28YRS	IN071049	5	10	1	0	1
R28YRS	IN071050	1	5	1	1	1
R28YRS	IN071050	2	8	1	1	1
R28YRS	IN071050	3	10	1	1	1
R28YRS	IN071050	4	18	1	1	1
R28YRS	IN081001	1	1	1	0	0
R28YRS	IN081001	2	2	1	0	0
R28YRS	IN081001	3	10	1	0	1
R28YRS	IN081002	1	1	0	0	1
R28YRS	IN081002	2	2	0	0	1
R28YRS	IN081002	3	10	0	0	1
R28YRS	IN081002	4	12	0	0	1
R28YRS	IN081003	1	1	0	0	1
R28YRS	IN081003	2	2	0	0	1
R28YRS	IN081003	3	10	0	0	1
R28YRS	IN081004	1	1	0	0	1
R28YRS	IN081004	2	2	0	0	1
R28YRS	IN081004	3	6	0	0	1
R28YRS	IN081005	1	1	1	0	1
R28YRS	IN081005	2	2	0	0	1
R28YRS	IN081005	3	17	0	1	1
R28YRS	IN081006	1	1	1	0	0
R28YRS	IN081006	2	2	1	0	0
R28YRS	IN081006	3	10	0	0	1
R28YRS	IN081007	1	1	1	0	0
R28YRS	IN081007	2	10	1	0	1
R28YRS	IN081007	3	2	1	0	0
R28YRS	IN081008	1	1	0	0	0
R28YRS	IN081008	2	1	0	0	0
R28YRS	IN081008	3	12	0	0	1
R28YRS	IN081009	1	1	0	0	0
R28YRS	IN081009	2	2	1	0	0
