FORMNO	CHILDID	PLOTID	LAREA	LOWN	LUSE	TRANS	COLLAT	TRANSID	PLINCOME	PLVALUE	PLCOST	CRPRAIN1	CRPRAIN2	CROPDRY1	CROPDRY2	IRRIGAT	PERIRRIG
R28YRS	IN041030	1	.01	3	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN041031	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041032	1	.02	1	1	1	1	1	0	-88	20000	 	 	 	 	 	 
R28YRS	IN041033	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041033	2	.02	1	9	1	1	1	1	2400	0	 	 	 	 	 	 
R28YRS	IN041034	1	.03	1	1	0	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041035	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041035	2	2	1	5	1	1	90	1	19400	5000	53	88	88	88	1	4
R28YRS	IN041036	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041037	1	.03	1	1	1	1	1	0	-88	7000	 	 	 	 	 	 
R28YRS	IN041038	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041039	1	.01	1	1	1	1	1	0	-88	3000	 	 	 	 	 	 
R28YRS	IN041039	2	1.5	1	5	1	1	1	1	7500	8000	53	88	88	88	1	4
R28YRS	IN041040	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041041	1	.02	2	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN041042	1	.02	1	1	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	IN041043	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN041044	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN041045	1	.05	1	1	1	1	3	0	-88	1500	 	 	 	 	 	 
R28YRS	IN041045	2	1	1	5	1	1	3	1	3000	5000	53	88	88	88	1	1
R28YRS	IN041046	1	.02	1	11	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN041046	2	.5	1	5	1	1	1	1	2880	350	53	88	88	88	1	4
R28YRS	IN041046	3	3	1	5	1	1	1	1	6000	0	48	88	88	88	0	88
R28YRS	IN041047	1	.03	1	1	1	1	4	0	-88	0	 	 	 	 	 	 
R28YRS	IN041047	2	.5	1	5	1	1	3	1	2700	2000	53	88	88	88	1	0
R28YRS	IN041047	3	2	1	7	1	1	4	1	4000	0	48	88	88	88	0	88
R28YRS	IN041047	4	2	1	5	1	1	4	1	4320	1000	30	88	88	88	0	88
R28YRS	IN041048	1	.03	1	1	1	1	1	0	-88	1600	 	 	 	 	 	 
R28YRS	IN041048	2	1.5	1	5	1	1	1	1	7200	2500	53	88	88	88	0	88
R28YRS	IN041048	3	1	1	5	1	1	1	1	1800	1300	30	48	88	88	0	88
R28YRS	IN041049	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN041050	1	.04	1	1	1	1	1	0	-88	10000	 	 	 	 	 	 
R28YRS	IN041050	2	.07	1	3	1	1	1	1	9600	0	 	 	 	 	 	 
R28YRS	IN041050	3	1	1	5	1	1	1	1	4000	0	53	88	88	88	1	4
R28YRS	IN051001	1	.03	1	1	1	1	80	0	-88	0	53	88	88	88	1	0
R28YRS	IN051001	2	1	1	5	1	1	80	1	5000	3000	53	88	88	88	1	0
R28YRS	IN051001	3	1	1	5	1	1	80	1	5000	3000	53	88	88	88	1	0
R28YRS	IN051001	4	1	1	5	1	1	80	1	5000	3000	 	 	 	 	 	 
R28YRS	IN051002	1	.01	1	1	1	1	1	0	-88	2400	 	 	 	 	 	 
R28YRS	IN051003	1	.01	1	1	1	1	1	0	-88	0	53	88	30	88	1	0
R28YRS	IN051003	2	.4	1	5	1	1	1	1	3500	2400	 	 	 	 	 	 
R28YRS	IN051004	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051004	2	.5	1	5	1	1	1	1	3600	3000	53	88	88	88	1	0
R28YRS	IN051004	3	.01	1	11	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	IN051005	1	.01	1	1	1	1	1	0	-88	10000	 	 	 	 	 	 
R28YRS	IN051005	2	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051005	3	.5	1	5	1	1	1	1	4500	3000	53	88	88	88	1	0
R28YRS	IN051005	4	.5	1	5	1	1	1	1	4500	3400	53	88	88	88	1	0
R28YRS	IN051005	5	.25	1	5	1	1	1	1	2200	1600	53	88	88	88	1	0
R28YRS	IN051006	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051006	2	.5	1	5	1	1	1	1	4400	2500	53	88	60	88	1	0
R28YRS	IN051007	1	.03	1	1	1	1	80	0	-88	300	 	 	 	 	 	 
R28YRS	IN051008	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051008	2	1	1	5	1	1	1	1	3500	5000	53	88	88	88	1	0
R28YRS	IN051009	1	.01	1	1	1	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN051009	2	1	1	5	1	1	1	1	13500	10000	53	88	88	88	1	0
R28YRS	IN051009	3	1	1	5	1	1	1	1	15000	10000	67	88	88	88	1	0
R28YRS	IN051009	4	1	1	5	1	1	1	1	15000	10000	67	88	88	88	1	0
R28YRS	IN051009	5	.01	1	16	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	IN051010	1	.01	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R28YRS	IN051010	2	.3	1	5	1	1	1	1	4500	3500	53	88	88	88	1	0
R28YRS	IN051011	1	.03	1	1	1	1	4	0	-88	0	 	 	 	 	 	 
R28YRS	IN051012	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051012	2	1	1	5	1	1	1	1	3000	2500	32	88	88	88	0	88
R28YRS	IN051012	3	.5	1	5	1	1	1	1	1500	1250	32	88	88	88	0	88
R28YRS	IN051012	4	.5	1	5	1	1	1	1	1500	1250	32	88	88	88	0	88
R28YRS	IN051012	5	.01	1	13	1	1	1	0	-88	1000	 	 	 	 	 	 
R28YRS	IN051013	1	.04	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051013	2	1.5	1	5	1	1	80	1	5000	2000	32	88	88	88	0	88
R28YRS	IN051013	3	1.5	1	5	1	1	80	1	2000	800	30	88	88	88	0	88
R28YRS	IN051014	1	.01	1	1	1	1	1	0	-88	1200	 	 	 	 	 	 
R28YRS	IN051015	1	.01	1	1	1	1	1	0	-88	100	 	 	 	 	 	 
R28YRS	IN051016	1	.01	5	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051016	2	1	4	5	0	0	88	1	4500	3000	53	88	88	88	1	0
R28YRS	IN051016	3	1	4	5	0	0	88	1	4500	3000	53	88	88	88	1	0
R28YRS	IN051016	4	.01	5	13	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	IN051017	1	.01	1	1	1	1	1	0	-88	500	 	 	 	 	 	 
R28YRS	IN051018	1	.03	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051018	2	1	1	10	1	1	80	1	5000	1000	 	 	 	 	 	 
R28YRS	IN051019	1	.01	2	1	0	0	88	0	-88	600	 	 	 	 	 	 
R28YRS	IN051020	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051020	2	.5	1	5	1	1	1	1	7000	5000	67	88	88	88	1	0
R28YRS	IN051021	1	.02	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051022	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051022	2	.5	1	5	1	1	80	1	2500	1500	88	88	88	88	1	0
R28YRS	IN051022	3	.2	1	5	1	1	80	1	900	500	53	88	88	88	1	0
R28YRS	IN051023	1	.01	1	1	1	1	1	0	-88	1000	 	 	 	 	 	 
R28YRS	IN051023	2	.5	1	5	1	1	1	1	5000	4000	88	88	88	88	0	88
R28YRS	IN051024	1	.02	2	1	0	0	88	0	-88	700	 	 	 	 	 	 
R28YRS	IN051025	1	.05	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051026	1	.01	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R28YRS	IN051026	2	4	1	5	1	1	1	1	50000	25000	53	88	30	88	1	0
R28YRS	IN051027	1	.03	1	1	1	1	80	0	-88	300	 	 	 	 	 	 
R28YRS	IN051028	1	.02	1	1	1	1	80	0	-88	600	 	 	 	 	 	 
R28YRS	IN051029	1	.02	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051029	2	.2	1	5	1	1	80	1	2400	1500	53	88	2	88	1	0
R28YRS	IN051030	1	.05	5	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051030	2	2	5	5	1	1	80	1	9600	5000	53	88	88	88	1	0
R28YRS	IN051030	3	3	5	5	1	1	80	1	50000	30000	67	88	88	88	1	0
R28YRS	IN051030	4	.01	5	16	1	1	80	0	-88	1000	 	 	 	 	 	 
R28YRS	IN051031	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN051031	2	.5	1	5	1	1	2	1	3750	3500	53	88	88	88	1	0
R28YRS	IN051031	3	.5	1	5	1	1	2	1	3750	3500	53	88	88	88	1	0
R28YRS	IN051031	4	.01	1	16	1	1	2	 	 	 	 	 	 	 	 	 
R28YRS	IN051032	1	.01	2	1	0	0	88	0	-88	2400	 	 	 	 	 	 
R28YRS	IN051032	2	.01	5	11	1	1	1	0	-88	15000	 	 	 	 	 	 
R28YRS	IN051032	3	1	5	5	1	1	1	1	12000	6000	53	88	88	88	1	1
R28YRS	IN051033	1	.03	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051033	2	.5	1	5	1	1	80	1	5000	1800	53	88	88	88	1	0
R28YRS	IN051034	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051035	1	.02	2	1	0	0	80	0	-88	1200	 	 	 	 	 	 
R28YRS	IN051036	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN051036	2	.34	1	5	1	1	2	1	7000	3000	67	88	88	88	1	4
R28YRS	IN051036	3	.5	1	5	1	1	2	1	6000	3000	53	88	88	88	1	0
R28YRS	IN051036	4	1	1	5	1	1	2	1	20000	12000	67	88	88	88	1	1
R28YRS	IN051037	1	.01	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R28YRS	IN051037	2	.3	1	5	1	1	3	1	1500	1000	53	88	88	88	1	0
R28YRS	IN051038	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051038	2	1	1	10	1	1	1	1	10000	7000	 	 	 	 	 	 
R28YRS	IN051038	3	2	1	11	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051039	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051039	2	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051039	3	1	1	7	1	1	80	1	5000	3000	31	88	88	88	1	0
R28YRS	IN051040	1	.01	5	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN051040	2	2	4	5	0	0	88	1	11000	12000	53	88	30	88	1	4
R28YRS	IN051040	3	.01	1	16	1	1	2	0	-88	600	 	 	 	 	 	 
R28YRS	IN051041	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051042	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN051043	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN051044	1	.01	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R28YRS	IN051045	1	.01	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN051046	1	.01	1	1	1	1	2	0	-88	1000	 	 	 	 	 	 
R28YRS	IN051047	1	.01	1	1	0	0	88	0	-88	1000	 	 	 	 	 	 
R28YRS	IN051047	2	.01	1	1	0	0	88	 	 	 	 	 	 	 	 	 
R28YRS	IN051047	3	.01	1	16	1	1	1	 	 	 	 	 	 	 	 	 
R28YRS	IN051048	1	.03	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN051048	2	1	1	5	1	1	80	1	10720	2700	53	88	57	88	1	1
R28YRS	IN051048	3	1	1	5	1	1	80	1	10000	2000	53	88	88	88	1	0
R28YRS	IN051049	1	.06	1	1	1	1	4	0	-88	4000	 	 	 	 	 	 
R28YRS	IN051049	2	5	1	5	1	1	4	1	200000	150000	67	88	88	88	0	88
R28YRS	IN051049	3	3	1	10	1	1	4	1	18000	6000	 	 	 	 	 	 
R28YRS	IN051049	4	2	1	10	1	1	4	1	12000	4000	 	 	 	 	 	 
R28YRS	IN051050	1	.01	2	1	0	0	88	0	-88	1440	 	 	 	 	 	 
R28YRS	IN061001	1	.05	1	1	1	1	8	0	-88	0	 	 	 	 	 	 
R28YRS	IN061001	2	1	1	5	1	1	8	1	6750	7000	53	88	30	88	1	0
R28YRS	IN061001	3	.8	1	5	1	1	8	1	2000	2000	53	88	30	88	1	0
R28YRS	IN061001	4	.5	1	5	1	1	8	1	1500	1000	53	88	30	88	1	0
R28YRS	IN061001	5	.8	1	5	1	1	8	1	2000	2000	53	88	30	88	1	0
R28YRS	IN061001	6	.7	1	5	1	1	8	1	2000	1000	53	88	30	88	1	0
R28YRS	IN061001	7	.9	1	5	1	1	8	1	2500	2000	53	88	30	88	1	0
R28YRS	IN061001	8	1	1	5	1	1	8	1	6750	7000	53	88	30	88	1	0
R28YRS	IN061001	9	1	1	5	1	1	8	1	6750	7000	53	88	30	88	1	0
R28YRS	IN061002	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061002	2	1	1	5	1	1	1	1	5000	3000	53	88	75	30	1	1
R28YRS	IN061002	3	1	1	5	1	1	1	1	10000	5000	53	88	75	88	1	1
R28YRS	IN061002	4	1	1	5	1	1	1	1	4000	2000	53	88	75	88	1	1
R28YRS	IN061003	1	.02	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R28YRS	IN061003	2	.92	1	5	1	1	1	1	6500	5500	53	88	30	88	1	2
R28YRS	IN061003	3	1.15	1	5	1	1	1	1	8000	4000	53	88	88	88	1	0
R28YRS	IN061004	1	.03	1	1	0	0	90	0	-88	600	 	 	 	 	 	 
R28YRS	IN061004	2	.8	1	5	1	1	2	1	6000	5500	53	88	88	88	1	0
R28YRS	IN061005	1	.01	1	1	0	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061005	2	.2	1	5	0	1	80	1	1650	550	53	88	30	88	1	4
R28YRS	IN061006	1	.05	1	1	1	1	2	0	-88	1000	 	 	 	 	 	 
R28YRS	IN061006	2	4	1	5	1	1	2	1	40000	25000	53	88	68	30	1	1
R28YRS	IN061007	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061007	2	.2	1	5	1	1	80	1	1200	800	80	88	88	88	0	88
R28YRS	IN061007	3	.2	1	5	1	1	80	1	2600	900	53	88	30	88	0	88
R28YRS	IN061007	4	.4	1	5	1	1	80	1	4400	2000	53	88	30	88	0	88
R28YRS	IN061008	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN061008	2	.25	1	5	1	1	2	1	2000	1300	53	88	88	88	1	0
R28YRS	IN061008	3	.25	1	5	1	1	2	1	2000	1300	53	88	88	88	1	0
R28YRS	IN061008	4	.25	1	5	1	1	2	1	2340	1400	53	88	88	88	1	0
R28YRS	IN061009	1	.04	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061009	2	.5	1	5	1	1	80	1	6240	3300	53	88	88	88	1	1
R28YRS	IN061009	3	.3	1	5	1	1	80	1	1500	800	80	88	88	88	1	0
R28YRS	IN061009	4	.15	1	9	1	1	80	1	1000	0	48	88	88	88	1	0
R28YRS	IN061009	5	.1	1	7	1	1	80	0	-88	0	80	88	88	88	1	0
R28YRS	IN061010	1	.04	1	1	1	1	31	0	-88	0	 	 	 	 	 	 
R28YRS	IN061010	2	.5	1	5	1	1	31	1	4000	2100	53	88	30	88	0	88
R28YRS	IN061010	3	.3	1	5	1	1	31	1	2000	1050	53	88	30	88	0	88
R28YRS	IN061010	4	.3	1	5	1	1	31	1	2000	1050	53	88	30	88	0	88
R28YRS	IN061011	1	.03	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061012	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN061012	2	.01	1	1	1	1	2	0	-88	0	53	88	88	88	1	0
R28YRS	IN061012	3	.4	1	5	1	1	2	1	2000	3000	 	 	 	 	 	 
R28YRS	IN061013	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061014	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061014	2	.5	1	5	1	1	80	1	9600	5000	53	88	88	88	1	4
R28YRS	IN061014	3	.6	1	5	1	1	80	1	9600	5400	53	88	30	88	1	4
R28YRS	IN061015	1	.02	1	1	0	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061015	2	.5	1	5	0	1	80	1	6200	2200	53	88	30	88	1	4
R28YRS	IN061015	3	.4	1	5	0	1	80	1	4840	1600	53	88	30	88	1	4
R28YRS	IN061015	4	.3	1	5	0	1	80	1	3640	1100	53	88	30	88	1	4
R28YRS	IN061015	5	.3	1	5	0	1	80	1	3640	1100	53	88	30	88	1	4
R28YRS	IN061016	1	.02	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061016	2	1	1	5	1	1	80	1	10350	5000	53	88	30	88	1	4
R28YRS	IN061017	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061017	2	.5	1	5	1	1	1	1	5500	3200	53	88	30	88	1	2
R28YRS	IN061017	3	.3	1	5	1	1	1	1	4400	2300	53	88	88	88	1	0
R28YRS	IN061017	4	.2	1	5	1	1	1	1	3300	1800	53	88	30	88	1	2
R28YRS	IN061017	5	.5	1	5	1	1	1	1	5500	3200	53	88	30	88	1	2
R28YRS	IN061017	6	.3	1	5	1	1	1	1	4000	2200	53	88	88	88	0	88
R28YRS	IN061018	1	.03	1	1	1	1	2	0	-88	100000	 	 	 	 	 	 
R28YRS	IN061018	2	.1	1	5	1	1	2	1	750	750	53	88	30	88	1	2
R28YRS	IN061018	3	.2	1	5	1	1	2	1	17000	1000	53	88	30	88	1	2
R28YRS	IN061018	4	.1	1	5	1	1	2	1	1000	500	53	88	30	88	1	2
R28YRS	IN061018	5	.1	1	5	1	1	2	1	1200	750	53	88	30	88	1	2
R28YRS	IN061018	6	.4	1	9	1	1	2	1	12500	-88	 	 	 	 	 	 
R28YRS	IN061019	1	.02	1	1	1	1	3	0	-88	0	 	 	 	 	 	 
R28YRS	IN061019	2	.5	1	1	1	1	3	1	7560	5150	53	88	30	88	1	2
R28YRS	IN061019	3	.4	1	1	1	1	3	1	5560	3650	53	88	88	88	1	0
R28YRS	IN061020	1	.02	2	1	0	0	88	0	-88	1800	 	 	 	 	 	 
R28YRS	IN061020	2	.01	2	3	0	0	88	1	36000	600	 	 	 	 	 	 
R28YRS	IN061021	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN061021	2	.05	1	5	1	1	2	1	1000	700	53	88	88	88	1	0
R28YRS	IN061022	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061023	1	.01	1	1	0	0	88	0	-88	2000	 	 	 	 	 	 
R28YRS	IN061023	2	.01	1	1	1	1	1	0	-88	2000	 	 	 	 	 	 
R28YRS	IN061024	1	.04	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061024	2	1	1	1	1	1	80	0	-88	3600	 	 	 	 	 	 
R28YRS	IN061024	3	.5	1	1	1	1	80	1	3000	0	 	 	 	 	 	 
R28YRS	IN061025	1	.03	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061026	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN061027	1	.01	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061028	1	.01	6	1	0	0	88	0	-88	2500	 	 	 	 	 	 
R28YRS	IN061029	1	.03	1	1	1	1	1	0	-88	15000	 	 	 	 	 	 
R28YRS	IN061029	2	1	1	5	1	1	1	1	7000	5000	53	88	88	88	1	0
R28YRS	IN061029	3	2	1	5	1	1	1	1	20000	13000	53	88	3	88	1	0
R28YRS	IN061029	4	1	1	11	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061029	5	.01	1	16	1	1	1	0	-88	300	 	 	 	 	 	 
R28YRS	IN061030	1	.02	1	1	1	1	2	0	-88	70000	 	 	 	 	 	 
R28YRS	IN061030	2	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN061030	3	1	1	5	1	1	2	1	12000	7500	53	88	30	88	1	1
R28YRS	IN061030	4	1	1	5	1	1	2	1	15000	8000	53	88	50	75	1	1
R28YRS	IN061031	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061031	2	.4	1	5	1	1	1	1	2000	800	8	88	88	88	0	88
R28YRS	IN061031	3	.3	1	5	1	1	1	1	1500	600	8	88	88	88	0	88
R28YRS	IN061031	4	.3	1	5	1	1	1	1	1500	600	8	88	88	88	0	88
R28YRS	IN061032	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061032	2	.6	1	5	1	1	1	1	4000	3775	53	88	30	88	1	2
R28YRS	IN061032	3	.4	1	5	1	1	1	1	3200	3245	53	88	30	88	1	2
R28YRS	IN061032	4	.6	1	11	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061032	5	.4	1	5	1	1	1	1	2000	0	45	88	88	88	1	0
R28YRS	IN061033	1	.02	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061033	2	.2	1	5	1	1	80	1	2400	600	53	88	88	88	1	0
R28YRS	IN061033	3	.5	1	7	1	1	80	1	1000	0	48	88	88	88	0	88
R28YRS	IN061033	4	.3	1	7	1	1	80	1	1200	500	77	88	88	88	0	88
R28YRS	IN061033	5	.2	1	5	1	1	80	1	0	400	32	88	88	88	0	88
R28YRS	IN061033	6	.15	1	5	1	1	80	1	1000	0	45	88	88	88	0	88
R28YRS	IN061033	7	.08	1	5	1	1	80	1	7000	3000	75	88	88	88	1	0
R28YRS	IN061034	1	.03	1	1	1	1	1	0	-88	200	 	 	 	 	 	 
R28YRS	IN061035	1	.03	1	1	1	1	80	0	-88	2000	 	 	 	 	 	 
R28YRS	IN061035	2	2	1	7	1	1	80	1	10000	2000	45	88	88	88	0	88
R28YRS	IN061035	3	2	1	5	1	1	80	1	20000	10000	53	88	88	88	1	4
R28YRS	IN061035	4	2	1	7	1	1	80	1	10000	2000	48	88	88	88	0	88
R28YRS	IN061035	5	1	1	5	1	1	80	1	16000	7000	75	88	88	88	1	4
R28YRS	IN061035	6	1	1	5	1	1	80	1	7500	3000	53	88	88	88	0	88
R28YRS	IN061035	7	1	1	5	1	1	80	0	-88	1000	77	88	88	88	0	88
R28YRS	IN061035	8	1	1	5	1	1	80	0	-88	2000	32	88	88	88	0	88
R28YRS	IN061036	1	.01	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061036	2	.4	1	5	1	1	1	1	2700	2500	53	88	88	88	1	0
R28YRS	IN061036	3	.3	1	5	1	1	1	1	2700	1500	53	88	88	88	1	0
R28YRS	IN061037	1	.03	1	1	1	1	1	0	-88	200	 	 	 	 	 	 
R28YRS	IN061038	1	.02	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R28YRS	IN061038	2	.01	1	1	1	1	3	 	 	 	 	 	 	 	 	 
R28YRS	IN061038	3	1	1	5	1	1	3	1	16500	6200	53	30	88	88	1	2
R28YRS	IN061038	4	.5	1	7	1	1	3	1	2500	600	45	88	88	88	1	2
R28YRS	IN061038	5	.5	1	5	1	1	3	1	9000	4000	53	88	88	88	0	88
R28YRS	IN061038	6	1	1	5	1	1	3	1	10000	5000	53	75	75	88	1	4
R28YRS	IN061039	1	.03	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061040	1	.03	1	1	0	0	88	0	-88	0	 	 	 	 	 	 
R28YRS	IN061040	2	.15	1	5	0	0	88	1	2000	3000	53	88	30	88	1	1
R28YRS	IN061040	3	.1	1	5	0	0	88	1	500	500	53	88	30	88	1	1
R28YRS	IN061040	4	.15	1	5	0	0	88	1	500	500	53	88	30	88	1	1
R28YRS	IN061041	1	.03	1	1	0	1	1	0	-88	300	 	 	 	 	 	 
R28YRS	IN061041	2	1.5	1	5	0	1	1	1	3600	2000	32	88	88	88	1	0
R28YRS	IN061041	3	.8	1	5	0	1	1	1	5000	1500	53	88	88	88	0	88
R28YRS	IN061041	4	.6	1	5	0	1	1	1	2500	1000	53	88	88	88	0	88
R28YRS	IN061041	5	.5	1	5	0	1	1	1	7000	3000	50	88	88	88	0	88
R28YRS	IN061042	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061043	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061043	2	.4	1	5	1	1	1	1	5000	2000	53	88	72	88	1	1
R28YRS	IN061044	1	.02	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN061044	2	1	1	9	1	1	2	1	10000	2000	53	88	88	88	0	88
R28YRS	IN061044	3	.5	1	9	1	1	2	1	3200	1000	53	88	88	88	0	88
R28YRS	IN061044	4	1	1	9	1	1	2	1	5500	2000	53	88	88	88	0	88
R28YRS	IN061044	5	.2	1	5	1	1	2	1	2200	800	45	88	45	88	1	0
R28YRS	IN061045	1	.03	1	1	0	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061045	2	.2	1	9	1	1	1	1	1200	0	 	 	 	 	 	 
R28YRS	IN061046	1	.03	1	1	1	1	2	0	-88	0	 	 	 	 	 	 
R28YRS	IN061047	1	.01	1	1	1	1	2	0	-88	200	 	 	 	 	 	 
R28YRS	IN061047	2	.2	1	5	1	1	90	1	2500	1800	53	88	68	88	1	0
R28YRS	IN061047	3	.4	1	5	1	1	90	1	5300	3900	53	88	68	88	1	0
R28YRS	IN061047	4	.01	1	16	1	1	90	0	-88	0	 	 	 	 	 	 
R28YRS	IN061048	1	.02	1	1	1	1	1	0	-88	0	 	 	 	 	 	 
R28YRS	IN061049	1	.02	1	1	0	1	80	0	-88	500	 	 	 	 	 	 
R28YRS	IN061049	2	.01	1	1	0	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061050	1	.02	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN061050	2	.5	1	5	1	1	80	1	4500	3000	53	88	32	88	1	4
R28YRS	IN061050	3	.25	1	5	1	1	80	1	2000	1000	53	88	2	88	0	88
R28YRS	IN061050	4	.4	1	7	1	1	80	0	-88	1000	45	88	2	88	0	88
R28YRS	IN061050	5	.35	1	5	1	1	80	1	3000	2000	72	88	2	88	0	88
R28YRS	IN071001	1	.02	1	1	1	1	80	0	-88	0	 	 	 	 	 	 
R28YRS	IN071001	2	.5	1	5	1	1	80	1	3840	2500	53	88	88	88	1	0
R28YRS	IN071001	3	.05	1	5	1	1	80	 	 	 	 	 	 	 	 	 
