FORMNO	CHILDID	CDINT	EVERSCH	ENRSCH	SINGLSEX	SCTYPE	GRADNOW	TMSCHMIN	TRANSSCH	DANGSCH	SCHRISK1	SCHRISK2	SCHRISK3	MISSCH	WMISSC1	WMISSC2	WMISSC3	SEAMIS01	SEAMIS02	SEAMIS03	BESTSCH1	BESTSCH2	BESTSCH3	WORSTSC1	WORSTSC2	WORSTSC3	GRADCOMP	AGESTOP	XSINGLSX	XSCTYPE	XTMSCHMN	XTRNSSCH	XDANGSCH	XSCHRISK	SCHWHY1	SCHWHY2	SCHWHY3	CSLEEP	CCHCARE	CHHCHORE	CNPAYWRK	CPAYWORK	CSCHOOL	CSTUDY	CPLAY	CHLDWORK	PAYLIKE1	PAYLIKE2	PAYLIKE3	PYNOLIK1	PYNOLIK2	PYNOLIK3	SCHWRK	SCHMISS	WRKINJ	WRKINJ1	WRKINJ2	WRKINJ3	CHEALTHY	CFODFRQ1	CFODFRQ2	CFODFRQ3	CFODFRQ4	CFODFRQ5	CFODFRQ6	CFODFRQ7	CFOODTOT	CFDDIV01	CFDDIV02	CFDDIV03	CFDDIV04	CFDDIV05	CFDDIV06	CFDDIV07	CFDDIV08	CFDDIV09	CFDDIV10	CFDDIV11	CFDIVTOT	MENARCHE	VOICE	HAIRCHIN	CANYHELP	WHOHELP	CHELP01	CHELP02	CHELP03	CHELP04	CHELP05	CHELP06	FRIEND	LEAD	INCGAME	HARDTALK	HELPCHLD	UNDERFIF	WORKWITH	WOTALK	WOHELP	PAYTALK	GRPMEM01	GRPMEM02	GRPMEM03	GRPMEM04	GRPMEM05	GRPMEM06	GRPMEM07	GRPMEM08	GRPATT01	GRPATT02	GRPATT03	GRPATT04	GRPATT05	GRPATT06	GRPATT07	GRPATT08	CFAMSON	CLADDER	CFARLAD	CHLPMV1	CHLPMV2	CHLPMV3	CHLPDWN1	CHLPDWN2	CHLPDWN3	CFAMDTR	CSCUSEFL	CNSCUSE	CHFUTURE	CGRDLIKE	CEXPGRAD	CYDRPOT1	CYDRPOT2	CYDRPOT3	TR1	TR2	TR3	SV1	SV2	TR4	SV5	SV6	AG1	AG2	AG3	PS1	PS2	PS7	PS3	SD1	SD2	WHYBAD1	WHYBAD2	WHYBAD3	PS4	PS8	SD3	AG4	SD4	PS5	SD5	TEABAD1	TEABAD2	TEABAD3	PS6	AG5	PS9	INHEAR01	INHEAR02	INHEAR03	INFSRC01	INFSRC02	INFSRC03	OBEY	NOTALK	LOVED	NOSUPP	SPEAK	FAIRPUN	SISLESS	TIMATT	BROLESS	BROFREE	SISFREE	PARWOR	DECISION	PARDEC	WHATDEC	MINDS	AMBITION	CCIRCUM1	CCIRCUM2	CREAS1	CREAS2	CRELCIRC	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	language1	language2	source	score_ppvt	rscorelang_ppvt	CONDPP	YNOADQ01	YNOADQ02	PPFWLANG	PPCDLANG	STRTHRWM	STRTMRWM	LEVLREAD	LEVLWRIT	MATH01	MATH02	MATH03	MATH04	MATH05	MATH06	MATH07	MATH08	MATH09	MATH10	score_math	rscorelang_math	FINHRRWM	FINMNRWM	CONDRWAQ	YNORWM01	YNORWM02
R28YRS	IN171028	2/12/2007	1	1	0	1	5	20	5	0	88	88	88	0	88	88	88	88	88	88	1	10	3	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	0	0	6	2	6	0	88	88	88	88	88	88	1	0	0	88	88	88	1	1	1	0	1	1	1	0	5	1	0	0	1	0	0	0	1	1	1	1	6	0	88	88	0	88	1	1	1	1	1	1	6	2	1	1	1	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	8	9	1	15	88	88	88	88	2	1	88	42	14	1	88	88	88	1	1	1	1	1	1	1	1	1	4	1	1	4	4	4	2	4	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	1	0	0	3	88	88	1	4	1	4	1	1	1	1	77	77	1	4	0	88	88	88	11	3	3	88	88	4	25	204	10	35	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	4	1	2	3	2	2	1	4	3	0	2	4	3	4	2	4	3	3	1	3	3	1	5	3	2	4	2	1	3	1	2	2	3	3	4	5	4	1	2	3	3	1	3	1	4	2	3	1	3	2	4	3	3	1	3	2	1	2	4	3	4	1	2	1	1	1	2	2	4	2	3	4	3	1	5	4	4	4	3	4	4	3	4	2	2	1	2	5	4	2	3	3	3	1	4	2	3	2	4	4	3	2	4	3	2	2	1	2	1	4	1	4	3	1	3	2	1	4	1	1	1	4	2	3	2	2	2	4	3	2	3	2	3	2	3	2	2	1	4	3	2	2	3	2	3	1	3	1	4	2	3	3	5	3	2	1	1	3	2	3	2	4	2	4	1	5	4	3	2	4	4	3	1	2	3	3	1	2	6	1	4	3	4	1	4	3	4	2	4	2	1	8	11	20	204	56	1	1	3	99	309.855926513672	1	88	88	21	21	11	25	4	3	419	55	14	2	2	1	2	1	7	146	6	299.55126953125	11	55	1	88	88
R28YRS	IN171029	2/7/2007	1	1	1	3	7	10	1	0	88	88	88	1	16	88	88	1	88	88	10	1	88	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	10	0	0	0	0	6	5	3	0	88	88	88	88	88	88	1	0	0	88	88	88	1	0	1	1	1	0	1	0	4	1	0	0	0	0	0	0	0	1	0	1	3	0	88	88	1	1	1	1	1	1	1	1	5	3	1	1	2	88	88	88	88	88	0	1	0	0	0	0	0	0	88	2	88	88	88	88	88	88	2	5	6	15	88	88	88	88	88	2	1	88	40	14	1	88	88	88	1	1	1	1	2	1	1	1	1	2	1	2	4	88	2	2	4	88	88	88	4	4	1	1	4	2	4	88	88	88	88	88	88	77	1	77	88	1	88	1	2	1	4	1	1	4	2	77	77	3	4	0	88	88	88	37	3	3	88	88	4	1	204	8	10	4	3	1	1	4	1	2	3	4	2	2	3	0	2	1	3	1	3	2	1	4	3	4	2	3	1	1	3	2	4	1	2	3	3	2	3	3	3	4	2	4	3	4	4	2	1	4	3	3	3	1	6	3	1	1	2	4	2	2	4	2	4	3	3	3	4	1	2	3	3	1	2	1	4	2	3	4	3	2	4	1	4	1	3	2	1	1	1	3	4	4	2	3	1	4	1	1	4	2	3	1	3	1	3	2	2	4	3	4	3	2	4	4	3	1	3	4	4	1	1	4	1	1	4	2	3	2	3	1	6	2	4	3	2	3	1	2	1	4	1	4	1	1	2	2	3	4	1	1	3	4	2	4	2	3	4	4	4	2	3	1	3	4	1	2	4	1	4	2	4	3	4	4	4	4	2	2	1	2	3	3	6	4	1	3	3	4	3	3	4	1	1	4	1	5	3	2	3	4	2	3	2	4	4	1	1	2	5	4	2	4	4	3	3	3	4	2	2	3	2	6	8	50	204	61	1	1	3	88	289.305755615234	1	88	88	21	21	9	5	4	2	419	45	14	2	2	4	2	2	7	400	7	299.55126953125	9	35	1	88	88
R28YRS	IN171030	3/24/2007	1	1	0	3	7	10	1	1	2	88	88	1	23	88	88	1	2	88	1	7	88	15	24	88	88	88	88	88	-88	88	88	88	88	88	88	8	0	2	0	0	6	2	6	1	2	88	88	11	88	88	1	0	0	88	88	88	3	1	1	0	1	1	1	0	5	1	0	0	1	1	0	0	1	1	0	1	6	1	88	88	1	17	1	1	1	1	1	1	5	2	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	1	2	15	88	88	88	88	88	3	1	88	37	10	1	88	88	88	1	1	1	1	1	2	1	2	1	2	1	1	4	88	1	1	4	88	88	88	4	4	1	1	4	2	4	88	88	88	4	2	1	1	1	0	1	2	88	1	4	1	4	1	1	77	1	77	77	77	77	0	88	88	88	37	4	4	88	88	6	1	204	10	29	4	3	1	1	4	1	2	3	4	2	2	3	0	1	1	3	1	3	2	1	4	3	4	1	4	2	1	3	2	4	1	2	3	2	2	2	4	3	2	2	4	3	4	2	4	3	4	4	3	3	1	3	3	1	1	2	4	2	1	2	2	4	3	4	2	4	1	2	3	4	3	3	1	4	2	3	4	2	2	4	3	4	2	3	2	3	4	4	3	4	4	1	4	1	4	2	4	4	2	3	3	2	1	5	4	2	3	3	4	4	3	4	1	2	4	2	5	4	2	3	4	1	1	1	2	3	2	1	3	4	2	4	3	2	2	1	2	1	1	4	4	3	3	3	1	3	4	3	1	4	4	2	2	1	3	5	2	3	2	2	2	1	4	4	2	4	1	4	6	2	4	2	3	4	1	3	1	4	2	3	2	4	4	2	4	1	2	3	3	2	4	2	4	3	7	4	2	3	4	4	3	2	3	2	3	2	2	4	1	2	3	1	1	1	3	4	1	2	2	1	6	11	10	204	62	1	1	3	89	291.067199707031	1	88	88	21	21	11	15	4	2	318	2	16	2	1	4	2	2	6	60	2	231.639389038086	11	30	1	88	88
R28YRS	IN171031	2/10/2007	1	1	0	3	6	10	1	0	88	88	88	0	88	88	88	88	88	88	11	6	10	15	8	88	88	88	88	88	-88	88	88	88	88	88	88	10	0	1	0	0	6	2	5	0	88	88	88	88	88	88	1	0	0	88	88	88	2	1	1	0	1	1	1	0	5	1	0	0	1	0	0	0	1	1	0	1	5	88	77	0	1	2	1	1	1	1	1	1	2	3	1	3	1	88	88	88	88	88	1	0	0	77	77	0	0	0	3	88	88	88	88	88	88	88	2	5	6	2	6	15	88	88	88	2	1	88	37	14	1	88	88	88	3	2	2	1	3	1	1	3	2	1	1	1	4	88	1	1	3	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	1	0	0	1	88	88	1	4	1	4	4	4	4	4	4	77	4	4	0	88	88	88	37	3	3	88	88	5	73	204	8	50	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	1	4	1	4	1	1	4	2	3	2	3	1	2	2	2	4	3	4	4	2	4	1	2	1	3	2	4	2	3	3	3	1	4	2	2	2	4	3	2	2	4	3	2	3	1	2	1	4	1	4	3	0	3	2	1	4	1	2	4	4	2	2	2	3	2	4	3	2	3	3	3	4	1	2	2	1	4	1	2	4	2	2	4	4	1	1	4	2	3	3	5	2	2	3	2	2	3	3	1	1	3	4	3	7	3	2	3	4	4	3	1	2	2	2	3	2	7	1	4	3	4	1	4	3	3	4	4	4	2	6	9	25	204	34	1	1	3	109	332.754669189453	1	88	88	21	21	8	35	4	3	419	45	14	2	2	2	2	4	7	120	6	326.053466796875	8	45	1	88	88
R28YRS	IN171032	2/10/2007	1	1	0	1	5	2	1	0	88	88	88	0	88	88	88	88	88	88	1	4	88	15	88	88	88	88	88	88	-88	88	88	88	88	88	88	10	1	2	0	0	6	1	4	1	2	88	88	12	88	88	1	0	0	88	88	88	1	1	1	0	1	1	1	1	6	1	0	0	1	0	0	0	1	1	0	1	5	88	12	0	1	1	1	1	1	1	1	1	2	1	1	3	2	3	88	88	88	1	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	7	8	15	16	6	88	88	88	2	1	88	40	14	1	88	88	88	2	3	2	1	1	1	2	2	1	1	2	2	4	88	1	2	4	88	88	88	4	4	2	2	4	1	4	88	88	88	4	4	1	1	0	0	1	88	88	1	2	1	4	2	1	4	1	4	4	4	4	0	88	88	88	37	3	4	12	9	4	1	168	15	45	4	3	1	1	4	1	2	3	4	2	2	3	0	2	1	3	1	3	2	1	4	1	4	2	4	1	1	3	3	4	1	3	3	2	2	3	4	2	4	4	4	3	3	1	3	1	4	2	3	3	1	7	3	2	2	2	2	2	2	3	2	3	3	4	5	4	1	2	3	2	2	2	3	4	2	3	2	4	2	4	1	3	3	3	2	1	2	1	4	4	5	2	3	1	3	4	1	2	2	3	2	4	2	6	1	2	3	3	3	1	2	4	1	2	2	3	5	4	1	3	4	4	1	1	1	2	2	3	3	7	4	4	2	3	3	1	2	1	4	3	4	3	4	2	2	3	4	1	1	3	3	2	1	2	4	6	4	4	2	3	2	3	2	2	2	2	2	4	5	4	1	1	3	1	4	3	1	2	2	1	4	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	16	30	168	64	1	1	3	63	248.792572021484	1	88	88	21	21	16	35	4	2	419	31	14	1	4	4	2	1	7	54	3	249.38639831543	16	50	1	88	88
R28YRS	IN171033	2/6/2007	1	1	0	3	7	10	1	0	88	88	88	0	88	88	88	88	88	88	1	12	14	15	16	88	88	88	88	88	-88	88	88	88	88	88	88	10	0	0	0	0	6	4	4	0	88	88	88	88	88	88	2	0	0	88	88	88	2	0	1	0	1	0	1	0	3	1	0	1	0	0	0	0	1	0	0	1	4	0	88	88	1	1	1	1	1	1	1	1	2	1	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	3	5	15	1	6	88	88	88	2	1	88	37	12	1	88	88	88	2	4	2	2	1	1	4	2	1	2	1	1	4	88	1	1	4	88	88	88	4	4	1	1	4	2	4	88	88	88	88	88	88	1	0	0	1	88	88	1	2	1	4	2	2	4	2	4	2	4	4	0	88	88	88	37	3	3	88	88	4	25	204	8	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	1	3	4	4	1	2	3	2	2	1	4	3	0	2	4	3	3	2	1	3	2	2	2	3	1	3	3	1	2	2	3	2	1	3	2	3	3	4	3	4	1	2	3	2	4	2	1	4	2	3	1	2	2	4	3	1	1	3	2	1	1	4	3	4	1	3	1	1	4	3	1	4	1	3	2	3	1	3	3	2	2	3	4	1	2	4	1	2	1	3	3	4	2	3	4	1	1	4	2	1	2	4	3	1	2	4	3	2	3	1	2	1	1	4	4	3	2	3	2	2	4	1	1	4	4	2	3	2	4	2	4	3	2	3	1	3	4	1	3	2	1	3	2	2	3	2	1	1	1	1	1	3	2	3	3	6	3	2	3	3	2	3	3	3	1	2	4	1	6	3	3	3	4	1	3	2	2	4	3	4	2	5	1	4	3	4	1	4	3	4	2	4	3	3	7	8	45	204	46	1	1	3	102	316.020965576172	1	88	88	21	21	8	50	4	2	419	45	14	2	2	2	2	2	7	240	6	299.55126953125	9	15	1	88	88
R28YRS	IN171034	3/9/2007	1	1	0	3	3	5	1	0	88	88	88	1	16	88	88	10	88	88	1	88	88	28	88	88	88	88	88	88	-88	88	88	88	88	88	88	10	0	1	1	0	5	1	6	0	88	88	88	88	88	88	1	0	0	88	88	88	1	1	1	0	1	1	1	0	5	1	0	0	1	0	0	0	1	1	0	1	5	0	88	88	1	1	1	1	1	77	1	1	4	3	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	3	5	2	88	88	88	88	88	2	1	88	35	10	1	88	88	88	77	77	77	2	2	3	77	77	1	2	77	2	3	88	2	77	77	88	88	88	3	2	1	2	4	3	4	88	88	88	88	88	88	0	0	0	88	88	88	1	4	1	2	1	2	4	1	4	4	4	4	0	88	88	88	35	5	5	88	88	5	1	108	11	20	4	3	1	1	4	1	2	1	4	2	2	3	1	2	1	3	2	3	2	1	2	1	4	1	1	5	1	3	2	4	1	2	4	2	4	2	4	3	4	2	4	2	4	3	2	1	4	4	2	3	1	5	2	1	2	2	2	3	1	1	2	4	3	4	6	3	1	2	1	2	4	2	4	4	2	3	2	6	2	4	4	2	1	3	2	1	2	1	2	4	4	2	3	1	2	1	2	2	2	2	2	2	1	7	3	1	2	2	1	1	1	2	1	2	2	2	9	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	11	50	108	47	1	1	3	36	200.940048217773	1	88	88	21	21	12	0	2	1	3111	-77	14	77	77	77	77	77	-77	-77	1	207.030212402344	12	25	1	88	88
R28YRS	IN171035	2/10/2007	1	1	0	3	7	10	1	0	88	88	88	0	88	88	88	88	88	88	1	10	11	1	15	88	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	0	0	6	4	4	0	88	88	88	88	88	88	1	0	1	4	88	88	2	0	1	0	1	0	1	0	3	1	0	0	0	0	0	0	1	0	1	1	4	88	0	0	1	1	1	1	1	1	1	1	2	2	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	4	5	15	88	88	88	88	88	2	1	88	40	10	1	88	88	88	4	2	4	2	2	1	2	2	1	2	2	1	3	88	2	1	4	88	88	88	2	3	2	1	4	1	4	88	88	88	88	88	88	1	1	0	1	1	88	1	2	2	4	2	1	1	1	2	1	1	4	77	88	88	88	38	4	3	63	88	5	37	180	9	42	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	2	1	3	4	4	2	3	1	0	2	2	1	2	4	3	1	3	2	2	3	1	6	4	1	2	3	2	4	4	1	1	2	3	1	4	2	4	1	1	1	3	2	1	1	4	4	4	3	4	4	1	4	4	4	4	2	3	1	2	1	5	1	4	4	3	4	4	4	4	1	2	3	3	5	4	2	3	3	3	1	4	2	1	2	4	4	2	2	4	3	1	3	1	2	1	3	1	4	3	2	3	1	1	4	1	2	4	4	2	3	2	4	3	4	3	2	3	2	3	2	2	2	2	1	4	3	2	4	2	4	1	1	1	1	1	2	3	4	7	1	2	4	1	2	3	3	3	4	2	4	1	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10	30	180	48	1	1	3	85	284.315002441406	1	88	88	21	21	10	31	4	3	23	33	14	4	4	1	1	3	1	61	2	231.639389038086	10	48	1	88	88
R28YRS	IN171036	2/8/2007	1	1	0	3	6	30	1	0	88	88	88	1	16	88	88	11	88	88	1	10	3	29	88	88	88	88	88	88	-88	88	88	88	88	88	88	10	0	1	0	0	6	2	5	0	88	88	88	88	88	88	1	0	0	88	88	88	2	1	1	0	1	1	1	0	5	1	0	0	1	0	88	88	1	1	1	1	6	0	88	88	1	1	1	1	1	1	1	1	3	1	1	3	1	88	88	88	88	88	0	1	0	0	0	0	0	0	88	1	88	88	88	88	88	88	2	6	8	1	15	88	88	88	88	2	1	88	28	14	1	88	88	88	1	1	1	1	2	2	1	1	1	1	1	2	4	88	1	1	4	88	88	88	2	2	1	1	4	1	4	88	88	88	88	88	88	1	0	0	1	88	88	1	1	1	4	1	1	4	1	77	77	4	4	0	88	88	88	28	3	4	9	88	4	1	48	8	10	4	3	1	1	4	1	2	3	4	2	2	3	0	2	1	3	1	3	2	1	4	3	4	1	1	2	1	3	3	4	1	2	3	3	4	2	2	3	5	3	4	2	2	2	2	1	2	1	1	3	1	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	40	48	51	1	1	3	24	172.169815063477	1	88	88	21	21	8	45	3	2	419	-77	14	3	1	1	4	2	7	52	3	249.38639831543	9	15	1	88	88
R28YRS	IN171037	2/8/2007	1	1	0	3	2	2	1	0	88	88	88	0	88	88	88	88	88	88	1	2	88	15	88	88	88	88	88	88	-88	88	88	88	88	88	88	10	0	2	0	0	5	1	6	0	88	88	88	88	88	88	1	0	0	88	88	88	2	1	1	0	1	1	1	0	5	1	0	1	0	0	0	0	1	1	0	1	5	88	0	0	1	3	1	1	1	0	1	1	5	2	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	4	5	2	15	12	88	88	88	2	1	88	37	10	1	88	88	88	2	2	1	1	2	1	2	2	2	77	2	1	4	88	2	2	2	7	88	88	2	2	1	1	4	2	3	88	88	88	88	88	88	0	0	0	88	88	88	2	4	2	3	2	1	4	2	4	4	4	4	0	88	88	88	37	4	4	88	88	6	1	156	13	6	1	3	1	1	4	1	2	3	4	2	2	3	1	2	1	3	1	3	2	1	1	4	4	2	4	2	1	3	3	4	1	3	3	2	2	1	4	3	2	3	4	3	3	2	3	3	2	1	3	3	1	6	3	2	2	1	1	2	1	2	2	3	3	4	5	2	1	2	2	3	1	2	2	4	2	3	4	6	2	4	1	2	4	3	2	1	2	4	3	4	3	2	2	1	2	4	4	4	2	3	2	4	4	6	1	2	3	4	3	1	2	2	2	2	1	3	7	4	2	2	2	4	1	4	4	2	2	2	2	7	4	4	2	3	3	1	2	1	4	4	1	3	5	3	2	1	4	1	2	1	2	2	1	2	2	5	2	2	2	3	2	2	2	2	2	4	1	2	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	13	45	156	62	1	1	3	57	239.104644775391	1	88	88	21	21	12	50	4	2	418	48	14	3	3	3	3	3	4	26	1	207.030212402344	13	5	1	88	88
R28YRS	IN171038	2/3/2007	1	1	0	3	7	10	1	0	88	88	88	0	88	88	88	88	88	88	11	1	14	15	88	88	88	88	88	88	-88	88	88	88	88	88	88	10	1	2	0	0	6	1	4	0	88	88	88	88	88	88	1	0	0	88	88	88	2	0	1	0	1	0	1	0	3	1	0	0	0	0	0	0	0	1	1	1	4	0	88	88	1	1	1	1	1	1	1	1	8	1	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	2	3	5	15	6	88	88	88	88	2	1	88	37	12	1	88	88	88	2	3	2	1	1	1	77	2	1	1	2	1	4	88	1	1	4	88	88	88	1	4	1	1	4	1	4	88	88	88	88	88	88	1	0	0	1	88	88	1	2	1	4	1	2	2	1	2	4	4	4	0	88	88	88	37	3	4	9	88	4	13	204	8	0	88	88	88	88	88	88	88	88	88	88	88	88	88	2	1	3	1	3	2	1	4	3	4	2	4	0	1	3	1	4	1	3	3	2	2	1	4	3	2	2	4	3	1	2	4	3	2	3	2	3	1	3	3	2	1	2	1	2	1	2	2	4	3	4	4	4	1	2	3	3	1	2	1	4	2	3	1	2	2	4	1	1	1	3	2	1	2	4	3	4	1	1	1	1	4	2	4	4	2	3	4	3	1	5	1	2	4	3	4	4	4	4	1	2	2	3	4	4	2	3	4	1	1	4	1	3	2	4	4	4	1	4	2	2	2	1	2	1	4	1	4	3	3	3	2	3	4	1	1	1	4	2	3	2	4	3	3	2	2	1	2	2	4	1	2	4	1	1	7	2	2	4	4	4	4	1	1	3	2	3	3	5	4	2	1	4	1	3	3	3	1	3	4	3	5	3	2	3	4	1	3	2	2	1	2	1	2	5	1	4	3	4	1	4	3	2	1	4	3	2	6	8	45	204	59	1	1	3	91	294.590087890625	1	88	88	21	21	8	50	4	2	419	45	14	2	2	2	2	1	7	400	7	299.55126953125	9	5	1	88	88
