CHILDCODE	EDCHSTR5	GRDER5	CMPGRDR5	TYSCR5	SMESCHR5	PROVR5	DSSCR5	COD_MOD	ANEXO	NMSCSCR5	NIV_MOD	D_NIV_MOD	GESTION	D_GESTION	GES_DEP	D_GES_DEP	COD_ENAHO	TYSCR5_C	NMSCLSR5_C
98026	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
98026	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98026	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98026	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98028	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98028	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98028	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98028	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98029	13	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98029	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98029	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
98029	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108001	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108001	14	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108001	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108001	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108002	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108002	14	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108002	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108002	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108003	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108003	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108003	15	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108003	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108004	13	11	1	8	1	 	 	 	 	 	 	 	 	 	 	 	 	8	 
108004	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108004	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108004	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108006	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108006	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108006	15	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108006	16	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108007	13	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108007	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108007	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108007	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108008	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108008	14	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108008	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108008	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108009	13	21	 	3	0	 	 	 	 	 	 	 	 	 	 	 	 	3	 
108009	14	21	 	3	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108009	15	21	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108009	16	22	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108011	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108011	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108011	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108011	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108012	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108012	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108012	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108012	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108013	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108013	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108013	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108013	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108015	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108015	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108015	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108015	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108016	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108016	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108016	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108016	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108017	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108017	14	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108017	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108017	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108020	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108020	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108020	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108020	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108021	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108021	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108021	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108021	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108022	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108022	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108022	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108022	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108023	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108023	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108023	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108023	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108024	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108024	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108024	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108024	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108025	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108025	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108025	15	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108025	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108026	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108026	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108026	15	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108026	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108027	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108027	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108027	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108027	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108028	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108028	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108028	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108028	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
108029	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108029	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108029	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
108029	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118001	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118001	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118001	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118001	16	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118002	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118002	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118002	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118002	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118003	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118003	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118003	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118003	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118004	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118004	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118004	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118004	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118005	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118005	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118005	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118005	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118006	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118006	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118006	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118006	16	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118007	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118007	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118007	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118007	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118009	13	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118009	14	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118009	15	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118009	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118010	13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118010	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118010	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118010	16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118011	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118011	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118011	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118011	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118013	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118013	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118013	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118013	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118014	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118014	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118014	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118014	16	14	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118015	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118015	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118015	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118015	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118017	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118017	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118017	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118017	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118018	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118018	14	22	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118018	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118018	16	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118020	13	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118020	14	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118020	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118020	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118022	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118022	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118022	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118023	13	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118023	14	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118023	15	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118023	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118024	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118024	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118027	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118027	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118027	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118027	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118028	13	10	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118028	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118028	15	11	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118028	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118029	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118029	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
118029	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118029	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118030	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118030	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
118030	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128002	13	8	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128002	14	9	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128002	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128002	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128003	13	21	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128003	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128003	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128003	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128004	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128004	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128004	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128004	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128007	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128007	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128007	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128007	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128008	13	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128008	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128008	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128008	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128009	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128009	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128009	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128009	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128010	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128010	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128010	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128010	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128011	13	21	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128011	14	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128011	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128011	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128012	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128012	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128012	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128012	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128013	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128013	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128013	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128013	16	11	4	9	0	 	 	 	 	 	 	 	 	 	 	 	 	9	 
128014	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128014	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128014	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128014	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128016	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128016	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128016	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128016	16	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128019	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128019	14	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128019	15	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128019	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128020	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128020	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128020	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128020	16	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128021	13	10	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128021	14	11	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128021	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128021	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128022	13	21	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128022	14	21	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128022	15	22	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128023	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128023	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128023	15	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128023	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128024	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128024	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128024	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128024	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128025	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128025	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128025	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128025	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128026	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128026	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128026	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128026	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128028	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128028	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128028	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128028	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128030	13	8	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128030	14	9	3	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128030	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128030	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128031	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128031	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128031	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128031	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128032	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128032	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128032	15	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128032	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128033	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128033	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128033	15	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128033	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128034	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128034	14	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128034	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128034	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128037	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128037	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128037	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128037	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128038	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128038	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128038	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128038	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128039	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128039	14	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128039	15	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128039	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128040	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128040	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128040	15	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128040	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128041	13	21	 	3	0	 	 	 	 	 	 	 	 	 	 	 	 	3	 
128041	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128041	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128041	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128042	13	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128042	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128042	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128042	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
128043	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128043	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128043	15	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128043	16	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
128044	13	11	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
