CHILDCODE	EDCHSTR5	GRDER5	CMPGRDR5	TYSCR5	SMESCHR5	PROVR5	DSSCR5	COD_MOD	ANEXO	NMSCSCR5	NIV_MOD	D_NIV_MOD	GESTION	D_GESTION	GES_DEP	D_GES_DEP	COD_ENAHO	TYSCR5_C	NMSCLSR5_C
38011	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38011	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38014	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38014	14	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38014	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38014	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38015	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
38015	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38015	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38015	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
38016	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38016	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38016	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38016	16	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38017	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38017	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38017	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38017	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38019	13	8	3	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
38019	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38019	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38019	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38020	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38020	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38020	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38020	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38021	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38021	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38021	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38021	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38022	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38022	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38022	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38023	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38023	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38023	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38023	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38024	13	21	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
38024	14	21	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
38024	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38024	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
38025	13	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38025	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38025	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
38025	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48001	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48001	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48001	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48001	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48002	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48002	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48002	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48002	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48003	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48003	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48003	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48003	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48004	13	21	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48004	14	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48004	15	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48004	16	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48005	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48005	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48005	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48005	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48006	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48006	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48006	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48006	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48007	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48007	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48007	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48007	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48008	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48008	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48008	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48008	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48009	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48009	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48009	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48009	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48010	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48010	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48010	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48010	16	21	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48011	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48011	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48011	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48011	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48013	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48013	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48013	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48013	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48014	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48014	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48014	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48014	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48015	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48015	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48015	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48015	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48016	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48016	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48016	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48016	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48017	13	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48017	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48017	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48017	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48018	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48018	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48018	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48018	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48019	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48019	14	8	1	9	0	 	 	 	 	 	 	 	 	 	 	 	 	9	 
48019	15	10	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	9	 
48019	16	11	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	9	 
48020	13	10	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48020	14	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48020	15	0	 	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48020	16	0	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48021	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48021	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48021	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48021	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48022	13	10	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48022	14	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48022	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48023	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48023	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48023	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48023	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48024	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48024	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48024	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48024	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48025	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48025	14	7	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
48025	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48025	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48026	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48026	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48026	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
48026	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
58002	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58002	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58002	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58002	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58003	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58003	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58003	15	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58003	16	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
58004	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
58004	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
58004	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58004	16	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
58007	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58007	16	21	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58008	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58008	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58008	15	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58008	16	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58011	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58011	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58011	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58011	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58012	13	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58012	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58012	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58012	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58013	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58013	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58013	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58013	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58014	13	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58014	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58014	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58014	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58015	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58016	13	9	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	9	 
58016	14	11	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	9	 
58016	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58016	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58017	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58019	13	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58019	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58019	15	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
58019	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
58020	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58020	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58020	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58020	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58021	13	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58021	14	10	3	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58021	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58021	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58025	13	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
58025	14	13	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58025	15	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58025	16	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58026	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58026	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58026	15	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
58026	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58027	13	18	1	5	1	 	 	 	 	 	 	 	 	 	 	 	 	5	 
58027	14	18	1	5	1	 	 	 	 	 	 	 	 	 	 	 	 	5	 
58027	15	18	1	5	1	 	 	 	 	 	 	 	 	 	 	 	 	5	 
58027	16	18	4	5	1	 	 	 	 	 	 	 	 	 	 	 	 	5	 
58028	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58028	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58028	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58028	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58029	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58030	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58030	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58030	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58030	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68001	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68001	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68001	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68001	16	16	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68002	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68002	14	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68002	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68002	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68004	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68004	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68004	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68004	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68005	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68005	16	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68006	13	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68006	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68006	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68006	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68007	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68007	14	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68007	15	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68007	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68008	13	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68008	14	14	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68008	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68008	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68009	13	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68009	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68009	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68009	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68010	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68010	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68010	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68010	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68011	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68011	14	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68011	15	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68011	16	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68012	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68012	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68012	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68012	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68013	13	13	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68013	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68013	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68013	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68015	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68015	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68015	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68015	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68016	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68016	14	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68016	15	13	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68016	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68017	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68017	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68017	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68017	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68019	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68019	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68019	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68019	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68020	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68020	14	15	 	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68020	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68020	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68021	13	13	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68021	14	14	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
68021	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68021	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68022	13	9	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68022	14	10	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68022	15	11	1	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68022	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68023	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68023	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68023	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68023	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68024	13	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68024	14	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68024	15	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68024	16	15	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	4	 
68025	13	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68025	14	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68025	15	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68025	16	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78001	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78001	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78001	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78001	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78002	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78002	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78002	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78002	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78003	13	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78003	14	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78003	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78003	16	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78005	13	11	1	9	1	 	 	 	 	 	 	 	 	 	 	 	 	9	 
78005	14	15	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 
78005	15	15	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 
