CHILDCODE	HHDCIDR4	EVMDDCR5	MADDECR5	WHOPRVR5
68004	8	1	1	1
68004	9	1	1	1
68005	1	1	1	1
68005	2	1	1	1
68005	3	1	1	1
68005	4	1	1	1
68005	5	1	1	1
68005	6	1	1	1
68005	7	1	1	6
68005	8	0	1	6
68005	9	0	1	6
68006	1	0	1	7
68006	2	1	1	7
68006	3	1	1	1
68006	4	1	1	1
68006	5	1	1	7
68006	6	0	1	1
68006	7	1	1	7
68006	8	0	1	1
68006	9	0	1	1
68007	1	0	1	1
68007	2	1	1	1
68007	3	1	1	1
68007	4	1	1	1
68007	5	1	1	1
68007	6	1	1	1
68007	7	1	1	1
68007	8	0	1	1
68007	9	0	1	1
68008	1	0	1	1
68008	2	1	1	1
68008	3	1	1	1
68008	4	1	1	1
68008	5	1	1	1
68008	6	0	1	1
68008	7	0	1	1
68008	8	0	1	1
68008	9	0	1	1
68009	1	0	1	3
68009	2	1	0	3
68009	3	1	1	1
68009	4	1	1	1
68009	5	1	1	3
68009	6	1	0	1
68009	7	0	1	1
68009	8	0	1	1
68009	9	0	1	1
68010	1	1	0	3
68010	2	1	1	3
68010	3	1	1	1
68010	4	1	1	1
68010	5	1	1	1
68010	6	1	1	1
68010	7	1	1	1
68010	8	0	1	1
68010	9	0	1	1
68011	1	1	1	6
68011	2	1	1	1
68011	3	1	1	1
68011	4	1	1	1
68011	5	1	1	6
68011	6	1	1	1
68011	7	1	1	1
68011	8	1	1	2
68011	9	1	1	1
68012	1	1	1	6
68012	2	1	1	1
68012	3	1	1	1
68012	4	1	1	6
68012	5	1	1	6
68012	6	0	1	6
68012	7	1	1	6
68012	8	0	1	6
68012	9	1	1	6
68013	1	0	1	3
68013	2	1	1	3
68013	3	1	1	1
68013	4	1	1	1
68013	5	1	1	1
68013	6	0	1	1
68013	7	0	1	1
68013	8	0	1	1
68013	9	0	1	1
68015	1	1	1	3
68015	2	1	1	3
68015	3	1	1	1
68015	4	1	1	1
68015	5	1	1	1
68015	6	1	1	1
68015	7	1	1	1
68015	8	1	1	1
68015	9	1	1	1
68016	1	1	1	3
68016	2	1	1	7
68016	3	0	1	1
68016	4	1	1	3
68016	5	1	1	3
68016	6	1	1	1
68016	7	1	1	1
68016	8	0	1	1
68016	9	0	1	1
68017	1	1	0	2
68017	2	1	0	1
68017	3	1	1	1
68017	4	1	1	1
68017	5	1	1	1
68017	6	1	1	1
68017	7	1	1	2
68017	8	1	1	6
68017	9	1	1	7
68019	1	1	1	3
68019	2	1	1	3
68019	3	1	1	3
68019	4	1	1	1
68019	5	1	1	3
68019	6	1	1	1
68019	7	1	1	3
68019	8	0	1	1
68019	9	0	1	1
68020	1	1	1	3
68020	2	1	1	8
68020	3	1	1	1
68020	4	1	1	1
68020	5	1	1	1
68020	6	1	1	1
68020	7	0	1	7
68020	8	0	1	1
68020	9	0	1	1
68021	1	0	1	4
68021	2	1	1	3
68021	3	1	1	1
68021	4	1	1	1
68021	5	0	0	3
68021	6	1	1	1
68021	7	1	1	3
68021	8	0	1	1
68021	9	0	1	1
68022	1	1	1	1
68022	2	1	1	1
68022	3	1	1	1
68022	4	1	1	1
68022	5	1	1	1
68022	6	0	1	1
68022	7	1	1	1
68022	8	1	1	1
68022	9	1	1	1
68023	1	0	1	3
68023	2	1	0	3
68023	3	1	1	1
68023	4	1	1	1
68023	5	1	1	1
68023	6	1	1	1
68023	7	0	1	1
68023	8	0	1	7
68023	9	1	1	6
68024	1	0	1	3
68024	2	1	1	3
68024	3	0	1	1
68024	4	1	1	1
68024	5	1	1	1
68024	6	1	1	1
68024	7	0	1	1
68024	8	0	0	1
68024	9	0	1	1
68025	1	1	1	3
68025	2	1	1	3
68025	3	1	1	3
68025	4	1	1	1
68025	5	1	1	1
68025	6	0	1	1
68025	7	1	1	1
68025	8	0	1	1
68025	9	1	1	1
78001	1	0	0	3
78001	2	0	0	3
78001	3	1	1	1
78001	4	1	1	1
78001	5	1	1	1
78001	6	1	1	3
78001	7	1	1	3
78001	8	1	1	1
78001	9	1	1	1
78002	1	1	1	3
78002	2	1	1	3
78002	3	0	1	3
78002	4	1	0	1
78002	5	1	1	1
78002	6	1	1	1
78002	7	1	1	3
78002	8	1	1	1
78002	9	1	1	1
78003	1	1	1	3
78003	2	1	1	7
78003	3	1	1	3
78003	4	1	1	1
78003	5	0	1	7
78003	6	1	1	1
78003	7	0	1	3
78003	8	0	1	1
78003	9	0	1	1
78005	1	1	1	3
78005	2	1	1	3
78005	3	1	1	1
78005	4	1	1	1
78005	5	1	1	1
78005	6	1	1	1
78005	7	1	1	3
78005	8	1	1	1
78005	9	1	1	1
78006	1	 	1	3
78006	2	 	1	1
78006	3	 	1	3
78006	4	 	1	1
78006	5	 	1	88
78006	6	 	1	1
78006	7	 	1	1
78006	8	 	1	1
78006	9	 	1	1
78008	1	0	0	3
78008	2	1	1	3
78008	3	0	0	3
78008	4	1	1	1
78008	5	1	1	3
78008	6	1	1	3
78008	7	0	1	1
78008	8	0	1	1
78008	9	0	1	3
78009	1	1	1	3
78009	2	1	0	3
78009	3	1	0	3
78009	4	0	1	3
78009	5	0	1	1
78009	6	0	1	1
78009	7	0	0	3
78009	8	0	1	1
78009	9	0	1	1
78010	1	1	1	1
78010	2	1	1	8
78010	3	1	1	1
78010	4	1	1	1
78010	5	1	1	1
78010	6	1	1	1
78010	7	1	1	1
78010	8	1	1	1
78010	9	1	1	1
78011	1	1	1	6
78011	2	1	1	6
78011	3	1	1	1
78011	4	1	1	6
78011	5	1	1	1
78011	6	1	1	1
78011	7	1	1	6
78011	8	1	1	6
78011	9	1	1	6
78012	1	0	0	4
78012	2	1	0	3
78012	3	1	1	1
78012	4	1	1	1
78012	5	1	1	1
78012	6	1	1	1
78012	7	1	1	1
78012	8	0	1	1
78012	9	0	1	1
78013	1	0	1	3
78013	2	0	1	3
78013	3	1	1	1
78013	4	1	1	1
78013	5	1	1	1
78013	6	1	1	1
78013	7	1	1	1
78013	8	1	1	1
78013	9	1	1	1
78014	1	1	1	3
78014	2	0	0	3
78014	3	1	1	7
78014	4	0	0	1
78014	5	1	1	3
78014	6	1	1	7
78014	7	1	1	7
78014	8	0	1	1
78014	9	0	1	1
78015	1	1	1	3
78015	2	1	1	3
78015	3	1	0	3
78015	4	0	1	1
78015	5	1	1	3
78015	6	1	1	3
78015	7	1	1	1
78015	8	0	1	1
78015	9	0	1	1
78016	1	1	1	7
78016	2	1	1	7
78016	3	1	1	7
78016	4	1	1	7
78016	5	1	1	7
78016	6	1	1	7
78016	7	1	1	1
78016	8	1	1	1
78016	9	1	1	1
78017	1	1	1	3
78017	2	1	1	1
78017	3	1	1	1
78017	4	1	1	1
78017	5	1	1	1
78017	6	1	1	1
78017	7	1	1	1
78017	8	1	1	1
78017	9	1	1	1
78018	1	1	1	1
78018	2	1	1	1
78018	3	1	1	1
78018	4	1	1	1
78018	5	1	1	1
78018	6	1	1	1
78018	7	1	1	1
78018	8	1	1	1
78018	9	1	1	1
78019	1	1	0	3
78019	2	1	1	7
78019	3	1	1	3
78019	4	1	1	1
78019	5	1	1	3
78019	6	0	1	1
78019	7	0	1	3
78019	8	0	1	1
78019	9	0	1	1
78020	1	1	1	3
78020	2	1	1	3
78020	3	1	1	1
78020	4	1	1	1
78020	5	1	1	1
78020	6	1	1	1
78020	7	1	1	1
78020	8	1	1	1
78020	9	1	1	1
78021	1	1	1	7
78021	2	1	1	7
78021	3	1	1	7
78021	4	1	1	1
78021	5	1	1	1
78021	6	1	1	1
78021	7	1	1	1
78021	8	1	1	1
78021	9	1	1	1
78022	1	 	 	 
78022	2	 	 	 
78022	3	 	 	 
78022	4	 	 	 
78022	5	 	 	 
78022	6	 	 	 
78022	7	 	 	 
78022	8	 	 	 
78022	9	 	 	 
78024	1	0	1	3
78024	2	1	1	3
78024	3	0	1	1
78024	4	0	1	1
78024	5	1	1	3
78024	6	1	1	1
78024	7	1	1	3
78024	8	0	1	1
78024	9	0	1	1
78026	1	1	1	3
78026	2	1	0	3
78026	3	0	1	1
78026	4	1	1	1
78026	5	1	1	1
78026	6	1	1	1
78026	7	1	1	3
78026	8	1	1	1
78026	9	0	1	1
78027	1	1	1	3
78027	2	1	1	3
78027	3	1	1	1
78027	4	1	1	1
78027	5	1	1	1
78027	6	1	1	1
78027	7	1	1	3
78027	8	1	1	1
78027	9	1	1	1
78028	1	1	1	3
78028	2	1	1	3
78028	3	1	1	3
78028	4	1	1	1
78028	5	1	1	1
78028	6	1	1	1
78028	7	1	1	1
78028	8	1	1	1
78028	9	1	1	1
78029	1	1	1	3
78029	2	1	1	3
78029	3	1	1	1
78029	4	1	1	1
78029	5	1	1	1
78029	6	1	1	1
78029	7	1	1	3
78029	8	1	1	1
78029	9	1	1	1
78030	1	1	1	3
78030	2	1	1	3
78030	3	1	1	1
78030	4	1	1	1
78030	5	1	1	1
78030	6	0	1	1
78030	7	1	1	3
78030	8	0	1	1
78030	9	0	1	1
78031	1	1	0	3
78031	2	1	1	3
78031	3	1	1	1
78031	4	1	1	1
78031	5	1	1	1
78031	6	1	1	1
78031	7	1	1	7
78031	8	1	1	1
78031	9	1	1	1
78032	1	1	1	3
78032	2	1	1	4
78032	3	1	1	1
78032	4	1	1	1
78032	5	1	1	3
78032	6	1	1	1
78032	7	0	1	3
78032	8	0	1	1
78032	9	0	1	1
78033	1	0	1	3
78033	2	1	1	4
78033	3	1	1	3
78033	4	1	1	1
78033	5	1	1	1
78033	6	1	1	1
78033	7	1	1	1
78033	8	1	1	1
78033	9	1	1	1
78034	1	1	1	3
78034	2	1	0	3
78034	3	0	1	1
78034	4	1	1	1
78034	5	1	1	3
78034	6	1	1	1
78034	7	1	1	3
78034	8	0	1	1
78034	9	0	1	1
78035	1	1	1	7
78035	2	1	1	7
78035	3	0	1	7
78035	4	0	0	1
78035	5	0	0	7
78035	6	0	0	7
78035	7	0	0	7
78035	8	0	1	1
78035	9	0	1	1
78036	1	1	1	1
78036	2	1	1	1
78036	3	1	1	1
78036	4	1	1	1
78036	5	1	1	1
78036	6	1	1	1
78036	7	1	1	1
78036	8	1	1	1
78036	9	1	1	1
78037	1	1	1	3
78037	2	1	1	3
78037	3	1	1	1
78037	4	1	1	1
78037	5	1	1	1
78037	6	1	1	1
78037	7	1	1	1
78037	8	1	1	1
78037	9	1	1	1
78038	1	1	1	3
78038	2	0	0	3
78038	3	1	1	3
78038	4	1	1	3
78038	5	1	1	3
78038	6	1	1	1
78038	7	1	1	1
78038	8	1	1	1
78038	9	1	1	1
78039	1	1	1	1
78039	2	1	1	2
78039	3	1	1	2
78039	4	1	1	1
78039	5	1	1	1
78039	6	0	1	1
78039	7	1	1	1
78039	8	0	1	6
78039	9	1	1	6
78040	1	0	0	3
78040	2	1	0	3
78040	3	1	1	3
78040	4	1	1	1
78040	5	1	1	1
78040	6	1	1	1
78040	7	1	1	1
78040	8	0	1	1
78040	9	0	1	1
78041	1	 	 	 
78041	2	 	 	 
78041	3	 	 	 
78041	4	 	 	 
78041	5	 	 	 
78041	6	 	 	 
78041	7	 	 	 
78041	8	 	 	 
78041	9	 	 	 
78042	1	1	1	3
78042	2	1	1	3
78042	3	1	1	3
78042	4	1	1	1
78042	5	1	1	3
78042	6	1	1	1
78042	7	1	1	3
78042	8	1	1	1
78042	9	1	1	1
78043	1	0	0	3
78043	2	1	1	2
78043	3	0	1	1
78043	4	1	1	1
78043	5	1	1	1
78043	6	0	0	1
78043	7	0	1	1
78043	8	1	1	1
78043	9	1	1	1
78044	1	1	1	3
78044	2	1	1	3
78044	3	1	1	3
78044	4	0	1	1
78044	5	1	1	3
78044	6	1	1	1
78044	7	1	1	3
78044	8	1	1	1
78044	9	1	1	1
78045	1	0	0	3
78045	2	1	1	3
78045	3	0	1	1
78045	4	1	1	1
78045	5	1	1	1
78045	6	1	1	1
78045	7	1	1	1
78045	8	1	1	1
78045	9	1	1	1
78046	1	1	1	3
78046	2	1	1	3
78046	3	1	1	1
78046	4	1	1	1
78046	5	1	1	1
78046	6	1	1	1
78046	7	1	1	1
78046	8	1	1	1
78046	9	1	1	1
78047	1	1	1	3
78047	2	1	1	3
78047	3	1	1	3
78047	4	1	1	1
78047	5	1	1	1
78047	6	1	1	1
78047	7	1	1	1
78047	8	1	1	1
78047	9	1	1	1
78048	1	1	1	6
78048	2	1	1	6
78048	3	1	1	1
78048	4	1	1	6
78048	5	1	1	1
78048	6	1	1	1
78048	7	1	1	6
78048	8	0	1	6
78048	9	1	1	6
78049	1	1	1	3
78049	2	1	1	1
78049	3	0	0	3
78049	4	1	1	1
78049	5	1	1	1
78049	6	1	1	1
78049	7	1	1	1
78049	8	1	1	1
78049	9	1	1	1
78051	1	1	1	3
78051	2	0	1	3
78051	3	0	1	1
78051	4	1	1	1
78051	5	0	1	1
78051	6	0	1	1
78051	7	0	1	1
78051	8	0	1	1
78051	9	0	1	1
78052	1	1	1	6
78052	2	1	1	6
78052	3	1	1	6
78052	4	1	1	6
78052	5	1	1	6
78052	6	1	1	6
78052	7	1	1	6
78052	8	1	1	6
78052	9	1	1	6
88001	1	1	1	6
88001	2	1	1	6
88001	3	1	1	1
88001	4	1	1	1
88001	5	1	1	6
88001	6	1	1	6
88001	7	0	1	6
88001	8	0	1	6
88001	9	0	1	6
88002	1	1	1	1
88002	2	1	1	1
88002	3	1	1	4
88002	4	0	1	1
88002	5	0	1	3
88002	6	0	1	3
88002	7	1	1	3
88002	8	0	0	3
88002	9	1	1	1
88003	1	 	 	 
88003	2	 	 	 
88003	3	 	 	 
88003	4	 	 	 
88003	5	 	 	 
88003	6	 	 	 
88003	7	 	 	 
88003	8	 	 	 
88003	9	 	 	 
88004	1	0	0	3
88004	2	1	1	3
88004	3	1	1	1
88004	4	1	1	1
88004	5	1	1	1
88004	6	0	1	1
88004	7	0	1	1
88004	8	0	1	1
88004	9	0	1	1
88005	1	0	1	3
88005	2	1	1	3
88005	3	0	1	1
88005	4	1	1	1
88005	5	0	1	1
88005	6	0	1	1
88005	7	1	1	7
88005	8	0	1	1
88005	9	0	1	1
88007	1	1	1	7
88007	2	0	0	3
88007	3	1	1	1
88007	4	1	1	1
88007	5	1	1	1
88007	6	1	1	1
88007	7	1	1	1
88007	8	1	1	1
88007	9	1	1	1
88008	1	0	1	1
88008	2	1	1	1
88008	3	1	1	1
88008	4	1	1	1
88008	5	1	1	1
88008	6	1	1	1
88008	7	1	1	1
88008	8	1	1	1
88008	9	1	1	1
88010	1	1	1	3
88010	2	1	1	7
88010	3	1	1	1
88010	4	1	1	1
88010	5	1	1	1
88010	6	1	1	7
88010	7	1	1	1
88010	8	1	1	7
88010	9	1	1	1
88011	1	1	1	3
88011	2	1	1	3
88011	3	1	1	1
88011	4	1	1	3
88011	5	1	1	1
88011	6	1	1	1
88011	7	1	1	1
88011	8	1	1	1
88011	9	1	1	1
88012	1	1	1	7
88012	2	0	0	3
88012	3	1	1	1
88012	4	1	1	1
88012	5	1	1	1
88012	6	1	1	7
88012	7	1	1	1
88012	8	1	1	1
88012	9	1	1	1
88013	1	0	0	3
88013	2	1	1	7
88013	3	1	1	6
88013	4	1	1	6
88013	5	1	1	6
88013	6	1	1	6
88013	7	1	1	6
88013	8	1	1	6
88013	9	1	1	6
88014	1	0	0	3
88014	2	1	1	7
88014	3	1	0	7
88014	4	1	1	1
88014	5	1	1	3
88014	6	0	0	1
88014	7	0	1	1
88014	8	0	1	1
88014	9	1	1	1
88015	1	1	1	3
88015	2	1	1	3
88015	3	1	1	1
88015	4	1	1	1
88015	5	1	1	3
88015	6	1	1	3
88015	7	1	1	1
88015	8	1	1	1
88015	9	1	1	1
88016	1	0	1	3
88016	2	0	1	3
88016	3	1	1	7
88016	4	1	1	1
88016	5	1	1	1
88016	6	1	1	1
88016	7	1	1	1
88016	8	1	1	1
88016	9	1	1	1
88017	1	0	1	3
88017	2	1	1	3
88017	3	1	1	1
88017	4	1	1	1
88017	5	1	1	1
88017	6	1	1	1
88017	7	1	1	1
88017	8	0	1	1
88017	9	0	1	1
88020	1	0	1	3
88020	2	1	1	3
88020	3	1	1	1
88020	4	1	1	1
88020	5	0	1	3
88020	6	0	1	1
88020	7	0	1	1
88020	8	0	1	1
88020	9	0	1	3
88021	1	0	1	3
88021	2	1	1	3
88021	3	0	1	3
88021	4	1	1	1
88021	5	1	1	1
88021	6	1	1	1
88021	7	1	1	1
88021	8	1	1	1
88021	9	1	1	1
88022	1	1	1	3
88022	2	1	1	7
88022	3	0	1	1
88022	4	1	1	1
88022	5	0	1	1
88022	6	0	1	1
88022	7	0	1	1
88022	8	1	1	1
88022	9	1	1	1
88023	1	0	1	3
88023	2	1	1	3
88023	3	1	1	3
88023	4	1	1	1
88023	5	0	1	3
88023	6	0	1	3
88023	7	1	1	3
88023	8	1	1	1
88023	9	1	1	1
88024	1	1	1	3
88024	2	1	1	3
88024	3	1	1	1
88024	4	1	1	1
88024	5	1	1	1
88024	6	1	1	1
88024	7	1	1	1
88024	8	1	1	1
88024	9	1	1	1
88025	1	1	1	3
88025	2	1	1	3
88025	3	0	0	3
88025	4	1	1	1
88025	5	1	1	1
88025	6	0	0	1
88025	7	0	0	1
88025	8	1	1	2
88025	9	1	1	1
88026	1	0	0	3
88026	2	1	1	7
88026	3	1	1	7
88026	4	1	1	1
88026	5	1	1	1
88026	6	1	1	1
88026	7	1	1	7
88026	8	1	1	1
88026	9	1	1	1
88027	1	1	1	6
88027	2	1	1	1
88027	3	1	1	1
88027	4	1	1	1
88027	5	1	1	6
88027	6	1	1	6
88027	7	1	1	6
88027	8	1	1	6
88027	9	1	1	6
88029	1	1	1	8
88029	2	1	1	8
88029	3	1	1	1
88029	4	1	1	1
88029	5	1	1	1
88029	6	1	1	1
88029	7	1	1	1
88029	8	1	1	1
88029	9	1	1	1
88031	1	1	1	3
88031	2	1	1	3
88031	3	1	1	1
88031	4	1	1	1
88031	5	1	1	1
88031	6	0	1	7
88031	7	1	1	1
88031	8	1	1	1
88031	9	1	1	1
98001	1	0	0	1
98001	2	0	0	1
98001	3	0	0	1
98001	4	0	0	1
98001	5	0	0	1
98001	6	0	0	1
98001	7	0	1	1
98001	8	0	1	1
98001	9	0	1	1
98006	1	1	1	3
98006	2	1	1	3
98006	3	1	1	1
98006	4	1	1	1
98006	5	1	1	1
98006	6	1	1	1
98006	7	1	1	1
98006	8	1	1	1
98006	9	1	1	1
98007	1	1	1	1
98007	2	1	1	1
98007	3	1	1	1
98007	4	1	1	1
98007	5	1	1	1
98007	6	0	1	1
98007	7	1	1	1
98007	8	1	1	1
98007	9	1	1	1
98008	1	1	1	3
98008	2	1	1	3
98008	3	1	1	1
98008	4	1	1	1
98008	5	1	1	1
98008	6	1	1	1
98008	7	1	1	1
98008	8	1	1	1
98008	9	1	1	1
98010	1	1	1	3
98010	2	1	1	3
98010	3	1	1	1
98010	4	1	1	1
98010	5	1	1	1
98010	6	1	1	1
98010	7	1	1	1
98010	8	1	1	1
98010	9	1	1	1
98011	1	1	1	1
98011	2	1	1	1
98011	3	1	1	1
98011	4	1	1	1
98011	5	1	1	1
98011	6	1	1	1
98011	7	1	1	1
98011	8	1	1	1
98011	9	1	1	1
98012	1	0	0	4
98012	2	1	1	8
98012	3	0	1	1
98012	4	0	1	1
98012	5	1	1	1
98012	6	0	1	1
98012	7	1	1	1
98012	8	1	1	1
98012	9	1	1	1
98013	1	0	1	1
98013	2	1	1	1
98013	3	0	1	1
98013	4	1	1	1
98013	5	1	1	1
98013	6	0	1	1
98013	7	1	1	1
98013	8	0	1	1
98013	9	0	1	1
98014	1	1	1	3
98014	2	1	1	3
98014	3	1	1	3
98014	4	1	1	1
98014	5	1	1	3
98014	6	0	1	1
98014	7	1	0	3
98014	8	0	1	1
98014	9	0	1	1
98016	1	0	1	6
98016	2	1	1	5
98016	3	0	1	1
98016	4	1	1	1
98016	5	1	1	6
98016	6	0	1	6
98016	7	0	1	6
98016	8	0	1	6
98016	9	0	1	6
98018	1	1	0	3
98018	2	1	1	3
98018	3	1	1	1
98018	4	1	1	1
98018	5	1	1	3
98018	6	1	1	1
98018	7	1	1	1
98018	8	1	1	1
98018	9	1	1	1
98020	1	0	1	4
98020	2	1	1	4
98020	3	1	1	1
98020	4	1	1	1
98020	5	1	1	1
98020	6	1	1	1
98020	7	1	1	1
98020	8	1	1	1
98020	9	1	1	1
98022	1	1	1	8
98022	2	1	1	8
98022	3	1	1	1
98022	4	1	1	8
98022	5	1	1	1
98022	6	1	1	1
98022	7	1	1	1
98022	8	1	1	1
98022	9	1	1	1
98023	1	1	1	1
98023	2	1	1	1
98023	3	1	1	1
98023	4	1	1	1
98023	5	1	1	1
98023	6	1	1	1
98023	7	1	1	1
98023	8	1	1	1
98023	9	1	1	1
98024	1	1	1	4
98024	2	1	1	4
98024	3	1	1	1
98024	4	1	1	1
98024	5	1	1	1
98024	6	1	1	1
98024	7	1	1	4
98024	8	1	1	1
98024	9	1	1	1
98025	1	1	1	3
98025	2	1	1	3
98025	3	1	1	3
98025	4	1	1	1
98025	5	1	1	1
98025	6	1	1	1
98025	7	1	1	1
98025	8	1	1	1
98025	9	1	1	1
98026	1	1	1	1
98026	2	1	1	1
98026	3	1	1	1
98026	4	1	1	1
98026	5	1	1	1
98026	6	0	1	7
98026	7	0	1	7
98026	8	1	1	7
98026	9	1	1	7
98028	1	1	1	2
98028	2	1	1	2
98028	3	1	1	2
98028	4	1	1	2
98028	5	1	1	1
98028	6	1	1	1
98028	7	1	1	2
98028	8	1	1	6
98028	9	1	1	6
98029	1	0	0	7
98029	2	1	0	3
98029	3	0	0	1
98029	4	1	0	1
98029	5	1	0	1
98029	6	1	1	1
98029	7	1	0	1
98029	8	0	0	1
98029	9	0	0	1
108001	1	1	0	3
108001	2	1	1	3
108001	3	1	1	3
108001	4	1	1	1
108001	5	1	1	3
108001	6	0	1	3
108001	7	0	1	1
108001	8	0	1	1
108001	9	0	1	1
108002	1	1	1	3
108002	2	1	1	1
108002	3	1	1	1
108002	4	1	1	1
108002	5	1	1	3
108002	6	1	1	1
108002	7	1	1	1
108002	8	1	1	1
108002	9	1	1	1
108003	1	1	1	3
108003	2	1	1	3
108003	3	1	1	1
108003	4	1	1	1
108003	5	1	1	1
108003	6	1	1	1
108003	7	1	1	1
108003	8	1	1	1
108003	9	1	1	1
108004	1	1	1	3
108004	2	1	1	3
108004	3	1	1	1
108004	4	1	1	1
108004	5	1	1	1
108004	6	1	1	1
108004	7	1	1	1
108004	8	1	1	1
108004	9	1	1	1
108006	1	0	1	7
108006	2	1	1	7
108006	3	1	1	7
108006	4	1	1	1
108006	5	1	1	1
108006	6	1	1	1
108006	7	1	1	7
108006	8	1	1	1
108006	9	1	1	1
108007	1	1	1	3
108007	2	1	1	3
108007	3	1	1	3
108007	4	1	1	1
108007	5	1	1	1
108007	6	1	1	1
108007	7	1	1	1
108007	8	1	1	1
108007	9	1	1	1
108008	1	1	1	3
108008	2	1	1	3
108008	3	1	1	1
108008	4	1	1	1
108008	5	1	1	1
108008	6	1	1	1
108008	7	1	1	1
108008	8	1	1	1
108008	9	1	1	1
108009	1	1	1	7
108009	2	1	1	1
108009	3	1	1	3
108009	4	1	1	1
108009	5	1	1	3
108009	6	1	1	7
108009	7	1	1	7
108009	8	1	1	1
108009	9	1	1	1
108011	1	1	1	7
108011	2	1	1	7
108011	3	1	1	7
108011	4	1	1	1
108011	5	1	1	1
108011	6	1	1	1
108011	7	1	1	1
108011	8	1	1	1
108011	9	1	1	1
108012	1	1	1	5
108012	2	1	1	1
108012	3	0	0	5
108012	4	1	1	1
108012	5	1	1	1
108012	6	1	1	1
108012	7	1	1	5
108012	8	1	1	5
108012	9	1	1	1
108013	1	1	1	3
108013	2	1	1	1
108013	3	0	1	1
108013	4	1	1	1
108013	5	1	1	3
108013	6	1	1	1
108013	7	0	1	1
108013	8	0	1	1
108013	9	0	1	1
108015	1	1	1	7
108015	2	1	1	7
108015	3	1	1	7
108015	4	1	1	1
108015	5	1	1	7
108015	6	1	1	1
108015	7	1	1	1
108015	8	1	1	1
108015	9	1	1	1
108016	1	1	1	3
108016	2	1	1	3
108016	3	1	1	1
108016	4	1	1	1
108016	5	1	1	3
108016	6	0	1	1
108016	7	0	1	3
108016	8	0	1	1
108016	9	0	1	1
108017	1	0	0	3
108017	2	1	1	3
108017	3	1	1	1
108017	4	1	1	1
108017	5	1	1	3
108017	6	1	1	1
108017	7	1	1	1
108017	8	1	1	1
108017	9	1	1	1
108020	1	1	1	3
108020	2	1	1	3
108020	3	1	1	1
108020	4	1	1	1
108020	5	1	1	3
108020	6	1	1	1
108020	7	1	1	1
108020	8	1	1	1
108020	9	1	1	1
108021	1	1	1	3
108021	2	1	1	3
108021	3	1	1	3
108021	4	1	1	1
108021	5	1	1	3
108021	6	1	1	1
108021	7	1	1	1
108021	8	1	1	1
108021	9	1	1	1
108022	1	0	1	3
108022	2	1	1	3
108022	3	1	1	1
108022	4	1	1	1
108022	5	1	1	3
108022	6	1	1	1
108022	7	0	1	3
108022	8	1	1	1
108022	9	1	1	1
108023	1	1	1	3
108023	2	1	1	3
108023	3	1	1	1
108023	4	0	1	1
108023	5	1	1	3
108023	6	1	1	3
108023	7	0	0	3
108023	8	1	1	1
108023	9	1	1	1
108024	1	0	1	4
108024	2	1	0	4
108024	3	0	1	1
108024	4	1	1	1
108024	5	1	1	2
108024	6	1	0	4
108024	7	0	1	1
108024	8	0	1	1
108024	9	0	1	1
108025	1	0	1	3
108025	2	1	1	3
108025	3	0	1	7
108025	4	1	1	7
108025	5	1	1	7
108025	6	0	1	1
108025	7	0	1	7
108025	8	0	1	1
108025	9	0	1	1
108026	1	1	1	1
108026	2	1	1	1
108026	3	0	1	3
108026	4	1	1	1
108026	5	1	1	1
108026	6	1	1	1
108026	7	1	1	1
108026	8	1	1	3
108026	9	1	1	3
108027	1	1	1	1
108027	2	1	1	1
108027	3	1	1	1
108027	4	1	1	1
108027	5	1	1	1
108027	6	1	1	1
108027	7	1	1	1
108027	8	1	1	1
108027	9	1	1	1
108028	1	0	1	3
108028	2	1	1	3
108028	3	1	1	3
108028	4	1	1	1
108028	5	1	1	3
108028	6	1	1	3
108028	7	1	1	3
108028	8	1	1	1
108028	9	1	1	1
108029	1	1	0	3
108029	2	0	1	3
108029	3	0	1	1
108029	4	1	1	1
108029	5	1	1	1
108029	6	1	1	3
108029	7	0	1	3
108029	8	0	1	1
108029	9	0	1	1
118001	1	1	1	7
118001	2	1	1	7
118001	3	1	1	7
118001	4	1	1	1
118001	5	1	1	1
118001	6	1	1	1
118001	7	1	1	1
118001	8	1	1	1
118001	9	1	1	1
118002	1	1	1	3
118002	2	1	1	3
118002	3	1	1	1
118002	4	1	1	3
118002	5	1	1	3
118002	6	1	1	1
118002	7	1	1	3
118002	8	1	1	1
118002	9	1	1	1
118003	1	1	1	2
118003	2	1	1	1
118003	3	1	1	2
118003	4	1	1	1
118003	5	1	1	2
118003	6	0	1	2
118003	7	1	1	1
118003	8	1	1	1
118003	9	0	1	1
118004	1	1	1	3
118004	2	1	1	3
118004	3	1	1	3
118004	4	1	1	1
118004	5	1	1	3
118004	6	1	1	3
118004	7	1	1	3
118004	8	1	1	3
118004	9	1	1	3
118005	1	0	1	8
118005	2	1	1	8
118005	3	0	1	1
118005	4	0	1	1
118005	5	1	1	1
118005	6	0	1	1
118005	7	0	1	1
118005	8	1	1	1
118005	9	0	1	1
118006	1	0	0	3
118006	2	0	0	3
118006	3	1	1	2
118006	4	1	1	1
118006	5	1	1	1
118006	6	1	1	1
118006	7	1	1	1
118006	8	1	1	1
118006	9	1	1	1
118007	1	1	1	2
118007	2	1	1	2
118007	3	1	1	2
118007	4	1	1	2
118007	5	1	1	2
118007	6	1	1	2
