CHILDID	CDINT	GTTHGR3	SLEEPR3	CROTHR3	DMTSKR3	TSFARMR3	ACTPAYR3	ATSCHR3	STUDYGR3	LSURER3	TOTLHOUR	SUPCHDR3	MNPDACR3	NEEDSLR3	KEEPMYR3	SPMNYR31	SPMNYR32	SPMNYR33	PAIDR3	HWPAIDR3	PDPCPRR3	NMFOODR3	NMHOUSR3	NMTRNSR3	NMCLTHR3	NMSCHR3	NMDEBTR3	NMMMBRR3	NMINSRR3	TLKPAYR3	RGHTLVR3	CRRYLDR3	DANGTLR3	HNCHEMR3	WRKSUNR3	WRKANMR3	WRKLGHR3	WRKNSYR3	WRKGASR3	MVVHCLR3	WRKSMYR3	CPVINJR3	CPINR301	CPINR302	CPINR303	CUVINJR3	CUINR301	CUINR302	CUINR303	STNPRSR3	ASPWHLR3	ASPMNYR3	ASPHLHR3	ASPGATR3	ASPGETR3	ASPSFER3	ASPAWYR3	ASPHPNR3	CTRUSTR3	CSFEOWR3	CFRNSTR3	CLEADR3	CTRYHDR3	CASHSHR3	CPLDECR3	CFTRWRR3	CCLTRGR3	CSHPRSR3	CASHCLR3	CTRTWSR3	CLOKUPR3	CDVJOBR3	CEMBBKR3	CWRUNIR3	CTRTRSR3	CBRJOBR3	CTESMER3	CBLGSCR3	CASHWKR3	CNOCHCR3	LVLEDCR3	EXPRCHR3	FTRWRKR3	EXPJOBR3	IMPSKLR3	SMOJOBR3	PRSLIVR3	CCRCM1R3	CCRCM2R3	CRLCRCR3	ENRSCHR3	BRDSCHR3	EVNSCHR3	SCHMINR3	TRNSCHR3	DNGSCHR3	SCRISKR3	MISSCHR3	TMABSTR3	WMISSCR3	NOHMWKR3	TKNEXMR3	MTHMRKR3	LITMRKR3	ENGMRKR3	RTNEDCR3	RLEDECR3	AGESTPR3	XSCTYPR3	TMSCMNR3	SCWHYR31	SCWHYR32	SCWHYR33	TCHTHRR3	TCPHOTR3	TCPHYUR3	HLPCHLR3	STDBTHR3	STDFGHR3	STDFRDR3	CLTCSPR3	STSMGRR3	NMSTCLR3	TOILSCR3	TLTSEGR3	CLNTLTR3	CMPSCHR3	CMPINTR3	LIBUSER3	CMPOTHR3	YRHLTHR3	NMTMINR3	SRSINJR3	MJRCSER3	DNGINJR3	INJHPNR3	RCVCMPR3	PRBINJR3	CPRVSNR3	CEYGLSR3	CRSPPRR3	SPRVSNR3	SRSPPRR3	WPRVSNR3	WRSPPRR3	FQBFMRR3	FQMRMLR3	FQBTWR31	FQMDMLR3	FQBTWR32	FQEVMLR3	FQAFEVR3	CHVEGR3	CNBREDR3	CNPMPKR3	CNPOTAR3	CNLFYVR3	CNVEGR3	CNMNGOR3	CNFRUTR3	CNLIVRR3	CNMEATR3	CNEGGSR3	CNFISHR3	CNBEANR3	CNCHSER3	CNOILR3	CNSUGRR3	FQTOTLR3	CHPSTYR3	CHWORKR3	CHWRRDR3	CHBLLYR3	CHRLGNR3	CHMNEYR3	CHGETR3	HRDTLKR3	MBGRSCR3	GRPPRDR3	AFFSCHR3	INFCMMR3	WUSINR31	WUSINR32	WUSINR33	TMONINR3	SEPLNDR3	SEPANMR3	OWTOOLR3	RISKAVR3	AMTINDR3	SASDAY	SASMNT	SASYEAR	VSIMPR3	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	sasdate	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	RAWSCRE	STDSCRE	PPFWLANG	PPCDLANG	TESTLANG	VRBSTHR	VRBSTMN	VRBITM01	VRBITM02	VRBITM03	VRBITM04	VRBITM05	VRBITM06	VRBITM07	VRBITM08	VRBITM09	VRBITM10	VRBITM11	VRBITM12	VRBITM13	VRBITM14	VRBITM15	VRBITM16	VRBITM17	VRBITM18	VRBITM19	VRBITM20	VRBITM21	VRBITM22	VRBITM23	VRBITM24	VRBLST5	VRBLST10	VRBENHR	VRBENMN	VRBLNGAD	VRBLNGCH	VRBLNGTS	CMPSTHR	CMPSTMN	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHLST5	MTHLST10	CMPENHR	CMPENMN	PRBSTHR	PRBSTMN	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHITM30	PRBENHR	PRBENMN	MTHLNGAD	MTHLNGCH	MTHLNGTS	SAEDAY	SAEMNT	SAEYEAR	saedate	SPVIEWR3	TRFAIRR3	CMSITGR3	CMBRTGR3	CMBRFRR3	CMSIFRR3	FRNSMKR3	SMKPRNR3	SMKSIBR3	SMKBOYR3	SMKNONR3	AGECIGR3	OFTSMKR3	NUMCIGR3	FRNBTNR3	BFAMLYR3	BBYFRNR3	BSTRNGR3	BFRNDR3	BTCHRR3	BNEVERR3	TCHHITR3	PRNHITR3	CRYWPNR3	CLDNMER3	TRBFRNR3	STLTHGR3	MDEFUNR3	STARNGR3	PNCHDR3	HRTPHYR3	DMGSMTR3	RFSTLKR3	FRNALCR3	YOUALCR3	MCHALCR3	DRKALCR3	ALCFGHR3	ALCSCKR3	ALCDRVR3	ALCNVRR3	ALCNONR3	PRGFRSR3	WSHAFTR3	USECNDR3	LKSHLTR3	HIVSEXR3	WHRCNDR3	SEXSCHR3	SEXMEDR3	SEXFRNR3	SEXNRSR3	INFSEXR3	FRDSEXR3	WRYLOTR3	HEADACR3	UNHPPYR3	NRVSITR3	MNYFERR3	chlang_gr	chsex	ppvtlang2	clozlang2	mathlang2	ppvt	cloze	math	ppvt_co	sppvt_co	cloze_co	math_co	rppvt_co	rcloze_co	rmath_co	bmi	zwfa	zhfa	zbfa	fwfa	fhfa	fbfa
VN011001	10/19/2009	1	8	0	1	0	0	5	7	3	99	0	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	88	88	88	88	0	88	88	88	4	3	3	4	4	4	4	2	3	1	1	4	3	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	5	4	4	14	77	40	77	2	1	2	3	4	4	1	0	0	7	2	0	88	0	-88	88	5	2	-88	-88	-88	 	 	 	 	 	 	 	 	0	1	0	1	2	2	1	99	99	35	1	1	1	1	1	1	1	3	0	88	88	88	88	88	88	0	0	1	88	99	88	99	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	3	0	88	1	1	2	4	88	1	0	0	1	1	100	19	10	2009	0	97	204	9	22	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10/19/2009	4	2	4	3	4	1	3	4	1	2	1	3	1	3	1	3	2	1	1	2	2	1	2	4	3	4	2	1	3	4	2	1	2	1	4	4	4	3	4	3	2	1	2	3	4	4	3	2	3	2	3	4	4	3	2	2	1	4	4	1	2	4	1	4	3	2	1	4	3	1	3	1	3	3	1	3	3	6	4	4	1	3	2	2	3	3	1	3	4	3	4	4	1	3	4	1	3	2	2	2	3	1	4	2	4	2	3	1	4	4	4	1	4	1	3	2	3	9	30	204	31	173	 	1	1	1	9	31	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	17	24	9	41	1	1	1	9	42	1095	150	36	9	777	200	3	7650	76	9	2	1	2	77	32	-77	-77	77	77	77	9	15	9	50	9	51	3	27	2	3	4	4	400	1	-77	-77	10	1	1	1	1	19	10	2009	10/19/2009	1	4	4	4	4	4	3	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	0	0	0	1	0	3	3	1	3	3	4	0	1	0	0	0	4	3	2	2	2	2	4	1	1	1	1	173	18	12	172	0	17	12	296.554382324219	293.700958251953	289.026184082031	14.8856328421569	 	-3.25	-2.74	 	0	0
VN011002	10/20/2009	1	8	0	2	0	0	5	5	4	 	0	88	88	99	99	99	99	-88	88	0	88	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	1	0	0	88	88	88	88	0	88	88	88	5	4	5	4	5	3	3	1	3	4	2	4	3	4	4	4	4	4	3	4	4	4	4	4	4	4	5	4	4	2	3	16	1	28	1	2	1	2	3	4	4	1	0	0	10	2	0	88	0	0	88	5	2	-88	-88	-88	88	88	88	88	0	88	88	88	0	0	0	1	2	2	1	88	88	35	1	1	1	1	1	1	3	3	0	88	88	88	88	88	88	0	0	0	88	88	88	88	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	4	1	1	1	1	1	1	1	2	0	88	0	1	1	88	88	88	0	0	0	1	60	20	10	2009	0	109	144	13	21	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10/20/2009	88	88	88	88	88	88	88	88	88	88	88	88	88	3	2	3	3	1	1	4	2	1	2	4	3	1	2	4	3	4	1	4	2	2	4	1	1	3	5	2	2	1	3	2	4	4	3	2	1	3	2	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	13	29	144	14	130	 	1	1	1	13	30	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	2	2	1	2	9	24	13	40	1	1	1	13	41	1095	150	36	9	867	50	21	900	76	9	1	1	1	1	23	-77	-77	77	77	77	11	15	13	49	13	50	3	26	2	2	3	2	400	1	-77	-77	14	0	1	1	1	20	10	2009	10/20/2009	1	3	4	4	3	4	4	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	2	0	0	0	1	0	3	3	1	2	2	2	0	1	0	0	0	4	2	2	2	3	3	1	0	1	1	1	130	15	16	129	0	15	16	284.281524658203	287.711364746094	295.396087646484	15.0454029227291	 	-1.92	-2.47	 	0	0
VN011003	10/23/2009	1	7	0	0	0	10	0	0	7	 	0	1	1	1	7	88	88	500	4	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	88	88	88	88	88	88	5	3	3	3	4	4	3	1	3	4	4	4	3	4	4	3	4	5	4	4	4	4	3	4	4	3	3	4	3	2	1	8	1	42	1	2	1	2	3	4	4	0	88	88	0	88	88	88	88	0	88	88	88	-88	-88	-88	0	1	14	3	15	15	88	88	88	88	88	88	88	88	88	88	88	-88	88	88	88	88	88	88	88	4	1	1	11	2	4	1	88	0	0	0	88	88	88	88	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	3	88	1	0	1	1	1	1	3	0	88	77	1	1	88	88	99	0	0	1	1	70	23	10	2009	0	85	156	12	31	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	3	1	4	3	1	4	2	3	2	3	1	1	10/23/2009	3	2	3	1	4	4	3	4	1	2	1	2	5	3	1	2	3	4	1	3	2	3	2	4	4	7	1	4	3	3	1	1	2	2	4	4	4	3	5	3	2	3	3	4	1	3	2	2	3	1	3	6	2	1	2	3	4	4	4	1	3	4	2	3	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	12	39	156	32	124	 	1	1	1	12	40	1	1	2	1	1	1	2	1	2	2	2	1	2	2	99	99	99	99	99	99	99	99	99	99	7	14	12	50	1	1	1	12	51	1094	160	36	9	767	51	3	900	76	9	1	1	77	77	-77	-77	-77	77	77	77	7	12	12	59	13	0	3	25	1	4	4	3	400	1	-77	-77	13	10	1	1	1	23	10	2009	10/23/2009	2	1	3	3	3	3	4	1	1	0	0	1	1	1	4	0	0	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	0	0	0	1	0	3	3	3	2	1	4	0	1	0	0	0	5	2	1	2	1	2	4	0	1	1	1	124	7	15	123	0	6	15	277.639739990234	271.28271484375	293.883209228516	19.3374143431002	 	-2.19	-.42	 	0	0
VN011004	10/20/2009	1	8	0	2	0	0	6	4	4	 	0	99	99	99	99	99	99	-88	88	0	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	1	0	0	88	88	88	88	1	1	88	88	5	3	4	3	5	4	3	2	3	4	3	4	3	4	5	3	4	5	4	4	4	4	4	4	4	4	5	5	5	2	2	16	1	40	1	2	1	1	3	3	4	1	0	0	35	2	0	88	0	0	88	5	1	52	48	58	88	88	88	88	0	88	88	88	0	0	0	1	3	3	99	88	88	45	1	1	1	1	1	1	2	3	0	88	88	88	88	88	88	0	0	0	88	88	88	88	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	3	1	1	1	1	77	1	1	3	1	1	1	1	2	5	88	6	0	0	1	1	100	20	10	2009	0	97	168	9	42	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10/20/2009	2	1	4	3	4	1	3	4	1	2	1	3	1	1	2	2	3	2	1	4	2	1	2	4	4	4	2	3	3	1	4	4	2	1	4	4	1	3	6	3	2	3	3	1	4	1	2	4	1	2	3	7	3	1	2	3	1	3	4	3	4	2	1	4	4	3	4	1	2	4	3	3	4	4	2	3	1	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	9	49	168	30	138	 	1	1	1	9	50	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	11	24	10	0	1	1	1	10	1	1095	150	36	9	767	51	3	960	76	9	1	1	1	2	32	-77	-77	77	2	77	10	19	10	9	10	10	3	26	1	1	3	3	400	1	-77	-77	10	20	1	1	1	20	10	2009	10/20/2009	2	1	3	3	2	3	3	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	2	0	0	0	1	0	3	3	1	2	3	4	0	1	0	0	0	5	1	2	2	3	2	 	0	1	1	1	138	20	16	137	0	19	16	282.982055664063	299.091613769531	295.396087646484	19.0268261447912	 	-1.06	-.44	 	0	0
VN011005	10/24/2009	1	8	0	2	0	0	5	5	4	99	0	2	0	0	88	88	88	9	2	-88	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	88	88	88	0	88	88	88	3	3	2	1	4	5	4	2	3	3	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	14	1	40	1	2	1	1	3	4	4	1	0	0	60	2	1	10	1	6	16	5	1	20	55.2	32.5	 	 	 	 	 	 	 	 	0	0	0	1	3	2	1	88	88	45	1	1	1	1	1	1	2	2	0	88	88	88	88	88	88	0	0	1	88	99	88	99	0	1	0	1	1	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	4	1	1	1	1	1	1	1	99	1	1	0	1	2	5	88	1	0	0	1	1	100	24	10	2009	0	85	204	13	41	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	1	4	3	1	2	2	3	2	3	1	1	10/24/2009	2	2	4	3	4	4	3	4	1	3	1	3	2	3	2	3	3	4	1	4	2	1	2	4	2	3	2	4	3	4	3	1	2	1	4	1	4	3	1	3	3	1	2	2	4	1	4	2	1	2	3	6	4	3	2	3	1	3	4	1	2	2	1	4	0	2	4	3	2	4	1	2	2	4	2	3	4	5	4	1	1	3	3	3	3	2	4	3	4	3	5	4	1	3	4	1	3	2	2	2	3	4	1	3	1	1	3	1	1	1	3	1	2	1	3	2	5	13	49	204	31	173	 	1	1	1	13	50	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	1	1	1	14	24	14	0	1	1	1	14	1	1095	150	36	9	767	60	3	945	76	6	1	1	1	1	32	160	-77	2	2	77	12	19	14	9	14	10	3	26	1	3	3	3	400	1	-77	-77	14	20	1	1	1	24	10	2009	10/24/2009	1	1	3	3	3	3	3	0	0	0	1	1	1	1	4	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	0	0	0	1	0	3	3	1	3	1	4	0	0	0	0	1	5	2	3	1	2	2	4	0	1	1	1	173	18	15	172	0	17	15	299.153350830078	293.957641601563	293.883209228516	17.5897779247425	 	-1.37	-1.09	 	0	0
VN011006	10/25/2009	1	6	0	1	0	0	5	5	7	 	0	88	88	88	88	88	88	-88	88	0	88	88	88	88	88	88	88	88	88	88	0	1	0	0	0	0	0	1	0	0	88	88	88	88	0	88	88	88	4	5	4	5	5	3	3	1	3	5	3	4	3	3	4	3	3	4	5	5	3	4	4	5	5	4	4	3	4	2	2	16	1	40	1	2	0	88	3	3	4	1	0	0	15	2	0	88	0	0	88	5	1	1	3	4	88	88	88	88	0	88	88	88	0	0	0	1	2	3	1	88	88	53	1	1	1	1	1	0	2	4	0	88	88	88	88	88	88	0	0	0	88	88	88	88	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	3	1	1	1	1	0	1	1	3	0	88	0	0	2	5	88	3	0	1	1	6	100	25	10	2009	0	73	204	13	1	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	4	3	1	1	3	2	1	2	4	3	4	1	1	1	1	4	3	1	4	2	1	2	3	1	3	10/25/2009	2	2	4	3	4	4	3	4	1	3	1	3	2	3	2	3	3	4	1	4	2	1	2	4	1	3	2	4	3	1	3	1	2	4	4	1	4	3	2	3	2	1	4	1	1	4	4	2	3	2	3	0	4	3	2	3	4	3	4	1	2	2	1	4	1	2	1	3	1	4	1	2	4	4	2	3	3	3	4	3	1	1	1	2	3	2	1	3	4	1	3	4	1	3	4	4	3	2	4	2	3	1	1	2	2	2	3	1	1	4	3	1	4	1	3	2	2	13	19	204	22	182	 	1	1	1	13	20	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	13	24	13	30	1	1	1	13	31	1095	150	36	9	765	51	3	900	76	9	1	1	1	2	23	-77	-77	2	77	2	9	20	13	39	13	40	3	26	4	4	3	77	286	1	18	30	13	50	1	1	1	25	10	2009	10/25/2009	2	1	3	3	3	3	4	0	0	0	1	1	1	1	4	0	0	1	0	0	0	1	1	1	2	2	1	1	3	1	1	1	2	3	1	1	2	0	0	0	1	0	2	3	1	2	1	2	1	1	0	1	0	4	2	2	1	1	1	1	1	1	1	1	182	22	20	181	0	21	20	307.527770996094	306.364685058594	301.527099609375	17.1566783122816	 	-2.37	-1.43	 	0	0
VN011007	10/21/2009	1	8	0	1	0	9	0	0	6	 	0	1	0	1	7	88	88	800	4	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	1	0	0	0	88	88	88	88	0	88	88	88	4	3	3	4	4	4	3	1	3	3	3	4	2	3	3	3	3	3	3	3	4	4	4	3	3	3	3	3	2	3	2	14	1	40	1	2	1	1	4	4	5	0	88	88	0	88	88	88	88	0	88	88	88	888	888	888	1	1	15	3	15	1	15	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	0	88	88	88	88	88	88	0	0	0	88	88	88	88	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	3	0	1	1	1	77	1	1	1	0	88	0	0	2	88	88	2	0	0	0	6	100	23	10	2009	0	97	168	8	51	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	10/23/2009	2	2	4	3	4	1	3	4	1	2	1	3	0	3	2	3	3	2	1	4	2	1	2	4	3	2	2	3	3	1	3	1	2	2	4	1	4	3	3	3	2	1	4	2	1	4	3	2	2	2	3	3	4	2	2	3	1	3	4	2	3	1	1	3	5	2	2	3	2	4	2	4	2	3	2	1	4	9	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	8	59	168	22	146	 	1	1	1	9	0	1	1	2	1	1	2	1	1	1	1	77	1	1	2	1	1	1	1	1	1	1	77	1	77	12	23	9	10	1	1	1	9	11	1095	150	36	9	765	-77	3	900	76	11	1	2	2	77	-77	-77	-77	77	77	77	7	13	9	19	9	20	3	26	4	4	4	1	-77	77	-77	-77	9	30	1	1	1	23	10	2009	10/23/2009	1	1	3	4	4	3	4	0	0	0	1	1	1	1	1	0	0	0	0	0	1	6	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	0	0	0	1	0	3	3	1	2	1	4	1	1	0	0	0	5	2	1	1	1	1	4	0	1	1	1	146	18	14	145	0	17	14	292.655944824219	293.957641601563	292.370361328125	18.4878553682929	 	-1.88	-.74	 	0	0
