CHILDID	DINT	SEX	CLUSTID	COMMID	MVDTYPR3	TYPESITE	REGION	IDR32	SCHAIDR3	EXPTUTR3	RSNEXPR3	AMTEXPR3	EXPPRCR3	SCHPYR31	SCHPYR32	SCHPYR33	SCHPYR34	SCHPYR35	SCHPYR36	HCNTRR31	HCNTRR32	HCNTRR33	HCNTRR34	HCNTRR35	HCNTRR36	HCNTRR37	EXGRNR31	EXGRNR32	EXGRNR33	EXGRNR34	EXGRNR35	EXGRNR36	EXGRNR37	RSEXPR31	RSEXPR32	RSEXPR33	RSEXPR34	RSEXPR35	RSEXPR36	AMTRCVR3	STSSCHR3	EXTCLSR3	WHYEXR31	WHYEXR32	WHYEXR33	RSNEXR31	RSNEXR32	RSNEXR33	HRSEXCR3	TMEEXTR3	HRSPRFR3	MNYEXR3	DFFPYGR3	IMPEXTR3	IMPPHYR3	IDR33	VUSNOWR3	VUSLTMR3	RSBLDGR3	GRWCRPR3	GRZLVSR3	GRFISHR3	FRFORR3	NONAGBR3	OTLNUSR3	PLINCR3	MCRPSR31	MCRPSR32	MCRPSR33	MCRPSR34	IRRGTR3	PRIRRR3	CHFERTR3	ANIMALR3	AYANR301	AYANR302	AYANR303	AYANR304	AYANR306	AYANR309	AYANR310	AYANR313	AYANR314	AYANR315	AYANR316	AYANR317	NMAMR301	NMAMR302	NMAMR303	NMAMR304	NMAMR306	NMAMR309	NMAMR310	NMAMR313	NMAMR314	NMAMR315	NMAMR316	NMAMR317	VLAMR301	VLAMR302	VLAMR303	VLAMR304	VLAMR306	VLAMR309	VLAMR310	VLAMR313	VLAMR314	VLAMR315	VLAMR316	VLAMR317	WRKPMPR3	WRKSEWR3	WRKTRCR3	RMTR301	RMTR302	RMTR303	RMTR304	RMTR305	RMTR306	RMTR307	RMTR308	RMTR309	RMTR310	RMTR311	RMTR312	RMTR313	CASHR301	CASHR302	CASHR303	CASHR304	CASHR305	CASHR306	CASHR307	CASHR308	CASHR309	CASHR310	CASHR311	CASHR312	CASHR313	KINDR301	KINDR302	KINDR303	KINDR304	KINDR305	KINDR306	KINDR307	KINDR308	KINDR309	KINDR310	KINDR311	KINDR312	KINDR313	DRCTR301	DRCTR302	DRCTR303	DRCTR304	DRCTR305	DRCTR306	DRCTR307	DRCTR308	DRCTR309	DRCTR310	DRCTR311	DRCTR312	DRCTR313	ETSUPPR3	VNPRHSER3	BRWLNR3	NOBWLNR3	WHLNR31	WHLNR32	WHLNR33	CNSRTER3	CLLTRLR3	ESYAPPR3	DFFAPR31	DFFAPR32	OREMITR3	DEBTR3	PLANR301	PLANR302	PLANR303	RAISER3	HOWRSR3	IDR34	BQNTR300	BQNTR301	BQNTR302	BQNTR320	BQNTR303	BQNTR304	BQNTR305	BQNTR306	BQNTR307	BQNTR308	BQNTR309	BQNTR310	BQNTR311	BQNTR312	BQNTR313	BQNTR314	BQNTR315	BQNTR316	BQNTR317	BQNTR318	BQNTR319	BQNTR321	BQNTR324	BUNTR300	BUNTR301	BUNTR302	BUNTR320	BUNTR303	BUNTR304	BUNTR305	BUNTR306	BUNTR307	BUNTR308	BUNTR309	BUNTR310	BUNTR311	BUNTR312	BUNTR313	BUNTR314	BUNTR315	BUNTR316	BUNTR317	BUNTR318	BUNTR319	BUNTR321	BUNTR324	EATVR300	EATVR301	EATVR302	EATVR320	EATVR303	EATVR304	EATVR305	EATVR306	EATVR307	EATVR308	EATVR309	EATVR310	EATVR311	EATVR312	EATVR313	EATVR314	EATVR315	EATVR316	EATVR317	EATVR318	EATVR319	EATVR321	EATVR324	OWNVR300	OWNVR301	OWNVR302	OWNVR303	OWNVR304	OWNVR305	OWNVR306	OWNVR307	OWNVR308	OWNVR309	OWNVR310	GFTVR300	GFTVR301	GFTVR302	GFTVR303	GFTVR304	GFTVR305	GFTVR306	GFTVR307	GFTVR308	GFTVR309	GFTVR310	GFSRR300	GFSRR301	GFSRR302	GFSRR303	GFSRR304	GFSRR305	GFSRR306	GFSRR307	GFSRR308	GFSRR309	GFSRR310	OWNVR311	GFTVR311	GFSRR311	OWNVR312	OWNVR313	OWNVR314	OWNVR315	OWNVR316	OWNVR317	OWNVR318	OWNVR319	OWNVR320	OWNVR321	OWNVR324	GFTVR312	GFTVR313	GFTVR314	GFTVR315	GFTVR316	GFTVR317	GFTVR318	GFTVR319	GFTVR320	GFTVR321	GFTVR324	GFSRR312	GFSRR313	GFSRR314	GFSRR315	GFSRR316	GFSRR317	GFSRR318	GFSRR319	GFSRR320	GFSRR321	GFSRR324	SPNDR301	SPNDR302	SPNDR303	SPNDR304	SPNDR305	SPNDR306	SPNDR307	BGYRR307	BGYRR312	BGYRR322	BGYRR320	BGYRR313	BGYRR314	BGYRR315	BGYRR316	BGYRR317	BGYRR319	BGYRR321	BGYRR304	BGYRR305	BGYRR306	BGYRR311	SPYRR301	SPYRR302	SPYRR303	SPYRR304	SPYRR305	SPYRR306	SPYRR307	SPYRR308	SPYRR309	SPYRR310	SPYRR311	SPYRR312	SPYRR324	SPYRR325	SPYRR313	SPYRR314	SPYRR315	SPYRR316	SPYRR317	SPYRR318	SPYR319A	SPYR319B	SPYRR320	SPYRR321	SPYRR322	SPYRR323	SPYRR326	SPYRR327	SPNMR303	SPNMR304	SPNMR307	SPNMR308	SPNMR309	SPNMR310	SPNMR311	SPNMR312	SPNMR313	SPNMR314	SPNMR315	SPNMR316	SPNMR317	SPNMR318	SPNR319A	SPNR319B	SPNMR320	SPNMR321	SPNMR322	SPNMR323	SPNMR326	SPNMR327	IDR35	WHOHLPR3	FINHLPR3	R3CSV1	R3CSV2	R3CSV3	R3CSV4	R3CSV5	R3CTR1	R3CTR2	R3CTR4	R3CTR5	R3CTR6	MMBGRPR3	HHMEMR31	GROUPR31	LEADMR31	PRPSTR31	HHMEMR32	GROUPR32	LEADMR32	PRPSTR32	HHMEMR33	GROUPR33	LEADMR33	PRPSTR33	RELLIVR3	FRNCTYR3	NMFRNDR3	AFTRSCR3	PRNTFRR3	TCHRR3	BULLDR3	IDR36	CMPHHR3	SITCHR3	WHYCHR3	EVNTR301	EVNTR310	EVNTR312	EVNTR313	EVNTR347	EVNTR314	EVNTR316	EVNTR323	LSTYR301	LSTYR310	LSTYR312	LSTYR313	LSTYR347	LSTYR314	LSTYR316	LSTYR323	EVNTR324	EVNTR325	EVNTR326	EVNTR327	EVNTR328	EVNTR329	EVNTR330	EVNTR331	EVNTR348	LSTYR324	LSTYR325	LSTYR326	LSTYR327	LSTYR328	LSTYR329	LSTYR330	LSTYR331	LSTYR348	EVNTR332	EVNTR334	EVNTR335	EVNTR336	EVNTR337	EVNTR338	EVNTR339	EVNTR340	EVNTR341	EVNTR342	EVNTR345	LSTYR332	LSTYR334	LSTYR335	LSTYR336	LSTYR337	LSTYR338	LSTYR339	LSTYR340	LSTYR341	LSTYR342	LSTYR345	RKEVR301	RKEVR302	RKEVR303	IDR37	OWNHSER3	MRTGR3	NUMRMR3	KITCHR3	ELECR3	WALLR3	ROOFR3	FLOORR3	DRWTRR3	TOILETR3	COOKR3	HTUSDR3	TYPHTR3	INVESTR3	INVSTR31	INVSTR32	INVSTR33	TV7R3	RADIO7R3	CAR7R3	MOTOR7R3	BIKE7R3	PHONE7R3	MBPHN7R3	TABCH7R3	SOFA7R3	FAN7R3	BEDST7R3	FRIDG7R3	STOVE7R3	CMPTR7R3	VIDEO7R3	ITEM7R3	NMR3TV	NMR3RADI	NMR3CAR	NMR3MOTO	NMR3BIKE	NMR3PHON	NMR3MOBP	NMR3TABC	NMR3SOFA	NMR3FAN	NMR3BEDS	NMR3FRDG	NMR3STVE	NMR3CMPT	NMR3VDEO	NMR3ITEM	FVVALR31	FVVALR32	FVVALR33	FVVALR34	FVVALR35	SLVALR31	SLVALR32	SLVALR33	SLVALR34	SLVALR35	IDR39	GOCHILR3	TRTRECR3	DRGAVLR3	CLNFACR3	RSPCSHR3	WAITTMR3	CNSTTMR3	RSNOTKR3	IMPRSR3	RSNTKR31	RSNTKR32	RSNTKR33	RSNTKR34	RSNTKR35	RSNTKR36	RSNTKR37	RSNTKR38	CHLHINR3	WHNOHLR3	BUYINSR3	NMOUTPR3	EXPOUTR3	NMINPTR3	EXPINR3	SMOKER3	SMK01R3	SMK02R3	SMK03R3	SMK04R3	OTHRTBR3	IDR39C	FDHOMER3	WRRYFDR3	NOPREFR3	LIMTVRR3	NOTWNTR3	SMLLMLR3	FEWMLR3	NOFOODR3	SLPHNGR3	DAYNGTR3	FRQWRYR3	FRQPRFR3	FRQLMTR3	FRQNWNR3	FRQSMLR3	FRQFEWR3	FRQNOFR3	FRQHNGR3	FRQDAYR3	CHAFFTR3	NOETHR31	NOETHR32	NOETHR33	NOETHR34	NOETHR35	NOETHR36	NOETHR37	IDR310	CHWT1R3	CHWT2R3	CHWGHTR3	CHHT1R3	CHHT2R3	CHHGHTR3	MTWT1R3	MTWT2R3	MTWGHTR3	CRTPRGR3	BRTWGHR3	WGHDOCR3	IDR311	LADDERR3	FARLADR3	STSWHLR3	STSLVGR3	STSHTHR3	STSACHR3	STSRLTR3	STSSFER3	STSCOMR3	STSSECR3	STSRLGR3	CAG1R3	CPS1R3	CAG2R3	CPS2R3	CPS3R3	CAG3R3	CSD1R3	CPS4R3	CAG4R3	CSD2R3	CPS5R3	CSD3R3	CAG5R3	ETNFEDR3	ETATNFR3	ETNOATR3	CFUTJBR3	GRDLKER3	EXPGRDR3	agemon	agechild	foodexp	nfoodexp	totalexp	foodexp_pc	nfoodexp_pc	totalexp_pc	foodexp_r	nfoodexp_r	totalexp_r	foodexp_rpc	nfoodexp_rpc	totalexp_rpc	hhsize	hq	cd	elecq	toiletq	drwaterq	cookingq	sv	wi
VN011001	10/19/2009	1	1	VN001	1	2	44	2	0	88	88	-88	88	0	2	1	1	1	1	-88	50	35	17	50	7	169	-88	0	0	0	0	0	0	88	88	88	88	88	88	0	88	1	88	88	88	2	4	88	19	1	25	950	1	2	2	2	1055	1055	1	1	1	0	0	0	0	99	53	888	888	888	1	4	1	0	88	88	88	88	88	88	88	88	88	88	88	88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	22240	3780	-88	-88	-88	-88	-88	150	-88	-88	-88	-88	5000	0	50	-88	-88	-88	-88	-88	0	-88	-88	-88	-88	0	0	1	88	88	88	88	88	1	88	88	88	88	0	1	0	1	88	88	88	88	0	1	0	1	99	1	1	2	3	7	1	1	2	1.2	1	15	3	20	4	3	.5	1	2	0	20	10	5	3	1	1	0	3	2	8	0	4	1	1	48	1	15	1	1	1	12	1	88	25	1	1	56	19	1	88	48	48	29	88	15	25	18	33	15	20	20	150	20	15	30	-88	20	30	100	40	25	15	-88	15	10	30	-88	10	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	50	100	80	0	32	0	240	0	55000	0	400	360	225	0	1810	4800	550	0	0	0	4520	0	900	1000	0	300	200	200	0	150	175	0	250	0	0	0	1850	0	600	0	120	500	100	200	0	100	300	0	1600	1500	88	4	88	4	4	88	4	88	4	88	4	88	4	2	4	4	88	1	1	88	0	0	2	7	1	4	4	2	4	4	4	4	2	2	2	1	2	43	0	88	4	38	0	88	5	4	1	0	1	1	1	1	1	1	0	2	5	1	9	0	0	1	1	1	0	0	0	88	88	1	1	1	88	88	88	0	0	0	0	1	1	0	0	0	88	88	88	88	1	1	88	88	88	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	12	13	47	2	1	1	4	1	1	3	15	6	1	1	8	0	88	1	2	3	88	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	-88	-88	3	1	1	1	1	1	3	3	1	1	1	-88	3	4	14	12	9	1	40000	11000	4200	3200	2200	2	1	2	4	2	2	5	2	0	88	88	88	88	88	88	88	88	88	1	88	4	3	450	1	100	1	5	99	99	99	0	2	3	1	1	1	1	1	0	0	88	88	1	1	1	1	1	88	88	88	88	88	1	0	0	0	0	0	0	2	30.1	30.1	30.1	142.3	142.2	142.2	43.4	43.4	43.4	0	2700	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	176.679458618164	176	1432	1962.83325195313	3394.83325195313	358	490.708312988281	848.708312988281	945.984436035156	1296.65478515625	2242.63916015625	236.496109008789	324.163696289063	560.659790039063	4	.916666686534882	.777777791023254	1	1	0	1	.75	.814814805984497
VN011002	10/20/2009	2	1	VN001	1	2	44	2	0	88	88	-99	88	1	2	1	1	1	1	-99	-99	-99	-99	-99	90	1850	0	0	0	0	0	0	0	88	88	88	88	88	88	0	88	1	88	88	88	2	6	5	6	2	6	360	1	2	2	1	3075	3075	1	1	1	0	0	0	0	88	53	4	31	888	1	4	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	-88	-88	-88	1	-88	-88	-88	-88	-88	35	-88	7500	-88	-88	-88	8000	-88	-88	-88	-88	-88	1250	-88	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	350	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	100	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	1	88	88	88	88	88	1	0	0	1	88	88	88	88	88	88	88	88	1	1	2	4	7	2	1	2	.5	0	2	13	0	0	3	0	0	5	0	0	15	3	5	1	1	5	0	4	0	1	4	1	99	1	56	99	99	1	99	99	1	99	99	1	1	56	19	1	9	99	48	99	19	15	10	-99	18	35	-99	-99	120	-99	-99	90	-99	-99	25	24	20	24	15	60	-99	24	-99	12	20	0	0	190	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	88	99	99	99	88	99	99	99	99	20	0	88	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	99	99	99	99	99	99	99	99	99	99	0	120	30	20	50	0	300	0	0	0	140	0	250	0	530	1200	200	0	0	0	1000	0	300	700	1250	0	100	250	180	0	0	860	0	2400	0	0	0	1710	1200	60	100	250	400	0	0	30	0	0	120	1200	1	99	1	99	99	1	99	1	99	1	1	0	0	1	1	99	99	1	99	99	0	0	2	5	1	4	4	4	4	2	4	4	4	4	2	1	2	43	0	88	4	38	0	88	88	88	88	88	1	1	1	1	1	1	0	2	4	1	12	0	0	0	1	1	0	0	0	88	88	88	1	1	88	88	88	0	1	0	0	1	0	0	0	0	88	0	88	88	1	88	88	88	88	0	0	0	0	0	0	0	0	0	1	0	88	88	88	88	88	88	88	88	88	1	88	47	42	28	1	1	0	3	1	1	3	15	1	1	6	12	0	88	0	88	88	88	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	2	0	1	2	0	2	3	0	0	0	0	2	4	16	11	1	7	7000	3500	2500	1000	700	2	4	2	2	2	2	2	2	0	88	88	88	88	88	88	88	88	88	1	99	4	0	-88	0	-88	0	88	88	88	88	0	2	2	1	1	1	1	0	0	0	88	88	1	1	1	1	88	88	88	88	88	88	1	0	0	0	0	1	0	2	33	33	33	148.2	148.1	148.1	45.5	45.5	45.5	0	2800	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	177.567123413086	177	1514	1268.33337402344	2782.33349609375	252.33332824707	211.388900756836	463.722259521484	1000.15393066406	837.865661621094	1838.01965332031	166.692321777344	139.644271850586	306.336608886719	6	.833333313465118	.555555582046509	1	1	0	0	.5	.629629611968994
VN011003	10/23/2009	2	1	VN001	1	2	44	2	0	88	88	-99	88	1	1	1	1	1	1	0	100	0	0	0	0	350	0	0	0	0	0	0	0	99	99	99	99	99	99	0	88	88	99	99	99	88	88	88	-99	88	-99	-99	88	88	88	2	1600	1600	1	1	1	0	0	0	0	99	53	888	888	888	1	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	4	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	280	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	2000	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0	88	88	88	88	88	88	88	88	88	88	88	88	0	0	0	1	88	99	99	99	1	1	1	88	88	1	1	4	14	88	1	11	2	0	0	7	0	0	0	2	0	0	3	0	10	16	0	1	1	1	2	0	5	0	0	0	99	99	48	99	99	99	1	99	99	1	99	25	1	99	1	19	1	9	99	48	99	99	99	-99	-99	14	-99	-99	-99	80	-99	-99	90	-99	20	30	-99	20	20	14	30	-99	10	-99	-99	-99	0	0	240	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99	99	99	99	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99	99	99	99	150	32	40	0	0	0	150	0	0	0	120	0	0	0	720	600	100	0	0	0	5500	0	150	200	200	200	17	20	40	20	110	120	160	190	0	0	0	600	300	0	0	100	0	0	0	20	0	0	0	2500	2	88	2	88	88	2	88	2	88	2	1	99	0	0	99	99	99	3	99	99	99	0	2	5	2	5	4	4	4	3	4	4	4	4	3	1	1	4	0	88	88	88	88	88	88	88	88	88	1	1	0	1	1	88	0	2	4	1	17	0	0	1	0	0	0	0	0	88	88	0	88	88	88	88	88	1	0	1	0	1	1	0	0	0	0	88	1	88	1	1	88	88	88	0	88	88	88	0	88	0	0	0	1	0	88	88	88	88	88	0	88	88	88	0	88	29	28	26	2	1	1	3	1	1	3	15	1	1	6	8	0	88	1	1	88	88	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	2	0	1	2	0	1	2	0	1	0	0	2	4	11	1	8	13	4000	2000	1500	1000	600	2	4	3	3	2	2	3	3	0	88	88	88	88	88	88	88	88	88	0	88	99	0	-88	0	-88	1	1	88	88	88	0	2	3	1	1	1	0	1	1	0	88	88	1	1	1	88	1	1	88	88	88	88	1	0	0	0	0	0	0	2	41.9	41.9	41.9	147.3	147.2	147.2	50.2	50.2	50.2	0	3000	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	185.654800415039	185	1336	1004.25	2340.25	267.200012207031	200.850006103516	468.049987792969	882.566467285156	663.411193847656	1545.97766113281	176.513290405273	132.682235717773	309.195526123047	5	.850000023841858	.555555582046509	1	1	0	1	.75	.718518555164337
VN011004	10/20/2009	2	1	VN001	1	2	44	2	0	88	88	-99	88	1	2	1	1	1	1	-99	100	-99	-99	-99	-99	297	0	0	0	0	0	0	-99	99	99	99	99	99	99	0	88	1	88	88	88	7	2	4	6	2	6	720	1	2	3	2	2450	2450	1	1	1	0	0	0	0	99	53	888	888	888	1	4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	-88	-88	-88	-88	1	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	12000	-88	-88	-88	-88	-88	-88	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	88	88	88	88	88	88	0	0	1	88	99	99	99	1	1	1	88	88	0	0	4	17	3	2	1	2	0	2	10	10	0	1	3	0	16	4	0	10	15	3	.5	1	1	0	0	12	0	1	4	99	1	48	15	99	1	1	99	12	1	99	25	1	1	1	19	1	99	99	48	99	19	15	-99	20	20	20	-99	8	120	-99	60	100	-99	17	30	35	20	23	15	-99	-99	20	-99	10	20	0	0	100	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99	99	99	99	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	99	99	99	99	99	99	99	99	99	99	120	70	30	0	0	0	50	0	0	0	60	0	0	0	480	0	100	0	0	0	2000	0	200	200	250	0	50	50	250	0	0	720	0	444	0	0	0	810	450	0	0	1000	228	0	20	0	0	0	220	2600	3	88	3	99	99	3	88	3	99	3	3	99	99	0	1	99	0	99	99	99	0	0	2	5	2	4	4	3	3	4	4	3	4	5	2	1	1	2	0	88	2	43	0	88	88	88	88	88	1	0	1	1	1	1	0	2	4	0	88	0	0	1	0	1	0	0	0	88	88	1	88	1	88	88	88	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	12	47	88	2	1	0	3	1	1	3	15	1	1	6	16	0	88	0	88	88	88	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	2	0	0	2	0	2	3	0	0	0	0	1	1	4	11	16	5	1500	2000	2100	2000	1700	2	2	2	4	2	3	3	3	0	88	88	88	88	88	88	88	88	88	1	99	4	0	-88	0	-88	1	1	88	88	88	0	2	2	1	1	1	0	0	0	0	88	88	1	1	1	88	88	88	88	88	88	88	1	0	0	0	0	0	0	2	45.3	45.3	45.3	154.4	154.3	154.3	44	44	44	0	3000	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	179.506851196289	179	1366	745.333312988281	2111.33325195313	341.5	186.33332824707	527.833312988281	902.384582519531	492.369903564453	1394.75439453125	225.596145629883	123.092475891113	348.688598632813	4	.875	.444444447755814	1	1	0	0	.5	.606481492519379
VN011005	10/24/2009	2	1	VN001	1	2	44	2	0	88	88	-88	88	1	2	1	1	1	1	-77	-77	-77	-77	-77	-77	290	0	0	0	0	0	0	0	88	88	88	88	88	88	0	88	1	88	88	88	2	5	7	20	1	25	650	1	2	2	2	3500	2500	1	1	1	0	0	0	0	88	53	44	15	25	1	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	4	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	250	-88	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	-88	-88	-88	-88	-88	-88	100	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	100	-88	-88	-88	-88	-88	88	88	88	88	88	88	88	1	88	88	88	88	88	0	0	1	88	88	88	88	0	1	1	88	88	1	1	2	7	88	2	1	2	.2	.5	3	0	5	1	1	0	0	2.5	0	10	20	2	3	.5	.5	0	1	5	0	0	1	1	1	48	88	15	1	1	88	88	1	88	25	1	1	56	19	1	88	48	48	88	88	15	5	8	7	-88	5	5	40	-88	-88	50	-88	15	75	30	30	10	8	-88	10	10	-88	-88	5	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	88	88	88	88	88	88	88	88	88	88	67	20	15	0	80	0	100	1500	0	0	50	0	0	200	900	400	600	0	0	0	2000	0	500	200	200	0	150	50	50	0	0	400	0	414	1600	0	0	1150	600	0	500	500	100	0	0	0	0	0	800	2000	4	88	4	88	88	4	88	4	88	4	2	88	3	1	4	88	88	88	88	88	0	0	2	2	2	4	4	4	4	4	4	4	5	5	2	1	2	43	0	88	88	88	88	88	88	88	88	88	1	0	1	0	1	0	1	2	5	1	4	0	0	1	1	1	0	0	0	88	88	1	1	1	88	88	88	1	0	0	0	1	1	0	0	0	1	88	88	88	1	1	88	88	88	0	0	0	0	0	1	0	0	0	0	0	88	88	88	88	88	1	88	88	88	88	88	29	24	38	1	1	1	4	0	1	3	15	1	1	7	12	0	88	0	88	88	88	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	-88	-88	1	1	-88	1	2	-88	2	2	-88	-88	-88	-88	2	4	1	15	11	7	4000	800	800	500	150	2	1	3	2	2	2	2	2	0	88	88	88	88	88	88	88	88	88	1	88	4	1	200	1	400	1	1	88	88	88	0	2	3	1	1	1	1	1	1	0	88	88	1	1	1	1	1	1	88	88	88	88	1	0	0	0	0	0	0	2	40.8	40.8	40.8	152.4	152.3	152.3	51.3	51.3	51.3	0	3000	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	180.756164550781	180	976	1070.66662597656	2046.66662597656	244	267.666656494141	511.666656494141	644.749145507813	707.286254882813	1352.03540039063	161.187286376953	176.821563720703	338.008850097656	4	.916666686534882	.555555582046509	1	0	0	0	.25	.57407408952713
