CHILDID	ID	AGE	MEMSEX	RELATE	LIVHSE	DTHEXPR3	ADULTEDC	GRADE	HSSTRR3	STRAGER3	GRADER3	STILLR3	WHYNOTR3	AGEGRDR3	PERFR3	FEESR3	DISABR3	ACTR3	MONTHSR3	DAYSR3	HOURSR3	SLEEPR3	CHCARER3	HHCHRER3	NPYWRKR3	PAYWRKR3	SCHOOLR3	STUDYR3	PLAYR3
VN091064	0	15	2	0	1	88	88	88	1	6	5	0	5	12	88	-88	0	1	12	25	8	8	0	2	8	0	0	0	6
VN091064	1	53	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	25	8	 	 	 	 	 	 	 	 
VN091064	2	52	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	25	8	 	 	 	 	 	 	 	 
VN091064	8	13	2	7	1	88	88	88	0	6	88	88	88	88	88	-88	0	7	12	20	8	8	2	2	8	0	0	0	4
VN091064	17	7	2	15	1	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN091064	18	4	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN091070	3	13	1	7	2	88	88	88	1	6	7	1	88	88	3	-77	 	 	 	 	 	 	 	 	 	 	 	 	 
VN091070	0	15	2	0	1	88	88	88	1	7	6	0	8	14	88	-88	0	1	9	22	8	8	0	1	8	0	0	88	7
VN091070	1	38	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	5	11	10	9	 	 	 	 	 	 	 	 
VN091070	2	36	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	10	22	9	 	 	 	 	 	 	 	 
VN091070	17	11	2	7	1	88	88	88	0	88	88	88	88	88	88	-88	0	15	12	26	3	9	0	3	0	0	0	88	12
VN091070	18	9	1	7	1	88	88	88	1	6	2	1	88	88	2	-88	0	19	 	 	 	9	0	0	0	0	4	1	10
VN091071	0	14	1	0	1	88	88	88	1	6	9	0	20	14	88	-88	0	1	12	23	6	9	0	4	6	0	0	0	5
VN091071	1	33	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	25	8	 	 	 	 	 	 	 	 
VN091071	2	32	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	25	8	 	 	 	 	 	 	 	 
VN091071	3	13	2	7	1	88	88	88	1	6	4	1	88	88	3	0	0	15	8	18	4	10	0	3	1	0	4	1	5
VN091071	17	9	1	7	1	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN091071	18	11	1	7	1	88	88	88	1	7	4	1	88	88	3	0	0	15	6	15	3	10	0	2	1	0	4	1	5
VN101001	3	19	1	7	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101001	19	18	2	16	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101001	20	3	2	15	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101001	0	15	2	0	1	88	88	88	1	6	2	0	20	8	88	-88	0	1	10	10	8	9	0	3	6	0	0	0	6
VN101001	1	58	1	1	1	88	99	99	 	 	 	 	 	 	 	 	0	1	10	15	8	 	 	 	 	 	 	 	 
VN101001	2	43	2	1	1	88	99	99	 	 	 	 	 	 	 	 	0	4	12	30	4	 	 	 	 	 	 	 	 
VN101001	4	13	1	7	1	88	88	88	1	6	5	1	88	88	3	0	0	15	12	20	2	9	0	2	2	0	5	0	6
VN101001	17	9	1	7	1	88	88	88	1	6	3	1	88	88	3	0	0	7	10	20	3	9	0	1	2	0	5	0	7
VN101001	18	7	2	7	1	88	88	88	1	6	1	1	88	88	3	0	0	19	 	 	 	10	0	0	0	0	5	0	9
VN101004	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	90	0	7	8	10	4	8	0	2	2	0	5	3	4
VN101004	1	43	1	1	1	88	99	99	 	 	 	 	 	 	 	 	0	1	8	20	8	 	 	 	 	 	 	 	 
VN101004	2	43	2	1	1	88	99	99	 	 	 	 	 	 	 	 	0	1	8	20	8	 	 	 	 	 	 	 	 
VN101004	3	19	2	7	1	88	99	99	 	 	 	 	 	 	 	 	0	13	6	25	10	 	 	 	 	 	 	 	 
VN101004	4	17	2	7	1	88	88	88	1	6	11	1	88	88	2	90	0	7	8	10	6	8	0	2	0	0	5	4	5
VN101005	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	-77	0	15	12	27	2	9	0	2	0	0	5	3	5
VN101005	1	37	1	1	1	88	99	99	 	 	 	 	 	 	 	 	0	10	12	25	9	 	 	 	 	 	 	 	 
VN101005	2	33	2	1	1	88	99	99	 	 	 	 	 	 	 	 	0	9	12	25	9	 	 	 	 	 	 	 	 
VN101005	3	4	2	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN101009	0	15	2	0	1	88	88	88	1	14	0	1	88	88	5	0	0	7	12	8	7	11	0	0	0	0	5	1	7
VN101009	1	34	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	20	8	 	 	 	 	 	 	 	 
VN101009	2	33	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	22	8	 	 	 	 	 	 	 	 
VN101009	3	12	1	7	1	88	88	88	1	12	0	1	88	88	4	0	0	7	12	8	6	12	0	0	0	0	5	1	6
VN101009	17	9	1	7	1	88	88	88	1	9	0	1	88	88	4	0	0	15	12	8	4	11	0	0	0	0	5	1	7
VN101009	18	7	2	7	1	88	88	88	1	7	0	1	88	88	3	0	0	19	88	88	88	11	0	0	0	0	5	1	7
VN101009	19	4	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN101010	0	15	2	0	2	88	88	88	1	6	9	0	21	15	88	-88	0	12	2	26	9	 	 	 	 	 	 	 	 
VN101010	3	18	2	7	2	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101010	1	44	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	11	7	20	8	 	 	 	 	 	 	 	 
VN101010	2	38	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	9	20	8	 	 	 	 	 	 	 	 
VN101010	17	11	1	7	1	88	88	88	1	6	5	1	88	88	3	54	3	15	11	15	2	9	0	1	0	0	5	2	7
VN101011	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	90	0	7	11	8	4	8	0	1	4	0	5	2	4
VN101011	1	41	1	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	9	20	8	 	 	 	 	 	 	 	 
VN101011	2	38	2	1	1	88	0	9	 	 	 	 	 	 	 	 	0	1	8	22	8	 	 	 	 	 	 	 	 
VN101011	17	8	1	7	1	88	88	88	1	6	2	1	88	88	2	90	3	15	11	20	2	9	88	2	0	0	4	2	7
VN101013	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	90	0	15	12	25	3	10	0	3	0	0	5	2	4
VN101013	1	49	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	9	12	25	8	 	 	 	 	 	 	 	 
VN101013	2	49	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	13	12	24	8	 	 	 	 	 	 	 	 
VN101013	3	19	1	7	1	88	1	13	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN101014	3	27	2	9	4	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101014	4	21	2	7	4	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101014	0	15	2	0	1	88	88	88	1	5	10	1	88	88	3	90	0	15	12	25	2	8	0	1	0	0	5	3	7
VN101014	1	53	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 
VN101014	2	52	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	20	8	 	 	 	 	 	 	 	 
VN101015	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	170	1	15	12	20	2	9	0	2	0	0	5	2	6
VN101015	1	46	1	1	1	88	1	14	 	 	 	 	 	 	 	 	1	13	12	22	8	 	 	 	 	 	 	 	 
VN101015	2	45	2	1	1	88	0	 	 	 	 	 	 	 	 	 	1	11	12	26	12	 	 	 	 	 	 	 	 
VN101015	3	19	1	7	1	88	1	14	 	 	 	 	 	 	 	 	1	19	88	88	88	 	 	 	 	 	 	 	 
VN101016	1	73	1	5	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101016	2	70	2	5	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101016	3	38	1	1	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101016	0	14	2	0	1	88	88	88	1	6	8	1	88	88	3	480	0	15	12	20	3	8	0	3	0	0	5	2	6
VN101016	4	34	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	10	12	25	10	 	 	 	 	 	 	 	 
VN101016	5	37	1	2	1	88	0	99	 	 	 	 	 	 	 	 	0	10	12	25	10	 	 	 	 	 	 	 	 
VN101016	6	6	1	9	1	88	88	88	1	6	0	1	88	88	3	480	0	19	 	 	 	9	0	0	0	0	5	3	7
VN101017	0	15	2	0	1	88	88	88	1	6	9	1	88	88	2	90	0	15	12	20	2	8	0	2	0	0	5	5	4
VN101017	1	36	1	1	1	88	99	99	 	 	 	 	 	 	 	 	0	10	12	25	6	 	 	 	 	 	 	 	 
VN101017	2	36	2	1	1	88	99	99	 	 	 	 	 	 	 	 	0	10	12	30	4	 	 	 	 	 	 	 	 
VN101017	3	17	2	7	1	88	88	88	1	6	11	1	88	88	3	1710	0	15	12	20	2	7	0	2	0	0	5	6	4
VN101017	17	9	1	7	1	88	88	88	1	6	3	1	88	88	2	180	0	15	12	10	1	9	0	1	0	0	5	5	4
VN101018	3	18	2	7	4	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101018	0	15	2	0	1	88	88	88	1	6	9	1	88	88	3	90	0	7	12	15	3	9	0	1	3	0	5	2	4
VN101018	1	41	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	20	8	 	 	 	 	 	 	 	 
VN101018	2	38	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	25	8	 	 	 	 	 	 	 	 
VN101018	4	12	1	7	1	88	88	88	1	6	6	1	88	88	2	54	0	7	12	20	3	9	0	0	3	0	5	1	6
VN101018	5	83	2	6	1	88	0	 	 	 	 	 	 	 	 	 	3	15	12	20	1	 	 	 	 	 	 	 	 
VN101019	0	15	1	0	1	88	88	88	1	6	9	1	88	88	3	90	0	15	12	20	2	8	0	2	0	0	6	2	6
VN101019	1	37	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	11	12	20	10	 	 	 	 	 	 	 	 
VN101019	2	34	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	20	8	 	 	 	 	 	 	 	 
VN101019	17	11	2	7	1	88	88	88	1	6	5	1	88	88	3	54	0	15	12	10	1	8	0	1	0	0	6	2	7
VN101020	3	21	1	7	2	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101020	4	19	1	7	2	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101020	0	15	1	0	1	88	88	88	1	6	8	0	8	99	88	-88	0	1	12	10	20	9	0	1	2	0	0	0	12
VN101020	1	47	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	25	8	 	 	 	 	 	 	 	 
VN101020	2	43	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	25	8	 	 	 	 	 	 	 	 
VN101021	0	15	1	0	1	88	88	88	1	6	9	1	88	88	3	90	1	15	12	20	2	9	0	2	1	0	5	1	6
VN101021	1	38	1	1	1	88	99	99	 	 	 	 	 	 	 	 	0	9	12	28	9	 	 	 	 	 	 	 	 
VN101021	2	36	2	1	1	88	99	99	 	 	 	 	 	 	 	 	0	1	12	15	6	 	 	 	 	 	 	 	 
VN101021	3	19	1	7	1	88	99	99	 	 	 	 	 	 	 	 	0	13	12	20	8	 	 	 	 	 	 	 	 
VN101021	4	12	2	7	1	88	88	88	1	6	6	1	88	88	2	-77	0	15	10	15	2	9	0	2	0	0	5	2	6
VN101022	0	15	2	0	1	88	88	88	1	7	8	1	88	88	3	90	0	7	12	15	4	10	0	1	4	0	4	1	4
VN101022	1	44	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	20	8	 	 	 	 	 	 	 	 
VN101022	2	41	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	20	8	 	 	 	 	 	 	 	 
VN101022	3	19	2	7	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	20	8	 	 	 	 	 	 	 	 
VN101022	4	18	2	7	1	88	1	14	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN101023	0	15	2	0	1	88	88	88	1	6	9	1	88	88	3	90	0	7	12	20	3	8	0	1	3	0	5	2	5
VN101023	1	48	2	1	1	88	88	88	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 
VN101023	2	45	1	1	1	88	88	88	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 
VN101023	3	20	1	7	1	88	88	8	 	 	 	 	 	 	 	 	0	13	10	28	8	 	 	 	 	 	 	 	 
VN101023	4	17	1	7	1	88	88	88	1	6	9	0	8	99	88	-88	0	7	9	15	8	8	0	2	8	0	0	0	6
VN101024	3	21	1	7	4	88	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101024	0	15	2	0	1	88	88	88	0	88	88	88	88	88	88	-88	0	1	12	25	7	9	0	1	7	0	0	0	7
VN101024	1	40	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	20	7	 	 	 	 	 	 	 	 
VN101024	2	39	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	25	7	 	 	 	 	 	 	 	 
VN101024	4	17	1	7	1	88	88	88	1	6	5	0	8	11	88	-88	0	1	12	20	7	8	0	0	7	0	0	0	9
VN101024	17	10	1	7	1	88	88	88	1	6	1	0	8	7	88	-88	0	7	12	27	8	10	0	0	8	0	0	0	6
VN101025	0	15	2	0	1	88	88	88	1	5	9	1	88	88	3	90	0	7	4	20	3	8	0	1	3	0	5	2	5
VN101025	1	71	1	6	1	88	0	99	 	 	 	 	 	 	 	 	2	15	10	15	2	 	 	 	 	 	 	 	 
VN101025	2	65	2	6	1	88	0	99	 	 	 	 	 	 	 	 	0	15	12	25	3	 	 	 	 	 	 	 	 
VN101025	3	40	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	13	11	24	8	 	 	 	 	 	 	 	 
VN101025	4	39	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	10	20	6	 	 	 	 	 	 	 	 
VN101025	5	13	1	7	1	88	88	88	1	5	7	1	88	88	3	54	0	7	10	25	3	8	0	0	3	0	5	2	6
VN101025	6	5	1	7	1	88	88	88	0	88	88	88	88	88	88	-88	4	19	 	 	 	10	0	0	0	0	0	0	14
VN101026	18	7	1	7	3	1	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101026	3	18	2	7	4	88	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101026	4	17	2	7	4	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101026	0	15	2	0	1	88	88	88	1	6	5	0	12	99	88	-88	0	1	12	20	6	9	1	0	8	0	0	0	6
VN101026	1	36	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	27	8	 	 	 	 	 	 	 	 
VN101026	2	37	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	27	8	 	 	 	 	 	 	 	 
VN101026	17	9	2	7	1	88	88	88	1	6	3	1	88	88	3	0	0	7	12	15	3	9	1	0	3	0	4	2	5
VN101026	19	5	2	7	1	88	88	88	0	88	88	88	88	88	88	-88	0	19	88	88	88	10	0	0	0	0	7	0	7
VN101026	20	2	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN101027	0	15	2	0	1	88	88	88	1	6	9	1	88	88	3	90	0	15	12	25	2	9	0	2	0	0	6	3	4
VN101027	1	67	2	5	1	88	99	99	 	 	 	 	 	 	 	 	0	15	12	20	2	 	 	 	 	 	 	 	 
VN101027	2	36	1	1	1	88	99	99	 	 	 	 	 	 	 	 	0	12	9	20	9	 	 	 	 	 	 	 	 
VN101027	3	34	2	1	1	88	99	99	 	 	 	 	 	 	 	 	0	1	8	20	8	 	 	 	 	 	 	 	 
VN101027	17	11	2	7	1	88	88	88	1	6	5	1	88	88	2	-77	0	15	12	20	1	9	0	1	0	0	5	4	5
VN101028	4	19	1	7	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101028	0	15	1	0	1	88	88	88	1	6	9	1	88	88	3	90	0	7	12	16	3	8	0	0	3	0	5	3	5
VN101028	1	44	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	10	20	7	 	 	 	 	 	 	 	 
VN101028	2	41	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	9	12	25	8	 	 	 	 	 	 	 	 
VN101028	3	22	1	7	1	88	1	14	 	 	 	 	 	 	 	 	0	15	12	4	2	 	 	 	 	 	 	 	 
VN101029	1	80	1	6	4	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101029	2	78	2	6	4	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101029	0	14	1	0	1	88	88	88	1	6	8	1	88	88	2	100	0	15	12	25	2	9	0	2	0	0	5	2	7
VN101029	3	38	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	10	15	8	 	 	 	 	 	 	 	 
VN101029	4	36	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	10	15	8	 	 	 	 	 	 	 	 
VN101029	5	17	2	7	1	88	88	88	1	6	11	1	88	88	2	750	0	15	12	27	2	9	0	2	0	0	5	6	2
VN101030	0	15	2	0	1	88	88	88	1	6	9	1	88	88	3	90	0	15	12	25	2	8	0	2	0	0	5	2	7
VN101030	1	44	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	10	12	28	4	 	 	 	 	 	 	 	 
VN101030	2	41	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	15	7	 	 	 	 	 	 	 	 
VN101030	3	21	1	7	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	15	7	 	 	 	 	 	 	 	 
VN101030	4	19	2	7	1	88	1	12	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN101031	0	14	2	0	1	88	88	88	1	6	8	1	88	88	2	63	0	15	12	26	4	10	0	4	0	0	5	2	3
VN101031	1	41	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	15	8	 	 	 	 	 	 	 	 
VN101031	2	40	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	15	8	 	 	 	 	 	 	 	 
VN101031	3	21	1	7	1	88	1	14	 	 	 	 	 	 	 	 	0	13	4	26	8	 	 	 	 	 	 	 	 
VN101031	4	19	1	7	1	88	1	13	 	 	 	 	 	 	 	 	0	19	88	88	88	 	 	 	 	 	 	 	 
VN101034	4	21	1	7	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101034	0	14	2	0	1	88	88	88	1	6	8	1	88	88	2	63	0	1	12	15	3	9	0	1	3	0	4	1	6
VN101034	1	78	2	6	1	88	0	99	 	 	 	 	 	 	 	 	0	15	12	20	6	 	 	 	 	 	 	 	 
VN101034	2	42	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	10	25	8	 	 	 	 	 	 	 	 
VN101034	3	40	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	25	12	 	 	 	 	 	 	 	 
VN101034	5	19	1	7	1	88	0	99	 	 	 	 	 	 	 	 	0	13	12	26	8	 	 	 	 	 	 	 	 
VN101035	0	15	1	0	1	88	88	88	1	6	9	0	31	15	88	-88	0	1	5	20	8	10	0	1	8	0	0	0	5
VN101035	1	41	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	12	8	15	6	 	 	 	 	 	 	 	 
VN101035	2	37	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 
VN101035	3	13	1	7	1	88	88	88	1	6	5	1	88	88	3	54	0	7	12	15	3	8	0	0	3	0	6	2	5
VN101036	0	15	2	0	1	88	88	88	1	6	9	1	88	88	3	180	0	15	11	26	2	8	0	2	0	0	6	3	5
VN101036	1	42	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	10	12	8	5	 	 	 	 	 	 	 	 
VN101036	2	35	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	9	25	8	 	 	 	 	 	 	 	 
VN101036	17	10	2	7	1	88	88	88	1	6	4	1	88	88	2	90	0	15	12	20	2	8	0	2	0	0	5	3	6
VN101036	18	4	1	7	1	88	88	88	 	 	 	 	 	 	 	 	4	19	 	 	 	 	 	 	 	 	 	 	 
VN101037	4	19	2	7	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101037	0	15	2	0	1	88	88	88	1	6	9	0	20	15	88	-88	0	7	8	15	8	9	0	0	0	9	0	0	6
VN101037	1	64	2	6	1	88	99	99	 	 	 	 	 	 	 	 	0	15	12	25	3	 	 	 	 	 	 	 	 
VN101037	2	40	1	1	1	88	99	99	 	 	 	 	 	 	 	 	0	4	12	20	6	 	 	 	 	 	 	 	 
VN101037	3	39	2	1	1	88	99	99	 	 	 	 	 	 	 	 	0	1	8	20	8	 	 	 	 	 	 	 	 
VN101037	5	12	1	7	1	88	88	88	1	6	6	1	88	88	3	45	0	7	12	20	3	10	0	0	3	0	5	1	5
VN101038	1	78	2	5	3	0	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101038	0	15	1	0	1	88	88	88	1	6	9	0	1	14	88	-88	0	1	8	15	6	10	0	2	6	0	0	0	6
VN101038	2	40	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	20	8	 	 	 	 	 	 	 	 
VN101039	1	54	1	1	3	0	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101039	6	19	2	7	3	0	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101039	18	6	1	7	3	0	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101039	5	22	2	7	4	88	99	99	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101039	0	15	2	0	1	88	88	88	1	6	9	0	20	15	88	-88	0	1	6	20	8	8	0	2	6	0	0	0	8
VN101039	2	66	2	13	1	88	99	99	 	 	 	 	 	 	 	 	4	19	 	 	 	 	 	 	 	 	 	 	 
VN101039	3	51	2	1	1	88	99	99	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 
VN101039	4	25	2	7	1	88	99	99	 	 	 	 	 	 	 	 	5	19	 	 	 	 	 	 	 	 	 	 	 
VN101039	17	11	1	7	1	88	88	88	1	6	4	1	88	88	3	90	0	7	12	10	6	10	0	1	0	0	5	4	4
VN101040	0	15	2	0	1	88	88	88	1	6	9	0	21	15	88	-88	0	7	6	20	8	8	0	0	0	12	0	0	4
VN101040	1	40	1	1	1	88	99	99	 	 	 	 	 	 	 	 	0	12	6	20	9	 	 	 	 	 	 	 	 
VN101040	2	34	2	1	1	88	99	99	 	 	 	 	 	 	 	 	0	1	8	15	8	 	 	 	 	 	 	 	 
VN101040	3	13	2	7	1	88	88	88	1	6	7	1	88	88	3	-77	0	15	12	10	2	9	2	1	0	0	5	4	3
VN101040	17	9	2	7	1	88	88	88	1	6	3	1	88	88	3	-77	0	19	 	 	 	10	1	0	0	0	5	4	4
VN101040	18	1	2	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN101041	0	15	1	0	1	88	88	88	1	6	9	0	20	15	3	260	0	1	11	25	6	9	0	2	6	0	0	0	7
VN101041	1	37	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	10	15	8	 	 	 	 	 	 	 	 
VN101041	2	35	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	11	25	9	 	 	 	 	 	 	 	 
VN101041	3	12	2	7	1	88	88	88	1	6	6	1	88	88	3	260	0	15	12	26	2	8	0	2	0	0	6	3	5
VN101042	0	15	2	0	1	88	88	88	1	6	9	0	20	14	88	-88	0	1	5	25	8	9	0	1	9	0	0	0	5
VN101042	1	40	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	25	9	 	 	 	 	 	 	 	 
VN101042	2	39	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	12	25	8	 	 	 	 	 	 	 	 
VN101042	3	18	1	7	1	88	0	99	 	 	 	 	 	 	 	 	0	1	9	25	8	 	 	 	 	 	 	 	 
VN101042	17	11	2	7	1	88	88	88	1	6	5	0	8	10	88	-88	0	7	12	20	7	9	0	0	8	0	0	0	7
VN101042	18	9	2	7	1	88	88	88	1	4	3	1	88	88	3	90	0	15	12	20	4	9	0	4	0	0	4	3	4
VN101042	19	4	1	7	1	88	88	88	 	 	 	 	 	 	 	 	0	19	 	 	 	 	 	 	 	 	 	 	 
VN101043	0	15	1	0	1	88	88	88	1	6	9	1	88	88	3	186	0	7	12	27	4	8	0	0	3	0	6	3	4
VN101043	1	40	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	12	6	25	9	 	 	 	 	 	 	 	 
VN101043	2	38	2	1	1	88	0	 	 	 	 	 	 	 	 	 	0	1	12	20	7	 	 	 	 	 	 	 	 
VN101043	3	14	1	7	1	88	88	88	1	6	8	1	88	88	3	0	0	7	12	20	3	8	0	0	3	0	6	2	5
VN101044	0	15	2	0	1	88	88	88	1	6	8	1	88	88	2	-77	0	15	12	25	2	8	0	2	0	0	5	4	5
VN101044	1	39	1	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	10	20	8	 	 	 	 	 	 	 	 
VN101044	2	40	2	1	1	88	0	99	 	 	 	 	 	 	 	 	0	1	11	20	8	 	 	 	 	 	 	 	 
VN101044	17	11	1	7	1	88	88	88	1	6	5	1	88	88	2	-77	0	19	 	 	 	9	0	0	0	0	5	3	7
VN101045	3	13	1	7	2	88	88	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
VN101045	0	15	2	0	1	88	88	88	1	7	6	1	88	88	3	492	0	15	12	30	1	8	0	1	0	0	6	2	7
VN101045	1	42	1	1	1	88	0	 	 	 	 	 	 	 	 	 	0	12	6	15	9	 	 	 	 	 	 	 	 
VN101045	2	34	2	1	1	88	0	 	 	 	 	 	 	 	 	 	1	1	6	26	8	 	 	 	 	 	 	 	 
VN101045	17	10	2	7	1	88	88	88	1	7	2	1	88	88	3	432	0	15	12	20	1	8	0	1	0	0	5	2	8
