CHILDID	ACTIDR3	ACTR3	ACTOWNR3	ACTMTHR3	ACTDAYHR3	ACTHRSR3	PYMRECR3
VN121028	1	1	1	11	20	3	0
VN121028	2	2	1	11	23	2	0
VN121030	1	1	1	12	27	7	0
VN121030	2	2	1	11	20	2	0
VN121031	1	1	1	9	24	3	0
VN121031	2	2	1	10	15	1	0
VN121032	1	1	1	12	20	3	0
VN121032	2	2	1	12	25	1	0
VN121033	1	2	1	12	20	2	0
VN121034	1	2	1	6	15	2	0
VN121035	1	2	1	12	27	4	0
VN121036	1	2	1	4	15	2	0
VN121037	1	1	1	5	15	3	0
VN121038	1	1	1	12	22	3	0
VN121038	2	5	1	12	25	1	0
VN121039	1	1	1	10	15	4	0
VN121039	2	2	1	10	20	2	0
VN121040	1	2	1	9	20	2	0
VN121041	1	2	1	6	15	3	0
VN121042	1	1	1	12	20	88	0
VN121042	2	2	1	12	20	2	0
VN121043	1	1	1	11	25	7	0
VN121043	2	2	1	12	26	1	0
VN121044	1	1	1	12	30	3	0
VN121044	2	2	1	12	20	1	0
VN121045	1	2	1	12	25	3	0
VN121047	1	2	1	12	20	3	0
VN121048	1	1	1	12	20	4	0
VN121048	2	2	1	12	25	1	0
VN121049	1	1	1	8	12	3	0
VN121049	2	2	1	9	15	2	0
VN121050	1	1	1	12	20	6	0
VN121050	2	2	1	12	15	1	0
VN121052	1	2	1	12	25	3	0
VN121057	1	2	1	12	25	2	0
VN121057	2	1	1	12	17	2	0
VN121061	1	2	1	8	15	3	0
VN121074	1	1	1	10	20	8	0
VN121074	2	2	1	12	20	3	0
VN121088	1	2	1	12	20	2	0
VN121094	1	2	1	11	24	2	0
VN121109	1	1	1	11	25	7	0
VN121124	1	2	1	12	25	2	0
VN131001	1	2	1	12	13	3	0
VN131002	1	5	1	12	22	1	0
VN131002	2	2	1	12	24	1	0
VN131002	3	8	2	1	23	1	1
VN131004	1	2	1	12	20	2	0
VN131004	2	6	1	12	20	2	0
VN131005	1	2	1	2	20	1	0
VN131005	2	3	1	10	20	2	0
VN131006	1	2	1	12	25	2	0
VN131007	1	2	1	12	15	1	0
VN131008	1	2	1	12	24	2	0
VN131008	2	1	1	3	25	3	0
VN131009	1	2	1	12	25	2	0
VN131009	2	1	1	4	7	2	0
VN131010	1	2	1	12	25	2	0
VN131011	1	2	1	12	20	2	0
VN131011	2	5	2	2	29	8	1
VN131011	3	1	1	6	12	2	0
VN131012	1	2	1	12	28	3	0
VN131013	1	2	1	12	24	1	0
VN131014	1	2	1	12	25	3	0
VN131014	2	1	1	6	20	2	0
VN131014	3	6	2	2	20	6	1
VN131017	1	2	1	12	15	2	0
VN131017	2	1	1	2	5	6	0
VN131019	1	2	1	12	25	2	0
VN131020	1	8	1	3	25	8	0
VN131021	1	2	1	12	20	2	0
VN131022	1	2	1	12	27	2	0
VN131022	2	1	1	4	6	2	0
VN131023	1	2	1	12	28	4	0
VN131024	1	2	1	12	20	2	0
VN131025	1	2	1	11	25	1	0
VN131025	2	1	1	5	15	2	0
VN131026	1	2	1	12	28	1	0
VN131027	1	2	1	3	27	2	0
VN131027	2	1	1	3	28	3	0
VN131028	1	2	1	11	25	1	0
VN131030	1	2	1	12	10	1	0
VN131031	1	2	1	3	12	2	0
VN131033	1	2	1	12	10	2	0
VN131036	1	2	1	11	20	2	0
VN131036	2	8	1	1	30	8	0
VN131037	1	2	1	12	25	2	0
VN131038	1	2	1	12	25	2	0
VN131039	1	2	1	11	25	1	0
VN131040	1	2	1	8	24	1	0
VN131040	2	3	1	11	27	2	0
VN131041	1	2	1	12	20	1	0
VN131042	1	2	1	5	25	1	0
VN131042	2	1	1	4	27	5	0
VN131043	1	1	1	3	20	3	0
VN131043	2	6	2	1	25	8	1
VN131045	1	5	2	2	26	8	1
VN131045	2	2	1	8	26	1	0
VN131046	1	2	1	12	25	2	0
VN131047	1	2	1	12	25	1	0
VN131047	2	1	1	9	20	3	0
VN131048	1	1	1	10	20	4	0
VN131048	2	2	1	12	27	2	0
VN131048	3	6	2	1	28	8	1
VN131049	1	2	1	12	25	1	0
VN131050	1	2	1	12	25	1	0
VN131051	1	2	1	12	20	2	0
VN131052	1	2	1	9	20	2	0
VN131053	1	2	1	12	20	1	0
VN131054	1	2	1	12	29	1	0
VN131055	1	2	1	10	20	2	0
VN131055	2	1	1	10	20	1	0
VN131056	1	2	1	12	20	2	0
VN131058	1	8	2	3	20	8	1
VN141001	1	2	1	7	20	2	0
VN141001	2	1	1	4	21	7	0
VN141002	1	8	1	5	28	3	0
VN141002	2	2	1	12	28	2	0
VN141002	3	3	2	2	20	1	0
VN141003	1	2	1	12	20	2	0
VN141004	1	2	1	12	15	1	0
VN141005	1	1	1	12	26	3	0
VN141005	2	2	1	12	30	3	0
VN141006	1	2	1	12	30	1	0
VN141007	1	2	1	12	28	2	0
VN141007	2	1	1	2	20	3	0
VN141008	1	2	1	12	20	2	0
VN141009	1	2	1	12	30	2	0
VN141009	2	1	1	10	20	6	0
VN141010	1	2	1	12	30	1	0
VN141011	1	2	1	12	30	1	0
VN141011	2	1	1	3	15	1	0
VN141012	1	8	2	12	30	11	1
VN141013	1	99	1	12	20	4	0
VN141014	1	2	1	12	20	3	0
VN141014	2	1	1	10	20	1	0
VN141015	1	2	1	12	20	4	0
VN141015	2	6	2	2	25	8	1
VN141016	1	2	1	12	25	1	0
VN141017	1	2	1	12	30	3	0
VN141018	1	2	1	12	28	1	0
VN141019	1	1	1	7	16	4	0
VN141019	2	2	1	12	30	2	0
VN141020	1	6	2	12	20	8	1
VN141020	2	88	 	 	 	 	 
VN141025	1	2	1	12	30	1	0
VN141027	1	2	1	12	20	2	0
VN141028	1	2	1	10	20	1	0
VN141029	1	2	1	12	25	1	0
VN141029	2	1	1	4	10	2	0
VN141030	1	1	1	12	12	2	0
VN141030	2	2	1	12	25	2	0
VN141031	1	1	1	2	20	2	0
VN141031	2	2	1	12	20	3	0
VN141032	1	2	1	12	25	2	0
VN141033	1	2	1	12	28	3	0
VN141034	1	1	1	6	20	4	0
VN141034	2	2	1	11	26	3	0
VN141035	1	2	1	12	20	2	5
VN141036	1	8	2	10	28	6	1
VN141037	1	2	1	12	27	3	0
VN141037	2	8	1	5	21	6	0
VN141039	1	2	1	9	8	2	0
VN141040	1	1	1	10	25	5	0
VN141040	2	2	1	12	28	2	0
VN141041	1	4	1	9	15	5	5
VN141041	2	2	1	12	25	2	0
VN141042	1	1	1	10	25	2	0
VN141042	2	2	1	12	28	3	0
VN141043	1	2	1	12	20	3	0
VN141044	1	2	1	12	20	3	0
VN141044	2	8	1	3	15	1	0
VN141045	1	2	1	12	25	2	0
VN141045	2	1	1	6	20	3	0
VN141047	1	2	1	12	25	1	0
VN141047	2	1	1	3	15	3	0
VN141048	1	1	1	7	25	4	5
VN141048	2	5	1	3	15	4	5
VN141049	1	1	1	12	25	4	0
VN141050	1	1	1	6	20	2	0
VN141051	1	1	1	4	20	3	0
VN141051	2	2	1	12	25	1	0
VN141052	1	2	1	12	27	1	0
VN141062	1	2	1	12	30	2	0
VN141062	2	4	1	12	30	1	0
VN141066	1	2	1	12	28	1	0
VN141073	1	2	1	12	27	1	0
VN141073	2	1	1	6	15	2	0
VN151001	1	2	1	12	30	1	0
VN151002	1	2	1	12	30	1	0
VN151004	1	1	1	2	30	3	0
VN151004	2	2	1	12	30	2	0
VN151005	1	2	1	12	30	3	0
VN151007	1	2	1	12	30	1	0
VN151007	2	1	1	2	10	2	0
VN151008	1	1	1	1	27	4	0
VN151008	2	2	1	12	30	2	0
VN151010	1	2	1	12	30	2	0
VN151010	2	3	1	12	30	2	88
VN151011	1	2	1	12	25	1	0
VN151012	1	2	1	6	15	1	0
VN151013	1	2	1	12	26	1	0
VN151014	1	2	1	12	30	2	0
VN151014	2	1	1	1	15	3	0
VN151015	1	2	1	12	28	1	0
VN151017	1	2	1	12	30	3	0
VN151018	1	2	1	12	25	1	0
VN151019	1	2	1	12	30	1	0
VN151020	1	2	1	9	20	2	0
VN151022	1	2	1	4	20	2	0
VN151023	1	8	88	88	88	88	88
VN151024	1	2	1	12	30	1	0
VN151025	1	2	1	12	25	2	0
VN151028	1	2	1	12	25	2	0
VN151029	1	2	1	12	30	1	0
VN151030	1	2	1	12	20	2	0
VN151031	1	2	1	12	30	1	0
VN151032	1	2	1	12	30	1	0
VN151032	2	1	1	4	15	3	0
VN151034	1	2	1	12	30	1	0
VN151035	1	2	1	12	30	1	0
VN151037	1	2	1	12	30	1	0
VN151038	1	2	1	12	30	2	0
VN151039	1	2	1	12	30	2	0
VN151040	1	2	1	12	30	1	0
VN151041	1	2	1	12	25	1	0
VN151042	1	2	1	12	30	1	0
VN151043	1	2	1	12	30	1	0
VN151044	1	2	1	12	30	3	0
VN151045	1	2	1	12	25	1	0
VN151046	1	2	1	12	30	1	0
VN151047	1	2	1	12	30	2	0
VN151049	1	2	1	12	30	2	0
VN151051	1	2	1	12	30	2	0
VN161001	1	2	1	12	30	2	0
VN161002	1	2	1	12	30	1	0
VN161003	1	2	1	12	30	1	0
VN161004	1	2	1	12	30	1	0
VN161005	1	2	1	12	30	1	0
VN161006	1	2	1	12	21	1	0
VN161007	1	2	1	12	30	99	0
VN161008	1	2	1	12	30	1	0
VN161009	1	2	1	12	30	2	0
VN161010	1	2	1	12	30	1	0
VN161011	1	2	1	12	20	1	0
VN161012	1	2	1	12	20	1	0
VN161013	1	1	1	12	30	3	0
VN161013	2	2	1	12	30	1	0
VN161015	1	2	1	12	30	1	0
VN161016	1	2	1	12	30	1	0
VN161017	1	2	1	12	30	1	0
VN161018	1	2	1	12	30	1	0
VN161019	1	2	1	12	30	1	0
VN161020	1	2	1	12	30	1	0
VN161021	1	2	1	12	30	2	0
VN161022	1	2	1	12	24	1	0
VN161023	1	2	1	12	30	1	0
VN161024	1	2	1	12	20	1	0
VN161025	1	2	1	12	30	1	0
VN161026	1	2	1	12	30	3	0
VN161027	1	2	1	2	30	3	0
VN161028	1	2	1	12	26	1	0
VN161029	1	2	1	12	30	1	0
VN161030	1	2	1	12	30	1	0
VN161031	1	6	2	7	28	8	1
VN161031	2	2	1	7	25	1	0
VN161032	1	2	1	12	30	1	0
VN161033	1	2	1	4	30	6	0
VN161034	1	2	1	12	30	3	0
VN161035	1	2	1	12	20	1	0
VN161036	1	2	1	12	30	1	0
VN161038	1	2	1	12	25	3	0
VN161039	1	2	1	12	30	1	0
VN161040	1	2	1	12	30	1	0
VN161041	1	6	2	3	28	10	1
VN161042	1	2	2	2	20	2	0
VN161042	2	6	2	2	25	8	3
VN161043	1	6	2	12	30	1	1
VN161044	1	6	2	2	30	10	0
VN161044	2	2	1	12	30	1	0
VN161045	1	2	1	12	30	2	0
VN161047	1	2	1	12	30	2	0
VN161048	1	2	1	12	30	1	0
VN161049	1	2	1	12	30	1	0
VN161050	1	2	1	12	30	1	0
VN171001	1	2	1	12	15	1	0
VN171003	1	2	1	12	10	2	0
VN171004	1	2	1	12	30	0	0
VN171005	1	2	1	12	30	1	0
VN171006	1	4	1	12	30	5	5
VN171006	2	2	1	12	20	2	0
VN171007	1	2	1	12	28	1	0
VN171008	1	4	1	12	17	2	0
VN171008	2	2	1	12	16	1	0
VN171009	1	2	1	12	22	4	0
VN171011	1	2	1	12	30	2	0
VN171011	2	6	2	1	24	4	1
VN171012	1	5	1	12	25	6	5
VN171014	1	2	1	10	20	1	0
VN171015	1	2	1	12	30	2	0
VN171015	2	4	1	12	10	1	0
VN171017	1	2	1	12	16	1	0
VN171019	1	2	1	12	28	2	0
VN171020	1	2	1	3	30	1	0
VN171021	1	4	1	12	15	6	1
VN171021	2	3	1	12	28	2	0
VN171024	1	2	1	12	23	1	0
VN171025	1	5	1	12	20	1	0
VN171026	1	2	1	6	20	1	0
VN171027	1	2	1	12	29	1	0
VN171030	1	2	1	10	20	2	0
VN171031	1	2	1	12	30	2	0
VN171033	1	2	1	12	30	3	0
VN171034	1	2	1	6	15	1	0
VN171035	1	2	1	12	25	1	0
VN171037	1	2	1	12	28	2	0
VN171038	1	2	1	12	30	2	0
VN171041	1	6	2	8	20	5	1
VN171042	1	2	1	12	8	1	0
VN171043	1	2	1	12	28	1	0
VN171044	1	2	1	12	30	2	0
VN171045	1	2	1	12	8	1	0
VN171047	1	2	1	12	30	3	0
VN171048	1	2	1	12	30	2	0
VN171049	1	4	1	3	5	2	1
VN171051	1	2	1	12	28	1	0
VN171051	2	6	1	10	25	1	1
VN171053	1	2	1	12	30	1	0
VN171059	1	2	1	12	30	2	0
VN171060	1	2	1	9	20	1	0
VN171061	1	2	1	12	25	2	0
VN171063	1	2	1	12	20	2	0
VN171063	2	5	1	8	26	2	0
VN171063	3	3	1	1	16	1	0
VN171080	1	2	1	12	30	1	0
VN181001	1	2	1	12	30	1	0
VN181002	1	2	1	12	20	1	0
VN181003	1	2	1	99	99	99	99
VN181005	1	2	1	10	10	1	0
VN181008	1	2	2	3	26	2	1
VN181009	1	2	1	12	30	1	0
VN181011	1	2	1	12	22	1	0
VN181012	1	2	1	12	30	1	0
VN181014	1	2	1	10	20	1	0
VN181014	2	3	1	9	20	1	0
VN181015	1	5	1	6	20	4	0
VN181015	2	2	1	10	20	2	0
VN181016	1	2	1	7	10	1	0
VN181017	1	2	1	12	30	1	0
VN181018	1	2	1	5	10	1	0
VN181019	1	2	1	6	10	1	0
VN181020	1	2	1	99	99	99	99
VN181021	1	2	1	12	27	2	0
VN181023	1	2	1	12	30	1	0
VN181026	1	2	1	12	20	1	0
VN181027	1	4	1	8	10	1	0
VN181027	2	2	1	5	15	1	0
VN181029	1	2	1	12	20	1	0
VN181030	1	2	1	12	30	1	0
VN181033	1	2	1	12	30	2	0
VN181036	1	2	1	12	12	1	0
VN181037	1	2	1	12	30	2	0
VN181039	1	2	1	7	20	1	0
VN181042	1	2	1	12	20	1	0
VN181043	1	4	2	3	28	8	1
VN181043	2	2	1	12	26	2	0
VN181044	1	2	1	12	30	1	0
VN181046	1	2	1	12	30	1	5
VN181047	1	2	1	12	30	1	0
VN181049	1	2	1	12	15	1	0
VN181050	1	2	1	12	30	1	0
VN181052	1	4	1	5	10	1	0
VN181052	2	2	1	10	15	1	0
VN181054	1	2	1	12	20	1	0
VN181056	1	2	1	12	15	1	0
VN181058	1	2	1	12	30	2	0
VN181059	1	2	1	12	20	1	0
VN181069	1	2	1	12	26	1	0
VN181073	1	2	1	12	30	1	0
VN181078	1	2	1	12	8	1	0
VN191001	1	2	1	10	20	2	0
VN191002	1	2	1	99	99	99	99
VN191003	1	2	1	12	30	3	0
VN191005	1	2	1	12	30	1	0
VN191006	1	2	1	10	20	1	0
VN191006	2	5	1	7	10	1	0
VN191007	1	2	1	12	20	2	0
VN191008	1	2	1	12	30	1	0
VN191009	1	2	1	12	30	3	0
VN191011	1	2	1	12	99	99	0
VN191012	1	2	1	10	20	1	0
VN191013	1	2	1	12	30	1	0
VN191014	1	2	1	12	24	1	0
VN191015	1	2	1	10	25	2	0
VN191016	1	2	1	12	30	1	0
VN191017	1	2	1	12	30	4	0
VN191018	1	6	2	2	20	8	1
VN191018	2	2	1	10	15	1	0
VN191019	1	2	1	12	20	2	0
VN191020	1	6	2	12	20	8	1
VN191022	1	6	2	2	25	8	2
VN191022	2	2	1	10	15	1	0
VN191023	1	2	1	12	30	1	0
VN191024	1	2	1	12	20	1	0
VN191025	1	6	2	9	30	6	1
VN191025	2	2	1	12	30	2	0
VN191026	1	2	1	12	30	1	0
VN191027	1	2	1	10	20	1	0
VN191028	1	2	1	12	15	2	0
VN191029	1	2	1	9	20	1	0
VN191030	1	2	1	10	15	1	0
VN191032	1	2	1	10	15	1	0
VN191033	1	2	1	12	20	2	0
VN191035	1	2	1	10	23	1	0
VN191036	1	2	1	10	20	1	0
VN191037	1	2	1	10	20	1	0
VN191038	1	2	1	12	20	2	0
VN191039	1	3	2	4	28	8	1
VN191039	2	2	1	10	30	1	0
VN191040	1	2	1	7	10	1	0
VN191040	2	3	1	7	10	1	0
VN191041	1	2	1	12	30	1	0
VN191044	1	2	1	9	22	1	0
VN191045	1	2	1	12	30	2	0
VN191046	1	2	1	5	10	1	0
VN191047	1	2	1	12	20	1	0
VN191048	1	2	1	12	26	2	0
VN191049	1	2	1	9	20	1	0
VN191050	1	2	1	12	20	2	0
VN191052	1	2	1	10	15	2	0
VN191057	1	2	1	12	20	2	0
VN191070	1	8	2	12	30	1	0
VN201004	1	2	1	12	14	1	0
VN201005	1	2	1	12	30	3	0
VN201006	1	2	1	12	14	1	0
VN201007	1	3	1	12	7	1	0
VN201007	2	88	99	99	99	99	99
VN201007	3	88	99	99	99	99	99
VN201007	4	88	99	99	99	99	99
VN201007	5	88	99	99	99	99	99
VN201008	1	2	1	12	16	1	0
VN201009	1	2	1	12	17	2	0
VN201009	2	4	1	12	15	2	0
VN201010	1	6	2	3	30	8	1
VN201011	1	2	1	12	15	1	0
VN201012	1	4	1	9	20	2	0
VN201012	2	2	1	12	13	1	0
VN201013	1	2	1	12	25	1	0
VN201014	1	5	1	12	15	2	0
VN201014	2	2	1	12	20	1	0
VN201015	1	4	1	9	4	5	5
VN201015	2	2	1	12	25	2	0
VN201015	3	88	99	99	99	99	99
VN201015	4	88	99	99	99	99	99
VN201015	5	88	99	99	99	99	99
VN201023	1	2	1	12	15	2	0
VN201024	1	6	2	3	15	8	1
VN201025	1	2	1	12	30	4	5
VN201030	1	2	1	12	30	3	0
VN201030	2	4	1	12	30	1	0
VN201031	1	2	1	12	30	2	0
VN201032	1	2	1	10	16	2	0
VN201032	2	3	1	8	12	1	0
VN201034	1	2	1	12	4	1	0
VN201037	1	2	1	12	30	3	0
VN201038	1	2	1	12	15	5	0
VN201038	2	4	1	12	30	2	0
VN201039	1	2	1	12	26	2	0
VN201039	2	3	1	12	26	3	0
VN201045	1	2	1	12	30	5	0
VN201045	2	6	2	2	20	4	1
VN201046	1	2	1	12	30	3	0
VN201049	1	2	1	6	16	2	0
VN201050	1	2	1	10	15	1	0
VN201051	1	2	1	12	20	2	0
VN201052	1	2	1	12	30	3	0
VN201054	1	2	1	12	13	1	0
VN201056	1	2	1	12	13	1	0
VN201068	1	2	1	12	15	1	0
VN201071	1	2	1	12	10	1	0
VN201073	1	2	1	12	20	2	0
VN201074	1	2	1	12	18	1	0
VN201082	1	2	1	12	30	1	0
VN201084	1	2	1	12	16	2	0
VN201086	1	2	1	12	14	1	0
VN201089	1	2	1	12	25	2	0
VN201090	1	2	1	10	20	1	0
VN201104	1	2	1	12	30	1	0
