formno	COMMID	services	seraval	serchng	serdis	sertme
R1COMM	IN057	9	1	 	 	 
R1COMM	IN057	10	1	 	 	 
R1COMM	IN057	11	2	8	8	8
R1COMM	IN057	12	1	 	 	 
R1COMM	IN057	13	2	8	8	8
R1COMM	IN057	14	1	 	 	 
R1COMM	IN057	15	2	8	4	3
R1COMM	IN058	1	2	8	2	2
R1COMM	IN058	2	2	8	3	2
R1COMM	IN058	3	2	8	3	2
R1COMM	IN058	4	1	1	 	 
R1COMM	IN058	5	1	1	 	 
R1COMM	IN058	6	1	1	 	 
R1COMM	IN058	7	1	1	 	 
R1COMM	IN058	8	1	1	 	 
R1COMM	IN058	9	1	1	8	8
R1COMM	IN058	10	1	1	8	8
R1COMM	IN058	11	1	1	8	8
R1COMM	IN058	12	2	8	8	8
R1COMM	IN058	13	2	8	2	2
R1COMM	IN058	14	1	1	8	8
R1COMM	IN058	15	2	8	8	8
R1COMM	IN059	1	2	8	3	2
R1COMM	IN059	2	2	8	3	2
R1COMM	IN059	3	2	8	3	2
R1COMM	IN059	4	1	 	 	 
R1COMM	IN059	5	1	 	 	 
R1COMM	IN059	6	1	 	 	 
R1COMM	IN059	7	1	 	 	 
R1COMM	IN059	8	1	 	 	 
R1COMM	IN059	9	1	 	 	 
R1COMM	IN059	10	1	 	 	 
R1COMM	IN059	11	1	 	 	 
R1COMM	IN059	12	1	 	 	 
R1COMM	IN059	13	2	8	3	2
R1COMM	IN059	14	1	 	 	 
R1COMM	IN059	15	2	8	3	2
R1COMM	IN060	1	2	8	3	2
R1COMM	IN060	2	2	8	4	3
R1COMM	IN060	3	2	8	4	3
R1COMM	IN060	4	1	2	 	 
R1COMM	IN060	5	2	8	2	1
R1COMM	IN060	6	2	8	2	1
R1COMM	IN060	7	1	1	 	 
R1COMM	IN060	8	1	1	 	 
R1COMM	IN060	9	1	1	8	8
R1COMM	IN060	10	1	 	 	 
R1COMM	IN060	11	2	8	8	8
R1COMM	IN060	12	2	8	8	8
R1COMM	IN060	13	2	8	4	3
R1COMM	IN060	14	1	 	 	 
R1COMM	IN060	15	2	8	3	2
R1COMM	IN061	1	2	8	4	2
R1COMM	IN061	2	2	8	4	2
R1COMM	IN061	3	2	8	4	2
R1COMM	IN061	4	1	1	1	1
R1COMM	IN061	5	2	8	2	1
R1COMM	IN061	6	1	1	1	1
R1COMM	IN061	7	1	1	1	1
R1COMM	IN061	8	2	8	4	4
R1COMM	IN061	9	1	3	1	1
R1COMM	IN061	10	1	1	1	1
R1COMM	IN061	11	1	1	1	1
R1COMM	IN061	12	2	8	2	2
R1COMM	IN061	13	2	8	2	2
R1COMM	IN061	14	1	1	1	1
R1COMM	IN061	15	2	8	3	2
R1COMM	IN062	1	2	8	2	1
R1COMM	IN062	2	2	8	9	9
R1COMM	IN062	3	2	8	2	1
R1COMM	IN062	4	1	3	1	1
R1COMM	IN062	5	2	8	2	1
R1COMM	IN062	6	1	1	1	1
R1COMM	IN062	7	1	1	1	1
R1COMM	IN062	8	2	8	2	2
R1COMM	IN062	9	1	2	1	1
R1COMM	IN062	10	2	8	4	4
R1COMM	IN062	11	2	8	4	4
R1COMM	IN062	12	1	1	1	1
R1COMM	IN062	13	2	8	2	1
R1COMM	IN062	14	1	1	1	1
R1COMM	IN062	15	2	8	2	1
R1COMM	IN063	1	2	8	2	1
R1COMM	IN063	2	2	8	4	3
R1COMM	IN063	3	2	8	4	2
R1COMM	IN063	4	1	1	1	1
R1COMM	IN063	5	1	1	1	1
R1COMM	IN063	6	1	1	1	1
R1COMM	IN063	7	1	1	1	1
R1COMM	IN063	8	1	1	1	1
R1COMM	IN063	9	1	1	1	1
R1COMM	IN063	10	1	1	1	1
R1COMM	IN063	11	2	8	4	2
R1COMM	IN063	12	1	2	1	1
R1COMM	IN063	13	2	8	2	1
R1COMM	IN063	14	1	1	1	1
R1COMM	IN063	15	2	8	2	1
R1COMM	IN064	1	2	8	4	2
R1COMM	IN064	2	2	8	9	9
R1COMM	IN064	3	2	8	4	2
R1COMM	IN064	4	1	1	1	1
R1COMM	IN064	5	1	1	1	1
R1COMM	IN064	6	1	1	1	1
R1COMM	IN064	7	1	1	1	1
R1COMM	IN064	8	2	8	4	2
R1COMM	IN064	9	1	1	1	1
R1COMM	IN064	10	1	1	1	1
R1COMM	IN064	11	2	8	9	9
R1COMM	IN064	12	1	1	1	1
R1COMM	IN064	13	2	8	1	1
R1COMM	IN064	14	1	1	1	1
R1COMM	IN064	15	2	8	2	1
R1COMM	IN065	1	2	8	3	2
R1COMM	IN065	2	2	8	9	9
R1COMM	IN065	3	2	8	4	2
R1COMM	IN065	4	1	1	1	1
R1COMM	IN065	5	2	8	1	1
R1COMM	IN065	6	1	1	1	1
R1COMM	IN065	7	2	8	1	1
R1COMM	IN065	8	2	8	4	3
R1COMM	IN065	9	1	1	1	1
R1COMM	IN065	10	1	1	1	1
R1COMM	IN065	11	1	1	1	1
R1COMM	IN065	12	1	1	1	1
R1COMM	IN065	13	2	8	3	2
R1COMM	IN065	14	1	1	1	1
R1COMM	IN065	15	2	8	2	1
R1COMM	IN066	1	2	8	4	1
R1COMM	IN066	2	2	8	9	9
R1COMM	IN066	3	2	8	4	1
R1COMM	IN066	4	1	1	1	1
R1COMM	IN066	5	2	8	2	1
R1COMM	IN066	6	1	1	1	1
R1COMM	IN066	7	2	8	4	1
R1COMM	IN066	8	2	8	4	1
R1COMM	IN066	9	1	1	1	1
R1COMM	IN066	10	2	8	3	1
R1COMM	IN066	11	2	8	3	1
R1COMM	IN066	12	1	1	1	1
R1COMM	IN066	13	2	8	4	1
R1COMM	IN066	14	1	1	1	1
R1COMM	IN066	15	2	8	3	1
R1COMM	IN067	1	2	8	3	1
R1COMM	IN067	2	2	8	9	9
R1COMM	IN067	3	2	8	3	1
R1COMM	IN067	4	1	1	1	1
R1COMM	IN067	5	2	8	2	1
R1COMM	IN067	6	1	1	1	1
R1COMM	IN067	7	2	8	3	1
R1COMM	IN067	8	2	8	3	1
R1COMM	IN067	9	1	1	1	1
R1COMM	IN067	10	1	2	3	1
R1COMM	IN067	11	2	8	4	4
R1COMM	IN067	12	1	1	1	1
R1COMM	IN067	13	2	8	3	1
R1COMM	IN067	14	1	1	1	1
R1COMM	IN067	15	2	8	3	1
R1COMM	IN068	1	2	8	2	1
R1COMM	IN068	2	2	8	9	9
R1COMM	IN068	3	2	8	2	1
R1COMM	IN068	4	1	1	1	1
R1COMM	IN068	5	1	1	1	1
R1COMM	IN068	6	1	1	1	1
R1COMM	IN068	7	1	1	1	1
R1COMM	IN068	8	1	1	1	1
R1COMM	IN068	9	1	2	1	1
R1COMM	IN068	10	1	1	1	1
R1COMM	IN068	11	2	8	4	4
R1COMM	IN068	12	1	3	1	1
R1COMM	IN068	13	2	8	2	1
R1COMM	IN068	14	1	1	1	1
R1COMM	IN068	15	2	8	2	1
R1COMM	IN069	1	2	8	3	1
R1COMM	IN069	2	2	8	9	9
R1COMM	IN069	3	2	1	3	1
R1COMM	IN069	4	1	1	1	1
R1COMM	IN069	5	2	8	2	1
R1COMM	IN069	6	1	1	1	1
R1COMM	IN069	7	1	1	1	1
R1COMM	IN069	8	2	8	3	1
R1COMM	IN069	9	1	2	1	1
R1COMM	IN069	10	1	1	1	1
R1COMM	IN069	11	1	1	1	1
R1COMM	IN069	12	1	1	1	1
R1COMM	IN069	13	2	8	3	1
R1COMM	IN069	14	1	1	1	1
R1COMM	IN069	15	2	8	3	1
R1COMM	IN070	1	2	8	4	2
R1COMM	IN070	2	2	8	4	3
R1COMM	IN070	3	2	8	4	2
R1COMM	IN070	4	1	1	1	1
R1COMM	IN070	5	1	1	1	1
R1COMM	IN070	6	1	3	1	1
R1COMM	IN070	7	1	1	1	1
R1COMM	IN070	8	1	1	1	1
R1COMM	IN070	9	1	2	1	1
R1COMM	IN070	10	1	2	1	1
R1COMM	IN070	11	2	8	4	3
R1COMM	IN070	12	1	1	1	1
R1COMM	IN070	13	2	8	4	2
R1COMM	IN070	14	1	3	1	1
R1COMM	IN070	15	2	8	2	1
R1COMM	IN071	1	2	8	2	1
R1COMM	IN071	2	2	8	9	9
R1COMM	IN071	3	2	8	4	3
R1COMM	IN071	4	1	3	1	1
R1COMM	IN071	5	2	8	2	2
R1COMM	IN071	6	1	1	1	1
R1COMM	IN071	7	2	8	2	1
R1COMM	IN071	8	2	8	2	1
R1COMM	IN071	9	1	3	1	1
R1COMM	IN071	10	2	8	9	9
R1COMM	IN071	11	2	8	9	9
R1COMM	IN071	12	1	1	1	1
R1COMM	IN071	13	2	8	2	1
R1COMM	IN071	14	1	3	1	1
R1COMM	IN071	15	2	8	4	3
R1COMM	IN072	1	2	8	4	3
R1COMM	IN072	2	2	8	9	9
R1COMM	IN072	3	2	8	4	3
R1COMM	IN072	4	1	1	1	1
R1COMM	IN072	5	1	1	1	1
R1COMM	IN072	6	1	1	1	1
R1COMM	IN072	7	2	8	4	3
R1COMM	IN072	8	2	8	4	3
R1COMM	IN072	9	1	2	1	1
R1COMM	IN072	10	2	8	9	9
R1COMM	IN072	11	2	8	9	9
R1COMM	IN072	12	1	1	1	1
R1COMM	IN072	13	2	8	9	9
R1COMM	IN072	14	1	1	1	1
R1COMM	IN072	15	1	1	1	1
R1COMM	IN073	1	2	8	4	2
R1COMM	IN073	2	2	8	9	9
R1COMM	IN073	3	2	8	4	3
R1COMM	IN073	4	1	3	1	1
R1COMM	IN073	5	1	3	1	1
R1COMM	IN073	6	1	3	1	1
R1COMM	IN073	7	2	8	4	4
R1COMM	IN073	8	2	8	4	4
R1COMM	IN073	9	1	3	1	1
R1COMM	IN073	10	2	8	9	9
R1COMM	IN073	11	1	3	1	1
R1COMM	IN073	12	1	1	1	1
R1COMM	IN073	13	2	8	4	4
R1COMM	IN073	14	1	3	1	1
R1COMM	IN073	15	2	8	2	1
R1COMM	IN074	1	1	3	1	1
R1COMM	IN074	2	2	8	9	9
R1COMM	IN074	3	2	8	4	2
R1COMM	IN074	4	1	1	1	1
R1COMM	IN074	5	1	3	1	1
R1COMM	IN074	6	1	1	1	1
R1COMM	IN074	7	1	1	1	1
R1COMM	IN074	8	1	1	1	1
R1COMM	IN074	9	1	1	1	1
R1COMM	IN074	10	2	8	9	9
R1COMM	IN074	11	2	8	9	9
R1COMM	IN074	12	1	1	1	1
R1COMM	IN074	13	2	8	4	2
R1COMM	IN074	14	1	3	1	1
R1COMM	IN074	15	1	1	1	1
R1COMM	IN075	1	2	8	4	2
R1COMM	IN075	2	2	8	9	9
R1COMM	IN075	3	2	8	4	4
R1COMM	IN075	4	1	3	1	1
R1COMM	IN075	5	1	1	1	1
R1COMM	IN075	6	1	1	1	1
R1COMM	IN075	7	2	8	4	2
R1COMM	IN075	8	2	8	4	2
R1COMM	IN075	9	1	3	1	1
R1COMM	IN075	10	2	8	9	9
R1COMM	IN075	11	2	8	9	9
R1COMM	IN075	12	1	1	1	1
R1COMM	IN075	13	2	8	4	2
R1COMM	IN075	14	1	1	1	1
R1COMM	IN075	15	1	3	1	1
R1COMM	IN076	1	2	8	4	2
R1COMM	IN076	2	2	8	9	9
R1COMM	IN076	3	2	8	4	3
R1COMM	IN076	4	1	3	1	1
R1COMM	IN076	5	2	8	2	1
R1COMM	IN076	6	1	1	1	1
R1COMM	IN076	7	2	8	4	2
R1COMM	IN076	8	2	8	4	3
R1COMM	IN076	9	1	2	1	1
R1COMM	IN076	10	1	1	1	1
R1COMM	IN076	11	1	3	1	1
R1COMM	IN076	12	1	1	1	1
R1COMM	IN076	13	2	8	4	2
R1COMM	IN076	14	2	8	2	1
R1COMM	IN076	15	2	8	3	2
R1COMM	IN077	1	2	8	4	2
R1COMM	IN077	2	2	8	4	2
R1COMM	IN077	3	2	8	4	2
R1COMM	IN077	4	1	3	1	1
R1COMM	IN077	5	1	1	1	1
R1COMM	IN077	6	1	1	1	1
R1COMM	IN077	7	2	8	3	1
R1COMM	IN077	8	2	8	4	2
R1COMM	IN077	9	1	2	1	1
R1COMM	IN077	10	2	8	4	2
R1COMM	IN077	11	2	8	4	2
R1COMM	IN077	12	1	1	1	1
R1COMM	IN077	13	2	8	4	2
R1COMM	IN077	14	1	1	1	1
R1COMM	IN077	15	1	1	1	1
R1COMM	IN078	1	2	8	4	2
R1COMM	IN078	2	2	8	9	9
R1COMM	IN078	3	2	8	4	2
R1COMM	IN078	4	1	3	1	1
R1COMM	IN078	5	2	8	2	1
R1COMM	IN078	6	1	1	1	1
R1COMM	IN078	7	2	8	3	1
R1COMM	IN078	8	2	8	4	2
R1COMM	IN078	9	1	3	1	1
R1COMM	IN078	10	2	8	4	3
R1COMM	IN078	11	2	8	4	3
R1COMM	IN078	12	1	1	1	1
R1COMM	IN078	13	2	8	3	1
R1COMM	IN078	14	1	1	1	1
R1COMM	IN078	15	1	1	1	1
R1COMM	IN079	1	2	8	4	2
R1COMM	IN079	2	2	8	9	9
R1COMM	IN079	3	2	8	4	2
R1COMM	IN079	4	1	3	1	1
R1COMM	IN079	5	2	8	2	1
R1COMM	IN079	6	1	3	1	1
R1COMM	IN079	7	2	8	3	1
R1COMM	IN079	8	2	8	4	2
R1COMM	IN079	9	1	2	1	1
R1COMM	IN079	10	2	8	4	2
R1COMM	IN079	11	2	8	4	2
R1COMM	IN079	12	1	1	1	1
R1COMM	IN079	13	2	8	3	1
R1COMM	IN079	14	1	1	1	1
R1COMM	IN079	15	2	8	2	1
R1COMM	IN080	1	2	8	4	2
R1COMM	IN080	2	2	8	9	9
R1COMM	IN080	3	2	8	4	2
R1COMM	IN080	4	1	1	1	1
R1COMM	IN080	5	1	1	1	1
R1COMM	IN080	6	1	1	1	1
R1COMM	IN080	7	2	8	2	1
R1COMM	IN080	8	2	8	2	1
R1COMM	IN080	9	1	2	1	1
R1COMM	IN080	10	2	8	8	8
R1COMM	IN080	11	2	8	8	8
R1COMM	IN080	12	1	3	1	1
R1COMM	IN080	13	2	8	4	2
R1COMM	IN080	14	1	1	1	1
R1COMM	IN080	15	2	8	2	1
R1COMM	IN081	1	2	8	4	1
R1COMM	IN081	2	2	8	9	9
R1COMM	IN081	3	2	8	4	2
R1COMM	IN081	4	2	8	2	2
R1COMM	IN081	5	1	3	1	1
R1COMM	IN081	6	1	1	1	1
R1COMM	IN081	7	2	8	4	2
R1COMM	IN081	8	2	8	4	2
R1COMM	IN081	9	1	3	1	1
R1COMM	IN081	10	1	2	1	1
R1COMM	IN081	11	1	3	1	1
R1COMM	IN081	12	1	1	1	1
R1COMM	IN081	13	2	8	4	2
R1COMM	IN081	14	1	3	1	1
R1COMM	IN081	15	1	3	1	1
R1COMM	IN082	1	2	8	3	2
R1COMM	IN082	2	2	8	9	9
R1COMM	IN082	3	2	8	3	2
R1COMM	IN082	4	1	3	1	1
R1COMM	IN082	5	2	8	3	2
R1COMM	IN082	6	1	1	1	1
R1COMM	IN082	7	2	8	3	2
R1COMM	IN082	8	2	8	3	2
R1COMM	IN082	9	1	2	1	1
R1COMM	IN082	10	1	1	1	1
R1COMM	IN082	11	2	3	1	1
R1COMM	IN082	12	1	1	1	1
R1COMM	IN082	13	2	8	3	2
R1COMM	IN082	14	1	1	1	1
R1COMM	IN082	15	2	8	3	2
R1COMM	IN083	1	1	3	2	1
R1COMM	IN083	2	2	8	9	9
R1COMM	IN083	3	1	3	2	1
R1COMM	IN083	4	1	3	1	1
R1COMM	IN083	5	1	3	1	1
R1COMM	IN083	6	1	1	1	1
R1COMM	IN083	7	2	8	2	1
R1COMM	IN083	8	2	8	2	1
R1COMM	IN083	9	1	3	1	1
R1COMM	IN083	10	1	2	1	1
R1COMM	IN083	11	1	3	1	1
R1COMM	IN083	12	1	3	1	1
R1COMM	IN083	13	2	8	2	1
R1COMM	IN083	14	1	3	1	1
R1COMM	IN083	15	2	8	2	1
R1COMM	IN084	1	2	8	2	2
R1COMM	IN084	2	2	8	2	2
R1COMM	IN084	3	2	8	2	2
R1COMM	IN084	4	1	3	1	1
R1COMM	IN084	5	2	8	2	2
R1COMM	IN084	6	1	1	1	1
R1COMM	IN084	7	2	8	2	2
R1COMM	IN084	8	2	8	2	2
R1COMM	IN084	9	1	3	1	1
R1COMM	IN084	10	1	3	1	1
R1COMM	IN084	11	2	8	9	9
R1COMM	IN084	12	1	3	1	1
R1COMM	IN084	13	2	8	2	2
R1COMM	IN084	14	2	8	2	2
R1COMM	IN084	15	2	8	2	2
R1COMM	IN085	1	2	8	2	1
R1COMM	IN085	2	2	8	9	9
R1COMM	IN085	3	2	8	2	1
R1COMM	IN085	4	2	8	2	1
R1COMM	IN085	5	2	8	2	1
R1COMM	IN085	6	1	1	1	1
R1COMM	IN085	7	2	8	2	1
R1COMM	IN085	8	2	8	2	1
R1COMM	IN085	9	1	2	1	1
R1COMM	IN085	10	2	8	9	9
R1COMM	IN085	11	2	8	9	9
R1COMM	IN085	12	1	3	1	1
R1COMM	IN085	13	2	8	2	1
R1COMM	IN085	14	1	3	1	1
R1COMM	IN085	15	2	8	2	1
R1COMM	IN086	1	2	8	2	1
R1COMM	IN086	2	2	8	2	1
R1COMM	IN086	3	2	8	1	1
R1COMM	IN086	4	1	1	1	1
R1COMM	IN086	5	2	8	2	1
R1COMM	IN086	6	1	1	1	1
R1COMM	IN086	7	1	1	1	1
R1COMM	IN086	8	1	1	1	1
R1COMM	IN086	9	1	1	1	1
R1COMM	IN086	10	2	8	9	9
R1COMM	IN086	11	1	1	1	1
R1COMM	IN086	12	1	1	1	1
R1COMM	IN086	13	1	1	1	1
R1COMM	IN086	14	1	1	1	1
R1COMM	IN086	15	2	8	2	1
R1COMM	IN087	1	1	1	2	1
R1COMM	IN087	2	2	8	2	1
R1COMM	IN087	3	1	1	1	1
R1COMM	IN087	4	1	1	1	1
R1COMM	IN087	5	2	3	2	1
R1COMM	IN087	6	1	1	1	1
R1COMM	IN087	7	1	1	1	1
R1COMM	IN087	8	1	1	1	1
R1COMM	IN087	9	1	1	1	1
R1COMM	IN087	10	1	1	1	1
R1COMM	IN087	11	1	1	1	1
R1COMM	IN087	12	2	8	9	9
R1COMM	IN087	13	1	1	1	1
R1COMM	IN087	14	1	1	1	1
R1COMM	IN087	15	 	 	 	 
R1COMM	IN088	1	1	1	2	1
R1COMM	IN088	2	2	8	2	1
R1COMM	IN088	3	1	 	1	1
R1COMM	IN088	4	1	3	1	1
R1COMM	IN088	5	1	1	1	1
R1COMM	IN088	6	1	1	1	1
R1COMM	IN088	7	1	1	1	1
R1COMM	IN088	8	1	1	1	1
R1COMM	IN088	9	1	1	1	1
R1COMM	IN088	10	2	8	9	9
R1COMM	IN088	11	1	1	1	1
R1COMM	IN088	12	2	8	9	9
R1COMM	IN088	13	1	1	1	1
R1COMM	IN088	14	1	1	1	1
R1COMM	IN088	15	 	 	 	 
R1COMM	IN089	2	 	 	 	 
R1COMM	IN090	1	2	8	3	2
R1COMM	IN090	2	2	8	2	2
R1COMM	IN090	3	2	8	2	2
R1COMM	IN090	4	1	1	1	1
R1COMM	IN090	5	1	1	1	1
R1COMM	IN090	6	1	1	1	1
R1COMM	IN090	7	1	1	1	1
R1COMM	IN090	8	2	8	3	3
R1COMM	IN090	9	1	3	9	9
R1COMM	IN090	10	2	8	9	9
R1COMM	IN090	11	2	8	8	8
R1COMM	IN090	12	1	3	1	1
R1COMM	IN090	13	2	8	2	2
R1COMM	IN090	14	2	8	1	1
R1COMM	IN090	15	2	8	3	3
R1COMM	IN091	1	2	8	1	1
R1COMM	IN091	2	2	8	2	2
R1COMM	IN091	3	2	8	2	2
R1COMM	IN091	4	1	1	1	1
R1COMM	IN091	5	2	8	1	1
R1COMM	IN091	6	1	1	1	1
R1COMM	IN091	7	1	1	1	1
R1COMM	IN091	8	2	8	2	2
R1COMM	IN091	9	1	1	1	1
R1COMM	IN091	10	2	8	8	8
R1COMM	IN091	11	2	8	8	1
R1COMM	IN091	12	2	8	1	1
R1COMM	IN091	13	2	8	1	1
R1COMM	IN091	14	1	1	1	1
R1COMM	IN091	15	2	8	8	8
R1COMM	IN092	1	2	8	2	1
R1COMM	IN092	2	2	8	2	1
R1COMM	IN092	3	2	8	2	1
R1COMM	IN092	4	1	3	 	1
R1COMM	IN092	5	2	8	2	1
R1COMM	IN092	6	1	3	 	1
R1COMM	IN092	7	1	3	 	1
R1COMM	IN092	8	1	3	 	1
R1COMM	IN092	9	1	2	8	1
R1COMM	IN092	10	1	3	8	8
R1COMM	IN092	11	2	8	4	2
R1COMM	IN092	12	1	3	8	1
R1COMM	IN092	13	2	8	2	1
R1COMM	IN092	14	1	3	8	1
R1COMM	IN092	15	2	8	2	1
R1COMM	IN093	1	2	8	3	2
R1COMM	IN093	2	1	3	1	1
R1COMM	IN093	3	1	3	1	1
R1COMM	IN093	4	1	3	1	1
R1COMM	IN093	5	1	3	1	1
R1COMM	IN093	6	1	3	1	1
R1COMM	IN093	7	1	3	1	1
R1COMM	IN093	8	1	3	1	1
R1COMM	IN093	9	1	3	1	1
R1COMM	IN093	10	1	2	1	1
R1COMM	IN093	11	1	3	1	1
R1COMM	IN093	12	1	1	1	1
R1COMM	IN093	13	1	3	1	1
R1COMM	IN093	14	1	3	1	1
R1COMM	IN093	15	1	3	1	1
R1COMM	IN096	1	1	1	1	1
R1COMM	IN096	2	2	8	9	9
R1COMM	IN096	3	1	1	1	1
R1COMM	IN096	4	1	3	1	1
R1COMM	IN096	5	1	1	1	1
R1COMM	IN096	6	1	1	1	1
R1COMM	IN096	7	1	1	1	1
R1COMM	IN096	8	1	1	1	1
R1COMM	IN096	9	1	1	1	1
R1COMM	IN096	10	1	2	2	2
R1COMM	IN096	11	2	8	9	9
R1COMM	IN096	12	1	1	1	1
R1COMM	IN096	13	1	1	1	1
R1COMM	IN096	14	1	1	1	1
R1COMM	IN096	15	1	1	1	1
R1COMM	IN097	1	2	3	3	2
R1COMM	IN097	2	2	3	3	2
R1COMM	IN097	3	2	3	3	2
R1COMM	IN097	4	1	1	1	1
R1COMM	IN097	5	1	1	1	1
R1COMM	IN097	6	1	1	1	1
R1COMM	IN097	7	2	3	3	2
R1COMM	IN097	8	1	1	1	1
R1COMM	IN097	9	1	1	1	1
R1COMM	IN097	10	1	1	1	1
R1COMM	IN097	11	2	8	8	8
R1COMM	IN097	12	1	1	1	1
R1COMM	IN097	13	2	3	3	2
R1COMM	IN097	14	1	1	1	1
R1COMM	IN097	15	2	3	3	2
R1COMM	IN099	1	1	3	3	2
R1COMM	IN099	2	1	3	3	2
R1COMM	IN099	3	1	3	3	2
R1COMM	IN099	4	1	3	1	1
R1COMM	IN099	5	1	3	1	1
R1COMM	IN099	6	1	3	1	1
R1COMM	IN099	7	2	2	1	1
R1COMM	IN099	8	1	3	2	1
R1COMM	IN099	9	1	3	1	1
R1COMM	IN099	10	1	1	1	1
R1COMM	IN099	11	1	3	3	1
R1COMM	IN099	12	1	1	1	1
R1COMM	IN099	13	1	3	3	2
R1COMM	IN099	14	1	3	1	1
R1COMM	IN099	15	1	3	3	1
R1COMM	IN098	1	1	1	1	1
R1COMM	IN098	2	1	1	1	1
R1COMM	IN098	3	1	1	1	1
R1COMM	IN098	4	1	3	1	1
R1COMM	IN098	5	1	1	1	1
R1COMM	IN098	6	1	1	1	1
R1COMM	IN098	7	1	1	1	1
R1COMM	IN098	8	1	3	1	1
R1COMM	IN098	9	1	3	1	1
R1COMM	IN098	10	1	3	1	1
R1COMM	IN098	11	1	3	1	1
R1COMM	IN098	12	1	1	1	1
R1COMM	IN098	13	1	3	1	1
R1COMM	IN098	14	1	3	1	1
R1COMM	IN098	15	1	3	1	1
R1COMM	IN101	1	1	2	1	1
R1COMM	IN101	2	1	3	1	1
R1COMM	IN101	3	1	3	1	1
R1COMM	IN101	4	1	3	1	1
R1COMM	IN101	5	1	3	1	1
R1COMM	IN101	6	1	3	1	1
R1COMM	IN101	7	1	3	1	1
R1COMM	IN101	8	1	3	1	1
R1COMM	IN101	9	1	3	1	1
R1COMM	IN101	10	1	3	1	1
R1COMM	IN101	11	1	3	1	1
R1COMM	IN101	12	2	8	3	1
R1COMM	IN101	13	1	3	2	1
R1COMM	IN101	14	1	3	1	1
R1COMM	IN101	15	1	3	2	1
R1COMM	IN102	1	1	3	2	1
R1COMM	IN102	2	1	3	2	1
R1COMM	IN102	3	1	3	2	1
R1COMM	IN102	4	1	3	1	1
R1COMM	IN102	5	1	3	1	1
R1COMM	IN102	6	1	3	1	1
R1COMM	IN102	7	1	3	1	1
R1COMM	IN102	8	1	3	1	1
R1COMM	IN102	9	1	3	1	1
R1COMM	IN102	10	1	3	1	1
R1COMM	IN102	11	1	3	1	1
R1COMM	IN102	12	2	8	3	2
R1COMM	IN102	13	1	3	3	2
R1COMM	IN102	14	1	3	1	1
R1COMM	IN102	15	1	3	1	1
