CHILDCODE	MATHTEST	MATHDAY	MATHMTH	MATHYEAR	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	MTHITM30	MTHITM31	MATHEND	READTEST	RDGCMP01	RDGCMP02	RDGCMP03	RDGCMP04	RDGCMP05	RDGCMP06	RDGCMP07	RDGCMP08	RDGCMP09	RDGCMP10	RDGCMP11	RDGCMP12	RDGCMP13	RDGCMP14	RDGCMP15	RDGCMP16	RDGCMP17	RDGCMP18	RDGCMP19	RDGCMP20	RDGCMP21	RDGCMP22	RDGCMP23	RDGCMP24	RDGCMP25	RDGCMP26	READEND	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct06maths	correct08maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct15maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct26maths	correct27maths	correct29maths	correct07maths	correct25maths	correct28maths	correct30maths	correct31maths	maths_raw	maths_perco	correct01read	correct02read	correct03read	correct04read	correct05read	correct06read	correct07read	correct08read	correct09read	correct10read	correct11read	correct12read	correct13read	correct14read	correct15read	correct16read	correct17read	correct18read	correct19read	correct20read	correct21read	correct22read	correct23read	correct24read	correct25read	correct26read	read_raw	read_perco
90036	1	99	11	2016	-99	5	3	-99	3	-99	-99	2	-99	1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	4	3	4	4	2	1	2	3	3	4	1	3	4	1	3	2	4	4	2	3	1	4	4	2	1	2	 	 	0	0	 	1	 	0	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	3.22580647468567	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	6	23.0769233703613
90037	1	27	11	2016	-99	2	2	-99	3	18.0300006866455	18/24	3	-99	2	4	1	1	2	3	3	4	2	4	1	3	2	4	3	-99	1	3	-99	3	-99	-99	 	1	3	3	1	4	3	1	4	4	1	1	2	3	4	3	4	3	3	4	4	2	4	4	2	3	1	2	 	 	0	1	 	1	1	0	 	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	 	 	 	 	9	29.0322589874268	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	8	30.769229888916
90038	1	18	11	2016	-99	2	99	-99	-99	-99	-99	99	-99	2	99	99	3	99	99	2	99	3	99	2	99	3	99	99	-99	99	99	-99	2	-99	-99	 	1	3	99	2	99	4	99	3	2	1	3	99	2	99	99	99	99	2	99	99	3	99	99	2	99	99	99	 	 	0	 	 	 	 	 	 	0	 	 	0	 	 	0	 	0	 	1	 	0	 	 	 	 	0	 	 	 	 	 	1	3.22580647468567	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.8461537361145
90039	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90042	1	11	11	2016	-99	99	99	-99	3	18.2099990844727	18/24	99	-99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	4	3	99	2	4	1	3	2	99	4	2	1	1	99	4	4	3	99	99	99	99	99	99	99	99	99	 	 	 	 	 	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	2	6.45161294937134	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	19.230770111084
90043	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90044	1	10	11	2016	-99	4	3	3	3	.300000011920929	72/6	1	6	2	4	1	2	4	3	2	2	4	1	3	2	4	1	3	-99	2	3	-99	1	-99	-99	 	1	3	4	4	2	1	3	3	4	3	1	3	3	4	3	1	2	3	4	1	3	2	1	2	4	3	1	 	 	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	 	 	 	 	7	22.5806446075439	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	7	26.9230766296387
90045	1	9	11	2016	-99	4	3	20	3	18.0300006866455	18/24	4	-99	1	99	2	3	4	2	2	3	4	1	2	1	2	2	3	7	2	1	-99	4	-99	6	 	1	3	3	4	1	2	4	1	4	2	3	1	3	4	3	4	1	2	3	99	99	99	99	99	99	99	99	 	 	1	0	0	1	1	1	 	0	 	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	 	 	0	11	35.4838714599609	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	7.692307472229
90046	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90047	1	8	11	2016	-99	2	4	22	3	-99	-99	2	-99	1	99	3	3	2	2	1	2	1	4	3	2	3	4	2	9	2	4	300	1	8	9	 	1	3	3	4	1	3	1	3	3	3	1	1	3	4	4	4	1	1	1	1	2	2	2	2	1	2	1	 	 	0	0	0	1	 	0	 	0	 	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	 	0	0	0	0	4	12.9032258987427	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	10	38.461540222168
90048	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90049	1	10	11	2016	-99	2	3	24	3	18	0.75	2	20	2	4	1	2	1	2	1	4	2	4	2	3	1	1	4	5	1	4	10	2	12	10	 	1	4	3	3	2	4	4	1	4	1	1	3	3	3	1	1	3	3	1	2	2	2	1	2	1	2	4	 	 	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	7	22.5806446075439	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	7	26.9230766296387
90050	1	9	11	2016	9.60000038146973	2	3	24	3	18.0300006866455	0.75	2	20	2	4	1	2	1	2	1	4	2	4	2	3	1	1	4	5	1	4	10	2	12	10	 	 	4	3	1	2	3	2	2	4	2	2	1	3	4	2	1	1	3	3	1	4	4	3	3	3	1	1	 	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	8	25.8064517974854	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	12	46.1538467407227
90051	1	1	12	2016	-99	4	2	-99	-99	-99	-99	2	-99	1	2	2	1	1	1	4	2	1	4	1	2	2	1	2	-99	1	4	-99	3	-99	-99	 	1	4	4	1	3	3	1	4	2	4	2	2	3	4	4	3	1	1	1	4	1	1	4	4	2	3	4	 	 	1	1	 	 	 	0	 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	 	 	 	 	 	6	19.3548393249512	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	7	26.9230766296387
90052	1	27	11	2016	0	3	4	-99	4	180	16/27	2	-99	2	3	4	2	3	4	2	2	1	3	2	2	3	1	2	-99	2	4	-99	2	-99	-99	 	1	2	3	4	1	1	4	4	99	3	1	3	2	4	3	2	4	2	1	1	4	1	3	2	3	2	4	 	0	0	0	 	0	0	0	 	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	 	 	 	 	6	19.3548393249512	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	6	23.0769233703613
90053	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90054	1	30	11	2016	-99	1	4	-99	3	10.0299997329712	18/24	2	-99	3	4	1	2	99	3	2	1	4	4	1	3	2	1	2	-99	1	2	-99	1	1	-99	 	1	3	4	1	1	3	1	3	4	1	2	4	3	3	1	4	4	1	1	2	2	2	3	4	1	3	2	 	 	0	0	 	1	0	0	 	1	0	1	1	 	0	0	1	0	0	0	1	1	0	0	0	0	0	1	 	 	0	 	8	25.8064517974854	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	9	34.6153831481934
90056	1	23	11	2016	-99	99	3	-99	-99	-99	-99	3	-99	2	1	3	3	4	2	3	3	1	4	2	2	3	2	2	-99	1	4	-99	2	-99	-99	 	1	2	3	1	2	99	1	4	1	1	3	2	4	99	2	4	1	4	2	4	1	4	2	2	4	1	4	 	 	 	0	 	 	 	0	 	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	 	 	 	 	 	7	22.5806446075439	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	8	30.769229888916
90057	1	29	11	2016	-99	4	3	-99	48	18.4300003051758	18.24	4	1	2	3	2	4	1	4	4	2	2	1	1	4	1	3	1	-99	2	1	-99	5	-99	-99	 	1	4	4	1	3	1	1	3	4	3	1	3	3	4	4	4	1	3	1	4	3	2	4	4	4	2	3	 	 	1	0	 	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	 	 	 	 	6	19.3548393249512	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	9	34.6153831481934
90058	1	26	11	2016	-99	1	3	43	3	18.0300006866455	18/24	4	1.20000004768372	4	1	3	1	2	1	4	2	1	3	1	1	2	4	3	1999	99	99	-99	99	-99	-99	 	1	4	1	1	2	3	2	3	3	2	2	3	3	4	4	2	1	3	3	2	2	1	1	2	3	2	1	 	 	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	 	 	 	1	0	 	 	 	7	22.5806446075439	1	0	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	11	42.3076934814453
90059	1	26	11	2016	-99	3	2	-99	-99	-99	-99	99	-99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	4	2	1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	 	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	3.22580647468567	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7.692307472229
90060	1	27	11	2016	-99	3	2	4	4	18.0300006866455	18/24	2	6	1	2	2	3	3	3	1	2	1	1	3	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	2	3	3	1	1	4	1	2	2	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	 	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	 	 	 	 	 	 	 	1	 	 	 	 	5	16.1290321350098	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.8461537361145
90062	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	4	3	1	2	2	4	1	3	3	2	1	4	4	2	3	4	3	1	4	4	3	1	2	2	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	23.0769233703613
90063	1	28	11	2016	-99	4	4	21	22	-99	-99	1	.200000002980232	1	2	3	4	2	3	3	2	4	1	4	1	3	1	1	9	1	3	4.5	5	-99	22500	 	1	3	4	4	4	1	1	2	2	3	2	1	4	4	1	4	2	3	4	4	4	4	4	4	3	1	2	 	 	1	0	0	0	 	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	 	0	0	 	0	4	12.9032258987427	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	6	23.0769233703613
90066	1	1	12	2016	-99	4	2	-99	5	18.0300006866455	18/24	2	20	4	1	2	1	2	3	2	2	4	4	2	1	4	2	1	9	2	4	3.5	2	2.5	10	 	1	2	3	1	4	3	2	1	2	4	2	1	1	2	4	3	1	3	1	2	2	2	3	1	3	2	3	 	 	1	1	 	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	10	32.2580642700195	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	13	50
90067	1	1	12	2016	-99	2	4	43	3	18.0300006866455	18/24	4	1.20000004768372	4	1	3	1	2	1	2	2	1	3	1	1	99	99	99	-99	99	99	-99	99	-99	-99	 	1	4	1	1	2	3	2	3	1	2	2	1	3	3	4	3	1	3	3	4	2	1	1	3	4	2	4	 	 	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	 	 	 	 	 	 	1	 	 	 	 	6	19.3548393249512	1	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	15	57.6923065185547
90068	1	1	12	2016	48	4	2	20	-99	18.0300006866455	492/24	2	-99	4	1	 	1	2	3	2	2	4	4	2	1	4	2	1	9	2	4	3.5	1	2.5	10	 	1	2	99	1	4	99	99	1	2	4	2	1	1	2	4	3	1	3	1	2	2	2	99	3	1	99	99	 	0	1	1	0	 	1	0	 	0	1	 	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	9	29.0322589874268	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	10	38.461540222168
90069	1	27	11	2016	-99	2	3	-99	-99	-99	-99	4	-99	2	1	3	2	1	99	99	99	99	99	99	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	4	1	4	2	3	1	4	1	4	4	4	3	1	2	4	1	1	4	4	4	1	3	3	4	1	4	 	 	0	0	 	 	 	1	 	0	1	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	9.67741966247559	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	11	42.3076934814453
90070	1	28	11	2016	-99	5	1	1	3	18.0300006866455	18/24	4	1.20000004768372	4	1	1	3	2	1	1	1	3	1	2	4	1	1	4	3.5	3	2	4800	5	4	9000	 	1	4	3	4	2	2	1	3	4	3	2	4	1	4	2	1	1	4	3	3	2	1	2	1	4	2	4	 	 	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	9	29.0322589874268	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	12	46.1538467407227
90071	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90072	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90073	1	1	12	2016	-99	4	2	22	-99	-99	-99	1	-99	2	2	4	1	1	1	1	4	1	2	1	2	2	1	4	-99	99	99	-99	99	-99	-99	 	1	4	4	3	1	2	4	1	3	1	1	3	2	4	4	2	3	2	4	1	2	1	4	4	3	1	4	 	 	1	1	0	 	 	0	 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	 	 	 	 	 	 	 	 	4	12.9032258987427	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	8	30.769229888916
90074	1	25	11	2016	-99	2	4	-99	3	-99	-99	3	-99	2	4	1	99	99	99	99	99	99	99	99	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	2	4	3	2	3	3	2	3	1	2	1	3	2	1	3	2	4	2	3	1	3	4	3	3	2	3	 	 	0	0	 	1	 	0	 	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	6.45161294937134	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	11.5384616851807
90075	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90078	1	23	11	2016	-99	5	3	-99	-99	-99	-99	3	-99	2	3	99	99	99	99	99	99	99	99	99	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	3	2	4	2	3	2	3	2	3	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	 	0	0	 	 	 	0	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15.384614944458
90079	1	10	11	2016	50	4	4	22	3	18.2099990844727	18/24	2	30	1	2	1	1	2	1	4	2	1	1	1	1	2	4	3	49	3	3	-99	1	-99	-99	 	1	1	1	1	4	1	4	3	1	1	2	1	1	2	3	1	2	1	2	1	1	3	2	1	4	3	4	 	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	 	 	 	8	25.8064517974854	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	10	38.461540222168
90080	1	20	11	2016	-99	5	99	-99	3	18.0300006866455	0.75	4	-99	99	99	1	99	99	1	2	2	1	4	99	2	99	2	3	-99	99	99	-99	99	-99	-99	 	1	99	3	4	4	2	2	3	2	99	99	99	99	3	99	1	1	4	4	4	2	1	1	2	4	1	4	 	 	0	 	 	1	1	1	 	 	 	1	 	 	0	0	0	1	0	 	0	 	1	0	 	 	 	1	 	 	 	 	7	22.5806446075439	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	11	42.3076934814453
90081	1	25	11	2016	-99	1	99	-99	-99	-99	-99	99	-99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	2	1	1	2	1	3	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.8461537361145
90082	1	28	11	2016	-99	2	1	22	3	18.0300006866455	18/24	2	-99	1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	1	2	3	1	3	2	4	1	2	4	1	2	4	4	3	1	4	2	3	1	2	1	4	2	3	4	 	 	0	0	0	1	1	0	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	3	9.67741966247559	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	7	26.9230766296387
90084	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90085	1	28	11	2016	-99	1	2	21	-99	-99	27/16	2	-99	1	2	2	1	1	1	4	2	1	4	1	2	2	1	3	-99	2	2	-99	1	-99	-99	 	1	4	4	1	3	3	1	4	2	4	2	2	3	4	4	3	1	1	1	4	1	1	3	4	3	3	1	 	 	0	1	0	 	 	0	 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	 	 	 	 	4	12.9032258987427	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	7	26.9230766296387
90086	1	22	11	2016	-99	99	99	-99	-99	-99	-99	4	-99	2	3	1	2	99	1	3	2	3	2	3	4	2	1	3	-99	99	99	-99	99	-99	-99	 	1	4	3	1	4	2	2	1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	 	 	 	 	 	 	1	 	0	0	1	1	 	0	1	0	0	0	0	0	1	0	0	 	 	 	 	 	 	 	 	5	16.1290321350098	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19.230770111084
90087	1	28	11	2016	-99	1	2	22	3	18.0300006866455	18/24	3	-99	1	2	2	1	1	1	1	2	1	4	1	2	2	1	3	-99	99	99	-99	99	-99	-99	 	1	4	3	1	1	3	1	4	4	2	1	3	4	1	4	1	1	1	1	4	1	1	2	1	1	99	99	 	 	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	 	 	 	1	 	 	 	 	6	19.3548393249512	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	7	26.9230766296387
90090	0	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90091	1	29	11	 	90	4	2	-99	3	18.0300006866455	18/24	4	30	3	1	2	3	1	3	4	1	2	3	3	4	3	2	1	35	2	3	8	3	3	-99	 	1	4	3	2	1	4	2	2	3	1	3	2	1	4	3	3	2	1	4	3	4	2	3	1	2	3	4	 	0	1	1	 	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	 	14	45.1612892150879	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	8	30.769229888916
90092	0	19	11	2016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90093	1	20	11	2016	-99	1	4	-99	-99	-99	-99	2	-99	1	3	2	4	1	3	99	99	99	99	99	99	99	99	99	-99	99	99	-99	99	-99	-99	 	1	3	1	2	1	4	2	3	4	1	1	2	4	1	3	2	4	3	1	2	3	4	1	1	2	4	3	 	 	0	0	 	 	 	0	 	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	15.384614944458
90094	1	21	11	2016	-99	2	3	24	3	18	0.75	2	20	2	4	1	2	1	2	1	4	2	2	3	1	4	3	2	5	2	3	10	3	12	10	 	1	3	4	2	1	3	2	3	3	2	3	2	3	3	1	1	2	2	1	2	2	1	4	4	3	2	4	 	 	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	6	19.3548393249512	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	6	23.0769233703613
