PLACEID	ANFDIDR5	ITEM	PRICE	ACCOUNT
8471	3	CUY	25	1
8472	1	POLLO	12	1
8472	2	HUEVO	5	1
8472	3	LECHE	4	2
8473	1	POLLO	10	1
8473	2	RES	10	1
8473	3	HUEVO	5	1
8474	1	PESCADO	10	1
8474	2	HUEVO	5	1
8474	3	POLLO	12	1
8475	1	POLLO	10	1
8475	2	CARNE DE RES	10	1
8475	3	PESCADO	10	1
8476	1	HUEVOS	5.5	1
8476	2	POLLO	11	1
8476	3	PESCADO	12	1
8477	1	CHANCHO	10	1
8477	2	GALLINA	12	1
8477	3	RES	8	1
8478	1	PESCADO	6	1
8478	2	HUEVO	5.5	1
8478	3	POLLO	10	1
8479	1	PESCADO	10	1
8479	2	POLLO	11	1
8479	3	HUEVO	5	1
8480	1	GALLINA	11	1
8480	2	RES	10	1
8480	3	CUY	25	4
8481	1	POLLO	10	1
8481	2	CARNE DE RES	9	1
8502	1	PESCADO	8	1
8502	2	POLLO	8	1
8502	3	CARNE DE RES	12	1
8503	1	POLLO	8	1
8503	2	PESCADO	6	1
8503	3	HUEVOS	5	1
8504	1	PESCADO	6	1
8504	2	POLLO	6	1
8504	3	HUEVOS	5	1
8505	1	RES	10	1
8505	2	PESCADO	6	1
8505	3	POLLO	6	1
8506	1	CARNE	12	1
8506	2	POLLO	7	1
8506	3	HUEVOS	7.5	1
8507	1	LECHE	1.20000004768372	3
8507	2	QUESO	8	4
8507	3	POLLO	10	1
8508	1	POLLO	12	1
8508	2	PESCADO	13	1
8508	3	HUEVO	7	1
8509	1	CARNE	14	1
8509	2	LECHE	1.29999995231628	3
8509	3	POLLO	9	1
8510	1	CARNE	14	1
8510	2	LECHE	1.29999995231628	3
8510	3	POLLO	9	1
8512	1	HUEVOS	7	1
8512	2	PESCADO	8	1
8512	3	CARNE	16	1
8513	1	POLLO	15	1
8513	2	PESCADO	10	1
8513	3	RES	12	1
8514	1	POLLO	7	1
8514	2	PESCADO	5	1
8514	3	HUEVOS	5	1
8515	1	POLLO	8.5	1
8515	2	PESCADO	6	1
8515	3	HUEVOS	6	1
8516	1	CARNE DE RES	12	1
8516	2	CARNE DE CARNERO	12	1
8516	3	CARNE DE CERDO	12	1
8520	1	POLLO	7.5	1
8520	2	PESCADO	5	1
8520	3	HUEVOS	5.5	1
8521	1	POLLO	8.5	1
8524	1	HUEVOS	5	1
8524	2	LECHE	1.5	3
8525	1	POLLO	15	1
8526	1	POLLO	8.19999980926514	1
8526	2	CARNE DE RES	13	1
8526	3	LECHE	3.5	2
8527	1	POLLO	8.5	1
8527	2	LECHE	3	3
8527	3	CARNE DE RES	12	1
8528	1	POLLO	8.5	1
8528	2	PESCADO	7	1
8528	3	HUEV0	7.5	1
8529	1	POLLO	10.5	1
8529	2	PESCADO	8	1
8530	1	POLLO	9	1
8530	2	HUEVOS	5.5	1
8530	3	CARNE	16	1
8531	1	POLLO	9	1
8531	2	RES	12	1
8531	3	PESCADO	13	1
8532	1	POLLO	10	1
8532	2	PESCADO	10	1
8532	3	RES	12	1
8533	1	POLLO	8.5	1
8533	2	PESCADO	7	1
8533	3	CARNE	12	1
8534	1	POLLO	9	1
8534	2	HUEVO	6	1
8535	1	POLLO	8	1
8535	2	CARNE	12	1
8535	3	PESCADO	9	1
8536	1	POLLO	8	1
8536	2	LECHE	1.20000004768372	3
8536	3	QUESO	8	2
8537	1	POLLO	9	1
8537	2	HUEVO	.400000005960464	2
8537	3	LECHE	4	3
8538	1	POLLO	11	1
8538	2	PESCADO	10	1
8538	3	HUEVO	5.5	1
8539	1	POLLO	11	1
8539	2	HUEVO	6	1
8539	3	PESCADO	9	1
8540	1	POLLO	8	1
8540	2	PESCADO	6.5	1
8540	3	HUEVO	4	1
8541	1	POLLO	10	1
8541	2	HUEVO	6	1
8542	1	HUEVO	6	1
8542	2	VICERAS	5	1
8542	3	POLLO	12	1
8601	1	-88	-88	88
8602	1	PESCADO	14	1
8602	2	QUEZO	12	1
8602	3	LECHE	3.5	3
8604	1	-88	-88	88
8606	1	CARNE DE DE ALPACA- OVEJA	10	1
8606	2	HUEVO	6	1
8606	3	LECHE	2	3
8609	1	-88	-88	88
8611	1	88	-88	88
8612	1	-88	-88	88
8613	1	GALLINAS	30	2
8613	2	CUY	18	2
8613	3	HUEVOS	6	1
8614	1	-88	-88	88
8617	1	CARNE DE ALPACA	8	1
8617	2	CARNE DE RES	12	1
8617	3	CARNE DE CORDERO	15	1
8620	1	88	-88	88
8624	1	88	-88	88
8625	1	-88	-88	88
8626	1	88	-88	88
8628	1	88	-88	88
8629	1	GALLINA	30	2
8629	2	PATO	35	2
8629	3	PAVO	60	2
8630	1	88	-88	88
8632	1	88	-88	88
8634	1	LECHE	1.20000004768372	3
8634	2	QUEZO	14	1
8634	3	CARNE DE REZ	11	1
8636	1	QUESO	9	1
8636	2	LECHE	1.5	3
8636	3	CARNE DE OVEJA	8	1
8637	1	CUY	15	2
8637	2	GALLINA	20	2
8637	3	HUEVO	6	1
8638	1	CUY	20	2
8640	1	LECHE	1.5	3
8640	2	CUY	15	2
8640	3	GALLINA	30	2
8642	1	88	-88	88
8644	1	88	-88	88
8645	1	-88	-88	88
8646	1	88	-88	88
8647	1	-88	-88	88
8648	1	-88	-88	88
8649	1	-88	-88	88
8650	1	88	-88	88
8651	1	-88	-88	88
8652	1	-88	-88	88
8653	1	POLLO	9	1
8653	2	PESCADO	9	1
8653	3	RES	12	1
8654	1	88	-88	88
8655	1	88	-88	88
8656	1	POLLO	6.5	1
8656	2	HUEVO	6	1
8656	3	GALLINA	25	2
8657	1	PESCADO	7	1
8657	2	POLLO	7.5	1
8657	3	HUEVO	4.80000019073486	1
8658	1	HUEVOS	6	1
8658	2	GALLINA	30	2
8658	3	LECHE	1.5	3
8659	1	LECHE	1.20000004768372	3
8659	2	CARNE	12	1
8659	3	QUESO	14	1
8660	1	GALLINA	25	2
8660	2	HUEVO	.5	2
8663	1	GALLINA	35	2
8664	1	GALLINA	40	2
8664	2	PESCADO	10	1
8664	3	CARNE	12	1
8665	1	POLLO	7.5	1
8665	2	LECHE	3.29999995231628	2
8665	3	HUEVO	6	1
8666	1	POLLO	9	1
8666	2	HUEVO	7	1
8666	3	CARNE	10	1
8701	1	POLLO	8	1
8701	2	HUEVO	6	1
8701	3	QUESO	18	1
8702	1	POLLO	9	1
8702	2	CARNE DE RES	15	1
8702	3	PESCADO	9	1
8703	1	POLLO	7.5	1
8703	2	HUEVOS	6	1
8720	1	GALLINA	30	3
8720	2	PATO	35	3
8722	1	POLLO	9	1
8722	2	LECHE	3	1
8722	3	HUEVO	6	1
8723	1	POLLO	8.5	1
8723	2	PESCADO	6	1
8723	3	LECHE	3	2
8725	1	POLLO	7	1
8725	2	HUEVO	4	1
8725	3	LECHE	3	2
8726	1	POLLO	8	1
8726	2	PESCADO	6	1
8726	3	CARNE	15	1
8727	1	POLLO	10	1
8727	2	LECHE	3	2
8727	3	HUEVO	5.80000019073486	1
8728	1	POLLO	9	1
8728	2	HUEVO	4	1
8728	3	LECHE	2.59999990463257	2
8729	1	POLLO	7.5	1
8729	2	HUEVOS	6	1
8729	3	PESCADO	6	1
8730	1	POLLO	8	1
8730	2	PESCADO	7	1
8730	3	CARNE	16	1
8731	1	POLLO	7.80000019073486	1
8731	2	CARNE	15	1
8731	3	PESCADO	10	1
8732	1	POLLO	7.5	1
8732	2	PESCADO	8	1
8732	3	HUEVO	5.59999990463257	1
8736	1	POLLO	7	1
8736	2	PESCADO	10	1
8736	3	HUEVOS	6.19999980926514	1
8737	1	POLLO	8	1
8737	2	PESCADO	8	1
8737	3	HUEVO	6	1
8738	1	POLLO	10	1
8738	2	CARNE	16	1
8738	3	PESCADO	6	1
8741	1	POLLO	7	1
8741	2	HUEVOS	6.19999980926514	1
8741	3	LECHE	1.5	3
8742	1	POLLO	8.5	1
8742	2	PESCADO	1	1
8744	1	POLLO	9	1
8744	2	HUEVO	6	1
8744	3	QUESO	18	1
8745	1	POLLO	8	1
8745	2	PESCADO	10	1
8745	3	CARNE	12	1
8746	1	CARNE DE POLLO	8	1
8746	2	HUEVO	5.5	1
8746	3	PESCADO	7	1
8747	1	POLLO	7	1
8747	2	CARNE DE RES	14	1
8747	3	HUEVOS	3.5	1
8748	1	POLLO	8	1
8748	2	HUEVO	6	1
8748	3	QUESO	18	1
8749	1	POLLO	6.5	1
8749	2	CARNE	12	1
8749	3	HUEVO	5.5	1
8750	1	CARNE DE POLLO	9	1
8751	1	CUY	18	4
8751	2	GALLINA	25	4
8752	1	POLLO	7	1
8752	2	CARNE  RES	14	1
8752	3	LECHE	3	2
8754	1	LECHE	3	2
8754	2	HUEVO	6	1
8755	1	POLLO	8	1
8755	2	HUEVOS	60	1
8755	3	LECHE	7	1
8756	1	POLLO	8.5	1
8756	2	LECHE	3	2
8756	3	HUEVO	5.5	1
8757	1	POLLO	6.5	1
8757	2	HUEVO	9	1
8757	3	PESCADO	6	1
8758	1	POLLO	7	1
8758	2	HUEVOS	5.59999990463257	1
8759	1	CARNE DE RES	20	1
8759	2	POLLO	7.5	1
8759	3	HUEVOS	4.80000019073486	1
8760	1	CARNE	18	1
8760	2	POLLO	11	1
8760	3	LECHE	3	2
8761	1	POLLO	8	1
8761	2	CARNE	12	1
8761	3	HUEVO	3.5	1
8762	1	POLLO	7	1
8762	2	CARNE	12	1
8762	3	LECHE	1.5	3
8763	1	POLLO	7.5	1
8763	2	LECHE	3	4
8763	3	HUEVO	6.40000009536743	1
8764	1	POLLO	6.40000009536743	1
8764	2	HUEVOS	5.80000019073486	1
8764	3	LECHE	3	2
