PLACEID	LCPRIDR5	ITEMPRC1	ITEMVND1	ITEMINF1
8071	24	3	1	1
8071	25	2	1	1
8071	27	10	1	1
8071	28	12	1	1
8071	29	10	1	1
8071	30	5	1	1
8071	32	0	16	1
8071	33	6	1	1
8071	34	2	1	1
8071	35	3	1	1
8071	36	3.5	1	1
8071	37	1	1	1
8071	38	0	16	1
8071	39	.5	1	1
8071	40	2.5	1	1
8071	41	1.5	1	1
8071	42	.800000011920929	1	1
8071	43	.800000011920929	1	1
8071	44	.899999976158142	1	1
8071	45	5	1	1
8071	46	35	1	1
8071	61	6	1	1
8071	70	5	1	1
8079	1	1	1	4
8079	2	25	14	4
8079	3	15	14	4
8079	4	15	14	4
8079	5	30	14	4
8079	6	25	14	4
8079	7	.5	9	5
8079	8	.5	9	5
8079	9	.5	9	5
8079	10	.600000023841858	9	5
8079	11	1.79999995231628	14	4
8079	12	2.79999995231628	1	4
8079	13	3	1	4
8079	15	.5	1	4
8079	16	3.5	1	4
8079	17	2.79999995231628	1	4
8079	18	0	16	88
8079	19	1	1	4
8079	20	4	1	4
8079	21	1.20000004768372	1	4
8079	23	.300000011920929	1	4
8079	24	2.5	1	4
8079	25	1.10000002384186	1	4
8079	27	7	14	4
8079	28	9	14	4
8079	29	7	14	4
8079	30	3	1	4
8079	32	10	14	4
8079	33	7	14	4
8079	34	1	1	4
8079	35	1.5	1	4
8079	36	4.5	1	4
8079	37	0	16	88
8079	38	1	14	4
8079	39	.300000011920929	14	4
8079	40	1.5	14	4
8079	41	1	14	4
8079	42	1	14	4
8079	43	1.5	14	4
8079	44	2	14	4
8079	45	6	14	4
8079	46	35	1	4
8079	61	4.80000019073486	14	4
8079	70	3.5	14	4
8084	1	1.79999995231628	1	2
8084	2	60	16	5
8084	3	35	16	5
8084	4	25	16	5
8084	5	35	16	5
8084	6	35	16	5
8084	7	.899999976158142	9	6
8084	8	.150000005960464	9	6
8084	9	.25	9	6
8084	10	.100000001490116	9	6
8084	11	2.5	1	3
8084	12	2.79999995231628	1	2
8084	13	0	16	2
8084	15	1	1	2
8084	16	3.5	1	3
8084	17	2.79999995231628	1	2
8084	18	0	16	2
8084	19	1.20000004768372	1	2
8084	20	12	1	2
8084	21	1	1	2
8084	23	.300000011920929	1	2
8084	24	5	1	2
8084	25	1	1	2
8084	27	7.80000019073486	1	3
8084	28	10	1	3
8084	29	4	1	3
8084	30	3.5	1	3
8084	32	16	1	3
8084	33	5	1	2
8084	34	1	1	2
8084	35	1.79999995231628	1	2
8084	36	4	1	2
8084	37	1	1	2
8084	38	0	16	2
8084	39	.25	1	2
8084	40	1.5	1	3
8084	41	1.5	1	3
8084	42	4.5	1	3
8084	43	1.60000002384186	1	3
8084	44	2	1	3
8084	45	8	14	5
8084	46	36	1	2
8084	61	5.80000019073486	1	3
8084	70	8	1	2
8085	1	1	1	2
8085	2	45	1	2
8085	3	25	1	2
8085	4	25	1	2
8085	5	40	1	2
8085	6	45	1	2
8085	7	.100000001490116	9	3
8085	8	.100000001490116	9	3
8085	9	.200000002980232	9	3
8085	10	.5	9	3
8085	11	2.5	1	2
8085	12	2.79999995231628	1	2
8085	13	0	16	2
8085	15	1	1	2
8085	16	3	1	2
8085	17	2.70000004768372	1	2
8085	18	0	16	2
8085	19	1.20000004768372	1	2
8085	20	12	1	2
8085	21	1.20000004768372	1	2
8085	23	.200000002980232	1	2
8085	24	3	1	2
8085	25	1	1	2
8085	27	9	1	2
8085	28	9	1	2
8085	29	4	1	2
8085	30	3	1	2
8085	32	12	1	2
8085	33	6.80000019073486	1	2
8085	34	1	1	2
8085	35	1.79999995231628	1	2
8085	36	4.5	1	3
8085	37	1	1	2
8085	38	0	1	2
8085	39	.300000011920929	1	2
8085	40	1.5	1	2
8085	41	1	1	2
8085	42	6	1	2
8085	43	1.5	1	2
8085	44	3.5	1	2
8085	45	6	1	2
8085	46	35	1	2
8085	61	6	1	2
8085	70	4	1	2
8088	1	2	16	1
8088	2	65	16	1
8088	3	30	16	1
8088	4	25	16	1
8088	5	35	16	1
8088	6	35	16	1
8088	7	1.5	9	2
8088	8	.300000011920929	9	2
8088	9	.5	9	2
8088	10	.300000011920929	9	2
8088	11	1.20000004768372	16	1
8088	12	3	1	3
8088	13	2.79999995231628	1	3
8088	15	1	1	3
8088	16	3	1	2
8088	17	2.79999995231628	1	3
8088	18	0	16	3
8088	19	1.5	1	3
8088	20	10	1	3
8088	21	1	1	3
8088	23	.300000011920929	1	3
8088	24	3.79999995231628	1	3
8088	25	1	1	3
8088	27	7.5	16	1
8088	28	11	16	1
8088	29	6	16	1
8088	30	3.5	1	3
8088	32	15	1	2
8088	33	6	1	3
8088	34	1	1	3
8088	35	2	1	3
8088	36	4.30000019073486	1	3
8088	37	0	16	3
8088	38	1	1	3
8088	39	.5	1	3
8088	40	2.5	16	3
8088	41	2	16	3
8088	42	3	16	3
8088	43	1.5	16	3
8088	44	3	16	3
8088	45	6	16	1
8088	46	32	16	1
8088	61	6	1	2
8088	70	3	1	3
8090	1	1.10000002384186	4	5
8090	2	30	4	5
8090	3	15	4	5
8090	4	12	4	5
8090	5	30	4	5
8090	6	25	4	5
8090	7	1	10	3
8090	8	.5	10	3
8090	9	.300000011920929	10	3
8090	10	.5	10	3
8090	11	1.20000004768372	17	4
8090	12	2.79999995231628	17	4
8090	13	4.5	17	4
8090	15	1	17	4
8090	16	3	17	4
8090	17	3	17	4
8090	18	6	17	4
8090	19	1	17	4
8090	20	15	17	4
8090	21	3.5	17	4
8090	23	.200000002980232	17	4
8090	24	3	17	4
8090	25	2	17	4
8090	27	7.5	17	4
8090	28	12	17	4
8090	29	9	17	4
8090	30	3	17	4
8090	32	18	17	4
8090	33	7.19999980926514	17	4
8090	34	2	17	4
8090	35	2	17	4
8090	36	5	17	4
8090	37	2	17	4
8090	38	2	17	4
8090	39	.5	17	4
8090	40	1.5	17	4
8090	41	1	17	4
8090	42	2	17	4
8090	43	1.29999995231628	17	4
8090	44	2	17	4
8090	45	8	17	4
8090	46	33	17	4
8090	61	5.69999980926514	17	4
8090	70	7.5	17	4
8092	1	1.5	2	1
8092	2	45	2	1
8092	3	25	2	1
8092	4	25	2	1
8092	5	35	2	1
8092	6	35	2	1
8092	7	0	16	1
8092	8	0	16	1
8092	9	0	16	1
8092	10	0	16	1
8092	11	1	2	1
8092	12	3.70000004768372	2	1
8092	13	-8.80000019073486	2	1
8092	15	1	2	1
8092	16	3.40000009536743	2	1
8092	17	3.09999990463257	2	1
8092	18	0	16	1
8092	19	1	2	1
8092	20	12	2	1
8092	21	1	2	1
8092	23	.300000011920929	2	1
8092	24	3.5	2	1
8092	25	1	2	1
8092	27	8	2	1
8092	28	18	2	1
8092	29	9	2	1
8092	30	2.5	2	1
8092	32	15	2	1
8092	33	8	2	1
8092	34	1	2	1
8092	35	2	2	1
8092	36	4.19999980926514	2	1
8092	37	0	16	1
8092	38	1	2	1
8092	39	.5	2	1
8092	40	3	2	1
8092	41	3	2	1
8092	42	5	2	1
8092	43	2.5	2	1
8092	44	3	2	1
8092	45	0	16	1
8092	46	34	2	1
8092	61	6	2	1
8092	70	6	2	1
8094	1	1.5	1	3
8094	2	45	1	3
8094	3	22	1	3
8094	4	20	1	3
8094	5	35	1	3
8094	6	40	1	3
8094	7	1.5	9	5
8094	8	.100000001490116	9	5
8094	9	.200000002980232	9	5
8094	10	.100000001490116	9	5
8094	11	1.39999997615814	1	4
8094	12	2.40000009536743	1	3
8094	13	4	1	3
8094	15	1	1	3
8094	16	3	1	3
8094	17	2.79999995231628	1	3
8094	18	0	16	3
8094	19	.800000011920929	1	3
8094	20	11	1	3
8094	21	1.5	1	3
8094	23	.200000002980232	1	3
8094	24	5	1	3
8094	25	1	1	3
8094	27	7.5	1	3
8094	28	12	1	3
8094	29	4	1	3
8094	30	4	1	3
8094	32	13	1	3
8094	33	6.5	1	3
8094	34	1	1	3
8094	35	2	1	3
8094	36	4	1	3
8094	37	0	16	3
8094	38	.800000011920929	1	3
8094	39	.5	1	3
8094	40	1.20000004768372	1	4
8094	41	1.20000004768372	1	4
8094	42	1.5	1	4
8094	43	1	1	3
8094	44	1.5	1	3
8094	45	7.5	16	3
8094	46	32	1	3
8094	61	5.40000009536743	1	3
8094	70	6.5	1	3
8097	1	1.5	16	1
8097	2	45	16	1
8097	3	25	16	1
8097	4	25	16	1
8097	5	50	16	1
8097	6	50	16	1
8097	7	1.20000004768372	16	3
8097	8	.400000005960464	16	3
8097	9	.5	16	3
8097	10	.300000011920929	16	3
8097	11	1.20000004768372	1	2
8097	12	2.79999995231628	1	1
8097	13	3	16	2
8097	15	1	1	2
8097	16	3	1	2
8097	17	3	1	2
8097	18	0	16	2
8097	19	1.20000004768372	1	2
8097	20	10	1	2
8097	21	1	1	2
8097	23	.300000011920929	1	2
8097	24	5	16	2
8097	25	1	1	2
8097	27	7.5	16	1
8097	28	14	16	1
8097	29	8	16	1
8097	30	3	1	2
8097	32	14	1	2
8097	33	6.5	1	2
8097	34	1	1	2
8097	35	2	1	2
8097	36	4.5	1	2
8097	37	0	16	2
8097	38	1	1	2
8097	39	.5	1	2
8097	40	1.5	1	2
8097	41	1	1	2
8097	42	3	1	2
8097	43	1.20000004768372	1	2
8097	44	2.5	16	2
8097	45	7	16	1
8097	46	35	16	1
8097	61	5.5	1	2
8097	70	6	1	2
8098	1	1	1	3
8098	2	25	1	3
8098	3	20	1	3
8098	4	20	1	3
8098	5	25	1	3
8098	6	25	1	3
8098	7	.300000011920929	10	3
8098	8	.300000011920929	10	3
8098	9	.100000001490116	10	3
8098	10	.100000001490116	10	3
8098	11	1.20000004768372	14	4
8098	12	3	14	4
8098	13	3	14	4
8098	15	1	14	4
8098	16	3	14	4
8098	17	2.59999990463257	14	4
8098	18	6.5	14	4
8098	19	1	14	4
8098	20	15	14	4
8098	21	1	14	4
8098	23	.200000002980232	14	4
8098	24	4.5	14	4
8098	25	.5	14	4
8098	27	7	14	6
8098	28	12	14	6
8098	29	8	14	6
8098	30	2.40000009536743	14	6
8098	32	14	14	4
8098	33	8	14	4
8098	34	1.20000004768372	14	4
8098	35	2	14	4
8098	36	4.5	16	3
8098	37	1.5	14	6
8098	38	1.5	14	6
8098	39	.5	14	6
8098	40	1.5	14	6
8098	41	2	14	6
8098	42	4	14	6
8098	43	2	14	6
8098	44	2.5	14	6
8098	45	6	14	4
8098	46	32	16	3
8098	61	5.80000019073486	14	4
8098	70	7	14	6
8099	1	2.20000004768372	1	3
8099	2	0	16	88
8099	3	0	16	88
8099	4	0	16	88
8099	5	0	16	88
8099	6	0	16	88
8099	7	.889999985694885	9	4
8099	8	.699999988079071	9	4
8099	9	.200000002980232	9	4
8099	10	.0900000035762787	9	4
8099	11	2	1	3
8099	12	3	1	3
8099	13	5	1	3
8099	15	1	1	3
8099	16	3	1	3
8099	17	2.40000009536743	1	3
8099	18	5	1	3
8099	19	1	1	3
8099	20	16	1	3
8099	21	3	1	3
8099	23	.300000011920929	1	3
8099	24	3.29999995231628	1	3
8099	25	1.70000004768372	1	3
8099	27	7.30000019073486	1	3
8099	28	12.1000003814697	1	3
8099	29	7.5	1	3
8099	30	3.20000004768372	1	3
8099	32	15.1999998092651	1	3
8099	33	5	1	3
8099	34	1.20000004768372	1	3
8099	35	2	1	3
8099	36	4.19999980926514	1	3
8099	37	1.20000004768372	1	3
8099	38	1.20000004768372	1	3
8099	39	.600000023841858	1	3
8099	40	1.20000004768372	1	3
8099	41	1	1	3
8099	42	4	1	3
8099	43	2	1	3
8099	44	3	1	3
8099	45	7	1	3
8099	46	39	1	3
8099	61	5.5	1	3
8099	70	3.20000004768372	1	3
8101	1	1.5	1	5
8101	2	50	16	4
8101	3	25	16	4
8101	4	25	16	4
8101	5	35	16	4
8101	6	35	16	4
8101	7	1.20000004768372	9	3
8101	8	1.5	9	3
8101	9	.5	9	3
8101	10	3	9	3
8101	11	2	1	5
8101	12	3.40000009536743	1	5
8101	13	4	1	5
8101	15	.600000023841858	1	1
8101	16	2	1	1
8101	17	2.79999995231628	1	1
8101	18	0	16	1
8101	19	1	1	4
8101	20	14	1	4
8101	21	1.5	1	5
8101	23	.200000002980232	1	5
8101	24	6	1	5
8101	25	1	1	1
8101	27	7.5	1	4
8101	28	19	1	4
8101	29	6	1	4
8101	30	5	1	4
8101	32	15	1	1
8101	33	5.5	1	4
8101	34	1	1	1
8101	35	2	1	1
8101	36	4.5	1	5
8101	37	0	16	1
8101	38	1	1	1
8101	39	.5	1	1
8101	40	1.5	1	5
8101	41	1.5	1	5
8101	42	4	1	5
8101	43	3.20000004768372	1	5
8101	44	3	1	5
8101	45	7	16	4
8101	46	36	1	5
8101	61	5.80000019073486	1	1
8101	70	7.19999980926514	1	5
8103	1	1.5	1	3
8103	2	-77	16	1
8103	3	-77	16	1
8103	4	-77	16	1
8103	5	-77	16	1
8103	6	-77	16	1
8103	7	-77	16	1
8103	8	.5	1	3
8103	9	.5	1	3
8103	10	-77	16	1
8103	11	1.20000004768372	1	3
8103	12	3	1	3
8103	13	3.79999995231628	1	3
8103	15	1	1	3
8103	16	3	1	3
8103	17	2.79999995231628	1	3
8103	18	6	1	3
8103	19	1.20000004768372	1	3
8103	20	16	1	3
8103	21	1	1	3
8103	23	.200000002980232	1	3
8103	24	4	1	3
8103	25	1	1	3
8103	27	8	1	3
8103	28	15	1	3
8103	29	-77	16	3
8103	30	3.20000004768372	1	3
8103	32	16	1	3
8103	33	7	1	3
8103	34	1	1	3
8103	35	1.79999995231628	1	3
8103	36	5	1	3
8103	37	1.79999995231628	1	3
8103	38	1.79999995231628	1	3
8103	39	.5	1	3
8103	40	2.20000004768372	1	3
8103	41	2.79999995231628	1	3
8103	42	4.5	1	3
8103	43	2.5	1	3
8103	44	3	1	3
8103	45	-77	16	3
8103	46	27.5	1	3
8103	61	6	1	3
8103	70	5	1	3
8107	1	0	16	88
8107	2	0	16	88
8107	3	0	16	88
8107	4	0	16	88
8107	5	0	16	88
8107	6	0	16	88
8107	7	1.5	16	1
8107	8	.5	16	1
8107	9	.800000011920929	16	1
8107	10	.300000011920929	16	1
8107	11	1.5	1	5
8107	12	2.5	1	5
8107	13	3	1	5
8107	15	1.5	1	5
8107	16	3.5	1	5
8107	17	3	1	2
8107	18	0	16	5
8107	19	1.20000004768372	1	5
8107	20	10	1	5
8107	21	1	1	1
8107	23	.5	1	5
8107	24	4	1	5
8107	25	1.20000004768372	1	5
8107	27	7.5	16	1
8107	28	17	16	1
8107	29	6	16	2
8107	30	4.5	1	5
8107	32	17	1	5
8107	33	6.5	1	5
8107	34	1.5	1	5
8107	35	2	1	5
8107	36	5	1	5
8107	37	0	16	5
8107	38	.5	1	5
8107	39	2.09999990463257	1	5
8107	40	2.09999990463257	1	5
8107	41	2.29999995231628	1	5
8107	42	2	1	5
8107	43	3.59999990463257	1	5
8107	44	4	1	5
8107	45	7	16	1
8107	46	30	7	6
8107	61	6	1	5
8107	70	4.80000019073486	1	5
8108	1	1.5	1	2
8108	2	40	16	2
8108	3	12	16	2
8108	4	15	16	2
8108	5	30	16	3
8108	6	30	16	2
8108	7	2	16	4
8108	8	1	16	4
8108	9	1.5	16	4
8108	10	0	16	4
8108	11	1.5	1	3
8108	12	2.79999995231628	1	3
8108	13	2.5	1	3
8108	15	1.20000004768372	1	3
8108	16	3	1	3
8108	17	2.79999995231628	1	3
8108	18	0	16	3
8108	19	1.20000004768372	1	3
8108	20	9	1	3
8108	21	1	1	3
8108	23	.300000011920929	1	3
8108	24	5	1	3
8108	25	1	1	3
8108	27	7.5	1	3
8108	28	12	16	3
8108	29	7	16	3
8108	30	3	1	3
8108	32	14	16	3
8108	33	5.5	1	3
8108	34	1	1	3
8108	35	2	1	3
8108	36	4.30000019073486	1	3
8108	37	0	16	3
8108	38	1	1	3
8108	39	.5	1	3
8108	40	1.5	1	3
8108	41	1	1	3
8108	42	3	1	3
8108	43	2	1	3
8108	44	2.5	1	3
8108	45	6	16	3
8108	46	32	1	3
8108	61	5.80000019073486	1	3
8108	70	7	1	3
8110	1	1.5	1	5
8110	2	55	16	6
8110	3	25	16	6
8110	4	25	16	6
8110	5	30	16	6
8110	6	30	16	6
8110	7	1.20000004768372	9	7
8110	8	.100000001490116	9	7
8110	9	1.29999995231628	9	7
8110	10	.200000002980232	9	7
8110	11	1.89999997615814	1	5
8110	12	3	1	5
8110	13	3.59999990463257	1	5
8110	15	1.20000004768372	1	5
8110	16	3	1	5
8110	17	2.59999990463257	1	5
8110	18	0	16	5
8110	19	1.29999995231628	1	5
8110	20	10	1	5
8110	21	1.20000004768372	1	5
8110	23	.300000011920929	1	5
8110	24	5	1	5
8110	25	1	1	5
8110	27	9	1	5
8110	28	19	1	5
8110	29	6	16	5
8110	30	2.59999990463257	1	5
8110	32	18	1	5
8110	33	5	1	5
8110	34	1	1	5
8110	35	2.20000004768372	1	5
8110	36	4.5	1	5
8110	37	0	16	5
8110	38	1	1	5
8110	39	.600000023841858	1	5
8110	40	2.79999995231628	1	5
8110	41	2.5	1	5
8110	42	4.5	1	5
8110	43	2.79999995231628	1	5
8110	44	4	1	5
8110	45	7	1	4
8110	46	38	1	5
8110	61	6.19999980926514	1	5
8110	70	8	1	5
8112	1	1.5	1	3
8112	2	-88	16	3
8112	3	-88	16	3
8112	4	-88	16	3
8112	5	-88	16	3
8112	6	-88	16	3
8112	7	-88	16	3
8112	8	.5	1	3
8112	9	.800000011920929	1	3
8112	10	-88	16	3
8112	11	1.29999995231628	1	3
8112	12	3	1	3
8112	13	-88	16	3
8112	15	1.20000004768372	1	3
8112	16	3	1	3
8112	17	3	1	3
8112	18	-88	16	3
8112	19	7	1	3
8112	20	10	1	3
8112	21	1.20000004768372	1	3
8112	23	.200000002980232	1	3
8112	24	4	1	3
8112	25	1	1	3
8112	27	8	1	3
8112	28	12	1	3
8112	29	9	1	3
8112	30	2	1	3
8112	32	12	1	3
8112	33	7	1	3
8112	34	1.20000004768372	1	3
8112	35	2.20000004768372	1	3
8112	36	5	1	3
8112	37	-88	16	3
8112	38	1	1	3
8112	39	.5	1	3
8112	40	2	1	3
8112	41	2	1	3
8112	42	4	1	3
8112	43	3	1	3
8112	44	2	1	3
8112	45	-88	16	3
8112	46	30	1	3
8112	61	6	1	3
8112	70	6	1	3
8113	1	1	1	2
8113	2	0	16	88
8113	3	0	16	88
8113	4	0	16	88
8113	5	0	16	88
8113	6	0	16	88
8113	7	0	16	88
8113	8	1	1	2
8113	9	1.20000004768372	1	2
8113	10	0	16	88
8113	11	0	16	88
8113	12	3.20000004768372	1	2
8113	13	4	1	2
8113	15	1.20000004768372	1	2
8113	16	3	1	2
8113	17	2.79999995231628	1	2
8113	18	0	16	88
8113	19	1	1	2
8113	20	12	1	2
8113	21	1	1	2
8113	23	.300000011920929	1	2
8113	24	0	16	88
8113	25	1	2	2
8113	27	0	16	2
8113	28	0	16	88
8113	29	0	16	88
8113	30	2	1	2
8113	32	0	16	88
8113	33	6	1	2
8113	34	1	1	2
8113	35	2	1	2
8113	36	4.5	1	2
8113	37	1	1	2
8113	38	1	1	2
8113	39	.5	1	2
8113	40	0	16	88
8113	41	0	16	88
8113	42	0	1	88
8113	43	0	16	88
8113	44	0	16	88
8113	45	0	16	88
8113	46	35	1	2
8113	61	6	1	2
8113	70	0	16	2
8114	1	1.20000004768372	17	3
8114	2	30	17	3
8114	3	25	17	3
8114	4	25	17	3
8114	5	35	17	3
8114	6	30	17	3
8114	7	1	9	5
8114	8	.400000005960464	9	5
8114	9	.400000005960464	9	5
8114	10	.100000001490116	9	5
8114	11	1.79999995231628	17	3
8114	12	2.79999995231628	17	3
8114	13	4.19999980926514	17	3
8114	15	1	17	3
8114	16	3	17	3
8114	17	2.59999990463257	17	3
8114	18	4.80000019073486	17	3
8114	19	1.20000004768372	17	3
8114	20	10	17	3
8114	21	1.5	17	3
8114	23	.100000001490116	17	3
8114	24	5	17	3
8114	25	1	17	3
8114	27	7.80000019073486	17	3
8114	28	20	17	3
8114	29	10	17	3
8114	30	3.5	17	3
8114	32	10	17	3
8114	33	6.5	17	3
8114	34	1	17	3
8114	35	2	17	3
8114	36	5	17	3
8114	37	1.60000002384186	17	3
8114	38	1.60000002384186	17	3
8114	39	.5	17	3
8114	40	1.5	17	3
8114	41	1.79999995231628	17	3
8114	42	2.5	17	3
8114	43	1.39999997615814	17	3
8114	44	2.5	17	3
8114	45	7.5	17	3
8114	46	32	17	3
8114	61	5.5	17	3
8114	70	6	17	3
8115	1	1.79999995231628	14	3
8115	2	55	14	3
8115	3	15	14	3
8115	4	15	14	3
8115	5	30	14	3
8115	6	35	14	3
8115	7	.5	16	1
8115	8	.0299999993294477	16	1
8115	9	.119999997317791	16	1
8115	10	.800000011920929	16	1
8115	11	1.70000004768372	14	3
8115	12	2.5	14	3
8115	13	2.79999995231628	14	3
8115	15	1	14	3
8115	16	2.29999995231628	14	3
8115	17	2.79999995231628	14	3
8115	18	0	16	3
8115	19	1.29999995231628	14	3
8115	20	9.5	14	3
8115	21	1	14	3
8115	23	.200000002980232	14	3
8115	24	6	14	3
8115	25	1	14	3
8115	27	7.5	14	3
8115	28	12	14	3
8115	29	10	14	3
8115	30	2	14	3
8115	32	14	14	3
8115	33	5	14	3
8115	34	1	14	3
8115	35	2	14	3
8115	36	4	14	3
8115	37	0	16	4
8115	38	.800000011920929	14	4
8115	39	.5	14	3
8115	40	1.5	14	3
8115	41	1.5	14	3
8115	42	3	14	3
8115	43	1.5	14	3
8115	44	3	14	3
8115	45	6	14	3
8115	46	33	14	3
8115	61	4.90000009536743	14	3
8115	70	6	14	2
8119	1	1	14	2
8119	2	0	16	88
8119	3	0	16	88
8119	4	0	16	88
8119	5	0	16	88
8119	6	0	16	88
8119	7	0	16	88
8119	8	0	16	88
8119	9	0	16	88
8119	10	0	16	88
8119	11	1.5	14	2
8119	12	2.79999995231628	14	2
8119	13	4.5	14	2
8119	15	1.20000004768372	14	2
8119	16	3	14	2
8119	17	2.59999990463257	14	2
8119	18	0	16	88
8119	19	.800000011920929	14	2
8119	20	12	14	2
8119	21	1	14	2
8119	23	.300000011920929	14	2
8119	24	4	14	2
8119	25	1	14	2
8119	27	7	14	2
8119	28	16	14	2
8119	29	8	14	2
8119	30	2.79999995231628	14	2
8119	32	15	14	2
8119	33	6	14	2
8119	34	1	14	2
8119	35	2	14	2
8119	36	4.5	14	2
8119	37	0	16	88
8119	38	1	14	2
8119	39	.5	14	2
8119	40	1.79999995231628	14	2
8119	41	1.79999995231628	14	2
8119	42	2.5	14	2
8119	43	3	14	2
8119	44	3	14	2
8119	45	6	14	2
8119	46	35	14	2
8119	61	5.80000019073486	14	2
8119	70	6	14	2
8123	1	1.5	1	3
8123	2	47	1	3
8123	3	25	1	3
8123	4	25	1	3
8123	5	37	1	3
8123	6	37	1	3
8123	7	.5	10	2
8123	8	.300000011920929	10	2
8123	9	.119999997317791	10	2
8123	10	.0799999982118607	10	2
8123	11	2	1	3
8123	12	3.59999990463257	1	3
8123	13	-88	16	3
8123	15	.5	1	3
8123	16	3.5	1	3
8123	17	3	1	3
8123	18	-88	16	3
8123	19	1.29999995231628	1	3
8123	20	15	1	3
8123	21	1.20000004768372	1	3
8123	23	.200000002980232	1	3
8123	24	3.5	1	3
8123	25	1.29999995231628	1	3
8123	27	8	1	3
8123	28	18	1	3
8123	29	9	1	3
8123	30	2.5	1	3
8123	32	15	1	3
8123	33	7	1	3
8123	34	1	1	3
8123	35	2.5	1	2
8123	36	5	1	3
8123	37	-88	16	3
8123	38	1.20000004768372	1	3
8123	39	.5	1	3
8123	40	3	1	3
8123	41	3	1	3
8123	42	6	1	3
8123	43	3	1	3
8123	44	5	1	3
8123	45	8	1	3
8123	46	35	1	3
8123	61	6.5	1	3
8123	70	6	1	3
8126	1	1.39999997615814	14	6
8126	2	50	14	6
8126	3	20	14	6
8126	4	20	14	6
8126	5	45	14	6
8126	6	45	14	6
8126	7	.5	10	2
8126	8	.0299999993294477	10	2
8126	9	.150000005960464	10	2
8126	10	.0799999982118607	10	2
8126	11	1	14	7
8126	12	2.90000009536743	14	7
8126	13	2.79999995231628	14	7
8126	15	1	14	7
8126	16	3	14	7
8126	17	2.79999995231628	14	7
8126	18	-88	16	7
8126	19	1.20000004768372	14	7
8126	20	11	14	4
8126	21	1.10000002384186	14	4
8126	23	.200000002980232	14	4
8126	24	6	14	7
8126	25	1	14	7
8126	27	6.5	14	8
8126	28	15	14	8
8126	29	6.5	14	9
8126	30	2.79999995231628	14	7
8126	32	14	14	7
8126	33	6	14	7
8126	34	1.20000004768372	14	7
8126	35	2.5	14	7
8126	36	5	14	7
8126	37	-88	14	7
8126	38	1.10000002384186	14	7
8126	39	.400000005960464	14	7
8126	40	1	14	3
8126	41	1.5	14	3
8126	42	5	14	3
8126	43	2.09999990463257	14	5
8126	44	2.79999995231628	14	5
8126	45	6.5	14	4
8126	46	34	1	4
8126	61	5.80000019073486	14	7
8126	70	6.69999980926514	14	7
8127	1	1.5	14	6
8127	2	35	14	6
8127	3	25	14	6
8127	4	25	14	6
8127	5	45	14	6
8127	6	40	14	6
8127	7	.5	10	3
8127	8	.0299999993294477	10	3
8127	9	.150000005960464	10	3
8127	10	.0799999982118607	10	3
8127	11	1.20000004768372	14	6
8127	12	2.59999990463257	14	6
8127	13	2.59999990463257	14	6
8127	15	1.20000004768372	14	6
8127	16	3	14	6
8127	17	2.79999995231628	14	6
8127	18	-88	16	6
8127	19	1	14	6
8127	20	12	14	6
8127	21	1	14	6
8127	23	2	14	6
8127	24	4	14	6
8127	25	1	14	6
8127	27	7	14	6
8127	28	12	14	6
8127	29	7	14	6
8127	30	3	14	6
8127	32	14	14	6
8127	33	6.5	14	6
8127	34	1	14	6
8127	35	2	9	6
8127	36	4.19999980926514	14	6
8127	37	-88	16	6
8127	38	1	14	6
8127	39	.5	14	6
8127	40	1.5	14	6
8127	41	1	14	6
8127	42	3	14	6
8127	43	2	14	7
8127	44	3.5	14	7
8127	45	5	14	6
8127	46	34	14	6
8127	61	6	14	6
8127	70	6	14	6
8128	1	1.39999997615814	1	1
8128	2	60	17	1
8128	3	18	17	1
8128	4	18	17	1
8128	5	43	17	1
8128	6	43	17	1
8128	7	.5	17	1
8128	8	.0299999993294477	17	1
8128	9	.150000005960464	17	1
8128	10	.0799999982118607	17	1
8128	11	1	1	1
8128	12	2.40000009536743	1	1
8128	13	2.5	1	1
8128	15	1	1	1
8128	16	2.79999995231628	1	1
8128	17	2.40000009536743	1	1
8128	18	-88	16	1
8128	19	1.20000004768372	1	1
8128	20	-88	16	1
8128	21	1.29999995231628	1	1
8128	23	.200000002980232	1	1
8128	24	4.5	1	1
8128	25	1.20000004768372	1	1
8128	27	6	17	1
8128	28	12	17	1
8128	29	5	17	1
8128	30	3	1	1
8128	32	12	1	1
8128	33	5	1	1
8128	34	1	1	1
8128	35	2.5	1	1
8128	36	4	1	1
8128	37	-88	16	1
8128	38	1.20000004768372	1	1
8128	39	.300000011920929	1	1
8128	40	1	1	1
8128	41	1	1	1
8128	42	4	1	1
8128	43	2.40000009536743	1	1
8128	44	2.5	1	1
8128	45	-88	16	1
8128	46	32	1	1
8128	61	5.5	1	1
8128	70	6.80000019073486	1	1
8129	1	1.5	16	4
8129	2	50	16	4
8129	3	40	16	4
8129	4	20	16	4
8129	5	50	16	4
8129	6	30	16	4
8129	7	1.5	16	5
8129	8	1.5	16	5
8129	9	2	16	5
8129	10	.300000011920929	16	5
8129	11	1.5	16	1
8129	12	3	16	1
8129	13	3	16	1
8129	15	1	16	1
8129	16	3.20000004768372	16	1
8129	17	3	16	1
8129	18	0	16	1
8129	19	1.20000004768372	16	1
8129	20	10	16	1
8129	21	2	16	1
8129	23	.300000011920929	16	1
