PLACEID	PLCCODE	PROVID	DEPARTID	CLUSTID	STRTDINT	POPSIZE	HOUSING	ILLOCCUP	OTHRES	AGRIC	LIVEST	FISHING	MINING	INDUST	HANDICR	RETAIL	OTHUSE	CITY	POPCITY	TIMECAP	TRANS1	TRANS2	TRANS3	PVEDN	EARTHN	UNPAVEDN	TRACKSN	RIVERN	OTTRANN	MAINRTE	NTRLDIST	GLSSMILK	COMMKITC2	FOODWORK	COMPFEED	OTHFOOD1	OTHFOOD2	OTHFOOD3	CUNAMAS	WAWAWASI	PRONOEI	SCHBKFST	SCHCLTH	SCHLTEXT	LITRCY	PROMLIBR	ALTBSCED	LAPTOPCH	EDUCTN1	EDUCTN2	EDUCTN3	HLTHINSR	CREDCTRL	TUBCNTRL	MALARIA	HIVSIDA	MENTLHTH	CNTRLSTD	HLTHOTH1	HLTHOTH2	HLTHOTH3	RPRSCHL	RPRHLTH	RPRWTR	RPRSWR	RPRPIT	RPRBRDG	RPRAND	REFOREST	IRRGTN	INFROTH1	INFROTH2	INFROTH3	AGRITECH	ANIMAL	AGRINPUT	TITLING	TECHNCAL	MICROCRD	LABORENR	RECYCPRG	JUNTOPRG	PENSIONS65	FONCODES	PROJOVEN	OTHOTHR1	OTHOTHR2	OTHOTHR3	PRICCROP	MINCROP	MAXCROP
8029	PE80MC29	6	5	80	30/09/2016	220	3	5	5	1	2	5	5	5	5	4	5	1	-77	90	7	88	 	0	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	 	 
8032	PE80MC32	1	6	80	17/08/2016	3000	1	5	5	2	5	5	5	5	4	3	5	1	3000	-88	88	 	 	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	7	 	 
8034	PE80MC34	1	6	80	22/08/2016	300	5	5	1	2	3	5	5	4	5	4	5	1	10000	15	6	88	 	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	 	 
8037	PE80MC37	6	6	80	13/10/2016	240	5	5	3	1	2	5	5	5	5	5	5	1	-77	180	7	88	 	0	0	1	1	0	0	3	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	 	 
8038	PE80MC38	7	6	80	20/08/2016	18000	1	5	5	3	5	5	4	5	5	2	5	1	18000	-88	88	 	 	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	10	 	 
8039	PE80MC39	8	6	80	14/10/2016	30000	1	5	5	5	77	5	5	5	2	3	5	0	 	-88	88	 	 	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8046	PE80MC46	1	7	80	16/07/2016	3300	1	5	5	5	5	5	5	5	3	2	5	1	1200000	15	7	88	 	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8048	PE80MC48	9	8	80	04/11/2016	1500	5	5	3	1	2	5	5	5	5	4	5	1	-77	180	7	88	 	0	0	1	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	100	 	 
8049	PE80MC49	1	10	80	03/11/2016	1200	5	1	5	5	5	5	5	5	5	2	5	1	300000	5	5	88	 	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8059	PE80MC59	1	11	80	23/09/2016	30000	2	5	5	1	4	4	4	3	5	3	5	1	130000	-88	88	 	 	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	 	 
8060	PE80MC60	5	11	80	26/09/2016	1000	1	5	5	5	5	5	5	5	5	4	5	1	-77	10	6	88	 	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-88	 	 
8062	PE80MC62	1	12	80	25/11/2016	-77	1	5	5	5	5	5	5	5	5	2	5	0	 	30	6	88	 	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
8064	PE80MC64	1	12	80	25/11/2016	-77	2	5	5	1	3	4	5	5	4	4	4	0	 	60	7	5	88	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	 	 
8066	PE80MC66	3	12	80	30/01/2017	250	2	5	5	1	5	5	5	5	5	3	5	1	-77	60	6	88	 	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	 	 
8070	PE80MC70	6	12	80	20/11/2016	700	1	5	5	2	3	4	5	5	4	4	5	1	1500	4	6	5	1	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	5	 	 
8071	PE80MC71	6	12	80	20/11/2016	900	2	5	5	1	5	5	5	5	5	3	5	1	-77	25	6	88	 	0	1	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	5	 	 
8079	PE80MC79	1	13	80	07/02/2017	200000	1	4	5	5	5	5	5	4	3	2	5	1	-77	-88	88	 	 	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8084	PE80MC84	1	14	80	08/10/2016	32000	1	5	5	5	5	4	5	5	3	2	5	0	 	-88	88	 	 	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	 	 
8085	PE80MC85	1	14	80	08/10/2016	500	1	5	5	2	3	5	5	5	5	4	3	0	 	-88	88	 	 	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	 	 
8088	PE80MC88	1	15	80	21/07/2016	750	1	5	5	5	5	5	5	5	5	2	5	1	-77	15	7	4	88	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8090	PE80MC90	1	15	80	05/07/16	60000	1	3	77	5	5	5	5	4	4	2	77	1	-88	0	1	88	 	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	-88	 	 
8092	PE80MC92	1	15	80	22/07/2016	-77	1	5	5	5	5	5	5	2	5	1	5	1	-77	10	7	88	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	 	 
8094	PE80MC94	1	15	80	22/07/2016	3860	1	5	5	5	5	5	5	5	5	2	5	1	522760	15	7	88	 	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8097	PE80MC97	1	15	80	27/07/2016	690	1	5	5	5	5	5	5	5	3	2	5	1	-77	10	5	88	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8098	PE80MC98	1	15	80	26/07/2016	60000	1	5	5	5	5	5	5	5	3	2	5	0	 	-88	88	 	 	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8099	PE80MC99	1	15	80	27/07/16	10000	1	5	2	5	5	5	5	4	3	2	5	1	50000	-88	88	 	 	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8101	PE81MC01	1	15	81	27/07/2016	2760	1	5	5	5	5	5	5	5	3	2	5	1	371229	20	7	88	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8103	PE81MC03	1	15	81	16/07/2016	200	1	5	5	5	5	5	5	5	5	2	5	1	-77	45	7	8	88	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8107	PE81MC07	1	15	81	23/07/2016	800	1	5	5	5	5	5	5	5	5	2	5	1	200000	55	7	5	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8108	PE81MC08	1	15	81	22/07/2016	4000	1	5	5	5	5	5	5	5	3	2	5	1	1000000	10	7	88	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8110	PE81MC10	1	15	81	22/06/2016	400	1	5	5	5	5	5	5	5	3	2	5	1	200000	15	1	88	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8112	PE81MC12	1	15	81	13/07/2016	400	5	1	5	5	5	5	5	5	5	4	5	1	-77	36	5	88	 	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8113	PE81MC13	1	15	81	23/07/2016	2400	1	5	5	5	5	5	5	5	5	2	5	1	750000	20	8	7	88	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	 	 
8114	PE81MC14	1	15	81	20/07/2016	-77	1	5	5	5	5	5	5	5	5	2	5	1	-77	10	7	6	88	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8115	PE81MC15	1	15	81	23/07/2016	361	1	5	5	5	5	5	5	5	5	2	5	1	300000	45	8	88	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8119	PE81MC19	1	15	81	18/07/2016	700	1	5	5	5	5	5	5	5	5	1	5	1	150000	10	7	8	88	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8123	PE81MC23	1	15	81	22/07/2016	200000	1	5	5	5	5	5	5	4	2	1	5	0	 	-88	88	 	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	-88	 	 
8126	PE81MC26	1	15	81	09/07/2016	19000	1	5	5	5	5	5	5	4	4	2	4	1	-77	15	7	88	 	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-88	 	 
8127	PE81MC27	1	15	81	07/07/2016	1500	1	4	5	5	5	5	5	5	5	5	5	1	-77	10	7	88	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	-88	 	 
8128	PE81MC28	1	15	81	07/07/2016	1700	5	1	5	5	5	5	5	5	5	5	5	1	600000	15	7	88	 	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
8129	PE81MC29	4	15	81	19/07/2016	300	1	5	5	2	3	5	5	5	5	5	5	1	10000	40	7	88	 	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	 	 
8130	PE81MC30	5	15	81	20/07/2016	3000	5	1	2	5	5	5	5	5	5	1	5	1	20000	5	5	1	88	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	 	 
8132	PE81MC32	6	15	81	21/07/2016	1000	5	5	1	5	5	5	5	5	5	2	5	1	2000	10	7	88	 	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-88	 	 
8134	PE81MC34	8	15	81	22/07/2016	1200	5	1	5	5	5	5	5	5	5	5	5	1	15000	15	6	5	88	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
8135	PE81MC35	2	16	81	25/11/2016	120	5	5	2	1	3	5	5	5	5	4	5	1	3500	10	6	88	 	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	 	 
8138	PE81MC38	1	19	81	05/11/2016	180	1	5	5	5	5	5	2	5	5	3	5	1	1500	40	6	88	 	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	 	 
8140	PE81MC40	3	19	81	26/11/2016	500	5	1	5	5	5	5	5	5	5	2	5	1	500	10	5	6	88	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
8141	PE81MC41	1	20	81	08/09/2016	40000	1	5	5	2	4	5	4	4	4	3	5	0	 	-88	88	 	 	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	2	 	 
8142	PE81MC42	2	20	81	02/10/2016	600	5	5	3	1	2	5	5	5	5	4	5	1	3000	480	1	88	 	0	0	1	1	0	0	3	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	12	 	 
8143	PE81MC43	4	20	81	24/09/2016	8000	5	5	3	1	2	5	5	5	5	4	5	0	 	-88	88	 	 	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	8	 	 
8145	PE81MC45	6	20	81	06/09/2016	200000	1	5	5	5	5	5	5	3	4	2	5	0	 	-88	88	 	 	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	 	 
8146	PE81MC46	7	20	81	19/08/2016	15000	1	4	5	4	4	3	5	5	4	2	5	0	 	-88	88	 	 	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	5	 	 
8147	PE81MC47	1	21	81	20/08/2016	2500	1	5	5	4	4	4	5	5	4	3	2	1	9000	10	7	88	 	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	-88	 	 
8148	PE81MC48	2	21	81	20/08/2016	4000	1	5	5	3	2	5	5	5	4	4	5	0	 	-88	88	 	 	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-88	 	 
8151	PE81MC51	8	21	81	21/08/2016	-77	4	5	5	3	2	5	5	5	4	1	5	1	-77	-88	88	 	 	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	2	 	 
8152	PE81MC52	9	21	81	23/08/2016	57	5	5	3	1	2	5	5	5	5	5	5	1	-77	75	1	4	88	0	0	1	1	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	-88	 	 
8160	PE81MC60	1	22	81	07/11/2016	1200	5	5	3	1	2	5	5	5	4	4	5	1	-77	30	7	88	 	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	2	 	 
8162	PE81MC62	3	22	81	25/11/2016	3120	4	5	5	1	2	4	5	5	5	3	5	0	 	-88	88	 	 	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	10	 	 
8166	PE81MC66	7	22	81	23/11/2016	9000	1	5	5	2	5	5	5	5	5	3	5	0	 	-88	88	 	 	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	2	 	 
8169	PE81MC69	7	22	81	21/11/2016	600	5	5	3	1	2	5	5	5	5	4	5	1	-77	300	6	88	 	0	0	1	1	0	0	3	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	10	 	 
8170	PE81MC70	7	22	81	20/11/2016	300	5	5	3	1	2	5	5	5	5	4	5	1	-77	45	5	88	 	0	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	 	 
8172	PE81MC72	8	22	81	06/11/2016	4000	5	5	2	1	5	5	5	5	5	3	5	0	 	5	5	88	 	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	3	 	 
8177	PE81MC77	10	22	81	24/11/2016	500	5	5	3	1	2	5	5	5	5	4	5	1	2000	45	5	88	 	0	0	1	0	0	0	3	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	10	 	 
8180	PE81MC80	1	24	81	17/08/2016	800	5	5	3	1	3	5	5	4	5	4	5	1	4000	5	6	88	 	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	 	 
8181	PE81MC81	1	24	81	12/08/2016	1500	5	5	2	1	3	5	5	5	5	4	5	1	3000	5	7	88	 	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	 	 
8184	PE81MC84	3	25	81	06/11/2016	460	5	5	5	1	2	5	5	5	5	3	5	1	-77	30	6	8	88	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	 	 
8185	PE81MC85	71	71	81	20/08/2016	300	1	5	5	5	5	2	5	5	5	3	5	1	-77	15	8	88	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	 	 
