CHILDCODE	EDCHSTR4	EDAGR4	GRDER4	TYSCR4	REGNR4	ZONER4	NMSCR4
111031	11	18	7	4	4	407	215
111031	12	17	6	4	4	408	215
111031	13	16	5	4	4	407	215
111031	14	15	4	4	4	407	215
111032	10	18	10	4	4	407	872
111032	11	17	9	4	4	407	872
111032	12	16	9	4	4	407	872
111032	13	15	8	4	4	407	215
111032	14	14	7	4	4	407	215
111033	10	18	10	4	4	407	252
111033	11	17	9	4	4	407	252
111033	12	16	8	4	4	407	215
111033	13	15	7	4	4	407	215
111033	14	14	6	4	4	407	215
111034	10	18	21	4	4	407	881
111034	11	17	10	4	4	407	252
111034	12	16	9	4	4	407	252
111034	13	15	8	4	4	407	215
111034	14	14	7	4	4	407	215
111035	10	19	0	 	 	 	 
111035	11	18	0	 	 	 	 
111035	12	17	0	 	 	 	 
111035	13	16	0	 	 	 	 
111035	14	15	0	 	 	 	 
111036	10	19	9	4	4	407	252
111036	11	18	8	4	4	407	215
111036	12	17	7	4	4	407	215
111036	13	16	6	4	4	407	215
111036	14	15	5	4	4	407	215
111037	10	18	9	1	4	407	880
111037	11	17	8	1	4	407	880
111037	12	16	7	1	4	407	880
111037	13	15	6	1	4	407	880
111037	14	14	5	1	4	407	880
111038	10	18	21	4	4	407	881
111038	11	17	10	4	4	407	252
111038	12	16	9	4	4	407	252
111038	13	15	8	4	4	407	215
111038	14	14	7	4	4	407	215
111040	10	20	0	 	 	 	 
111040	11	19	0	 	 	 	 
111040	12	18	0	 	 	 	 
111040	13	17	0	 	 	 	 
111040	14	16	0	 	 	 	 
111041	10	19	0	 	 	 	 
111041	11	18	0	 	 	 	 
111041	12	17	0	 	 	 	 
111041	13	16	2	4	4	407	249
111041	14	15	1	4	4	407	249
111042	10	20	0	 	 	 	 
111042	11	19	9	4	4	407	252
111042	12	18	8	4	4	407	215
111042	13	17	7	4	4	407	215
111042	14	16	6	4	4	407	215
111043	10	19	9	4	4	407	252
111043	11	18	0	 	 	 	 
111043	12	17	9	4	4	407	252
111043	13	16	8	4	4	407	215
111043	14	15	7	4	4	407	215
111044	10	18	0	 	 	 	 
111044	11	17	0	 	 	 	 
111044	12	16	0	 	 	 	 
111044	13	15	0	 	 	 	 
111044	14	14	4	4	4	407	215
111045	10	19	0	 	 	 	 
111045	11	18	0	 	 	 	 
111045	12	17	0	 	 	 	 
111045	13	16	0	 	 	 	 
111045	14	15	0	 	 	 	 
111046	10	18	10	4	4	407	252
111046	11	17	9	4	4	407	252
111046	12	16	8	4	4	407	215
111046	13	15	7	4	4	407	215
111046	14	14	6	4	4	407	215
111047	10	19	0	 	 	 	 
111047	11	18	0	 	 	 	 
111047	12	17	0	 	 	 	 
111047	13	16	0	 	 	 	 
111047	14	15	7	4	4	407	215
111048	10	18	7	4	4	407	215
111048	11	17	0	 	 	 	 
111048	12	16	7	4	4	407	215
111048	13	15	6	4	4	407	215
111048	14	14	5	4	4	407	215
121001	10	19	0	 	 	 	 
121001	11	18	0	 	 	 	 
121001	12	17	0	 	 	 	 
121001	13	16	0	 	 	 	 
121001	14	15	7	4	7	701	330
121002	10	19	9	4	7	701	602
121002	11	18	8	4	7	701	369
121002	12	17	7	4	7	701	369
121002	13	16	6	4	7	701	369
121002	14	15	5	4	7	701	369
121004	10	19	0	 	 	 	 
121004	11	18	0	 	 	 	 
121004	12	17	10	4	7	701	480
121004	13	16	9	4	7	701	480
121004	14	15	8	4	7	701	369
121005	10	19	0	 	 	 	 
121005	11	18	0	 	 	 	 
121005	12	17	0	 	 	 	 
121005	13	16	0	 	 	 	 
121005	14	15	8	4	7	701	270
121007	10	19	0	 	 	 	 
121007	11	18	0	 	 	 	 
121007	12	17	0	 	 	 	 
121007	13	16	0	 	 	 	 
121007	14	15	8	4	7	701	330
121008	10	19	0	 	 	 	 
121008	11	18	0	 	 	 	 
121008	12	17	0	 	 	 	 
121008	13	16	0	 	 	 	 
121008	14	15	0	 	 	 	 
121009	10	19	0	 	 	 	 
121009	11	18	0	 	 	 	 
121009	12	17	0	 	 	 	 
121009	13	16	0	 	 	 	 
121009	14	15	8	4	7	701	330
121010	10	18	9	4	7	701	602
121010	11	17	8	4	7	701	369
121010	12	16	7	4	7	701	369
121010	13	15	6	4	7	701	369
121010	14	14	5	4	7	701	369
121011	10	18	9	4	7	701	602
121011	11	17	8	4	7	701	369
121011	12	16	7	4	7	701	330
121011	13	15	6	4	7	701	330
121011	14	14	5	4	7	701	330
121012	10	18	0	 	 	 	 
121012	11	17	0	 	 	 	 
121012	12	16	0	 	 	 	 
121012	13	15	5	4	7	701	369
121012	14	14	4	4	7	702	369
121013	10	19	0	 	 	 	 
121013	11	18	0	 	 	 	 
121013	12	17	10	4	7	701	480
121013	13	16	9	4	7	701	480
121013	14	15	8	4	7	701	270
121014	10	19	6	4	7	701	369
121014	11	18	6	4	7	701	369
121014	12	17	5	4	7	701	369
121014	13	16	4	4	7	701	369
121014	14	15	3	4	7	701	369
121015	10	19	0	 	 	 	 
121015	11	18	0	 	 	 	 
121015	12	17	0	 	 	 	 
121015	13	16	0	 	 	 	 
121015	14	15	0	 	 	 	 
121020	10	19	0	 	 	 	 
121020	11	18	0	 	 	 	 
121020	12	17	10	4	7	701	281
121020	13	16	9	4	7	701	281
121020	14	15	8	4	7	701	270
121021	10	19	0	 	 	 	 
121021	11	18	0	 	 	 	 
121021	12	17	0	 	 	 	 
121021	13	16	9	4	7	701	480
121021	14	15	8	4	7	701	1013
121022	10	19	0	 	 	 	 
121022	11	18	0	 	 	 	 
121022	12	17	0	 	 	 	 
121022	13	16	0	 	 	 	 
121022	14	15	7	4	7	701	270
121023	10	19	0	 	 	 	 
121023	11	18	0	 	 	 	 
121023	12	17	0	 	 	 	 
121023	13	16	7	4	7	701	270
121023	14	15	6	4	7	701	270
121024	10	18	0	 	 	 	 
121024	11	17	0	 	 	 	 
121024	12	16	0	 	 	 	 
121024	13	15	0	 	 	 	 
121024	14	14	0	 	 	 	 
121026	10	19	3	4	7	701	369
121026	11	18	3	4	7	701	369
121026	12	17	3	4	7	701	369
121026	13	16	2	4	7	701	369
121026	14	15	2	4	7	701	369
121027	10	19	0	 	 	 	 
121027	11	18	0	 	 	 	 
121027	12	17	5	4	7	701	175
121027	13	16	4	4	7	701	175
121027	14	15	3	4	7	701	369
121028	10	19	0	 	 	 	 
121028	11	18	0	 	 	 	 
121028	12	17	0	 	 	 	 
121028	13	16	0	 	 	 	 
121028	14	15	8	4	7	701	270
121030	10	19	0	 	 	 	 
121030	11	18	0	 	 	 	 
121030	12	17	10	4	7	701	1027
121030	13	16	9	4	7	701	1027
121030	14	15	8	4	7	701	1027
121031	10	19	0	 	 	 	 
121031	11	18	0	 	 	 	 
121031	12	17	0	 	 	 	 
121031	13	16	0	 	 	 	 
121031	14	15	6	4	7	701	369
121033	10	19	11	4	7	701	281
121033	11	18	10	4	7	701	602
121033	12	17	9	4	7	701	602
121033	13	18	8	4	7	701	330
121033	14	16	7	4	7	701	330
121034	10	19	0	 	 	 	 
121034	11	18	0	 	 	 	 
121034	12	17	0	 	 	 	 
121034	13	16	0	 	 	 	 
121034	14	15	5	4	7	701	330
121037	10	19	0	 	 	 	 
121037	11	18	0	 	 	 	 
121037	12	17	0	 	 	 	 
121037	13	16	10	4	7	701	480
121037	14	15	9	4	7	701	480
121038	10	19	0	 	 	 	 
121038	11	18	0	 	 	 	 
121038	12	17	0	 	 	 	 
121038	13	16	10	4	7	701	480
121038	14	15	9	4	7	701	480
121040	10	19	0	 	 	 	 
121040	11	18	0	 	 	 	 
121040	12	17	10	4	7	701	480
121040	13	16	9	4	7	701	480
121040	14	15	8	4	7	701	330
121043	10	19	0	 	 	 	 
121043	11	18	0	 	 	 	 
121043	12	17	0	 	 	 	 
121043	13	16	6	4	7	701	330
121043	14	15	5	4	7	701	330
121047	10	19	0	 	 	 	 
121047	11	18	0	 	 	 	 
121047	12	17	0	 	 	 	 
121047	13	16	0	 	 	 	 
121047	14	15	10	4	7	701	480
121048	10	19	0	 	 	 	 
121048	11	18	0	 	 	 	 
121048	12	17	0	 	 	 	 
121048	13	16	0	 	 	 	 
121048	14	15	10	4	7	701	480
121053	10	19	0	 	 	 	 
121053	11	18	0	 	 	 	 
121053	12	17	0	 	 	 	 
121053	13	16	0	 	 	 	 
121053	14	15	6	4	7	701	330
121054	10	19	0	 	 	 	 
121054	11	18	0	 	 	 	 
121054	12	17	0	 	 	 	 
121054	13	16	0	 	 	 	 
121054	14	15	0	 	 	 	 
121056	10	19	34	4	14	1407	581
121056	11	18	33	4	14	1407	581
121056	12	17	32	4	14	1407	581
121056	13	16	12	4	7	701	281
121056	14	15	11	4	7	701	281
131001	10	18	8	4	7	706	276
131001	11	17	0	 	 	 	 
131001	12	16	8	4	7	706	276
131001	13	15	7	4	7	706	276
131001	14	14	6	4	7	706	276
131002	10	19	0	 	 	 	 
131002	11	18	0	 	 	 	 
131002	12	17	0	 	 	 	 
131002	13	16	4	4	7	706	276
131002	14	15	3	4	7	706	276
131004	10	19	0	 	 	 	 
131004	11	18	0	 	 	 	 
131004	12	17	0	 	 	 	 
131004	13	16	0	 	 	 	 
131004	14	15	0	 	 	 	 
131005	10	19	10	4	7	706	277
131005	11	18	9	4	7	706	277
131005	12	17	8	4	7	706	276
131005	13	16	8	4	7	706	276
131005	14	15	7	4	7	706	276
131006	10	19	0	 	 	 	 
131006	11	18	0	 	 	 	 
131006	12	17	0	 	 	 	 
131006	13	16	0	 	 	 	 
131006	14	15	4	4	7	706	276
131007	10	18	11	4	7	706	277
131007	11	17	21	4	7	706	1017
131007	12	16	10	4	7	706	277
131007	13	15	9	4	7	706	277
131007	14	14	8	4	7	706	276
131008	10	19	32	4	7	706	870
131008	11	18	12	4	7	706	277
131008	12	17	11	4	7	706	277
131008	13	16	9	4	7	706	277
131008	14	15	8	4	7	706	276
131009	10	19	8	4	7	706	276
131009	11	18	7	1	7	706	1019
131009	12	17	6	1	7	706	1019
131009	13	16	5	1	7	706	1019
131009	14	15	4	1	7	706	1044
131010	10	19	0	 	 	 	 
131010	11	18	8	4	7	706	276
131010	12	17	7	4	7	706	276
131010	13	16	6	4	7	706	276
131010	14	15	5	4	7	706	276
131011	10	19	0	 	 	 	 
131011	11	18	10	4	7	706	277
131011	12	17	9	4	7	706	277
131011	13	16	8	4	7	706	295
131011	14	15	7	4	7	706	295
131012	10	19	0	 	 	 	 
131012	11	18	0	 	 	 	 
131012	12	17	0	 	 	 	 
131012	13	16	6	4	7	706	276
131012	14	15	5	4	7	706	276
131013	10	19	10	4	7	706	277
131013	11	18	9	4	7	706	277
131013	12	17	8	4	7	706	276
131013	13	16	7	4	7	706	276
131013	14	15	6	4	7	706	276
131015	10	19	9	4	7	706	277
131015	11	18	8	4	7	706	276
131015	12	17	7	4	7	706	276
131015	13	16	6	4	7	706	276
131015	14	15	6	4	7	706	276
131016	10	18	10	4	7	706	277
131016	11	17	9	4	7	706	277
131016	12	16	8	4	7	706	276
131016	13	15	7	4	7	706	276
131016	14	14	6	4	7	706	276
131017	10	19	10	4	7	706	277
131017	11	18	9	4	7	706	277
131017	12	17	8	1	7	706	1044
131017	13	16	7	1	7	706	1044
131017	14	15	6	1	7	706	1044
131018	10	19	0	 	 	 	 
131018	11	18	0	 	 	 	 
131018	12	17	0	 	 	 	 
131018	13	16	0	 	 	 	 
131018	14	15	0	 	 	 	 
131020	10	18	5	4	7	706	276
131020	11	17	4	4	7	706	276
131020	12	16	4	4	7	706	276
131020	13	15	3	4	7	706	276
131020	14	14	3	4	7	706	276
131021	10	19	0	 	 	 	 
131021	11	18	0	 	 	 	 
131021	12	17	0	 	 	 	 
131021	13	16	0	 	 	 	 
131021	14	15	4	4	7	706	276
131022	10	19	9	4	7	706	277
131022	11	18	8	3	7	706	1003
131022	12	17	7	3	7	706	1003
131022	13	16	6	3	7	706	1003
131022	14	15	6	3	7	706	1003
131023	10	19	9	4	7	706	277
131023	11	18	8	4	7	706	295
131023	12	17	7	3	7	706	504
131023	13	16	6	3	7	706	504
131023	14	15	5	3	7	706	504
131024	10	19	8	4	7	706	1008
131024	11	18	9	4	7	706	1008
131024	12	17	10	4	7	705	1008
131024	13	16	11	4	7	706	1008
131024	14	15	12	4	7	706	1008
131025	10	19	12	4	7	706	277
131025	11	18	11	4	7	706	277
131025	12	17	10	4	7	706	277
131025	13	16	9	4	7	706	277
131025	14	15	8	4	7	706	276
131026	10	18	10	4	7	706	277
131026	11	17	9	4	7	706	277
131026	12	16	8	4	7	706	276
131026	13	15	7	4	7	706	276
131026	14	14	6	4	7	706	276
131027	10	18	8	4	7	706	276
131027	11	17	8	4	7	706	276
131027	12	16	7	4	7	706	276
131027	13	15	6	4	7	706	276
131027	14	14	5	4	7	706	276
131028	10	19	32	4	3	311	789
131028	11	18	12	4	7	706	277
131028	12	17	11	4	7	706	277
131028	13	16	10	4	7	706	277
131028	14	15	9	4	7	706	277
131029	10	19	21	4	7	706	1017
131029	11	18	10	4	7	706	277
131029	12	17	9	4	7	706	277
131029	13	16	8	4	7	706	276
131029	14	15	7	4	7	706	276
131030	10	19	9	4	7	706	277
131030	11	18	8	3	7	706	504
131030	12	17	7	4	7	706	276
131030	13	16	6	4	7	706	276
131030	14	15	5	1	7	706	543
131031	10	18	0	 	 	 	 
131031	11	17	8	4	7	706	276
131031	12	16	7	4	7	706	276
131031	13	15	6	4	7	706	276
131031	14	14	5	4	7	706	276
131032	10	19	9	4	4	412	907
131032	11	18	8	4	7	706	276
131032	12	17	7	4	7	706	276
131032	13	16	7	4	7	706	276
131032	14	15	6	4	7	706	276
131033	10	19	0	 	 	 	 
131033	11	18	0	 	 	 	 
131033	12	17	8	4	7	706	276
131033	13	16	7	4	7	706	276
131033	14	15	6	4	7	706	276
131034	10	18	0	 	 	 	 
131034	11	17	10	4	7	706	277
131034	12	16	9	4	7	706	277
131034	13	15	8	4	7	706	276
131034	14	14	7	4	7	706	276
131035	10	19	9	4	7	706	277
131035	11	18	8	3	7	706	504
131035	12	17	7	3	7	706	504
131035	13	16	6	3	7	706	504
131035	14	15	5	3	7	706	504
131036	10	18	8	1	7	706	1044
131036	11	17	7	1	7	706	1044
131036	12	16	6	1	7	706	1044
131036	13	15	5	1	7	706	1044
131036	14	14	4	1	7	706	1044
131037	10	19	33	4	4	402	905
131037	11	18	32	4	4	402	905
131037	12	17	12	4	7	706	277
131037	13	16	11	4	7	706	277
131037	14	15	10	4	7	706	277
131038	10	18	8	4	7	706	276
131038	11	17	7	4	7	706	276
131038	12	16	6	4	7	706	276
131038	13	15	5	4	7	706	276
131038	14	14	5	4	7	706	276
131039	10	19	0	 	 	 	 
131039	11	18	8	4	7	706	259
131039	12	17	7	4	7	706	259
131039	13	16	6	4	7	706	259
131039	14	15	5	4	7	706	259
131040	10	19	4	4	14	1403	497
131040	11	18	3	4	14	1403	497
131040	12	17	2	4	14	1403	497
131040	13	16	1	4	14	1403	497
131040	14	15	0	 	 	 	 
131041	10	18	11	4	7	706	277
131041	11	17	10	4	7	706	277
131041	12	16	9	4	7	706	277
131041	13	15	8	4	7	706	276
131041	14	14	7	4	7	706	276
131042	10	19	8	4	7	706	276
131042	11	18	7	4	7	706	276
131042	12	17	6	4	7	706	276
131042	13	16	5	4	7	706	276
131042	14	15	4	4	7	706	276
131043	10	18	8	4	7	706	276
131043	11	17	8	4	7	706	1050
131043	12	16	7	4	7	706	1050
131043	13	15	6	1	7	706	1044
131043	14	14	5	4	7	706	1050
131044	10	19	11	4	7	706	277
131044	11	18	10	4	7	706	277
131044	12	17	10	4	7	706	277
131044	13	16	9	4	7	706	277
131044	14	15	9	4	7	706	277
131045	10	19	41	4	7	706	1002
131045	11	18	12	4	7	706	277
131045	12	17	11	4	7	706	277
131045	13	16	10	4	7	706	277
131045	14	15	9	4	7	706	277
131046	10	19	22	4	7	706	1017
131046	11	18	21	4	7	706	1017
131046	12	17	10	4	7	706	277
131046	13	16	9	4	7	706	277
131046	14	15	8	4	7	706	276
131047	10	19	0	 	 	 	 
131047	11	18	0	 	 	 	 
131047	12	17	0	 	 	 	 
131047	13	16	0	 	 	 	 
131047	14	15	6	4	7	706	276
131048	10	19	0	 	 	 	 
131048	11	18	8	4	7	706	276
131048	12	17	7	4	7	706	276
131048	13	16	6	4	7	706	276
131048	14	15	6	4	7	706	276
131049	10	18	10	4	7	722	1001
131049	11	17	9	4	7	722	1001
131049	12	16	8	4	7	722	307
131049	13	15	7	4	7	722	307
131049	14	14	6	4	7	722	307
131050	10	19	11	4	7	706	277
131050	11	18	10	4	7	706	277
131050	12	17	9	1	7	722	1004
131050	13	16	8	1	7	722	1004
131050	14	15	7	1	7	722	1004
141001	10	18	0	 	 	 	 
141001	11	17	10	4	7	722	1030
141001	12	16	9	4	7	722	1030
141001	13	15	8	4	7	722	301
141001	14	14	7	4	7	722	301
141002	10	18	10	4	7	722	1001
141002	11	17	0	 	 	 	 
141002	12	16	9	4	7	722	1001
141002	13	15	8	4	7	722	301
141002	14	14	7	4	7	722	301
141004	10	18	21	4	7	722	1035
141004	11	17	10	4	7	722	1001
141004	12	16	9	4	7	722	1001
141004	13	15	8	4	7	722	307
141004	14	14	7	4	7	722	307
141005	10	18	12	4	7	722	1001
141005	11	17	11	4	7	722	1001
141005	12	16	10	4	7	722	1001
141005	13	15	9	4	7	722	1001
141005	14	14	8	4	7	722	1317
141006	10	18	9	4	7	722	1001
141006	11	17	8	1	7	722	1052
141006	12	16	7	4	7	722	353
141006	13	15	6	4	7	722	353
141006	14	14	5	4	7	722	353
141007	10	19	13	4	7	722	1048
141007	11	18	10	4	7	722	1001
141007	12	17	9	4	7	722	1001
141007	13	16	8	3	7	722	1052
141007	14	15	7	3	7	722	1052
141008	10	18	6	1	7	722	1047
141008	11	17	7	1	7	722	1047
141008	12	16	8	1	7	722	1047
141008	13	15	9	1	7	722	544
141008	14	14	10	1	7	722	544
141009	10	19	12	4	7	704	1030
141009	11	18	11	4	7	704	1030
141009	12	17	10	4	7	704	1030
141009	13	16	9	4	7	704	1030
141009	14	15	8	4	7	704	353
141010	10	18	10	4	7	722	1001
141010	11	17	9	4	7	722	1001
141010	12	16	8	4	7	722	301
141010	13	15	7	4	7	722	301
141010	14	14	6	4	7	722	301
141011	10	18	21	4	7	704	1046
141011	11	17	10	4	7	704	1001
141011	12	16	9	4	7	704	1001
141011	13	15	8	4	7	704	307
141011	14	14	7	4	7	704	307
141012	10	18	22	1	7	722	1053
141012	11	17	21	1	7	722	1053
141012	12	16	10	4	7	722	1001
141012	13	15	9	4	7	722	1001
141012	14	14	8	4	7	722	1317
141013	10	18	12	4	7	704	1001
141013	11	17	11	4	7	722	1001
141013	12	16	10	4	7	722	1001
141013	13	15	9	4	7	722	1001
141013	14	14	8	4	7	722	314
141014	10	19	21	1	7	722	1053
141014	11	18	10	1	7	722	1029
141014	12	17	9	1	7	722	1029
141014	13	16	8	3	7	722	1052
141014	14	15	7	3	7	722	1052
141015	10	19	21	4	7	722	1035
141015	11	18	10	4	7	722	353
141015	12	17	10	4	7	722	353
141015	13	16	8	4	7	722	301
141015	14	15	7	4	7	722	301
141016	10	18	7	3	7	722	1039
141016	11	17	8	3	7	722	1039
141016	12	16	9	4	7	722	1001
141016	13	15	10	4	7	722	1001
141016	14	14	21	4	7	722	1042
141017	10	19	12	4	7	722	1001
141017	11	18	11	4	7	722	1001
141017	12	17	10	4	7	722	258
141017	13	16	9	4	7	722	258
141017	14	15	8	4	7	722	314
141018	10	18	8	1	7	722	512
141018	11	17	8	4	7	722	353
141018	12	16	7	4	7	722	353
141018	13	15	6	4	7	722	353
141018	14	14	5	4	7	722	353
141019	10	18	7	4	14	1408	561
141019	11	17	0	 	 	 	 
141019	12	16	0	 	 	 	 
141019	13	15	0	 	 	 	 
141019	14	14	0	 	 	 	 
141020	10	19	0	 	 	 	 
141020	11	18	10	4	7	722	1001
141020	12	17	9	4	7	722	1001
141020	13	16	8	4	7	722	301
141020	14	15	7	4	7	722	301
141021	10	19	0	 	 	 	 
141021	11	18	8	4	7	722	301
141021	12	17	7	4	7	722	301
141021	13	16	6	4	7	722	1049
141021	14	15	5	4	7	722	1049
141022	10	18	7	4	7	704	353
141022	11	17	6	4	7	704	353
141022	12	16	5	4	7	704	353
141022	13	15	4	4	7	704	353
141022	14	14	3	4	7	704	353
141023	10	19	32	1	7	722	553
141023	11	18	12	4	7	722	1030
141023	12	17	11	4	7	722	1030
141023	13	16	10	4	7	722	1030
141023	14	15	9	4	7	722	1030
141024	10	19	11	4	7	722	353
141024	11	18	10	1	7	722	1015
141024	12	17	8	4	7	722	301
141024	13	16	7	4	7	722	301
141024	14	15	6	4	7	722	301
141025	10	19	12	4	7	704	1001
141025	11	18	11	4	7	704	1001
141025	12	17	0	 	 	 	 
141025	13	16	10	4	7	704	1001
141025	14	15	9	4	7	704	1001
141026	10	18	9	4	7	722	1001
141026	11	17	8	3	7	722	1052
141026	12	16	7	3	7	722	1052
141026	13	15	6	3	7	722	1052
141026	14	14	5	4	7	722	301
141028	10	19	12	4	7	722	1001
141028	11	18	11	4	7	722	1001
141028	12	17	10	4	7	722	1000
141028	13	16	0	 	 	 	 
141028	14	15	9	4	7	722	1000
141029	10	19	11	4	7	722	1030
141029	11	18	10	4	7	722	1030
141029	12	17	9	4	7	722	1030
141029	13	16	8	1	7	722	512
141029	14	15	7	4	7	722	353
141030	10	18	11	4	7	722	1030
141030	11	17	10	4	7	722	1030
141030	12	16	9	4	7	722	1030
141030	13	15	8	1	7	722	512
141030	14	14	7	4	7	722	301
141031	10	18	11	4	7	722	1001
141031	11	17	10	4	7	722	1001
141031	12	16	9	4	7	722	1001
141031	13	15	8	4	7	703	1041
141031	14	14	7	4	7	722	301
141032	10	18	32	4	7	705	1022
141032	11	17	12	3	7	722	1047
141032	12	16	11	3	7	722	1021
141032	13	15	10	3	7	722	1021
141032	14	14	9	3	7	722	1021
141033	10	18	8	4	7	722	353
141033	11	17	7	4	7	722	353
141033	12	16	7	4	7	722	353
141033	13	15	6	1	7	722	1043
141033	14	14	5	1	7	722	1043
141034	10	18	10	4	7	722	1030
141034	11	17	9	4	7	722	1030
141034	12	16	41	4	7	722	1030
141034	13	15	8	4	7	722	353
141034	14	14	7	4	7	722	353
141035	10	18	10	4	7	704	1001
141035	11	17	9	4	7	704	1001
141035	12	16	8	4	7	704	1020
141035	13	15	7	4	7	704	1020
141035	14	14	6	4	7	704	1020
141036	10	18	12	3	7	722	1025
141036	11	17	11	3	7	722	1025
141036	12	16	10	3	7	722	1025
141036	13	15	9	3	7	722	1025
141036	14	14	8	1	7	722	1317
141037	10	18	9	4	7	722	1001
141037	11	17	8	4	7	722	1317
141037	12	16	7	4	7	722	1317
141037	13	15	6	4	7	722	1001
141037	14	14	0	 	 	 	 
141038	10	19	21	4	4	408	901
141038	11	18	10	1	4	408	890
141038	12	17	9	1	4	408	890
141038	13	16	8	3	7	722	1052
141038	14	15	8	4	7	722	1317
141039	10	20	21	4	14	1401	550
141039	11	19	0	 	 	 	 
141039	12	18	0	 	 	 	 
141039	13	17	10	4	14	1401	856
141039	14	16	9	1	4	415	873
141040	10	18	10	4	7	722	1001
141040	11	17	9	4	7	722	1001
141040	12	16	8	4	7	722	307
141040	13	15	7	4	7	722	307
141040	14	14	6	4	7	722	307
141041	10	18	10	4	7	722	1001
141041	11	17	9	4	7	722	1001
141041	12	16	8	1	7	722	1052
141041	13	15	7	3	7	722	1038
141041	14	14	6	3	7	722	1038
141042	10	19	0	 	 	 	 
141042	11	18	0	 	 	 	 
141042	12	17	0	 	 	 	 
141042	13	16	0	 	 	 	 
141042	14	15	0	 	 	 	 
141044	10	18	10	4	7	706	1023
141044	11	17	9	4	7	706	1023
141044	12	16	8	4	7	706	1024
141044	13	15	7	4	7	706	1024
141044	14	14	6	4	7	706	1024
141045	10	18	10	4	7	722	1001
141045	11	17	9	4	7	722	1001
141045	12	16	8	4	7	722	307
141045	13	15	7	4	7	722	307
141045	14	14	6	4	7	722	307
141046	10	18	10	4	7	722	1001
141046	11	17	9	4	7	722	1001
141046	12	16	8	1	7	722	1052
141046	13	15	8	4	7	722	307
141046	14	14	7	4	7	722	307
141047	10	18	21	4	7	722	1009
141047	11	17	10	4	7	722	1030
141047	12	16	9	4	7	722	1030
141047	13	15	8	4	7	722	353
141047	14	14	7	4	7	722	353
141048	10	17	9	2	7	722	1031
141048	11	16	9	1	7	722	1031
141048	12	15	8	1	7	722	544
141048	13	14	7	1	7	722	544
141048	14	13	6	1	7	722	544
141049	10	18	5	1	7	722	88
141049	11	17	6	1	7	722	544
141049	12	16	7	1	7	722	544
141049	13	15	8	1	7	722	544
141049	14	14	9	4	7	722	1001
151001	10	19	0	 	 	 	 
151001	11	18	0	 	 	 	 
151001	12	17	3	4	7	704	327
151001	13	16	2	4	7	704	327
151001	14	15	1	4	7	704	327
151002	10	19	8	4	7	704	1051
151002	11	18	7	4	7	704	1051
151002	12	17	6	4	7	704	1051
151002	13	16	5	4	7	704	327
151002	14	15	4	4	7	704	327
151004	10	19	9	4	7	704	1006
151004	11	18	8	4	7	704	327
151004	12	17	7	4	7	704	327
151004	13	16	6	4	7	704	327
151004	14	15	5	4	7	704	327
151005	10	19	6	4	7	704	327
151005	11	18	5	4	7	704	327
151005	12	17	4	4	7	704	327
151005	13	16	3	4	7	704	327
151005	14	15	2	4	7	704	327
151008	10	18	6	4	7	704	327
151008	11	17	5	4	7	704	327
151008	12	16	0	 	 	 	 
151008	13	15	0	 	 	 	 
151008	14	14	4	4	7	704	327
151009	10	18	5	4	7	704	327
151009	11	17	4	4	7	704	327
151009	12	16	3	4	7	704	327
151009	13	15	2	4	7	704	327
151009	14	14	1	4	7	704	327
151010	10	19	10	4	7	704	1006
151010	11	18	9	4	7	704	1006
151010	12	17	9	4	7	704	1006
151010	13	16	8	4	7	704	327
151010	14	15	8	4	7	704	327
151011	10	19	7	4	7	704	327
151011	11	18	6	4	7	704	327
151011	12	17	5	4	7	704	327
151011	13	16	4	4	7	704	327
151011	14	15	3	4	7	704	327
151012	10	19	0	 	 	 	 
151012	11	18	0	 	 	 	 
151012	12	17	0	 	 	 	 
151012	13	16	0	 	 	 	 
151012	14	15	4	4	7	704	327
151014	10	19	5	4	7	704	327
151014	11	18	4	4	7	704	327
151014	12	17	3	4	7	704	327
151014	13	16	2	4	7	704	327
151014	14	15	1	4	7	704	327
151015	10	19	0	 	 	 	 
151015	11	18	10	4	7	704	1006
151015	12	17	9	4	7	704	1006
151015	13	16	8	4	7	704	327
151015	14	15	7	4	7	704	327
151016	10	19	9	4	7	704	1006
151016	11	18	8	4	7	704	327
151016	12	17	7	4	7	704	327
151016	13	16	6	4	7	704	327
151016	14	15	5	4	7	704	327
151018	10	19	0	 	 	 	 
151018	11	18	0	 	 	 	 
151018	12	17	3	4	7	704	327
151018	13	16	2	4	7	704	327
151018	14	15	1	4	7	704	327
151019	10	19	0	 	 	 	 
151019	11	18	0	 	 	 	 
151019	12	17	5	4	7	704	327
151019	13	16	4	4	7	704	327
151019	14	15	3	4	7	704	327
151020	10	19	8	4	7	704	327
151020	11	18	7	4	7	722	327
151020	12	17	8	4	7	704	327
151020	13	16	7	4	7	704	327
151020	14	15	6	4	7	704	327
151021	10	19	10	4	7	704	1006
151021	11	18	9	4	7	704	1006
151021	12	17	8	4	7	704	327
151021	13	16	7	4	7	704	327
151021	14	15	6	4	7	704	327
151023	10	19	0	 	 	 	 
151023	11	18	0	 	 	 	 
151023	12	17	0	 	 	 	 
151023	13	16	0	 	 	 	 
151023	14	15	0	 	 	 	 
151024	10	18	7	4	7	704	999
151024	11	17	6	4	7	704	999
151024	12	16	5	4	7	704	999
151024	13	15	4	4	7	704	999
