CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	ACTMTHR4	ACTDAYHR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PRFACTR4	MTHPRFR4
191042	3	88	 	 	 	 	 	 	 	 	 	 
191043	1	9	3	2	24	8	1	600	 	4	0	12
191043	2	88	 	 	 	 	 	 	 	 	 	 
191043	3	88	 	 	 	 	 	 	 	 	 	 
191044	1	 	 	 	 	 	 	 	 	 	 	 
191044	2	 	 	 	 	 	 	 	 	 	 	 
191044	3	 	 	 	 	 	 	 	 	 	 	 
191045	1	9	3	2	12	2	1	900	 	4	1	12
191045	2	88	 	 	 	 	 	 	 	 	 	 
191045	3	88	 	 	 	 	 	 	 	 	 	 
191046	1	 	 	 	 	 	 	 	 	 	 	 
191046	2	 	 	 	 	 	 	 	 	 	 	 
191046	3	 	 	 	 	 	 	 	 	 	 	 
191048	1	10	2	9	30	2	0	 	 	 	0	0
191048	2	88	 	 	 	 	 	 	 	 	 	 
191048	3	88	 	 	 	 	 	 	 	 	 	 
191049	1	10	2	7	10	2	0	 	 	 	0	2
191049	2	88	 	 	 	 	 	 	 	 	 	 
191049	3	88	 	 	 	 	 	 	 	 	 	 
191050	1	9	2	10	30	12	0	 	 	 	0	12
191050	2	88	 	 	 	 	 	 	 	 	 	 
191050	3	88	 	 	 	 	 	 	 	 	 	 
191051	1	 	 	 	 	 	 	 	 	 	 	 
191051	2	 	 	 	 	 	 	 	 	 	 	 
191051	3	 	 	 	 	 	 	 	 	 	 	 
201001	1	9	2	4	30	10	2	 	100	2	1	12
201001	2	88	 	 	 	 	 	 	 	 	 	 
201001	3	88	 	 	 	 	 	 	 	 	 	 
201002	1	1	2	8	15	8	0	 	 	 	1	2
201002	2	88	 	 	 	 	 	 	 	 	 	 
201002	3	88	 	 	 	 	 	 	 	 	 	 
201003	1	 	 	 	 	 	 	 	 	 	 	 
201003	2	 	 	 	 	 	 	 	 	 	 	 
201003	3	 	 	 	 	 	 	 	 	 	 	 
201004	1	1	2	2	17	10	0	 	 	 	0	3
201004	2	88	 	 	 	 	 	 	 	 	 	 
201004	3	88	 	 	 	 	 	 	 	 	 	 
201005	1	13	1	12	26	14	1	1500	 	4	1	12
201005	2	88	 	 	 	 	 	 	 	 	 	 
201005	3	88	 	 	 	 	 	 	 	 	 	 
201006	1	20	2	2	20	6	0	 	 	 	0	0
201006	2	88	 	 	 	 	 	 	 	 	 	 
201006	3	88	 	 	 	 	 	 	 	 	 	 
201007	1	1	2	7	15	9	0	 	 	 	1	5
201007	2	88	 	 	 	 	 	 	 	 	 	 
201007	3	88	 	 	 	 	 	 	 	 	 	 
201008	1	1	2	2	10	6	0	 	 	 	0	2
201008	2	88	 	 	 	 	 	 	 	 	 	 
201008	3	88	 	 	 	 	 	 	 	 	 	 
201009	1	1	2	5	12	8	0	 	 	 	0	5
201009	2	20	1	2	30	10	1	300	 	7	1	1
201009	3	88	 	 	 	 	 	 	 	 	 	 
201010	1	1	2	7	17	10	0	 	 	 	1	7
201010	2	20	1	5	20	6	1	60	 	2	1	10
201010	3	88	 	 	 	 	 	 	 	 	 	 
201011	1	1	2	2	17	4	0	 	 	 	0	2
201011	2	4	2	8	3	4	0	 	 	 	0	2
201011	3	88	 	 	 	 	 	 	 	 	 	 
201012	1	13	4	12	30	18	1	800	 	4	1	12
201012	2	88	 	 	 	 	 	 	 	 	 	 
201012	3	88	 	 	 	 	 	 	 	 	 	 
201013	1	13	4	1	20	5	1	1400	 	4	1	1
201013	2	1	2	2	10	5	0	 	 	 	0	0
201013	3	88	 	 	 	 	 	 	 	 	 	 
201014	1	5	1	10	30	14	1	6000	 	4	0	77
201014	2	88	 	 	 	 	 	 	 	 	 	 
201014	3	88	 	 	 	 	 	 	 	 	 	 
201015	1	 	 	 	 	 	 	 	 	 	 	 
201015	2	 	 	 	 	 	 	 	 	 	 	 
201015	3	 	 	 	 	 	 	 	 	 	 	 
201016	1	1	2	3	15	6	0	 	 	 	0	2
201016	2	88	 	 	 	 	 	 	 	 	 	 
201016	3	88	 	 	 	 	 	 	 	 	 	 
201017	1	 	 	 	 	 	 	 	 	 	 	 
201017	2	 	 	 	 	 	 	 	 	 	 	 
201017	3	 	 	 	 	 	 	 	 	 	 	 
201018	1	4	6	4	4	8	1	1000	 	4	1	6
201018	2	1	2	6	15	10	0	 	 	 	1	6
201018	3	88	 	 	 	 	 	 	 	 	 	 
201019	1	1	2	6	28	8	0	 	 	 	1	6
201019	2	10	6	5	10	8	1	300	 	4	1	7
201019	3	88	 	 	 	 	 	 	 	 	 	 
201020	1	19	3	8	30	14	3	450	600	4	1	12
201020	2	88	 	 	 	 	 	 	 	 	 	 
201020	3	88	 	 	 	 	 	 	 	 	 	 
201021	1	9	5	12	30	10	1	120	 	2	1	12
201021	2	1	2	8	30	4	0	 	 	 	1	2
201021	3	88	 	 	 	 	 	 	 	 	 	 
201022	1	20	2	12	8	8	0	 	 	 	1	12
201022	2	88	 	 	 	 	 	 	 	 	 	 
201022	3	88	 	 	 	 	 	 	 	 	 	 
201023	1	1	2	3	10	7	0	 	 	 	0	2
201023	2	88	 	 	 	 	 	 	 	 	 	 
201023	3	88	 	 	 	 	 	 	 	 	 	 
201024	1	13	1	8	28	16	1	400	 	4	1	2
201024	2	88	 	 	 	 	 	 	 	 	 	 
201024	3	88	 	 	 	 	 	 	 	 	 	 
201025	1	20	2	12	30	3	0	 	 	 	0	2
201025	2	88	 	 	 	 	 	 	 	 	 	 
201025	3	88	 	 	 	 	 	 	 	 	 	 
201026	1	1	2	5	20	10	0	 	 	 	1	5
201026	2	4	2	12	30	5	0	 	 	 	1	12
201026	3	88	 	 	 	 	 	 	 	 	 	 
201027	1	 	 	 	 	 	 	 	 	 	 	 
201027	2	 	 	 	 	 	 	 	 	 	 	 
201027	3	 	 	 	 	 	 	 	 	 	 	 
201028	1	1	2	2	18	10	0	 	 	 	0	3
201028	2	88	 	 	 	 	 	 	 	 	 	 
201028	3	88	 	 	 	 	 	 	 	 	 	 
201029	1	1	2	8	18	8	0	 	 	 	1	6
201029	2	2	6	3	20	8	77	 	 	 	1	6
201029	3	88	 	 	 	 	 	 	 	 	 	 
201030	1	1	2	1	7	8	0	 	 	 	0	0
201030	2	88	 	 	 	 	 	 	 	 	 	 
201030	3	88	 	 	 	 	 	 	 	 	 	 
201031	1	 	 	 	 	 	 	 	 	 	 	 
201031	2	 	 	 	 	 	 	 	 	 	 	 
201031	3	 	 	 	 	 	 	 	 	 	 	 
201032	1	1	2	4	6	7	0	 	 	 	0	5
201032	2	88	 	 	 	 	 	 	 	 	 	 
201032	3	88	 	 	 	 	 	 	 	 	 	 
201035	1	1	2	2	10	6	0	 	 	 	0	2
201035	2	88	 	 	 	 	 	 	 	 	 	 
201035	3	88	 	 	 	 	 	 	 	 	 	 
201036	1	1	2	2	20	10	0	 	 	 	0	2
201036	2	88	 	 	 	 	 	 	 	 	 	 
201036	3	88	 	 	 	 	 	 	 	 	 	 
201037	1	9	2	1	3	10	1	60	 	2	0	3
201037	2	88	 	 	 	 	 	 	 	 	 	 
201037	3	88	 	 	 	 	 	 	 	 	 	 
201038	1	1	2	5	5	6	0	 	 	 	1	0
201038	2	88	 	 	 	 	 	 	 	 	 	 
201038	3	88	 	 	 	 	 	 	 	 	 	 
201039	1	 	 	 	 	 	 	 	 	 	 	 
201039	2	 	 	 	 	 	 	 	 	 	 	 
201039	3	 	 	 	 	 	 	 	 	 	 	 
201040	1	 	 	 	 	 	 	 	 	 	 	 
201040	2	 	 	 	 	 	 	 	 	 	 	 
201040	3	 	 	 	 	 	 	 	 	 	 	 
201042	1	1	2	6	18	8	0	 	 	 	1	6
201042	2	4	2	6	18	4	0	 	 	 	1	6
201042	3	88	 	 	 	 	 	 	 	 	 	 
201043	1	13	4	9	26	5	1	800	 	4	0	12
201043	2	88	 	 	 	 	 	 	 	 	 	 
201043	3	88	 	 	 	 	 	 	 	 	 	 
201044	1	1	2	2	10	7	0	 	 	 	1	2
201044	2	88	 	 	 	 	 	 	 	 	 	 
201044	3	88	 	 	 	 	 	 	 	 	 	 
201045	1	20	4	5	26	8	1	50	 	2	1	4
201045	2	88	 	 	 	 	 	 	 	 	 	 
201045	3	88	 	 	 	 	 	 	 	 	 	 
201046	1	1	2	7	16	10	0	 	 	 	1	5
201046	2	88	 	 	 	 	 	 	 	 	 	 
201046	3	88	 	 	 	 	 	 	 	 	 	 
201047	1	1	2	5	20	8	0	 	 	 	1	5
201047	2	4	2	12	15	2	0	 	 	 	1	10
201047	3	88	 	 	 	 	 	 	 	 	 	 
201049	1	 	 	 	 	 	 	 	 	 	 	 
201049	2	 	 	 	 	 	 	 	 	 	 	 
201049	3	 	 	 	 	 	 	 	 	 	 	 
201050	1	1	2	2	20	10	0	 	 	 	0	2
201050	2	88	 	 	 	 	 	 	 	 	 	 
201050	3	88	 	 	 	 	 	 	 	 	 	 
