PLACEID	SERVIDR4	AVLOC	SRVRT
306	7	0	 
306	8	0	 
306	9	0	 
306	10	0	 
306	11	1	3
306	12	0	 
306	13	1	3
306	14	0	 
306	15	0	 
306	16	0	 
306	17	0	 
306	18	0	 
306	19	0	 
306	20	0	 
306	21	0	 
306	22	0	 
306	23	0	 
306	24	0	 
306	25	0	 
306	26	0	 
306	27	0	 
306	28	0	 
306	29	0	 
307	1	1	2
307	2	1	3
307	3	1	3
307	4	1	3
307	5	1	3
307	6	1	1
307	7	1	3
307	8	0	 
307	9	1	3
307	10	0	 
307	11	1	3
307	12	0	 
307	13	1	3
307	14	1	3
307	15	1	2
307	16	1	3
307	17	1	3
307	18	1	3
307	19	1	2
307	20	1	2
307	21	0	 
307	22	1	3
307	23	1	2
307	24	1	2
307	25	1	2
307	26	1	3
307	27	1	2
307	28	1	2
307	29	1	3
308	1	1	3
308	2	1	3
308	3	0	 
308	4	1	3
308	5	1	2
308	6	1	1
308	7	0	 
308	8	0	 
308	9	0	 
308	10	0	 
308	11	1	2
308	12	0	 
308	13	1	2
308	14	0	 
308	15	0	 
308	16	0	 
308	17	0	 
308	18	0	 
308	19	0	 
308	20	0	 
308	21	0	 
308	22	0	 
308	23	0	 
308	24	0	 
308	25	0	 
308	26	0	 
308	27	0	 
308	28	0	 
308	29	0	 
309	1	1	3
309	2	1	3
309	3	0	 
309	4	1	3
309	5	1	3
309	6	1	1
309	7	0	 
309	8	0	 
309	9	0	 
309	10	0	 
309	11	1	3
309	12	0	 
309	13	1	3
309	14	0	 
309	15	1	3
309	16	0	 
309	17	0	 
309	18	0	 
309	19	0	 
309	20	0	 
309	21	0	 
309	22	0	 
309	23	0	 
309	24	0	 
309	25	1	2
309	26	0	 
309	27	1	3
309	28	0	 
309	29	0	 
310	1	0	 
310	2	1	3
310	3	0	 
310	4	1	3
310	5	1	3
310	6	1	2
310	7	0	 
310	8	0	 
310	9	0	 
310	10	0	 
310	11	1	3
310	12	0	 
310	13	1	3
310	14	1	3
310	15	0	 
310	16	0	 
310	17	1	3
310	18	0	 
310	19	0	 
310	20	0	 
310	21	0	 
310	22	0	 
310	23	0	 
310	24	0	 
310	25	0	 
310	26	0	 
310	27	0	 
310	28	0	 
310	29	0	 
311	1	0	 
311	2	1	3
311	3	0	 
311	4	1	3
311	5	1	3
311	6	0	 
311	7	0	 
311	8	0	 
311	9	0	 
311	10	0	 
311	11	1	3
311	12	0	 
311	13	1	3
311	14	0	 
311	15	0	 
311	16	0	 
311	17	0	 
311	18	0	 
311	19	0	 
311	20	0	 
311	21	0	 
311	22	0	 
311	23	0	 
311	24	0	 
311	25	0	 
311	26	0	 
311	27	0	 
311	28	0	 
311	29	0	 
312	1	0	 
312	2	1	3
312	3	0	 
312	4	1	3
312	5	1	3
312	6	0	 
312	7	0	 
312	8	0	 
312	9	0	 
312	10	0	 
312	11	1	3
312	12	0	 
312	13	1	3
312	14	0	 
312	15	0	 
312	16	0	 
312	17	0	 
312	18	0	 
312	19	0	 
312	20	0	 
312	21	0	 
312	22	0	 
312	23	0	 
312	24	0	 
312	25	0	 
312	26	0	 
312	27	0	 
312	28	0	 
312	29	0	 
313	1	1	3
313	2	1	3
313	3	1	3
313	4	1	3
313	5	1	3
313	6	1	2
313	7	1	3
313	8	0	 
313	9	1	3
313	10	0	 
313	11	1	3
313	12	1	3
313	13	1	3
313	14	1	3
313	15	1	3
313	16	1	3
313	17	1	3
313	18	1	3
313	19	0	 
313	20	0	 
313	21	0	 
313	22	0	 
313	23	0	 
313	24	1	3
313	25	0	 
313	26	1	3
313	27	1	3
313	28	0	 
313	29	1	3
314	1	0	 
314	2	1	3
314	3	0	 
314	4	1	3
314	5	0	 
314	6	0	 
314	7	0	 
314	8	0	 
314	9	0	 
314	10	0	 
314	11	0	 
314	12	0	 
314	13	1	3
314	14	0	 
314	15	0	 
314	16	0	 
314	17	0	 
314	18	0	 
314	19	0	 
314	20	0	 
314	21	0	 
314	22	0	 
314	23	0	 
314	24	0	 
314	25	0	 
314	26	0	 
314	27	0	 
314	28	1	3
314	29	0	 
315	1	0	 
315	2	1	3
315	3	0	 
315	4	1	3
315	5	1	3
315	6	1	2
315	7	0	 
315	8	0	 
315	9	0	 
315	10	0	 
315	11	1	3
315	12	0	 
315	13	1	3
315	14	0	 
315	15	0	 
315	16	0	 
315	17	0	 
315	18	0	 
315	19	0	 
315	20	0	 
315	21	0	 
315	22	0	 
315	23	0	 
315	24	0	 
315	25	0	 
315	26	0	 
315	27	0	 
315	28	0	 
315	29	0	 
316	1	1	3
316	2	1	3
316	3	1	3
316	4	1	3
316	5	1	2
316	6	1	1
316	7	1	2
316	8	1	2
316	9	0	 
316	10	0	 
316	11	1	2
316	12	0	 
316	13	1	2
316	14	1	2
316	15	1	2
316	16	1	2
316	17	0	 
316	18	0	 
316	19	1	2
316	20	1	3
316	21	0	 
316	22	0	 
316	23	1	2
316	24	1	2
316	25	1	2
316	26	1	2
316	27	1	2
316	28	1	2
316	29	1	2
317	1	1	1
317	2	1	3
317	3	0	 
317	4	1	3
317	5	1	3
317	6	1	1
317	7	0	 
317	8	0	 
317	9	0	 
317	10	0	 
317	11	1	2
317	12	0	 
317	13	1	2
317	14	0	 
317	15	0	 
317	16	0	 
317	17	0	 
317	18	0	 
317	19	0	 
317	20	0	 
317	21	0	 
317	22	0	 
317	23	0	 
317	24	0	 
317	25	0	 
317	26	0	 
317	27	1	2
317	28	1	2
317	29	0	 
318	1	1	2
318	2	1	3
318	3	1	3
318	4	1	2
318	5	1	2
318	6	1	1
318	7	1	2
318	8	0	 
318	9	1	2
318	10	0	 
318	11	1	2
318	12	0	 
318	13	1	2
318	14	1	2
318	15	1	2
318	16	1	3
318	17	1	2
318	18	0	 
318	19	1	2
318	20	1	2
318	21	0	 
318	22	0	 
318	23	1	2
318	24	1	3
318	25	0	 
318	26	1	3
318	27	1	2
318	28	1	2
318	29	1	3
319	1	1	2
319	2	1	3
319	3	0	 
319	4	1	3
319	5	1	3
319	6	1	2
319	7	1	3
319	8	0	 
319	9	0	 
319	10	0	 
319	11	1	3
319	12	1	3
319	13	1	3
319	14	0	 
319	15	1	3
319	16	1	3
319	17	0	 
319	18	0	 
319	19	0	 
319	20	0	 
319	21	0	 
319	22	0	 
319	23	0	 
319	24	0	 
319	25	0	 
319	26	0	 
319	27	0	 
319	28	0	 
319	29	0	 
320	1	1	2
320	2	1	3
320	3	0	 
320	4	1	3
320	5	1	2
320	6	0	 
320	7	1	3
320	8	0	 
320	9	0	 
320	10	0	 
320	11	1	3
320	12	0	 
320	13	1	2
320	14	1	3
320	15	1	3
320	16	1	2
320	17	0	 
320	18	0	 
320	19	0	 
320	20	0	 
320	21	0	 
320	22	0	 
320	23	0	 
320	24	0	 
320	25	1	2
320	26	0	 
320	27	1	2
320	28	0	 
320	29	0	 
321	1	1	2
321	2	1	3
321	3	1	2
321	4	1	3
321	5	1	3
321	6	1	2
321	7	1	3
321	8	0	 
321	9	0	 
321	10	0	 
321	11	1	3
321	12	0	 
321	13	1	2
321	14	1	3
321	15	1	2
321	16	1	3
321	17	0	 
321	18	0	 
321	19	0	 
321	20	1	3
321	21	0	 
321	22	0	 
321	23	1	2
321	24	1	2
321	25	1	2
321	26	1	2
321	27	1	2
321	28	0	 
321	29	1	3
322	1	1	2
322	2	1	3
322	3	0	 
322	4	1	3
322	5	1	3
322	6	1	1
322	7	1	3
322	8	1	3
322	9	1	3
322	10	0	 
322	11	1	2
322	12	0	 
322	13	1	3
322	14	1	3
322	15	1	3
322	16	1	3
322	17	1	3
322	18	0	 
322	19	0	 
322	20	0	 
322	21	0	 
322	22	0	 
322	23	0	 
322	24	0	 
322	25	0	 
322	26	0	 
322	27	0	 
322	28	1	3
322	29	1	3
323	1	1	2
323	2	1	3
323	3	0	 
323	4	1	3
323	5	1	3
323	6	0	 
323	7	0	 
323	8	0	 
323	9	0	 
323	10	0	 
323	11	1	3
323	12	0	 
323	13	1	3
323	14	0	 
323	15	1	3
323	16	0	 
323	17	1	3
323	18	0	 
323	19	0	 
323	20	0	 
323	21	0	 
323	22	0	 
323	23	0	 
323	24	0	 
323	25	0	 
323	26	0	 
323	27	1	2
323	28	1	2
323	29	1	3
324	1	0	 
324	2	1	3
324	3	0	 
324	4	1	3
324	5	1	2
324	6	0	 
324	7	0	 
324	8	0	 
324	9	0	 
324	10	0	 
324	11	1	2
324	12	0	 
324	13	1	2
324	14	0	 
324	15	0	 
324	16	0	 
324	17	0	 
324	18	0	 
324	19	0	 
324	20	0	 
324	21	0	 
324	22	0	 
324	23	0	 
324	24	0	 
324	25	0	 
324	26	0	 
324	27	0	 
324	28	0	 
324	29	0	 
325	1	0	 
325	2	1	3
325	3	0	 
325	4	1	3
325	5	1	3
325	6	1	1
325	7	0	 
325	8	0	 
325	9	0	 
325	10	0	 
325	11	1	3
325	12	0	 
325	13	1	3
325	14	0	 
325	15	0	 
325	16	0	 
325	17	0	 
325	18	0	 
325	19	0	 
325	20	0	 
325	21	0	 
325	22	0	 
325	23	0	 
325	24	0	 
325	25	0	 
325	26	0	 
325	27	0	 
325	28	0	 
325	29	0	 
326	1	1	2
326	2	1	3
326	3	0	 
326	4	1	3
326	5	1	3
326	6	0	 
326	7	1	2
326	8	0	 
326	9	0	 
326	10	0	 
326	11	1	2
326	12	0	 
326	13	1	2
326	14	0	 
326	15	1	1
326	16	0	 
326	17	0	 
326	18	0	 
326	19	0	 
326	20	0	 
326	21	0	 
326	22	0	 
326	23	0	 
326	24	0	 
326	25	0	 
326	26	0	 
326	27	1	2
326	28	1	2
326	29	1	3
327	1	1	1
327	2	1	3
327	3	0	 
327	4	1	2
327	5	1	2
327	6	0	 
327	7	0	 
327	8	0	 
327	9	0	 
327	10	0	 
327	11	1	2
327	12	0	 
327	13	1	2
327	14	0	 
327	15	1	2
327	16	0	 
327	17	0	 
327	18	0	 
327	19	0	 
327	20	0	 
327	21	0	 
327	22	0	 
327	23	0	 
327	24	0	 
327	25	1	2
327	26	0	 
327	27	1	2
327	28	0	 
327	29	0	 
328	1	1	3
328	2	1	3
328	3	0	 
328	4	1	2
328	5	1	3
328	6	1	2
328	7	0	 
328	8	1	2
328	9	1	2
328	10	0	 
328	11	1	2
328	12	0	 
328	13	1	3
328	14	1	2
328	15	0	 
328	16	0	 
328	17	0	 
328	18	0	 
328	19	0	 
328	20	0	 
328	21	0	 
328	22	0	 
328	23	0	 
328	24	0	 
328	25	1	2
328	26	1	2
328	27	0	 
328	28	0	 
328	29	1	3
329	1	1	3
329	2	1	3
329	3	1	3
329	4	1	3
329	5	1	3
329	6	1	1
329	7	1	3
329	8	1	2
329	9	0	 
329	10	0	 
329	11	1	2
329	12	1	3
329	13	1	3
329	14	1	3
329	15	1	2
329	16	1	3
329	17	1	3
329	18	1	3
329	19	1	2
329	20	1	3
329	21	1	2
329	22	1	2
329	23	1	3
329	24	1	3
329	25	1	2
329	26	1	3
329	27	1	2
329	28	1	2
329	29	1	3
330	1	1	3
330	2	1	3
330	3	0	 
330	4	1	3
330	5	1	2
330	6	1	1
330	7	0	 
330	8	0	 
330	9	0	 
330	10	0	 
330	11	1	2
330	12	0	 
330	13	1	2
330	14	1	2
330	15	0	 
330	16	0	 
330	17	0	 
330	18	0	 
330	19	0	 
330	20	0	 
330	21	0	 
330	22	0	 
330	23	0	 
330	24	0	 
330	25	0	 
330	26	0	 
330	27	1	2
330	28	1	2
330	29	1	3
331	1	1	3
331	2	1	3
331	3	0	 
331	4	1	3
331	5	1	2
331	6	0	 
331	7	0	 
331	8	0	 
331	9	0	 
331	10	0	 
331	11	1	2
331	12	0	 
331	13	1	3
331	14	0	 
331	15	1	2
331	16	0	 
331	17	0	 
331	18	0	 
331	19	0	 
331	20	0	 
331	21	0	 
331	22	0	 
331	23	0	 
331	24	0	 
331	25	0	 
331	26	0	 
331	27	1	2
331	28	0	 
331	29	0	 
332	1	1	3
332	2	1	3
332	3	0	 
332	4	1	2
332	5	1	2
332	6	1	1
332	7	1	3
332	8	0	 
332	9	0	 
332	10	0	 
332	11	1	3
332	12	0	 
332	13	1	3
332	14	1	2
332	15	0	 
332	16	0	 
332	17	0	 
332	18	0	 
332	19	0	 
332	20	0	 
332	21	0	 
332	22	0	 
332	23	0	 
332	24	0	 
332	25	0	 
332	26	0	 
332	27	1	2
332	28	1	2
332	29	1	2
333	1	1	3
333	2	1	3
333	3	1	3
333	4	1	3
333	5	1	3
333	6	1	2
333	7	1	3
333	8	1	2
333	9	0	 
333	10	0	 
333	11	1	2
333	12	0	 
333	13	1	2
333	14	1	2
333	15	1	2
333	16	1	3
333	17	1	3
333	18	1	3
333	19	1	2
333	20	1	3
333	21	0	 
333	22	1	2
333	23	1	3
333	24	1	3
333	25	0	 
333	26	1	2
333	27	1	3
333	28	1	2
333	29	1	3
334	1	1	2
334	2	1	3
334	3	0	 
334	4	1	3
334	5	1	2
334	6	1	1
334	7	1	3
334	8	0	 
334	9	0	 
334	10	0	 
334	11	1	3
334	12	1	3
334	13	1	3
334	14	1	2
334	15	1	2
334	16	1	2
334	17	0	 
334	18	0	 
334	19	0	 
334	20	1	2
334	21	0	 
334	22	0	 
334	23	0	 
334	24	0	 
334	25	0	 
334	26	0	 
334	27	1	2
334	28	1	2
334	29	1	2
335	1	0	 
335	2	1	3
335	3	0	 
335	4	1	2
335	5	0	 
335	6	0	 
335	7	0	 
335	8	0	 
335	9	0	 
335	10	0	 
335	11	1	2
335	12	0	 
335	13	1	2
335	14	0	 
335	15	0	 
335	16	0	 
335	17	0	 
335	18	0	 
335	19	0	 
335	20	0	 
335	21	0	 
335	22	0	 
335	23	0	 
335	24	0	 
335	25	0	 
335	26	0	 
335	27	0	 
335	28	0	 
335	29	0	 
336	1	0	 
336	2	1	2
336	3	0	 
336	4	1	2
336	5	0	 
336	6	0	 
336	7	0	 
336	8	0	 
336	9	0	 
336	10	0	 
336	11	0	 
336	12	0	 
336	13	0	 
336	14	0	 
336	15	0	 
336	16	0	 
336	17	0	 
336	18	0	 
336	19	0	 
336	20	0	 
336	21	0	 
336	22	0	 
336	23	0	 
336	24	0	 
336	25	0	 
336	26	0	 
336	27	0	 
336	28	0	 
336	29	0	 
337	1	1	2
337	2	1	3
337	3	1	3
337	4	1	3
337	5	1	2
337	6	1	1
337	7	1	3
337	8	1	2
337	9	1	2
337	10	0	 
337	11	1	3
337	12	1	2
337	13	1	3
337	14	1	3
337	15	1	3
337	16	1	3
337	17	1	3
337	18	1	3
337	19	1	3
337	20	1	3
337	21	0	 
337	22	1	3
337	23	1	2
337	24	1	2
337	25	0	 
337	26	1	2
337	27	1	2
337	28	0	 
337	29	1	3
338	1	1	2
338	2	1	3
338	3	1	3
338	4	1	3
338	5	1	3
338	6	1	2
338	7	1	2
338	8	0	 
338	9	1	2
338	10	0	 
338	11	1	3
338	12	0	 
338	13	1	2
338	14	1	3
338	15	1	3
338	16	1	3
338	17	1	3
338	18	1	3
338	19	0	 
338	20	0	 
338	21	0	 
338	22	1	2
338	23	0	 
338	24	0	 
338	25	1	3
338	26	1	3
338	27	1	3
338	28	0	 
338	29	1	3
339	1	1	3
339	2	1	3
339	3	1	3
339	4	1	3
339	5	1	3
339	6	1	1
339	7	1	2
339	8	0	 
339	9	0	 
339	10	0	 
339	11	1	3
339	12	1	3
339	13	1	2
339	14	1	2
339	15	1	3
339	16	1	3
339	17	1	2
339	18	1	3
339	19	1	3
339	20	1	3
339	21	0	 
339	22	1	2
339	23	0	 
339	24	0	 
339	25	1	2
339	26	1	2
339	27	1	3
339	28	1	2
339	29	1	3
340	1	1	2
340	2	1	3
340	3	1	3
340	4	1	3
340	5	1	3
340	6	1	2
340	7	1	3
340	8	0	 
340	9	1	2
340	10	0	 
340	11	1	2
340	12	1	3
340	13	1	2
340	14	1	3
340	15	1	2
340	16	1	3
340	17	1	3
340	18	1	3
340	19	1	3
340	20	1	3
340	21	1	3
340	22	1	3
340	23	1	3
340	24	1	3
340	25	1	3
340	26	1	3
340	27	1	3
340	28	0	 
340	29	1	3
341	1	1	2
341	2	1	3
341	3	1	3
341	4	1	3
341	5	1	2
341	6	1	1
341	7	1	2
341	8	0	 
341	9	0	 
341	10	0	 
341	11	1	2
341	12	1	3
341	13	1	2
341	14	1	3
341	15	1	3
341	16	1	3
341	17	1	3
341	18	1	3
341	19	1	3
341	20	1	3
341	21	0	 
341	22	1	2
341	23	0	 
341	24	1	2
341	25	1	3
341	26	1	3
341	27	1	2
341	28	0	 
341	29	1	3
342	1	0	 
342	2	1	2
342	3	0	 
342	4	1	2
342	5	0	 
342	6	0	 
342	7	0	 
342	8	0	 
342	9	0	 
342	10	0	 
342	11	1	2
342	12	0	 
342	13	1	2
342	14	0	 
342	15	0	 
342	16	0	 
342	17	0	 
342	18	0	 
342	19	0	 
342	20	0	 
342	21	0	 
342	22	0	 
342	23	0	 
342	24	0	 
342	25	0	 
342	26	0	 
342	27	0	 
342	28	0	 
342	29	0	 
343	1	0	 
343	2	1	3
343	3	0	 
343	4	1	2
343	5	0	 
343	6	1	2
343	7	0	 
343	8	0	 
343	9	0	 
343	10	0	 
343	11	1	2
343	12	0	 
343	13	1	2
343	14	0	 
343	15	0	 
343	16	0	 
343	17	0	 
343	18	0	 
343	19	0	 
343	20	0	 
343	21	0	 
343	22	0	 
343	23	0	 
343	24	0	 
343	25	0	 
343	26	0	 
343	27	0	 
343	28	0	 
343	29	0	 
344	1	1	2
344	2	1	3
344	3	1	3
344	4	1	3
344	5	1	3
344	6	1	1
344	7	1	3
344	8	0	 
344	9	0	 
344	10	0	 
344	11	1	2
344	12	0	 
344	13	1	2
344	14	1	2
344	15	1	2
344	16	1	2
344	17	1	2
344	18	1	2
344	19	1	2
344	20	1	2
344	21	0	 
344	22	1	2
344	23	0	 
344	24	1	2
344	25	1	2
344	26	1	2
344	27	1	2
344	28	0	 
344	29	1	3
345	1	0	 
345	2	1	3
345	3	0	 
345	4	1	3
345	5	1	2
345	6	1	1
345	7	0	 
345	8	0	 
345	9	0	 
345	10	0	 
345	11	1	2
345	12	0	 
345	13	1	2
345	14	0	 
345	15	0	 
345	16	0	 
345	17	0	 
345	18	0	 
345	19	0	 
345	20	0	 
345	21	0	 
345	22	0	 
345	23	0	 
345	24	0	 
345	25	0	 
345	26	0	 
345	27	0	 
345	28	1	2
345	29	0	 
346	1	1	2
346	2	1	3
346	3	1	3
346	4	1	3
346	5	1	3
346	6	1	1
346	7	1	2
346	8	0	 
346	9	1	2
346	10	0	 
346	11	1	2
346	12	1	3
346	13	1	2
346	14	1	3
346	15	1	3
346	16	1	3
346	17	1	3
346	18	1	3
346	19	1	3
346	20	1	3
346	21	1	2
346	22	1	3
346	23	1	3
346	24	1	3
346	25	1	2
346	26	1	3
346	27	1	2
346	28	0	 
346	29	1	3
347	1	1	2
347	2	1	3
347	3	1	3
347	4	1	2
347	5	1	2
347	6	1	1
347	7	1	2
347	8	0	 
347	9	0	 
347	10	0	 
347	11	1	2
347	12	1	2
347	13	1	3
347	14	1	3
347	15	1	2
347	16	1	2
347	17	1	2
347	18	1	3
347	19	1	2
347	20	1	3
347	21	0	 
347	22	1	2
347	23	1	2
347	24	1	2
347	25	1	2
347	26	1	2
347	27	1	2
347	28	0	 
347	29	1	3
348	1	1	2
348	2	1	3
348	3	0	 
348	4	1	2
348	5	1	2
348	6	1	1
348	7	0	 
348	8	0	 
348	9	0	 
348	10	0	 
348	11	1	2
348	12	0	 
348	13	1	2
348	14	1	2
348	15	1	2
348	16	1	2
348	17	0	 
348	18	0	 
348	19	0	 
348	20	0	 
348	21	0	 
348	22	0	 
348	23	0	 
348	24	0	 
348	25	1	2
348	26	0	 
348	27	1	2
348	28	0	 
348	29	0	 
349	1	0	 
349	2	1	2
349	3	0	 
349	4	1	2
349	5	1	2
349	6	0	 
349	7	0	 
349	8	0	 
349	9	0	 
349	10	0	 
349	11	1	2
349	12	0	 
349	13	1	2
349	14	0	 
349	15	0	 
349	16	0	 
349	17	0	 
349	18	0	 
349	19	0	 
349	20	0	 
349	21	0	 
349	22	0	 
349	23	0	 
349	24	0	 
349	25	0	 
349	26	0	 
349	27	0	 
349	28	0	 
349	29	0	 
350	1	1	2
350	2	1	3
350	3	0	 
350	4	1	2
350	5	1	2
350	6	1	1
350	7	1	2
350	8	0	 
350	9	0	 
350	10	0	 
350	11	1	2
350	12	0	 
350	13	1	2
350	14	0	 
350	15	1	2
350	16	0	 
350	17	0	 
350	18	0	 
350	19	0	 
350	20	0	 
350	21	0	 
350	22	0	 
350	23	0	 
350	24	0	 
350	25	0	 
350	26	0	 
350	27	1	2
350	28	1	2
350	29	1	3
351	1	0	 
351	2	1	3
351	3	0	 
351	4	1	3
351	5	1	3
351	6	1	1
351	7	0	 
351	8	0	 
351	9	0	 
351	10	0	 
351	11	1	3
351	12	0	 
351	13	1	2
351	14	0	 
351	15	1	3
351	16	0	 
351	17	1	3
351	18	0	 
351	19	0	 
351	20	0	 
351	21	0	 
351	22	0	 
351	23	0	 
351	24	0	 
351	25	0	 
351	26	0	 
351	27	1	2
351	28	1	2
351	29	0	 
401	1	1	2
401	2	1	3
401	3	0	 
401	4	1	3
401	5	1	2
401	6	1	1
401	7	0	 
401	8	0	 
401	9	0	 
401	10	0	 
401	11	1	3
401	12	0	 
401	13	1	3
401	14	0	 
401	15	1	3
401	16	1	3
401	17	0	 
401	18	0	 
401	19	0	 
401	20	0	 
401	21	0	 
401	22	0	 
401	23	0	 
401	24	0	 
401	25	0	 
401	26	0	 
401	27	0	 
401	28	1	2
401	29	0	 
402	1	0	 
402	2	1	2
402	3	0	 
402	4	1	2
402	5	0	 
402	6	0	 
402	7	0	 
402	8	0	 
402	9	0	 
402	10	0	 
402	11	0	 
402	12	0	 
402	13	1	3
402	14	0	 
402	15	0	 
402	16	0	 
402	17	0	 
402	18	0	 
402	19	0	 
402	20	0	 
402	21	0	 
402	22	0	 
402	23	0	 
402	24	0	 
402	25	0	 
402	26	0	 
402	27	0	 
402	28	0	 
402	29	0	 
403	1	0	 
403	2	1	3
403	3	1	3
403	4	1	3
403	5	0	 
403	6	1	1
403	7	1	3
403	8	0	 
403	9	0	 
403	10	0	 
403	11	0	 
403	12	1	3
403	13	1	2
403	14	1	3
403	15	1	3
403	16	1	3
403	17	0	 
403	18	0	 
403	19	0	 
403	20	0	 
403	21	0	 
403	22	0	 
403	23	0	 
403	24	0	 
403	25	0	 
403	26	0	 
403	27	1	3
403	28	1	2
403	29	1	3
404	1	0	 
404	2	1	3
404	3	0	 
404	4	1	3
404	5	0	 
404	6	1	2
404	7	0	 
404	8	0	 
404	9	0	 
404	10	0	 
404	11	0	 
404	12	0	 
404	13	1	2
404	14	1	2
404	15	0	 
404	16	0	 
404	17	0	 
404	18	0	 
404	19	0	 
404	20	0	 
404	21	0	 
404	22	0	 
404	23	0	 
404	24	0	 
404	25	0	 
404	26	0	 
404	27	1	3
404	28	0	 
404	29	0	 
406	1	1	2
406	2	1	3
406	3	1	2
406	4	1	3
406	5	1	3
406	6	1	2
406	7	1	3
406	8	1	2
406	9	1	2
406	10	1	3
406	11	1	2
406	12	1	2
406	13	1	2
406	14	1	2
406	15	1	3
406	16	1	3
406	17	1	2
406	18	1	3
406	19	1	3
406	20	1	3
406	21	1	3
406	22	0	 
406	23	1	3
406	24	1	3
406	25	1	2
406	26	1	3
406	27	1	3
406	28	1	2
406	29	1	3
407	1	0	 
407	2	1	2
407	3	0	 
407	4	1	2
407	5	0	 
407	6	0	 
407	7	0	 
407	8	0	 
407	9	0	 
407	10	0	 
407	11	1	3
407	12	0	 
407	13	1	2
407	14	0	 
407	15	0	 
407	16	0	 
407	17	0	 
407	18	0	 
407	19	0	 
407	20	0	 
407	21	0	 
407	22	0	 
407	23	0	 
407	24	0	 
407	25	0	 
407	26	0	 
407	27	0	 
407	28	0	 
407	29	0	 
408	1	0	 
408	2	1	2
408	3	0	 
408	4	1	3
408	5	0	 
408	6	1	2
408	7	0	 
408	8	0	 
408	9	0	 
408	10	0	 
408	11	0	 
408	12	0	 
408	13	1	2
408	14	0	 
408	15	0	 
408	16	0	 
408	17	0	 
408	18	0	 
408	19	0	 
408	20	0	 
408	21	0	 
408	22	0	 
408	23	0	 
408	24	0	 
408	25	0	 
408	26	0	 
408	27	0	 
408	28	0	 
408	29	0	 
409	1	0	 
409	2	1	2
409	3	1	2
409	4	1	2
409	5	1	3
409	6	1	1
409	7	1	3
409	8	1	3
409	9	0	 
409	10	0	 
409	11	0	 
409	12	1	2
409	13	1	2
409	14	0	 
409	15	1	3
409	16	1	3
409	17	0	 
409	18	1	2
409	19	1	2
409	20	1	2
409	21	1	2
409	22	0	 
409	23	0	 
409	24	1	2
409	25	1	2
409	26	1	2
409	27	0	 
409	28	0	 
409	29	1	3
410	1	0	 
410	2	1	2
410	3	0	 
410	4	1	2
410	5	0	 
410	6	1	1
410	7	0	 
410	8	0	 
410	9	0	 
410	10	0	 
410	11	0	 
410	12	0	 
410	13	1	2
410	14	0	 
410	15	0	 
410	16	0	 
410	17	0	 
410	18	0	 
410	19	0	 
410	20	0	 
410	21	0	 
410	22	0	 
410	23	0	 
410	24	0	 
410	25	0	 
410	26	0	 
410	27	0	 
410	28	0	 
410	29	0	 
411	1	0	 
411	2	1	3
411	3	0	 
