PLACEID	SCPRIDR4	PRBLCTLY
347	1	1
347	2	0
347	3	0
347	4	0
347	5	0
347	6	0
347	7	0
347	8	1
347	9	0
347	11	0
347	12	0
348	1	0
348	2	0
348	3	0
348	4	0
348	5	0
348	6	0
348	7	0
348	8	1
348	9	0
348	11	0
348	12	0
349	1	0
349	2	0
349	3	0
349	4	0
349	5	0
349	6	0
349	7	0
349	8	1
349	9	0
349	11	0
349	12	0
350	1	1
350	2	1
350	3	0
350	4	0
350	5	0
350	6	0
350	7	0
350	8	1
350	9	0
350	11	0
350	12	0
351	1	1
351	2	1
351	3	0
351	4	0
351	5	0
351	6	0
351	7	0
351	8	1
351	9	0
351	11	0
351	12	0
401	1	0
401	2	0
401	3	0
401	4	0
401	5	0
401	6	0
401	7	0
401	8	1
401	9	0
401	11	0
401	12	0
402	1	0
402	2	0
402	3	0
402	4	0
402	5	0
402	6	0
402	7	0
402	8	1
402	9	0
402	11	0
402	12	0
403	1	0
403	2	0
403	3	0
403	4	0
403	5	1
403	6	0
403	7	0
403	8	1
403	9	1
403	11	0
403	12	0
404	1	0
404	2	0
404	3	0
404	4	0
404	5	0
404	6	0
404	7	0
404	8	1
404	9	0
404	11	0
404	12	0
406	1	0
406	2	0
406	3	0
406	4	0
406	5	0
406	6	0
406	7	0
406	8	1
406	9	0
406	11	0
406	12	0
407	1	0
407	2	0
407	3	0
407	4	0
407	5	0
407	6	0
407	7	0
407	8	1
407	9	0
407	11	0
407	12	0
408	1	0
408	2	0
408	3	0
408	4	0
408	5	0
408	6	0
408	7	0
408	8	1
408	9	0
408	11	0
408	12	0
409	1	0
409	2	1
409	3	0
409	4	0
409	5	0
409	6	0
409	7	0
409	8	1
409	9	0
409	11	0
409	12	0
410	1	0
410	2	0
410	3	0
410	4	0
410	5	0
410	6	0
410	7	0
410	8	1
410	9	0
410	11	0
410	12	0
411	1	0
411	2	0
411	3	0
411	4	0
411	5	0
411	6	0
411	7	0
411	8	1
411	9	0
411	11	0
411	12	0
412	1	1
412	2	0
412	3	0
412	4	0
412	5	0
412	6	1
412	7	0
412	8	1
412	9	0
412	11	0
412	12	0
413	1	0
413	2	0
413	3	0
413	4	0
413	5	1
413	6	0
413	7	0
413	8	1
413	9	0
413	11	0
413	12	0
414	1	0
414	2	0
414	3	0
414	4	0
414	5	0
414	6	0
414	7	0
414	8	1
414	9	0
414	11	0
414	12	0
415	1	0
415	2	0
415	3	0
415	4	0
415	5	0
415	6	0
415	7	0
415	8	0
415	9	0
415	11	0
415	12	0
416	1	0
416	2	0
416	3	0
416	4	0
416	5	1
416	6	0
416	7	0
416	8	1
416	9	0
416	11	0
416	12	0
417	1	1
417	2	0
417	3	0
417	4	0
417	5	1
417	6	0
417	7	0
417	8	1
417	9	0
417	11	0
417	12	0
418	1	0
418	2	0
418	3	0
418	4	0
418	5	0
418	6	0
418	7	0
418	8	1
418	9	0
418	11	0
418	12	0
419	1	0
419	2	0
419	3	0
419	4	0
419	5	1
419	6	0
419	7	0
419	8	1
419	9	0
419	11	0
419	12	0
420	1	1
420	2	0
420	3	0
420	4	0
420	5	1
420	6	0
420	7	0
420	8	1
420	9	0
420	11	0
420	12	0
421	1	0
421	2	0
421	3	0
421	4	0
421	5	1
421	6	0
421	7	1
421	8	0
421	9	0
421	11	0
421	12	0
422	1	0
422	2	0
422	3	0
422	4	0
422	5	0
422	6	0
422	7	0
422	8	1
422	9	0
422	11	0
422	12	0
423	1	0
423	2	0
423	3	0
423	4	0
423	5	1
423	6	0
423	7	0
423	8	1
423	9	0
423	11	0
423	12	0
424	1	0
424	2	0
424	3	0
424	4	0
424	5	1
424	6	0
424	7	0
424	8	1
424	9	0
424	11	0
424	12	0
425	1	0
425	2	0
425	3	0
425	4	0
425	5	0
425	6	0
425	7	0
425	8	1
425	9	0
425	11	0
425	12	0
426	1	0
426	2	0
426	3	0
426	4	0
426	5	0
426	6	0
426	7	0
426	8	0
426	9	0
426	11	0
426	12	0
427	1	0
427	2	0
427	3	0
427	4	0
427	5	1
427	6	0
427	7	0
427	8	1
427	9	0
427	11	0
427	12	0
428	1	1
428	2	0
428	3	1
428	4	1
428	5	1
428	6	1
428	7	1
428	8	1
428	9	1
428	11	0
428	12	0
429	1	1
429	2	0
429	3	1
429	4	1
429	5	1
429	6	1
429	7	1
429	8	1
429	9	1
429	11	0
429	12	0
430	1	1
430	2	0
430	3	0
430	4	1
430	5	1
430	6	0
430	7	0
430	8	1
430	9	1
430	11	0
430	12	0
431	1	0
431	2	0
431	3	0
431	4	0
431	5	0
431	6	0
431	7	0
431	8	0
431	9	0
431	11	0
431	12	0
432	1	1
432	2	0
432	3	0
432	4	0
432	5	1
432	6	0
432	7	1
432	8	0
432	9	1
432	11	0
432	12	0
433	1	0
433	2	0
433	3	0
433	4	0
433	5	1
433	6	0
433	7	0
433	8	1
433	9	0
433	11	0
433	12	0
434	1	0
434	2	0
434	3	0
434	4	0
434	5	0
434	6	0
434	7	0
434	8	1
434	9	0
434	11	0
434	12	0
435	1	0
435	2	0
435	3	0
435	4	0
435	5	1
435	6	0
435	7	0
435	8	1
435	9	0
435	11	0
435	12	0
436	1	0
436	2	0
436	3	0
436	4	0
436	5	1
436	6	0
436	7	1
436	8	1
436	9	0
436	11	0
436	12	0
437	1	0
437	2	0
437	3	0
437	4	0
437	5	0
437	6	0
437	7	0
437	8	0
437	9	0
437	11	0
437	12	0
438	1	1
438	2	0
438	3	0
438	4	0
438	5	0
438	6	0
438	7	0
438	8	1
438	9	0
438	11	0
438	12	0
439	1	0
439	2	0
439	3	0
439	4	0
439	5	1
439	6	1
439	7	0
439	8	1
439	9	0
439	11	0
439	12	0
440	1	0
440	2	0
440	3	0
440	4	0
440	5	1
440	6	0
440	7	0
440	8	1
440	9	0
440	11	0
440	12	0
441	1	0
441	2	0
441	3	0
441	4	0
441	5	0
441	6	1
441	7	0
441	8	1
441	9	0
441	11	0
441	12	0
442	1	0
442	2	0
442	3	0
442	4	0
442	5	1
442	6	0
442	7	1
442	8	1
442	9	0
442	11	0
442	12	0
443	1	0
443	2	0
443	3	0
443	4	0
443	5	0
443	6	0
443	7	0
443	8	0
443	9	0
443	11	0
443	12	0
445	1	0
445	2	0
445	3	0
445	4	0
445	5	0
445	6	0
445	7	0
445	8	0
445	9	0
445	11	0
445	12	0
446	1	1
446	2	0
446	3	0
446	4	1
446	5	1
446	6	0
446	7	0
446	8	1
446	9	1
446	11	0
446	12	0
447	1	0
447	2	0
447	3	0
447	4	0
447	5	0
447	6	0
447	7	0
447	8	1
447	9	0
447	11	0
447	12	0
448	1	0
448	2	0
448	3	0
448	4	0
448	5	0
448	6	0
448	7	0
448	8	0
448	9	0
448	11	0
448	12	0
449	1	1
449	2	1
449	3	1
449	4	0
449	5	1
449	6	1
449	7	1
449	8	1
449	9	1
449	11	0
449	12	0
450	1	1
450	2	1
450	3	0
450	4	1
450	5	0
450	6	0
450	7	0
450	8	1
450	9	0
450	11	0
450	12	0
501	1	0
501	2	1
501	3	0
501	4	0
501	5	0
501	6	0
501	7	0
501	8	1
501	9	0
501	11	0
501	12	0
502	1	1
502	2	0
502	3	1
502	4	0
502	5	0
502	6	0
502	7	0
502	8	1
502	9	0
502	11	0
502	12	0
503	1	1
503	2	1
503	3	1
503	4	1
503	5	1
503	6	0
503	7	0
503	8	1
503	9	1
503	11	1
503	12	0
504	1	0
504	2	0
504	3	0
504	4	0
504	5	0
504	6	0
504	7	0
504	8	1
504	9	0
504	11	0
504	12	0
505	1	1
505	2	1
505	3	0
505	4	0
505	5	0
505	6	0
505	7	0
505	8	1
505	9	0
505	11	0
505	12	0
506	1	0
506	2	0
506	3	0
506	4	0
506	5	0
506	6	0
506	7	0
506	8	1
506	9	0
506	11	0
506	12	0
507	1	1
507	2	1
507	3	0
507	4	0
507	5	0
507	6	0
507	7	0
507	8	1
507	9	0
507	11	0
507	12	0
508	1	0
508	2	0
508	3	0
508	4	0
508	5	0
508	6	0
508	7	0
508	8	1
508	9	0
508	11	0
508	12	0
509	1	1
509	2	1
509	3	0
509	4	0
509	5	0
509	6	0
509	7	0
509	8	0
509	9	0
509	11	0
509	12	0
510	1	0
510	2	0
510	3	0
510	4	0
510	5	0
510	6	0
510	7	0
510	8	1
510	9	0
510	11	0
510	12	0
511	1	1
511	2	0
511	3	0
511	4	0
511	5	0
511	6	0
511	7	0
511	8	1
511	9	0
511	11	0
511	12	0
512	1	0
512	2	1
512	3	0
512	4	0
512	5	1
512	6	0
512	7	1
512	8	1
512	9	0
512	11	0
512	12	0
513	1	0
513	2	1
513	3	0
513	4	0
513	5	0
513	6	0
513	7	0
513	8	1
513	9	0
513	11	0
513	12	0
514	1	1
514	2	0
514	3	0
514	4	0
514	5	0
514	6	0
514	7	0
514	8	0
514	9	1
514	11	0
514	12	0
515	1	1
515	2	0
515	3	1
515	4	0
515	5	0
515	6	0
515	7	0
515	8	1
515	9	0
515	11	0
515	12	0
516	1	1
516	2	0
516	3	0
516	4	0
516	5	0
516	6	0
516	7	0
516	8	1
516	9	0
516	11	0
516	12	0
517	1	0
517	2	1
517	3	0
517	4	0
517	5	0
517	6	0
517	7	0
517	8	1
517	9	0
517	11	0
517	12	0
518	1	1
518	2	0
518	3	0
518	4	0
518	5	0
518	6	0
518	7	0
518	8	1
518	9	0
518	11	0
518	12	0
519	1	0
519	2	1
519	3	0
519	4	0
519	5	0
519	6	0
519	7	0
519	8	1
519	9	0
519	11	0
519	12	0
520	1	1
520	2	1
520	3	0
520	4	0
520	5	0
520	6	0
520	7	1
520	8	0
520	9	0
520	11	0
520	12	0
521	1	0
521	2	0
521	3	0
521	4	0
521	5	0
521	6	0
521	7	0
521	8	1
521	9	0
521	11	0
521	12	0
522	1	1
522	2	0
522	3	0
522	4	0
522	5	0
522	6	0
522	7	0
522	8	1
522	9	0
522	11	0
522	12	0
523	1	0
523	2	0
523	3	0
523	4	0
523	5	0
523	6	0
523	7	0
523	8	1
523	9	0
523	11	0
523	12	0
524	1	0
524	2	0
524	3	0
524	4	0
524	5	0
524	6	0
524	7	0
524	8	1
524	9	0
524	11	0
524	12	0
525	1	0
525	2	1
525	3	0
525	4	0
525	5	0
525	6	0
525	7	0
525	8	1
525	9	0
525	11	0
525	12	0
526	1	1
526	2	0
526	3	0
526	4	0
526	5	0
526	6	0
526	7	0
526	8	1
526	9	0
526	11	0
526	12	0
527	1	1
527	2	1
527	3	0
527	4	0
527	5	0
527	6	0
527	7	0
527	8	1
527	9	0
527	11	0
527	12	0
528	1	0
528	2	1
528	3	0
528	4	0
528	5	0
528	6	0
528	7	0
528	8	1
528	9	0
528	11	0
528	12	0
529	1	1
529	2	0
529	3	0
529	4	0
529	5	0
529	6	0
529	7	0
529	8	1
529	9	0
529	11	0
529	12	0
530	1	1
530	2	1
530	3	0
530	4	0
530	5	0
530	6	0
530	7	0
530	8	1
530	9	0
530	11	0
530	12	0
531	1	1
531	2	1
531	3	0
531	4	0
531	5	0
531	6	0
531	7	0
531	8	1
531	9	0
531	11	0
531	12	0
532	1	1
532	2	0
532	3	1
532	4	0
532	5	0
532	6	0
532	7	1
532	8	0
532	9	0
532	11	0
532	12	0
533	1	0
533	2	0
533	3	0
533	4	0
533	5	0
533	6	0
533	7	0
533	8	1
533	9	0
533	11	0
533	12	0
534	1	1
534	2	1
534	3	0
534	4	0
534	5	0
534	6	0
534	7	0
534	8	1
534	9	0
534	11	0
534	12	0
535	1	0
535	2	0
535	3	0
535	4	0
535	5	0
535	6	0
535	7	0
535	8	1
535	9	0
535	11	0
535	12	0
536	1	1
536	2	0
536	3	0
536	4	0
536	5	0
536	6	0
536	7	0
536	8	1
536	9	0
536	11	0
536	12	0
537	1	1
537	2	1
537	3	0
537	4	0
537	5	0
537	6	0
537	7	0
537	8	1
537	9	0
537	11	0
537	12	0
538	1	1
538	2	1
538	3	0
538	4	0
538	5	0
538	6	0
538	7	0
538	8	1
538	9	0
538	11	0
538	12	0
539	1	0
539	2	0
539	3	0
539	4	0
539	5	0
539	6	0
539	7	0
539	8	1
539	9	0
539	11	0
539	12	0
540	1	0
540	2	0
540	3	0
540	4	0
540	5	0
540	6	0
540	7	0
540	8	1
540	9	0
540	11	0
540	12	0
541	1	1
541	2	1
541	3	0
541	4	0
541	5	0
541	6	0
541	7	0
541	8	1
541	9	1
541	11	0
541	12	0
542	1	1
542	2	1
542	3	0
542	4	0
542	5	0
542	6	0
542	7	0
542	8	1
542	9	0
542	11	0
542	12	0
601	1	0
601	2	0
601	3	0
601	4	0
601	5	0
601	6	0
601	7	0
601	8	1
601	9	0
601	11	0
601	12	0
602	1	0
602	2	0
602	3	0
602	4	0
602	5	0
602	6	0
602	7	0
602	8	1
602	9	0
602	11	0
602	12	0
603	1	0
603	2	0
603	3	0
603	4	0
603	5	0
603	6	0
603	7	0
603	8	1
603	9	0
603	11	0
603	12	0
604	1	0
604	2	0
604	3	0
604	4	0
604	5	0
604	6	0
604	7	0
604	8	1
604	9	0
604	11	0
604	12	0
605	1	1
605	2	0
605	3	0
605	4	0
605	5	0
605	6	0
605	7	0
605	8	1
605	9	0
605	11	0
605	12	0
606	1	0
606	2	1
606	3	0
606	4	0
606	5	1
606	6	0
606	7	0
606	8	1
606	9	0
606	11	0
606	12	0
607	1	0
607	2	0
607	3	0
607	4	0
607	5	0
607	6	0
607	7	0
607	8	1
607	9	0
607	11	0
607	12	0
608	1	0
608	2	0
608	3	0
608	4	0
608	5	0
608	6	0
608	7	0
608	8	1
608	9	0
608	11	0
608	12	0
609	1	1
609	2	0
609	3	0
609	4	0
609	5	1
609	6	0
609	7	0
609	8	1
609	9	0
609	11	0
609	12	0
610	1	1
610	2	1
610	3	0
610	4	0
610	5	1
610	6	0
610	7	0
610	8	1
610	9	1
610	11	0
610	12	0
611	1	1
611	2	0
611	3	0
611	4	0
611	5	0
611	6	0
611	7	0
611	8	1
611	9	0
611	11	0
611	12	0
612	1	0
612	2	0
612	3	0
612	4	0
612	5	0
612	6	0
612	7	0
612	8	1
612	9	0
612	11	0
612	12	0
613	1	0
613	2	0
613	3	0
613	4	0
613	5	0
613	6	0
613	7	0
613	8	1
613	9	0
613	11	0
613	12	0
614	1	0
614	2	0
614	3	0
614	4	0
614	5	0
614	6	0
614	7	0
614	8	1
614	9	0
614	11	0
614	12	0
615	1	0
615	2	0
615	3	0
615	4	0
615	5	0
615	6	0
615	7	0
615	8	1
615	9	0
615	11	0
615	12	0
616	1	0
616	2	0
616	3	0
616	4	0
616	5	0
616	6	0
616	7	0
616	8	1
616	9	0
616	11	0
616	12	0
617	1	1
617	2	1
617	3	0
617	4	0
617	5	0
617	6	0
617	7	0
617	8	1
617	9	0
617	11	0
617	12	0
618	1	0
618	2	0
618	3	0
618	4	0
618	5	0
618	6	0
618	7	0
618	8	1
618	9	0
618	11	0
618	12	0
619	1	1
619	2	1
619	3	1
619	4	0
619	5	1
619	6	0
619	7	0
619	8	1
619	9	0
619	11	0
619	12	0
620	1	1
620	2	0
620	3	0
620	4	0
620	5	1
620	6	0
620	7	0
620	8	1
620	9	0
620	11	0
620	12	0
621	1	1
621	2	1
621	3	0
621	4	0
621	5	1
621	6	0
621	7	0
621	8	1
621	9	0
621	11	0
621	12	0
622	1	0
622	2	0
622	3	0
622	4	0
622	5	1
622	6	0
622	7	0
622	8	1
622	9	0
622	11	0
622	12	0
623	1	0
623	2	0
623	3	0
623	4	0
623	5	0
623	6	1
623	7	0
623	8	0
623	9	0
623	11	0
623	12	0
624	1	1
624	2	0
624	3	0
624	4	0
624	5	0
624	6	0
624	7	0
624	8	1
624	9	0
624	11	0
624	12	0
625	1	0
625	2	0
625	3	0
625	4	0
625	5	0
625	6	0
625	7	0
625	8	1
625	9	0
625	11	0
625	12	0
626	1	1
626	2	0
626	3	0
626	4	0
626	5	0
626	6	0
626	7	0
626	8	1
626	9	0
626	11	0
626	12	0
628	1	0
628	2	0
628	3	0
628	4	0
628	5	0
628	6	0
628	7	0
628	8	1
628	9	0
628	11	0
628	12	0
629	1	0
629	2	0
629	3	1
629	4	0
629	5	1
629	6	0
629	7	0
629	8	1
629	9	0
629	11	0
629	12	0
630	1	0
630	2	0
630	3	0
630	4	0
630	5	0
630	6	0
630	7	0
630	8	1
630	9	0
630	11	0
630	12	0
631	1	0
631	2	0
631	3	1
631	4	0
631	5	0
631	6	0
631	7	0
631	8	1
631	9	0
631	11	0
631	12	0
632	1	0
632	2	0
632	3	1
632	4	0
632	5	1
632	6	0
632	7	0
632	8	1
632	9	0
632	11	0
632	12	0
633	1	1
633	2	1
633	3	0
633	4	0
633	5	0
633	6	0
633	7	0
633	8	1
633	9	0
633	11	0
633	12	0
634	1	0
634	2	0
634	3	0
634	4	0
634	5	0
634	6	0
634	7	0
634	8	1
634	9	0
634	11	0
634	12	0
635	1	1
635	2	1
635	3	1
635	4	0
635	5	0
635	6	0
635	7	0
635	8	1
635	9	0
635	11	0
635	12	0
636	1	0
636	2	0
636	3	0
636	4	0
636	5	0
636	6	0
636	7	1
636	8	0
636	9	0
636	11	0
636	12	0
637	1	0
637	2	0
637	3	0
637	4	0
637	5	0
637	6	0
637	7	0
637	8	1
637	9	0
637	11	0
637	12	0
638	1	1
638	2	0
638	3	0
638	4	0
638	5	0
638	6	1
638	7	0
638	8	1
638	9	0
638	11	0
638	12	0
639	1	0
639	2	0
639	3	0
639	4	0
639	5	0
639	6	0
639	7	0
639	8	1
639	9	0
639	11	0
639	12	0
640	1	1
640	2	0
640	3	0
640	4	0
640	5	0
640	6	0
640	7	0
640	8	1
640	9	0
640	11	0
640	12	0
641	1	1
641	2	0
641	3	1
641	4	1
641	5	0
641	6	0
641	7	0
641	8	1
641	9	0
641	11	0
641	12	0
642	1	0
642	2	0
642	3	0
642	4	0
642	5	0
642	6	0
642	7	0
642	8	0
642	9	0
642	11	0
642	12	0
701	1	0
701	2	0
701	3	0
701	4	0
701	5	0
701	6	0
701	7	0
701	8	1
701	9	0
701	11	0
701	12	0
702	1	0
702	2	0
702	3	0
702	4	0
702	5	0
702	6	0
702	7	0
702	8	1
702	9	0
702	11	0
702	12	0
703	1	0
703	2	0
703	3	0
703	4	0
703	5	0
703	6	0
703	7	0
703	8	1
703	9	0
703	11	0
703	12	0
704	1	0
704	2	0
704	3	0
704	4	0
704	5	0
704	6	0
704	7	0
704	8	1
704	9	0
704	11	0
704	12	0
705	1	0
705	2	0
705	3	0
705	4	0
705	5	0
705	6	0
705	7	0
705	8	1
705	9	0
705	11	0
705	12	0
706	1	0
706	2	0
706	3	0
706	4	0
706	5	0
706	6	0
706	7	0
706	8	1
706	9	0
706	11	0
706	12	0
707	1	0
707	2	0
707	3	0
707	4	0
707	5	0
707	6	0
707	7	0
707	8	1
707	9	0
707	11	0
707	12	0
708	1	0
708	2	0
708	3	0
708	4	0
708	5	0
708	6	0
708	7	0
708	8	1
708	9	0
708	11	0
708	12	0
709	1	0
709	2	0
709	3	0
709	4	0
709	5	0
709	6	0
709	7	0
709	8	1
709	9	0
709	11	0
709	12	0
710	1	0
710	2	0
710	3	0
710	4	0
710	5	0
710	6	0
710	7	1
710	8	0
710	9	0
710	11	0
710	12	0
711	1	0
711	2	0
711	3	0
711	4	0
711	5	0
711	6	0
711	7	0
711	8	1
711	9	0
711	11	0
711	12	0
712	1	0
712	2	0
712	3	0
712	4	0
712	5	0
712	6	0
712	7	0
712	8	1
712	9	0
712	11	0
712	12	0
713	1	0
713	2	0
713	3	0
713	4	0
713	5	0
713	6	0
713	7	0
713	8	1
713	9	0
713	11	0
713	12	0
715	1	0
715	2	0
715	3	0
715	4	0
715	5	0
715	6	0
715	7	0
715	8	1
715	9	0
715	11	0
715	12	0
716	1	0
716	2	0
716	3	0
716	4	0
716	5	0
716	6	0
716	7	0
716	8	1
716	9	0
716	11	0
716	12	0
717	1	0
717	2	0
717	3	0
717	4	0
717	5	0
717	6	0
717	7	0
717	8	1
717	9	0
717	11	0
717	12	0
718	1	0
718	2	0
718	3	0
718	4	0
718	5	0
718	6	0
718	7	0
718	8	1
718	9	0
718	11	0
718	12	0
719	1	0
719	2	0
719	3	0
719	4	0
719	5	0
719	6	0
719	7	0
719	8	1
719	9	0
719	11	0
719	12	0
720	1	0
720	2	0
720	3	0
720	4	0
720	5	0
720	6	0
720	7	0
720	8	1
720	9	0
720	11	0
720	12	0
721	1	0
721	2	0
721	3	0
721	4	0
721	5	0
721	6	0
721	7	0
721	8	1
721	9	0
721	11	0
721	12	0
722	1	0
722	2	0
722	3	0
722	4	0
722	5	0
722	6	0
722	7	0
722	8	1
722	9	0
722	11	0
722	12	0
723	1	0
723	2	0
723	3	0
723	4	0
723	5	0
723	6	0
723	7	0
723	8	1
723	9	0
723	11	0
723	12	0
724	1	0
724	2	0
724	3	0
724	4	0
724	5	0
724	6	0
724	7	0
724	8	1
724	9	0
724	11	0
724	12	0
725	1	0
725	2	0
725	3	0
725	4	0
725	5	0
725	6	0
725	7	0
725	8	1
725	9	0
725	11	0
725	12	0
726	1	1
726	2	1
726	3	0
726	4	0
726	5	0
726	6	0
726	7	0
726	8	1
726	9	0
726	11	0
726	12	0
727	1	0
727	2	0
727	3	0
727	4	0
727	5	0
727	6	0
727	7	0
727	8	1
727	9	0
727	11	0
727	12	0
728	1	1
728	2	0
728	3	0
728	4	0
728	5	0
728	6	0
728	7	0
728	8	1
728	9	0
728	11	0
728	12	0
729	1	0
729	2	0
729	3	0
729	4	0
729	5	0
729	6	0
729	7	0
729	8	1
729	9	0
729	11	0
729	12	0
730	1	0
730	2	0
730	3	0
730	4	0
730	5	0
730	6	0
730	7	0
730	8	1
730	9	0
730	11	0
730	12	0
731	1	0
731	2	0
731	3	0
731	4	0
