PLACEID	STRTDINT	DISTRID	CLUSTID	MAPLOC	CHRINF1	CHRINF2	CHRINF3	POPSIZE	PAVEDN	EARTHN	UNPAVEDN	TRACKSN	RIVERN	RAILN	OTTRANN	MAINRTR4	FACTORY	KNDFACE1	NTRLDIST	SOCINF1	SOCINF2	SOCINF3	ACCINF1	ACCINF2	ACCINF3	ECNINF1	ECNINF2	ECNINF3	LPRINF1	LPRINF2	LPRINF3	LPRINF4	LPRINF5	LPRINF6	LPRINF7	LPRINF8	LPRINF9	LPRINF10
351	05/03/2014 15:24:57	MAHABUBNAGAR	99	0	1	2	3	1860	0	0	1	0	0	0	0	3	0	 	1	1	2	3	1	2	3	1	2	3	4	5	6	7	8	9	10	11	12	13
401	01/11/2013 19:39:36	SRIKAKULAM	99	0	1	2	5	1000	0	0	1	0	0	0	0	3	0	 	1	3	7	2	6	3	1	2	5	4	8	10	15	12	13	30	17	24	30	20
402	24/09/2013 11:53:27	SRIKAKULAM	99	0	5	4	2	1200	1	1	0	1	0	0	0	2	0	 	1	2	5	6	2	4	5	3	4	1	5	9	10	13	15	17	18	20	22	26
403	16/03/2014 22:56:42	GANJAM   ORISSA STATE	99	0	3	6	8	7000	0	0	1	0	0	0	0	3	0	 	1	1	2	3	4	5	6	3	5	7	9	11	13	15	17	19	21	21	23	25
404	29/10/2013 09:28:37	SRIKAKULAM	99	0	1	3	7	500	0	0	1	0	0	0	0	3	1	8	1	1	3	2	1	3	2	1	4	7	8	9	11	13	16	18	20	22	24	27
406	24/09/2013 11:50:11	SRIKAKULAM	99	0	1	2	5	35000	1	1	1	1	0	1	1	3	1	8	1	5	2	4	3	4	5	4	7	3	7	1	8	4	6	2	5	3	6	2
407	22/09/2013 18:51:24	SRIKAKULAM	99	0	1	2	4	380	1	1	0	1	0	0	0	3	1	8	1	1	3	4	1	2	4	1	3	34	5	7	9	11	13	15	19	21	23	30
408	15/11/2013 09:36:19	SRIKAKULAM	99	0	2	1	3	550	0	1	0	0	1	0	0	2	0	 	1	2	4	3	2	4	3	5	4	3	7	9	11	13	15	17	19	21	23	25
409	01/10/2013 10:03:57	SRIKAKULAM	99	0	2	1	5	8000	1	0	1	0	0	1	0	3	1	8	0	2	1	7	2	6	5	2	1	4	3	9	10	13	15	17	18	20	22	26
410	04/11/2013 18:57:14	GAJAPATHI (DISTRICT)	99	0	3	4	6	600	1	0	0	1	1	0	0	1	1	8	0	1	5	3	3	6	3	3	4	6	10	14	16	18	21	22	23	25	27	29
411	22/09/2013 20:58:35	SRIKAKULAM	99	0	1	3	7	500	0	0	1	0	0	0	0	3	1	8	1	1	3	2	1	3	2	1	4	7	8	9	11	13	16	18	19	22	23	25
412	25/09/2013 20:36:25	SRIKAKULAM	99	0	2	4	5	2400	0	1	0	0	1	0	0	2	0	 	1	2	4	6	4	1	1	3	4	6	1	6	8	4	7	10	16	19	14	12
413	03/11/2013 16:19:33	SRIKAKULAM	99	0	3	4	8	800	0	0	1	0	0	0	0	3	1	6	1	5	3	1	5	3	6	5	1	8	7	9	12	14	16	17	19	22	24	27
414	02/11/2013 10:10:59	SRIKAKULAM	99	0	1	2	7	450	1	0	1	0	0	0	0	3	0	 	1	1	4	5	1	4	5	1	6	7	9	11	13	15	17	19	21	23	25	27
415	06/11/2013 16:34:01	SRIKAKULAM	99	0	1	2	6	2201	1	0	1	0	0	0	0	3	1	8	1	1	2	9	1	2	9	1	2	5	3	4	10	11	13	15	16	18	20	22
416	05/11/2013 21:47:06	SRIKAKULAM	99	0	6	3	5	1000	0	1	1	0	0	0	0	3	1	6	1	4	5	6	7	6	1	6	1	3	7	8	9	10	12	11	14	13	15	21
417	04/11/2013 10:21:36	SIRKAKULAM	99	0	3	1	7	1250	0	0	1	0	0	0	0	3	2	8	1	3	4	5	3	4	5	3	1	7	8	10	12	14	15	17	19	21	23	25
418	29/10/2013 16:53:22	SRIKAKULAM	99	0	1	7	9	2800	0	0	1	0	0	0	0	3	0	 	1	1	4	9	1	4	9	1	7	9	9	11	13	15	17	19	21	23	27	29
419	05/11/2013 10:48:57	SRIKAKULAM	99	0	6	5	4	1200	0	0	1	0	0	0	0	3	1	6	1	4	1	6	2	3	1	8	4	5	8	9	10	11	15	12	19	17	13	20
420	02/11/2013 09:38:05	SRIKAKULAM	99	0	1	4	7	1300	0	0	1	0	0	1	0	3	1	8	1	3	5	6	1	4	7	1	2	5	8	10	12	14	16	18	20	22	23	26
421	03/11/2013 10:23:59	SRIKAKULAM	99	0	2	4	5	1000	0	1	0	0	0	0	0	2	0	 	1	1	4	5	2	3	5	4	3	5	12	7	27	21	23	4	29	22	23	27
422	31/10/2013 17:57:19	SRIKAKULAM	99	0	1	6	3	235	1	0	1	1	0	0	0	1	0	 	1	6	5	4	6	2	7	5	2	7	10	11	13	15	18	20	21	22	23	12
423	03/11/2013 13:42:56	SRIKAKULAM	99	0	2	1	3	350	0	1	1	0	0	1	0	3	0	 	1	2	3	5	2	3	5	2	1	6	7	9	11	13	15	17	19	21	23	25
424	04/11/2013 18:05:24	SRIKAKULAM	99	0	1	4	7	450	1	0	1	0	0	0	0	1	0	 	1	2	3	4	2	3	4	1	7	8	9	11	13	15	17	19	21	23	25	27
425	01/11/2013 09:29:58	SRIKAKULAM	99	0	1	2	6	380	0	0	1	1	0	0	0	3	0	 	1	1	2	4	1	2	4	1	2	6	7	9	11	13	15	17	19	21	23	25
426	01/11/2013 20:56:22	GAJAPATHI   ( ORISSA, STATE)	99	0	1	2	6	3423	1	1	1	1	0	0	0	3	2	2	1	1	2	6	1	5	6	1	2	6	2	13	28	30	11	14	24	21	22	23
427	20/12/2013 16:15:28	VIZIANAGARAM	999	0	1	3	4	5000	0	0	1	0	0	0	0	3	1	4	1	4	5	3	4	7	2	5	3	2	13	15	19	22	24	25	28	29	30	31
133	06/02/2014 13:47:46	VISHAKAPATNAM	99	0	9	11	15	1100000	0	1	1	1	0	1	0	3	1	1	1	3	5	7	9	11	15	12	15	18	10	12	14	16	18	19	20	21	24	26
122	13/02/2014 11:27:20	KRISHNA	99	0	1	2	7	1708565	0	0	1	0	1	1	0	7	1	8	1	1	7	3	1	7	3	1	2	7	8	10	12	14	16	18	20	22	24	26
152	09/02/2014 18:21:57	EAST GODAVARI	99	0	1	2	9	85765	0	1	1	0	1	1	0	3	2	6	1	1	4	7	1	4	7	1	5	7	8	10	12	14	16	18	20	22	24	26
431	20/12/2013 09:57:34	SRIKAKULAM	99	0	1	4	8	1936	1	1	1	1	0	0	0	3	1	8	1	1	4	8	1	3	6	4	3	8	9	10	11	14	15	16	17	18	19	20
432	22/12/2013 10:07:28	VIZAIANAGARAM	99	0	2	3	4	12500	0	0	1	0	0	1	0	3	1	8	1	11	15	19	3	10	13	7	17	20	7	9	11	13	15	17	19	21	23	25
433	21/12/2013 11:38:25	SRIKAKULAM	99	0	1	4	6	3500	1	1	1	0	0	1	0	3	1	16	1	3	5	7	6	5	3	5	6	3	12	3	5	13	22	11	31	29	4	2
434	01/02/2014 11:41:46	SRIKAKULAM	99	0	2	3	6	3000	0	0	1	0	0	1	0	3	0	 	1	6	8	10	7	12	14	2	5	7	8	11	13	15	17	19	21	23	26	30
435	01/02/2014 09:31:59	VIZIANAGARAM	99	0	1	4	7	6250	0	0	1	0	0	1	0	3	1	4	1	1	5	7	1	5	7	1	4	8	9	11	13	15	17	19	21	23	25	27
436	31/01/2014 15:47:19	VIZIANAGARAM	99	0	8	7	4	1100	0	1	1	0	0	0	0	3	0	 	1	3	4	1	6	7	5	4	7	3	9	10	11	12	13	14	15	16	17	18
437	02/02/2014 18:26:17	PALAKONDA	99	0	1	2	3	22000	0	1	1	1	0	0	0	3	1	8	1	1	2	8	1	2	4	1	3	6	9	10	11	12	13	14	15	16	17	18
438	14/03/2014 11:46:03	CHITTOR	00	1	1	2	3	1787	0	0	1	0	0	0	0	3	1	1	0	1	2	3	1	2	3	1	2	3	4	5	6	7	8	9	10	11	12	13
439	01/02/2014 12:20:44	SRIKAKULAM	99	0	2	3	7	10000	0	0	1	0	0	0	0	3	0	 	1	5	2	6	3	7	5	4	8	3	9	10	13	12	11	14	15	16	18	21
440	01/02/2014 11:29:24	SRIKAKULAM	440	0	1	4	6	8500	0	0	1	0	0	0	0	3	1	14	1	8	4	2	5	4	9	8	3	1	9	11	13	15	17	20	22	24	27	33
441	03/02/2014 12:46:05	SRIKAKULAM	99	0	1	3	7	1600	0	0	1	0	0	0	0	3	1	15	1	3	6	7	1	6	8	3	5	7	13	11	13	15	17	19	21	23	25	27
442	31/01/2014 17:08:58	SRIKAKULAM	99	0	1	3	4	2500	0	1	1	0	0	0	0	3	0	 	1	2	6	9	2	6	8	2	6	8	8	10	12	14	16	18	21	23	24	26
443	03/02/2014 20:08:07	SRIKAKULAM	99	0	1	2	3	1036	1	1	1	1	0	0	0	3	2	88	1	1	2	3	1	2	3	1	2	3	9	10	11	12	13	14	15	16	17	18
445	10/02/2014 14:36:02	VISAKHAPATNAM	99	0	1	2	3	2006	1	1	1	1	0	0	0	3	1	1	1	1	3	5	1	6	7	1	6	7	9	10	11	12	13	14	15	16	17	18
446	17/03/2014 15:34:46	VISAKAPATNAM	99	0	1	4	6	25000	0	0	1	0	0	0	0	3	2	16	0	1	3	5	1	2	3	2	4	5	7	8	9	10	11	12	13	14	15	16
447	12/02/2014 15:49:19	VIZIANGARAM	99	0	1	3	6	9500	0	0	1	0	1	0	0	3	1	8	1	4	6	7	3	5	6	6	7	8	9	10	11	12	13	14	15	16	17	18
448	17/03/2014 15:36:09	MAHABOOBNAGAR	99	0	2	1	3	5200	1	1	1	1	0	1	0	3	2	11	1	1	2	3	1	2	3	1	2	3	5	6	7	8	9	10	11	12	13	14
449	18/03/2014 22:53:25	MEDAK	99	0	1	2	3	14243	1	1	1	1	0	0	0	8	1	1	0	1	2	3	1	2	3	1	2	3	7	8	9	10	11	12	13	14	15	16
450	13/03/2014 15:18:35	NELLORE	00	0	1	2	3	1905	0	0	1	0	0	0	0	3	1	8	1	1	2	3	1	2	3	1	2	3	4	5	6	7	8	9	10	11	12	13
501	17/09/2013 09:20:05	KADAPA	09	0	1	4	7	480	0	1	1	0	0	0	0	3	0	 	0	4	3	2	2	2	7	8	6	7	2	3	1	7	8	5	6	4	2	6
502	22/09/2013 09:26:36	KADAPA	99	0	1	3	2	780	0	0	1	0	0	0	0	3	0	 	1	3	4	1	4	7	5	1	6	7	5	6	7	8	9	10	11	12	2	4
105	30/09/2013 09:41:58	KADAPA	503	1	1	3	4	70949	0	0	1	0	0	0	0	3	1	8	0	5	6	7	8	9	5	8	9	5	15	5	6	9	8	10	11	12	13	14
504	10/10/2013 08:49:27	KADAPA	504	0	1	2	3	500	0	0	1	0	0	0	0	3	0	 	0	2	1	3	2	1	3	7	8	9	5	6	7	8	9	10	11	12	4	3
505	04/02/2014 10:44:13	KADAPA	09	0	1	2	6	923	0	0	1	0	0	0	0	3	0	 	0	3	4	5	1	2	3	7	8	6	1	2	6	3	7	5	11	4	8	10
506	25/09/2013 08:53:06	KADAPA	0	1	1	2	9	1778	1	1	1	0	0	0	0	2	0	 	0	1	2	9	1	3	9	1	4	9	3	7	8	10	11	18	17	16	6	5
507	28/08/2013 09:28:18	KADAPA	09	0	1	2	3	1066	0	0	1	0	0	0	0	3	0	 	1	3	4	6	2	4	7	2	3	4	6	8	9	10	11	12	13	3	4	5
508	25/09/2013 09:09:03	KADAPA	09	0	1	2	3	1132	1	0	1	1	0	0	0	1	0	 	0	4	5	6	6	7	8	7	8	9	3	4	5	6	7	8	9	10	11	4
509	03/02/2014 10:02:12	KADAPA	99	0	8	1	9	1664	0	0	1	0	0	0	0	3	0	 	0	4	1	9	1	5	9	3	10	5	3	5	6	7	3	1	8	9	2	10
510	13/09/2013 09:18:44	KADAPA	09	1	1	2	3	2304	1	0	1	0	0	0	0	3	0	 	0	1	3	2	1	2	3	1	2	3	5	6	7	8	9	10	11	12	13	7
511	29/09/2013 09:27:16	KADAPA	99	0	2	3	5	1163	0	0	1	0	0	0	0	3	0	 	1	1	6	7	2	4	5	2	3	5	2	1	3	4	6	5	7	8	4	6
512	21/09/2013 10:30:57	KADAPA	O9	1	1	2	9	1416	0	0	1	0	0	0	0	3	0	 	0	1	9	5	1	3	5	8	7	4	12	13	15	7	5	6	10	12	14	4
513	27/09/2013 09:31:15	NELLORE	99	0	1	3	6	2150	0	0	1	0	0	0	0	3	0	 	0	1	3	5	11	7	1	4	6	9	5	1	10	6	4	7	11	9	6	8
514	02/02/2014 10:35:39	KADAPA	99	0	1	2	3	5738	0	0	1	0	0	0	0	3	0	 	0	4	5	9	2	4	5	4	7	1	6	8	15	1	7	13	4	3	10	9
515	12/11/2013 08:35:25	KADAPA	99	0	1	2	3	150309	0	0	1	0	0	0	0	3	1	11	0	3	4	7	4	6	7	1	5	3	3	2	1	6	7	8	5	4	1	2
516	28/01/2014 11:42:56	KADAPA	00	0	1	2	3	39941	0	0	1	0	0	0	0	3	1	8	0	4	5	6	6	7	8	1	4	7	13	12	11	10	9	8	7	6	5	4
517	14/11/2013 09:40:04	KADAPA	99	0	1	13	12	1245	0	0	1	0	0	0	0	3	0	 	0	8	11	2	13	12	9	2	5	4	3	6	7	4	5	10	11	1	9	2
518	20/11/2013 08:33:32	KADAPA	0	0	1	5	6	341823	0	0	1	0	0	0	0	3	1	16	0	2	5	8	7	3	1	3	6	8	2	5	7	6	8	1	3	4	3	5
519	25/11/2013 09:36:45	KADAPA	99	0	1	2	5	799	0	0	1	0	0	0	0	3	0	 	0	2	3	4	1	4	6	2	3	5	5	7	8	9	10	9	12	7	11	3
104	27/01/2014 10:59:15	KADAPA	99	0	1	2	3	17540	0	0	1	0	0	1	0	3	2	9	0	4	5	6	7	9	2	1	2	5	13	12	11	8	10	7	6	4	5	3
521	18/11/2013 09:43:43	KADAPA	99	0	1	10	3	2899	0	0	1	0	0	1	0	3	1	9	0	1	3	10	1	3	5	1	7	4	8	11	9	13	14	15	16	17	18	19
166	28/11/2013 07:40:06	KADAPA	99	0	1	6	12	27335	0	0	1	0	0	0	0	3	1	18	0	5	8	4	2	8	1	5	2	3	5	6	7	8	9	10	11	12	13	14
523	31/01/2014 07:22:55	KADAPA	99	0	1	3	4	383	0	0	1	0	0	0	0	3	0	 	0	5	6	7	2	7	5	7	4	8	15	14	13	12	11	11	10	9	7	6
524	29/11/2013 09:42:13	KADAPA	99	0	1	2	4	1561	1	0	1	0	0	0	0	3	0	 	0	1	2	4	1	2	4	1	2	4	15	14	13	12	11	10	7	8	9	10
525	27/01/2014 08:00:30	KADAPA	99	0	1	7	10	285	1	0	1	0	0	0	0	3	0	 	0	4	5	6	3	5	7	3	6	2	13	12	11	10	9	8	8	7	6	3
526	30/01/2014 07:26:30	ANANTAPURAM	99	0	1	2	3	747	0	0	1	0	0	0	0	3	0	 	0	5	6	7	2	1	5	4	6	7	12	11	10	9	8	7	6	5	4	2
527	24/01/2014 16:58:37	KADAPA	99	0	1	2	3	1550	1	1	1	0	0	0	0	3	0	 	1	4	6	7	8	9	11	2	3	5	13	12	11	9	10	6	8	5	7	4
528	20/11/2013 08:49:41	KADAPA	99	0	1	2	3	1240	0	1	1	0	0	0	0	3	0	 	0	4	3	2	1	5	7	3	4	5	1	2	3	5	6	4	8	9	10	11
529	19/12/2013 08:47:07	KADAPA	99	0	1	2	4	752	0	0	1	0	0	0	0	3	1	18	0	1	6	7	5	4	3	6	8	9	2	3	4	5	6	7	8	9	10	11
530	05/11/2013 09:49:06	KADAPA	00	0	1	8	4	1750	0	0	1	0	0	1	0	3	0	 	0	1	5	8	8	6	5	3	2	5	8	1	4	7	6	2	3	5	1	8
531	24/11/2013 10:19:37	KADAPA	99	0	1	4	3	721	0	0	1	0	0	0	0	3	0	 	0	2	5	1	1	3	5	2	5	4	6	7	9	1	3	4	2	8	2	7
171	16/10/2013 09:00:21	KADAPA	0	0	1	2	8	55648	0	0	1	0	0	0	0	3	1	11	0	3	5	4	7	5	8	3	6	6	10	9	4	8	3	2	5	7	6	10
533	24/01/2014 09:04:00	ANANTAPUR	99	1	1	2	3	1401	0	0	1	0	0	0	0	3	0	 	0	2	3	5	1	2	4	1	2	4	14	13	12	11	10	9	8	2	3	7
190	21/01/2014 10:34:36	ANANTAPUR	99	1	1	2	7	1929	0	0	1	0	0	0	0	3	0	 	0	1	2	7	1	7	4	3	6	8	3	8	9	10	6	12	11	2	10	12
535	01/12/2013 08:06:30	KADAPA	99	0	1	11	3	4088	0	0	1	0	0	0	0	3	0	 	0	1	3	7	4	8	18	2	5	4	15	7	20	3	19	4	21	8	18	13
536	19/01/2014 10:09:49	KADAPA	99	0	1	2	5	4830	0	0	1	0	0	0	0	3	0	 	1	1	6	3	8	4	6	10	5	3	3	6	9	10	1	4	2	5	8	7
537	12/11/2013 09:11:21	KADAPA	99	0	1	7	3	721	0	0	1	0	0	0	0	3	0	 	0	2	7	6	5	2	3	6	9	1	1	5	4	7	2	3	8	9	6	1
538	15/11/2013 09:15:10	KADAPA	99	0	2	3	6	625	0	0	1	0	0	0	0	3	0	 	1	2	3	5	4	1	7	2	4	7	6	7	4	3	9	11	10	1	2	5
539	23/01/2014 07:41:57	ANANTAPUR	99	0	1	2	3	1200	1	0	0	1	0	0	0	1	0	 	0	4	5	7	6	7	8	6	7	4	14	13	12	11	10	9	8	7	6	5
540	21/01/2014 09:40:46	ANANTAPUR	99	0	2	5	1	1534	0	1	1	0	0	0	0	3	0	 	0	1	4	5	5	2	7	5	4	3	5	8	9	10	7	11	12	13	14	4
541	22/01/2014 09:11:44	ANANTAPUR	99	0	1	6	3	2850	1	0	0	1	0	0	0	1	0	 	0	6	2	4	2	3	5	3	2	8	2	3	4	5	6	8	7	11	10	9
542	26/01/2014 09:13:49	ANANTHAPUR	542	0	1	2	4	3204	0	1	1	0	0	0	0	3	1	18	1	1	1	3	4	5	6	7	4	2	8	6	8	9	10	1	2	3	4	7
601	29/09/2013 08:23:26	ANANTAPUR	99	0	1	2	3	2800	1	1	1	0	0	0	0	3	0	 	1	5	6	7	2	4	5	4	5	8	9	10	11	12	13	14	15	16	17	18
602	29/09/2013 09:23:15	ANANTAPUR	99	0	1	2	4	3500	0	0	1	0	0	0	0	3	0	 	1	1	3	2	5	6	7	3	2	1	9	11	13	15	16	17	19	20	22	24
603	27/09/2013 20:51:05	ANANTAPUR	11	0	3	6	7	3500	0	1	1	0	0	0	0	3	0	 	1	1	2	4	4	6	8	5	7	9	12	13	14	15	16	16	17	18	19	20
604	29/09/2013 09:13:39	ANANTHAPUR	99	0	1	2	4	3000	0	0	1	0	0	1	0	3	0	 	0	3	5	6	3	5	6	1	5	6	8	9	10	17	11	12	16	18	19	20
605	08/10/2013 15:03:35	BELLARI	99	0	1	2	3	5000	0	0	1	0	0	1	0	7	1	1	0	5	6	7	5	6	7	4	5	7	8	9	10	11	12	13	14	15	16	17
606	30/09/2013 08:37:03	ANANTAPUR	99	0	1	2	5	3200	0	0	1	0	0	0	0	3	0	 	1	3	4	6	4	6	7	1	2	7	8	10	11	14	15	16	18	20	22	13
607	25/09/2013 15:42:30	BELLARY	99	0	1	2	4	3000	0	0	1	0	0	0	0	3	0	 	0	1	3	5	4	6	7	1	2	6	9	10	11	12	13	14	15	16	17	18
608	25/09/2013 16:19:11	KURNOOL	99	0	1	3	7	4000	0	0	1	0	0	0	0	3	1	1	0	2	4	6	2	4	6	1	3	7	5	8	9	10	11	12	13	14	15	16
609	08/10/2013 15:30:33	ANANTAPUR	99	0	6	1	4	3000	0	0	1	0	0	0	0	3	0	 	1	6	1	5	6	1	5	1	6	3	9	10	11	12	13	14	15	16	17	18
610	30/09/2013 11:30:19	ANANTAPUR	99	0	1	3	4	35000	0	0	1	0	0	0	0	3	0	 	1	2	5	6	1	2	4	1	2	7	8	10	11	12	13	14	15	16	18	22
263	30/09/2013 17:08:17	BELLARY	99	0	3	4	5	4200	0	0	1	0	0	0	0	3	1	1	0	1	2	3	1	2	3	2	5	6	7	8	9	10	11	12	13	14	15	16
612	30/09/2013 08:05:23	ANANTAPUR	99	0	1	2	4	2300	0	0	1	0	0	0	0	3	0	 	1	3	6	7	1	4	7	4	5	1	8	9	10	11	12	13	14	15	16	17
613	16/11/2013 20:41:47	ANANTAPUR	99	0	1	2	4	2600	0	0	1	0	0	0	0	3	0	 	1	4	5	6	4	5	6	1	3	5	8	9	10	11	12	13	14	15	16	17
614	26/10/2013 11:42:59	ANANTAPUR	99	0	1	3	2	2000	1	0	0	0	0	0	0	1	0	 	1	2	5	6	6	3	2	2	5	1	4	7	9	11	13	5	8	10	12	14
615	26/10/2013 15:23:38	CHITTOOR	99	0	3	9	10	2000	0	0	1	0	0	0	0	3	0	 	1	1	3	4	1	3	4	2	3	6	7	8	9	10	11	12	13	14	15	16
616	27/10/2013 19:14:35	ANANTAPUR	12	0	1	6	4	1200	0	0	1	0	0	0	0	3	0	 	1	5	7	3	4	5	7	4	3	2	8	9	10	11	12	14	15	16	18	17
617	26/10/2013 15:42:09	ANANTAPUR	99	0	1	2	6	1500	0	0	1	0	0	1	0	3	0	 	0	1	3	7	1	4	6	1	4	5	8	9	10	11	12	13	14	15	17	19
618	16/11/2013 11:55:03	ANANTAPUR	99	0	2	5	6	2300	1	0	0	0	0	0	0	1	2	3	0	1	3	4	3	6	10	3	5	6	7	8	9	10	11	12	13	14	15	16
619	16/11/2013 11:56:02	ANANTAPUR	99	0	1	3	5	3000	0	0	1	0	0	0	0	3	0	 	1	1	4	3	4	7	1	6	8	4	9	10	11	12	13	14	15	16	17	18
620	16/11/2013 11:55:19	ANANTAPUR	99	0	1	5	2	6000	0	0	1	0	0	1	0	3	2	2	1	6	8	2	6	8	2	4	5	8	9	10	12	13	14	15	16	17	22	23
621	26/11/2013 13:19:19	ANANTAPUR	99	0	1	2	3	3800	0	0	1	0	0	0	0	3	0	 	1	4	6	7	5	6	4	1	2	5	9	10	11	13	15	16	17	18	19	20
622	27/11/2013 11:44:05	ANANTAPUR	99	0	1	3	2	6400	0	0	1	0	0	0	0	3	0	 	1	1	5	6	1	2	6	2	3	4	7	8	9	10	11	12	13	14	15	16
623	26/11/2013 10:23:14	ANANTAPUR	99	0	2	1	3	2000	0	0	1	0	0	0	0	3	0	 	1	1	4	5	1	4	7	6	5	2	13	14	15	16	17	18	18	19	20	21
624	29/11/2013 20:31:41	ANANTAPUR	99	0	1	3	4	1400	0	0	1	0	0	1	0	3	0	 	1	2	5	6	2	5	6	7	8	1	9	10	11	12	13	14	15	16	17	18
625	26/11/2013 21:01:01	ANANTAPUR	99	0	1	2	4	1600	0	0	1	0	1	0	0	3	0	 	1	3	5	7	3	5	7	1	4	5	9	10	11	12	13	14	15	16	17	18
626	29/11/2013 16:15:40	ANANTAPUR	12	0	1	2	5	12500	0	0	1	0	0	0	0	3	0	 	1	4	6	7	2	3	4	1	3	8	9	10	11	13	14	15	17	18	20	22
628	29/11/2013 19:33:28	ANANTAPUR	99	0	1	2	4	24500	0	0	1	0	0	1	0	3	0	 	1	3	5	6	7	2	8	1	7	8	9	10	11	12	13	14	15	16	17	18
629	04/01/2014 18:56:16	CHITRADURGA	99	0	3	1	2	5000	0	0	1	0	0	0	0	3	0	 	1	5	6	4	4	5	6	3	6	7	9	10	11	12	13	14	15	16	17	18
630	06/01/2014 12:39:26	ANANTAPUR	99	0	2	4	6	1800	0	0	1	0	0	0	0	3	0	 	1	1	2	3	4	5	6	3	2	5	7	8	9	10	11	12	13	15	17	18
631	03/01/2014 16:47:00	ANANTAPUR	99	0	2	4	6	3000	0	0	1	0	0	0	0	3	0	 	1	1	3	2	4	5	6	1	3	2	7	8	9	10	11	12	13	14	15	18
632	04/01/2014 21:16:40	TUMKUR	99	0	3	1	8	2000	0	0	1	0	0	0	0	3	0	 	1	3	5	2	4	5	6	3	2	1	9	10	11	12	13	14	15	16	17	18
633	03/01/2014 18:22:23	ANANTAPUR	99	0	3	2	1	2000	1	0	1	0	0	1	0	3	1	11	1	5	3	4	4	3	5	5	1	2	8	9	10	11	12	13	14	15	16	17
634	05/01/2014 19:23:39	ANANTAPUR	99	0	1	2	3	500	0	0	1	0	0	0	0	3	1	15	1	4	2	1	4	2	1	1	3	5	8	9	10	11	12	13	14	15	16	17
183	05/01/2014 06:42:28	TUMKUR	99	0	3	5	1	1200	0	0	1	1	0	0	0	3	0	 	1	4	1	3	7	6	5	5	8	2	9	10	11	12	13	14	15	16	18	19
636	20/01/2014 13:35:06	TUMKUR	99	0	1	3	5	2500	1	0	0	0	0	0	0	1	0	 	1	2	5	7	1	3	5	2	4	6	8	9	10	11	12	13	14	16	18	19
637	18/01/2014 17:26:59	HAVIRI	99	0	1	3	5	8000	0	0	1	0	0	1	0	3	1	8	1	2	4	6	2	4	6	3	4	5	7	8	9	10	11	12	13	14	15	16
638	14/01/2014 15:13:57	TUMKUR	99	0	3	1	2	6000	0	0	1	0	0	1	0	3	1	1	0	5	2	1	1	2	5	3	1	5	8	9	10	11	12	14	15	16	18	19
639	20/01/2014 16:42:11	BANGALORE	99	0	1	2	3	5600	0	0	1	0	0	0	0	3	1	11	0	2	4	5	2	3	4	5	3	6	7	8	9	10	11	12	13	14	15	16
640	21/01/2014 20:47:02	KARNATAKA	00	0	2	3	4	5000	0	0	1	0	0	1	0	3	1	16	0	2	3	4	2	3	4	2	1	3	7	8	9	10	11	13	15	17	19	21
641	20/01/2014 16:41:10	BENGALORE	99	0	3	4	1	4000	0	0	1	0	0	0	0	3	1	3	0	3	5	1	3	4	5	4	7	2	9	10	11	12	13	15	17	18	19	20
642	18/02/2014 10:08:37	ANANTAPUR	99	0	1	2	3	1975	0	0	1	0	0	0	0	3	0	 	1	1	5	6	1	5	6	1	4	5	7	8	9	10	11	12	13	14	15	16
701	30/09/2013 11:34:10	MAHABUBNAGAR	16	0	1	8	9	2000	0	0	1	0	0	0	0	3	0	 	1	1	8	9	1	8	9	1	8	9	2	3	4	5	6	7	8	9	1	5
268	14/09/2013 08:33:16	MAHABUBNAGAR	702	0	1	6	4	4000	0	0	1	0	0	0	0	3	0	 	1	1	6	4	1	4	6	1	4	6	1	8	6	7	5	2	3	4	4	5
703	14/09/2013 11:08:52	NALGONDA	99	0	1	4	7	2700	0	0	1	0	0	0	0	3	0	 	1	1	3	5	1	3	7	1	3	4	1	2	3	4	5	6	7	8	7	6
704	27/09/2013 10:58:30	MAHABUBNAGAR	99	0	1	2	3	700	0	0	1	0	0	0	0	3	0	 	1	1	2	3	1	2	3	1	2	3	4	5	6	7	8	9	1	2	3	6
106	27/09/2013 19:24:34	MAHABUBNAGAR	99	0	1	2	3	1050	0	0	1	0	0	0	0	3	0	 	0	1	2	3	1	2	3	1	2	3	1	2	3	4	5	6	7	8	9	4
706	29/09/2013 08:34:17	MAHABUBNAGAR	99	0	1	2	3	1200	0	0	1	0	0	0	0	3	2	11	0	1	2	3	1	2	3	1	2	3	4	5	6	7	8	9	2	1	3	6
707	29/09/2013 17:19:06	NALGONDA	99	0	1	2	3	3400	0	1	0	0	0	0	0	2	0	 	1	1	2	3	1	2	3	1	2	3	4	5	6	7	8	9	1	2	3	7
204	30/09/2013 08:21:45	MABUBNAGAR	99	0	1	2	8	1660	0	0	1	0	0	0	0	3	0	 	1	1	2	8	1	2	8	1	2	8	3	4	5	6	7	9	8	1	2	5
709	01/10/2013 09:40:04	MAHABUBNAGAR	16	0	1	2	3	3500	0	0	1	0	0	0	0	3	1	18	0	1	2	3	1	2	3	1	2	3	4	5	6	7	8	9	1	2	3	5
710	21/10/2013 08:36:14	KARNOOL	99	0	1	4	6	1800	0	0	1	0	0	0	0	3	0	 	0	1	4	6	1	4	6	1	4	6	2	3	4	5	6	7	8	4	6	2
