PLACEID	RSID	AGERES	SEXRES	CAPAC
425	20	41	1	8
425	21	43	1	8
425	22	28	1	8
425	23	49	1	8
425	24	36	1	8
425	25	42	2	8
425	26	37	2	8
425	27	46	1	8
425	28	39	1	8
425	29	41	1	8
425	30	31	1	8
426	1	68	1	1
426	2	48	1	8
426	3	68	1	9
426	4	50	1	8
426	5	45	2	6
426	6	34	1	8
426	7	32	1	8
426	8	45	1	10
426	9	43	1	8
426	10	34	1	8
426	11	26	1	8
426	12	25	1	8
426	13	43	1	8
426	14	34	2	8
426	15	54	1	8
426	16	32	1	8
426	17	34	1	7
426	18	43	1	7
426	19	30	2	8
426	20	43	1	8
426	21	41	1	8
426	22	44	1	8
426	23	54	2	8
426	24	43	2	8
426	25	55	1	8
426	26	43	1	8
426	27	37	1	8
426	28	28	1	8
426	29	45	1	8
426	30	42	1	8
426	31	34	1	8
426	32	37	1	8
427	1	45	1	1
427	2	65	1	2
427	3	30	1	8
427	4	45	1	4
427	5	38	1	7
427	6	42	1	8
427	7	48	1	11
427	8	42	1	8
427	9	60	1	8
427	10	36	1	8
427	11	55	1	8
427	12	49	1	8
427	13	56	1	8
427	14	45	1	8
427	15	51	1	8
427	16	43	2	7
427	17	54	1	7
427	18	46	1	8
427	19	40	1	8
427	20	52	1	8
427	21	46	1	8
427	22	42	1	8
427	23	35	1	8
427	24	42	1	8
427	25	45	1	8
427	26	36	1	8
427	27	58	1	8
427	28	35	1	8
427	29	40	1	8
427	30	43	1	8
427	31	39	1	8
428	1	25	1	3
428	2	58	2	4
428	3	62	2	4
428	4	44	1	10
428	5	50	1	10
428	6	35	1	7
428	7	48	2	7
428	8	28	2	3
428	9	25	1	8
428	10	46	1	8
428	11	37	1	8
428	12	52	2	8
428	13	32	1	8
428	14	48	1	8
428	15	59	2	7
428	16	62	1	7
428	17	25	1	8
428	18	75	1	8
428	19	50	2	8
428	20	68	1	8
428	21	48	1	8
428	22	53	2	8
428	23	25	1	8
428	24	37	1	8
428	25	28	1	8
428	26	35	1	8
428	27	58	1	8
428	28	35	1	8
428	29	44	1	8
428	30	57	1	8
428	31	48	2	8
428	32	35	2	8
428	37	65	2	8
428	38	35	1	8
429	1	47	1	1
429	2	39	1	2
429	3	52	1	4
429	4	37	2	3
429	5	29	2	6
429	6	46	1	7
429	7	32	2	8
429	8	35	1	8
429	9	34	1	8
429	10	48	1	8
429	11	32	1	8
429	12	48	1	8
429	13	54	1	8
429	14	28	1	8
429	15	36	1	8
429	16	51	1	8
429	17	46	1	8
429	18	39	1	8
429	19	43	1	8
429	20	46	1	8
429	21	32	1	8
429	22	45	1	8
429	23	36	1	8
429	24	48	2	8
429	25	53	1	8
429	26	43	1	8
429	27	36	1	8
429	28	34	1	8
429	29	41	1	8
429	30	48	1	8
429	31	53	1	8
429	32	47	1	7
430	1	54	1	1
430	2	62	1	2
430	3	42	2	3
430	4	31	1	4
430	5	36	2	6
430	6	53	1	9
430	7	44	2	8
430	8	37	1	7
430	9	42	1	7
430	10	56	1	8
430	11	34	1	8
430	12	29	1	8
430	13	36	1	8
430	14	44	1	8
430	15	37	1	8
430	16	46	1	8
430	17	53	1	8
430	18	56	1	8
430	19	39	1	8
430	20	41	1	8
430	21	51	1	8
430	22	47	1	8
430	23	39	1	8
430	24	57	1	8
430	25	62	1	8
430	26	48	1	8
430	27	28	1	8
430	28	37	1	8
430	29	42	1	8
430	30	46	1	8
430	31	48	1	8
430	32	54	1	8
430	33	43	2	8
431	1	50	1	8
431	2	38	2	8
431	3	32	2	3
431	4	58	2	1
431	5	40	2	8
431	6	35	2	3
431	7	33	1	8
431	8	38	1	8
431	9	45	1	8
431	10	43	1	8
431	11	38	1	8
431	12	36	1	8
431	13	43	1	8
431	14	44	1	8
431	15	46	1	7
431	16	34	1	7
431	17	43	1	8
431	18	34	1	8
431	19	40	1	8
431	20	30	1	8
431	21	25	1	8
431	22	30	1	8
431	23	38	1	8
431	24	36	1	8
431	25	38	1	8
431	26	34	1	8
431	27	28	1	8
431	28	34	1	8
431	29	45	1	8
431	30	42	1	8
432	1	40	1	8
432	2	31	2	4
432	3	38	1	2
432	4	41	1	4
432	5	34	1	7
432	6	36	2	3
432	7	42	2	3
432	8	36	1	8
432	9	38	1	8
432	10	48	1	8
432	11	40	1	8
432	12	43	1	8
432	13	28	1	8
432	14	50	1	8
432	15	60	1	8
432	16	40	1	8
432	17	45	1	8
432	18	38	2	8
432	19	30	1	8
432	20	40	2	8
432	21	62	1	8
432	22	55	1	8
432	23	41	1	8
432	24	45	1	8
432	25	52	1	8
432	26	41	1	8
432	27	34	1	8
432	28	43	1	8
432	29	56	1	8
433	1	46	2	2
433	2	50	1	11
433	3	54	1	9
433	4	36	1	4
433	5	48	1	8
433	6	52	1	7
433	7	50	1	10
433	8	35	2	3
433	9	55	1	8
433	10	51	1	8
433	11	49	1	8
433	12	40	1	8
433	13	38	1	8
433	14	46	1	8
433	15	58	1	8
433	16	42	2	8
433	17	52	1	8
433	18	40	1	8
433	19	54	1	8
433	20	60	1	8
433	21	54	1	8
433	22	34	1	8
433	23	26	1	8
433	24	60	2	8
433	25	45	1	8
433	26	42	2	8
433	27	30	1	8
433	28	42	1	8
433	29	38	1	8
433	30	52	1	8
433	31	42	1	8
434	1	32	2	1
434	2	54	1	2
434	3	29	1	4
434	4	51	2	6
434	5	40	2	3
434	6	35	2	11
434	7	60	1	9
434	8	50	1	8
434	9	46	1	8
434	10	48	1	8
434	11	52	1	8
434	12	45	2	8
434	13	36	2	8
434	14	52	1	8
434	15	37	1	8
434	16	45	1	8
434	17	56	1	8
434	18	42	1	8
434	19	26	2	8
434	20	62	1	7
434	21	60	1	7
434	22	65	1	8
434	23	31	1	8
434	24	50	1	8
434	25	42	1	8
434	26	40	1	8
434	27	46	1	8
434	28	36	1	8
434	29	39	1	8
434	30	35	1	8
434	31	42	1	8
434	32	42	1	8
434	33	60	1	8
434	34	60	1	8
435	1	55	1	2
435	2	40	2	3
435	3	32	2	6
435	4	60	1	9
435	5	31	1	4
435	6	38	1	11
435	7	35	2	8
435	8	42	1	8
435	9	55	1	7
435	10	60	1	7
435	11	36	1	8
435	12	57	1	8
435	13	45	1	8
435	14	50	1	8
435	15	38	1	8
435	16	38	1	8
435	17	63	1	8
435	18	65	1	8
435	19	46	1	8
435	20	40	1	8
435	21	35	1	8
435	22	60	1	8
435	23	43	1	8
435	24	31	1	8
435	25	56	1	8
435	26	40	2	8
435	27	42	1	8
435	28	48	1	8
435	29	60	1	8
435	30	49	1	8
435	31	55	1	8
435	32	60	1	8
435	33	40	1	8
435	34	45	1	8
436	1	55	1	1
436	2	45	2	4
436	3	40	2	6
436	4	50	1	9
436	5	60	1	8
436	6	35	1	7
436	7	50	1	4
436	8	42	1	11
436	9	38	1	8
436	10	46	1	8
436	11	50	1	8
436	12	62	1	8
436	13	52	1	8
436	14	60	1	8
436	15	47	1	8
436	16	50	1	8
436	17	37	1	8
436	18	55	1	8
436	19	32	1	8
436	20	32	1	8
436	21	60	1	8
436	22	49	1	8
436	23	36	1	8
436	24	25	1	8
436	25	32	1	8
436	26	55	1	8
436	27	60	1	8
436	28	38	1	8
436	29	45	1	8
436	30	45	1	8
436	31	60	1	8
436	32	46	1	8
436	33	45	1	8
436	34	37	1	8
437	1	45	1	1
437	2	34	2	8
437	3	43	1	9
437	4	38	2	8
437	5	26	1	4
437	6	35	1	7
437	7	35	1	7
437	8	42	1	7
437	9	46	1	8
437	10	52	1	8
437	11	42	1	8
437	12	42	1	8
437	13	48	1	8
437	14	36	1	8
437	15	48	1	8
437	16	35	1	7
437	17	35	1	7
437	18	32	1	8
437	19	31	1	8
437	20	35	1	8
437	21	38	1	8
437	22	43	1	8
437	23	50	1	8
437	24	50	1	8
437	25	55	1	8
437	26	42	1	8
437	27	40	1	8
437	28	41	1	8
437	29	39	2	8
437	30	42	1	8
437	31	40	1	8
437	32	42	1	8
437	33	45	1	8
437	34	48	1	8
437	35	40	1	8
437	36	52	1	8
438	1	50	1	1
438	2	40	2	1
438	3	36	2	4
438	4	70	1	8
438	5	40	1	8
438	6	50	1	8
438	7	48	1	8
438	8	54	1	8
438	9	32	1	8
438	10	42	1	8
438	11	55	1	8
438	12	49	1	8
438	13	36	1	8
439	1	45	1	4
439	2	42	2	4
439	3	35	2	4
439	4	48	1	7
439	5	38	2	6
439	6	45	1	4
439	7	55	1	8
439	8	60	1	9
439	9	29	1	8
439	10	37	1	8
439	11	46	1	8
439	12	25	1	8
439	13	42	1	8
439	14	55	1	8
439	15	43	1	8
439	16	50	1	8
439	17	35	1	8
439	18	30	1	8
439	19	49	1	8
439	20	56	1	8
439	21	47	1	8
439	22	36	1	8
439	23	45	2	8
439	24	38	2	8
439	25	48	1	8
439	26	55	1	8
439	27	60	1	8
439	28	40	1	8
439	29	26	1	8
439	30	35	1	8
439	31	48	1	8
439	32	56	1	8
440	1	45	1	1
440	2	38	2	6
440	3	40	2	6
440	4	35	2	4
440	5	30	2	4
440	6	48	1	9
440	7	30	2	3
440	8	50	1	8
440	9	56	1	8
440	10	46	1	8
440	11	41	1	8
440	12	41	1	8
440	13	46	1	8
440	14	36	1	8
440	15	41	1	8
440	16	42	1	8
440	17	60	1	8
440	18	52	1	8
440	19	62	1	8
440	20	65	1	8
440	21	26	1	8
440	22	58	1	8
440	23	45	1	8
440	24	46	1	8
440	25	60	1	8
440	26	42	1	8
440	27	35	1	8
440	28	38	1	8
440	29	62	1	8
440	30	38	1	8
440	31	30	1	8
440	32	42	1	8
440	33	55	1	8
440	34	60	1	8
440	35	45	1	8
440	36	39	1	8
441	1	45	1	1
441	2	30	1	8
441	3	70	1	8
441	4	48	1	7
441	5	46	1	2
441	6	55	1	4
441	7	60	1	9
441	8	35	1	3
441	9	48	1	8
441	10	35	1	8
441	11	60	1	8
441	12	56	1	8
441	13	30	1	8
441	14	46	1	8
441	15	55	1	8
441	16	48	1	8
441	17	50	1	8
441	18	55	1	8
441	19	60	1	8
441	20	35	1	8
441	21	30	1	8
441	22	42	1	8
441	23	45	1	8
441	24	38	1	8
441	25	28	1	8
441	26	46	1	8
441	27	58	1	8
441	28	52	1	8
441	29	42	1	8
441	30	55	1	8
441	31	46	1	8
441	32	30	1	8
441	33	40	1	8
441	34	55	1	8
442	1	55	1	1
442	2	40	1	2
442	3	30	2	3
442	4	36	2	6
442	5	35	2	4
442	6	44	1	9
442	7	38	2	3
442	8	50	1	8
442	9	46	1	8
442	10	48	1	8
442	11	52	1	8
442	12	45	2	8
442	13	36	2	8
442	14	52	1	8
442	15	37	1	8
442	16	45	1	8
442	17	56	1	8
442	18	42	1	8
442	19	26	2	8
442	20	62	1	7
442	21	60	1	7
442	22	65	1	8
442	23	31	1	8
442	24	50	1	8
442	25	42	1	8
442	26	40	1	8
442	27	46	1	8
442	28	36	1	8
442	29	35	1	8
442	30	42	1	8
442	31	60	1	8
443	1	38	1	1
443	2	40	1	8
443	3	65	2	11
443	4	32	1	9
443	5	35	2	6
443	6	46	1	4
443	7	33	2	8
443	8	36	2	8
443	9	45	1	8
443	10	40	1	8
443	11	62	1	8
443	12	58	1	8
443	13	54	1	8
443	14	52	1	8
443	15	54	2	8
443	16	52	2	8
443	17	42	1	8
443	18	46	1	8
443	19	40	1	8
443	20	46	1	8
443	21	50	1	8
443	22	42	1	8
443	23	45	2	8
443	24	52	1	8
443	25	46	1	8
443	26	40	1	8
443	27	56	1	8
443	28	52	1	8
443	29	46	1	8
443	30	40	1	8
443	31	56	1	8
443	32	54	1	8
445	1	46	1	1
445	2	44	2	8
445	3	36	2	6
445	4	38	2	4
445	5	34	2	3
445	6	40	2	3
445	7	50	1	11
445	8	42	1	4
445	9	46	1	7
445	10	38	1	7
445	11	34	1	8
445	12	48	1	8
445	13	46	2	8
445	14	42	2	8
445	15	53	1	8
445	16	42	1	8
445	17	60	1	8
445	18	52	1	8
445	19	50	2	8
445	20	48	1	8
445	21	40	1	8
445	22	36	2	8
445	23	38	1	8
445	24	40	1	8
445	25	48	1	8
445	26	56	1	8
445	27	59	1	8
445	28	56	1	8
445	29	47	1	8
445	30	58	1	8
445	31	64	2	8
445	32	45	2	8
446	1	45	2	1
446	2	52	1	2
446	3	35	1	2
446	4	43	2	6
446	5	38	1	2
446	6	56	1	2
446	7	40	1	8
446	8	47	1	8
446	9	59	1	8
446	10	39	1	8
446	11	52	2	8
446	12	43	2	8
446	13	46	2	8
446	14	61	1	8
446	15	48	2	7
446	16	52	1	7
446	17	38	1	8
446	18	58	1	8
446	19	36	1	8
446	20	39	1	8
446	21	44	1	8
446	22	47	1	8
446	23	41	1	8
446	24	38	1	8
446	25	38	2	8
446	26	49	1	8
446	27	40	1	8
446	28	58	1	8
446	29	58	1	8
446	30	44	1	8
446	31	36	1	8
446	32	39	1	8
447	1	43	2	1
447	2	55	1	2
447	3	60	1	9
447	4	38	2	3
447	5	46	1	4
447	6	42	2	6
447	7	35	2	7
447	8	42	1	10
447	9	50	1	8
447	10	46	1	8
447	11	47	1	8
447	12	38	2	8
447	13	55	1	8
447	14	60	1	8
447	15	45	1	8
447	16	42	1	8
447	17	46	1	8
447	18	50	1	8
447	19	32	2	8
447	20	38	1	8
447	21	28	1	8
447	22	36	1	8
447	23	40	1	8
447	24	32	1	8
447	25	41	1	8
447	26	32	1	7
447	27	28	1	7
447	28	35	1	8
447	29	35	1	8
447	30	20	1	8
448	1	39	1	1
448	2	37	1	2
448	3	41	2	3
448	4	47	1	11
448	5	36	1	7
448	6	51	2	7
448	7	52	1	8
448	8	25	1	8
448	9	44	1	8
448	10	55	1	8
448	11	34	1	7
448	12	35	1	7
448	13	58	1	8
448	14	45	1	8
448	15	45	1	8
448	16	34	1	8
448	17	55	1	8
448	18	45	1	8
448	19	55	1	8
448	20	45	1	8
449	1	42	1	11
449	2	47	1	2
449	3	39	1	8
449	4	52	1	8
449	5	50	1	8
449	6	38	1	8
449	7	48	1	8
449	8	35	1	7
449	9	42	1	8
449	10	46	2	8
449	11	42	2	8
449	12	49	1	8
449	13	43	1	8
449	14	47	1	8
449	15	60	1	8
449	16	45	1	8
449	17	38	1	8
449	18	36	1	8
449	19	46	1	8
449	20	60	1	8
449	21	48	1	8
449	22	48	1	8
449	23	55	1	8
449	24	55	1	8
450	1	45	1	1
450	2	40	2	4
450	3	55	2	6
450	4	50	1	8
450	5	48	1	8
450	6	52	1	8
450	7	44	1	8
450	8	56	1	8
450	9	39	1	8
450	10	35	1	8
450	11	60	1	8
450	12	45	1	8
450	13	40	1	8
501	1	39	1	2
501	2	26	1	9
501	3	43	2	6
501	4	38	1	3
501	5	43	2	7
501	6	32	2	8
501	7	42	1	7
501	8	38	1	8
502	1	30	1	1
502	2	40	1	11
502	3	58	1	8
502	4	52	2	4
502	5	48	2	4
502	6	36	2	8
502	7	30	2	6
502	8	50	2	8
502	9	50	1	8
502	10	46	1	10
502	11	46	1	7
502	12	32	2	8
503	1	55	1	8
503	2	45	1	8
503	3	30	1	4
503	4	50	2	1
503	5	56	1	1
503	6	35	2	6
503	7	64	1	9
503	8	65	2	1
503	9	45	1	8
503	10	40	1	7
503	11	40	1	7
503	12	35	1	8
503	13	65	1	8
503	14	30	1	8
503	15	50	1	8
504	1	39	1	8
504	2	40	1	8
504	3	47	1	8
504	4	66	1	9
504	5	32	1	8
504	6	40	2	8
504	7	35	2	8
504	8	30	1	8
504	9	40	1	8
504	10	41	1	7
504	11	35	2	10
504	12	28	1	7
505	1	52	2	1
505	2	47	1	11
505	3	45	2	8
505	4	48	2	2
505	5	38	2	6
505	6	55	1	9
505	7	49	1	8
505	8	30	2	8
505	9	39	2	1
505	10	50	1	1
505	11	56	1	10
506	1	46	1	1
506	2	52	1	2
506	3	32	1	7
506	4	60	1	9
506	5	43	1	3
506	6	38	1	4
506	7	29	1	7
506	8	31	2	7
506	9	35	2	8
506	10	33	1	7
506	11	32	2	7
506	12	40	1	7
506	13	34	2	8
506	14	46	2	3
506	15	36	1	8
506	16	40	1	7
506	17	46	1	7
506	18	40	1	7
507	1	48	1	1
507	2	46	1	8
507	3	38	2	6
507	4	50	1	9
507	5	40	2	3
507	6	38	1	7
507	7	28	1	4
507	8	32	1	7
507	9	34	1	7
507	10	30	1	8
507	11	31	1	7
507	12	28	1	10
507	13	35	1	7
508	1	21	2	1
508	2	30	2	8
508	3	45	1	5
508	4	20	2	8
508	5	55	1	2
508	6	45	1	1
508	7	30	2	8
508	8	33	1	8
508	9	35	2	6
508	10	50	1	4
508	11	40	1	4
509	1	43	1	1
509	2	38	1	4
509	3	58	1	9
509	4	29	2	8
509	5	58	2	8
509	6	42	2	6
509	7	42	2	4
509	8	23	2	4
509	9	46	1	3
509	10	43	2	77
510	1	38	1	1
510	2	56	1	9
510	3	28	2	8
510	4	30	2	3
510	5	32	2	7
510	6	40	1	7
510	7	50	1	7
510	8	50	1	7
510	9	48	2	7
510	10	42	1	7
510	11	38	1	7
510	12	50	1	7
510	13	50	1	7
510	14	28	1	7
511	1	50	1	1
511	2	70	1	8
511	3	35	2	8
511	4	35	2	3
511	5	52	1	8
511	6	52	1	8
511	7	35	1	7
511	8	21	2	7
512	1	50	2	1
512	2	38	1	4
512	3	27	2	6
512	4	48	2	3
512	5	30	2	8
512	6	62	1	8
512	7	50	2	8
512	8	50	1	8
512	9	33	2	8
512	10	38	2	7
512	11	48	1	7
512	12	52	1	7
512	13	41	2	7
512	14	49	1	7
512	15	53	1	7
513	1	60	1	8
513	2	37	1	8
513	3	40	1	8
513	4	37	1	4
513	5	48	1	8
513	6	47	1	7
513	7	41	2	8
513	8	40	2	8
513	9	55	2	8
513	10	29	2	7
513	11	35	2	6
513	12	47	1	8
514	1	36	2	1
514	2	51	1	11
514	3	45	1	9
514	4	55	1	4
514	5	42	1	4
514	6	38	2	4
514	7	36	2	1
514	8	38	1	1
514	9	37	2	1
514	10	48	1	7
514	11	46	1	7
514	12	43	2	7
514	13	40	2	10
514	14	48	1	10
514	15	53	1	2
515	1	57	1	1
515	2	48	1	1
515	3	35	1	8
515	4	42	2	4
515	5	38	1	7
515	6	42	2	3
515	7	50	2	6
515	8	60	1	7
516	1	40	1	1
516	2	38	1	2
516	3	42	2	3
516	4	35	1	4
516	5	38	1	11
516	6	50	1	5
516	7	32	1	7
516	8	35	2	6
516	9	38	1	8
516	10	32	1	7
516	11	41	1	7
516	12	30	1	8
516	13	28	2	8
517	1	38	1	1
517	2	42	1	8
517	3	31	2	7
517	4	46	2	8
517	5	38	1	8
517	6	51	1	7
517	7	52	2	7
517	8	56	1	9
517	9	32	2	3
517	10	28	1	7
517	11	51	1	4
517	12	42	1	8
517	13	38	1	8
518	1	32	1	1
518	2	38	1	7
518	3	41	2	8
518	4	27	2	3
518	5	33	1	7
518	6	35	1	8
518	7	39	2	6
518	8	46	1	8
519	1	33	1	1
519	2	50	1	9
519	3	45	1	8
519	4	35	2	8
519	5	47	2	7
519	6	35	1	10
519	7	62	1	9
519	8	63	1	7
519	9	34	1	7
519	10	36	1	8
519	11	28	1	4
519	12	32	1	8
519	13	41	1	7
520	1	30	2	1
520	2	46	1	2
520	3	57	1	11
520	4	58	1	9
520	5	40	1	4
520	6	65	1	2
520	7	38	1	8
520	8	46	1	8
520	9	42	2	3
520	10	40	1	7
520	11	30	1	7
520	12	32	1	7
520	13	55	1	8
521	1	25	2	1
521	2	54	1	4
521	3	30	2	8
521	4	42	2	6
521	5	56	1	4
521	6	46	1	8
521	7	46	1	8
521	8	58	1	7
521	9	56	1	7
521	10	62	1	9
521	11	52	1	7
521	12	38	2	3
521	13	52	1	7
521	14	40	1	7
521	15	43	1	7
521	16	40	2	7
521	17	41	1	7
521	18	30	1	7
521	19	44	1	7
522	1	55	1	1
522	2	50	1	1
522	3	48	2	1
522	4	56	1	2
522	5	48	1	8
522	6	32	2	8
522	7	50	1	7
522	8	30	2	6
522	9	47	1	7
522	10	35	2	7
522	11	56	2	7
522	12	58	1	5
522	13	48	1	7
522	14	45	1	7
522	15	50	1	7
523	1	42	1	1
523	2	35	2	3
523	3	43	1	2
523	4	38	1	4
523	5	52	1	9
523	6	48	2	8
523	7	45	1	11
523	8	30	1	8
523	9	32	2	8
523	10	34	2	7
523	11	28	1	7
523	12	34	1	7
523	13	38	1	8
523	14	45	2	7
523	15	39	2	7
524	1	48	1	1
524	2	35	2	8
524	3	40	2	7
524	4	51	1	4
524	5	62	2	7
524	6	29	1	3
524	7	36	1	7
524	8	44	1	7
524	9	37	1	7
524	10	43	1	7
524	11	36	1	7
524	12	34	1	7
524	13	40	1	7
524	14	32	1	7
524	15	41	1	7
525	1	35	1	1
525	2	34	2	3
525	3	39	1	2
525	4	58	2	8
525	5	58	1	9
525	6	45	1	8
525	7	50	1	11
525	8	45	1	8
525	9	30	2	7
525	10	35	1	8
525	11	40	1	7
525	12	35	2	8
525	13	35	1	7
526	1	55	1	1
526	2	35	1	4
526	3	35	2	3
526	4	36	2	8
526	5	55	1	2
526	6	40	1	8
526	7	35	1	7
526	8	38	1	7
526	9	36	1	8
526	10	40	2	7
526	11	37	2	7
526	12	32	2	7
527	1	40	1	1
527	2	65	1	2
527	3	22	1	4
527	4	40	1	8
527	5	35	2	6
527	6	40	1	8
527	7	45	1	8
527	8	45	1	9
527	9	34	2	7
527	10	39	2	7
527	11	37	1	8
527	12	33	1	8
527	13	29	1	7
528	1	62	2	1
528	2	52	1	9
528	3	35	1	9
528	4	45	1	7
528	5	38	2	6
528	6	29	1	8
528	7	32	2	8
528	8	26	1	8
528	9	36	2	7
528	10	43	1	7
528	11	52	1	7
529	1	38	1	1
529	2	43	2	8
529	3	56	2	6
529	4	48	2	3
529	5	35	2	3
529	6	34	1	8
529	7	55	1	8
529	8	28	1	7
529	9	30	2	7
529	10	41	1	8
529	11	47	2	8
530	1	50	1	1
530	2	38	2	8
530	3	63	1	8
530	4	29	1	8
530	5	38	1	8
530	6	42	1	7
530	7	35	2	6
530	8	69	2	9
531	1	30	1	1
531	2	55	1	8
531	3	25	2	6
531	4	45	1	8
531	5	35	2	3
531	6	28	1	7
531	7	35	2	7
531	8	42	2	8
531	9	40	2	7
532	1	35	1	8
532	2	40	1	8
532	3	45	1	8
532	4	32	2	8
532	5	38	2	8
532	6	32	1	1
532	7	50	1	1
532	8	48	1	10
532	9	31	1	7
532	10	29	2	7
533	1	44	1	9
533	2	40	2	1
533	3	36	1	2
533	4	65	2	8
533	5	28	2	3
533	6	33	2	6
533	7	34	2	7
533	8	51	1	7
533	9	28	1	7
533	10	44	1	7
533	11	33	1	7
533	12	52	1	7
533	13	43	1	7
533	14	36	1	7
534	1	40	1	1
534	2	58	1	2
534	3	45	1	7
534	4	35	2	6
534	5	28	2	3
534	6	32	1	9
534	7	65	2	8
534	8	38	1	7
534	9	42	1	7
534	10	38	1	7
534	11	35	1	7
534	12	32	1	7
535	1	48	1	1
535	2	56	1	1
535	3	50	1	1
535	4	55	1	1
535	5	48	2	1
535	6	46	2	1
535	7	44	2	2
535	8	57	1	8
535	9	58	1	2
535	10	60	1	9
535	11	48	2	6
535	12	42	2	3
535	13	49	1	8
535	14	40	1	7
535	15	40	1	7
535	16	55	1	7
535	17	40	2	8
535	18	60	1	7
535	19	48	1	8
535	20	20	1	8
535	21	55	1	7
536	1	28	1	1
536	2	31	1	2
536	3	36	1	7
536	4	58	1	4
536	5	38	2	8
536	6	45	1	7
536	7	29	2	6
536	8	55	1	9
536	9	28	1	7
536	10	26	1	7
537	1	51	1	9
537	2	38	1	7
537	3	48	2	8
537	4	32	2	8
537	5	38	2	7
537	6	28	1	8
537	7	35	1	1
537	8	37	2	6
537	9	42	2	7
538	1	32	2	8
538	2	60	1	1
538	3	35	1	8
538	4	35	1	8
538	5	42	2	2
538	6	48	1	7
538	7	32	1	7
538	8	36	1	5
538	9	35	1	10
538	10	32	1	7
538	11	25	1	7
539	1	60	1	1
539	2	38	1	2
539	3	30	2	4
539	4	34	2	3
539	5	56	1	5
539	6	32	2	8
539	7	34	1	8
539	8	30	2	7
539	9	25	2	7
539	10	30	2	8
539	11	35	1	7
539	12	29	1	8
539	13	30	2	7
539	14	35	1	8
540	1	43	2	9
540	2	33	2	3
540	3	37	2	8
540	4	38	1	4
540	5	40	1	7
540	6	39	1	2
540	7	35	2	6
540	8	28	1	7
540	9	42	1	8
540	10	34	1	7
540	11	39	1	8
540	12	31	1	7
540	13	33	2	8
540	14	34	1	7
541	1	46	1	9
541	2	45	1	5
541	3	38	1	10
541	4	35	2	7
541	5	36	2	6
541	6	40	1	7
541	7	32	1	7
541	8	38	2	6
541	9	40	2	3
541	10	45	2	8
541	11	53	1	8
542	1	38	2	1
542	2	46	1	8
542	3	50	1	8
542	4	50	1	8
542	5	60	1	4
542	6	35	2	8
542	7	25	1	8
542	8	35	1	7
542	9	42	1	7
542	10	52	1	7
542	11	40	1	7
542	12	55	1	7
601	1	49	1	9
601	2	48	1	1
601	3	65	1	9
601	4	38	1	2
601	5	60	1	1
601	6	50	2	3
601	7	49	2	6
601	8	30	1	5
601	9	35	1	7
601	10	38	1	7
601	11	42	1	8
601	12	38	1	8
601	13	44	1	8
601	14	33	1	8
601	15	53	1	8
601	16	37	1	8
601	17	30	1	8
601	18	49	1	8
601	19	36	1	8
601	20	54	1	8
602	1	45	1	2
602	2	40	1	2
602	3	40	2	6
602	4	30	1	4
602	5	40	2	1
602	6	30	1	6
602	7	49	1	9
602	8	55	1	9
602	9	38	1	8
602	10	38	1	8
602	11	39	1	8
602	12	26	1	8
602	13	28	1	8
602	14	45	1	8
602	15	39	1	7
602	16	64	1	7
602	17	29	1	8
602	18	45	1	8
602	19	60	2	8
602	20	49	1	8
602	21	46	1	8
602	22	26	1	8
602	23	55	1	8
602	24	45	1	8
603	1	65	1	9
603	2	50	1	9
603	3	55	1	9
603	4	65	1	9
603	5	25	1	9
603	6	40	2	1
603	7	50	1	2
603	8	32	1	10
603	9	38	2	6
603	10	28	2	1
603	11	40	1	1
603	12	38	1	8
603	13	39	1	8
603	14	45	1	8
603	15	39	1	8
603	16	45	1	8
603	17	70	1	8
603	18	46	1	8
603	19	55	1	8
603	20	45	1	8
603	21	64	1	8
603	22	26	1	8
603	23	55	1	8
603	24	45	1	8
603	25	29	1	8
604	1	40	1	1
604	2	38	1	8
604	3	38	1	4
604	4	32	2	10
604	5	38	2	6
604	6	43	1	9
604	7	35	2	8
604	8	35	1	8
604	9	45	1	8
604	10	60	1	8
604	11	42	1	8
604	12	39	1	8
604	13	48	1	8
604	14	36	1	8
604	15	45	1	8
604	16	55	1	8
604	17	46	1	8
604	18	32	2	8
604	19	39	1	8
604	20	40	1	8
605	1	45	1	8
605	2	40	1	10
605	3	35	2	6
605	4	38	2	6
605	5	22	1	10
605	6	35	1	9
605	7	40	1	4
605	8	45	1	8
605	9	30	1	8
605	10	40	1	8
605	11	48	1	8
605	12	35	2	8
605	13	30	1	8
605	14	26	1	8
605	15	45	2	8
605	16	49	2	8
605	17	38	1	8
605	18	50	1	8
605	19	48	1	8
605	20	35	1	8
605	21	37	1	8
606	1	40	1	9
606	2	35	1	9
606	3	75	2	6
606	4	30	2	3
606	5	60	1	2
606	6	39	1	2
606	7	50	2	7
606	8	38	1	8
606	9	45	1	8
606	10	39	1	8
606	11	26	1	8
606	12	28	1	8
606	13	45	1	8
606	14	39	1	8
606	15	64	1	8
606	16	29	1	8
606	17	45	1	8
606	18	60	2	8
606	19	49	1	8
606	20	46	1	8
606	21	26	1	8
606	22	55	1	8
606	23	45	1	8
607	1	30	1	2
607	2	65	1	1
607	3	75	1	1
607	4	35	2	4
607	5	25	2	4
607	6	50	1	10
607	7	35	1	7
607	8	40	1	7
607	9	28	1	3
607	10	45	1	4
607	11	43	1	3
607	12	29	1	3
607	13	35	1	4
