PLACEID	RSID	AGERES	SEXRES	CAPAC
423	12	50	1	7
423	13	55	1	7
423	14	56	1	8
423	15	42	1	8
423	16	60	1	8
423	17	46	1	8
423	18	45	1	8
423	19	52	1	8
423	20	47	1	8
423	21	48	1	8
423	22	45	1	8
423	23	37	1	8
423	24	34	1	8
423	25	35	1	8
423	26	29	1	8
423	27	32	1	8
423	28	45	1	8
423	29	36	1	8
424	1	32	1	8
424	2	30	1	8
424	3	26	2	3
424	4	28	2	6
424	5	25	2	8
424	6	48	1	7
424	7	60	1	8
424	8	51	1	8
424	9	42	1	8
424	10	35	1	8
424	11	48	1	8
424	12	29	1	8
424	13	39	1	8
424	14	43	1	8
424	15	28	1	8
424	16	41	1	8
424	17	46	1	8
424	18	53	1	8
424	19	32	1	8
424	20	47	1	8
424	21	33	1	8
424	22	29	1	8
424	23	34	1	8
424	24	44	1	8
424	25	43	1	8
424	26	32	1	8
424	27	36	1	8
424	28	46	1	8
424	29	39	1	8
424	30	42	1	8
424	31	38	2	8
424	32	44	2	8
425	1	51	1	1
425	2	35	2	8
425	3	42	2	3
425	4	38	2	6
425	5	32	1	4
425	6	58	1	11
425	7	45	1	7
425	8	38	1	7
425	9	43	1	8
425	10	29	1	8
425	11	48	1	8
425	12	52	1	8
425	13	32	1	8
425	14	36	1	8
425	15	41	1	8
425	16	47	1	8
425	17	36	1	8
425	18	51	1	8
425	19	47	1	8
