PLACEID	TYWKIDR4	TYPWMALE	TYPWFMLE
332	3	-1111	150
332	4	-1111	-1111
332	5	500	500
333	1	450	350
333	2	250	250
333	3	-1111	200
333	4	250	200
333	5	500	500
334	1	350	250
334	2	-1111	-1111
334	3	-1111	-1111
334	4	-1111	-1111
334	5	400	-1111
335	1	250	100
335	2	-1111	-1111
335	3	-1111	-1111
335	4	-1111	-1111
335	5	-1111	-1111
336	1	150	125
336	2	-1111	-1111
336	3	-1111	-1111
336	4	-1111	-1111
336	5	200	-1111
337	1	350	250
337	2	300	-1111
337	3	-1111	100
337	4	300	250
337	5	500	400
338	1	350	250
338	2	300	-1111
338	3	-1111	150
338	4	250	250
338	5	300	300
339	1	350	250
339	2	300	-1111
339	3	-1111	80
339	4	250	250
339	5	450	300
340	1	400	300
340	2	350	300
340	3	300	250
340	4	250	200
340	5	500	500
341	1	350	250
341	2	300	-1111
341	3	-1111	100
341	4	250	250
341	5	400	400
342	1	-1111	-1111
342	2	-1111	-1111
342	3	-1111	-1111
342	4	-1111	-1111
342	5	-1111	-1111
343	1	200	130
343	2	-1111	-1111
343	3	-1111	-1111
343	4	-1111	-1111
343	5	300	-1111
344	1	300	250
344	2	-1111	-1111
344	3	-1111	100
344	4	200	200
344	5	400	300
345	1	300	200
345	2	-1111	-1111
345	3	-1111	-1111
345	4	-1111	-1111
345	5	-1111	-1111
346	1	350	250
346	2	300	-1111
346	3	-1111	100
346	4	300	250
346	5	500	400
347	1	400	300
347	2	300	-1111
347	3	-1111	200
347	4	250	200
347	5	500	500
348	1	350	250
348	2	-1111	-1111
348	3	-1111	-1111
348	4	200	-1111
348	5	-1111	-1111
349	1	250	150
349	2	-1111	-1111
349	3	-1111	-1111
349	4	-1111	-1111
349	5	-1111	-1111
350	1	350	250
350	2	-1111	-1111
350	3	-1111	-1111
350	4	-1111	-1111
350	5	500	-1111
351	1	350	250
351	2	300	-1111
351	3	-1111	-1111
351	4	-1111	-1111
351	5	400	-1111
401	1	300	120
401	2	-1111	-1111
401	3	-1111	-1111
401	4	150	-1111
401	5	-1111	-1111
402	1	300	100
402	2	-1111	-1111
402	3	-1111	-1111
402	4	-1111	-1111
402	5	-1111	-1111
403	1	350	150
403	2	-1111	-1111
403	3	-1111	-1111
403	4	116	84
403	5	200	-1111
404	1	200	130
404	2	-1111	-1111
404	3	-1111	-1111
404	4	-1111	-1111
404	5	-1111	-1111
406	1	350	180
406	2	260	-1111
406	3	-1111	120
406	4	130	100
406	5	250	250
407	1	350	200
407	2	-1111	-1111
407	3	-1111	-1111
407	4	-1111	-1111
407	5	200	-1111
408	1	100	70
408	2	-1111	-1111
408	3	-1111	-1111
408	4	-1111	-1111
408	5	-1111	-1111
409	1	300	180
409	2	200	-1111
409	3	-1111	60
409	4	150	-1111
409	5	-1111	-1111
410	1	-1111	-1111
410	2	100	-1111
410	3	-1111	-1111
410	4	-1111	-1111
410	5	-1111	-1111
411	1	200	130
411	2	-1111	-1111
411	3	-1111	-1111
411	4	-1111	-1111
411	5	-1111	-1111
412	1	-1111	-1111
412	2	-1111	-1111
412	3	-1111	-1111
412	4	-1111	-1111
412	5	250	-1111
413	1	250	100
413	2	-1111	-1111
413	3	-1111	-1111
413	4	-1111	-1111
413	5	200	-1111
414	1	300	150
414	2	-1111	-1111
414	3	-1111	-1111
414	4	-1111	-1111
414	5	-1111	-1111
415	1	350	130
415	2	150	-1111
415	3	-1111	-1111
415	4	-1111	-1111
415	5	200	-1111
416	1	250	130
416	2	-1111	-1111
416	3	-1111	-1111
416	4	150	-1111
416	5	-1111	-1111
417	1	250	180
417	2	-1111	-1111
417	3	-1111	-11111
417	4	200	-11111
417	5	200	-1111
418	1	250	130
418	2	-1111	-1111
418	3	-1111	-1111
418	4	-1111	-1111
418	5	-1111	-1111
419	1	300	150
419	2	175	-1111
419	3	-1111	-1111
419	4	-1111	-1111
419	5	200	-1111
420	1	330	150
420	2	-1111	-1111
420	3	-1111	150
420	4	200	180
420	5	250	-1111
421	1	200	150
421	2	-1111	-1111
421	3	-1111	-1111
421	4	-1111	-1111
421	5	150	-1111
422	1	300	100
422	2	-1111	-1111
422	3	-1111	-1111
422	4	-1111	-1111
422	5	-1111	-1111
423	1	300	150
423	2	-1111	-1111
423	3	-1111	-11111
423	4	-11111	-11111
423	5	250	-1111
424	1	-1111	-1111
424	2	-1111	-1111
424	3	-1111	-1111
424	4	-1111	-1111
424	5	150	-1111
425	1	250	120
425	2	-1111	-1111
425	3	-1111	-1111
425	4	-1111	-1111
425	5	-1111	-1111
426	1	280	100
426	2	-1111	-1111
426	3	-1111	60
426	4	-1111	-1111
426	5	180	-1111
427	1	300	150
427	2	200	-1111
427	3	-1111	-1111
427	4	140	100
427	5	350	-1111
428	1	400	200
428	2	300	-1111
428	3	150	100
428	4	200	150
428	5	500	250
429	1	300	150
429	2	150	-1111
429	3	150	-1111
429	4	200	150
429	5	350	250
430	1	300	180
430	2	200	-1111
430	3	-1111	150
430	4	250	200
430	5	450	300
431	1	300	-1111
431	2	-1111	-1111
431	3	-1111	80
431	4	100	-1111
431	5	180	-1111
432	1	300	180
432	2	150	-1111
432	3	-1111	120
432	4	100	100
432	5	250	-1111
433	1	300	150
433	2	150	-1111
433	3	-1111	50
433	4	100	100
433	5	180	-1111
434	1	200	100
434	2	150	-1111
434	3	-1111	-1111
434	4	-1111	-1111
434	5	400	-1111
435	1	300	180
435	2	250	-1111
435	3	-1111	70
435	4	150	100
435	5	300	200
436	1	200	100
436	2	-1111	-1111
436	3	-1111	-1111
436	4	-1111	-1111
436	5	200	-1111
437	1	320	110
437	2	170	-1111
437	3	-1111	90
437	4	120	80
437	5	220	-1111
438	1	250	200
438	2	-1111	-1111
438	3	-1111	-1111
438	4	200	200
438	5	300	-1111
439	1	200	100
439	2	-1111	-1111
439	3	-1111	-1111
439	4	150	80
439	5	250	-1111
440	1	350	180
440	2	200	-1111
440	3	-1111	-1111
440	4	150	100
440	5	250	-1111
441	1	280	150
441	2	4500	-1111
441	3	160	85
441	4	150	100
441	5	500	450
442	1	300	100
442	2	250	-1111
442	3	-1111	-1111
442	4	-1111	-1111
442	5	200	-1111
443	1	300	120
443	2	150	-1111
443	3	-1111	80
443	4	100	80
443	5	250	-1111
445	1	300	150
445	2	200	-1111
445	3	-1111	100
445	4	140	-1111
445	5	220	-1111
446	1	350	200
446	2	200	-1111
446	3	-1111	-1111
446	4	200	150
446	5	400	-1111
447	1	300	150
447	2	500	-1111
447	3	-1111	3000
447	4	5000	-1111
447	5	2000	-1111
448	1	350	160
448	2	50	-1111
448	3	-1111	-1111
448	4	50	50
448	5	150	-1111
449	1	400	250
449	2	200	-1111
449	3	-1111	80
449	4	200	150
449	5	300	200
450	1	350	250
450	2	-1111	-1111
450	3	-1111	-1111
450	4	100	100
450	5	400	-1111
501	1	250	150
501	2	111	111
501	3	111	111
501	4	111	111
501	5	111	111
502	1	250	200
502	2	0	0
502	3	0	0
502	4	0	0
502	5	0	0
503	1	300	250
503	2	0	0
503	3	0	0
503	4	0	0
503	5	0	0
504	1	250	150
504	2	0	0
504	3	0	0
504	4	0	0
504	5	0	0
505	1	200	150
505	2	-1111	-1111
505	3	-1111	-1111
505	4	150	-1111
505	5	-7777	-7777
506	1	250	200
506	2	-1111	-1111
506	3	-1111	-1111
506	4	-1111	-1111
506	5	5000	-1111
507	1	400	200
507	2	0	0
507	3	0	0
507	4	0	0
507	5	0	0
508	1	250	200
508	2	0	0
508	3	0	0
508	4	300	200
508	5	166	120
509	1	200	150
509	2	-1111	-1111
509	3	-1111	-1111
509	4	150	-1111
509	5	-7777	-7777
510	1	300	200
510	2	-1111	-1111
510	3	150	100
510	4	3000	2500
510	5	-1111	-1111
511	1	300	200
511	2	1111	1111
511	3	1111	1111
511	4	1111	1111
511	5	1111	1111
512	1	300	200
512	2	0	0
512	3	0	0
512	4	4500	0
512	5	6000	0
513	1	400	250
513	2	1111	1111
513	3	1111	1111
513	4	1111	1111
513	5	1111	1111
514	1	350	250
514	2	-1111	-1111
514	3	-1111	-1111
514	4	300	250
514	5	-7777	-7777
515	1	300	200
515	2	350	1111
515	3	1111	100
515	4	275	250
515	5	7777	7777
516	1	350	250
516	2	315	-1111
516	3	-1111	100
516	4	280	280
516	5	-1111	-1111
517	1	350	250
517	2	1111	1111
517	3	1111	1111
517	4	1111	1111
517	5	7777	7777
518	1	350	200
518	2	200	0
518	3	0	100
518	4	150	150
518	5	350	350
519	1	250	150
519	2	0	0
519	3	0	0
519	4	0	0
519	5	0	0
520	1	450	180
520	2	3500	-1111
520	3	-1111	1800
520	4	1600	-1111
520	5	6800	-1111
521	1	300	250
521	2	1111	1111
521	3	1111	1111
521	4	300	300
521	5	5000	0
522	1	300	200
522	2	-1111	-1111
522	3	-1111	100
522	4	350	300
522	5	-7777	-7777
523	1	250	150
523	2	-1111	-1111
523	3	-1111	-1111
523	4	-1111	-1111
523	5	-1111	-1111
524	1	250	200
524	2	-1111	-1111
524	3	-1111	-1111
524	4	-1111	-1111
524	5	-1111	-1111
525	1	300	200
525	2	-1111	-1111
525	3	-1111	-1111
525	4	300	300
525	5	-1111	-1111
526	1	250	200
526	2	-1111	-1111
526	3	-1111	-1111
526	4	-1111	-1111
526	5	-1111	-1111
527	1	250	120
527	2	-1111	-1111
527	3	-1111	-1111
527	4	150	-1111
527	5	-1111	-1111
528	1	350	200
528	2	-1111	-1111
528	3	-1111	-1111
528	4	-7777	-7777
528	5	-7777	-7777
529	1	350	170
529	2	1111	1111
529	3	1111	1200
529	4	1111	1111
529	5	1111	1111
530	1	350	180
530	2	1111	1111
530	3	1111	1111
530	4	1111	1111
530	5	1111	1111
531	1	300	150
531	2	1111	1111
531	3	1111	1111
531	4	1111	1111
531	5	1111	1111
532	1	350	250
532	2	270	1111
532	3	1111	100
532	4	200	150
532	5	7777	7777
533	1	300	150
533	2	-1111	-1111
533	3	-1111	1111
533	4	150	100
533	5	5000	-1111
534	1	350	200
534	2	-1111	-1111
534	3	-1111	-1111
534	4	3000	2000
534	5	-1111	-1111
535	1	300	200
535	2	-1111	-1111
535	3	-1111	100
535	4	250	200
535	5	-7777	-7777
536	1	350	150
536	2	1111	1111
536	3	100	100
536	4	1111	1111
536	5	1111	1111
537	1	350	180
537	2	1111	1111
537	3	1111	1111
537	4	1111	1111
537	5	1111	1111
538	1	350	180
538	2	-1111	-1111
538	3	-1111	-1111
538	4	-1111	-1111
538	5	-1111	-1111
539	1	300	200
539	2	-1111	-1111
539	3	-1111	-1111
539	4	120	100
539	5	-1111	-1111
540	1	0	0
540	2	0	0
540	3	0	0
540	4	0	0
540	5	0	0
541	1	300	150
541	2	1111	1111
541	3	1111	1111
541	4	1111	1111
541	5	1111	1111
542	1	1111	1111
542	2	1111	1111
542	3	1111	1111
542	4	3500	3500
542	5	1111	1111
601	1	250	130
601	2	200	-1111
601	3	-1111	-1111
601	4	-1111	-1111
601	5	100	-1111
602	1	250	220
602	2	-1111	-1111
602	3	80	-1111
602	4	-1111	100
602	5	250	-1111
603	1	300	250
603	2	-1111	-1111
603	3	-1111	-1111
603	4	100	-1111
603	5	300	300
604	1	350	250
604	2	250	-1111
604	3	-1111	100
604	4	150	100
604	5	500	500
605	1	400	200
605	2	300	300
605	3	-1111	100
605	4	120	120
605	5	500	-1111
606	1	250	120
606	2	-1111	-1111
606	3	-1111	-1111
606	4	300	-1111
606	5	200	-1111
607	1	350	300
607	2	-1111	-1111
607	3	-1111	-1111
607	4	-1111	-1111
607	5	300	-1111
608	1	350	200
608	2	-1111	-1111
608	3	-1111	-1111
608	4	-1111	-1111
608	5	400	-1111
609	1	250	150
609	2	-1111	-1111
609	3	-1111	100
609	4	100	80
609	5	400	380
610	1	200	150
610	2	200	-1111
610	3	-1111	-1111
610	4	250	150
610	5	600	500
611	1	200	150
611	2	200	-1111
611	3	-1111	100
611	4	150	100
611	5	300	-1111
612	1	300	150
612	2	-1111	-1111
612	3	-1111	-1111
612	4	-1111	-1111
612	5	300	-1111
613	1	200	150
613	2	-1111	-1111
613	3	-1111	-1111
613	4	200	-1111
613	5	350	-1111
614	1	350	280
614	2	150	-1111
614	3	-1111	-1111
614	4	120	120
614	5	150	-1111
615	1	250	150
615	2	200	-1111
615	3	-1111	100
615	4	-1111	-1111
615	5	300	-1111
616	1	300	150
616	2	-1111	-1111
616	3	-1111	-1111
616	4	-1111	-1111
616	5	180	-1111
617	1	300	150
617	2	250	-1111
617	3	-1111	100
617	4	150	100
617	5	300	-1111
618	1	300	200
618	2	350	-1111
618	3	-1111	-1111
618	4	250	-1111
618	5	300	-1111
619	1	350	280
619	2	150	-1111
619	3	-1111	100
619	4	150	120
619	5	350	350
620	1	500	300
620	2	180	-1111
620	3	-1111	100
620	4	150	100
620	5	250	250
621	1	350	150
621	2	-1111	-1111
621	3	-1111	-1111
621	4	-1111	-1111
621	5	300	-1111
622	1	250	150
622	2	-1111	-1111
622	3	-1111	-1111
622	4	300	-1111
622	5	300	300
623	1	300	100
623	2	-1111	-1111
623	3	-1111	-1111
623	4	-1111	-1111
623	5	250	-1111
624	1	300	150
624	2	250	-1111
624	3	-1111	200
624	4	250	-1111
624	5	300	-1111
625	1	300	200
625	2	300	-1111
625	3	-1111	100
625	4	200	-1111
625	5	350	-1111
626	1	300	200
626	2	300	-1111
626	3	-1111	100
626	4	200	-1111
626	5	350	350
628	1	300	200
628	2	300	-1111
628	3	-1111	90
628	4	100	-1111
628	5	300	300
629	1	300	200
629	2	-1111	-1111
629	3	-1111	100
629	4	150	150
629	5	300	300
630	1	300	200
630	2	-1111	-1111
630	3	-1111	-1111
630	4	-1111	-1111
630	5	300	-1111
631	1	320	280
631	2	200	-1111
631	3	-1111	120
631	4	150	-1111
631	5	350	350
632	1	350	120
632	2	-1111	-1111
632	3	-1111	-1111
632	4	150	100
632	5	300	-1111
633	1	250	150
633	2	150	-1111
633	3	-1111	150
633	4	120	-1111
633	5	350	350
634	1	380	250
634	2	150	-1111
634	3	-1111	100
634	4	100	100
634	5	350	-1111
635	1	300	100
635	2	-1111	-1111
635	3	-1111	-1111
635	4	150	-1111
635	5	130	-1111
636	1	250	100
636	2	-1111	-1111
636	3	-1111	-1111
636	4	100	-1111
636	5	150	-1111
637	1	350	200
637	2	200	-1111
637	3	-1111	150
637	4	200	-1111
637	5	400	-1111
638	1	380	250
638	2	400	-1111
638	3	-1111	150
638	4	150	150
638	5	400	300
639	1	360	250
639	2	300	-1111
639	3	-1111	200
639	4	250	200
639	5	300	250
640	1	400	250
640	2	250	-1111
640	3	-1111	200
640	4	300	250
640	5	400	400
641	1	600	300
641	2	200	-1111
641	3	-1111	150
641	4	200	-1111
641	5	300	300
642	1	200	120
642	2	-1111	-1111
642	3	-1111	-1111
642	4	-1111	-1111
642	5	400	-1111
701	1	200	150
701	2	-1111	-1111
701	3	-1111	-1111
701	4	-1111	-1111
701	5	-1111	-1111
702	1	200	120
702	2	-1111	-1111
702	3	-1111	-1111
702	4	-1111	-1111
702	5	400	400
703	1	200	150
703	2	-1111	-1111
703	3	-1111	-1111
703	4	150	-1111
703	5	220	-1111
704	1	180	110
704	2	-1111	-1111
704	3	-1111	-1111
704	4	-1111	-1111
704	5	400	-1111
705	1	250	180
705	2	-1111	-1111
705	3	-1111	100
705	4	200	150
705	5	450	450
706	1	180	150
706	2	100	-1111
706	3	-1111	70
706	4	100	100
706	5	500	500
707	1	200	150
707	2	-1111	-1111
707	3	-1111	-1111
707	4	-1111	-1111
707	5	400	-1111
708	1	300	200
708	2	-1111	-1111
708	3	-1111	-1111
708	4	-1111	-1111
708	5	200	-1111
709	1	350	200
709	2	300	-1111
709	3	-1111	-1111
709	4	-1111	-1111
709	5	-1111	-1111
710	1	250	200
710	2	200	-1111
710	3	-1111	-1111
710	4	150	100
710	5	200	-1111
711	1	300	200
711	2	-1111	-1111
711	3	-1111	-1111
711	4	-1111	-1111
711	5	400	-1111
712	1	250	150
712	2	-1111	-1111
712	3	-1111	-1111
712	4	100	-1111
712	5	400	-1111
713	1	250	250
713	2	200	-1111
713	3	-1111	100
713	4	100	100
713	5	500	500
715	1	200	150
715	2	-1111	-1111
715	3	-1111	100
715	4	100	100
715	5	500	500
716	1	200	120
716	2	-1111	-1111
716	3	-1111	-1111
716	4	150	150
716	5	250	250
717	1	250	200
717	2	-1111	-1111
717	3	-1111	-1111
717	4	-1111	-1111
717	5	-1111	-1111
718	1	200	150
718	2	-1111	-1111
718	3	-1111	-1111
718	4	100	-1111
718	5	400	-1111
719	1	200	200
719	2	-1111	-1111
719	3	-1111	-1111
719	4	-1111	-1111
719	5	200	-1111
720	1	200	200
720	2	150	-1111
720	3	-1111	100
720	4	150	150
720	5	300	-1111
721	1	200	200
721	2	-1111	-1111
721	3	-1111	-1111
721	4	-1111	-1111
721	5	350	-1111
722	1	300	200
722	2	150	-1111
722	3	-1111	-1111
722	4	150	-1111
722	5	450	-1111
723	1	300	200
723	2	-1111	-1111
723	3	-1111	-1111
723	4	100	100
723	5	400	400
724	1	250	200
724	2	150	-1111
724	3	-1111	-1111
724	4	133	133
724	5	700	700
725	1	400	150
725	2	100	-1111
725	3	-1111	100
725	4	70	70
725	5	500	500
726	1	350	200
726	2	150	-1111
726	3	-1111	100
726	4	150	150
726	5	600	600
727	1	300	200
727	2	150	-1111
727	3	-1111	-1111
727	4	150	100
727	5	700	700
728	1	250	150
728	2	-1111	-1111
728	3	-1111	-1111
728	4	150	-1111
728	5	600	600
729	1	200	200
729	2	-1111	-1111
729	3	-1111	-1111
729	4	-1111	-1111
729	5	300	-1111
730	1	200	150
730	2	-1111	-1111
730	3	-1111	-1111
730	4	-1111	-1111
730	5	300	-1111
731	1	200	120
731	2	-1111	-1111
731	3	-1111	-1111
731	4	100	100
731	5	600	600
732	1	250	250
732	2	200	-1111
732	3	-1111	-1111
732	4	100	100
732	5	400	400
733	1	300	200
733	2	-1111	-1111
733	3	-1111	-1111
733	4	-1111	100
733	5	300	-1111
734	1	300	200
734	2	200	-1111
734	3	-1111	-1111
734	4	180	150
734	5	300	400
735	1	250	200
735	2	-1111	-1111
735	3	-1111	-1111
735	4	150	150
735	5	300	-1111
736	1	300	250
736	2	-1111	-1111
736	3	-1111	-1111
736	4	150	-1111
736	5	400	400
737	1	300	300
737	2	-1111	-1111
737	3	-1111	-1111
737	4	150	-1111
737	5	400	400
738	1	300	250
738	2	-1111	-1111
738	3	-1111	-1111
738	4	100	-1111
738	5	200	-1111
739	1	300	250
739	2	-1111	-1111
739	3	-1111	-1111
739	4	150	-1111
739	5	300	-1111
740	1	300	250
740	2	-1111	-1111
740	3	-1111	-1111
740	4	150	150
740	5	400	400
741	1	300	300
741	2	-1111	-1111
741	3	-1111	-1111
741	4	150	150
741	5	450	450
801	1	250	150
801	2	-1111	-1111
801	3	-1111	-1111
801	4	100	-1111
801	5	200	-1111
802	1	150	100
802	2	-1111	-1111
802	3	-1111	-1111
802	4	-1111	-1111
802	5	4000	-1111
803	1	200	150
803	2	500	-1111
803	3	-1111	-1111
803	4	-1111	-1111
803	5	150	-1111
804	1	200	120
804	2	533	-1111
804	3	-1111	-1111
804	4	-1111	-1111
804	5	250	-1111
805	1	300	200
805	2	-1111	-1111
805	3	-1111	80
805	4	125	100
805	5	200	-1111
806	1	250	200
806	2	200	-1111
806	3	-1111	30
806	4	100	75
806	5	175	-1111
807	1	250	150
807	2	-1111	-1111
807	3	-1111	-1111
807	4	150	100
807	5	300	-1111
808	1	250	150
808	2	400	-1111
808	3	-1111	-1111
808	4	-1111	-1111
808	5	180	-1111
809	1	220	120
809	2	500	-1111
809	3	-1111	-1111
809	4	-1111	-1111
809	5	180	-111
810	1	200	100
810	2	333	-1111
810	3	-1111	-1111
810	4	-1111	-1111
810	5	300	-1111
812	1	250	150
812	2	500	-111
812	3	-1111	-1111
812	4	-1111	-1111
812	5	180	-1111
813	1	200	120
813	2	-1111	-1111
813	3	-11111	-1111
813	4	-1111	-1111
813	5	200	-1111
814	1	250	150
814	2	100	-1111
814	3	-1111	-1111
814	4	-1111	-1111
814	5	225	-1111
815	1	250	180
815	2	166	166
815	3	166	150
815	4	150	100
815	5	200	216
816	1	300	150
816	2	150	-1111
816	3	-1111	-1111
816	4	100	50
816	5	225	-1111
817	1	200	100
817	2	500	-1111
817	3	-1111	-1111
817	4	-1111	-1111
817	5	250	-1111
818	1	250	150
818	2	300	-1111
818	3	-1111	-1111
818	4	180	-1111
818	5	300	300
819	1	250	180
819	2	200	200
819	3	266	166
819	4	166	-1111
819	5	250	216
820	1	200	150
820	2	500	-1111
820	3	-1111	-1111
820	4	-1111	-1111
820	5	150	-1111
821	1	250	200
821	2	167	167
821	3	-1111	150
821	4	100	-1111
821	5	200	200
822	1	250	180
822	2	-1111	-1111
822	3	-1111	-1111
822	4	-1111	-1111
822	5	200	-1111
823	1	300	200
823	2	217	217
823	3	-1111	-1111
823	4	150	-1111
823	5	167	217
824	1	150	100
824	2	-1111	-1111
824	3	-1111	-1111
824	4	-1111	-1111
824	5	-1111	-1111
825	1	200	150
825	2	-1111	-1111
825	3	-1111	-1111
825	4	-1111	-1111
825	5	200	-1111
826	1	200	150
826	2	-1111	-1111
826	3	-1111	-1111
826	4	200	-1111
826	5	300	-1111
827	1	250	150
827	2	-1111	-1111
827	3	-1111	-1111
827	4	-1111	-1111
827	5	200	-1111
828	1	250	150
828	2	150	-1111
828	3	-1111	-1111
828	4	150	120
828	5	350	-1111
829	1	250	180
829	2	167	167
829	3	-1111	200
829	4	230	-1111
829	5	300	267
830	1	250	200
830	2	200	200
830	3	-1111	200
830	4	167	-111
830	5	300	267
831	1	250	200
831	2	167	167
831	3	-1111	200
831	4	100	-1111
831	5	320	250
832	1	250	200
832	2	200	-1111
832	3	-1111	120
832	4	100	-1111
832	5	300	267
951	1	300	250
951	2	200	0
951	3	250	200
951	4	150	0
951	5	400	400
952	1	350	250
952	2	-1111	-1111
952	3	-1111	100
952	4	150	-1111
952	5	-1111	-1111
953	1	250	200
953	2	200	0
953	3	0	100
953	4	150	0
953	5	350	350
954	1	350	250
954	2	-1111	-1111
954	3	-1111	-1111
954	4	-1111	-1111
954	5	300	-1111
955	1	200	200
955	2	-1111	-1111
955	3	-1111	-1111
955	4	180	-1111
955	5	300	-1111
956	1	250	200
956	2	-1111	-1111
956	3	-1111	-1111
956	4	150	-1111
956	5	300	-1111
957	1	300	300
957	2	-1111	-1111
957	3	-1111	-1111
957	4	150	150
957	5	400	400
958	1	350	130
958	2	-1111	-1111
958	3	-1111	-1111
958	4	200	200
958	5	400	300
959	1	250	250
959	2	-1111	-1111
959	3	-1111	-1111
959	4	150	-1111
959	5	200	-1111
