PLACEID	LCPRIDR4	LOCLUNI	PPSTD0101	CDVEN0101	CDIR0101	PPSTD0102	CDVEN0102	CDIR0102	PRCESTND
518	34	1	160	6	8	160	14	2	160
518	35	1	350	6	6	380	14	1	380
518	36	1	100	6	7	110	5	4	100
518	37	1	100	7	6	100	1	1	100
518	40	1	35	5	5	40	3	2	40
518	41	1	25	5	5	28	3	6	28
518	42	1	35	5	8	40	3	2	35
518	43	1	45	3	5	40	5	2	40
518	44	1	450	7	5	500	1	2	500
518	45	1	600	7	5	750	1	2	750
518	46	1	36	1	2	40	7	5	40
518	47	1	65	1	5	65	7	2	65
518	48	1	10	1	2	10	7	1	10
518	49	1	280	7	5	260	1	2	260
518	50	100g	25	7	8	25	1	2	25
518	51	1	100	7	6	100	17	4	100
518	52	1	220	1	5	220	17	2	220
518	53	12pieces	25	5	5	30	3	2	30
518	54	1 piece	20	3	4	20	5	2	20
518	55	1	70	3	1	60	5	2	60
518	56	200ml	14	7	5	14	1	2	14
518	57	1	280	1	1	260	17	6	260
518	58	1	24	7	5	24	5	2	24
518	59	0	0	88	 	0	88	 	0
519	1	1	10	15	5	15	1	9	10
519	2	1	160	3	7	200	1	5	160
519	3	1	200	17	9	250	1	8	250
519	4	1	120	3	9	160	1	8	160
519	5	1	200	3	9	260	1	8	260
519	6	1	160	2	9	170	1	8	170
519	7	1	4	1	5	4	9	10	4
519	8	1	1	1	5	1	9	10	1
519	9	1	2	9	10	2.5	1	5	2.5
519	10	1	6	9	10	6	1	5	6
519	11	10	38	3	5	40	1	8	40
519	12	1	10	3	5	10	1	8	10
519	13	1	16	2	5	35	1	8	35
519	14	1	30	3	5	42	1	8	42
519	15	0	25	1	5	40	7	7	25
519	16	1	0	88	5	0	88	8	0
519	17	1	40	1	5	45	7	8	40
519	18	1	60	1	5	75	7	8	60
519	19	1	60	1	5	75	7	8	60
519	20	1	60	1	6	65	3	7	65
519	21	1	60	1	6	75	17	9	75
519	22	1	40	1	5	50	3	9	40
519	23	1	10	3	6	12	3	7	10
519	24	1	40	7	8	45	1	12	40
519	25	1	40	1	3	45	3	9	40
519	26	1	160	1	5	150	7	8	150
519	27	1	400	1	4	400	3	9	400
519	28	0	0	88	13	0	88	7	0
519	29	1	40	1	5	40	5	6	40
519	30	1	4	3	5	4.5	1	9	4
519	31	1	0	88	12	0	88	13	0
519	32	1	150	6	9	160	3	12	160
519	33	1	350	1	3	380	6	8	350
519	34	1	140	6	12	160	3	3	160
519	35	1	250	3	3	300	6	7	250
519	36	1	120	3	3	140	6	9	140
519	37	1	100	6	6	110	3	9	110
519	40	1	35	5	3	40	3	5	35
519	41	1	35	5	3	40	3	6	40
519	42	1	30	5	3	40	3	5	40
519	43	1	20	5	4	25	3	6	20
519	44	1	300	1	5	400	3	6	300
519	45	1	350	7	3	450	1	5	350
519	46	1	40	1	5	42	3	9	42
519	47	1	60	17	6	65	1	5	65
519	48	1	10	1	5	10	3	7	10
519	49	1	200	1	6	220	3	8	220
519	50	100g	25	1	5	20	5	10	20
519	51	1	100	1	4	120	3	5	120
519	52	1	220	1	8	220	3	9	220
519	53	1	25	5	5	30	3	6	30
519	54	1	20	5	5	25	3	7	25
519	55	1	70	5	4	75	3	6	75
519	56	200ml	14	1	4	14	3	3	14
519	57	1	280	17	6	250	1	7	250
519	58	1	22	3	5	20	5	9	20
519	59	0	0	88	 	0	88	 	0
520	1	1	20	15	12	20	7	13	10
520	2	1	150	2	12	250	7	13	150
520	3	1	200	2	12	300	7	13	200
520	4	1	120	2	12	160	7	13	120
520	5	1	250	2	12	180	7	13	150
520	6	1	150	2	12	180	7	13	150
520	7	1	4	10	9	4	7	13	4
520	8	0	0	88	9	0	88	13	0
520	9	1	2.5	10	9	2.5	7	13	2.5
520	10	1	6	10	9	6	10	13	6
520	11	1	40	1	11	38	8	10	40
520	12	1	10	2	12	10	7	13	10
520	13	1	16	2	12	35	8	11	35
520	14	1	30	2	12	45	7	13	45
520	15	1	26	2	12	41	7	13	26
520	16	0	0	88	12	0	88	13	0
520	17	1	42	2	12	48	7	13	40
520	18	1	65	2	12	80	7	13	65
520	19	1	64	1	11	80	7	13	65
520	20	1	60	2	12	60	7	13	60
520	21	1	60	2	12	76	8	11	60
520	22	0	0	88	12	0	88	13	0
520	23	1	10	2	12	8	7	13	10
520	24	1	40	2	12	41	7	13	40
520	25	1	40	3	10	46	7	13	40
520	26	1	160	2	12	160	7	13	160
520	27	1	360	3	10	400	7	13	360
520	28	1	400	3	10	400	7	13	400
520	29	1	40	3	10	40	7	13	40
520	30	1	4	2	12	4	7	13	4
520	31	0	0	88	12	0	88	13	0
520	32	1	130	6	8	150	14	7	130
520	33	1	400	6	8	400	14	7	400
520	34	1	160	6	8	160	14	7	160
520	35	1	250	6	8	240	14	7	250
520	36	1	120	6	8	140	14	7	120
520	37	1	100	6	8	120	14	7	100
520	40	1	40	5	10	35	14	7	40
520	41	1	40	5	6	36	14	7	40
520	42	1	40	5	6	35	14	7	40
520	43	1	25	5	6	22	14	7	22
520	44	1	300	2	12	500	7	13	300
520	45	1	350	2	12	400	7	13	350
520	46	1	40	2	12	36	7	13	40
520	47	1	60	1	12	68	7	13	60
520	48	1	10	2	12	10	7	13	10
520	49	1	220	2	12	210	7	13	220
520	50	1	25	2	12	20	7	13	20
520	51	1	110	2	12	100	7	13	100
520	52	1	220	2	12	180	7	13	180
520	53	1	25	5	8	22	14	7	25
520	54	1	20	5	8	25	7	13	20
520	55	1	70	5	8	80	14	7	70
520	56	1	14	3	10	14	7	13	14
520	57	1	250	8	10	300	1	8	250
520	58	1	22	5	10	20	14	6	20
520	59	0	0	88	 	0	88	 	0
521	1	1	10	1	15	20	17	17	10
521	2	1	150	1	18	250	1	18	150
521	3	1	200	1	16	300	1	16	200
521	4	120	160	1	16	160	1	16	120
521	5	1	250	1	16	300	1	16	250
521	6	1	150	1	16	180	1	16	150
521	7	1	4	9	6	4	9	6	4
521	8	1	1	9	6	1	9	6	1
521	9	1	2.5	9	6	2.5	9	6	2.5
521	10	1	6	9	6	6	9	6	6
521	11	1	40	1	15	38	17	17	40
521	12	1	10	1	15	10	7	17	10
521	13	1	16	1	15	35	7	17	16
521	14	1	40	1	15	38	7	17	38
521	15	1	26	1	15	41	7	17	25
521	16	0	0	88	19	0	88	19	0
521	17	1	42	1	15	48	7	17	42
521	18	1	65	1	15	80	7	17	65
521	19	1	64	1	15	80	7	17	64
521	20	1	60	1	15	60	7	17	60
521	21	1	60	1	15	76	7	17	60
521	22	0	0	88	6	0	88	6	0
521	23	1	10	17	8	8	1	15	10
521	24	1	40	1	15	41	7	17	40
521	25	1	46	1	15	46	7	17	40
521	26	1	160	1	15	160	7	17	160
521	27	1	360	17	8	400	17	8	400
521	28	1	400	17	8	400	7	17	400
521	29	1	40	1	15	40	7	17	40
521	30	1	40	1	15	4	7	17	4
521	31	0	0	88	7	0	88	7	0
521	32	1	130	6	11	150	6	11	140
521	33	1	400	6	11	400	6	11	400
521	34	1	160	6	11	160	6	11	160
521	35	1	250	6	11	240	6	11	240
521	36	1	120	1	11	140	6	11	120
521	37	1	100	1	11	120	6	11	100
521	40	1	40	1	15	35	1	15	35
521	41	1	40	3	9	36	14	14	40
521	42	1	40	1	15	35	14	14	35
521	43	1	25	1	15	22	7	17	22
521	44	1	300	1	15	500	7	17	350
521	45	1	350	7	17	400	7	17	350
521	46	1	40	1	15	36	7	17	36
521	47	1	60	1	15	68	7	17	65
521	48	11	10	1	15	10	7	17	10
521	49	1	220	7	17	210	7	17	220
521	50	1	25	1	15	20	7	17	20
521	51	1	110	17	8	100	1	15	80
521	52	1	220	17	8	220	17	8	220
521	53	1	25	3	9	30	7	17	25
521	54	1	20	3	9	25	7	17	20
521	55	1	70	3	9	80	7	17	70
521	56	1	14	1	19	14	1	19	14
521	57	1	280	1	19	300	1	19	280
521	58	1	22	1	15	20	1	15	20
521	59	0	0	88	 	0	88	 	0
522	1	100 PAGES	10	1	5	10	15	6	10
522	2	1	200	3	7	210	17	8	200
522	3	1	310	3	5	350	1	9	310
522	4	1	75	1	6	80	3	5	75
522	5	1	400	3	5	350	17	7	350
522	6	1	120	3	5	150	17	7	120
522	7	27.5 GRAMS	4	9	14	4.5	1	6	4.5
522	8	500 MG	1	9	8	1	1	6	1
522	9	250 MG	6	9	6	6	1	6	6
522	10	500 MG	7	9	9	6	1	6	6
522	11	1	40	1	6	40	3	7	40
522	12	1	10	1	6	10	3	7	10
522	13	1	35	1	6	37	3	7	35
522	14	1	38	1	6	46	7	8	38
522	15	0	0	88	6	0	88	7	0
522	16	0	0	88	7	0	88	7	0
522	17	1	32	1	6	35	7	7	32
522	18	1	34	1	6	40	7	7	34
522	19	1	34	1	6	38	7	7	34
522	20	1	38	1	6	40	7	7	38
522	21	1	54	1	6	52	7	7	54
522	22	1	50	1	6	55	7	10	50
522	23	100G	10	1	6	10	17	5	10
522	24	1	40	1	6	40	7	9	40
522	25	1 LTR	36	3	14	40	1	6	36
522	26	1	120	1	6	150	7	11	120
522	27	1	340	3	7	350	1	6	340
522	28	1	330	3	13	350	1	6	330
522	29	1 LTR	40	3	11	40	1	6	40
522	30	1	4	1	6	4.5	3	14	4
522	31	0	0	88	6	0	88	7	0
522	32	1	120	6	15	140	3	7	120
522	33	1	340	6	12	360	3	15	340
522	34	1	140	6	12	160	3	15	140
522	35	1	340	6	12	380	3	14	340
522	36	1	120	6	14	110	1	7	110
522	37	1	100	1	7	100	3	9	100
522	40	1	34	1	6	36	5	13	34
522	41	1	36	1	6	40	5	9	36
522	42	1	30	1	11	25	5	13	30
522	43	1	20	1	7	22	5	11	20
522	44	1	220	1	7	260	7	14	220
522	45	1	320	1	11	340	7	14	320
522	46	1	28	1	6	30	7	14	28
522	47	1 LTR	60	1	6	62	7	12	60
522	48	1	10	1	6	10	7	13	10
522	49	1	230	1	7	250	3	9	230
522	50	100 G	10	1	6	10	7	7	10
522	51	1	120	1	5	150	7	7	120
522	52	1	200	17	14	220	17	13	200
522	53	12	25	3	7	30	1	6	25
522	54	1	20	3	10	25	17	13	20
522	55	1	50	3	7	60	17	15	50
522	56	200 ML	14	1	6	14	17	13	14
522	57	1 ;LTR	280	17	7	300	17	14	280
522	58	1	22	1	6	22	5	13	22
522	59	0	0	88	 	0	88	 	0
523	1	1	10	15	15	20	7	11	10
523	2	1	150	2	15	250	1	9	150
523	3	1	200	2	15	250	1	12	200
523	4	1	120	2	15	150	1	12	120
523	5	1	250	2	15	300	1	12	250
523	6	1	150	2	15	150	1	12	150
523	7	1	4	9	2	4	7	14	4
523	8	1	1	10	2	1	7	14	1
523	9	1	2.5	10	2	2.5	7	14	2.5
523	10	1	6	10	2	6	7	14	6
523	11	1	40	2	15	38	7	14	38
523	12	1	10	2	15	10	7	14	10
523	13	1	38	2	15	46	7	14	38
523	14	1	38	2	14	46	7	14	38
523	15	1	26	2	15	35	7	14	26
523	16	0	0	88	14	0	88	15	0
523	17	1	42	2	15	48	7	14	42
523	18	1	65	2	15	80	7	14	65
523	19	1	64	2	15	75	7	14	64
523	20	1	60	2	15	65	7	14	60
523	21	1	60	2	15	75	7	14	60
523	22	1	80	2	15	90	7	14	80
523	23	1	10	2	15	12	7	14	10
523	24	1	40	2	15	45	7	14	40
523	25	1	40	3	9	42	7	14	40
523	26	1	150	2	15	160	7	14	150
523	27	1	350	3	9	400	7	14	350
523	28	1	400	2	15	400	7	14	400
523	29	1	40	2	15	40	7	15	40
523	30	1	4	2	15	4	7	14	4
523	31	0	0	88	15	0	88	14	0
523	32	1	150	6	13	140	14	11	150
523	33	1	400	6	13	400	14	11	400
523	34	1	160	6	13	160	14	11	160
523	35	1	250	6	13	250	14	11	250
523	36	1	120	6	13	140	14	11	120
523	37	1	100	6	13	120	14	11	100
523	40	1	40	5	10	42	14	11	40
523	41	1	35	5	10	40	14	11	35
523	42	1	40	5	10	42	14	11	40
523	43	1	25	5	10	30	14	11	25
523	44	1	300	2	15	350	7	14	300
523	45	1	350	2	15	420	7	14	350
523	46	1	40	2	15	40	7	14	40
523	47	1	60	2	15	65	7	14	60
523	48	1	10	2	15	10	7	14	10
523	49	0	0	88	11	0	88	14	0
523	50	1	25	2	15	25	7	14	25
523	51	1	100	2	15	120	7	14	100
523	52	1	220	2	15	200	7	14	220
523	53	1	25	5	11	30	7	14	25
523	54	1	20	5	10	25	14	11	20
523	55	1	65	5	10	70	14	11	65
523	56	1	14	2	15	14	14	14	14
523	57	1	280	2	12	290	1	9	280
523	58	1	20	5	10	22	14	11	20
523	59	0	0	88	 	0	88	 	0
524	1	1	1	1	8	25	17	15	20
524	2	1	250	17	12	200	1	4	200
524	3	1	200	1	5	250	17	10	250
524	4	1	150	1	5	120	17	10	120
524	5	1	300	1	5	250	17	10	250
524	6	1	180	1	5	150	17	10	150
524	7	1	4	1	6	4	17	9	4
524	8	1	1.5	9	9	2	1	6	2
524	9	1	4	9	9	3.5	1	6	3.5
524	10	1	8	1	6	6	9	9	6
524	11	1	48	1	8	40	7	11	40
524	12	1	10	1	8	10	1	8	10
524	13	1	30	1	8	40	17	10	40
524	14	1	46	1	8	42	7	11	42
524	15	1	28	1	8	26	1	8	26
524	16	0	0	88	 	0	88	 	0
524	17	1	48	1	8	42	1	8	40
524	18	0	0	88	 	0	88	 	0
524	19	1	70	7	11	65	1	8	65
524	20	1	60	1	8	62	7	11	65
524	21	 	 	 	 	 	 	 	 
524	22	 	 	 	 	 	 	 	 
524	23	1	10	7	11	10	1	8	8
524	24	1	45	7	11	42	7	11	40
524	25	1	30	1	8	40	7	11	40
524	26	1	165	7	11	158	1	8	158
524	27	1	400	7	11	45	1	8	40
524	28	 	 	 	 	 	 	 	 
524	29	1	40	1	8	40	7	11	40
524	30	1	5	1	8	5	7	11	5
524	31	0	0	88	 	0	88	 	0
524	32	1	120	1	4	150	6	4	120
524	33	1	350	6	13	350	1	13	350
524	34	1	180	6	13	180	6	13	180
524	35	1	350	6	13	350	6	13	350
524	36	1	120	6	13	120	6	13	120
524	37	1	90	7	11	100	1	8	100
524	40	1	25	1	8	20	7	11	20
524	41	1	35	1	8	35	7	11	35
524	42	1	40	1	8	36	7	5	40
524	43	1	45	1	8	40	7	11	40
524	44	1	300	1	8	300	1	8	280
524	45	0	0	88	 	0	88	 	0
524	46	1	40	1	8	36	7	11	35
524	47	1	65	7	11	60	1	8	60
524	48	1	10	7	11	8	1	8	10
524	49	1	200	3	3	250	7	3	200
524	50	1	25	1	8	20	1	8	20
524	51	1	100	17	7	90	7	11	90
524	52	1	220	17	7	200	17	7	200
524	53	1	40	3	15	40	7	11	25
524	54	1	20	3	15	25	3	15	20
524	55	1	80	3	15	65	3	15	65
524	56	1	14	1	14	14	7	11	14
524	57	1	250	17	14	250	17	14	250
524	58	1	30	1	8	26	7	11	26
524	59	0	0	88	 	0	88	 	0
525	1	1	10	2	9	15	7	10	10
525	2	1	150	2	9	250	7	10	150
525	3	1	200	2	9	300	7	10	200
525	4	1	120	2	9	160	7	10	120
525	5	1	250	2	9	300	7	10	250
525	6	1	150	2	9	180	7	10	150
525	7	1	4	10	2	4	7	10	4
525	8	1	1	10	2	1	7	10	1
525	9	1	2.5	10	2	2.5	7	10	2.5
525	10	1	6	10	2	6	7	10	6
525	11	1	40	7	10	38	2	9	38
525	12	1	10	2	9	10	7	10	10
525	13	1 le	20	3	11	35	7	10	25
525	14	1kg	30	2	9	45	7	10	45
525	15	1	26	2	9	41	7	10	30
525	16	0	0	88	13	0	88	10	0
525	17	1	42	2	9	48	7	10	42
525	18	1	65	2	9	80	7	10	65
525	19	1	64	2	9	80	7	10	64
525	20	1	60	2	9	60	7	10	60
525	21	1	60	2	9	76	7	10	60
525	22	0	0	88	12	0	88	10	0
525	23	1	10	2	9	8	7	10	10
525	24	1	40	1	11	46	7	10	40
525	25	1	40	3	13	46	7	10	40
525	26	1	160	1	8	160	8	12	160
525	27	1	360	1	8	400	8	12	360
525	28	1	400	1	8	400	8	12	400
525	29	1	40	3	13	40	7	10	40
525	30	1	4	3	13	4.25	7	10	4
525	31	0	0	88	13	0	88	8	0
525	32	1	150	6	11	180	14	13	150
525	33	1	360	6	8	360	14	13	360
525	34	1	140	6	8	160	14	13	140
525	35	1	250	6	11	240	14	13	250
525	36	1	120	6	11	140	14	13	120
525	37	1	100	6	8	120	14	13	100
525	40	1	0	88	12	0	88	13	0
525	41	1	40	5	12	36	14	13	40
525	42	1	40	5	12	35	14	13	40
525	43	1	25	5	12	22	14	13	25
525	44	1	300	7	10	350	2	9	300
525	45	1	350	2	9	400	7	10	350
525	46	1	40	7	9	36	8	10	40
525	47	1	60	7	9	68	8	10	60
525	48	1	10	2	9	10	7	10	10
525	49	1	210	2	9	230	7	10	210
525	50	1	10	2	9	15	7	10	10
525	51	1	110	2	9	120	7	10	210
525	52	1	220	2	9	180	7	10	220
525	53	1	25	5	8	30	7	10	25
525	54	1	20	5	9	20	14	11	20
525	55	1	50	5	8	55	14	11	50
525	56	1	14	3	8	14	7	10	14
525	57	1	280	2	10	260	8	8	260
525	58	1	22	5	12	20	14	13	22
525	59	0	0	88	 	0	88	 	0
526	1	1	10	15	7	15	7	11	10
526	2	1	150	1	10	250	2	12	150
526	3	1	200	2	10	300	1	8	200
526	4	1	120	2	8	150	1	10	120
526	5	1	150	1	8	180	2	6	150
526	6	1	150	2	7	180	1	8	150
526	7	1	4	9	4	4	7	11	4
526	8	1	1	10	4	1	7	11	1
526	9	1	2.5	9	4	2.5	7	11	2.5
526	10	1	6	9	4	6	7	11	6
526	11	1	40	2	8	42	7	11	40
526	12	1	10	2	8	10	7	11	10
526	13	1	15	2	8	25	7	11	15
526	14	1	30	2	8	45	7	11	30
526	15	1	26	2	8	40	7	11	26
526	16	0	0	88	8	0	88	11	0
526	17	1	60	2	8	75	7	11	60
526	18	1	60	2	8	70	7	11	60
526	19	1	62	2	8	74	7	11	62
526	20	1	60	2	8	62	7	11	60
526	21	1	65	2	8	75	7	11	65
526	22	1	80	2	8	90	7	11	80
526	23	1	10	2	8	12	7	11	10
526	24	1	40	2	8	45	7	11	40
526	25	1	40	3	7	45	7	11	40
526	26	1	150	2	8	170	7	11	150
526	27	1	350	3	7	400	7	11	350
526	28	1	400	3	7	420	7	8	400
526	29	1	40	3	7	40	7	11	40
526	30	1	4.5	2	8	5	7	11	4.5
526	31	0	0	88	7	0	88	8	0
526	32	1	120	6	9	150	14	6	150
526	33	1	400	6	9	400	14	6	400
526	34	1	150	6	9	160	14	6	150
526	35	1	250	6	9	270	14	6	250
526	36	1	120	6	9	140	14	6	120
526	37	1	100	6	9	120	14	6	100
526	40	1	40	5	7	35	14	6	35
526	41	1	40	5	7	42	14	6	40
526	42	1	35	5	7	40	14	6	35
526	43	1	26	5	7	27	14	6	26
526	44	1	300	2	8	350	7	11	300
526	45	1	350	2	8	450	7	11	350
526	46	1	35	2	8	40	7	11	35
526	47	1	60	2	8	65	7	11	60
526	48	1	10	2	8	10	7	11	10
526	49	1	200	2	8	220	7	11	200
526	50	1	20	2	8	25	7	11	20
526	51	1	100	2	8	120	7	11	100
526	52	1	220	2	8	250	7	11	220
526	53	1	20	5	7	25	14	6	20
526	54	11	20	5	7	25	14	6	20
526	55	1	70	5	7	80	14	6	70
526	56	1	14	2	8	14	7	11	14
526	57	1	260	1	5	280	8	8	260
526	58	1	22	5	7	25	14	6	22
526	59	0	0	88	 	0	88	 	0
527	1	1	12	15	11	15	7	10	12
527	2	1	80	7	11	70	8	10	80
527	3	1	150	8	10	180	7	9	150
527	4	1	50	8	11	45	7	12	50
527	5	1	200	8	10	215	7	12	200
527	6	1	110	8	13	80	7	12	110
527	7	1	4	9	7	4.5	10	11	4
527	8	1	1	10	7	1	9	11	1
527	9	0	0	88	7	0	88	11	0
527	10	0	0	88	7	1	88	12	0
527	11	1	40	1	10	38	2	12	40
527	12	1	10	1	10	8	2	12	10
527	13	0	0	88	13	0	88	10	0
527	14	1 kg	42	8	8	38	7	11	42
527	15	1	25	12	8	42	8	11	25
527	16	0	0	88	13	0	88	11	0
527	17	20	25	12	11	20	14	12	25
527	18	00	0	88	13	0	88	12	0
527	19	1	64	12	7	80	14	13	64
527	20	1	60	12	11	60	14	12	60
527	21	1	60	12	10	76	14	8	60
527	22	0	0	88	10	0	88	11	0
527	23	1	4	7	10	6	1	11	4
527	24	1	40	7	8	42	1	10	40
527	25	1	40	12	11	46	3	12	40
527	26	1	160	8	10	160	7	12	160
527	27	1	360	3	12	400	1	10	360
527	28	0	0	88	12	0	88	11	0
527	29	1	34.25	3	12	34	1	13	34.25
527	30	1	5	8	8	5	7	11	5
527	31	0	0	88	11	0	2	12	0
527	32	1	140	6	11	150	14	12	140
527	33	1	360	6	9	350	14	11	360
527	34	1	140	6	7	160	14	12	140
527	35	1	320	6	11	300	14	12	320
527	36	1	110	6	12	100	14	11	110
527	37	1	100	6	9	120	14	11	100
527	40	0	0	88	11	0	88	10	0
527	41	0	32	5	9	35	14	11	32
527	42	0	15	5	7	20	14	13	15
527	43	1	6	5	9	8	14	13	6
527	44	1	260	8	12	280	7	12	260
527	45	1	320	8	10	300	7	12	300
527	46	1	28	8	12	26	7	13	26
527	47	1	60	2	9	62	7	12	60
527	48	1	10	1	13	8	7	8	10
527	49	0	0	88	7	0	88	12	0
527	50	1	12	2	7	10	7	11	10
527	51	1	110	1	12	120	7	13	110
527	52	1	160	2	10	180	7	12	160
527	53	1	20	5	12	38	14	11	20
527	54	1	10	5	12	8	14	11	10
527	55	1	70	5	12	50	14	11	50
527	56	1	14	7	11	16	1	13	14
527	57	1	310	2	8	300	1	11	310
527	58	1	30	5	10	32	14	9	30
527	59	0	0	88	 	0	88	 	0
528	1	1	10	1	9	10	15	6	10
528	2	1	160	3	10	180	1	9	160
528	3	1	120	1	6	110	3	11	110
528	4	1	60	1	10	75	3	11	75
528	5	1	210	1	5	220	3	7	220
528	6	1	110	1	6	150	3	7	110
528	7	27.5 G	4	1	5	4	3	7	4
528	8	500 MG	1	1	6	1	9	7	1
528	9	250 MG	6	1	6	6	9	7	6
528	10	500 MG	6	1	6	6	9	7	6
528	11	1	40	1	6	40	3	9	40
528	12	1	10	1	4	10	3	11	10
528	13	1	15	1	6	30	3	7	15
528	14	1	38	1	7	40	7	10	38
528	15	1	25	1	7	40	7	10	25
528	16	0	0	88	7	0	88	10	0
528	17	1	45	1	7	48	7	10	45
528	18	1	60	1	7	75	7	10	60
528	19	1	65	1	7	75	7	10	65
528	20	1	60	1	7	65	7	10	60
528	21	1	55	1	7	60	7	10	55
528	22	1	70	1	7	85	7	10	85
528	23	100 G	10	1	7	12	7	10	10
528	24	1	40	1	7	45	7	10	40
528	25	1	40	1	7	45	3	6	40
528	26	1	160	1	7	175	7	10	160
528	27	1	350	1	7	400	3	9	350
528	28	1	400	1	7	400	3	11	400
528	29	1	40	1	7	40	3	11	40
528	30	1	4	1	7	4.5	7	10	4
528	31	0	0	88	7	0	88	10	0
528	32	1	150	6	8	160	3	6	150
528	33	1	400	1	8	400	6	6	400
528	34	1	150	6	8	160	3	10	150
528	35	1	250	6	6	280	3	10	250
528	36	1	120	6	7	100	3	10	100
528	37	1	100	6	7	120	3	10	100
528	40	1	40	1	7	45	5	10	40
528	41	1	40	1	7	42	5	10	40
528	42	1	40	1	7	40	5	10	40
528	43	1	20	1	7	25	5	10	20
528	44	1	300	1	7	350	7	11	300
528	45	1	350	1	7	450	7	11	350
528	46	1	40	1	7	40	7	11	40
528	47	1	60	1	7	65	7	11	60
528	48	1	10	1	7	12	7	11	10
528	49	1	200	1	7	250	3	10	200
528	50	100G	25	1	7	20	7	11	25
528	51	1	100	1	7	120	7	11	100
528	52	1	220	17	9	220	17	9	220
528	53	12 PIECES	25	1	7	30	3	8	25
528	54	1	20	1	7	25	3	9	20
528	55	1	70	1	6	80	3	10	70
528	56	200 ML	14	1	7	14	17	10	14
528	57	1	280	17	5	280	17	6	280
528	58	1	20	1	7	22	5	9	20
528	59	0	0	88	 	0	88	 	0
529	1	100	15	1	9	15	7	8	15
529	2	1	150	1	3	250	17	4	150
529	3	1	200	1	3	300	17	4	200
529	4	1	120	1	3	160	17	4	120
529	5	1	250	1	3	300	17	4	250
529	6	1	150	1	3	180	17	4	150
529	7	27.5	10	1	4	10	9	5	10
529	8	500	2	1	4	2	9	5	2
529	9	250	2.5	1	4	2.5	9	5	2.5
529	10	500	10	1	4	10	9	5	10
529	11	10	40	7	8	38	1	9	38
529	12	1 CAKE	10	7	8	10	1	9	10
529	13	1	20	1	9	25	7	8	20
529	14	1	38	1	9	46	7	8	38
529	15	1	26	1	9	41	7	8	26
529	16	0	0	16	9	0	16	8	0
529	17	1	42	1	9	48	7	8	42
529	18	1	65	1	9	80	7	8	65
529	19	1	64	1	9	80	7	8	64
529	20	1	60	1	9	60	7	8	60
529	21	1	60	1	9	76	7	8	60
529	22	0	0	16	9	0	16	8	0
529	23	1piece (100g)	10	7	8	8	1	9	8
529	24	1	40	1	9	45	7	8	40
529	25	1	40	1	9	46	7	8	40
529	26	1	160	1	9	160	7	8	160
529	27	1	360	7	8	400	17	10	360
529	28	1	400	14	7	400	17	10	400
529	29	1	40	1	9	40	14	7	40
529	30	1 piece	4	1	9	4.19999980926514	7	8	4
529	31	0	0	16	7	0	16	5	0
529	32	1	120	14	6	120	6	7	120
529	33	1	340	14	6	380	6	7	340
529	34	1	140	14	6	152	6	7	140
529	35	1	340	14	6	380	6	7	340
529	36	1	110	17	7	100	14	6	100
529	37	1	120	1	9	100	14	6	100
529	40	1	40	1	9	40	5	3	40
529	41	1	40	1	9	36	5	3	40
529	42	1	40	1	9	35	5	3	35
529	43	1	5	5	3	6	1	9	5
529	44	1	300	1	9	500	7	8	300
529	45	1	350	1	9	400	7	8	350
529	46	1	40	7	8	36	1	9	40
529	47	1	60	1	9	68	7	8	60
529	48	1	10	7	8	6	1	9	10
529	49	1	220	3	7	220	1	6	220
529	50	100g	25	7	8	25	1	9	25
529	51	1	100	1	9	150	7	8	100
529	52	1	220	1	6	220	17	10	220
529	53	12 piece	20	17	11	40	1	9	20
529	54	per piece (1)	30	3	6	25	17	11	25
529	55	1	70	17	11	80	3	6	70
529	56	200ml	14	1	9	14	7	8	14
529	57	1	250	1	6	250	17	7	250
529	58	1	22	1	9	20	5	3	20
529	59	0	0	88	 	0	88	 	0
530	1	1	10	15	6	15	1	8	10
530	2	1	150	1	6	160	3	1	160
530	3	1	120	1	7	140	3	6	120
530	4	1	60	3	6	40	1	3	40
530	5	1	200	1	6	180	1	6	180
530	6	0	0	88	5	0	88	4	0
530	7	1	4	6	7	2.5	9	3	2
530	8	1	1	1	6	1	9	5	1
530	9	1	2	1	8	3	9	2	3
530	10	1	2	1	6	2.5	9	7	2
530	11	1	40	9	1	40	1	7	40
530	12	1	10	1	4	10	3	5	10
530	13	1	35	3	2	40	1	3	40
530	14	1	46	1	6	36	7	7	36
530	15	0	0	88	6	0	88	1	0
530	16	1	0	88	4	0	88	8	0
530	17	0	0	88	6	0	88	5	0
530	18	0	0	88	6	0	88	4	0
530	19	1	80	3	6	80	1	3	80
530	20	1	80	7	6	80	1	8	80
530	21	1	65	1	7	60	3	8	60
530	22	1	62	1	5	60	1	2	60
530	23	1	12	1	7	10	3	6	10
530	24	1	40	1	6	42	7	2	40
530	25	1	38	3	6	36	1	3	36
530	26	0	0	88	7	0	88	3	0
530	27	0	0	88	6	0	88	3	0
530	28	0	0	88	5	0	88	6	0
530	29	1	38	3	7	37	1	6	37
530	30	1 piece	4	1	5	4.5	1	4	4
530	31	0	0	88	8	0	88	2	0
530	32	1	110	6	4	120	14	5	120
530	33	1	360	6	7	380	14	6	360
530	34	1	140	6	5	160	14	8	140
530	35	1	320	6	4	330	14	3	330
