CHILDCODE	MTDINT	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27	MTHITM28	MTHITM29	RDDINT	RDGCMP01	RDGCMP02	RDGCMP03	RDGCMP04	RDGCMP05	RDGCMP06	RDGCMP07	RDGCMP08	RDGCMP09	RDGCMP10	RDGCMP11	RDGCMP12	RDGCMP13	RDGCMP14	RDGCMP15	RDGCMP16	RDGCMP17	RDGCMP18	RDGCMP19	RDGCMP20	RDGCMP21	RDGCMP22	RDGCMP23	RDGCMP24	PPVTDEST	SASDAY	SASMNT	SASYEAR	SASTIME	VSIMPR4	AGYRMNCH	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	FINHRPP	FINMNPP	CEILING	MINERR	RAWSCRE	STDSCRE	PPFWLANG	PPCDLANG	TESTLANG	MTSTHRR4	MTSTMNR4	MTFNHRR4	MTFNMNR4	RDSTHRR4	RDSTMNR4	RDFNHRR4	RDFNMNR4	GMSTHRR4	GMSTMNR4	GMFNHRR4	GMFNMNR4	SIBEXTR4	SIBID	SBPVDAY	SBPVMTH	SBPVYEAR	SBPVTIME	SIBVISIMR4	SBAGYRMN	SPPVTLOW	SPPVTHGH	SBSTHRPP	SBSTMNPP	STVIP001	STVIP002	STVIP003	STVIP004	STVIP005	STVIP006	STVIP007	STVIP008	STVIP009	STVIP010	STVIP011	STVIP012	STVIP013	STVIP014	STVIP015	STVIP016	STVIP017	STVIP018	STVIP019	STVIP020	STVIP021	STVIP022	STVIP023	STVIP024	STVIP025	STVIP026	STVIP027	STVIP028	STVIP029	STVIP030	STVIP031	STVIP032	STVIP033	STVIP034	STVIP035	STVIP036	STVIP037	STVIP038	STVIP039	STVIP040	STVIP041	STVIP042	STVIP043	STVIP044	STVIP045	STVIP046	STVIP047	STVIP048	STVIP049	STVIP050	STVIP051	STVIP052	STVIP053	STVIP054	STVIP055	STVIP056	STVIP057	STVIP058	STVIP059	STVIP060	STVIP061	STVIP062	STVIP063	STVIP064	STVIP065	STVIP066	STVIP067	STVIP068	STVIP069	STVIP070	STVIP071	STVIP072	STVIP073	STVIP074	STVIP075	STVIP076	STVIP077	STVIP078	STVIP079	STVIP080	STVIP081	STVIP082	STVIP083	STVIP084	STVIP085	STVIP086	STVIP087	STVIP088	STVIP089	STVIP090	STVIP091	STVIP092	STVIP093	STVIP094	STVIP095	STVIP096	STVIP097	STVIP098	STVIP099	STVIP100	STVIP101	STVIP102	STVIP103	STVIP104	STVIP105	STVIP106	STVIP107	STVIP108	STVIP109	STVIP110	STVIP111	STVIP112	STVIP113	STVIP114	STVIP115	STVIP116	STVIP117	STVIP118	STVIP119	STVIP120	STVIP121	STVIP122	STVIP123	STVIP124	STVIP125	SBFNHRPP	SBFNMNPP	SCEILING	SMINERR	SRAWSCRE	SSTDSCRE	SPPFWLNG	SPPCDLNG	STESTLNG	SBGSTHR4	SBGSTMR4	SBGFNHR4	SBGFNMR4	lang_raw	lang_perco	maths_raw	maths_perco	ppvt_raw	ppvt_perco	sppvt_raw	sppvt_perco	childid	correct001sibppvt	correct002sibppvt	correct003sibppvt	correct004sibppvt	correct005sibppvt	correct006sibppvt	correct007sibppvt	correct008sibppvt	correct009sibppvt	correct010sibppvt	correct011sibppvt	correct012sibppvt	correct013sibppvt	correct014sibppvt	correct015sibppvt	correct016sibppvt	correct017sibppvt	correct018sibppvt	correct019sibppvt	correct020sibppvt	correct021sibppvt	correct022sibppvt	correct023sibppvt	correct024sibppvt	correct025sibppvt	correct026sibppvt	correct027sibppvt	correct028sibppvt	correct029sibppvt	correct030sibppvt	correct031sibppvt	correct032sibppvt	correct033sibppvt	correct034sibppvt	correct035sibppvt	correct036sibppvt	correct037sibppvt	correct038sibppvt	correct039sibppvt	correct040sibppvt	correct041sibppvt	correct042sibppvt	correct043sibppvt	correct044sibppvt	correct045sibppvt	correct046sibppvt	correct047sibppvt	correct048sibppvt	correct049sibppvt	correct050sibppvt	correct051sibppvt	correct052sibppvt	correct053sibppvt	correct054sibppvt	correct055sibppvt	correct056sibppvt	correct057sibppvt	correct058sibppvt	correct059sibppvt	correct060sibppvt	correct061sibppvt	correct062sibppvt	correct063sibppvt	correct064sibppvt	correct065sibppvt	correct066sibppvt	correct067sibppvt	correct068sibppvt	correct069sibppvt	correct070sibppvt	correct071sibppvt	correct072sibppvt	correct073sibppvt	correct074sibppvt	correct075sibppvt	correct076sibppvt	correct077sibppvt	correct078sibppvt	correct079sibppvt	correct080sibppvt	correct081sibppvt	correct082sibppvt	correct083sibppvt	correct084sibppvt	correct085sibppvt	correct086sibppvt	correct087sibppvt	correct088sibppvt	correct089sibppvt	correct090sibppvt	correct091sibppvt	correct092sibppvt	correct093sibppvt	correct094sibppvt	correct095sibppvt	correct096sibppvt	correct097sibppvt	correct098sibppvt	correct099sibppvt	correct100sibppvt	correct101sibppvt	correct102sibppvt	correct103sibppvt	correct104sibppvt	correct105sibppvt	correct106sibppvt	correct107sibppvt	correct108sibppvt	correct109sibppvt	correct110sibppvt	correct111sibppvt	correct112sibppvt	correct113sibppvt	correct114sibppvt	correct115sibppvt	correct116sibppvt	correct117sibppvt	correct118sibppvt	correct119sibppvt	correct120sibppvt	correct121sibppvt	correct122sibppvt	correct123sibppvt	correct124sibppvt	correct125sibppvt	correct001ppvt	correct002ppvt	correct003ppvt	correct004ppvt	correct005ppvt	correct006ppvt	correct007ppvt	correct008ppvt	correct009ppvt	correct010ppvt	correct011ppvt	correct012ppvt	correct013ppvt	correct014ppvt	correct015ppvt	correct016ppvt	correct017ppvt	correct018ppvt	correct019ppvt	correct020ppvt	correct021ppvt	correct022ppvt	correct023ppvt	correct024ppvt	correct025ppvt	correct026ppvt	correct027ppvt	correct028ppvt	correct029ppvt	correct030ppvt	correct031ppvt	correct032ppvt	correct033ppvt	correct034ppvt	correct035ppvt	correct036ppvt	correct037ppvt	correct038ppvt	correct039ppvt	correct040ppvt	correct041ppvt	correct042ppvt	correct043ppvt	correct044ppvt	correct045ppvt	correct046ppvt	correct047ppvt	correct048ppvt	correct049ppvt	correct050ppvt	correct051ppvt	correct052ppvt	correct053ppvt	correct054ppvt	correct055ppvt	correct056ppvt	correct057ppvt	correct058ppvt	correct059ppvt	correct060ppvt	correct061ppvt	correct062ppvt	correct063ppvt	correct064ppvt	correct065ppvt	correct066ppvt	correct067ppvt	correct068ppvt	correct069ppvt	correct070ppvt	correct071ppvt	correct072ppvt	correct073ppvt	correct074ppvt	correct075ppvt	correct076ppvt	correct077ppvt	correct078ppvt	correct079ppvt	correct080ppvt	correct081ppvt	correct082ppvt	correct083ppvt	correct084ppvt	correct085ppvt	correct086ppvt	correct087ppvt	correct088ppvt	correct089ppvt	correct090ppvt	correct091ppvt	correct092ppvt	correct093ppvt	correct094ppvt	correct095ppvt	correct096ppvt	correct097ppvt	correct098ppvt	correct099ppvt	correct100ppvt	correct101ppvt	correct102ppvt	correct103ppvt	correct104ppvt	correct105ppvt	correct106ppvt	correct107ppvt	correct108ppvt	correct109ppvt	correct110ppvt	correct111ppvt	correct112ppvt	correct113ppvt	correct114ppvt	correct115ppvt	correct116ppvt	correct117ppvt	correct118ppvt	correct119ppvt	correct120ppvt	correct121ppvt	correct122ppvt	correct123ppvt	correct124ppvt	correct125ppvt	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct06maths	correct07maths	correct08maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct15maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct25maths	correct26maths	correct27maths	correct28maths	correct29maths	correct01lang	correct02lang	correct03lang	correct04lang	correct05lang	correct06lang	correct07lang	correct08lang	correct09lang	correct10lang	correct11lang	correct12lang	correct13lang	correct14lang	correct15lang	correct16lang	correct17lang	correct18lang	correct19lang	correct20lang	correct21lang	correct22lang	correct23lang	correct24lang
11001	07/08/13	6	3	2	240	45	135	9	21	419	-77	624	4	1	-77	-77	-77	-77	3	77	2	2	2	2	2	1	1	1	1	1	07/08/13	3	2	1	3	2	1	4	4	1	4	1	4	1	1	2	2	2	2	2	1	2	2	4	1	18/02/2014 09:22:01	7	8	2013	11:10	0	11AÑOS 1O MESES	43	81	11	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	4	2	2	1	3	3	2	3	3	4	4	1	1	1	1	3	3	4	2	3	2	1	2	4	2	2	1	4	2	1	2	3	1	2	1	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	33	81	12	69	74	31	31	31	11	38	12	6	12	34	12	47	11	15	11	38	1	5	8	8	2013	13:20	0	6 AÑOS  8 MESES	22	45	13	23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	4	3	3	3	4	2	3	3	2	4	4	1	4	1	3	2	4	4	2	1	3	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	39	45	7	38	84	31	31	31	13	48	14	20	13	54.1666679382324	13	44.8275871276855	69	55.2000007629395	38	30.3999996185303	PE011001	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1
11002	10/08/13	2	3	2	240	45	135	9	21	419	3	1744	4	1	1008	-77	-77	-77	2	77	77	77	77	4	3	3	1	2	2	1	10/08/13	3	2	3	3	2	1	2	1	1	3	3	4	2	1	2	4	2	3	3	2	2	1	2	3	18/02/2014 10:18:09	10	8	2013	11:16	0	11 AÑOS 11 MESES	46	87	11	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	2	2	1	3	4	2	3	2	4	4	2	3	1	2	4	1	4	2	4	2	3	2	4	1	3	1	4	1	4	2	3	2	3	4	1	4	4	2	3	3	4	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	33	87	14	73	81	31	31	31	11	41	12	21	12	35	12	55	12	58	13	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	17	70.8333358764648	15	51.7241363525391	73	58.4000015258789	 	 	PE011002	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0
11003	14/08/13	3	3	2	240	45	135	9	21	419	3	624	4	1	-99	-99	-99	-99	1	2	1	99	3	3	3	99	99	99	99	99	14/08/13	3	2	3	3	3	1	1	1	4	3	3	4	4	1	4	1	2	2	2	2	3	4	3	1	18/02/2014 10:44:28	14	8	2013	11:50	0	12 AÑOS 1 MES	71	101	11	54	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	4	1	3	2	3	2	1	4	4	4	4	1	3	2	4	2	3	3	2	3	4	4	1	3	4	1	3	4	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	14	101	14	87	99	31	31	31	12	18	12	58	13	10	13	30	11	9	11	31	1	3	14	8	2013	14:40	0	9 AÑOS 3 MESES	37	72	14	41	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	3	3	2	1	2	3	4	2	2	1	1	2	2	3	3	4	2	1	3	2	1	2	3	4	2	3	3	3	1	1	3	2	4	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	50	72	13	59	81	31	31	31	14	2	14	26	14	58.3333320617676	15	51.7241363525391	87	69.5999984741211	59	47.2000007629395	PE011003	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	1	0	1
11004	09/08/13	2	3	2	240	45	135	7	21	419	3	624	4	1	12,03	61	17,43	18/24	4	1	1	4	3	2	3	1	1	2	2	1	09/0813	3	2	3	3	2	1	2	3	1	4	4	2	1	1	2	1	2	3	2	1	2	4	2	1	18/02/2014 11:26:28	7	8	2013	14:11	0	12 AÑOS 3 MESES	64	107	10	46	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	3	1	2	4	2	3	3	4	1	4	2	4	2	3	4	1	4	2	1	3	2	4	2	4	3	4	3	4	4	4	4	2	2	3	1	4	1	1	3	1	4	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	59	107	6	101	115	31	31	31	11	2	11	27	11	46	12	1	14	12	14	42	1	3	9	8	2013	11:05	0	10 AÑOS 4 MESES	63	92	11	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	2	3	3	1	2	4	2	2	1	3	1	3	2	2	2	4	2	2	3	4	1	2	1	1	2	4	3	1	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	14	92	12	80	101	31	31	31	12	3	12	28	20	83.3333358764648	21	72.4137954711914	101	80.8000030517578	80	64	PE011004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1
11005	07/08/13	2	3	2	240	45	135	9	21	419	3	524	4	1	18,03	6000	17,43	-99	3	4	99	99	99	99	99	99	99	99	99	99	07708/13	3	2	3	3	2	1	2	4	1	1	4	1	1	1	3	99	99	99	99	99	99	99	99	99	18/02/2014 12:07:15	7	8	2013	15:16	0	12 AÑOS 4 MESES	53	87	15	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	4	4	1	3	1	1	3	1	3	2	3	3	1	3	4	2	4	1	4	1	1	2	3	3	3	2	3	3	4	4	3	4	4	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	15	36	87	12	75	80	31	31	31	16	0	16	40	16	50	17	10	13	40	14	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	41.6666679382324	14	48.2758636474609	75	60	 	 	PE011005	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
11006	09/08/13	2	3	2	240	45	135	9	21	419	3	624	4	1	182,1	-77	17,43	-77	3	4	1	4	1	4	2	1	2	2	2	1	09/08/13	3	2	3	3	2	1	1	3	1	4	4	1	3	4	2	1	1	1	4	2	3	4	4	3	18/02/2014 12:29:51	9	8	2013	14:34	0	11 AÑOS 6 MESES	67	85	14	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	4	2	3	1	4	1	2	4	3	3	1	3	2	3	4	3	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	44	85	8	77	89	31	31	31	14	47	15	12	15	15	15	31	15	32	15	56	1	5	10	8	2013	10:34	0	8 AÑOS 11 MESES	22	61	10	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	4	3	3	3	4	2	3	3	1	4	4	1	4	4	3	3	4	4	2	1	3	3	4	4	2	1	1	2	2	3	1	3	2	1	3	2	3	1	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	48	61	17	44	65	31	31	31	10	50	11	18	12	50	17	58.6206893920898	77	61.5999984741211	44	35.2000007629395	PE011006	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0
