formno	commid	id	price1	vendor1	price2	vendor2
R1COMM	VN019	30	3200	1	 	 
R1COMM	VN019	31	35000	6	 	 
R1COMM	VN019	32	25000	6	 	 
R1COMM	VN019	33	1200	5	 	 
R1COMM	VN019	34	2000	14	 	 
R1COMM	VN019	35	1500	5	 	 
R1COMM	VN020	1	1200	1	 	 
R1COMM	VN020	2	9000	14	 	 
R1COMM	VN020	3	17000	14	 	 
R1COMM	VN020	4	17000	14	 	 
R1COMM	VN020	5	81000	11	 	 
R1COMM	VN020	6	 	15	 	15
R1COMM	VN020	7	30000	14	 	 
R1COMM	VN020	8	1000	10	 	 
R1COMM	VN020	9	1000	9	 	 
R1COMM	VN020	10	3500	9	 	 
R1COMM	VN020	11	 	15	 	15
R1COMM	VN020	12	2500	11	 	15
R1COMM	VN020	13	 	15	 	15
R1COMM	VN020	14	2500	11	2500	14
R1COMM	VN020	15	25000	14	 	 
R1COMM	VN020	16	1600	14	1500	14
R1COMM	VN020	17	 	15	 	15
R1COMM	VN020	18	 	15	 	15
R1COMM	VN020	19	7500	1	 	 
R1COMM	VN020	20	6500	1	6500	14
R1COMM	VN020	21	 	15	 	15
R1COMM	VN020	22	1200	1	1200	14
R1COMM	VN020	23	2000	1	 	 
R1COMM	VN020	24	13000	1	13000	14
R1COMM	VN020	25	3800	1	3800	14
R1COMM	VN020	26	1000	1	 	 
R1COMM	VN020	27	1000	1	 	 
R1COMM	VN020	28	 	15	 	15
R1COMM	VN020	29	 	15	 	15
R1COMM	VN020	30	3500	14	 	 
R1COMM	VN020	31	30000	14	 	 
R1COMM	VN020	32	20000	14	20000	14
R1COMM	VN020	33	1200	14	1000	14
R1COMM	VN020	34	1200	11	 	 
R1COMM	VN020	35	 	15	 	15
R1COMM	VN021	1	1200	1	 	 
R1COMM	VN021	2	11000	1	 	 
R1COMM	VN021	3	15000	1	20000	1
R1COMM	VN021	4	20000	1	25000	1
R1COMM	VN021	5	 	15	 	15
R1COMM	VN021	6	5000	1	6000	1
R1COMM	VN021	7	 	15	 	15
R1COMM	VN021	8	0	10	 	 
R1COMM	VN021	9	0	10	 	 
R1COMM	VN021	10	0	10	 	 
R1COMM	VN021	11	0	10	 	 
R1COMM	VN021	12	2700	1	2700	1
R1COMM	VN021	13	13500	1	13500	1
R1COMM	VN021	14	3000	1	3500	1
R1COMM	VN021	15	13000	1	13000	1
R1COMM	VN021	16	2500	1	2200	1
R1COMM	VN021	17	400	14	500	14
R1COMM	VN021	18	 	15	 	15
R1COMM	VN021	19	7500	1	 	 
R1COMM	VN021	20	5500	1	6000	1
R1COMM	VN021	21	13000	1	13000	1
R1COMM	VN021	22	1000	1	1000	1
R1COMM	VN021	23	2000	1	2000	1
R1COMM	VN021	24	12000	1	12000	1
R1COMM	VN021	25	4200	1	4400	1
R1COMM	VN021	26	400	1	400	1
R1COMM	VN021	27	800	1	800	1
R1COMM	VN021	28	0	10	0	15
R1COMM	VN021	29	0	10	0	15
R1COMM	VN021	30	3600	1	3600	1
R1COMM	VN021	31	25000	5	28000	5
R1COMM	VN021	32	22000	5	24000	5
R1COMM	VN021	33	1000	1	1000	1
R1COMM	VN021	34	2000	14	1200	14
R1COMM	VN021	35	 	15	 	15
R1COMM	VN022	1	1200	1	1200	1
R1COMM	VN022	2	20000	1	20000	1
R1COMM	VN022	3	8000	1	8000	1
R1COMM	VN022	4	8000	1	8000	1
R1COMM	VN022	5	 	15	 	15
R1COMM	VN022	6	10000	1	10000	1
R1COMM	VN022	7	20000	1	20000	1
R1COMM	VN022	8	500	10	 	15
R1COMM	VN022	9	8000	10	 	15
R1COMM	VN022	10	50000	10	 	15
R1COMM	VN022	11	 	15	 	15
R1COMM	VN022	12	2300	1	2300	1
R1COMM	VN022	13	1400	1	1400	1
R1COMM	VN022	14	2300	1	2300	1
R1COMM	VN022	15	4000	1	4000	1
R1COMM	VN022	18	50000	1	50000	1
R1COMM	VN022	19	6500	1	6800	1
R1COMM	VN022	20	6500	1	6200	1
R1COMM	VN022	21	16000	1	15500	1
R1COMM	VN022	22	1100	1	1100	1
R1COMM	VN022	23	2000	1	1900	1
R1COMM	VN022	24	13500	1	13500	1
R1COMM	VN022	25	4200	1	4200	1
R1COMM	VN022	26	700	1	800	1
R1COMM	VN022	27	1000	1	1000	1
R1COMM	VN022	28	200	10	 	15
R1COMM	VN022	29	1000	10	 	15
R1COMM	VN022	30	3500	1	3500	1
R1COMM	VN022	31	28000	6	28000	6
R1COMM	VN022	32	25000	6	25000	6
R1COMM	VN022	33	1200	1	1200	14
R1COMM	VN022	34	1000	14	600	14
R1COMM	VN023	1	1200	1	100	1
R1COMM	VN023	2	20000	1	20000	1
R1COMM	VN023	3	10000	1	10000	1
R1COMM	VN023	4	10000	1	10000	1
R1COMM	VN023	5	 	15	 	15
R1COMM	VN023	6	 	15	 	15
R1COMM	VN023	7	 	15	 	15
R1COMM	VN023	8	1000	9	1000	9
R1COMM	VN023	9	8000	9	8000	9
R1COMM	VN023	10	35000	9	35000	9
R1COMM	VN023	11	 	15	 	15
R1COMM	VN023	12	2100	1	2100	1
R1COMM	VN023	13	 	15	 	15
R1COMM	VN023	14	2400	1	2400	1
R1COMM	VN023	15	 	15	 	15
R1COMM	VN023	18	 	15	 	15
R1COMM	VN023	19	7000	1	7000	1
R1COMM	VN023	20	6500	1	6500	1
R1COMM	VN023	21	16000	1	16000	1
R1COMM	VN023	22	1000	1	1000	1
R1COMM	VN023	23	2000	1	2000	1
R1COMM	VN023	24	13500	1	13500	1
R1COMM	VN023	25	5000	1	5000	1
R1COMM	VN023	26	500	1	500	1
R1COMM	VN023	27	1000	1	1000	1
R1COMM	VN023	28	200	10	200	10
R1COMM	VN023	29	1000	10	1000	10
R1COMM	VN023	30	3000	1	3000	1
R1COMM	VN023	31	28000	5	28000	5
R1COMM	VN023	32	26000	5	26000	5
R1COMM	VN023	33	1200	5	1200	5
R1COMM	VN023	34	1200	1	1200	11
R1COMM	VN024	1	750	1	800	1
R1COMM	VN024	2	14000	1	15000	1
R1COMM	VN024	3	9000	1	10000	1
R1COMM	VN024	4	9000	1	10000	1
R1COMM	VN024	5	72000	14	72000	14
R1COMM	VN024	6	7000	1	8000	1
R1COMM	VN024	7	11000	1	12000	1
R1COMM	VN024	8	800	9	900	1
R1COMM	VN024	9	2300	9	2500	9
R1COMM	VN024	10	33000	9	35000	9
R1COMM	VN024	11	4000	9	4500	9
R1COMM	VN024	12	2220	13	2300	1
R1COMM	VN024	13	1150	13	1300	1
R1COMM	VN024	14	2050	13	2300	1
R1COMM	VN024	15	4300	1	4600	1
R1COMM	VN024	18	40000	1	45000	1
R1COMM	VN024	19	6500	1	7000	1
R1COMM	VN024	20	5700	1	6000	1
R1COMM	VN024	21	14000	1	14500	1
R1COMM	VN024	22	1500	1	2000	1
R1COMM	VN024	23	1750	1	2000	1
R1COMM	VN024	24	13200	1	13500	1
R1COMM	VN024	25	3900	1	4500	1
R1COMM	VN024	26	350	1	500	1
R1COMM	VN024	27	800	1	1000	1
R1COMM	VN024	28	500	9	600	9
R1COMM	VN024	29	900	9	1000	9
R1COMM	VN024	30	2200	1	2300	1
R1COMM	VN024	31	23000	6	25000	6
R1COMM	VN024	32	24000	6	25000	6
R1COMM	VN024	33	900	1	1000	1
R1COMM	VN024	34	1200	14	2000	14
R1COMM	VN025	1	800	1	1000	1
R1COMM	VN025	2	14000	1	14600	1
R1COMM	VN025	3	14000	1	15000	1
R1COMM	VN025	4	14000	1	15000	1
R1COMM	VN025	5	80000	14	80000	14
R1COMM	VN025	6	6000	1	8000	1
R1COMM	VN025	7	18000	1	20000	1
R1COMM	VN025	8	7000	10	1000	9
R1COMM	VN025	9	4000	10	5000	9
R1COMM	VN025	10	2500	10	3000	9
R1COMM	VN025	11	400	10	500	9
R1COMM	VN025	12	2200	13	2500	13
R1COMM	VN025	13	2300	13	1500	13
R1COMM	VN025	14	2200	13	2400	13
R1COMM	VN025	15	3700	12	4000	4
R1COMM	VN025	18	23000	1	25000	1
R1COMM	VN025	19	6500	1	7000	1
R1COMM	VN025	20	5700	1	6200	1
R1COMM	VN025	21	11000	1	12000	1
R1COMM	VN025	22	1200	1	1500	1
R1COMM	VN025	23	1850	1	2000	1
R1COMM	VN025	24	14000	1	14500	1
R1COMM	VN025	25	4000	1	4500	1
R1COMM	VN025	26	400	1	500	1
R1COMM	VN025	27	1200	1	1500	1
R1COMM	VN025	28	600	9	800	9
R1COMM	VN025	29	1000	9	1200	9
R1COMM	VN025	30	2400	1	2600	1
R1COMM	VN025	31	25000	1	27000	1
R1COMM	VN025	32	24000	1	25000	1
R1COMM	VN025	33	800	1	1000	1
R1COMM	VN025	34	1200	14	2200	14
R1COMM	VN026	1	800	1	900	1
R1COMM	VN026	2	15000	1	16000	1
R1COMM	VN026	3	23000	1	25000	1
R1COMM	VN026	4	23000	1	25000	1
R1COMM	VN026	5	60000	1	60000	1
R1COMM	VN026	6	10000	1	11000	1
R1COMM	VN026	7	15000	1	16000	1
R1COMM	VN026	8	1000	10	12000	9
R1COMM	VN026	9	5000	10	5300	9
R1COMM	VN026	10	26000	10	28000	9
R1COMM	VN026	11	1000	10	1500	9
R1COMM	VN026	12	2200	13	2300	13
R1COMM	VN026	13	1200	13	13000	13
R1COMM	VN026	14	2300	13	2400	13
R1COMM	VN026	15	3800	11	4200	11
R1COMM	VN026	18	30000	1	32000	1
R1COMM	VN026	19	6800	1	7000	1
R1COMM	VN026	20	5800	1	6000	1
R1COMM	VN026	21	13000	1	13500	1
R1COMM	VN026	22	700	1	800	1
R1COMM	VN026	23	1800	1	2000	1
R1COMM	VN026	24	13500	1	14000	1
R1COMM	VN026	25	4000	1	4200	1
R1COMM	VN026	26	400	1	500	1
R1COMM	VN026	27	700	1	800	1
R1COMM	VN026	28	600	10	800	9
R1COMM	VN026	29	1000	10	1200	9
R1COMM	VN026	30	3200	1	3500	1
R1COMM	VN026	31	26000	6	28000	6
R1COMM	VN026	32	22000	1	23000	1
R1COMM	VN026	33	1000	1	1100	1
R1COMM	VN026	34	1200	14	1500	14
R1COMM	VN027	1	1000	1	900	1
R1COMM	VN027	2	 	15	 	15
R1COMM	VN027	3	10000	4	15000	1
R1COMM	VN027	4	12000	4	17000	1
R1COMM	VN027	5	100000	14	100000	14
R1COMM	VN027	6	7000	4	7000	1
R1COMM	VN027	7	 	15	 	15
R1COMM	VN027	8	0	9	0	9
R1COMM	VN027	9	2000	9	6000	9
R1COMM	VN027	10	42000	9	30000	9
R1COMM	VN027	11	 	15	 	15
R1COMM	VN027	12	2400	1	2400	1
R1COMM	VN027	13	2900	1	2900	1
R1COMM	VN027	14	2400	1	2400	1
R1COMM	VN027	15	3500	1	4500	1
R1COMM	VN027	18	35000	1	60000	1
R1COMM	VN027	19	7000	1	7000	1
R1COMM	VN027	20	6500	1	6300	1
R1COMM	VN027	21	15000	1	15000	1
R1COMM	VN027	22	1500	1	1500	1
R1COMM	VN027	23	2000	1	2000	1
R1COMM	VN027	24	14000	1	14500	1
R1COMM	VN027	25	5000	1	4800	1
R1COMM	VN027	26	500	1	500	1
R1COMM	VN027	27	1000	1	1000	1
R1COMM	VN027	28	 	15	 	15
R1COMM	VN027	29	 	15	 	15
R1COMM	VN027	30	2600	1	2800	1
R1COMM	VN027	31	25000	4	28000	4
R1COMM	VN027	32	20000	1	24000	9
R1COMM	VN027	33	1000	1	1000	1
R1COMM	VN027	34	1500	14	1200	14
R1COMM	VN028	1	800	1	800	1
R1COMM	VN028	2	25000	1	26000	1
R1COMM	VN028	3	18000	14	18000	14
R1COMM	VN028	4	18000	14	18000	14
R1COMM	VN028	5	60000	11	60000	1
R1COMM	VN028	6	10000	14	10000	14
R1COMM	VN028	7	12000	14	12000	14
R1COMM	VN028	8	1000	10	1000	9
R1COMM	VN028	9	5000	10	8000	9
R1COMM	VN028	10	5000	10	7000	9
R1COMM	VN028	13	2000	1	2000	1
R1COMM	VN028	17	1000	5	1000	5
R1COMM	VN028	18	50000	1	50000	1
R1COMM	VN028	19	7500	1	7500	1
R1COMM	VN028	20	6000	1	6000	1
R1COMM	VN028	21	14000	1	14000	1
R1COMM	VN028	22	1000	1	1000	1
R1COMM	VN028	24	14500	1	14500	1
R1COMM	VN028	25	4500	1	4500	1
R1COMM	VN028	35	1000	5	1000	5
R1COMM	VN029	1	800	1	800	1
R1COMM	VN029	2	26000	14	27000	14
R1COMM	VN029	3	18000	14	18000	14
R1COMM	VN029	4	19000	14	19000	14
R1COMM	VN029	5	60000	1	60000	11
R1COMM	VN029	6	13000	14	13000	14
R1COMM	VN029	7	15000	14	15000	14
R1COMM	VN029	8	1000	10	1000	9
R1COMM	VN029	9	5000	10	7000	9
R1COMM	VN029	10	5000	10	7000	9
R1COMM	VN029	11	 	15	 	15
R1COMM	VN029	12	 	15	 	15
R1COMM	VN029	13	2000	1	2000	1
R1COMM	VN029	14	 	15	 	15
R1COMM	VN029	15	 	15	 	15
R1COMM	VN029	16	3200	1	3200	1
R1COMM	VN029	17	1000	14	1000	14
R1COMM	VN029	18	50000	1	50000	1
R1COMM	VN029	19	7000	1	7500	1
R1COMM	VN029	20	6000	1	6000	1
R1COMM	VN029	21	14000	1	14000	1
R1COMM	VN029	22	1000	1	1000	1
R1COMM	VN029	23	2000	1	2000	1
R1COMM	VN029	24	14500	1	14500	1
R1COMM	VN029	25	4500	1	4500	1
R1COMM	VN029	26	1500	1	1500	1
R1COMM	VN029	27	1500	1	1500	1
R1COMM	VN029	28	800	10	1000	9
R1COMM	VN029	29	1000	10	1000	9
R1COMM	VN029	30	3500	1	3500	1
R1COMM	VN029	31	32000	14	32000	14
R1COMM	VN029	32	40000	14	40000	14
R1COMM	VN029	33	800	14	1000	1
R1COMM	VN029	34	1200	11	1200	11
R1COMM	VN029	35	1000	14	1000	14
R1COMM	VN030	1	800	1	800	1
R1COMM	VN030	2	25000	14	25000	14
R1COMM	VN030	3	15000	14	15000	14
R1COMM	VN030	4	16000	14	15000	14
R1COMM	VN030	5	60000	1	60000	14
R1COMM	VN030	6	9000	14	9000	14
R1COMM	VN030	7	10000	14	10000	14
R1COMM	VN030	8	1000	10	1000	9
R1COMM	VN030	9	5000	10	8000	9
R1COMM	VN030	10	5000	10	7000	9
R1COMM	VN030	12	2300	11	2500	1
R1COMM	VN030	13	2700	11	2800	1
R1COMM	VN030	14	2350	11	2500	1
R1COMM	VN030	15	4000	12	4000	14
R1COMM	VN030	16	3800	14	3800	14
R1COMM	VN030	17	1600	14	1600	14
R1COMM	VN030	18	40000	1	40000	1
R1COMM	VN030	19	6000	1	6000	1
R1COMM	VN030	20	6500	1	6500	1
R1COMM	VN030	21	14000	1	14000	1
R1COMM	VN030	22	1000	1	1000	1
R1COMM	VN030	24	14000	1	14000	1
R1COMM	VN030	25	4500	1	4500	11
R1COMM	VN030	26	1000	1	1000	1
R1COMM	VN030	27	1000	1	1000	1
R1COMM	VN030	28	1000	9	1000	1
R1COMM	VN030	29	1000	9	1000	10
R1COMM	VN030	30	3500	1	3500	14
R1COMM	VN030	31	30000	14	30000	14
R1COMM	VN030	32	40000	14	40000	14
R1COMM	VN030	33	1000	1	800	14
R1COMM	VN030	34	1200	11	1200	11
R1COMM	VN031	1	800	1	800	1
R1COMM	VN031	2	22000	1	21000	14
R1COMM	VN031	3	17000	14	17000	14
R1COMM	VN031	4	18000	14	18000	14
R1COMM	VN031	5	60000	11	60000	11
R1COMM	VN031	6	8000	14	8000	14
R1COMM	VN031	7	12000	14	12000	14
R1COMM	VN031	8	1000	9	1000	10
R1COMM	VN031	9	5000	10	7000	9
R1COMM	VN031	10	5000	10	7500	9
R1COMM	VN031	11	 	15	 	15
R1COMM	VN031	17	1000	14	1000	14
R1COMM	VN031	18	45000	1	45000	1
R1COMM	VN031	19	7500	1	7500	1
R1COMM	VN031	20	6000	1	6000	1
R1COMM	VN031	21	14500	1	14500	1
R1COMM	VN031	22	1000	14	1000	14
R1COMM	VN031	23	 	15	 	15
R1COMM	VN031	24	14500	1	14500	1
R1COMM	VN031	25	4500	1	4500	1
R1COMM	VN031	26	1000	1	1000	1
R1COMM	VN031	27	1500	1	1500	1
R1COMM	VN031	28	800	10	1000	9
R1COMM	VN031	29	1000	10	1000	9
R1COMM	VN031	30	3300	1	3300	14
R1COMM	VN031	31	30000	14	30000	14
R1COMM	VN031	32	30000	14	30000	14
R1COMM	VN031	33	1000	14	800	14
R1COMM	VN031	34	1200	14	2000	14
R1COMM	VN031	35	1000	14	1000	14
