childid	actidr3	actr3	actownr3	actmnyr3	acthpyr3
PE091097	1	2	1	0	5
PE091098	1	2	1	0	5
PE091098	2	1	1	0	5
PE091099	1	1	1	0	5
PE091100	1	1	1	0	2
PE091100	2	2	1	0	3
PE091101	1	2	1	0	4
PE091101	2	1	1	0	4
PE091101	3	2	1	0	2
PE091101	4	2	1	0	4
PE091102	1	1	1	0	5
PE091102	2	1	1	0	4
PE091103	1	2	1	0	5
PE101001	1	2	1	0	5
PE101002	1	2	1	0	5
PE101003	1	2	1	0	5
PE101004	1	2	1	0	5
PE101004	2	2	1	0	5
PE101004	3	2	1	0	5
PE101005	1	2	1	0	 
PE101007	1	2	1	0	4
PE101009	1	2	1	0	5
PE101010	1	2	1	0	5
PE101011	1	2	1	0	5
PE101012	1	2	1	0	5
PE101012	2	2	1	0	5
PE101013	1	2	1	0	 
PE101014	1	2	1	0	5
PE101017	1	4	1	2	5
PE101018	1	2	1	0	3
PE101019	1	4	1	0	5
PE101020	1	2	1	0	3
PE101022	1	2	1	0	5
PE101024	1	2	1	0	5
PE101025	1	2	1	0	5
PE101026	1	2	1	0	5
PE101027	1	2	1	1	5
PE101027	2	2	1	1	5
PE101027	3	4	2	1	5
PE101028	1	2	1	0	5
PE101030	1	2	1	0	5
PE101030	2	3	1	0	5
PE101031	1	2	1	1	5
PE101032	1	2	1	0	5
PE101033	1	2	1	0	 
PE101033	2	2	1	0	 
PE101034	1	2	1	0	5
PE101037	1	2	1	0	1
PE101039	1	2	1	0	5
PE101040	1	2	1	0	2
PE101040	2	2	1	0	5
PE101040	3	2	1	0	5
PE101041	1	2	1	0	5
PE101043	1	2	1	0	5
PE101044	1	2	1	0	5
PE101046	1	2	1	0	5
PE101046	2	2	1	0	5
PE101046	3	2	1	0	5
PE101048	1	2	1	0	5
PE101048	2	2	1	0	5
PE101049	1	2	1	0	5
PE101051	1	2	1	0	5
PE101051	2	2	1	0	5
PE101052	1	2	1	0	4
PE101053	1	2	1	0	4
PE101054	1	2	1	0	4
PE101054	2	4	1	0	4
PE101055	1	2	1	0	4
PE101056	1	2	1	0	5
PE101058	1	2	1	0	4
PE101059	1	2	1	0	5
PE101059	2	3	1	0	5
PE101061	1	2	1	0	4
PE101062	1	2	1	0	5
PE101062	2	2	1	0	5
PE101062	3	2	1	0	5
PE101064	1	2	1	0	5
PE101064	2	2	1	0	5
PE101065	1	2	1	0	5
PE101066	1	2	1	0	4
PE101066	2	2	1	0	4
PE101067	1	3	1	0	5
PE101067	2	2	1	0	5
PE101069	1	2	1	0	5
PE101069	2	2	1	0	5
PE101071	1	2	1	0	5
PE101071	2	2	1	0	5
PE101071	3	1	1	0	5
PE101072	1	2	1	0	5
PE101074	1	2	1	0	5
PE101076	1	2	1	0	4
PE101077	1	2	1	0	5
PE101077	2	2	1	0	5
PE101078	1	2	1	0	4
PE101079	1	2	1	0	4
PE101080	1	2	1	0	5
PE101081	1	2	1	0	5
PE101082	1	2	1	0	4
PE101082	2	3	1	0	4
PE101082	3	4	1	0	4
PE101083	1	2	1	0	5
PE101084	1	2	1	0	5
PE101084	2	4	1	0	5
PE101085	1	2	1	0	3
PE101086	1	2	1	0	4
PE101087	1	2	1	0	4
PE101088	1	2	1	0	5
PE101089	1	2	1	0	5
PE101090	1	2	1	0	5
PE101090	2	4	1	0	5
PE101091	1	2	1	0	4
PE101092	1	2	1	0	5
PE101093	1	2	1	0	5
PE101093	2	2	1	0	5
PE101094	1	2	1	0	5
PE101094	2	4	1	2	5
PE101095	1	2	1	0	5
PE101095	2	2	1	0	5
PE101096	1	2	1	0	5
PE101097	1	4	1	0	5
PE101098	1	4	1	0	5
PE101098	2	2	1	0	5
PE101099	1	2	1	0	5
PE101101	1	2	1	0	5
PE101101	2	3	1	0	5
PE101102	1	2	1	0	5
PE101102	2	2	1	0	5
PE101103	1	2	1	0	4
PE101104	1	4	1	5	5
PE101104	2	2	1	0	5
PE101105	1	2	1	0	5
PE111002	1	1	1	0	4
PE111003	1	2	1	0	2
PE111004	1	2	1	0	5
PE111004	2	2	1	0	5
PE111005	1	1	1	0	5
PE111005	2	2	1	0	5
PE111007	1	2	1	0	5
PE111008	1	2	1	0	5
PE111008	2	1	1	0	5
PE111008	3	3	1	0	5
PE111009	1	2	1	0	4
PE111010	1	2	1	0	5
PE111010	2	2	1	0	5
PE111010	4	2	1	0	5
PE111010	5	2	1	0	5
PE111012	1	2	1	0	4
PE111013	1	2	1	0	4
PE111013	2	2	1	0	4
PE111014	1	2	1	0	4
PE111014	2	1	1	0	5
PE111015	1	1	1	0	5
PE111015	2	2	1	0	5
PE111016	1	2	1	0	3
PE111017	1	1	1	0	5
PE111017	2	2	1	0	5
PE111018	1	1	2	2	2
PE111019	1	2	1	0	4
PE111020	1	2	1	0	4
PE111021	1	2	1	0	5
PE111021	2	1	1	0	5
PE111023	1	1	1	0	5
PE111023	2	2	1	0	5
PE111023	3	3	1	0	5
PE111024	1	2	1	0	5
PE111024	2	1	1	0	5
PE111024	3	3	1	0	4
PE111027	1	2	1	0	1
PE111028	1	2	1	0	5
PE111028	2	3	1	0	4
PE111032	1	2	1	0	4
PE111032	2	1	1	0	3
PE111032	3	3	1	0	2
PE111033	1	1	1	0	5
PE111033	2	2	1	0	4
PE111034	1	3	1	0	5
PE111034	2	2	1	0	5
PE111034	3	2	1	0	5
PE111035	1	1	1	0	5
PE111038	1	1	1	0	4
PE111038	2	2	1	0	4
PE111039	1	2	1	0	4
PE111039	2	3	1	0	4
PE111040	1	2	1	0	4
PE111041	1	1	1	0	4
PE111041	2	2	1	0	4
PE111042	1	2	1	0	4
PE111044	1	2	1	0	 
PE111044	2	3	1	0	 
PE111047	1	2	1	0	5
PE111048	1	2	1	5	5
PE111048	2	1	1	5	5
PE111049	1	2	1	0	2
PE111050	1	2	1	0	5
PE111052	1	2	1	0	5
PE111056	1	2	1	0	5
PE111056	2	1	1	0	5
PE111059	1	4	1	1	5
PE111059	2	1	1	0	5
PE111059	3	2	1	0	5
PE111061	1	2	1	0	 
PE111062	1	2	1	0	5
PE111063	1	2	1	0	4
PE111064	1	2	1	0	5
PE111065	1	2	1	0	4
PE111065	2	1	1	0	4
PE111066	1	2	1	5	5
PE111067	1	2	1	0	5
PE111068	1	2	1	0	5
PE111069	1	1	1	0	5
PE111069	2	2	1	0	4
PE111070	1	2	1	0	5
PE111070	2	1	1	0	5
PE111071	1	2	1	0	5
PE111072	1	2	1	0	5
PE111072	2	3	1	0	5
PE111074	1	1	1	0	5
PE111074	2	2	1	0	4
PE111076	1	2	1	0	5
PE111077	1	3	1	0	5
PE111079	1	2	1	0	5
PE111080	1	2	1	0	5
PE111081	1	2	1	0	5
PE111083	1	2	1	0	5
PE111085	1	2	1	0	4
PE111085	2	1	1	0	4
PE111086	1	2	1	0	5
PE111087	1	2	1	0	5
PE111087	2	1	1	0	5
PE111089	1	2	1	0	4
PE111089	2	1	1	0	4
PE111090	1	1	1	0	5
PE111090	2	2	1	0	5
PE111091	1	1	1	0	4
PE111092	1	1	1	0	4
PE111093	1	1	1	0	5
PE111093	2	2	1	0	5
PE111094	1	2	1	0	5
PE111094	2	2	1	0	5
PE111094	3	2	1	0	5
PE111095	1	2	1	1	4
PE111095	2	1	1	1	4
PE111096	1	2	1	0	5
PE111096	2	1	1	0	5
PE111097	1	2	1	0	5
PE111097	2	1	1	0	5
PE111098	1	2	1	0	5
PE111098	2	1	1	0	5
PE111099	1	2	1	0	5
PE111099	2	1	1	0	5
PE111100	1	2	1	0	1
PE111100	2	1	1	0	4
PE111100	3	3	1	0	4
PE111101	1	2	1	0	4
PE111101	2	1	1	0	4
PE111102	1	2	1	0	4
PE121002	1	3	1	0	4
PE121006	1	3	1	0	5
PE121006	2	2	1	0	5
PE121008	1	2	1	0	3
PE121009	1	2	1	0	2
PE121010	1	2	1	0	4
PE121015	1	2	1	0	5
PE121019	1	2	1	0	4
PE121019	2	2	1	0	4
PE121020	1	2	1	0	4
PE121022	1	3	1	0	5
PE121022	2	2	1	0	5
PE121025	1	2	1	0	5
PE121027	1	2	1	0	2
PE121027	2	2	1	0	2
PE121027	3	2	1	0	2
PE121028	1	2	1	0	4
PE121031	1	2	1	0	5
PE121031	2	3	1	0	5
PE121036	1	3	1	0	5
PE121037	1	2	1	0	5
PE121037	2	2	1	0	5
PE121039	1	2	1	0	5
PE121040	1	2	1	0	4
PE121040	2	2	1	0	4
PE121040	3	2	1	0	4
PE121041	1	2	1	0	5
PE121041	2	3	1	0	5
PE121043	1	2	1	0	5
PE121044	1	2	1	0	3
PE121045	1	2	1	0	4
PE121046	1	2	1	0	3
PE121046	2	3	1	0	3
PE121048	1	2	1	0	4
PE121055	1	3	1	0	5
PE121056	1	2	1	0	3
PE121062	1	2	1	0	4
PE121064	1	2	1	0	5
PE121064	2	3	1	0	5
PE121071	1	3	1	0	5
PE121072	1	2	1	0	5
PE121074	1	2	1	0	3
PE121074	2	2	1	0	4
PE121074	3	2	1	0	4
PE121074	4	3	1	0	5
PE121076	1	2	1	0	5
PE121080	1	3	1	0	5
PE121081	1	2	1	0	4
PE121084	1	2	1	0	5
PE121084	2	2	1	0	5
PE121085	1	2	1	0	4
PE121087	1	2	1	0	5
PE121088	1	2	1	0	4
PE121089	1	2	1	0	4
PE121096	1	2	1	0	5
PE121098	1	2	1	0	5
PE121098	2	2	1	0	4
PE121101	1	2	1	0	5
PE131003	1	2	1	0	5
PE131004	1	2	1	0	4
PE131005	1	2	1	5	5
PE131006	1	4	1	5	2
PE131007	1	2	1	0	5
PE131008	1	2	1	0	5
PE131009	1	2	1	0	5
PE131011	1	2	1	0	5
PE131011	2	4	1	0	4
PE131011	3	3	1	0	3
PE131012	1	2	1	0	5
PE131013	1	2	1	0	4
PE131014	1	2	1	0	5
PE131015	1	2	1	0	2
PE131016	1	2	1	0	4
PE131017	1	2	1	0	5
PE131018	1	2	1	0	5
PE131019	1	2	1	0	4
PE131021	1	2	1	0	4
PE131021	2	2	1	0	4
PE131021	3	2	1	0	4
PE131022	1	2	1	0	5
PE131025	1	2	1	0	5
PE131026	1	2	1	0	4
PE131026	2	3	1	0	4
PE131028	1	2	1	0	4
PE131030	1	2	1	0	5
PE131031	1	2	1	0	3
PE131031	2	2	1	0	3
PE131031	3	3	1	0	4
PE131034	1	4	1	0	5
PE131038	1	2	1	0	5
PE131038	2	2	1	0	3
PE131040	1	2	1	0	2
PE131040	2	3	1	0	4
PE131041	1	2	1	0	3
PE131041	2	2	1	0	3
PE131042	1	2	1	0	4
PE131042	2	4	1	0	4
PE131046	1	6	1	0	5
PE131046	2	2	1	0	4
PE131049	1	4	1	0	5
PE131049	2	2	1	0	5
PE131051	1	2	1	0	4
PE131056	1	3	1	0	5
PE131056	2	2	1	0	4
PE131058	1	2	1	0	4
PE131058	2	3	1	0	4
PE131064	1	2	1	0	5
PE131066	1	2	1	0	5
PE131067	1	2	1	0	4
PE131068	1	2	1	0	4
PE131070	1	2	1	1	4
PE131070	2	4	1	1	5
PE131071	1	2	1	0	5
PE131072	1	2	1	0	3
PE131074	1	2	1	0	5
PE131075	1	2	1	0	4
PE131076	1	2	1	0	5
PE131078	1	2	1	0	5
PE131080	1	2	1	1	5
PE131082	1	2	1	0	5
PE131082	2	2	1	0	5
PE131083	1	2	1	0	4
PE131083	2	2	1	0	4
PE131083	3	2	1	0	4
PE131084	1	2	1	0	5
PE131084	2	4	2	0	5
PE131085	1	2	1	0	5
PE131085	2	2	1	0	4
PE131085	3	2	1	0	5
PE131085	4	2	1	0	5
PE131086	1	3	2	0	4
PE131086	2	2	1	0	4
PE131089	1	2	1	0	 
PE131090	1	2	1	0	5
PE131092	1	2	1	0	4
PE131092	2	2	1	0	4
PE131092	3	2	1	0	5
PE131092	4	2	1	0	5
PE131093	1	2	1	0	3
PE131093	2	2	1	0	3
PE131093	3	2	1	0	3
PE131094	1	2	1	0	4
PE131094	2	4	1	0	4
PE131095	1	2	1	0	5
PE131095	2	4	2	1	2
PE131097	1	2	1	5	5
PE131098	1	2	1	0	4
PE131098	2	4	1	0	5
PE131100	1	2	1	0	5
PE131101	1	4	1	5	5
PE131101	2	3	1	0	5
PE131101	3	2	1	0	5
PE131102	1	3	1	0	3
PE141001	1	2	1	0	5
PE141003	1	2	1	0	4
PE141003	2	3	1	0	4
PE141003	3	2	1	0	4
PE141005	1	2	1	0	5
PE141005	2	2	1	0	5
PE141006	1	2	1	0	5
PE141009	1	2	1	0	4
PE141010	1	2	1	0	4
PE141011	1	4	1	0	4
PE141011	2	2	1	0	4
PE141011	3	2	1	0	4
PE141012	1	2	1	0	5
PE141012	2	3	1	0	4
PE141013	1	2	1	0	4
PE141015	1	2	1	0	5
PE141015	2	2	1	0	5
PE141015	3	2	1	0	5
PE141016	1	2	1	0	5
PE141017	1	2	1	0	5
PE141018	1	2	1	0	4
PE141020	1	2	1	0	5
PE141023	1	2	1	0	 
PE141023	2	2	1	0	 
PE141025	1	2	1	0	5
PE141026	1	2	1	0	5
PE141027	1	2	1	0	2
PE141027	2	2	1	0	3
PE141028	1	2	1	0	5
PE141029	1	2	1	0	5
PE141030	1	6	1	2	5
PE141033	1	2	1	0	5
PE141034	1	2	1	0	5
PE141035	1	2	1	0	5
PE141035	2	2	1	0	5
PE141036	1	2	1	0	5
PE141037	1	2	1	0	4
PE141037	2	2	1	0	4
PE141037	3	2	1	0	4
PE141037	4	3	1	0	5
PE141038	1	2	1	0	5
PE141039	1	2	1	0	4
PE141040	1	2	1	0	4
PE141041	1	2	1	0	4
PE141042	1	2	1	0	5
PE141042	2	6	1	5	5
PE141046	1	2	1	0	4
PE141047	1	2	1	0	 
PE141047	2	3	1	0	 
PE141047	3	5	1	0	 
PE141049	1	2	1	0	5
PE141049	2	2	1	0	5
PE141050	1	2	1	0	5
PE141051	1	2	1	0	3
PE141051	2	2	1	0	3
PE141053	1	2	1	0	5
PE141054	1	2	1	0	4
PE141055	1	2	1	0	4
PE141055	2	2	1	0	5
PE141057	1	2	1	0	5
PE141060	1	2	1	0	3
PE141063	1	2	1	0	5
PE141065	1	3	1	0	3
PE141065	2	2	1	0	3
PE141066	1	2	1	0	5
PE141068	1	2	1	0	2
PE141069	1	2	1	1	4
PE141073	1	2	1	0	5
PE141073	2	2	1	0	5
PE141074	1	2	1	0	4
PE141074	2	3	1	0	4
PE141075	1	3	1	0	5
PE141075	2	2	1	0	4
PE141077	1	2	1	0	5
PE141077	2	2	1	0	4
PE141081	1	2	1	0	5
PE141083	1	2	1	0	4
PE141083	2	2	1	0	4
PE141083	3	2	1	0	5
PE141084	1	2	1	0	5
PE141085	1	2	1	0	3
PE141087	1	2	1	0	4
PE141088	1	2	1	0	4
PE141089	1	2	1	0	5
PE141089	2	2	1	0	4
PE141089	3	2	1	0	4
PE141089	4	2	1	0	4
PE141090	1	2	1	0	3
PE141091	1	2	1	0	4
PE141091	2	2	1	0	4
PE141092	1	2	1	1	5
PE141093	1	2	1	0	4
PE141094	1	1	1	0	5
PE141094	2	1	1	0	5
PE141095	1	4	1	0	5
PE141097	1	2	1	0	3
PE141097	2	2	1	0	3
PE141100	1	2	2	0	4
PE141101	1	2	1	0	4
PE141101	2	2	1	0	4
PE141102	1	3	1	0	5
PE141103	1	2	1	0	5
PE141104	1	2	1	0	3
PE151001	1	1	1	5	5
PE151002	1	2	1	0	5
PE151002	2	2	1	0	5
PE151003	1	2	1	0	5
PE151004	1	2	1	0	4
PE151004	2	4	1	0	5
PE151005	1	1	1	0	5
PE151005	2	2	1	0	5
PE151006	1	2	1	0	3
PE151006	2	2	1	0	5
PE151006	3	1	1	0	3
PE151007	1	2	1	0	5
PE151007	2	4	1	0	5
PE151009	1	2	1	0	5
PE151009	2	2	1	0	4
PE151009	3	2	2	0	4
PE151010	1	2	1	0	5
PE151010	2	1	1	0	5
PE151011	1	2	1	0	5
PE151011	2	2	1	0	5
PE151012	1	1	1	5	5
PE151012	2	2	1	5	5
PE151013	1	2	1	0	2
PE151014	1	2	1	0	2
PE151015	1	2	1	0	5
PE151016	1	2	1	0	5
PE151017	1	2	1	0	5
PE151017	2	3	1	0	4
PE151018	1	2	1	0	5
PE151019	1	2	1	0	5
PE151020	1	2	1	0	5
PE151021	1	2	1	0	4
PE151021	2	2	1	0	4
PE151021	3	2	1	0	4
PE151023	1	1	1	0	4
PE151023	2	2	1	0	5
PE151025	1	2	1	0	5
PE151025	2	3	1	0	5
PE151027	1	2	1	5	5
PE151027	2	2	1	5	4
PE151028	1	2	1	0	4
PE151029	1	2	1	0	2
PE151030	1	2	1	0	4
PE151030	2	1	1	0	4
PE151031	1	2	1	0	5
PE151032	1	2	1	0	2
PE151032	2	3	1	0	2
PE151033	1	2	1	5	4
PE151033	2	3	1	5	4
PE151034	1	2	1	0	5
PE151034	2	1	1	0	5
PE151034	3	3	1	0	4
PE151035	1	2	1	0	5
PE151036	1	2	1	0	5
PE151036	2	1	1	0	5
PE151037	1	2	1	0	2
PE151037	2	1	1	0	5
PE151038	1	2	1	0	4
PE151040	1	2	1	0	5
PE151041	1	2	1	0	4
PE151041	2	3	1	0	5
PE151042	1	2	1	0	5
PE151043	1	2	1	0	3
PE151045	1	2	1	0	4
PE151045	2	3	1	0	4
PE151046	1	2	1	0	4
PE151047	1	2	1	0	1
PE151047	2	1	1	0	1
PE151047	3	3	1	0	1
PE151048	1	2	1	0	5
PE151048	2	2	1	0	5
PE151048	3	2	1	0	5
PE151049	1	2	1	0	5
PE151050	1	2	1	0	4
PE151051	1	2	1	0	5
PE151052	1	2	1	0	5
PE151052	2	2	1	0	5
PE151061	1	2	1	0	5
PE151061	2	1	1	0	5
PE151063	1	2	1	0	4
PE151063	2	3	1	0	4
PE151064	1	2	1	0	4
PE151064	2	3	1	0	5
PE151065	1	1	1	0	3
PE151065	2	2	1	0	4
PE151066	1	4	1	0	5
PE151066	2	2	1	0	5
PE151067	1	2	1	0	5
PE151067	2	1	1	0	5
PE151068	1	2	1	0	5
PE151068	2	1	1	0	5
PE151070	1	2	1	0	4
PE151071	1	2	1	0	4
PE151072	1	2	1	0	5
PE151072	2	2	1	0	5
PE151072	3	2	1	0	5
PE151073	1	2	1	0	5
PE151074	1	2	1	0	5
PE151074	2	1	1	0	5
PE151075	1	2	1	0	4
PE151076	1	6	1	0	4
PE151077	1	2	1	0	4
PE151078	1	2	1	0	5
PE151078	2	2	1	0	5
PE151079	1	2	1	0	4
PE151079	2	2	1	0	4
PE151080	1	2	1	0	5
PE151081	1	2	1	0	4
PE151081	2	2	1	0	4
PE151082	1	2	1	0	5
PE151082	2	1	1	0	5
PE151082	3	3	1	0	5
PE151083	1	2	1	0	5
PE151084	1	2	1	0	5
PE151084	2	3	1	0	5
PE151084	3	1	1	0	5
PE151085	1	2	1	0	5
PE151085	2	1	1	0	5
PE151086	1	2	1	0	4
PE151086	2	3	1	0	5
PE151087	1	1	1	0	4
PE151087	2	2	1	0	5
PE151089	1	2	1	0	5
PE151089	2	3	1	0	4
PE151090	1	4	1	0	2
PE151090	2	2	1	0	4
PE151090	3	3	1	0	5
PE151091	1	2	1	0	5
PE151091	2	3	1	0	5
PE151092	1	2	1	0	5
PE151092	2	1	1	0	5
PE151094	1	2	1	0	5
PE151094	2	1	2	5	5
PE151095	1	2	1	0	4
PE151095	2	1	1	0	4
PE151096	1	2	1	0	5
PE151097	1	2	1	0	4
PE151097	2	3	1	0	3
PE151099	1	2	1	0	5
PE151100	1	2	1	0	3
PE151101	1	2	1	0	5
PE151101	2	2	1	0	5
PE151102	1	2	1	0	4
PE151103	1	2	1	0	5
PE151103	2	1	1	0	5
PE151104	1	2	1	0	5
PE151105	1	2	1	0	4
PE151105	2	3	1	0	4
PE151106	1	2	1	0	4
PE151107	1	1	1	0	4
PE151107	2	2	1	0	4
PE151108	1	2	1	0	5
PE151108	2	3	1	0	5
PE151111	1	2	1	0	5
PE151112	1	2	1	0	5
PE151112	2	2	1	0	5
PE151112	3	1	1	0	5
PE151113	1	2	1	0	5
PE151113	2	4	1	0	5
PE161001	1	2	1	5	4
PE161002	1	2	1	0	4
PE161003	1	2	1	5	5
PE161004	1	1	1	0	5
PE161004	2	2	1	0	5
PE161004	3	3	1	0	5
PE161005	1	2	1	0	5
PE161006	1	2	1	0	4
PE161008	1	2	1	0	5
PE161008	2	2	1	0	4
PE161008	3	2	1	0	4
PE161008	4	2	1	0	5
PE161009	1	2	1	0	5
PE161011	1	1	1	0	4
PE161011	2	2	1	0	4
PE161013	1	2	1	0	4
PE161014	1	1	2	1	4
PE161015	1	2	1	0	4
PE161015	2	1	1	0	4
PE161016	1	1	1	0	4
PE161016	2	2	1	0	5
PE161016	3	3	1	0	5
PE161017	1	1	1	0	5
PE161017	2	2	1	0	5
PE161018	1	1	1	0	5
PE161018	2	1	1	0	5
PE161019	1	2	1	5	3
PE161020	1	4	1	5	5
PE161020	2	2	1	0	5
PE161021	1	2	1	0	4
PE161022	1	2	1	0	 
PE161023	1	2	1	0	5
PE161023	2	1	1	0	5
PE161023	3	3	1	0	5
PE161024	1	1	1	0	 
PE161024	2	2	1	0	 
PE161025	1	2	1	0	4
PE161026	1	2	1	5	4
PE161027	1	1	1	0	5
PE161027	2	2	1	0	5
PE161028	1	2	1	0	5
PE161029	1	2	1	0	4
PE161029	2	3	1	0	3
PE161029	3	1	1	0	4
PE161029	4	1	2	5	4
PE161030	1	2	1	5	4
PE161031	1	2	1	0	4
PE161032	1	2	1	5	5
PE161033	1	3	1	0	4
PE161033	2	2	1	0	4
PE161035	1	6	2	5	5
PE161035	2	2	1	0	5
PE161036	1	2	1	0	4
PE161038	1	1	1	2	5
PE161038	2	2	1	0	5
PE161039	1	2	1	0	5
PE161039	2	3	1	0	5
PE161039	3	1	1	0	5
PE161041	1	2	1	0	5
PE161042	1	2	1	0	4
PE161042	2	1	1	0	4
PE161043	1	1	1	0	5
PE161043	2	2	1	0	4
PE161043	3	3	1	0	4
PE161044	1	2	1	0	5
PE161045	1	2	1	0	5
PE161046	1	2	1	0	4
PE161047	1	1	1	0	4
PE161047	2	2	1	0	4
PE161048	1	2	1	0	4
PE161048	2	3	1	0	4
PE161050	1	2	1	0	3
PE161051	1	2	1	0	4
PE161052	1	1	1	0	5
PE161052	2	2	1	0	5
PE161052	3	3	1	0	5
PE161052	4	1	2	5	5
PE161053	1	2	1	0	5
PE161053	2	3	1	0	5
PE161054	1	2	1	5	5
PE161055	1	2	1	0	5
PE161056	1	1	1	0	4
PE161056	2	2	1	0	5
PE161056	3	3	1	0	5
PE161057	1	2	1	0	4
PE161058	1	1	1	2	5
PE161058	2	2	1	0	5
PE161059	1	2	1	0	5
PE161060	1	2	1	0	5
PE161061	1	2	1	1	5
PE161062	1	2	1	5	5
PE161062	2	3	1	0	5
PE161063	1	2	1	5	5
PE161063	2	3	1	0	4
PE161064	1	2	1	5	3
PE161064	2	1	1	0	3
PE161065	1	4	1	0	4
PE161065	2	2	1	0	2
PE161066	1	2	1	0	4
PE161067	1	2	1	0	4
PE161067	2	3	1	0	5
PE161067	3	1	1	0	5
PE161068	1	1	1	0	5
PE161068	2	2	1	0	4
PE161068	3	3	1	0	4
PE161069	1	2	1	0	5
PE161069	2	1	1	0	5
PE161070	1	2	1	0	4
PE161070	2	3	1	0	5
PE161071	1	2	1	0	4
PE161071	2	3	1	0	4
PE161072	1	2	1	5	5
PE161073	1	2	1	0	4
PE161074	1	2	1	0	2
PE161074	2	1	1	0	4
PE161075	1	2	1	0	4
PE161076	1	2	1	5	5
PE161076	2	3	1	0	2
PE161077	1	1	1	0	5
PE161077	2	2	1	0	5
PE161079	1	2	1	0	5
PE161079	2	3	1	0	5
PE161081	1	2	1	0	4
PE161081	2	1	2	0	4
PE161082	1	2	1	0	5
PE161082	2	3	1	0	5
PE161082	3	1	1	0	5
PE161083	1	2	1	0	4
PE161084	1	1	1	0	5
PE161084	2	2	1	0	5
PE161084	3	3	1	0	5
PE161085	1	2	1	0	4
PE161085	2	1	1	0	4
PE161086	1	1	1	0	4
PE161086	2	2	1	0	4
PE161086	3	3	1	0	4
PE161087	1	1	1	0	4
PE161087	2	2	1	0	4
PE161088	1	2	1	0	5
PE161089	1	1	1	0	4
PE161089	2	2	1	0	5
PE161089	3	3	1	0	5
PE161090	1	2	1	0	5
PE161091	1	1	1	0	5
PE161091	2	2	1	0	5
PE161092	1	1	1	0	4
PE161092	2	1	1	0	4
PE161093	1	2	1	0	4
PE161093	2	1	1	0	4
PE161094	1	1	1	0	4
PE161094	2	2	1	0	5
PE161094	3	3	1	0	2
PE161095	1	2	1	0	5
PE161095	2	1	1	0	5
PE161096	1	2	1	0	5
PE161097	1	2	1	0	4
PE161097	2	1	1	0	4
PE161098	1	1	1	2	5
PE161098	2	2	1	0	5
PE161100	1	2	1	0	4
PE161100	2	1	1	0	4
PE161101	1	2	1	0	4
PE161102	1	3	1	0	5
PE161102	2	1	1	0	5
PE161102	3	2	1	0	5
PE161103	1	2	1	0	4
PE161103	2	1	1	0	4
PE161104	1	3	1	0	5
PE161104	2	1	1	0	5
PE161104	3	2	1	0	5
PE161105	1	1	1	0	5
PE161105	2	2	1	0	5
PE161107	1	2	1	0	5
PE161107	2	3	1	0	5
PE161107	3	1	1	0	5
PE161108	1	2	1	0	5
PE161108	2	3	1	0	5
PE161108	3	1	1	0	4
PE161108	4	4	1	0	4
PE161108	5	2	2	5	5
PE171001	1	2	1	0	4
PE171003	1	2	1	0	4
PE171004	1	2	1	0	4
PE171004	2	4	1	0	3
PE171005	1	2	1	0	4
PE171007	1	2	1	0	4
PE171010	1	2	1	0	 
PE171011	1	1	1	0	4
PE171011	2	2	1	0	4
PE171015	1	2	1	0	4
PE171015	2	1	1	5	4
PE171017	1	2	1	0	4
PE171018	1	1	1	0	5
PE171018	2	2	1	0	5
PE171018	3	3	1	0	5
PE171019	1	2	1	0	4
PE171019	2	3	1	0	4
PE171020	1	2	1	0	5
PE171020	2	3	1	0	5
PE171020	3	2	2	5	4
PE171022	1	2	1	0	4
PE171022	2	3	1	0	4
PE171023	1	2	1	0	5
PE171023	2	1	1	0	5
PE171025	1	1	2	1	2
PE171025	2	2	1	0	4
PE171025	3	2	2	1	1
PE171026	1	2	1	0	4
PE171027	1	2	1	0	4
PE171028	1	2	1	0	5
PE171030	1	2	1	0	5
PE171030	2	3	1	0	5
PE171030	3	1	1	0	5
PE171031	1	2	1	0	5
PE171032	1	2	1	0	5
PE171032	2	1	2	0	2
PE171032	3	4	1	0	5
PE171033	1	4	1	5	5
PE171033	2	2	1	0	5
PE171034	1	2	1	0	5
PE171035	1	1	1	0	4
PE171036	1	1	1	0	5
PE171036	2	2	1	0	5
PE171036	3	3	1	0	5
PE171036	4	2	2	5	5
PE171039	1	2	1	0	4
PE171040	1	2	1	0	4
PE171041	1	1	1	0	5
PE171044	1	2	1	0	3
PE171045	1	3	1	0	5
PE171045	2	2	1	0	4
PE171045	3	4	1	0	5
PE171046	1	1	1	0	5
PE171046	2	2	1	0	5
PE171046	3	3	1	0	2
PE171047	1	2	1	0	4
PE171049	1	2	1	0	4
PE171050	1	2	1	0	4
PE171051	1	2	1	0	4
PE171052	1	2	1	0	4
PE171053	1	2	1	0	4
PE171054	1	2	1	0	4
PE171055	1	2	1	0	3
PE171055	2	3	1	0	3
PE171057	1	2	1	0	5
PE171058	1	1	1	0	5
PE171058	2	2	1	0	5
PE171058	3	3	2	5	4
PE171059	1	3	1	0	4
PE171059	2	2	1	0	4
PE171060	1	2	1	0	2
PE171060	2	1	1	2	3
PE171061	1	2	1	0	4
PE171061	2	1	1	0	4
PE171061	3	3	1	0	4
PE171062	1	2	1	0	5
PE171065	1	2	1	0	2
PE171065	2	1	1	0	2
PE171066	1	2	1	0	3
PE171067	1	3	1	0	5
