childid	actidr3	actr3	actownr3	actmnyr3	acthpyr3
PE171068	1	2	1	0	4
PE171068	2	1	1	0	4
PE171068	3	3	1	0	4
PE171069	1	2	1	0	4
PE171069	2	1	1	0	4
PE171070	1	2	1	0	2
PE171070	2	3	1	0	2
PE171071	1	2	1	0	4
PE171071	2	3	1	0	4
PE171072	1	2	1	0	4
PE171072	2	3	1	0	4
PE171072	3	1	1	1	4
PE171073	1	3	1	0	3
PE171073	2	1	1	0	5
PE171074	1	2	1	0	4
PE171074	2	1	1	0	3
PE171075	1	2	1	0	4
PE171076	1	2	1	0	4
PE171076	2	1	1	0	3
PE171078	1	2	1	5	5
PE171079	1	2	1	0	4
PE171081	1	2	1	0	3
PE171083	1	2	1	0	5
PE171084	1	1	1	0	5
PE171084	2	2	1	0	5
PE171085	1	2	1	0	5
PE171086	1	2	1	0	5
PE171087	1	2	1	0	4
PE171087	2	1	1	0	3
PE171088	1	2	1	0	5
PE171089	1	2	1	0	3
PE171089	2	3	1	0	3
PE171090	1	2	1	0	5
PE171090	2	3	1	0	5
PE171090	3	1	1	0	5
PE171091	1	1	1	1	4
PE171091	2	2	1	0	4
PE171092	1	1	1	0	5
PE171092	2	2	1	0	4
PE171093	1	3	1	0	 
PE171094	1	2	1	0	5
PE171095	1	1	1	0	4
PE171095	2	2	1	0	4
PE171096	1	2	1	0	4
PE171097	1	2	1	0	3
PE171099	1	2	1	0	4
PE171099	2	3	1	0	3
PE171099	3	1	1	0	3
PE171100	1	2	1	0	4
PE171101	1	1	1	0	2
PE171101	2	2	1	0	2
PE171102	1	2	1	0	5
PE171102	2	1	1	0	5
PE171103	1	2	1	0	5
PE171103	2	1	1	0	2
PE171103	3	3	1	0	2
PE171105	1	1	1	0	4
PE171105	2	2	1	0	4
PE171106	1	2	1	0	4
PE181001	1	2	1	0	4
PE181002	1	1	1	0	5
PE181002	2	2	1	0	5
PE181003	1	2	1	0	4
PE181004	1	1	1	5	4
PE181004	2	2	1	5	5
PE181005	1	2	1	0	4
PE181005	2	3	1	0	4
PE181005	3	1	1	0	4
PE181006	1	1	1	0	3
PE181006	2	2	1	0	5
PE181006	3	3	1	0	2
PE181006	4	1	2	5	1
PE181007	1	1	1	0	5
PE181007	2	3	1	0	5
PE181007	3	2	1	0	5
PE181008	1	2	1	0	4
PE181008	2	1	1	0	4
PE181009	1	2	1	0	4
PE181010	1	1	1	0	3
PE181010	2	2	1	0	2
PE181010	3	3	1	0	2
PE181010	4	1	2	5	4
PE181011	1	2	1	0	4
PE181012	1	2	1	0	5
PE181012	2	3	1	0	3
PE181012	3	1	1	0	4
PE181013	1	2	1	0	4
PE181013	2	1	2	0	4
PE181014	1	1	1	5	5
PE181014	2	2	1	0	4
PE181015	1	1	1	0	4
PE181015	2	2	1	0	4
PE181016	1	2	1	0	4
PE181016	2	1	1	0	5
PE181017	1	1	1	0	4
PE181017	2	2	1	0	4
PE181018	1	1	1	5	4
PE181018	2	2	1	0	4
PE181019	1	2	1	0	5
PE181019	2	1	1	0	4
PE181019	3	3	1	0	2
PE181021	1	2	1	0	5
PE181021	2	1	1	0	5
PE181022	1	1	1	0	5
PE181022	2	2	1	0	5
PE181022	3	3	1	0	5
PE181023	1	1	1	0	4
PE181023	2	2	1	0	4
PE181023	3	3	1	0	4
PE181024	1	1	1	0	4
PE181024	2	2	1	0	4
PE181025	1	2	1	0	4
PE181025	2	1	1	0	4
PE181027	1	2	1	5	4
PE181027	2	1	1	5	4
PE181029	1	1	1	0	5
PE181029	2	2	1	0	5
PE181030	1	1	1	0	5
PE181030	2	2	1	0	4
PE181031	1	1	1	0	5
PE181031	2	2	1	0	5
PE181031	3	3	1	0	5
PE181031	4	1	2	5	4
PE181032	1	1	1	0	2
PE181032	2	2	1	0	4
PE181033	1	1	1	0	3
PE181033	2	2	1	0	5
PE181033	3	3	1	0	5
PE181034	1	2	1	0	4
PE181036	1	2	1	0	4
PE181036	2	1	1	0	4
PE181037	1	1	1	0	4
PE181037	2	2	1	0	4
PE181038	1	1	1	5	5
PE181038	2	2	1	5	5
PE181038	3	3	1	5	5
PE181039	1	1	1	0	4
PE181039	2	2	1	0	4
PE181039	3	3	1	0	4
PE181040	1	1	1	0	5
PE181040	2	2	1	0	5
PE181042	1	2	2	5	5
PE181043	1	2	1	0	4
PE181043	2	1	1	0	4
PE181044	1	2	1	0	3
PE181045	1	1	1	0	4
PE181045	2	2	1	0	4
PE181046	1	1	1	0	4
PE181046	2	2	1	0	5
PE181046	3	3	1	0	2
PE181046	4	1	2	5	4
PE181047	1	2	1	0	4
PE181047	2	1	1	0	4
PE181048	1	2	1	0	4
PE181049	1	2	1	0	5
PE181050	1	1	1	0	5
PE181050	2	2	1	0	5
PE181050	3	3	1	0	5
PE181051	1	2	1	0	4
PE181051	2	1	1	0	4
PE181052	1	1	1	0	4
PE181052	2	2	1	0	4
PE181052	3	3	1	0	5
PE181052	4	3	2	5	4
PE181053	1	2	1	0	4
PE181053	2	1	1	0	4
PE181053	3	3	1	0	4
PE181054	1	2	1	0	4
PE181055	1	1	1	0	4
PE181055	2	2	1	0	4
PE181055	3	3	1	0	4
PE181056	1	1	1	0	4
PE181056	2	2	1	0	4
PE181056	3	3	1	0	3
PE181057	1	2	1	5	4
PE181057	2	1	1	5	5
PE181059	1	1	1	5	5
PE181059	2	2	1	0	5
PE181060	1	1	1	0	5
PE181060	2	2	1	0	5
PE181061	1	2	1	5	4
PE181061	2	3	1	5	4
PE181062	1	2	1	0	3
PE181062	2	1	1	0	4
PE181063	1	3	1	0	4
PE181063	2	2	1	0	4
PE181064	1	2	1	0	5
PE181065	1	2	1	2	4
PE181065	2	1	1	5	4
PE181066	1	2	1	0	4
PE181066	2	1	1	5	5
PE181067	1	1	1	0	4
PE181067	2	2	1	0	4
PE181067	3	3	1	0	4
PE181068	1	1	1	0	4
PE181068	2	2	1	0	4
PE181069	1	2	1	5	5
PE181069	2	1	1	5	5
PE181069	3	1	1	0	5
PE181070	1	2	1	0	4
PE181073	1	2	1	0	5
PE181073	2	1	1	0	5
PE181073	3	3	1	0	3
PE181074	1	2	1	0	3
PE181075	1	2	1	0	4
PE181075	2	1	1	0	3
PE181076	1	1	1	0	5
PE181076	2	2	1	0	5
PE181077	1	2	1	0	4
PE181077	2	1	1	0	4
PE181079	1	2	1	5	4
PE181079	2	1	1	5	4
PE181080	1	2	1	0	5
PE181080	2	3	1	0	5
PE181081	1	1	1	0	4
PE181081	2	2	1	0	4
PE181082	1	2	1	2	5
PE181083	1	5	1	5	5
PE181083	2	2	1	0	5
PE181084	1	1	1	5	4
PE181084	2	2	1	5	4
PE181084	3	3	1	5	4
PE181086	1	1	1	0	5
PE181086	2	2	1	0	5
PE181086	3	3	1	0	5
PE181087	1	2	1	0	4
PE181088	1	1	1	0	4
PE181090	1	2	1	0	4
PE181091	1	1	1	0	4
PE181092	1	1	1	0	5
PE181092	2	2	1	0	5
PE181094	1	1	1	0	5
PE181094	2	2	1	0	5
PE181094	3	3	1	0	4
PE181095	1	1	1	0	5
PE181095	2	2	1	0	4
PE181096	1	1	1	0	4
PE181096	2	2	1	0	4
PE181096	3	3	1	0	5
PE181097	1	2	1	0	3
PE181097	2	1	1	0	3
PE181098	1	2	1	0	4
PE181099	1	2	1	0	4
PE181099	2	1	1	0	4
PE181100	1	2	1	5	5
PE181100	2	1	1	0	4
PE181101	1	3	1	0	4
PE181101	2	2	1	0	4
PE181101	3	1	1	0	4
PE181102	1	2	1	0	4
PE181102	2	1	1	5	4
PE181103	1	2	1	0	4
PE181103	2	3	1	0	4
PE181103	3	1	1	0	4
PE181104	1	2	1	0	5
PE181105	1	1	1	0	5
PE191001	1	2	1	5	4
PE191002	1	2	1	0	4
PE191003	1	3	1	0	4
PE191003	2	2	1	0	4
PE191004	1	2	1	5	4
PE191006	1	2	1	2	5
PE191007	1	4	1	0	5
PE191010	1	4	2	5	5
PE191010	2	2	2	0	5
PE191011	1	2	1	0	5
PE191014	1	2	1	0	5
PE191015	1	2	1	5	4
PE191015	2	3	1	0	4
PE191016	1	2	1	0	4
PE191017	1	2	1	0	3
PE191018	1	1	1	5	5
PE191018	2	2	1	0	5
PE191019	1	2	1	0	3
PE191020	1	2	1	0	5
PE191021	1	2	1	0	3
PE191022	1	1	1	5	5
PE191023	1	2	1	0	4
PE191025	1	2	1	0	5
PE191027	1	2	1	0	4
PE191027	2	2	1	0	4
PE191027	3	3	2	0	5
PE191030	1	1	2	5	2
PE191030	2	2	1	5	5
PE191031	1	2	1	0	3
PE191033	1	2	1	0	5
PE191034	1	2	1	0	1
PE191035	1	2	1	0	5
PE191035	2	1	1	0	5
PE191038	1	2	1	0	5
PE191039	1	2	1	0	4
PE191041	1	2	1	0	5
PE191043	1	2	1	0	4
PE191043	2	3	1	0	4
PE191044	1	2	1	0	3
PE191044	2	3	1	0	4
PE191045	1	2	1	0	4
PE191047	1	3	1	0	4
PE191047	2	2	1	0	4
PE191048	1	2	1	0	5
PE191050	1	2	1	0	4
PE191051	1	4	1	0	5
PE191052	1	2	1	0	2
PE191053	1	2	1	0	5
PE191053	2	3	1	0	2
PE191053	3	6	1	0	5
PE191054	1	2	1	0	5
PE191055	1	2	1	0	5
PE191055	2	4	1	0	5
PE191056	1	2	1	0	5
PE191057	1	2	1	5	4
PE191058	1	2	1	0	5
PE191059	1	1	1	0	5
PE191060	1	2	1	0	5
PE191062	1	2	1	0	5
PE191063	1	4	1	5	5
PE191065	1	2	1	0	3
PE191068	1	2	1	0	4
PE191070	1	2	1	0	4
PE191071	1	4	1	5	4
PE191071	2	2	1	0	4
PE191072	1	2	1	0	5
PE191072	2	3	1	0	5
PE191072	3	4	1	0	5
PE191073	1	2	1	0	4
PE191074	1	2	1	0	4
PE191076	1	2	1	0	3
PE191077	1	2	1	0	4
PE191080	1	2	1	0	3
PE191081	1	2	1	0	4
PE191082	1	2	1	0	4
PE191083	1	2	1	0	4
PE191085	1	2	1	0	3
PE191087	1	2	1	0	5
PE191091	1	2	1	0	1
PE191092	1	2	1	0	5
PE191096	1	2	1	0	5
PE191097	1	2	1	0	4
PE191098	1	2	1	0	3
PE191098	2	3	1	0	4
PE191099	1	2	1	0	5
PE191100	1	2	1	0	3
PE191101	1	2	1	0	4
PE191103	1	2	1	0	4
PE191104	1	2	1	0	4
PE201002	1	2	1	0	4
PE201003	1	2	1	0	4
PE201004	1	2	1	0	5
PE201004	2	3	1	0	5
PE201004	3	6	2	3	5
PE201004	4	3	2	5	5
PE201005	1	2	1	0	3
PE201005	2	2	1	0	3
PE201007	1	2	1	0	5
PE201008	1	2	1	0	4
PE201010	1	2	1	0	5
PE201011	1	3	1	0	4
PE201012	1	2	1	0	4
PE201013	1	2	1	0	4
PE201013	2	3	1	0	5
PE201013	3	4	1	1	4
PE201014	1	2	1	0	4
PE201015	1	2	1	0	5
PE201016	1	2	1	0	4
PE201016	2	3	1	0	4
PE201018	1	1	1	0	3
PE201018	2	3	1	0	2
PE201018	3	2	1	0	2
PE201021	1	2	1	0	5
PE201022	1	2	1	0	3
PE201023	1	2	1	0	5
PE201023	2	3	1	0	5
PE201024	1	2	1	0	4
PE201024	2	3	1	0	5
PE201024	3	4	1	0	5
PE201025	1	2	1	0	5
PE201025	2	6	2	5	5
PE201027	1	4	1	5	5
PE201028	1	3	1	0	5
PE201029	1	2	1	0	4
PE201030	1	2	1	0	5
PE201030	2	3	1	0	5
PE201032	1	2	1	0	5
PE201033	1	2	1	2	4
PE201034	1	2	1	0	1
PE201035	1	2	1	5	4
PE201036	1	2	1	5	5
PE201037	1	2	1	0	4
PE201038	1	2	1	0	3
PE201039	1	6	1	1	5
PE201039	2	3	1	0	5
PE201039	3	2	1	0	5
PE201042	1	2	1	0	4
PE201043	1	2	1	0	5
PE201043	2	1	1	0	4
PE201043	3	1	2	5	3
PE201044	1	2	1	0	2
PE201046	1	2	1	0	5
PE201048	1	2	1	0	4
PE201049	1	5	1	0	4
PE201049	2	5	1	0	4
PE201050	1	4	1	0	3
PE201051	1	2	1	0	5
PE201052	1	3	1	0	5
PE201052	2	2	1	0	5
PE201056	1	4	1	0	5
PE201058	1	2	1	0	5
PE201058	2	3	2	1	4
PE201059	1	2	1	0	5
PE201060	1	4	1	0	4
PE201061	1	3	1	0	5
PE201062	1	2	1	0	5
PE201063	1	4	1	0	5
PE201064	1	2	1	0	5
PE201065	1	2	1	0	2
PE201067	1	2	1	0	4
PE201069	1	2	1	0	5
PE201069	2	3	1	0	5
PE201070	1	2	1	0	5
PE201071	1	2	1	0	4
PE201073	1	4	1	0	5
PE201073	2	2	1	0	5
PE201074	1	6	1	0	5
PE201075	1	2	1	0	5
PE201076	1	4	1	0	4
PE201076	2	2	1	0	4
PE201077	1	3	1	0	3
PE201077	2	2	1	0	2
PE201078	1	2	1	0	5
PE201079	1	2	1	0	2
PE201083	1	2	1	0	5
PE201083	2	5	1	0	5
PE201083	3	1	1	0	4
PE201083	4	1	2	5	5
PE201086	1	2	1	0	5
PE201087	1	2	1	0	 
PE201088	1	2	1	1	5
PE201090	1	2	1	0	5
PE201091	1	2	1	0	4
PE201092	1	2	1	0	5
PE201093	1	2	1	0	2
PE201093	2	1	1	0	4
PE201094	1	3	1	0	2
PE201096	1	2	1	0	2
PE201096	2	3	1	0	4
PE201096	3	6	2	5	5
PE201097	1	2	1	0	4
PE201100	1	3	1	0	4
PE201101	1	1	1	0	4
