childid	donfdid	dontypr3	donrcvr3	donamtr3	donmsrr3	donprcr3	prcmsrr3
PE151036	1	1	12	2	6	2.5	6
PE151036	2	8	12	6	3	.800000011920929	3
PE151036	3	5	12	1	1	6	1
PE151036	4	6	12	1	2	2.79999995231628	2
PE151036	5	4	12	2	2	3	2
PE151036	6	8	12	2	2	2	2
PE151036	7	9	150	1	7	.300000011920929	7
PE151038	1	9	160	1	7	.200000002980232	7
PE151040	1	5	2	.25	1	8	1
PE151040	2	1	12	6	6	2.5	6
PE151040	3	3	12	6	3	1	3
PE151040	4	8	2	1	2	2.79999995231628	2
PE151040	5	7	2	4	6	3	6
PE151041	1	9	360	2	7	.5	7
PE151041	2	4	36	2	2	2.5	2
PE151041	3	5	12	1	1	5.5	1
PE151041	4	1	24	2	6	2.5	6
PE151043	1	9	180	1	7	.200000002980232	7
PE151043	2	10	30	1	8	.5	8
PE151044	1	1	170	2	3	.5	3
PE151044	2	9	170	2	7	.100000001490116	7
PE151045	1	5	6	1	1	5	1
PE151045	2	1	24	2	6	2.5	6
PE151045	3	3	24	2	3	2	3
PE151045	4	9	2	1	7	.5	7
PE151045	5	4	18	1	2	2.5	2
PE151047	1	9	120	4	7	.100000001490116	7
PE151047	2	4	8	1	2	1.5	2
PE151047	3	5	8	1	1	5.5	1
PE151047	4	3	8	3	2	2	2
PE151048	1	7	30	1	6	2.5	6
PE151048	2	9	80	1	7	.5	7
PE151050	1	9	108	1	7	.100000001490116	7
PE151051	1	9	81	2	7	.200000002980232	7
PE151061	1	1	10	5	2	4	2
PE151061	2	9	220	5	7	.100000001490116	7
PE151062	1	1	1	5	6	2.5	6
PE151062	2	8	1	3	2	2	2
PE151063	1	3	12	4	3	1	3
PE151063	2	1	12	4	6	2.5	6
PE151064	1	1	9	2	2	2	2
PE151064	2	9	198	1	7	.100000001490116	7
PE151065	1	9	180	1	7	.5	7
PE151065	2	4	36	1	8	1.5	8
PE151065	3	1	24	2	6	2.5	6
PE151065	4	3	48	4	3	1	3
PE151067	1	1	12	2	6	2	6
PE151067	2	3	12	2	3	.699999988079071	3
PE151067	3	4	12	3	2	2	2
PE151067	4	5	12	.25	1	1.70000004768372	1
PE151067	5	6	12	1	4	2	4
PE151067	6	8	3	2	2	1.5	2
PE151067	7	9	180	1	7	.400000005960464	7
PE151067	8	1	6	2	2	1.5	2
PE151069	1	1	12	2	1	2.40000009536743	1
PE151069	2	3	12	1	2	3.79999995231628	2
PE151070	1	1	12	4	6	2.5	6
PE151070	2	3	12	1	2	1.79999995231628	2
PE151071	1	9	198	3	7	.5	7
PE151071	2	1	9	2	2	2	2
PE151072	1	1	40	4	6	2.5	6
PE151072	2	3	40	4	3	1	3
PE151073	1	3	12	1	2	5	2
PE151073	2	1	12	2	6	3	6
PE151075	1	3	2	10	2	3.79999995231628	2
PE151075	2	1	2	10	6	2.40000009536743	6
PE151075	3	15	2	50	2	.5	2
PE151076	1	1	12	2	6	2.40000009536743	6
PE151076	2	3	12	1	2	3.79999995231628	2
PE151077	1	9	360	2	7	.300000011920929	7
PE151077	2	4	72	2	7	3	7
PE151078	1	9	110	2	7	.100000001490116	7
PE151078	2	8	10	1	2	4	2
PE151079	1	9	360	2	7	.5	7
PE151079	2	4	36	2	3	3	3
PE151081	1	9	120	1	7	.5	7
PE151081	2	4	24	1	2	2.5	2
PE151082	1	1	248	2	8	2	8
PE151082	2	9	248	2	7	.100000001490116	7
PE151083	1	9	360	2	7	.5	7
PE151083	2	10	360	2	9	3	9
PE151084	1	9	130	1	7	.100000001490116	7
PE151084	2	1	12	6	6	2.5	6
PE151084	3	2	12	6	3	.5	3
PE151085	1	1	12	2	6	2.79999995231628	6
PE151085	2	8	12	2	3	1.20000004768372	3
PE151086	1	1	10	2	6	2.5	6
PE151087	1	1	120	5	8	.300000011920929	8
PE151087	2	9	120	5	7	.200000002980232	7
PE151087	3	10	100	5	9	1.5	9
PE151088	1	9	160	4	7	.300000011920929	7
PE151088	2	10	160	1	8	.400000005960464	8
PE151088	3	10	70	1	9	2	9
PE151089	1	1	52	1	1	1	1
PE151089	2	1	170	1	8	1	8
PE151089	3	9	170	1	7	.5	7
PE151091	1	3	12	2	3	1	3
PE151091	2	1	12	2	6	2.5	6
PE151092	1	1	7	18	2	4	2
PE151092	2	9	198	2	7	.5	7
PE151094	1	8	12	1	2	4	2
PE151094	2	1	12	8	6	2.79999995231628	6
PE151094	3	5	12	1	1	7	1
PE151094	4	8	12	2	2	1.79999995231628	2
PE151094	5	6	12	1	4	1.5	4
PE151094	6	9	180	2	7	.300000011920929	7
PE151094	7	10	12	5	5	2	5
PE151095	1	10	9	2	5	1.5	5
PE151097	1	10	9	3	5	1.5	5
PE151097	2	9	9	3	7	.5	7
PE151102	1	1	12	2	6	2.5	6
PE151102	2	3	12	1	4	1	4
PE151103	1	9	240	1	7	.300000011920929	7
PE151103	2	4	8	1	3	2.5	3
PE151107	1	9	180	1	7	.5	7
PE151107	2	4	36	1	2	2.5	2
PE151108	1	1	9	2	2	2	2
PE151108	2	9	196	2	7	.5	7
PE151110	1	1	36	3	6	2.5	6
PE151110	2	3	36	3	3	1.29999995231628	3
PE151111	1	8	4	4	2	2.5	2
PE151111	2	6	4	1	2	2	2
PE151111	3	5	4	2	1	6	1
PE151111	4	3	4	2	2	3	2
PE151111	5	8	4	1	2	2.5	2
PE151112	1	8	5	2	2	2.5	2
PE151112	2	6	5	3	2	3	2
PE151112	3	7	5	1	6	4	6
PE151112	4	5	5	1	1	4	1
PE151112	5	6	5	1	4	2	4
PE151113	1	9	130	1	7	.200000002980232	7
PE161001	1	10	115	1	9	2	9
PE161001	2	1	4	6	6	1.79999995231628	6
PE161001	3	3	4	2	2	4	2
PE161002	1	1	12	6	6	2.5	6
PE161002	2	10	60	2	5	2	5
PE161003	1	4	12	2.70000004768372	2	2.20000004768372	2
PE161003	2	1	12	3	6	1	6
PE161003	3	10	40	1	9	1	9
PE161004	1	10	225	5	9	3	9
PE161006	1	1	12	7	6	1.20000004768372	6
PE161006	2	4	1	3	2	2	2
PE161006	3	1	120	1	8	.5	8
PE161006	4	8	12	4	2	2.5	2
PE161006	5	5	12	1	1	6	1
PE161006	6	6	12	1	2	2	2
PE161006	7	7	12	3	6	2	6
PE161007	1	1	4	9	6	2.59999990463257	6
PE161007	2	8	4	2	2	1	2
PE161007	3	10	180	3	9	3	9
PE161009	1	1	140	2	8	.5	8
PE161009	2	10	60	2	9	1.5	9
PE161011	1	1	160	1	8	.5	8
PE161011	2	9	160	1	7	.200000002980232	7
PE161012	1	1	12	3	6	2.5	6
PE161012	2	3	12	1	4	1	4
PE161012	3	10	80	3	9	2	9
PE161013	1	10	85	2	9	2	9
PE161014	1	10	80	3	9	1	9
PE161014	2	1	12	6	6	2	6
PE161015	1	10	240	4	9	2	9
PE161015	2	1	120	2	8	.5	8
PE161016	1	10	120	2	5	1.5	5
PE161016	2	4	12	3	2	2	2
PE161016	3	8	12	3	4	1.29999995231628	4
PE161016	4	5	12	.25	1	6	1
PE161018	1	1	280	2	3	.5	3
PE161018	2	9	280	2	7	.5	7
PE161019	1	1	4	3	6	2.70000004768372	6
PE161019	2	8	4	2	2	3	2
PE161019	3	4	12	3	2	4	2
PE161019	4	8	12	2	2	3	2
PE161019	5	5	12	1	1	6	1
PE161019	6	6	12	2	4	2	4
PE161019	7	10	160	1	8	1	8
PE161021	1	10	14	2	8	.300000011920929	8
PE161021	2	9	140	2	7	.300000011920929	7
PE161022	1	1	4	6	6	2.70000004768372	6
PE161022	2	3	4	2	2	2.5	2
PE161022	3	1	120	1	7	1	7
PE161022	4	9	120	1	7	.5	7
PE161022	5	10	160	1	5	2	5
PE161023	1	1	12	3	6	1.5	6
PE161023	2	4	12	1	2	3	2
PE161023	3	10	280	1	9	3	9
PE161023	4	1	280	1	8	1	8
PE161024	1	4	12	3	2	2	2
PE161024	2	8	12	2	2	2	2
PE161024	3	5	12	1	1	6	1
PE161024	4	6	12	1	4	1.5	4
PE161024	5	1	160	1	8	1	8
PE161024	6	10	70	1	9	2	9
PE161025	1	10	80	2	9	1.5	9
PE161025	2	1	240	2	8	.5	8
PE161026	1	9	320	1	7	.600000023841858	7
PE161026	2	1	320	1	8	1	8
PE161026	3	10	320	1	5	2	5
PE161028	1	10	180	1	9	2	9
PE161028	2	1	180	1	8	.5	8
PE161029	1	1	4	12	6	1.39999997615814	6
PE161029	2	4	12	3	2	2	2
PE161029	3	5	12	.25	1	6	1
PE161029	4	6	12	1	3	.5	3
PE161029	5	8	12	1	2	2.5	2
PE161029	6	10	140	5	5	1.5	5
PE161029	7	10	300	1	5	2	5
PE161030	1	1	4	6	6	1.20000004768372	6
PE161030	2	10	174	1	8	1	8
PE161031	1	10	6	3	9	2	9
PE161032	1	8	4	1	2	3	2
PE161032	2	1	4	8	6	1.20000004768372	6
PE161033	1	10	95	4	9	1.5	9
PE161034	1	9	80	1	7	.100000001490116	7
PE161034	2	1	80	1	8	.5	8
PE161036	1	1	180	2	8	.5	8
PE161036	2	10	160	1	9	2	9
PE161037	1	10	180	1	9	2	9
PE161037	2	1	180	1	8	.5	8
PE161039	1	1	180	3	8	.5	8
PE161039	2	10	180	3	9	1	9
PE161040	1	8	2	3	2	3	2
PE161040	2	5	2	1	1	9	1
PE161040	3	6	2	2	2	4.5	2
PE161041	1	1	95	1	8	1	8
PE161041	2	10	55	1	9	2	9
PE161042	1	10	120	2	5	1.5	5
PE161042	2	1	40	1	8	.5	8
PE161042	3	9	40	1	7	.300000011920929	7
PE161043	1	8	12	2	2	2	2
PE161043	2	6	12	1	2	2	2
PE161043	3	5	12	1	1	6	1
PE161043	4	1	160	2	8	.5	8
PE161043	5	10	160	2	9	1	9
PE161043	6	10	160	2	9	1	9
PE161043	7	1	4	6	1	4	1
PE161044	1	1	150	1	8	.5	8
PE161044	2	9	150	1	7	.5	7
PE161045	1	1	36	3	6	2.79999995231628	6
PE161045	2	8	36	1.79999995231628	2	8.89999961853027	2
PE161045	3	4	36	2.70000004768372	2	3.29999995231628	2
PE161045	4	5	8	.75	1	6	1
PE161045	5	6	8	1	3	1.79999995231628	3
PE161045	6	8	8	2	2	2.5	2
PE161045	7	10	160	1	5	1.5	5
PE161046	1	4	1	3	2	2	2
PE161047	1	1	120	1	8	.5	8
PE161047	2	10	120	1	9	1	9
PE161048	1	4	12	2	2	3	2
PE161048	2	9	180	1	7	.800000011920929	7
PE161048	3	1	180	1	8	1	8
PE161048	4	8	12	2	2	6	2
PE161048	5	6	12	1	4	3	4
PE161048	6	5	12	2.25	1	6.69999980926514	1
PE161049	1	1	1	3	6	2.5	6
PE161049	2	1	150	1	3	1	3
PE161049	3	9	150	1	7	.5	7
PE161050	1	1	120	2	8	1	8
PE161050	2	10	120	2	5	1.5	5
PE161051	1	1	12	2	8	.5	8
PE161051	2	10	100	2	9	2	9
PE161051	3	8	4	2	2	2.5	2
PE161051	4	5	4	1	1	4	1
PE161051	5	7	4	2	6	1.5	6
PE161051	6	1	12	3	6	2.5	6
PE161052	1	1	110	2	8	1	8
PE161052	2	10	110	2	9	2	5
PE161052	3	1	12	3	6	1.20000004768372	6
PE161052	4	10	150	1	9	2	9
PE161053	1	1	6	7	6	1.20000004768372	6
PE161053	2	2	6	2	2	3	2
PE161053	3	4	2	3	2	3	2
PE161053	4	8	2	2	2	2.5	2
PE161053	5	5	2	.5	1	7.19999980926514	1
PE161053	6	6	2	1	3	1.5	3
PE161053	7	10	190	2	9	1	9
PE161054	1	4	6	3	2	6	2
PE161054	2	8	2	1	2	2	2
PE161054	3	6	2	1	3	.5	3
PE161054	4	5	2	1	1	6	1
PE161055	1	10	120	2	9	2	9
PE161055	2	1	36	12	6	2.20000004768372	6
PE161056	1	10	60	1	5	2	5
PE161056	2	1	40	1	8	.5	8
PE161056	3	9	40	1	7	.5	7
PE161057	1	1	140	3	8	.5	8
PE161057	2	9	140	3	7	.200000002980232	7
PE161059	1	3	12	5	3	1	3
PE161059	2	1	12	4	6	2.5	6
PE161059	3	1	160	2	7	.5	7
PE161059	4	9	160	2	7	.200000002980232	7
PE161059	5	5	1	1	1	6.5	1
PE161059	6	8	1	2	2	2.5	2
PE161059	7	6	1	1	3	2	3
PE161060	1	1	120	1	8	.400000005960464	8
PE161060	2	10	100	1	9	1	9
PE161061	1	1	3	2	6	2.40000009536743	6
PE161061	2	3	3	2	2	6	2
PE161062	1	1	85	1	8	.5	8
PE161062	2	10	85	1	9	2	9
PE161062	3	1	4	7	6	1.29999995231628	6
PE161062	4	2	4	2	2	2	2
PE161063	1	5	4	1	1	6	1
PE161063	2	8	12	1	4	1	4
PE161063	3	6	12	1	3	.5	3
PE161064	1	1	180	2	8	2	8
PE161064	2	9	180	2	7	1	7
PE161064	3	11	120	2	5	3	5
PE161067	1	1	4	7	6	1.20000004768372	6
PE161067	2	4	4	9	2	2	2
PE161067	3	10	70	3	8	.5	8
PE161067	4	1	70	3	8	5	8
PE161068	1	1	4	7	6	1.29999995231628	6
PE161068	2	8	4	2	2	2	2
PE161068	3	10	85	1	9	1.5	9
PE161068	4	1	85	1	8	1	8
PE161068	5	4	12	2	2	10	2
PE161068	6	5	12	.25	1	8	1
PE161068	7	8	12	1	2	2	2
PE161069	1	10	100	2	9	1.5	9
PE161069	2	1	240	2	8	.5	8
PE161070	1	1	4	10	6	2.79999995231628	6
PE161070	2	3	4	6	2	2	2
PE161070	3	9	160	1	7	.300000011920929	7
PE161070	4	10	160	2	9	2	9
PE161071	1	1	4	6	6	2.5	6
PE161071	2	3	4	2	2	3	2
PE161071	3	1	180	1	8	.5	8
PE161071	4	9	180	1	7	.200000002980232	7
PE161072	1	1	185	1	8	2	8
PE161072	2	10	185	1	9	1	9
PE161073	1	10	185	1	9	2	9
PE161074	1	1	180	1	8	.5	8
PE161074	2	9	180	1	7	.5	7
PE161074	3	10	120	1	5	1.5	5
PE161075	1	1	170	1	8	.5	8
PE161075	2	1	2	4	6	1.20000004768372	6
PE161075	3	3	2	2	2	3	2
PE161076	1	4	12	3	2	3.5	2
PE161076	2	5	12	2	1	5	1
PE161076	3	8	12	1	4	2	4
PE161076	4	5	12	.25	1	8	1
PE161076	5	9	160	1	7	.5	7
PE161076	6	1	160	1	8	.800000011920929	8
PE161077	1	1	9	3	6	1.20000004768372	6
PE161077	2	2	9	1	2	3	2
PE161077	3	5	9	.5	1	7.19999980926514	1
PE161077	4	7	9	2	6	1.5	6
PE161077	5	8	9	2	2	2.5	2
PE161077	6	6	9	1	3	1	3
PE161077	7	10	50	1	9	2	9
PE161079	1	1	1	3	6	1.20000004768372	6
PE161079	2	2	1	3	4	3	4
PE161079	3	4	1	3	2	3	2
PE161080	1	10	180	1	8	.800000011920929	8
PE161080	2	9	180	1	7	.5	7
PE161081	1	10	100	2	9	2	9
PE161081	2	8	3	2	2	2	2
PE161081	3	6	3	1	2	1.5	2
PE161081	4	5	3	1	1	5	1
PE161081	5	7	3	3	6	1.5	6
PE161082	1	10	160	1	9	3	9
PE161083	1	1	6	8	6	1.20000004768372	6
PE161083	2	2	6	3	2	2	2
PE161083	3	1	180	3	8	.5	8
PE161083	4	9	180	3	7	.200000002980232	7
PE161085	1	1	4	5	6	1.39999997615814	6
PE161085	2	6	2	3	4	1	4
PE161085	3	8	2	3	2	2.5	2
PE161085	4	1	1	3	2	3	2
PE161085	5	10	140	1	9	2	9
PE161086	1	8	2	2	2	2.5	2
PE161086	2	6	2	2	2	1.5	2
PE161086	3	5	2	1	1	3	1
PE161087	1	8	2	2	2	2.5	2
PE161087	2	6	2	2	4	2	4
PE161087	3	5	2	.25	1	4	1
PE161088	1	1	12	2	2	2	2
PE161089	1	1	2	2	1	1	1
PE161089	2	8	2	2	2	2	2
PE161089	3	5	2	.5	1	4	1
PE161089	4	6	2	2	4	2	4
PE161090	1	1	130	1	8	1	8
PE161090	2	9	180	1	7	.200000002980232	7
PE161091	1	2	4	1	2	5	2
PE161091	2	5	4	1	1	7	1
PE161091	3	8	4	1	2	3	2
PE161092	1	8	2	3	2	6	2
PE161092	2	5	2	.25	1	6	1
PE161093	1	8	2	2	2	2.5	2
PE161094	1	1	4	12	6	1.29999995231628	6
PE161094	2	1	70	2	8	.5	8
PE161094	3	9	70	2	7	.300000011920929	7
PE161094	4	8	2	4	2	2.5	2
PE161094	5	6	2	4	2	2	2
PE161094	6	1	2	2	2	3	2
PE161094	7	5	2	.5	1	6	1
PE161096	1	4	1	3	2	2	2
PE161096	2	5	12	1	1	6	1
PE161096	3	6	12	1	2	3	2
PE161096	4	8	12	1	2	2.5	2
PE161096	5	7	12	2	6	2	6
PE161097	1	1	12	5	6	2	6
PE161097	2	4	12	3	2	.5	2
PE161097	3	10	80	1	9	2	9
PE161097	4	5	12	1	1	5	1
PE161097	5	8	12	1	2	2	2
PE161097	6	6	12	1	2	1	2
PE161098	1	2	180	1	2	2	2
PE161099	1	1	12	3	6	2.59999990463257	6
PE161099	2	8	12	1	2	1	2
PE161099	3	10	180	4	9	2	9
PE161100	1	1	4	6	6	2.5	6
PE161100	2	2	4	1	2	3	2
PE161100	3	9	120	3	7	.5	7
PE161100	4	1	120	3	8	1	8
PE161100	5	10	120	4	5	2	5
PE161101	1	1	160	1	8	1	8
PE161101	2	9	160	1	7	.5	7
PE161101	3	10	90	1	5	2	5
PE161102	1	1	3	9	6	1.20000004768372	6
PE161102	2	4	12	3	2	3	2
PE161102	3	10	160	2	9	2	9
PE161103	1	1	4	6	6	1.5	6
PE161103	2	2	4	2	2	2.5	2
PE161103	3	8	12	2	2	3	2
PE161103	4	6	12	1	4	1.5	4
PE161103	5	5	12	.75	1	6	1
PE161103	6	10	120	2	5	1.5	5
PE161103	7	1	180	2	8	.5	8
PE161104	1	1	3	6	6	1.20000004768372	6
PE161104	2	2	3	2	2	3	2
PE161104	3	4	12	3	2	3	2
PE161104	4	10	120	2	9	3	9
PE161104	5	1	120	2	8	.5	8
PE161107	1	1	140	3	8	.5	8
PE161107	2	9	140	3	7	.5	7
PE161108	1	10	180	3	5	1.5	5
PE161108	2	1	6	7	6	1.39999997615814	6
PE161108	3	8	3	2	2	2.5	2
PE161108	4	8	3	2	2	2	2
PE161108	5	5	3	1	1	6	1
PE161108	6	6	3	1	2	5	2
PE161108	7	7	3	1	6	1.79999995231628	6
PE171001	1	1	12	5	6	2.5	6
PE171001	2	3	12	1	3	1	3
PE171003	1	9	240	2	7	.5	7
PE171003	2	1	240	2	8	.5	8
PE171003	3	1	4	16	8	.5	8
PE171003	4	8	4	2	2	7	2
PE171004	1	9	140	1	7	.300000011920929	7
PE171004	2	10	140	1	5	.699999988079071	5
PE171007	1	1	4	7	6	2.5	6
PE171007	2	3	4	1	2	6	2
PE171010	1	1	4	7	6	2.5	6
PE171010	2	8	4	1	3	1	3
PE171011	1	9	320	2	7	.5	7
PE171011	2	1	320	2	8	.5	8
PE171011	3	1	2	4	6	2.79999995231628	6
PE171011	4	3	2	1	2	2.5	2
PE171014	1	10	80	1	8	.5	8
PE171014	2	9	80	1	7	.300000011920929	7
PE171015	1	1	1	18	6	3.20000004768372	6
PE171015	2	3	1	2	2	1.79999995231628	2
PE171015	3	10	80	1	8	.5	8
PE171017	1	9	120	2	7	.300000011920929	7
PE171017	2	10	140	1	9	2	9
PE171017	3	1	6	2	6	2.5	6
PE171018	1	8	4	1	4	3	4
PE171018	2	1	4	7	6	2.5	6
PE171018	3	1	340	2	8	.5	8
PE171018	4	9	340	2	7	.200000002980232	7
PE171019	1	1	3	7	6	2.40000009536743	6
PE171019	2	3	3	1	2	4	2
PE171020	1	10	336	1	1	1.5	1
PE171020	2	9	300	2	7	.5	7
PE171020	3	8	9	3	2	2	2
PE171020	4	5	9	.25	1	6	1
PE171020	5	6	9	1	4	2.40000009536743	4
PE171020	6	4	9	3	2	1	2
PE171022	1	4	5	1	2	8	2
PE171022	2	9	200	1	7	.300000011920929	7
PE171025	1	9	26	3	7	.200000002980232	7
PE171025	2	1	26	3	2	5	2
PE171026	1	9	251	1	7	.200000002980232	7
PE171026	2	1	10	1	2	4	2
PE171027	1	1	2	12	6	2.79999995231628	6
PE171027	2	3	2	2	2	1.5	2
PE171027	3	10	40	1	9	1	9
PE171028	1	2	6	1	2	8	2
PE171028	2	9	320	1	7	.300000011920929	7
PE171030	1	9	1	 	 	 	 
PE171031	1	4	12	2	2	2	2
PE171031	2	9	170	1	7	.5	7
PE171031	3	1	170	1	8	.5	8
PE171032	1	9	340	2	7	.5	7
PE171034	1	1	170	2	3	1	3
PE171034	2	9	340	2	7	.5	7
PE171036	1	1	2	14	6	2.5	6
PE171036	2	3	2	4	2	4	2
PE171036	3	9	170	3	7	.300000011920929	7
PE171036	4	4	12	3	2	2	2
PE171039	1	9	180	1	7	.5	7
PE171039	2	1	180	1	3	.5	3
PE171040	1	1	12	8	6	2.29999995231628	6
PE171040	2	3	12	1	2	2.5	2
PE171040	3	9	200	1	7	.5	7
PE171040	4	1	10	1	2	1.5	2
PE171041	1	1	2	14	6	2.5	6
PE171041	2	8	2	7	3	1	3
PE171043	1	1	2	24	6	2.5	6
PE171043	2	3	2	2	2	4.5	2
PE171044	1	1	2	9	6	2.79999995231628	6
PE171044	2	9	210	2	7	1	7
PE171044	3	1	22	1	2	3	2
PE171044	4	8	9	2	2	2.40000009536743	2
PE171044	5	5	9	.75	1	6.80000019073486	1
PE171044	6	4	12	3	2	4	2
PE171044	7	6	9	1	4	2.5	4
PE171046	1	1	4	8	6	2.5	6
PE171046	2	10	140	1	5	2	5
PE171046	3	9	340	2	7	.300000011920929	7
PE171047	1	1	4	8	6	3	6
PE171047	2	10	60	2	9	2	9
PE171047	3	5	12	1	1	6	1
PE171047	4	7	12	2	6	3	6
PE171047	5	8	12	3	2	2.5	2
PE171049	1	9	160	3	7	.800000011920929	7
PE171049	2	1	6	8	6	2.70000004768372	6
PE171049	3	3	6	2	2	2.5	2
PE171050	1	1	2	8	6	2.40000009536743	6
PE171050	2	9	160	1	7	.5	7
PE171051	1	10	120	1	9	1.5	9
PE171051	2	9	120	1	7	.300000011920929	7
PE171051	3	10	120	1	8	.5	8
PE171051	4	1	4	8	6	2.29999995231628	6
PE171052	1	9	240	1	7	.699999988079071	7
PE171052	2	10	100	1	5	.5	5
PE171053	1	9	170	1	7	.400000005960464	7
PE171053	2	10	170	1	9	2	9
PE171054	1	9	160	1	7	.300000011920929	7
PE171055	1	1	3	8	6	2.20000004768372	6
PE171057	1	1	170	6	8	.5	8
PE171058	1	10	60	 	 	 	 
PE171059	1	1	4	8	6	2.59999990463257	6
PE171059	2	4	3	3	2	2	2
PE171059	3	10	132	1	9	2	9
PE171060	1	1	4	8	6	2.5	6
PE171060	2	10	300	3	9	3.5	9
PE171061	1	1	4	15	6	2.5	6
PE171061	2	4	12	3	2	2	2
PE171061	3	10	60	4	5	1	5
PE171062	1	4	12	3	2	 	2
PE171062	2	5	6	1	1	7	1
PE171062	3	8	6	3	2	2.5	2
PE171062	4	6	6	2	2	4	2
PE171062	5	1	12	8	6	3	6
PE171062	6	10	120	3	9	1.5	9
PE171064	1	1	12	12	6	2.5	6
PE171064	2	4	12	3	2	2	2
PE171064	3	10	60	3	9	1.5	9
PE171067	1	10	160	1	5	1	5
PE171067	2	1	160	1	5	1	5
PE171068	1	9	360	2	7	.200000002980232	7
PE171069	1	1	6	20	6	1.5	6
PE171069	2	10	209	1	9	2	9
PE171070	1	1	4	8	6	2.20000004768372	6
PE171070	2	9	138	1	7	.200000002980232	7
PE171071	1	9	140	1	7	.300000011920929	7
PE171071	2	1	4	7	6	2.5	6
PE171072	1	1	4	16	6	2.5	6
PE171072	2	9	150	1	7	.5	7
PE171073	1	1	4	6	6	2.20000004768372	6
PE171073	2	9	134	1	7	.200000002980232	7
PE171074	1	10	301	3	9	3	9
PE171074	2	9	180	3	7	.300000011920929	7
PE171074	3	1	3	3	2	3	2
PE171075	1	10	170	1	9	3	9
PE171075	2	1	3	14	6	2	6
PE171076	1	1	4	9	6	2.5	6
PE171077	1	1	2	8	6	2.5	6
PE171078	1	1	3	3	6	2.5	6
PE171078	2	3	12	1	4	2	4
PE171078	3	9	150	1	7	.300000011920929	7
PE171082	1	1	12	3	6	3	6
PE171082	2	3	12	1	4	2	4
PE171083	1	1	10	6	6	2.29999995231628	6
PE171083	2	8	10	1	2	1.5	2
PE171083	3	9	128	2	7	.200000002980232	7
PE171084	1	1	12	3	6	2.5	6
PE171084	2	3	12	1	3	1	3
PE171084	3	9	300	2	7	.5	7
PE171085	1	1	12	6	6	2.5	6
PE171085	2	3	12	.600000023841858	2	1	2
PE171085	3	9	200	2	7	.200000002980232	7
PE171085	4	5	99	1	1	5	1
PE171085	5	8	12	2	2	2.5	2
PE171085	6	4	12	3	2	5	2
PE171085	7	6	12	1	2	3	2
PE171086	1	1	12	2	6	2.20000004768372	6
PE171088	1	1	12	3	6	2.5	6
PE171088	2	3	12	1	4	1	4
PE171088	3	9	200	1	7	.200000002980232	7
PE171088	4	1	80	1	2	3	2
PE171089	1	1	8	3	6	2.79999995231628	6
PE171089	2	3	8	.400000005960464	2	2	2
PE171089	3	9	170	1	7	.699999988079071	7
PE171090	1	9	160	1	7	.300000011920929	7
PE171090	2	10	40	1	5	1	5
PE171092	1	1	7	3	6	2.79999995231628	6
PE171092	2	3	7	1	3	2	3
PE171093	1	10	120	1	8	1	8
PE171094	1	3	1	3	2	1	2
PE171094	2	1	1	3	6	2.59999990463257	6
PE171095	1	1	12	6	6	2.5	6
PE171095	2	3	12	1	4	2	4
PE171096	1	1	1	3	6	2.79999995231628	6
PE171096	2	9	320	2	7	.5	7
PE171096	3	8	4	4	2	3	2
PE171096	4	5	4	1	1	6.80000019073486	1
PE171096	5	7	4	1	6	2.5	6
PE171097	1	1	12	9	6	2.5	6
PE171097	2	3	12	1	2	4	2
PE171097	3	5	12	1	1	5	1
PE171097	4	8	12	1	2	3	2
PE171097	5	6	12	1	4	1.5	4
PE171099	1	9	170	1	7	.300000011920929	7
PE171099	2	1	12	2	6	2.5	6
PE171100	1	10	115	1	8	1	8
PE171100	2	9	1	1	7	.200000002980232	7
PE171101	1	1	12	2	6	2.20000004768372	6
PE171101	2	3	12	.25	3	1	3
PE171102	1	1	12	2	6	2.79999995231628	6
PE171102	2	3	12	1	4	2	4
PE171102	3	9	180	1	7	.300000011920929	7
PE171102	4	10	180	1	9	2.5	9
PE171103	1	1	12	2	6	2.5	6
PE171103	2	3	12	1	4	1	4
PE171103	3	9	150	3	7	.300000011920929	7
PE171103	4	10	140	1	5	1.5	5
PE171103	5	8	12	1	2	2	2
PE171103	6	8	12	2	2	2.79999995231628	2
PE171103	7	6	12	1	4	1	4
PE171105	1	10	80	2	9	6	9
PE171106	1	9	170	1	7	.5	7
PE181002	1	1	12	10	1	1.39999997615814	1
PE181002	2	4	12	3	2	 	2
PE181002	3	5	1	.25	1	8	1
PE181002	4	8	1	2	2	2	2
PE181002	5	9	100	2	7	.200000002980232	7
PE181002	6	1	100	1	8	.5	8
PE181003	1	9	170	3	7	.200000002980232	7
PE181003	2	1	12	5	1	1.5	1
PE181004	1	1	10	5	1	1.39999997615814	1
PE181004	2	9	360	2	7	.5	7
PE181004	3	1	360	2	8	.5	8
PE181004	4	10	160	1	9	2	9
PE181004	5	2	160	1	8	.5	8
PE181005	1	9	3	3	7	.300000011920929	7
PE181005	2	1	3	3	7	1.20000004768372	7
PE181005	3	1	12	6	1	1.39999997615814	1
PE181006	1	1	148	3	8	.5	8
PE181006	2	9	148	3	7	.200000002980232	7
PE181006	3	1	12	5	1	1.5	1
PE181006	4	4	12	3	2	2	2
PE181006	5	10	130	1	9	1	9
PE181007	1	1	12	5	1	1.39999997615814	1
PE181007	2	10	220	1	9	1	9
