childid	id	age	memsex	relate	livhse	grader3	stillr3	schtypr3	agestr3	agegrdr3	disabr3	sleepr3	chcarer3	hhchrer3	npywrkr3	paywrkr3	schoolr3	studyr3	playr3
PE131013	6	22	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131013	7	14	1	13	1	 	 	 	 	 	0	9	2	3	0	0	6	2	4
PE131013	8	14	1	13	1	 	 	 	 	 	0	7	2	3	0	0	6	2	5
PE131013	15	9	2	7	1	2	1	4	6	 	0	8	3	1	0	0	6	2	4
PE131013	16	5	1	7	1	0	3	 	 	 	0	8	0	1	0	0	0	0	10
PE131014	0	7	1	0	1	 	 	 	 	 	0	9	0	1	0	0	6	4	2
PE131014	1	42	1	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131014	2	40	2	1	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131014	3	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131014	4	20	1	9	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131014	5	16	2	7	1	13	1	1	5	 	0	8	2	3	0	0	5	3	3
PE131015	0	8	2	0	1	 	 	 	 	 	0	10	0	1	0	0	6	2	5
PE131015	1	30	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131015	2	33	1	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131015	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131015	4	1	2	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE131016	0	7	2	0	1	 	 	 	 	 	0	10	0	1	0	0	7	2	5
PE131016	1	30	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131016	2	29	2	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131016	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131016	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131016	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131016	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131016	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131017	0	7	1	0	1	 	 	 	 	 	0	11	0	1	0	0	7	2	3
PE131017	1	31	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131017	2	56	1	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131017	3	48	2	5	1	5	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131017	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131017	5	28	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131017	6	24	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131017	7	21	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131017	8	20	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131017	9	20	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131017	10	2	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131018	0	7	2	0	1	 	 	 	 	 	0	9	0	1	0	0	5	3	4
PE131018	1	37	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131018	2	41	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131018	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131018	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131018	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131018	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131018	7	13	1	7	1	8	1	4	6	 	0	8	2	2	0	0	6	3	4
PE131018	8	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131019	0	8	1	0	1	 	 	 	 	 	0	9	0	1	0	0	7	2	5
PE131019	1	32	1	1	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131019	2	31	2	1	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131019	3	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131019	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131019	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131019	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131019	15	10	1	7	1	5	1	4	6	 	0	8	2	2	0	0	7	3	4
PE131019	16	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131019	17	4	1	7	1	0	1	4	 	 	0	10	0	0	0	0	5	1	5
PE131019	18	0	2	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE131020	0	7	1	0	1	 	 	 	 	 	0	9	1	0	0	0	6	4	2
PE131020	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131020	2	24	2	1	1	11	0	7	 	 	0	 	 	 	 	 	 	 	 
PE131020	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131020	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131020	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131020	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131020	7	3	2	7	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131020	8	40	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131020	9	19	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131020	10	11	1	13	1	 	 	 	 	 	0	9	1	1	0	0	6	3	2
PE131020	11	8	1	13	1	 	 	 	 	 	0	9	1	1	0	0	6	2	3
PE131021	0	7	1	0	1	 	 	 	 	 	0	10	0	1	0	0	6	2	4
PE131021	1	32	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131021	2	27	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131021	3	4	2	7	1	20	1	1	 	 	0	9	0	0	0	0	6	1	6
PE131022	0	7	1	0	1	 	 	 	 	 	0	9	0	1	0	0	6	2	4
PE131022	1	40	1	1	1	16	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131022	2	38	2	1	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE131022	3	16	1	7	1	11	1	1	5	 	0	8	1	1	0	0	6	3	3
PE131022	4	14	1	7	1	10	1	1	6	 	0	9	3	2	0	0	6	2	3
PE131023	0	7	1	0	1	 	 	 	 	 	0	10	0	0	0	0	5	1	6
PE131023	1	52	2	1	1	5	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131023	2	61	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131023	3	25	2	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131023	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131023	5	20	1	7	1	13	1	4	 	 	0	 	 	 	 	 	 	 	 
PE131023	6	5	1	15	1	 	 	 	 	 	0	10	0	0	0	0	5	2	6
PE131024	0	8	2	0	1	 	 	 	 	 	0	9	0	0	0	0	5	2	2
PE131024	1	27	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131024	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131024	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131024	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131024	15	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131024	16	40	1	2	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131024	17	0	2	9	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE131025	0	7	1	0	1	 	 	 	 	 	0	9	0	0	0	0	6	2	6
PE131025	1	33	1	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131025	2	26	2	1	1	13	1	1	 	 	0	 	 	 	 	 	 	 	 
PE131026	0	8	1	0	1	 	 	 	 	 	0	10	1	1	0	0	6	2	3
PE131026	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131026	2	28	2	1	1	7	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131026	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131026	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131026	5	4	2	9	1	20	1	4	 	 	0	10	0	1	0	0	5	1	5
PE131026	6	1	1	9	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE131026	7	53	1	2	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131028	0	7	1	0	1	 	 	 	 	 	0	10	2	1	0	0	6	1	4
PE131028	1	31	2	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131028	2	68	1	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131028	3	52	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131028	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131028	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131028	6	12	2	13	1	 	 	 	 	 	0	8	1	1	0	4	6	1	3
PE131028	15	10	2	7	1	6	1	4	5	 	0	11	1	1	0	0	6	2	3
PE131028	16	4	1	7	1	0	1	1	 	 	0	10	0	0	0	0	6	2	5
PE131030	0	8	1	0	1	 	 	 	 	 	0	9	0	1	0	0	5	3	4
PE131030	1	29	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131030	2	64	1	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131030	3	60	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131030	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131030	5	25	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131030	15	9	2	14	1	 	 	 	 	 	0	9	0	1	0	0	5	3	4
PE131030	16	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131031	0	8	2	0	1	 	 	 	 	 	0	9	2	1	0	0	7	2	4
PE131031	1	23	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131031	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131031	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131031	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131031	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131031	6	25	1	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131031	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131031	8	2	1	7	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131032	0	7	2	0	1	 	 	 	 	 	0	9	0	1	0	0	6	1	5
PE131032	1	32	1	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131032	2	27	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131034	0	8	1	0	1	 	 	 	 	 	0	9	0	0	0	0	6	1	7
PE131034	1	26	1	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131034	2	25	2	1	1	14	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131034	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131034	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131034	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131034	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131034	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131034	8	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131034	9	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131034	10	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131034	11	4	1	7	1	0	3	 	 	 	0	11	0	0	0	0	0	0	11
PE131035	0	7	1	0	1	 	 	 	 	 	0	9	0	1	0	0	6	4	4
PE131035	1	27	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131035	2	58	1	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131035	3	56	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131035	4	30	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131035	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131035	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131035	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131035	15	10	1	14	1	 	 	 	 	 	0	9	0	1	0	0	6	5	3
PE131035	16	29	1	1	1	10	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131038	0	7	2	0	1	 	 	 	 	 	0	8	0	0	0	0	7	4	5
PE131038	1	29	1	1	1	7	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131038	2	29	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131039	0	7	1	0	1	 	 	 	 	 	0	10	0	1	0	0	5	3	4
PE131039	1	33	1	1	1	13	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131039	2	28	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131039	3	73	1	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131039	4	64	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131039	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131039	15	10	1	7	1	5	1	4	6	 	0	10	0	1	0	0	5	2	5
PE131039	16	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131039	17	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131039	18	11	2	14	1	 	 	 	 	 	0	9	1	1	0	0	5	2	5
PE131039	19	32	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131039	20	8	1	14	1	 	 	 	 	 	0	9	0	0	0	0	5	2	6
PE131039	21	2	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131039	22	49	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131040	0	7	2	0	1	 	 	 	 	 	0	8	1	1	0	0	8	3	2
PE131040	1	34	1	1	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131040	2	32	2	1	1	5	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131040	3	14	1	7	1	10	1	1	5	 	0	6	1	1	0	0	8	0	4
PE131040	4	6	2	7	1	1	1	1	5	 	0	 	 	 	 	 	 	 	 
PE131041	0	7	1	0	1	 	 	 	 	 	0	9	0	1	0	0	5	3	4
PE131041	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131041	2	50	1	13	1	3	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131041	3	46	2	13	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131041	4	23	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131041	5	21	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131041	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131042	0	7	1	0	1	 	 	 	 	 	0	10	0	0	0	0	7	2	4
PE131042	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131042	2	55	1	5	1	13	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131042	3	49	2	5	1	3	0	6	 	 	0	 	 	 	 	 	 	 	 
PE131042	4	30	2	13	1	8	1	1	 	 	0	 	 	 	 	 	 	 	 
PE131042	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131042	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131042	7	14	1	14	1	 	 	 	 	 	0	11	0	1	2	0	0	1	8
PE131042	15	12	2	14	1	 	 	 	 	 	0	10	2	1	2	0	6	2	4
PE131042	16	7	1	14	1	 	 	 	 	 	0	11	1	0	0	0	6	2	5
PE131042	17	4	2	14	1	 	 	 	 	 	0	11	0	0	0	0	0	0	10
PE131044	0	7	1	0	1	 	 	 	 	 	0	9	1	0	0	0	6	3	4
PE131044	1	40	1	1	1	16	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131044	2	40	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131044	3	19	1	9	1	15	1	1	 	 	0	 	 	 	 	 	 	 	 
PE131044	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131044	5	5	2	7	1	1	1	4	5	 	0	9	0	0	0	0	6	3	4
PE131045	0	8	1	0	1	 	 	 	 	 	0	10	0	1	0	0	7	1	3
PE131045	1	38	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131045	2	39	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131045	3	16	1	7	1	11	1	1	6	 	0	10	4	1	0	0	7	2	2
PE131045	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131045	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131045	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131045	15	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131046	0	7	2	0	1	 	 	 	 	 	0	9	0	0	0	0	7	2	5
PE131046	1	27	2	1	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131046	2	33	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131047	0	7	1	0	1	 	 	 	 	 	0	9	0	0	0	0	6	4	4
PE131047	1	29	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131047	2	29	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131047	3	67	1	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131047	4	67	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131047	5	43	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131047	6	36	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131047	7	32	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131047	8	32	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131047	9	28	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131047	10	22	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131047	11	14	1	14	1	 	 	 	 	 	0	9	0	1	0	0	6	2	5
PE131047	12	14	1	14	1	 	 	 	 	 	0	9	0	1	0	0	6	2	5
PE131048	0	8	1	0	1	 	 	 	 	 	0	8	0	0	0	0	7	2	6
PE131048	1	42	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131048	2	44	1	1	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131048	3	15	1	7	1	11	1	4	5	 	0	8	0	0	0	0	7	1	7
PE131049	0	8	2	0	1	 	 	 	 	 	0	10	0	1	0	0	5	1	5
PE131049	1	32	2	1	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131049	2	35	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131049	3	14	1	7	1	10	1	4	5	 	0	8	0	1	0	0	6	2	5
PE131049	4	6	1	7	1	1	1	4	6	 	0	10	0	0	0	0	5	2	5
PE131050	0	8	1	0	1	 	 	 	 	 	0	9	0	0	0	0	8	2	5
PE131050	1	50	1	1	1	15	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131050	2	47	2	1	1	14	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131050	3	25	1	7	1	15	1	4	 	 	0	 	 	 	 	 	 	 	 
PE131050	4	22	2	7	1	15	1	1	 	 	0	 	 	 	 	 	 	 	 
PE131050	5	21	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131051	0	8	1	0	1	 	 	 	 	 	0	10	0	1	0	0	6	3	3
PE131051	1	37	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131051	2	34	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131051	3	13	2	7	1	8	1	1	6	 	0	9	3	3	0	0	6	2	2
PE131052	0	8	2	0	1	 	 	 	 	 	0	10	0	1	0	0	5	2	3
PE131052	1	50	2	1	1	5	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131052	2	29	1	9	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131052	3	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131052	4	20	1	9	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131052	5	15	2	9	1	4	1	4	6	 	0	9	2	2	0	0	6	2	2
PE131054	0	8	1	0	1	 	 	 	 	 	0	11	0	0	0	0	5	2	4
PE131054	1	44	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131054	2	43	2	1	1	3	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131054	3	19	2	7	1	13	1	4	 	 	0	 	 	 	 	 	 	 	 
PE131054	4	17	1	7	1	11	1	4	6	 	0	9	0	1	0	0	6	2	3
PE131056	0	8	1	0	1	 	 	 	 	 	0	10	1	1	0	0	7	3	3
PE131056	1	27	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131056	2	25	2	1	1	10	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131056	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131056	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131056	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131056	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131056	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131056	8	1	2	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE131058	0	7	1	0	1	 	 	 	 	 	0	8	3	1	0	0	6	2	5
PE131058	1	34	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131058	2	30	2	1	1	9	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131058	3	38	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131058	4	3	2	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE131058	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131060	0	8	2	0	1	 	 	 	 	 	0	9	0	0	0	0	6	2	4
PE131060	1	40	1	1	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131060	2	34	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131060	3	18	2	7	1	11	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131060	4	14	1	7	1	9	1	1	6	 	0	8	0	0	0	0	9	1	2
PE131060	5	4	1	7	1	20	1	1	 	 	0	9	0	0	0	0	5	2	5
PE131060	6	2	2	7	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE131061	0	8	1	0	1	 	 	 	 	 	0	9	0	0	0	0	5	1	7
PE131061	1	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131061	2	31	2	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131061	3	0	2	9	1	0	3	 	 	 	0	 	 	 	 	 	 	 	 
PE131061	4	43	1	2	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131063	0	7	2	0	1	 	 	 	 	 	0	9	0	1	0	0	7	2	6
PE131063	1	49	1	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131063	2	47	2	1	1	6	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131063	3	23	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131063	4	19	1	7	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131064	0	8	2	0	1	 	 	 	 	 	0	9	1	1	0	0	6	2	4
PE131064	1	24	2	1	1	8	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131064	2	63	1	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131064	3	61	2	5	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131064	4	37	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131064	5	35	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131064	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131064	7	29	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131064	8	26	2	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131064	9	21	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131064	15	9	1	14	1	 	 	 	 	 	0	10	1	1	0	0	6	2	4
PE131064	16	6	2	9	1	1	1	1	6	 	0	11	1	1	0	0	5	2	4
PE131064	17	6	2	14	1	 	 	 	 	 	0	10	1	1	0	0	 	1	3
PE131064	18	4	2	14	1	 	 	 	 	 	0	10	1	1	0	0	5	1	4
PE131064	19	3	1	14	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131065	0	8	1	0	1	 	 	 	 	 	0	8	0	0	0	0	5	1	7
PE131065	1	27	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131065	2	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131065	3	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131065	4	29	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131065	5	23	1	13	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131066	0	8	1	0	1	 	 	 	 	 	0	9	0	1	0	0	6	4	2
PE131066	1	26	1	1	1	7	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131066	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131066	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131066	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131066	5	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131066	6	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131066	7	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131066	8	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131066	9	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131066	10	21	2	2	1	13	0	1	 	 	0	 	 	 	 	 	 	 	 
PE131066	11	0	2	8	1	 	 	 	 	 	0	 	 	 	 	 	 	 	 
PE131067	0	8	1	0	1	 	 	 	 	 	0	8	0	1	0	0	5	2	8
PE131067	1	24	2	1	1	11	0	4	 	 	0	 	 	 	 	 	 	 	 
PE131067	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131067	3	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
PE131067	4	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 
