childid	cdintday	cdintmth	cdintyr	cdint	cpda	sibling	enrschr3	misschr3	tmabstr3	scwhyr31	scwhyr32	scwhyr33	bstschr3	wrstscr3	cmpothr3	dngschr3	scriskr3	tcphothr3	tcphyur3	chwrkr3	mnpdacr3	mstlkr3	lstlkr3	stnprsr3	ctrustr3	cgovrgr3	csfeowr3	csrvcmr3	cfrnstr3	cleadr3	ctryhdr3	cashshr3	cpldecr3	cftrwrr3	ccltrgr3	cashclr3	cembbkr3	cwrunir3	cbrjobr3	cashwkr3	cnochcr3	numthgr3	ppltrtr3	aresfer3	anyhlpr3	nmfrndr3	leaderr3	incgmer3	hrdtlkr3	hlpchlr3	ftrwrkr3	wusinr31	wusinr32	wusinr33	tmoninr3	hvpetr3	pettypr3	petnmer3	rsppetr3	riskavr3	riskar32	sasday	sasmnt	sasyear	vsimpr3	ppvtlow	ppvthigh	strthrpp	strtmnpp	ppvt001	ppvt002	ppvt003	ppvt004	ppvt005	ppvt006	ppvt007	ppvt008	ppvt009	ppvt010	ppvt011	ppvt012	ppvt013	ppvt014	ppvt015	ppvt016	ppvt017	ppvt018	ppvt019	ppvt020	ppvt021	ppvt022	ppvt023	ppvt024	ppvt025	ppvt026	ppvt027	ppvt028	ppvt029	ppvt030	ppvt031	ppvt032	ppvt033	ppvt034	ppvt035	ppvt036	ppvt037	ppvt038	ppvt039	ppvt040	ppvt041	ppvt042	ppvt043	ppvt044	ppvt045	ppvt046	ppvt047	ppvt048	ppvt049	ppvt050	ppvt051	ppvt052	ppvt053	ppvt054	ppvt055	ppvt056	ppvt057	ppvt058	ppvt059	ppvt060	ppvt061	ppvt062	ppvt063	ppvt064	ppvt065	ppvt066	ppvt067	ppvt068	ppvt069	ppvt070	ppvt071	ppvt072	ppvt073	ppvt074	ppvt075	ppvt076	ppvt077	ppvt078	ppvt079	ppvt080	ppvt081	ppvt082	ppvt083	ppvt084	ppvt085	ppvt086	ppvt087	ppvt088	ppvt089	ppvt090	ppvt091	ppvt092	ppvt093	ppvt094	ppvt095	ppvt096	ppvt097	ppvt098	ppvt099	ppvt100	ppvt101	ppvt102	ppvt103	ppvt104	ppvt105	ppvt106	ppvt107	ppvt108	ppvt109	ppvt110	ppvt111	ppvt112	ppvt113	ppvt114	ppvt115	ppvt116	ppvt117	ppvt118	ppvt119	ppvt120	ppvt121	ppvt122	ppvt123	ppvt124	ppvt125	finhrpp	finmnpp	ceiling	minerr	rawscre	stdscre	ppfwlang	ppcdlang	testlang	sasdate	vrbsthr	vrbstmn	vrbitm01	vrbitm02	vrbenhr	vrbenmn	egrasthr	egrastmn	wridonex	wridread	wridincr	wridcrct	wridsecs	canread	chrdread	chrdincr	chrdcrct	chrdsecs	readps01	readps02	readps03	readps04	readps05	readps06	readps07	readps08	lsntcm01	lsntcm02	lsntcm03	lsntcm04	lsntcm05	lsntcm06	egraenhr	egraenmn	salngad	salngch	salngts	sblngad	sblngch	sblngts	sclngad	sclngch	sclngts	cndsthr	cndstmn	mthitm01	mthitm02	mthitm03	mthitm04	mthitm05	mthitm06	mthitm07	mthitm08	mthitm09	cndenhr	cndenmn	cmpsthr	cmpstmn	mthitm10	mthitm11	mthitm12	mthitm13	mthitm14	mthitm15	mthitm16	mthitm17	mthitm18	mthitm19	mthitm20	mthitm21	mthitm22	mthitm23	mthitm24	mthitm25	mthitm26	mthitm27	mthitm28	mthitm29	mthlst5	mthlst10	cmpenhr	cmpenmn	mthlngad	mthlngch	mthlngts	pr2lngad	pr2lngch	pr2lngts	sibid	sibday	sibmnt	sibyear	sbvsimr3	sppvtlow	sppvthgh	strthrsb	strtmnsb	stvip001	stvip002	stvip003	stvip004	stvip005	stvip006	stvip007	stvip008	stvip009	stvip010	stvip011	stvip012	stvip013	stvip014	stvip015	stvip016	stvip017	stvip018	stvip019	stvip020	stvip021	stvip022	stvip023	stvip024	stvip025	stvip026	stvip027	stvip028	stvip029	stvip030	stvip031	stvip032	stvip033	stvip034	stvip035	stvip036	stvip037	stvip038	stvip039	stvip040	stvip041	stvip042	stvip043	stvip044	stvip045	stvip046	stvip047	stvip048	stvip049	stvip050	stvip051	stvip052	stvip053	stvip054	stvip055	stvip056	stvip057	stvip058	stvip059	stvip060	stvip061	stvip062	stvip063	stvip064	stvip065	stvip066	stvip067	stvip068	stvip069	stvip070	stvip071	stvip072	stvip073	stvip074	stvip075	stvip076	stvip077	stvip078	stvip079	stvip080	stvip081	stvip082	stvip083	stvip084	stvip085	stvip086	stvip087	stvip088	stvip089	stvip090	stvip091	stvip092	stvip093	stvip094	stvip095	stvip096	stvip097	stvip098	stvip099	stvip100	stvip101	stvip102	stvip103	stvip104	stvip105	stvip106	stvip107	stvip108	stvip109	stvip110	stvip111	stvip112	stvip113	stvip114	stvip115	stvip116	stvip117	stvip118	stvip119	stvip120	stvip121	stvip122	stvip123	stvip124	stvip125	finhrsb	finmnsb	sceiling	sminerr	srawscre	sstdscre	sppfwlng	sppcdlng	stestlng	chlang_gr	chsex	ppvtlang2	egralang2	mathlang2	bppvtlang2	wordrec	readflu	egra	math	ppvt	sppvt	egra_co	math_co	rppvt_co	rsppvt_co	regra_co	rmath_co	gegra	gegra_co	rgegra_co	readci	writeci	numerci	bmi	zwfa	zhfa	zbfa	fwfa	fhfa	fbfa
PE201034	7	8	2009	8/7/2009	1	0	1	0	 	 	 	 	10	31	2	0	 	1	1	1	 	 	 	7	4	4	2	3	2	3	4	4	4	5	5	5	2	5	5	3	4	3	2	0	1	6	0	2	3	2	14	5	 	 	1	1	1	1	1	5	2	7	8	2009	0	50	77	11	38	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	4	2	3	3	4	4	1	2	4	1	2	3	4	2	3	3	3	3	4	1	2	1	3	1	2	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	46	77	12	65	99	31	31	31	8/7/2009	11	47	4	3	11	52	11	53	1	56	6	50	 	1	76	6	70	 	1	1	1	2	1	2	1	1	1	1	1	2	1	1	12	7	31	31	31	31	31	31	31	31	31	12	10	1	1	1	1	1	1	1	1	1	12	15	12	18	5	5	79	15	67	165	3	18	875	803	624	45	 	 	 	 	 	 	 	 	16	21	12	26	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	50	70	11	19	65	 	11	19	307.156982421875	 	309.907592773438	311.277038574219	307.530181884766	307.530181884766	306.924743652344	4	3	1	14.9921455383301	-1.25999999046326	-1.35000002384186	-.579999983310699	0	0	0
PE201035	7	8	2009	8/7/2009	0	1	1	0	 	 	 	 	8	33	3	0	 	0	0	1	1	 	 	4	3	4	2	4	4	2	4	4	4	4	4	4	4	4	5	4	4	3	1	0	1	4	0	2	3	2	31	5	 	 	1	1	2	1	1	6	1	7	8	2009	0	30	90	9	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	3	2	4	4	1	4	1	3	3	3	4	2	1	2	1	4	2	2	1	3	4	2	3	3	4	4	2	1	3	1	4	4	4	1	1	3	1	2	3	2	3	1	4	3	1	2	4	3	3	3	2	3	4	1	3	3	1	4	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	27	90	18	72	114	31	31	31	8/7/2009	9	28	4	3	9	31	9	33	1	30	5	25	 	1	49	5	44	 	1	1	1	2	2	2	1	1	1	1	1	2	1	1	9	48	31	31	31	31	31	31	31	31	31	9	50	1	1	1	1	2	2	1	2	1	9	54	9	59	5	5	79	15	67	255	16	12	865	905	624	54	25	9	 	 	 	 	 	 	16	23	10	7	31	31	31	31	31	31	16	7	8	2009	0	1	61	10	14	2	2	1	2	3	4	1	1	4	2	3	4	3	1	2	2	1	1	2	2	4	3	2	2	3	3	3	4	2	4	4	1	4	4	1	1	4	2	3	3	4	3	4	4	1	4	2	2	1	3	4	3	3	3	4	2	2	4	2	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	23	61	16	45	110	31	31	31	1	1	1	1	1	1	25	44	10	13	72	72	10	13	311.460113525391	293.632843017578	305.057281494141	297.485290527344	293.871826171875	293.871826171875	293.208770751953	4	3	1	15.7205801010132	.0500000007450581	-.0399999991059303	.0799999982118607	0	0	0
PE201036	16	8	2009	8/16/2009	1	1	1	0	 	 	 	 	5	15	3	0	 	1	1	1	1	 	 	6	4	4	2	4	4	3	4	4	4	4	4	4	4	4	4	4	2	3	2	1	1	4	2	1	2	2	37	3	 	 	2	0	 	 	 	3	1	16	8	2009	0	36	94	8	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	2	3	3	3	2	1	4	1	4	2	2	4	3	4	2	3	3	4	4	3	2	1	1	2	3	2	2	3	3	1	2	1	2	2	2	4	4	3	2	4	4	3	4	2	3	3	3	3	2	2	4	3	3	4	1	3	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	17	94	21	73	113	31	31	31	8/16/2009	8	18	4	3	8	20	8	20	1	60	0	60	58	1	111	8	103	 	1	1	1	1	1	1	1	2	1	1	2	2	1	1	8	34	31	31	31	31	31	31	31	31	31	8	35	1	1	1	1	1	2	1	1	2	8	41	8	43	5	5	79	15	67	165	16	21	875	767	623	55	100	10	 	 	 	 	 	 	18	23	8	51	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	62.0689659118652	103	11	16	73	 	11	16	312.689575195313	 	309.907592773438	304.046417236328	317.216674804688	317.216674804688	316.694366455078	4	3	0	17.0318927764893	-.140000000596046	-1.17999994754791	.839999973773956	0	0	0
PE201037	24	8	2009	8/24/2009	0	1	1	0	 	 	 	 	19	15	2	1	1	1	1	1	 	 	 	8	4	4	5	4	4	2	5	5	4	1	2	5	4	4	4	4	1	1	0	1	1	8	 	3	3	3	40	1	 	 	 	1	1	1	1	2	1	24	8	2009	0	34	68	11	28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	4	1	2	3	3	3	1	1	4	3	4	2	2	1	3	4	2	3	3	3	4	1	3	1	1	4	2	4	2	2	2	2	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	11	39	 	 	 	 	31	31	31	8/24/2009	11	17	4	2	11	18	11	18	1	18	5	13	 	1	60	4	56	 	1	2	 	2	2	2	1	2	1	1	1	2	1	3	11	49	31	31	31	31	31	31	31	31	31	11	49	1	1	1	2	 	2	1	1	 	11	52	11	55	5	5	79	69	67	 	3	617	116	 	 	 	 	 	 	 	 	 	 	 	14	18	12	3	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	 	13	56	6	10	 	 	6	10	 	 	288.17822265625	290.790252685547	286.130584716797	286.130584716797	286.481750488281	4	2	 	15.977686882019	-.379999995231628	-.860000014305115	.230000004172325	0	0	0
PE201038	12	8	2009	8/12/2009	1	1	1	0	 	 	 	 	11	15	2	0	 	0	0	1	 	 	 	7	3	3	2	4	4	2	5	4	4	4	4	4	4	4	5	4	4	1	2	0	1	4	0	2	3	2	11	1	 	 	 	1	1	1	1	5	2	12	8	2009	0	50	78	14	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	4	2	3	3	4	4	1	4	1	1	4	2	4	2	3	3	1	1	4	2	1	1	1	2	1	4	3	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	26	78	9	69	106	31	31	31	8/12/2009	14	28	4	3	14	31	14	34	1	58	1	57	 	1	96	1	95	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	44	31	31	31	33	31	31	31	31	31	14	48	1	1	1	1	1	1	1	1	1	14	51	14	54	5	5	79	15	67	165	3	21	875	905	624	45	76	9	56	9	240	2	3	135	22	29	15	0	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	1	1	 	57	95	14	28	69	 	14	28	312.535888671875	 	336.972320556641	340.601226806641	319.24853515625	319.24853515625	322.729858398438	4	3	1	18.1402854919434	.479999989271164	-.759999990463257	1.16999995708466	0	0	0
PE201039	17	8	2009	8/17/2009	0	1	1	0	 	 	 	 	5	14	2	1	2	2	1	1	1	1	12	5	3	5	2	5	4	3	4	5	3	4	4	4	4	4	5	5	2	3	2	0	1	5	2	2	2	2	37	1	 	 	 	1	1	1	1	1	1	17	8	2009	0	41	72	8	36	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	1	2	1	4	2	2	4	3	4	2	3	3	4	2	2	1	1	1	1	2	4	2	3	4	3	3	4	4	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	45	72	12	60	93	31	31	31	8/17/2009	8	45	4	3	8	47	8	47	1	49	0	49	 	1	74	1	73	 	1	2	1	1	2	2	1	2	1	1	2	1	1	2	9	1	31	31	31	31	31	31	31	31	31	9	2	1	1	1	1	1	1	1	1	1	9	6	9	11	5	5	79	15	67	165	3	21	875	767	624	45	 	 	 	 	 	 	 	 	17	21	9	19	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	 	49	73	9	21	60	 	9	21	304.390686035156	 	301.177032470703	316.766937255859	304.497131347656	304.497131347656	304.309295654297	4	3	1	16.9997177124023	-.28999999165535	-1.33000004291534	.629999995231628	0	0	0
PE201041	19	8	2009	8/19/2009	0	1	1	0	 	 	 	 	11	27	2	0	 	0	0	0	 	 	 	4	3	4	4	4	3	2	4	3	3	4	3	3	4	2	4	 	 	3	1	2	1	7	0	1	3	2	14	1	 	 	 	0	 	 	 	6	1	19	8	2009	0	46	78	12	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	2	2	1	3	4	2	3	1	4	2	1	3	1	1	4	2	4	2	2	3	1	2	4	2	1	2	4	4	3	3	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	34	78	10	68	104	31	31	31	8/19/2009	12	35	4	3	12	37	12	37	1	20	4	16	 	1	46	5	41	 	1	2	1	2	2	2	1	2	1	1	1	1	1	2	12	50	31	31	31	31	31	31	31	31	31	12	50	1	1	1	1	2	1	1	2	2	12	56	12	58	5	5	79	15	67	 	3	21	 	767	 	45	76	9	 	 	 	 	 	135	19	29	13	6	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	16	41	9	18	68	 	9	18	311.383270263672	 	300.692016601563	308.799865722656	289.102935791016	289.102935791016	288.620513916016	4	3	0	15.9788293838501	-.550000011920929	-1.00999999046326	.129999995231628	0	0	0
PE201042	18	8	2009	8/18/2009	1	1	1	0	 	 	 	 	3	15	2	1	2	0	0	1	 	 	 	2	5	3	2	3	1	5	4	2	5	4	3	1	2	4	5	 	 	3	1	0	0	4	 	1	3	2	37	1	 	 	 	1	1	1	0	6	2	19	8	2009	0	22	61	14	45	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	4	3	3	3	4	2	3	3	2	4	4	4	3	1	2	3	4	3	3	1	4	1	2	2	2	4	3	3	2	3	3	2	3	1	2	4	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	52	61	15	46	74	31	31	31	8/19/2009	14	53	4	3	14	54	14	55	1	23	3	20	 	1	25	2	23	 	2	2	2	2	2	2	1	2	1	1	2	2	1	3	15	21	31	31	31	31	31	31	31	31	31	15	22	1	1	1	1	2	2	2	2	2	15	25	15	30	5	5	79	15	67	175	4	 	885	 	624	 	 	 	 	 	 	 	 	 	15	18	15	38	31	31	31	31	31	31	7	19	8	2009	0	22	81	14	8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	4	3	3	3	4	2	3	3	2	4	4	3	4	1	2	1	4	3	1	1	4	1	4	2	2	1	3	 	3	3	2	2	4	1	1	3	1	 	 	1	2	3	1	3	2	1	2	2	1	4	4	4	2	4	4	3	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	35	81	25	56	108	31	31	31	1	0	1	1	1	1	20	23	4	9	46	46	4	9	294.247589111328	300.087554931641	279.447662353516	288.112243652344	278.494934082031	278.494934082031	279.225128173828	4	3	0	16.1553707122803	-1.96000003814697	-3.22000002861023	.200000002980232	0	0	0
PE201043	20	8	2009	8/20/2009	0	0	1	0	 	 	 	 	10	32	3	0	 	0	0	1	3	11	7	5	4	2	2	5	4	3	5	4	3	5	4	4	3	4	5	4	2	2	1	1	1	9	2	2	2	1	15	1	 	 	 	1	1	1	1	4	1	20	8	2009	0	22	67	14	27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	4	3	3	3	4	2	3	4	1	4	4	3	4	1	2	3	4	3	4	1	2	1	4	2	2	4	3	4	2	2	3	2	4	1	4	1	2	2	3	2	2	3	2	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	14	34	67	16	51	90	31	31	31	8/20/2009	14	35	4	3	14	37	14	39	1	60	1	59	48	1	87	3	84	 	2	2	1	1	2	1	1	2	1	1	2	2	1	3	14	50	31	31	31	31	31	31	31	31	31	14	51	1	1	1	1	1	1	1	1	1	14	54	15	0	5	5	79	15	67	165	3	21	875	867	624	 	 	 	 	 	 	 	 	 	16	20	15	8	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	73.75	84	7	19	51	 	7	19	297.398071289063	 	292.349487304688	311.277038574219	310.243988037109	310.243988037109	310.517852783203	4	3	1	15.5539178848267	-.800000011920929	-1.16999995708466	-.0700000002980232	0	0	0
PE201044	18	8	2009	8/18/2009	1	0	1	0	 	 	 	 	19	10	2	0	 	1	1	1	 	 	 	1	2	4	4	4	2	2	4	2	3	4	2	2	4	4	2	4	2	2	1	0	0	2	0	2	3	2	20	5	 	 	1	1	1	1	1	6	1	18	8	2009	0	32	79	15	56	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	4	4	1	4	1	2	3	1	3	2	1	2	2	4	2	2	1	1	3	3	3	3	3	1	1	1	1	1	4	1	4	1	3	3	1	2	4	3	3	4	4	2	4	1	3	4	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	5	79	16	63	99	31	31	31	8/18/2009	16	8	2	2	16	14	16	17	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	2	1	3	16	20	31	31	31	31	31	31	31	31	31	16	23	1	1	1	1	2	2	1	2	1	16	29	16	31	6	5	79	15	12	115	15	 	 	 	 	 	 	 	 	 	 	 	 	 	12	16	16	39	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	 	0	 	4	10	63	 	4	10	306.311706542969	 	297.878845214844	290.790252685547	 	 	 	2	2	1	16.3799152374268	-.419999986886978	-1.0900000333786	.379999995231628	0	0	0
PE201046	16	8	2009	8/16/2009	1	0	1	0	 	 	 	 	5	14	3	0	 	1	0	1	 	 	 	9	4	3	4	4	4	2	4	2	3	4	2	3	4	4	4	5	4	2	1	0	1	5	0	1	3	1	9	1	 	 	 	0	 	 	 	5	1	16	8	2009	0	38	63	9	47	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	3	3	2	1	2	1	2	2	2	1	4	4	2	3	3	4	4	1	1	2	2	1	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	55	63	8	55	92	31	31	31	8/16/2009	9	55	4	3	9	57	9	59	1	52	7	45	 	1	83	0	83	 	2	1	2	1	1	1	1	1	1	1	1	2	1	3	10	8	31	31	31	31	31	31	31	31	31	10	8	1	1	1	1	2	2	1	1	1	10	11	10	13	5	5	79	15	67	165	72	21	875	0	624	44	124	 	 	 	 	 	 	 	16	22	10	21	31	31	31	31	31	31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	 	45	83	10	16	55	 	10	16	303.699096679688	 	305.542327880859	304.314208984375	306.936004638672	306.936004638672	306.546905517578	4	3	1	15.0818729400635	-1	-1.30999994277954	-.319999992847443	0	0	0
