childid	passid	passet	numpass	valpass	decpass
PE048022	4	20	2	20	1
PE048022	5	18	2	10	1
PE048022	6	20	2	15	1
PE048023	1	18	13	22	2
PE048023	2	19	2	5	2
PE048023	3	5	2	25	1
PE048023	4	8	1	80	1
PE048024	1	5	2	10	1
PE048024	2	18	4	18	1
PE048025	1	18	5	25	1
PE048025	2	18	9	25	2
PE048025	3	19	5	10	2
PE048025	4	18	2	35	2
PE048026	0	18	13	30	2
PE048026	2	20	2	75	2
PE048026	3	5	2	25	2
PE048026	4	19	5	15	2
PE058001	1	20	1	10	1
PE058001	2	19	1	10	1
PE058003	1	18	2	25	1
PE058003	2	18	3	15	1
PE058004	1	18	1	30	1
PE058004	2	19	4	10	1
PE058005	1	18	1	10	1
PE058005	2	19	2	3	1
PE058006	1	18	1	20	80
PE058006	2	19	5	4	80
PE058007	1	19	3	9	1
PE058007	2	20	2	30	1
PE058007	3	18	2	40	1
PE058008	1	18	2	70	1
PE058008	2	19	5	12	1
PE058011	1	18	3	10	1
PE058011	2	20	1	30	1
PE058011	3	19	5	5	1
PE058012	1	18	3	20	1
PE058012	2	19	3	8	1
PE058013	1	18	4	5	1
PE058013	2	19	5	5	1
PE058013	3	8	1	150	1
PE058013	4	18	1	5	1
PE058014	1	18	4	35	1
PE058014	2	19	6	8	1
PE058014	3	1	0	 	 
PE058014	4	8	1	200	1
PE058014	5	21	2	50	1
PE058014	6	21	50	2	1
PE058015	1	18	1	10	1
PE058015	2	19	4	7	1
PE058015	3	20	1	3	1
PE058015	4	33	1	2	1
PE058016	1	19	4	160	1
PE058016	2	18	3	10	1
PE058016	3	20	1	10	1
PE058016	4	33	0	 	 
PE058016	5	33	1	10	2
PE058016	6	33	1	10	2
PE058017	1	18	2	70	80
PE058017	2	19	3	8	80
PE058017	3	18	1	20	80
PE058017	4	20	2	35	80
PE058019	1	19	3	3	80
PE058019	2	18	1	10	80
PE058020	1	20	3	40	1
PE058020	2	19	4	8	1
PE058020	3	18	1	16	1
PE058020	4	37	1	4500	1
PE058021	1	19	3	4	2
PE058022	1	19	4	10	80
PE058022	2	18	1	35	80
PE058023	1	19	4	8	1
PE058023	2	18	6	20	1
PE058023	3	13	1	1000	1
PE058023	4	8	1	100	1
PE058025	1	20	2	25	1
PE058025	2	19	4	7	1
PE058025	3	18	2	10	1
PE058025	4	18	1	25	1
PE058026	1	19	4	9	1
PE058026	2	20	4	15	1
PE058026	3	18	2	8	1
PE058026	4	33	3	100	1
PE058027	1	19	1	7	1
PE058027	2	20	1	10	1
PE058027	3	37	1	2500	1
PE058028	1	21	4	3	1
PE058028	2	19	2	5	1
PE058029	1	19	5	10	1
PE058029	2	18	2	10	1
PE058030	1	20	1	10	1
PE058030	2	18	1	10	1
PE058030	3	19	5	3	1
PE058030	4	39	2	20	2
PE068001	1	35	8	900	80
PE068001	2	25	1	1500	80
PE068002	1	37	1	2000	80
PE068003	1	33	1	10	2
PE068003	2	33	1	20	2
PE068003	3	33	2	3	2
PE068003	4	33	2	1	2
PE068003	5	33	1	2	2
PE068004	1	36	1	500	2
PE068005	1	37	0	 	 
PE068007	1	19	1	3	2
PE068007	2	18	2	3	2
PE068007	3	20	1	10	2
PE068007	4	8	1	25	2
PE068008	1	33	1	40	2
PE068008	2	33	1	10	1
PE068008	3	18	1	12	1
PE068008	4	33	1	8	1
PE068008	5	33	1	8	1
PE068009	1	33	1	100	1
PE068010	1	39	1	40	2
PE068011	1	36	1	600	80
PE068011	2	36	1	600	80
PE068012	1	35	2	2500	5
PE068012	2	33	1	300	1
PE068012	3	33	1	150	1
PE068012	4	33	1	150	1
PE068015	1	26	1	1000	1
PE068015	2	33	1	180	1
PE068015	3	30	1	250	1
PE068016	1	40	1	20	1
PE068016	2	33	1	150	1
PE068016	3	33	1	10	1
PE068016	4	33	2	10	1
PE068016	5	30	1	150	1
PE068017	1	18	1	5	1
PE068017	2	19	1	5	1
PE068017	3	18	1	5	1
PE068018	1	37	2	2000	80
PE068019	1	18	2	10	1
PE068019	2	19	1	10	1
PE068020	1	19	4	5	3
PE068020	2	20	1	6	3
PE068020	3	18	2	6	3
PE068021	1	33	1	10	1
PE068021	2	33	1	10	1
PE068021	3	33	1	10	1
PE068023	1	38	1	100	4
PE068024	1	37	1	4000	1
PE068025	1	19	1	2	3
PE068025	2	18	1	5	1
PE068025	3	36	1	1000	1
PE068025	4	37	1	1500	3
PE078001	1	33	0	 	 
PE078001	2	33	1	3000	1
PE078002	1	33	1	4000	1
PE078002	2	33	1	26	1
PE078004	1	34	1	9000	1
PE078007	1	33	2	150	18
PE078008	1	33	1	3600	1
PE078008	2	33	1	10	1
PE078008	3	33	1	500	1
PE078009	1	38	1	150	2
PE078009	2	18	2	10	2
PE078009	3	40	2	15	2
PE078009	4	33	3	12	2
PE078012	1	33	1	400	3
PE078015	1	35	7	1200	80
PE078015	2	33	2	1000	80
PE078015	3	25	1	2000	80
PE078016	1	3	2	100	1
PE078016	2	33	3	8	1
PE078016	3	33	3	20	1
PE078016	4	33	10	10	1
PE078016	5	33	2	10	1
PE078016	6	33	2	10	1
PE078017	1	24	1	1300	1
PE078017	2	26	1	2200	1
PE078017	3	33	1	200	1
PE078017	4	33	5	500	1
PE078018	1	34	1	10000	4
PE078021	1	18	0	 	 
PE078021	2	20	0	 	 
PE078021	3	19	0	 	 
PE078021	4	8	0	 	 
PE078026	1	40	2	15	1
PE078026	2	33	1	200	1
PE078026	3	33	1	25	1
PE078027	1	34	0	 	 
PE078028	1	26	0	 	 
PE078028	2	33	1	10	1
PE078028	3	40	2	5	2
PE078028	4	33	1	100	1
PE078028	5	33	1	20	1
PE078028	6	39	1	20	1
PE078029	1	33	1	50	2
PE078029	2	33	5	20	2
PE078029	3	33	30	8	2
PE078029	4	33	1	300	2
PE078031	1	3	1	50	1
PE078034	1	33	20	5	1
PE078034	2	40	5	5	1
PE078034	3	33	4	4	1
PE078034	4	33	2	10	1
PE078034	5	33	2	15	1
PE078036	1	38	1	150	2
PE078041	1	33	3	200	2
PE078041	2	33	3	300	2
PE078041	3	33	2	300	2
PE078042	1	33	3	100	2
PE078042	2	33	5	50	2
PE078042	3	33	4	20	2
PE078042	4	33	2	120	2
PE078042	5	34	1	31900	1
PE078043	1	33	1	400	2
PE078045	1	18	5	20	1
PE078045	2	33	3	8	1
PE078045	3	33	2	6	1
PE078045	4	33	2	10	1
PE078045	5	33	1	80	1
PE078046	1	33	3	15	2
PE078046	2	33	1	2	2
PE078046	3	33	1	1	2
PE078046	4	33	2	1	2
PE078047	1	33	2	10	2
PE078049	1	33	2	50	1
PE078049	2	33	2	20	1
PE078049	3	33	3	30	1
PE078049	4	33	1	10	1
PE078049	5	39	1	15	1
PE078050	1	38	1	150	1
PE078050	2	33	2	5	1
PE078050	3	33	1	5	1
PE078050	4	33	2	35	1
PE078051	1	33	1	60000	90
PE078051	2	33	1	10000	90
PE078051	3	33	1	2000	90
PE078051	4	33	1	15000	90
PE078051	5	33	1	1500	90
PE078051	6	33	1	1000	90
PE078052	1	36	1	450	80
PE078052	2	33	1	30	80
PE078052	3	33	3	30	80
PE088001	1	33	2	50	1
PE088001	2	33	1	70	1
PE088001	3	33	1	10	1
PE088003	1	33	2	10	1
PE088003	2	33	2	5	1
PE088003	3	33	5	10	1
PE088004	1	33	1	200	2
PE088004	2	33	8	50	2
PE088004	3	33	24	30	2
PE088004	4	33	30	20	2
PE088007	1	39	1	20	1
PE088007	2	33	1	20	1
PE088007	3	33	1	2	1
PE088008	1	30	3	50	1
PE088008	2	24	1	100	1
PE088008	3	33	1	50	1
PE088008	4	33	1	80	1
PE088008	5	33	3	50	1
PE088008	6	33	1	200	1
PE088011	1	33	0	 	 
PE088011	2	33	2	10	0
PE088012	1	39	1	30	1
PE088012	2	33	1	40	1
PE088012	3	33	2	30	1
PE088014	1	33	1	150	1
PE088014	2	33	1	80	1
PE088014	3	33	1	140	1
PE088014	4	33	4	50	1
PE088014	5	33	2	1	1
PE088014	6	33	2	.5	1
PE088015	1	34	0	 	 
PE088020	1	33	2	18	1
PE088021	1	33	0	 	 
PE088021	2	33	1	30	2
PE088021	3	33	4	15	2
PE088021	4	3	15	5	2
PE088021	5	33	1	50	2
PE088023	1	40	5	5	1
PE088023	2	33	2	10	1
PE088023	3	33	1	600	1
PE088023	4	22	1	200	1
PE088023	5	33	5	2	1
PE088023	6	33	2	3	1
PE088024	1	33	1	15	1
PE088024	2	33	4	20	1
PE088024	3	33	4	15	1
PE088024	4	33	7	10	1
PE088025	1	33	2	50	5
PE088025	2	33	1	100	5
PE088025	3	33	2	100	5
PE088025	4	33	9	15	5
PE088026	1	33	1	240	2
PE088026	2	33	3	120	1
PE088026	3	33	3	100	1
PE088026	4	36	1	200	1
PE088029	1	22	4	70	90
PE088029	2	33	1	120	90
PE098001	1	21	5	8	1
PE098001	2	20	5	15	1
PE098001	3	5	3	15	1
PE098001	4	18	4	8	1
PE098002	1	18	3	5	1
PE098002	2	20	1	5	1
PE098002	3	18	1	150	1
PE098002	4	6	2	10	1
PE098002	5	21	2	10	1
PE098002	6	21	1	10	1
PE098003	1	18	2	5	1
PE098003	2	19	2	5	1
PE098004	1	18	4	15	1
PE098004	2	20	4	20	1
PE098004	3	19	1	6	1
PE098004	4	5	1	15	1
PE098004	5	21	1	15	1
PE098004	6	21	2	10	1
PE098005	1	3	1	30	1
PE098005	2	18	3	10	1
PE098005	3	20	2	8	1
PE098005	4	21	1	10	1
PE098006	1	20	2	50	1
PE098006	2	18	5	11	1
PE098006	3	19	1	10	1
PE098006	4	5	2	10	1
PE098006	5	21	4	8	1
PE098007	1	13	1	2800	1
PE098007	2	18	2	180	1
PE098007	3	19	2	15	1
PE098007	4	20	2	10	1
PE098007	5	21	1	12	1
PE098008	1	18	8	13	1
PE098008	2	19	3	10	1
PE098008	3	20	4	40	1
PE098008	4	5	2	40	1
PE098008	5	3	1	120	1
PE098009	1	6	1	10	1
PE098009	2	18	3	8	1
PE098009	3	19	1	8	1
PE098009	4	20	2	8	1
PE098010	1	5	3	20	1
PE098010	2	20	3	25	1
PE098010	3	21	4	15	1
PE098010	4	18	3	15	1
PE098010	5	19	1	12	1
PE098011	1	5	1	20	1
PE098011	2	18	2	10	1
PE098011	3	20	2	13	1
PE098012	1	20	4	30	3
PE098012	2	18	6	20	3
PE098012	3	21	3	18	3
PE098013	1	18	3	10	1
PE098013	2	19	2	10	1
PE098013	3	20	2	8	1
PE098014	1	18	3	16	1
PE098014	2	20	2	44	1
PE098014	3	5	1	50	1
PE098014	4	21	1	15	1
PE098014	5	19	3	12	1
PE098015	1	5	2	25	1
PE098015	2	20	7	20	1
PE098015	3	18	4	15	1
PE098015	4	21	2	15	1
PE098015	5	19	2	15	1
PE098016	1	20	2	20	1
PE098016	2	18	4	15	1
PE098016	3	5	2	15	1
PE098017	1	18	4	30	80
PE098017	2	20	2	34	80
PE098017	3	19	1	8	80
PE098017	4	21	6	12	80
PE098018	1	35	1	1500	1
PE098019	1	21	7	5	1
PE098020	1	20	4	25	1
PE098020	2	21	3	5	1
PE098020	3	18	4	5	1
PE098020	4	21	3	15	1
PE098021	1	20	6	45	2
PE098021	2	18	7	40	2
PE098021	3	19	2	8	2
PE098021	4	21	1	20	2
PE098022	1	5	2	50	1
PE098022	2	18	6	15	1
PE098022	3	20	4	20	1
PE098022	4	19	2	20	1
PE098022	5	21	1	50	1
PE098023	1	5	2	20	1
PE098023	2	18	2	20	1
PE098023	3	20	1	10	1
PE098023	4	21	4	5	1
PE098023	5	21	1	15	1
PE098024	1	18	3	20	2
PE098024	2	20	2	10	2
PE098025	1	20	3	50	1
PE098025	2	18	5	15	1
PE098025	3	40	1	15	1
PE098025	4	5	1	25	1
PE098025	5	21	1	15	1
PE098025	6	21	1	12	1
PE098026	1	5	1	20	1
PE098026	2	20	2	15	1
PE098026	3	21	2	10	1
PE098026	4	18	5	15	1
PE098027	1	18	3	10	1
PE098027	2	19	2	8	1
PE098027	3	20	1	8	1
PE098028	1	8	1	30	1
PE098028	2	18	4	10	1
PE098028	3	19	2	8	1
PE098028	4	20	2	8	1
PE098029	1	18	6	10	80
PE098029	2	19	7	5	80
PE098029	3	20	1	10	80
PE108002	1	33	1	400	1
PE108005	1	34	0	 	 
PE108007	1	36	1	200	1
PE108008	1	18	2	15	5
PE108008	2	20	1	17	5
PE108009	1	38	1	200	80
PE108010	1	33	1	200	80
PE108010	2	33	1	50	80
PE108010	3	34	1	32000	80
PE108010	4	34	1	96000	80
PE108015	1	18	5	13	2
PE108015	2	19	3	12	2
PE108015	3	20	2	30	2
PE108017	1	33	2	300	2
PE108017	2	33	2	70	2
PE108017	3	33	12	100	2
PE108017	4	33	48	30	2
PE108017	5	33	2	250	2
PE108017	6	33	2	300	2
PE108021	1	38	1	100	7
PE108025	1	36	1	600	80
PE108027	1	34	0	 	 
PE118001	1	18	2	15	1
PE118001	2	19	2	13	1
PE118001	3	20	1	15	1
PE118001	4	21	1	30	1
PE118002	1	18	3	15	2
PE118002	2	18	1	13	2
PE118002	3	20	1	15	2
PE118003	1	18	1	30	1
PE118003	2	21	1	18	1
PE118003	3	18	1	20	1
PE118003	4	20	1	10	1
PE118003	5	18	1	50	1
PE118004	1	18	1	13	1
PE118004	2	18	1	10	1
PE118005	1	19	2	5	1
PE118005	2	6	2	5	1
PE118005	3	18	2	10	1
PE118005	4	20	2	10	1
PE118006	1	18	3	0	1
PE118006	2	19	3	20	1
PE118008	1	21	2	20	1
PE118008	2	18	4	18	1
PE118008	3	5	1	20	1
PE118008	4	20	1	15	1
PE118008	5	21	3	5	1
PE118009	1	18	4	14	1
PE118009	2	21	3	12	1
PE118009	3	6	2	12	1
PE118009	4	21	1	15	1
PE118009	5	18	2	12	1
PE118009	6	20	1	15	1
PE118009	7	21	2	12	1
PE118010	1	21	3	10	1
PE118010	2	18	2	15	1
PE118010	3	21	1	15	1
PE118011	1	18	2	10	1
PE118011	2	18	6	10	1
PE118011	3	20	5	5	1
PE118011	4	21	2	7	1
PE118011	5	19	4	5	1
PE118011	6	6	0	 	 
PE118012	1	18	4	15	2
PE118012	2	19	2	10	2
PE118013	1	6	1	15	1
PE118013	2	18	4	15	1
PE118013	3	19	3	18	1
PE118013	4	20	2	15	1
PE118015	1	21	4	5	1
PE118015	2	18	4	10	1
PE118015	3	6	1	15	1
PE118015	4	20	0	 	 
PE118015	5	19	1	5	1
PE118016	1	18	2	10	2
PE118016	2	19	1	12	2
PE118016	3	20	1	12	2
PE118017	1	21	2	10	80
PE118017	2	18	4	14	80
PE118017	3	21	3	10	80
PE118017	4	6	2	12	80
PE118017	5	21	1	12	80
PE118018	1	18	2	14	2
PE118018	2	21	1	7	2
PE118018	3	6	1	60	2
PE118018	4	21	1	12	2
PE118019	1	19	1	30	1
PE118019	2	21	2	20	1
PE118019	3	18	1	30	1
PE118019	4	6	1	30	1
PE118020	1	21	1	12	1
PE118020	2	18	2	23	1
PE118021	1	18	4	20	1
PE118021	2	21	3	10	1
PE118021	3	21	2	10	1
PE118021	4	19	3	8	1
PE118021	5	20	3	25	1
PE118022	1	21	4	15	1
PE118022	2	18	2	30	1
PE118022	3	19	1	15	1
PE118022	4	20	1	20	1
PE118022	5	21	10	1	2
PE118023	1	18	3	15	2
PE118023	2	21	5	13	2
PE118023	3	21	3	8	2
PE118023	4	20	1	25	2
PE118027	1	18	3	30	1
PE118027	2	21	3	10	1
PE118027	3	20	2	20	1
PE118027	4	21	2	10	1
PE118027	5	21	1	30	1
PE118027	6	6	1	20	1
PE118028	1	21	2	6	1
PE118028	2	18	2	8	1
PE118028	3	6	2	12	1
PE118029	1	21	3	5	2
PE118029	2	21	1	10	2
PE118029	3	18	2	10	2
PE118029	4	18	1	30	2
PE118029	5	20	1	20	2
PE118030	1	18	4	23	1
PE118030	2	21	3	15	1
PE118030	3	6	2	15	1
PE118030	4	20	1	18	1
PE118030	5	19	1	10	1
PE128002	1	33	1	50	16
PE128002	2	33	1	20	16
PE128002	3	33	1	10	16
PE128004	1	33	0	 	 
PE128005	1	33	2	35	3
PE128005	2	33	2	25	3
PE128005	3	33	2	30	3
PE128007	1	26	1	70	1
PE128007	2	33	1	 	6
PE128008	1	33	1	70	2
PE128008	2	36	1	1000	2
PE128008	3	33	3	2	2
PE128008	4	33	5	8	1
PE128008	5	33	5	3	1
PE128008	6	33	2	7	1
PE128011	1	33	2	200	1
PE128011	2	30	1	200	1
PE128011	3	3	2	30	1
PE128011	4	18	4	10	1
PE128011	5	33	1	30	2
PE128011	6	33	1	20	2
PE128013	1	36	1	200	2
PE128014	1	30	1	60	1
PE128014	2	40	1	50	1
PE128014	3	33	1	30	1
PE128015	1	33	1	20	3
PE128015	2	33	1	20	3
PE128015	3	32	0	 	 
PE128016	1	38	1	250	1
PE128016	2	18	3	15	1
PE128016	3	33	1	400	8
PE128016	4	33	1	300	8
PE128017	1	35	5	320	80
PE128017	2	38	1	20	80
PE128019	1	34	2	1230	1
PE128020	1	33	1	20	1
PE128020	2	20	2	5	1
PE128020	3	33	1	5	1
PE128020	4	33	1	5	1
PE128021	1	37	2	2500	1
PE128022	1	22	1	400	1
PE128022	2	40	1	20	1
PE128022	3	33	1	30	1
PE128022	4	33	24	12.5	1
PE128022	5	33	1	600	6
PE128022	6	33	1	300	6
PE128023	1	33	8	300	2
PE128023	2	33	7	700	2
PE128023	3	33	1	60	2
PE128023	4	33	8	30	2
PE128023	5	35	6	400	2
PE128024	1	40	1	8	1
PE128024	2	18	1	10	1
PE128024	3	40	1	15	1
PE128026	1	33	1	15	2
PE128026	2	33	1	24	2
PE128027	1	18	3	30	80
PE128027	2	3	4	60	80
PE128027	3	20	3	50	80
