childid	plotid	larea	lunit	lown	luse	trans	transid1	transid2	collat	collat1	collat2
PE098002	12	500	1	2	1	 	 	 	 	 	 
PE098003	1	360	1	2	4	 	 	 	 	 	 
PE098003	2	6	2	2	1	 	 	 	 	 	 
PE098003	3	2	2	4	1	1	1	2	1	1	2
PE098003	4	72	1	4	4	1	1	2	1	1	2
PE098003	5	5900	1	4	1	1	1	2	1	1	2
PE098003	6	10000	1	5	1	 	 	 	 	 	 
PE098004	1	100	1	4	4	1	1	2	0	 	 
PE098004	2	2	3	3	1	 	 	 	 	 	 
PE098004	3	1	3	3	1	 	 	 	 	 	 
PE098004	4	1.5	3	3	1	 	 	 	 	 	 
PE098004	5	.5	3	3	1	 	 	 	 	 	 
PE098004	6	30	1	4	3	1	1	2	0	 	 
PE098005	1	100	1	4	4	1	1	 	1	1	 
PE098005	2	500	1	4	1	1	1	 	1	1	 
PE098005	3	180	1	4	1	1	1	 	1	1	 
PE098005	4	80	1	4	1	1	1	 	1	1	 
PE098006	1	120	1	4	4	1	1	2	1	1	2
PE098007	1	160	1	4	4	1	1	 	1	1	 
PE098007	2	600	1	4	1	1	1	 	1	1	 
PE098007	3	200	1	4	1	1	1	 	1	1	 
PE098008	1	100	1	4	4	0	 	 	0	 	 
PE098008	2	1500	1	4	1	0	 	 	0	 	 
PE098008	3	11	1	4	2	0	 	 	0	 	 
PE098008	4	1000	1	4	8	0	 	 	0	 	 
PE098008	5	880	1	4	1	0	 	 	0	 	 
PE098008	6	600	1	4	1	0	 	 	0	 	 
PE098009	1	100	1	4	4	0	 	 	0	 	 
PE098009	2	1	2	2	1	 	 	 	 	 	 
PE098009	3	1	2	2	1	 	 	 	 	 	 
PE098009	4	5000	1	2	1	 	 	 	 	 	 
PE098010	1	100	1	4	4	1	1	2	1	1	2
PE098010	2	650	1	4	1	1	1	2	1	1	2
PE098010	3	250	1	4	1	1	1	2	1	1	2
PE098010	4	350	1	4	1	1	1	2	1	1	2
PE098010	5	150	1	4	1	1	1	2	1	1	2
PE098010	6	1200	1	3	1	 	 	 	 	 	 
PE098010	7	750	1	3	2	 	 	 	 	 	 
PE098010	8	450	1	3	2	 	 	 	 	 	 
PE098011	1	50	1	4	4	0	 	 	0	 	 
PE098011	2	2500	1	3	1	 	 	 	 	 	 
PE098011	3	1250	1	3	1	 	 	 	 	 	 
PE098012	1	120	1	4	4	1	1	 	0	 	 
PE098012	2	.5	2	4	1	1	1	 	0	 	 
PE098012	3	2500	1	4	1	1	1	 	0	 	 
PE098012	4	2500	1	4	1	1	1	 	0	 	 
PE098012	5	1250	1	4	1	1	1	 	0	 	 
PE098012	6	1250	1	4	1	1	1	 	0	 	 
PE098012	7	1250	1	4	1	1	1	 	0	 	 
PE098012	8	1250	1	4	1	1	1	 	0	 	 
PE098013	1	100	1	4	4	0	 	 	0	 	 
PE098013	2	600	1	1	1	 	 	 	 	 	 
PE098013	3	600	1	2	1	 	 	 	 	 	 
PE098014	1	180	1	4	4	0	 	 	1	 	 
PE098014	2	600	1	3	1	 	 	 	 	 	 
PE098014	3	300	1	3	1	 	 	 	 	 	 
PE098014	4	280	1	3	1	 	 	 	 	 	 
PE098014	5	150	1	3	1	 	 	 	 	 	 
PE098014	6	80	1	3	1	 	 	 	 	 	 
PE098014	7	30	1	3	1	 	 	 	 	 	 
PE098015	1	60	1	4	4	1	1	2	0	 	 
PE098015	2	500	1	4	1	1	1	2	0	 	 
PE098015	3	4	2	4	1	1	1	2	0	 	 
PE098015	4	2	2	4	1	1	1	2	0	 	 
PE098016	1	60	1	4	4	1	1	2	0	 	 
PE098016	2	40	1	4	1	1	1	2	0	 	 
PE098016	3	2500	1	4	1	1	1	2	0	 	 
PE098017	1	88	1	4	4	0	 	 	0	 	 
PE098017	2	3	3	3	1	 	 	 	 	 	 
PE098017	3	1	3	3	1	 	 	 	 	 	 
PE098017	4	1	3	3	1	 	 	 	 	 	 
PE098017	5	.5	3	3	1	 	 	 	 	 	 
PE098018	1	80	1	1	4	 	 	 	 	 	 
PE098019	1	150	1	4	4	0	 	 	0	 	 
PE098019	2	.5	3	4	1	0	 	 	0	 	 
PE098019	3	20	1	4	1	0	 	 	0	 	 
PE098020	1	96	1	4	4	1	1	2	0	 	 
PE098020	2	33	2	4	1	1	1	2	0	 	 
PE098020	3	200	1	4	4	1	1	2	0	 	 
PE098021	1	300	1	4	4	1	3	 	1	3	 
PE098021	2	3	3	4	1	1	3	 	1	3	 
PE098021	3	.5	3	4	1	1	3	 	1	1	 
PE098021	4	.5	3	4	1	1	3	 	1	3	 
PE098021	5	.5	3	4	1	1	 	3	1	3	 
PE098022	1	500	1	4	4	0	 	 	0	 	 
PE098022	2	500	1	4	1	0	 	 	0	 	 
PE098022	3	500	1	4	1	0	 	 	0	 	 
PE098022	4	500	1	3	1	 	 	 	 	 	 
PE098022	5	500	1	3	1	 	 	 	 	 	 
PE098022	6	500	1	3	1	 	 	 	 	 	 
PE098023	1	35	1	4	4	1	1	2	1	1	2
PE098023	2	.5	3	4	1	1	1	2	1	1	2
PE098023	3	.5	3	4	1	1	1	2	1	1	2
PE098023	4	2.5	3	3	1	 	 	 	 	 	 
PE098024	1	80	1	4	4	2	2	 	0	 	 
PE098024	2	70	1	4	1	2	2	 	0	 	 
PE098024	3	35	1	4	8	2	2	 	0	 	 
PE098024	4	25	1	4	1	2	2	 	0	 	 
PE098025	1	42	1	4	4	1	1	 	1	1	 
PE098025	2	.5	3	4	1	1	1	 	1	1	 
PE098025	3	2	3	4	10	1	1	 	1	1	 
PE098025	4	1	3	4	1	1	1	 	1	1	 
PE098025	5	.5	3	4	1	1	1	 	1	1	 
PE098025	6	.5	3	4	1	1	1	 	1	1	 
PE098025	7	70	1	4	3	1	1	 	1	1	 
PE098026	1	250	1	4	4	1	1	2	1	1	2
PE098026	2	1000	1	4	1	1	1	2	1	1	2
PE098026	3	1000	1	3	1	 	 	 	 	 	 
PE098027	1	100	1	4	4	0	 	 	1	2	 
PE098027	2	100	1	2	1	 	 	 	 	 	 
PE098028	1	150	1	4	4	0	 	 	1	1	2
PE098028	2	70	1	4	8	0	 	 	1	1	2
PE098029	1	300	1	4	4	0	 	 	0	 	 
PE098029	2	.25	2	2	1	 	 	 	 	 	 
PE108002	1	594	1	4	4	1	1	2	1	1	2
PE108003	1	200	1	4	4	0	 	 	0	 	 
PE108004	1	45	1	6	4	0	 	 	0	 	 
PE108005	1	60	1	1	4	 	 	 	 	 	 
PE108006	1	50	1	2	4	 	 	 	 	 	 
PE108007	1	270	1	4	4	1	1	2	1	1	2
PE108008	1	100	1	4	4	1	5	 	0	 	 
PE108008	2	100	1	4	6	1	5	 	0	 	 
PE108008	3	.5	3	4	1	1	5	 	0	 	 
PE108009	1	55	1	4	4	1	1	2	1	1	2
PE108010	1	100	1	4	4	1	2	1	1	2	1
PE108010	2	100	1	1	4	 	 	 	 	 	 
PE108011	1	122	1	4	4	0	 	 	0	 	 
PE108011	2	122	1	2	4	 	 	 	 	 	 
PE108013	1	100	1	2	4	 	 	 	 	 	 
PE108015	1	60	1	4	4	0	 	 	1	2	 
PE108015	2	30	1	4	1	0	 	 	0	 	 
PE108016	1	53	1	4	4	0	 	 	1	1	2
PE108017	1	320	1	1	4	 	 	 	 	 	 
PE108020	1	120	1	4	4	0	 	 	1	4	 
PE108021	1	140	1	4	4	1	6	7	1	6	7
PE108022	1	50	1	2	4	 	 	 	 	 	 
PE108023	1	220	1	4	4	0	 	 	1	1	2
PE108024	1	180	1	4	4	0	 	 	0	 	 
PE108025	1	120	1	4	4	1	1	2	1	1	2
PE108026	1	472.5	1	4	4	1	5	 	1	5	 
PE108026	2	1.5	2	4	8	1	5	 	1	5	 
PE108027	1	24	1	2	4	 	 	 	 	 	 
PE108028	1	100	1	4	4	1	3	4	0	 	 
PE108029	1	70	1	4	4	1	1	2	1	1	2
PE118001	1	100	1	1	4	 	 	 	 	 	 
PE118001	2	200	1	4	1	0	 	 	1	80	 
PE118001	3	103	1	4	8	0	 	 	1	80	 
PE118002	1	90	1	1	4	 	 	 	 	 	 
PE118002	2	5000	1	2	1	 	 	 	 	 	 
PE118003	1	90	1	4	4	1	1	2	0	 	 
PE118003	2	1500	1	4	1	2	1	2	0	 	 
PE118003	3	1500	1	4	1	2	1	2	0	 	 
PE118004	1	90	1	4	4	1	1	 	1	1	 
PE118004	2	80	1	4	1	1	1	 	1	1	 
PE118005	1	100	1	4	4	0	 	 	1	80	 
PE118005	2	1	2	4	8	0	 	 	1	80	 
PE118005	3	650	1	4	1	0	 	 	1	80	 
PE118005	4	500	1	4	1	0	 	 	1	80	 
PE118005	5	500	1	4	8	0	 	 	1	80	 
PE118005	6	150	1	4	8	0	 	 	1	80	 
PE118005	7	160	1	4	1	0	 	 	1	80	 
PE118005	8	100	1	4	1	0	 	 	1	80	 
PE118005	9	100	1	4	8	0	 	 	1	80	 
PE118006	1	30	1	4	4	0	 	 	1	1	2
PE118006	2	5	2	4	1	0	 	 	1	1	2
PE118007	1	35	1	1	4	 	 	 	 	 	 
PE118008	1	40	1	4	4	1	1	 	0	 	 
PE118008	2	.5	2	4	4	1	1	 	0	 	 
PE118008	3	30	1	4	1	1	1	 	0	 	 
PE118009	1	160	1	4	4	1	1	 	1	1	 
PE118009	2	2500	1	4	1	1	1	 	1	1	 
PE118009	3	1250	1	4	1	1	1	 	1	1	 
PE118009	4	160	1	4	1	1	1	 	1	1	 
PE118009	5	120	1	4	1	1	1	 	1	1	 
PE118010	1	60	1	4	4	0	 	 	0	 	 
PE118010	2	5	2	4	1	0	 	 	0	 	 
PE118011	1	160	1	4	4	0	 	 	0	 	 
PE118011	2	500	1	4	1	0	 	 	0	 	 
PE118011	3	400	1	4	1	0	 	 	0	 	 
PE118011	4	1	2	4	8	0	 	 	0	 	 
PE118011	5	1	2	4	8	0	 	 	0	 	 
PE118011	6	150	1	4	8	0	 	 	0	 	 
PE118011	7	150	1	4	8	0	 	 	0	 	 
PE118011	8	150	1	2	1	 	 	 	 	 	 
PE118011	9	150	1	2	1	 	 	 	 	 	 
PE118012	1	35	1	4	4	0	 	 	0	 	 
PE118012	2	1000	1	1	1	 	 	 	 	 	 
PE118013	1	180	1	4	4	0	 	 	1	1	2
PE118013	2	50000	1	4	1	0	 	 	1	1	2
PE118013	3	5000	1	4	1	0	 	 	1	1	2
PE118013	4	3000	1	4	8	0	 	 	1	1	2
PE118014	1	200	1	2	4	 	 	 	 	 	 
PE118015	1	200	1	2	4	 	 	 	 	 	 
PE118015	2	625	1	2	1	 	 	 	 	 	 
PE118015	3	625	1	2	1	 	 	 	 	 	 
PE118016	1	60	1	4	4	0	 	 	1	2	 
PE118016	2	5	2	4	1	0	 	 	1	2	 
PE118016	3	4	2	4	1	0	 	 	1	2	 
PE118017	1	280	1	4	4	1	2	1	1	2	1
PE118017	2	1	3	4	1	1	2	1	1	2	1
PE118017	3	1	3	4	1	1	2	1	1	2	1
PE118018	1	100	1	4	4	1	2	 	1	2	 
PE118018	2	2	3	4	1	1	2	 	1	2	 
PE118018	3	2	3	4	1	1	2	 	1	2	 
PE118018	4	2	3	4	1	1	2	 	1	2	 
PE118018	5	2	3	4	1	1	2	 	1	2	 
PE118019	1	200	1	4	4	1	1	 	1	1	 
PE118019	2	1	3	4	1	1	1	 	1	1	 
PE118019	3	1	3	4	1	1	1	 	1	1	 
PE118020	1	42	1	2	4	 	 	 	 	 	 
PE118020	2	50	1	4	4	1	1	2	1	1	2
PE118020	3	.5	2	4	1	1	1	2	1	1	2
PE118020	4	.5	2	2	1	 	 	 	 	 	 
PE118021	1	180	1	4	4	0	 	 	0	 	 
PE118021	2	100	1	4	11	0	 	 	1	1	 
PE118021	3	100	1	4	11	0	 	 	0	 	 
PE118022	1	90	1	4	4	4	1	 	1	1	 
PE118022	2	2	2	4	1	2	1	 	1	1	 
PE118023	1	18	1	4	4	1	1	2	1	1	2
PE118023	2	80	1	4	1	1	1	2	1	1	2
PE118023	3	40	1	2	1	 	 	 	 	 	 
PE118027	1	25	1	4	4	2	1	2	0	 	 
PE118027	2	.5	2	4	1	4	1	2	1	1	2
PE118027	3	1	2	4	1	4	1	2	1	1	2
PE118027	4	3	2	4	1	4	1	2	1	1	2
PE118028	1	50	1	4	4	2	3	 	0	 	 
PE118028	2	1	2	4	1	4	3	 	1	3	 
PE118029	1	90	1	4	4	2	1	2	0	 	 
PE118029	2	.5	2	4	1	2	1	2	1	1	2
PE118029	3	2000	1	4	1	2	1	2	0	 	 
PE118029	4	1000	1	4	1	2	1	2	0	 	 
PE118029	5	500	1	4	1	2	1	2	0	 	 
PE118030	1	160	1	4	4	1	1	 	1	1	 
PE118030	2	1	2	4	1	1	1	 	1	1	 
PE118030	3	100	1	4	1	1	1	 	1	1	 
PE128002	1	50	1	1	4	 	 	 	 	 	 
PE128003	1	90	1	4	4	1	1	3	1	1	3
PE128004	1	90	1	4	4	1	17	 	1	17	 
PE128005	1	90	1	4	4	1	3	 	1	3	 
PE128005	2	6	1	4	6	0	 	 	1	1	 
PE128006	1	120	1	4	4	2	2	 	0	 	 
PE128007	1	90	1	4	4	1	1	2	1	1	2
PE128008	1	540	1	4	4	2	2	 	1	2	 
PE128009	1	80	1	4	4	1	4	 	1	4	 
PE128010	1	12	1	1	4	 	 	 	 	 	 
PE128011	1	540	1	4	4	2	1	 	1	1	 
PE128012	1	90	1	4	4	1	3	 	1	3	 
PE128013	1	90	1	4	4	0	 	 	1	3	4
PE128014	1	90	1	4	4	4	1	2	0	 	 
PE128015	1	90	1	4	4	1	3	 	1	3	 
PE128016	1	90	1	4	4	1	1	2	1	1	2
PE128017	1	180	1	4	4	2	1	2	1	1	2
PE128018	1	90	1	4	4	1	1	 	1	1	 
PE128019	1	90	1	4	4	1	1	2	1	1	2
PE128020	1	90	1	4	4	1	2	1	1	2	1
PE128021	1	90	1	4	4	1	1	2	1	1	2
PE128022	1	22.5	1	4	4	1	4	6	1	4	6
PE128023	1	90	1	4	4	1	2	 	1	2	 
PE128024	1	90	1	4	4	1	1	2	1	1	2
PE128026	1	120	1	4	4	2	1	2	1	1	2
PE128027	1	120	1	4	4	1	1	2	1	1	2
PE128028	1	90	1	4	4	4	80	 	1	80	 
PE128029	1	90	1	4	4	1	16	 	1	16	 
PE128030	1	90	1	4	4	1	7	 	1	7	 
PE128031	1	90	1	4	4	1	1	2	1	1	2
PE128032	1	90	1	4	4	1	1	2	1	1	2
PE128033	1	90	1	4	4	1	2	1	1	2	1
PE128034	1	90	1	4	4	0	 	 	1	1	 
PE128037	1	45	1	4	4	1	5	6	1	5	6
PE128038	1	120	1	2	4	 	 	 	 	 	 
PE128038	2	120	1	4	4	4	1	2	1	1	2
PE128039	1	90	1	4	4	1	1	2	1	1	2
PE128039	2	 	2	4	8	2	1	 	1	1	 
PE128040	1	120	1	4	4	1	1	2	1	1	 
PE128041	1	120	1	4	4	0	 	 	1	1	2
PE128042	1	45	1	2	4	 	 	 	 	 	 
PE128043	1	120	1	4	4	4	1	2	1	1	2
PE128044	1	20	1	3	4	 	 	 	 	 	 
PE128045	1	90	1	2	4	 	 	 	 	 	 
PE128046	1	28	1	2	4	 	 	 	 	 	 
PE128047	1	120	1	4	4	1	5	 	1	5	 
PE128048	1	90	1	4	4	1	2	 	1	2	 
PE128049	1	90	1	4	4	1	1	2	1	1	2
PE128050	1	90	1	4	4	1	1	 	1	1	 
PE128051	1	150	1	4	4	1	1	2	1	1	2
PE138002	1	180	1	4	4	0	 	 	1	2	 
PE138003	1	90	1	4	4	0	 	 	0	 	 
PE138004	1	90	1	4	4	 	 	 	 	 	 
PE138005	1	200	1	4	4	1	2	 	1	2	 
PE138005	2	186	1	4	4	1	2	 	1	2	 
PE138005	3	89	1	4	4	1	2	 	1	2	 
PE138007	1	90	1	4	4	1	1	 	1	1	 
PE138008	1	160	1	2	4	 	 	 	 	 	 
PE138009	1	90	1	4	4	1	2	 	1	2	 
PE138010	1	130	1	4	4	1	11	6	1	11	6
PE138010	2	700	1	4	4	1	6	 	1	6	 
PE138011	1	90	1	4	4	1	1	2	1	1	2
PE138012	1	90	1	4	4	2	2	 	1	2	 
PE138013	1	92	1	4	4	1	1	2	1	1	2
PE138013	2	500	1	4	8	1	1	2	1	1	2
PE138014	1	20	1	1	4	 	 	 	 	 	 
PE138015	1	90	1	1	4	 	 	 	 	 	 
PE138016	1	45	1	4	4	2	2	 	1	2	 
PE138016	2	120	1	4	8	2	1	2	0	 	 
PE138017	1	90	1	4	4	0	 	 	1	1	 
PE138020	1	90	1	4	4	1	1	 	1	1	 
PE138021	1	90	1	4	4	1	1	4	1	1	 
PE138022	1	90	1	4	4	1	1	 	1	1	 
PE138023	1	90	1	4	4	1	1	 	1	1	 
PE138024	1	90	1	4	4	0	 	 	1	1	 
PE138025	1	90	1	4	4	1	1	 	1	1	 
PE138026	1	10	1	1	4	 	 	 	 	 	 
PE138027	1	90	1	4	4	1	2	 	1	2	 
PE138027	2	5000	1	4	1	1	5	 	1	5	90
PE138028	1	300	1	4	4	0	 	 	0	 	 
PE138028	2	1	2	4	1	4	17	18	1	17	18
PE138028	3	500	1	4	1	4	17	18	1	17	18
PE138029	1	60	1	2	4	 	 	 	 	 	 
PE138030	1	90	1	4	4	0	 	 	0	 	 
PE138030	2	200	1	3	8	 	 	 	 	 	 
PE138031	1	90	1	4	4	2	1	 	1	1	 
PE138031	2	9	1	2	4	 	 	 	 	 	 
PE138032	1	200	1	4	4	1	1	2	1	1	2
PE138033	1	90	1	4	4	2	3	4	0	 	 
PE138034	1	90	1	4	4	2	1	90	1	1	90
PE138035	1	90	1	4	4	2	1	2	1	1	2
PE138035	2	4	1	4	4	4	2	 	0	 	 
PE138036	1	90	1	4	4	2	4	 	1	4	2
PE138036	2	350	1	4	4	2	4	 	1	4	2
PE138036	3	400	1	4	6	2	4	 	1	4	2
PE138036	7	300	1	1	1	 	 	 	 	 	 
PE138037	1	54	1	4	4	1	2	 	1	2	 
PE138038	1	90	1	4	4	1	1	 	1	1	 
PE138038	2	240	1	4	8	1	1	 	1	1	 
PE138039	1	70	1	2	4	 	 	 	 	 	 
PE138039	2	100	1	4	4	1	4	2	0	 	 
PE138039	3	500	1	4	1	1	4	2	0	 	 
PE138039	4	500	1	4	1	1	4	2	0	 	 
PE138039	5	500	1	4	1	1	4	2	0	 	 
PE138040	1	90	1	4	4	1	2	 	1	2	 
PE138040	2	90	1	4	4	1	2	 	1	2	 
PE138041	1	120	1	4	4	1	1	2	1	1	2
PE138041	2	2	1	4	4	1	1	2	1	1	2
PE138042	1	100	1	4	4	0	 	 	1	16	 
PE138042	2	5	2	4	10	0	 	 	1	16	 
PE138042	3	3	2	4	1	0	 	 	1	17	 
PE138043	1	90	1	4	4	0	 	 	1	2	 
PE138044	1	90	1	4	4	1	1	 	1	1	 
PE138045	1	90	1	4	4	1	2	 	1	2	 
PE138046	1	90	1	2	4	 	 	 	 	 	 
PE138047	1	90	1	7	4	 	 	 	 	 	 
PE138048	1	47	1	4	4	0	 	 	1	1	2
PE138049	1	95	1	4	1	0	 	 	0	 	 
PE138050	1	90	1	4	4	0	 	 	0	 	 
PE138051	1	90	1	4	4	1	2	1	1	2	1
PE138051	2	2000	1	4	6	1	1	 	1	1	 
PE138051	3	800	1	4	6	1	1	 	1	1	 
PE138051	4	600	1	4	6	1	1	 	1	1	 
PE138052	1	90	1	2	4	 	 	 	 	 	 
PE138053	1	90	1	4	4	2	1	2	1	1	2
PE138053	2	90	1	4	4	2	1	2	1	1	2
PE148001	1	140.300003051758	1	4	4	4	1	2	1	1	2
PE148002	1	90	1	4	4	1	1	 	1	1	 
PE148003	1	250	1	4	4	1	3	 	1	3	 
PE148004	1	120	4	4	4	2	1	 	0	 	 
PE148005	1	120	1	2	4	 	 	 	 	 	 
PE148006	1	111	1	4	4	1	1	2	0	 	 
PE148007	1	200	1	4	4	1	4	 	1	4	 
PE148008	1	200	1	4	4	1	1	2	1	1	2
PE148009	1	180	1	1	4	 	 	 	 	 	 
PE148010	1	80	1	4	4	1	2	 	1	2	 
PE148011	1	150	1	4	4	4	90	4	1	90	4
PE148012	1	120	1	4	4	4	1	2	1	1	2
PE148012	2	80	1	4	4	4	1	2	1	1	2
PE148012	3	4000	1	4	1	4	1	2	1	1	2
PE148013	1	40	1	4	4	1	2	1	1	2	1
PE148013	2	100	1	4	6	1	2	1	1	2	1
PE148014	1	250	1	4	4	1	2	 	0	 	 
PE148015	1	500	1	4	4	4	24	 	1	24	 
PE148015	2	500	1	4	4	4	24	 	1	24	 
PE148015	3	50	1	4	8	4	1	 	0	 	 
PE148016	1	250	1	4	4	1	1	2	1	2	1
PE148017	1	65	1	4	4	2	3	 	0	 	 
PE148018	1	120	1	4	4	1	1	2	1	1	2
PE148018	2	120	1	4	4	1	1	2	1	1	2
PE148019	1	40	1	2	4	 	 	 	 	 	 
PE148020	1	180	1	4	4	1	1	2	1	1	2
PE148021	1	120	1	4	4	4	1	 	1	1	 
PE148022	1	9	1	2	4	 	 	 	 	 	 
PE148022	2	200	1	4	4	2	1	2	0	 	 
PE148023	1	200	1	4	4	1	1	2	1	1	2
PE148024	1	180	1	4	4	1	2	 	1	2	 
PE148025	1	160	1	4	4	1	1	2	1	1	2
PE148026	1	144	1	4	4	2	1	 	1	1	 
PE148027	1	153	1	4	4	4	1	2	1	1	2
PE148028	1	270	1	4	4	1	3	 	1	3	 
PE148029	1	40	1	2	4	 	 	 	 	 	 
PE148030	1	200	1	4	4	4	1	2	1	1	2
PE148031	1	30	1	2	4	 	 	 	 	 	 
PE148032	1	500	1	4	4	4	80	 	1	2	 
PE148032	2	1500	1	4	4	4	80	 	1	2	 
PE148032	3	139	1	4	8	4	80	 	1	1	 
PE148033	1	160	1	4	4	2	1	2	0	 	 
PE148034	1	117	1	4	4	4	1	 	1	1	 
PE148035	1	50	1	1	4	4	1	2	1	1	2
PE148036	1	100	1	2	4	 	 	 	 	 	 
PE148037	1	40	1	2	4	 	 	 	 	 	 
PE148038	1	148	1	4	4	2	1	2	0	 	 
PE148039	1	250	1	4	4	4	1	2	1	1	2
PE148040	1	250	1	4	4	1	1	2	1	1	2
PE148041	1	55	1	4	4	1	1	2	1	1	2
PE148041	2	200	1	4	4	1	1	2	1	1	2
PE148042	1	130.100006103516	1	4	4	1	1	2	1	1	2
PE148043	1	100	1	1	4	 	 	 	 	 	 
PE148044	1	120	1	2	4	 	 	 	 	 	 
PE148045	1	200	1	4	4	4	1	2	1	1	2
PE148045	2	200	1	4	4	4	1	2	1	1	2
PE148046	1	90	1	2	4	 	 	 	 	 	 
PE148047	1	280	1	4	4	2	1	2	0	 	 
PE148047	2	6	1	4	4	2	1	2	0	 	 
PE148048	1	300	1	4	4	0	 	 	0	 	 
PE148049	1	150	1	4	4	1	1	 	1	1	 
PE148050	1	220	1	4	4	1	1	2	1	1	2
PE148051	1	40	1	4	4	1	1	2	0	 	 
PE158001	1	120	1	4	4	2	1	2	0	 	 
PE158001	2	9600	1	4	1	4	2	 	1	1	2
PE158002	1	50	1	4	4	0	 	 	0	 	 
PE158002	2	80	1	2	4	 	 	 	 	 	 
PE158003	1	50	1	4	4	4	1	 	1	1	 
PE158003	2	190	1	4	1	4	1	 	1	1	 
PE158003	3	150	1	4	1	4	1	 	1	1	 
PE158004	1	150	1	4	4	0	 	 	0	 	 
PE158005	1	40	1	4	4	1	1	2	1	1	2
PE158006	1	200	1	7	4	 	 	 	 	 	 
PE158006	2	1	6	7	1	 	 	 	 	 	 
PE158007	1	10	1	1	4	 	 	 	 	 	 
PE158007	2	5000	1	1	1	 	 	 	 	 	 
PE158007	3	15	1	1	4	 	 	 	 	 	 
PE158008	1	1000	2	4	4	0	 	 	0	 	 
PE158008	2	2500	2	4	1	0	 	 	0	 	 
PE158009	1	100	1	2	4	 	 	 	 	 	 
PE158009	2	70000	1	2	1	 	 	 	 	 	 
PE158010	1	450	1	4	4	1	1	2	1	1	2
PE158010	2	8	6	4	1	1	1	2	1	1	2
PE158011	1	72	1	4	4	2	1	2	1	1	2
PE158011	2	1300	1	4	1	2	1	2	1	1	2
PE158012	1	600	1	2	4	 	 	 	 	 	 
PE158012	2	5	6	4	1	1	1	 	1	1	 
PE158012	3	1.5	6	4	1	1	1	 	1	1	 
PE158013	1	450	1	4	4	1	1	2	1	1	2
PE158013	2	3.5	6	4	1	1	1	2	1	1	2
PE158014	1	36	1	4	4	0	 	 	0	 	 
PE158014	2	400	1	4	1	0	 	 	0	 	 
PE158015	1	16	1	2	4	 	 	 	 	 	 
PE158016	1	450	1	5	4	 	 	 	 	 	 
PE158016	2	3000	1	5	1	 	 	 	 	 	 
PE158017	1	180	1	4	4	1	1	 	1	1	 
PE158017	2	1	6	4	1	1	1	 	1	1	 
PE158017	3	5	6	4	1	1	5	 	1	5	 
PE158018	1	32	1	7	4	 	 	 	 	 	 
PE158019	1	450	1	4	4	3	90	 	0	 	 
PE158019	2	6	6	4	1	3	90	 	0	 	 
PE158019	3	1	6	4	1	3	90	 	0	 	 
PE158020	1	40	1	1	4	 	 	 	 	 	 
PE158020	2	300	1	4	8	3	1	2	0	 	 
PE158021	1	300	1	4	4	0	 	 	0	 	 
PE158021	2	300	1	4	1	0	 	 	0	 	 
PE158022	1	400	1	5	4	 	 	 	 	 	 
PE158022	2	30000	1	5	1	 	 	 	 	 	 
PE158023	1	24	1	5	4	 	 	 	 	 	 
PE158023	2	.5	2	5	1	 	 	 	 	 	 
PE158024	1	30	1	4	4	0	 	 	1	1	 
PE158024	2	2	2	4	1	0	 	 	0	 	 
PE158025	1	250	1	4	4	1	1	2	1	1	2
PE158025	2	2	6	4	1	1	1	2	1	1	2
PE158025	3	.5	6	1	1	 	 	 	 	 	 
PE158026	1	150	1	4	4	0	 	 	0	 	 
PE158031	1	300	1	5	4	 	 	 	 	 	 
PE158031	2	10000	1	5	1	 	 	 	 	 	 
PE158031	3	10000	1	5	1	 	 	 	 	 	 
PE158032	1	28	1	4	4	3	90	 	1	1	 
PE158032	2	2	6	4	1	3	90	 	1	1	 
PE158033	1	90	1	4	4	0	 	 	1	1	 
PE158034	1	300	1	4	4	1	1	2	1	1	2
PE158034	2	1.5	6	4	1	1	1	2	1	1	2
PE158035	1	56	1	4	4	1	1	2	1	1	2
PE158036	1	300	1	4	4	1	1	 	1	1	 
PE158036	2	9	2	4	1	1	1	 	1	1	 
PE158037	1	160	1	4	4	1	1	2	1	1	2
PE158037	2	2	6	4	1	1	1	2	1	1	2
PE158038	1	200	1	4	4	1	1	2	1	1	 
PE158038	2	100	1	4	3	1	1	2	0	 	 
PE158039	1	300	1	4	4	1	1	2	1	1	2
PE158039	2	6	2	4	1	1	1	2	1	1	2
PE158039	3	5	1	4	4	1	1	2	1	1	2
PE158039	4	.5	1	1	1	 	 	 	 	 	 
PE158040	1	300	1	2	4	 	 	 	 	 	 
PE158040	2	25	2	7	1	 	 	 	 	 	 
PE158040	3	150	1	4	8	1	1	2	1	1	2
PE158041	1	160	1	4	4	1	1	2	1	1	2
PE158041	2	4	2	4	1	1	1	2	1	1	2
PE158042	1	300	1	4	4	0	 	 	0	 	 
PE158042	2	2	6	4	1	0	 	 	0	 	 
PE158043	1	30	1	5	4	 	 	 	 	 	 
PE158043	2	4	6	4	1	0	 	 	1	1	2
PE158043	3	1	6	1	1	 	 	 	 	 	 
PE158044	1	360	1	1	4	 	 	 	 	 	 
PE158045	1	100	1	5	4	 	 	 	 	 	 
PE158045	2	300	1	5	3	 	 	 	 	 	 
PE158045	3	5	6	5	1	 	 	 	 	 	 
PE158046	1	80	1	4	4	0	 	 	1	1	3
PE158046	2	2000	1	4	1	0	 	 	1	1	3
PE158047	1	110	1	4	4	1	1	2	1	1	2
