childid	actid	actyest	actsuper	actcare	choice
PE088015	3	35	1	1	1
PE088015	4	5	1	0	1
PE088016	1	2	1	0	1
PE088016	2	1	1	0	1
PE088016	3	12	1	0	1
PE088017	1	1	0	0	1
PE088017	2	2	0	0	1
PE088017	3	34	0	0	1
PE088018	1	2	1	0	1
PE088018	2	1	1	0	0
PE088018	3	5	1	0	1
PE088018	4	12	1	0	1
PE088019	1	5	1	0	0
PE088019	2	3	1	1	0
PE088019	3	35	0	0	1
PE088019	4	39	1	0	1
PE088020	1	1	0	1	1
PE088020	2	2	0	0	1
PE088020	3	5	1	0	1
PE088021	1	1	0	0	1
PE088021	2	35	0	0	1
PE088021	3	12	0	1	1
PE088021	4	34	0	1	1
PE088021	5	2	0	0	1
PE088022	1	20	1	0	1
PE088022	2	21	0	0	1
PE088022	3	1	0	0	0
PE088022	4	2	1	0	1
PE088023	1	5	0	0	0
PE088023	2	2	1	0	0
PE088023	3	1	1	0	0
PE088024	1	1	1	0	0
PE088024	2	10	1	0	1
PE088024	3	5	1	0	1
PE088024	4	2	1	0	0
PE088024	5	12	1	1	1
PE088025	1	1	1	0	0
PE088025	2	35	0	1	1
PE088025	3	2	1	0	1
PE088026	1	1	0	0	0
PE088026	2	36	1	0	0
PE088026	3	12	1	1	0
PE088026	4	2	1	0	1
PE088027	1	5	0	0	1
PE088027	2	2	0	0	1
PE088027	3	1	0	0	1
PE088027	4	34	0	0	1
PE088028	1	2	0	0	1
PE088028	2	5	0	0	1
PE088028	3	1	0	0	1
PE088028	4	12	0	0	1
PE088029	1	2	1	0	1
PE088029	2	13	0	0	1
PE088029	3	1	1	0	0
PE088029	4	12	1	0	1
PE088031	1	5	1	0	0
PE088031	2	2	1	0	0
PE088031	3	21	0	0	0
PE088031	4	1	0	0	0
PE088031	5	12	1	1	1
PE088032	1	2	0	0	0
PE088032	2	12	0	0	1
PE088032	3	35	1	0	1
PE088032	4	1	1	0	0
PE098001	1	1	0	0	0
PE098001	2	8	0	0	1
PE098001	3	7	0	0	1
PE098001	4	35	0	0	1
PE098002	1	1	1	0	1
PE098002	2	7	0	0	0
PE098002	3	2	0	0	1
PE098003	1	5	0	0	0
PE098003	2	1	0	0	0
PE098003	3	8	0	0	0
PE098003	4	2	0	0	0
PE098003	5	12	0	0	1
PE098004	1	7	1	0	1
PE098004	2	1	1	0	1
PE098004	3	5	1	0	1
PE098004	4	2	0	1	1
PE098004	5	12	1	1	1
PE098005	1	1	0	0	1
PE098005	2	2	0	0	1
PE098005	3	7	0	0	1
PE098005	4	35	0	0	1
PE098006	1	5	0	0	0
PE098006	2	1	1	0	1
PE098006	3	7	1	0	1
PE098006	4	35	1	0	1
PE098007	1	5	0	0	1
PE098007	2	2	0	1	1
PE098007	3	7	0	1	1
PE098007	4	34	0	1	1
PE098008	1	1	1	0	0
PE098008	2	36	1	0	1
PE098008	3	2	0	0	0
PE098008	4	34	0	1	1
PE098009	1	1	0	0	1
PE098009	2	5	0	0	1
PE098009	3	7	0	0	1
PE098009	4	2	0	0	1
PE098010	1	1	1	0	0
PE098010	2	5	1	0	1
PE098010	3	2	1	0	1
PE098010	4	34	0	0	1
PE098011	1	1	1	0	0
PE098011	2	2	0	0	1
PE098011	3	5	1	0	0
PE098011	4	7	0	1	1
PE098012	1	5	1	0	0
PE098012	2	1	1	0	0
PE098012	3	20	1	0	0
PE098012	4	7	0	0	0
PE098012	5	2	1	0	0
PE098012	6	12	1	0	1
PE098013	1	1	0	0	1
PE098013	2	7	0	0	1
PE098013	3	12	0	0	1
PE098014	1	7	0	1	1
PE098014	2	1	1	0	0
PE098014	3	8	1	0	1
PE098014	4	2	1	1	0
PE098015	1	7	0	0	1
PE098015	2	1	1	0	1
PE098015	3	8	0	0	1
PE098015	4	2	0	0	1
PE098016	1	1	1	0	1
PE098016	2	7	0	0	1
PE098016	3	2	0	0	1
PE098016	4	35	0	0	1
PE098017	1	5	0	0	0
PE098017	2	1	1	0	0
PE098017	3	2	1	0	0
PE098017	4	7	0	0	0
PE098018	1	1	1	0	1
PE098018	2	2	0	0	1
PE098018	3	34	0	0	1
PE098019	1	1	1	1	0
PE098019	2	2	1	0	1
PE098019	3	35	1	0	0
PE098019	4	6	0	0	1
PE098020	1	1	1	0	1
PE098020	2	12	0	0	1
PE098020	3	2	0	0	1
PE098020	4	35	0	0	1
PE098021	1	1	1	0	0
PE098021	2	7	0	0	0
PE098021	3	2	0	0	0
PE098021	4	34	0	0	0
PE098021	5	12	0	0	0
PE098022	1	1	1	1	0
PE098022	2	7	1	1	1
PE098022	3	12	1	1	1
PE098023	1	7	1	1	0
PE098023	2	5	0	1	0
PE098023	3	1	1	0	0
PE098023	4	2	1	1	0
PE098024	1	1	1	1	0
PE098024	2	2	0	0	1
PE098024	3	7	0	0	1
PE098024	4	5	0	0	1
PE098025	1	1	0	0	1
PE098025	2	34	0	0	1
PE098026	1	1	1	0	1
PE098026	2	2	1	0	1
PE098026	3	17	1	1	1
PE098027	1	1	0	0	1
PE098027	2	35	0	0	1
PE098027	3	2	0	0	1
PE098028	1	1	0	1	1
PE098028	2	35	0	0	1
PE098028	3	2	0	0	1
PE098028	4	12	0	1	1
PE098029	1	1	1	0	1
PE098029	2	5	1	0	1
PE098029	3	2	0	0	1
PE098029	4	35	0	0	1
PE108002	1	5	1	0	1
PE108002	2	2	1	0	1
PE108002	3	1	1	0	1
PE108002	4	12	1	0	1
PE108003	1	1	1	0	1
PE108003	2	2	1	0	1
PE108003	3	11	1	0	1
PE108003	4	12	1	0	1
PE108004	1	1	1	1	0
PE108004	2	5	0	0	0
PE108004	3	2	1	0	0
PE108004	4	35	0	1	1
PE108005	1	1	1	0	0
PE108005	2	34	1	0	1
PE108005	3	2	1	0	0
PE108005	4	5	1	0	0
PE108005	5	12	0	0	1
PE108006	1	5	1	0	1
PE108006	2	1	1	0	1
PE108006	3	2	1	0	1
PE108006	4	12	1	0	1
PE108007	1	5	1	0	1
PE108007	2	1	0	0	1
PE108007	3	12	0	0	1
PE108007	4	2	0	0	1
PE108008	1	1	 	 	 
PE108008	2	5	1	0	1
PE108008	3	1	0	0	1
PE108008	4	2	0	0	1
PE108008	5	12	0	0	1
PE108009	1	5	1	1	1
PE108009	2	2	1	0	1
PE108009	3	1	1	0	1
PE108009	4	23	1	0	1
PE108010	1	1	0	0	1
PE108010	2	2	1	1	1
PE108010	3	12	0	1	1
PE108010	4	34	0	1	1
PE108011	1	1	0	0	0
PE108011	2	2	0	0	0
PE108011	3	12	1	1	1
PE108011	4	34	1	1	1
PE108013	1	5	0	1	1
PE108013	2	2	0	0	0
PE108013	3	1	1	0	0
PE108013	4	3	0	1	1
PE108015	1	1	1	0	0
PE108015	2	2	1	1	1
PE108015	3	5	1	0	1
PE108015	4	35	0	0	1
PE108016	1	1	1	0	0
PE108016	2	2	1	1	0
PE108016	3	35	1	0	1
PE108017	1	5	0	1	0
PE108017	2	2	1	0	1
PE108017	3	1	1	0	0
PE108017	4	36	0	0	0
PE108017	5	12	1	1	1
PE108017	6	23	0	0	1
PE108020	1	5	0	0	0
PE108020	2	3	1	1	0
PE108020	3	1	1	0	0
PE108020	4	12	1	1	1
PE108021	1	5	0	0	1
PE108021	2	1	1	0	0
PE108021	3	12	1	0	1
PE108021	4	2	1	0	0
PE108021	5	35	0	0	1
PE108022	1	5	0	0	1
PE108022	2	2	0	0	1
PE108022	3	1	1	0	0
PE108022	4	36	1	0	1
PE108022	5	12	0	0	1
PE108023	1	3	0	1	1
PE108023	2	12	0	0	1
PE108023	3	2	0	0	1
PE108023	4	1	0	0	1
PE108024	1	5	0	0	1
PE108024	2	3	0	1	1
PE108024	3	1	0	0	1
PE108024	4	2	0	0	1
PE108024	5	34	0	0	1
PE108025	1	1	1	0	1
PE108025	2	34	0	0	1
PE108025	3	2	0	0	1
PE108025	4	12	1	0	1
PE108026	1	1	0	0	0
PE108026	2	2	0	0	1
PE108026	3	12	0	0	1
PE108027	1	1	1	0	1
PE108027	2	2	1	0	1
PE108027	3	35	0	0	1
PE108027	4	12	1	0	1
PE108028	1	1	0	0	1
PE108028	2	2	0	0	1
PE108028	3	35	0	1	1
PE108028	4	5	0	0	1
PE108028	5	12	0	1	1
PE108029	1	1	1	0	0
PE108029	2	2	0	0	0
PE108029	3	35	0	0	1
PE118001	1	1	1	1	1
PE118001	2	5	1	1	1
PE118001	3	2	0	1	1
PE118002	1	1	1	0	0
PE118002	2	5	0	0	1
PE118002	3	2	0	0	1
PE118002	4	35	0	0	1
PE118003	1	1	1	0	1
PE118003	2	7	0	1	0
PE118003	3	2	0	0	0
PE118003	4	35	0	0	1
PE118004	1	1	1	0	1
PE118004	2	5	1	0	0
PE118004	3	35	0	0	1
PE118004	4	23	1	0	1
PE118004	5	12	1	0	1
PE118004	6	2	1	0	1
PE118005	1	5	1	1	0
PE118005	2	1	1	0	0
PE118005	3	7	1	1	0
PE118005	4	5	0	1	0
PE118005	5	2	1	0	1
PE118006	1	1	1	0	0
PE118006	2	2	0	0	0
PE118006	3	35	0	0	1
PE118007	1	1	1	0	0
PE118007	2	2	0	0	0
PE118007	3	5	1	0	1
PE118007	4	35	0	0	1
PE118008	1	1	1	0	1
PE118008	2	5	1	0	0
PE118008	3	7	1	0	0
PE118008	4	6	0	0	0
PE118008	5	17	1	0	0
PE118009	1	5	0	1	0
PE118009	2	1	1	0	0
PE118009	3	35	0	0	1
PE118009	4	2	1	0	0
PE118010	1	1	1	0	1
PE118010	2	35	0	1	1
PE118010	3	2	0	0	1
PE118011	1	5	0	0	1
PE118011	2	1	0	0	1
PE118011	3	6	0	1	0
PE118011	4	10	0	0	1
PE118012	1	1	0	0	0
PE118012	2	34	0	0	0
PE118013	1	1	1	1	1
PE118013	2	5	0	0	1
PE118013	3	2	0	0	1
PE118013	4	17	0	1	1
PE118014	1	1	1	0	0
PE118014	2	35	0	0	1
PE118014	3	2	0	0	1
PE118014	4	5	0	0	1
PE118015	1	1	1	0	1
PE118015	2	14	1	0	0
PE118015	3	2	1	1	0
PE118016	1	1	1	0	0
PE118016	2	36	1	0	1
PE118016	3	6	0	0	0
PE118016	4	2	1	0	0
PE118016	5	34	1	0	0
PE118017	1	5	0	1	0
PE118017	2	7	0	1	0
PE118017	3	35	0	0	1
PE118018	1	1	1	0	0
PE118018	2	7	0	0	0
PE118018	3	5	1	0	0
PE118018	4	2	1	0	1
PE118018	5	34	0	0	1
PE118019	1	17	1	1	1
PE118019	2	5	1	0	0
PE118019	3	8	0	0	0
PE118019	4	1	1	0	0
PE118019	5	23	1	0	0
PE118020	1	1	1	0	0
PE118020	2	36	0	0	1
PE118020	3	2	0	0	1
PE118020	4	5	0	0	1
PE118020	5	34	1	0	1
PE118020	6	7	0	0	1
PE118021	1	6	0	1	0
PE118021	2	1	1	1	0
PE118021	3	5	1	0	1
PE118021	4	2	1	1	0
PE118021	5	10	0	0	1
PE118022	1	5	0	1	1
PE118022	2	1	0	1	1
PE118022	3	2	0	1	1
PE118022	4	34	0	1	1
PE118023	1	2	1	1	0
PE118023	2	1	1	0	0
PE118023	3	6	0	1	0
PE118027	1	1	1	0	0
PE118027	2	5	0	1	0
PE118027	3	2	0	1	1
PE118027	4	7	1	1	0
PE118028	1	23	0	0	1
PE118028	2	1	0	0	1
PE118028	3	2	0	1	1
PE118028	4	34	0	0	1
PE118028	5	23	0	0	1
PE118029	1	5	0	0	1
PE118029	2	1	1	0	1
PE118029	3	36	0	1	1
PE118029	4	23	1	1	1
PE118029	5	17	0	0	1
PE118030	1	5	1	0	0
PE118030	2	1	1	0	0
PE118030	3	35	0	1	1
PE118030	4	12	0	1	1
PE118030	5	2	1	0	0
PE128002	1	5	0	0	1
PE128002	2	34	0	1	1
PE128002	3	1	1	0	1
PE128002	4	12	0	0	1
PE128002	5	2	1	0	1
PE128003	1	5	1	0	1
PE128003	2	1	1	0	1
PE128003	3	2	0	1	1
PE128004	1	14	1	1	1
PE128004	2	1	1	1	1
PE128004	3	2	0	0	1
PE128004	4	12	1	1	1
PE128005	1	1	1	0	1
PE128005	2	2	0	0	1
PE128005	3	5	1	1	1
PE128005	4	34	1	1	1
PE128005	5	12	1	1	1
PE128006	1	1	1	0	1
PE128006	2	2	0	0	1
PE128006	3	35	0	0	1
PE128006	4	12	0	0	1
PE128007	1	2	0	0	0
PE128007	2	34	0	0	1
PE128007	3	12	0	0	1
PE128007	4	1	1	0	1
PE128008	1	1	1	0	1
PE128008	2	3	0	1	1
PE128008	3	2	0	0	1
PE128008	4	12	1	1	1
PE128009	1	1	1	0	1
PE128009	2	2	0	0	1
PE128009	3	34	0	0	1
PE128009	4	12	0	0	1
PE128009	5	13	0	0	1
PE128010	1	1	1	0	2
PE128010	2	10	1	0	1
PE128010	3	13	0	0	1
PE128010	4	5	0	0	2
PE128011	1	1	1	0	1
PE128011	2	12	0	1	1
PE128011	3	2	0	1	1
PE128012	1	1	1	0	1
PE128012	2	5	0	0	1
PE128012	3	37	0	0	1
PE128013	1	5	0	0	1
PE128013	2	1	1	0	1
PE128013	3	2	0	0	1
PE128013	4	12	0	0	1
PE128013	5	35	0	0	1
PE128014	1	2	0	0	1
PE128014	2	23	0	0	1
PE128014	3	12	0	0	1
PE128014	4	5	0	0	0
PE128014	5	1	1	0	1
PE128015	1	1	0	1	1
PE128015	2	11	0	0	1
PE128015	3	2	0	0	1
PE128015	4	35	0	0	1
PE128015	5	12	0	0	1
PE128016	1	5	1	0	2
PE128016	2	2	1	1	0
PE128016	3	32	1	1	2
PE128016	4	1	1	0	1
PE128016	5	35	0	0	1
PE128017	1	1	1	0	1
PE128017	2	5	1	0	1
PE128017	3	2	1	0	1
PE128017	4	20	1	0	1
PE128017	5	12	1	0	1
PE128018	1	12	1	0	1
PE128018	2	5	1	0	1
PE128018	3	1	1	0	0
PE128018	4	34	0	0	1
PE128018	5	2	1	0	0
PE128019	1	1	1	0	1
PE128019	2	12	0	1	1
PE128019	3	2	1	0	1
PE128019	4	35	0	1	1
PE128019	5	5	1	0	1
PE128020	1	2	1	0	1
PE128020	2	5	1	0	1
PE128020	3	12	1	0	1
PE128020	4	1	1	0	1
PE128020	5	34	0	0	1
PE128021	1	1	1	1	1
PE128021	2	5	0	0	1
PE128021	3	2	0	0	1
PE128021	4	12	0	0	1
PE128022	1	1	1	0	1
PE128022	2	5	1	1	1
PE128022	3	12	1	1	1
PE128022	4	2	1	1	1
PE128022	5	3	0	1	1
PE128023	1	1	1	0	1
PE128023	2	20	0	0	1
PE128023	3	2	1	0	1
PE128023	4	35	0	1	1
PE128023	5	12	0	0	1
PE128023	6	18	0	1	1
PE128024	1	1	1	0	1
PE128024	2	2	1	0	1
PE128024	3	12	0	0	1
PE128024	4	34	1	0	1
PE128024	5	5	1	0	1
PE128026	1	1	0	0	1
PE128026	2	2	0	0	1
PE128026	3	12	0	0	1
PE128027	1	2	0	0	1
PE128027	2	12	0	0	1
PE128027	3	1	1	0	1
PE128027	4	35	0	0	1
PE128028	1	1	1	0	1
PE128028	2	2	0	0	1
PE128028	3	34	0	0	1
PE128029	1	1	1	0	0
PE128029	2	2	0	0	1
PE128030	1	1	1	0	0
PE128030	2	2	0	1	2
PE128030	3	12	0	0	2
PE128031	1	1	1	0	1
PE128031	2	12	0	0	0
PE128031	3	2	0	0	0
PE128032	1	1	1	0	0
PE128032	2	12	0	0	1
PE128032	3	2	0	0	0
PE128033	1	5	0	0	1
PE128033	2	2	0	0	1
PE128033	3	1	1	0	1
PE128033	4	12	1	0	1
PE128033	5	35	1	0	1
PE128034	1	4	1	0	1
PE128034	2	5	1	0	1
PE128034	3	12	1	0	1
PE128034	4	1	1	0	0
PE128034	5	36	0	0	1
PE128034	6	23	0	0	1
PE128034	7	2	1	0	0
PE128034	8	35	0	0	1
PE128037	1	2	1	0	1
PE128037	2	1	1	0	1
PE128037	3	36	0	0	1
PE128037	4	12	1	0	1
PE128037	5	5	1	0	0
PE128038	1	1	1	0	0
PE128038	2	2	0	0	1
PE128038	3	12	0	0	1
PE128039	1	1	1	0	1
PE128039	2	12	1	0	1
PE128039	3	2	1	0	1
PE128039	4	15	1	0	1
PE128040	1	1	1	0	0
PE128040	2	10	0	0	1
PE128040	3	12	0	0	1
PE128040	4	21	0	0	1
PE128040	5	2	1	0	0
PE128040	6	12	1	0	1
PE128041	1	12	1	0	1
PE128041	2	36	1	0	1
PE128041	3	2	1	0	1
PE128041	4	5	1	0	0
PE128041	5	1	1	0	0
PE128041	6	10	1	0	1
PE128041	7	3	0	1	2
PE128042	1	2	0	0	1
PE128042	2	12	0	0	1
PE128042	3	34	0	0	1
PE128042	4	1	1	0	1
PE128042	5	12	0	0	1
PE128043	1	1	1	0	0
PE128043	2	2	0	0	0
PE128043	3	12	0	0	1
PE128044	1	1	1	0	1
PE128044	2	3	1	1	1
PE128044	3	5	1	1	1
PE128044	4	2	1	1	1
PE128044	5	35	1	0	1
PE128045	1	2	0	0	0
PE128045	2	13	0	0	0
PE128045	3	1	0	0	0
PE128045	4	12	1	0	0
PE128046	1	5	0	1	1
PE128046	2	3	0	1	1
PE128046	3	1	1	0	1
PE128046	4	2	1	1	1
PE128046	5	12	1	1	1
PE128046	6	35	1	0	1
PE128046	7	32	1	1	1
PE128047	1	5	1	0	0
PE128047	2	2	1	0	0
PE128047	3	1	1	0	0
PE128047	4	36	1	0	1
PE128047	5	35	1	0	1
PE128047	6	34	1	0	1
PE128047	8	12	1	0	1
PE128048	1	1	1	1	1
PE128048	2	5	1	0	1
PE128048	3	12	0	0	1
PE128048	4	2	0	0	1
PE128048	5	35	1	0	1
PE128048	6	20	0	0	0
PE128049	1	1	1	0	1
PE128049	2	12	0	0	1
PE128049	3	5	1	0	1
PE128049	4	20	1	0	1
PE128049	5	2	1	0	1
PE128050	1	2	0	0	0
PE128050	2	12	0	0	1
PE128050	3	1	1	0	1
PE128050	4	13	0	0	1
PE128051	1	1	1	1	1
PE128051	2	2	0	0	1
PE128051	3	12	0	0	1
PE138002	1	1	0	0	1
PE138002	2	2	0	1	1
PE138002	3	34	0	1	1
PE138003	1	1	1	0	0
PE138003	2	2	0	0	1
PE138003	3	12	0	0	1
PE138004	1	2	0	0	1
PE138004	2	12	0	0	1
PE138004	3	35	1	0	1
PE138004	4	1	0	0	1
PE138005	1	1	0	0	1
PE138005	2	12	1	0	1
PE138005	3	2	1	0	1
PE138007	1	1	0	0	0
PE138007	2	2	0	0	1
PE138007	3	35	0	0	1
PE138007	4	34	0	0	1
PE138007	5	20	1	0	0
PE138007	6	12	0	1	1
PE138007	7	5	1	1	0
PE138008	1	1	1	0	0
PE138008	2	2	1	1	0
PE138008	3	12	1	1	1
PE138009	1	1	1	0	0
PE138009	2	12	0	1	1
PE138009	3	2	1	0	0
PE138010	1	2	0	0	1
PE138010	2	12	0	0	1
PE138010	3	1	1	0	0
PE138010	4	13	0	0	1
PE138011	1	1	1	0	0
PE138011	2	2	1	0	1
PE138011	3	35	0	0	1
PE138011	4	12	0	0	1
PE138012	1	1	0	0	0
PE138012	2	36	1	0	1
PE138012	3	2	0	0	0
PE138012	4	35	0	1	0
PE138012	5	12	0	1	1
PE138013	1	1	0	0	1
PE138013	2	5	0	0	1
PE138013	3	35	0	0	1
PE138013	4	12	0	0	1
PE138013	5	2	0	0	1
PE138014	1	5	0	1	0
PE138014	2	20	1	1	0
PE138014	3	1	1	0	0
PE138014	4	2	1	1	0
PE138014	5	3	0	1	0
PE138015	1	1	1	0	1
PE138015	2	2	0	0	1
PE138015	3	34	0	1	1
PE138016	1	1	0	0	0
PE138016	2	36	0	0	0
PE138016	3	2	1	0	0
PE138016	4	12	1	0	0
PE138016	5	35	1	0	0
PE138017	1	1	0	0	1
PE138017	2	2	0	0	1
PE138017	3	35	0	0	1
PE138020	1	14	0	0	1
PE138021	1	1	1	0	1
PE138021	2	5	0	0	1
PE138021	3	12	0	0	1
PE138021	4	2	1	0	1
PE138021	5	4	1	0	0
PE138022	1	1	1	1	0
PE138022	2	2	1	0	0
PE138022	3	5	1	0	0
PE138022	4	35	1	1	1
PE138023	1	1	0	0	0
PE138023	2	36	0	0	0
PE138023	3	5	0	0	1
PE138023	4	2	0	0	0
PE138023	5	12	0	0	1
PE138024	1	1	0	0	1
PE138024	2	35	0	0	1
PE138024	3	2	0	0	1
PE138025	1	1	0	0	1
PE138025	2	2	0	1	1
PE138025	3	12	0	1	1
PE138025	4	35	0	0	1
PE138026	1	5	0	0	1
PE138026	2	20	0	0	1
PE138026	3	1	1	0	1
PE138027	1	1	0	0	1
PE138027	2	2	1	0	1
PE138027	3	35	0	0	1
PE138027	4	12	1	1	1
PE138028	1	1	1	0	1
PE138028	2	5	0	1	0
PE138028	3	20	1	0	0
PE138028	4	2	0	0	1
PE138028	5	35	0	0	0
PE138029	1	1	0	0	1
PE138029	2	2	0	0	1
PE138029	3	12	0	0	1
PE138030	1	1	1	0	0
PE138030	2	2	0	1	0
PE138030	3	5	0	1	0
PE138030	4	12	0	1	1
PE138030	5	18	0	0	1
PE138030	6	34	0	1	1
PE138031	1	2	0	0	0
PE138031	2	35	0	0	1
PE138031	3	1	0	0	0
PE138031	4	12	0	0	1
PE138032	1	35	0	0	1
PE138032	2	1	1	0	0
PE138032	3	12	0	0	1
PE138033	1	1	0	0	0
PE138033	2	2	1	0	1
PE138033	3	35	0	0	1
PE138034	1	2	0	1	1
PE138034	2	5	1	0	1
PE138034	3	1	1	0	1
PE138034	4	12	1	1	1
PE138034	5	32	1	0	1
PE138035	1	1	0	0	0
PE138035	2	13	0	0	1
PE138035	3	2	0	0	1
PE138036	1	1	0	0	1
PE138036	2	2	1	0	1
PE138036	3	35	1	0	1
PE138036	4	12	1	0	1
PE138037	1	1	1	0	1
PE138037	2	13	0	0	1
PE138037	3	23	0	0	1
PE138037	4	2	0	0	1
PE138037	5	12	0	0	1
PE138037	6	35	0	0	1
PE138038	1	1	0	0	1
PE138038	2	2	0	0	1
PE138038	3	5	0	0	1
PE138038	4	35	1	0	1
PE138038	5	12	1	0	1
PE138039	1	2	1	0	1
PE138039	2	5	1	0	1
PE138039	3	3	0	1	1
PE138039	4	34	1	1	1
PE138039	5	1	0	0	1
PE138040	1	1	0	0	1
PE138040	2	2	0	0	1
PE138040	3	12	0	0	1
PE138040	4	13	0	0	1
PE138041	1	1	1	0	1
PE138041	2	3	0	1	1
PE138041	3	20	1	1	1
PE138041	4	2	0	0	1
PE138041	5	5	0	1	1
PE138041	6	12	1	1	1
PE138042	1	1	0	0	1
PE138042	2	2	0	0	1
PE138042	3	34	0	0	1
PE138043	1	1	1	0	0
PE138043	2	2	1	0	0
PE138043	3	12	1	0	1
PE138044	1	1	1	0	0
PE138044	2	2	0	1	0
PE138044	3	34	0	1	1
PE138045	1	1	0	0	1
PE138045	2	12	0	0	1
PE138045	3	2	0	0	1
PE138045	4	35	0	0	1
PE138046	1	2	0	0	1
PE138046	2	5	0	0	1
PE138046	3	23	0	0	1
PE138046	4	1	0	0	0
PE138046	5	12	0	1	1
PE138047	1	1	1	1	0
PE138047	2	2	0	0	0
PE138047	3	35	0	0	1
PE138047	4	12	0	0	1
PE138048	1	1	1	0	0
PE138048	2	2	1	1	0
PE138048	3	35	0	1	1
PE138048	4	12	1	1	1
PE138049	1	1	0	0	1
PE138049	2	2	0	0	1
PE138049	3	35	0	0	1
PE138050	1	1	1	1	0
PE138050	2	2	0	0	0
PE138050	3	35	1	1	1
PE138050	4	12	0	0	1
PE138051	1	1	1	0	0
PE138051	2	35	1	0	1
PE138051	3	2	1	0	0
PE138051	4	12	0	0	1
PE138052	1	1	1	0	1
PE138052	2	2	0	1	1
PE138052	3	5	0	0	1
PE138052	4	12	0	0	1
PE138053	1	1	0	1	1
PE138053	2	35	0	1	1
PE138053	3	2	0	0	1
PE138053	4	13	0	0	1
PE148001	1	1	1	0	1
PE148001	2	2	1	0	1
PE148001	3	35	1	0	1
PE148001	4	5	1	0	1
PE148002	1	1	1	0	1
PE148002	2	12	0	0	1
PE148002	3	35	1	0	1
PE148002	4	2	1	0	1
PE148003	1	1	1	0	1
PE148003	2	2	1	0	1
PE148003	3	5	1	0	1
PE148003	4	12	1	0	1
PE148004	1	1	0	0	0
PE148004	2	2	1	0	0
PE148004	3	12	0	1	1
PE148004	4	5	0	1	1
PE148004	5	3	0	1	0
PE148005	1	2	0	1	0
PE148005	2	5	0	1	0
PE148005	3	1	0	0	0
PE148005	4	34	0	0	0
PE148006	1	5	0	0	1
PE148006	2	1	0	0	1
PE148006	3	12	0	0	1
PE148006	4	2	0	0	1
PE148006	5	35	0	0	1
PE148007	1	1	1	1	1
PE148007	2	12	0	0	1
PE148007	3	2	1	0	1
PE148007	4	13	0	0	1
PE148008	1	1	1	0	1
PE148008	2	20	0	0	1
PE148008	3	12	0	0	1
PE148008	4	34	0	0	1
PE148009	1	1	0	0	0
PE148009	2	2	0	0	1
PE148009	3	12	0	0	1
PE148010	1	5	0	0	1
PE148010	2	5	0	0	0
PE148010	3	1	0	0	1
PE148010	4	2	1	0	1
PE148010	5	34	0	0	1
PE148010	6	12	0	0	1
PE148011	1	5	0	0	1
PE148011	2	23	0	0	1
PE148011	3	1	1	0	1
PE148011	4	2	0	0	1
PE148011	5	13	0	0	1
PE148011	6	31	1	1	1
PE148012	1	1	1	0	1
PE148012	2	2	1	0	1
PE148012	3	12	0	1	1
PE148012	4	34	0	0	1
PE148013	1	5	0	0	1
PE148013	2	1	1	0	1
PE148013	3	2	1	1	1
PE148013	4	12	0	0	1
PE148013	5	32	1	0	1
PE148014	1	1	1	0	1
PE148014	2	2	0	0	1
PE148014	3	17	0	1	1
PE148014	4	12	0	1	1
PE148015	1	1	0	0	0
PE148015	2	13	0	0	1
PE148015	3	2	0	0	1
PE148015	4	12	0	0	1
PE148015	5	35	0	0	1
PE148016	1	1	0	0	1
PE148016	2	5	0	0	1
PE148016	3	2	1	0	1
PE148016	4	12	1	1	1
PE148017	1	1	0	0	0
PE148017	2	2	0	1	1
PE148017	3	12	0	0	1
PE148017	4	35	0	0	1
PE148018	1	5	1	1	1
PE148018	2	2	0	1	1
PE148018	3	3	0	1	1
PE148018	4	12	0	0	1
PE148018	5	1	1	0	1
PE148019	1	1	0	0	1
PE148019	2	2	1	0	1
PE148019	3	12	1	0	1
PE148020	1	1	0	0	1
PE148020	2	2	0	0	1
PE148020	3	35	1	0	1
PE148020	4	12	0	0	1
PE148021	1	1	0	0	1
PE148021	2	2	0	0	1
PE148021	3	12	0	0	1
PE148021	4	34	0	1	1
PE148021	5	5	0	0	1
PE148022	1	5	0	1	1
PE148022	2	1	0	0	1
PE148022	3	2	0	0	1
PE148022	4	35	0	1	1
PE148023	1	5	0	0	1
PE148023	2	2	1	0	1
PE148023	3	1	1	0	1
PE148023	4	12	0	0	1
PE148024	1	1	1	0	1
PE148024	2	2	1	0	1
PE148024	3	34	0	0	1
PE148024	4	12	0	0	1
PE148025	1	2	1	1	1
PE148025	2	5	1	1	 
PE148025	3	12	0	1	1
PE148025	4	1	1	1	1
PE148026	1	5	0	0	1
PE148026	2	23	0	1	1
PE148027	1	1	0	0	0
PE148027	2	2	1	0	0
PE148027	3	12	0	0	1
PE148027	4	35	1	0	1
PE148027	5	20	1	0	0
PE148028	1	1	1	0	1
PE148028	2	12	0	1	1
PE148028	3	2	1	0	1
PE148028	4	34	0	1	1
PE148029	1	2	0	0	1
PE148029	2	12	1	0	1
PE148029	3	3	0	1	0
PE148029	4	5	0	0	0
PE148029	5	1	0	0	1
PE148029	6	35	0	0	1
PE148030	1	5	1	0	1
PE148030	2	1	1	0	1
PE148030	3	2	0	0	1
PE148030	4	34	0	0	1
PE148030	5	12	0	0	1
PE148031	1	1	1	0	1
PE148031	2	23	0	0	1
