PLACEID	SCPRIDR4	PRBLCTLY
317	4	0
317	5	0
317	6	0
317	7	1
317	8	1
317	9	0
317	10	0
318	1	1
318	2	1
318	3	0
318	4	0
318	5	0
318	6	1
318	7	1
318	8	1
318	9	0
318	10	0
302	1	1
302	2	1
302	3	0
302	4	0
302	5	0
302	6	1
302	7	1
302	8	1
302	9	0
302	10	1
307	1	1
307	2	1
307	3	0
307	4	0
307	5	0
307	6	0
307	7	0
307	8	0
307	9	0
307	10	0
325	1	1
325	2	1
325	3	0
325	4	0
325	5	0
325	6	0
325	7	0
325	8	1
325	9	0
325	10	0
301	1	1
301	2	1
301	3	0
301	4	0
301	5	0
301	6	0
301	7	0
301	8	1
301	9	0
301	10	0
308	1	0
308	2	1
308	3	0
308	4	0
308	5	0
308	6	0
308	7	0
308	8	1
308	9	0
308	10	0
309	1	0
309	2	1
309	3	0
309	4	0
309	5	0
309	6	1
309	7	1
309	8	0
309	9	0
309	10	0
310	1	1
310	2	1
310	3	1
310	4	0
310	5	0
310	6	1
310	7	1
310	8	1
310	9	1
310	10	0
311	1	0
311	2	1
311	3	0
311	4	0
311	5	0
311	6	1
311	7	1
311	8	0
311	9	0
311	10	0
312	1	0
312	2	0
312	3	0
312	4	0
312	5	0
312	6	0
312	7	0
312	8	0
312	9	0
312	10	0
313	1	0
313	2	1
313	3	0
313	4	0
313	5	0
313	6	1
313	7	1
313	8	1
313	9	1
313	10	1
303	1	0
303	2	1
303	3	0
303	4	0
303	5	0
303	6	0
303	7	1
303	8	1
303	9	0
303	10	0
319	1	1
319	2	1
319	3	0
319	4	0
319	5	0
319	6	1
319	7	1
319	8	1
319	9	0
319	10	0
320	1	1
320	2	1
320	3	0
320	4	0
320	5	0
320	6	1
320	7	1
320	8	1
320	9	0
320	10	0
746	1	1
746	2	1
746	3	0
746	4	0
746	5	0
746	6	1
746	7	1
746	8	1
746	9	0
746	10	0
727	1	1
727	2	1
727	3	1
727	4	0
727	5	0
727	6	1
727	7	1
727	8	1
727	9	0
727	10	0
728	1	1
728	2	1
728	3	1
728	4	0
728	5	0
728	6	1
728	7	1
728	8	1
728	9	0
728	10	0
639	1	1
639	2	1
639	3	1
639	4	0
639	5	0
639	6	1
639	7	1
639	8	1
639	9	0
639	10	0
638	1	1
638	2	1
638	3	0
638	4	0
638	5	0
638	6	1
638	7	1
638	8	1
638	9	0
638	10	0
726	1	1
726	2	1
726	3	0
726	4	0
726	5	0
726	6	1
726	7	1
726	8	1
726	9	0
726	10	0
654	1	1
654	2	1
654	3	1
654	4	0
654	5	0
654	6	1
654	7	1
654	8	1
654	9	0
654	10	0
617	1	1
617	2	1
617	3	1
617	4	0
617	5	0
617	6	1
617	7	1
617	8	1
617	9	0
617	10	0
717	1	0
717	2	1
717	3	1
717	4	0
717	5	0
717	6	1
717	7	1
717	8	1
717	9	1
717	10	0
718	1	1
718	2	1
718	3	0
718	4	0
718	5	0
718	6	0
718	7	0
718	8	1
718	9	1
718	10	0
719	1	1
719	2	1
719	3	1
719	4	0
719	5	0
719	6	1
719	7	1
719	8	1
719	9	0
719	10	0
720	1	0
720	2	1
720	3	0
720	4	0
720	5	0
720	6	1
720	7	1
720	8	0
720	9	1
720	10	0
721	1	1
721	2	1
721	3	0
721	4	0
721	5	0
721	6	0
721	7	1
721	8	1
721	9	0
721	10	0
722	1	0
722	2	1
722	3	1
722	4	0
722	5	0
722	6	0
722	7	1
722	8	1
722	9	1
722	10	0
409	1	0
409	2	1
409	3	0
409	4	0
409	5	0
409	6	0
409	7	1
409	8	0
409	9	0
409	10	0
731	1	1
731	2	1
731	3	0
731	4	0
731	5	0
731	6	0
731	7	1
731	8	1
731	9	0
731	10	0
730	1	0
730	2	1
730	3	0
730	4	0
730	5	0
730	6	1
730	7	1
730	8	1
730	9	1
730	10	0
634	1	1
634	2	1
634	3	0
634	4	0
634	5	0
634	6	1
634	7	1
634	8	1
634	9	0
634	10	0
725	1	1
725	2	1
725	3	0
725	4	0
725	5	0
725	6	1
725	7	1
725	8	1
725	9	0
725	10	0
514	1	1
514	2	0
514	3	1
514	4	1
514	5	0
514	6	0
514	7	1
514	8	1
514	9	1
514	10	1
527	1	1
527	2	0
527	3	0
527	4	0
527	5	0
527	6	0
527	7	0
527	8	0
527	9	0
527	10	1
513	1	1
513	2	0
513	3	1
513	4	0
513	5	0
513	6	0
513	7	1
513	8	1
513	9	0
513	10	1
508	1	1
508	2	0
508	3	0
508	4	0
508	5	0
508	6	1
508	7	1
508	8	1
508	9	0
508	10	0
507	1	1
507	2	0
507	3	0
507	4	0
507	5	0
507	6	1
507	7	1
507	8	1
507	9	1
507	10	1
503	1	1
503	2	0
503	3	0
503	4	0
503	5	0
503	6	1
503	7	1
503	8	1
503	9	1
503	10	1
519	1	1
519	2	0
519	3	1
519	4	0
519	5	0
519	6	1
519	7	1
519	8	0
519	9	1
519	10	1
520	1	1
520	2	0
520	3	0
520	4	0
520	5	0
520	6	0
520	7	1
520	8	0
520	9	1
520	10	0
530	1	1
530	2	0
530	3	1
530	4	1
530	5	1
530	6	1
530	7	1
530	8	1
530	9	1
530	10	1
531	1	1
531	2	1
531	3	0
531	4	0
531	5	0
531	6	0
531	7	1
531	8	1
531	9	1
531	10	1
528	1	1
528	2	1
528	3	0
528	4	0
528	5	0
528	6	0
528	7	1
528	8	1
528	9	1
528	10	1
529	1	1
529	2	0
529	3	0
529	4	0
529	5	0
529	6	0
529	7	0
529	8	1
529	9	1
529	10	0
501	1	1
501	2	1
501	3	1
501	4	1
501	5	1
501	6	1
501	7	1
501	8	1
501	9	1
501	10	1
525	1	1
525	2	0
525	3	0
525	4	1
525	5	0
525	6	0
525	7	1
525	8	1
525	9	0
525	10	1
526	1	1
526	2	1
526	3	0
526	4	0
526	5	0
526	6	0
526	7	1
526	8	0
526	9	0
526	10	0
602	1	1
602	2	1
602	3	0
602	4	0
602	5	0
602	6	1
602	7	1
602	8	0
602	9	1
602	10	0
101	1	1
101	2	1
101	3	0
101	4	0
101	5	0
101	6	0
101	7	0
101	8	1
101	9	1
101	10	0
106	1	0
106	2	0
106	3	0
106	4	0
106	5	0
106	6	0
106	7	0
106	8	0
106	9	0
106	10	0
107	1	1
107	2	1
107	3	0
107	4	0
107	5	0
107	6	0
107	7	0
107	8	0
107	9	0
107	10	0
108	1	1
108	2	1
108	3	0
108	4	0
108	5	0
108	6	0
108	7	0
108	8	1
108	9	1
108	10	0
109	1	1
109	2	1
109	3	0
109	4	0
109	5	0
109	6	0
109	7	0
109	8	0
109	9	0
109	10	1
110	1	1
110	2	1
110	3	0
110	4	0
110	5	0
110	6	0
110	7	1
110	8	1
110	9	0
110	10	0
622	1	1
622	2	1
622	3	1
622	4	0
622	5	0
622	6	1
622	7	0
622	8	1
622	9	0
622	10	0
625	1	1
625	2	1
625	3	0
625	4	0
625	5	0
625	6	0
625	7	0
625	8	1
625	9	0
625	10	0
624	1	1
624	2	1
624	3	1
624	4	0
624	5	0
624	6	1
624	7	1
624	8	1
624	9	0
624	10	0
710	1	1
710	2	1
710	3	0
710	4	0
710	5	0
710	6	0
710	7	0
710	8	1
710	9	0
710	10	0
614	1	1
614	2	1
614	3	0
614	4	0
614	5	0
614	6	0
614	7	0
614	8	1
614	9	0
614	10	0
724	1	0
724	2	1
724	3	0
724	4	0
724	5	0
724	6	1
724	7	1
724	8	0
724	9	1
724	10	0
737	1	0
737	2	0
737	3	0
737	4	0
737	5	0
737	6	0
737	7	0
737	8	0
737	9	0
737	10	0
651	1	1
651	2	0
651	3	0
651	4	0
651	5	0
651	6	0
651	7	1
651	8	0
651	9	0
651	10	0
647	1	0
647	2	0
647	3	0
647	4	0
647	5	0
647	6	0
647	7	1
647	8	0
647	9	0
647	10	0
652	1	1
652	2	0
652	3	1
652	4	0
652	5	0
652	6	1
652	7	1
652	8	1
652	9	0
652	10	0
738	1	0
738	2	0
738	3	0
738	4	0
738	5	0
738	6	0
738	7	1
738	8	0
738	9	0
738	10	0
740	1	0
740	2	0
740	3	0
740	4	0
740	5	0
740	6	0
740	7	1
740	8	0
740	9	0
740	10	0
645	1	0
645	2	0
645	3	1
645	4	0
645	5	0
645	6	0
645	7	1
645	8	0
645	9	0
645	10	0
739	1	0
739	2	0
739	3	0
739	4	0
739	5	0
739	6	0
739	7	0
739	8	0
739	9	0
739	10	0
646	1	0
646	2	1
646	3	0
646	4	1
646	5	0
646	6	1
646	7	0
646	8	0
646	9	0
646	10	0
736	1	1
736	2	0
736	3	0
736	4	0
736	5	0
736	6	0
736	7	1
736	8	0
736	9	0
736	10	0
734	1	1
734	2	0
734	3	0
734	4	0
734	5	0
734	6	1
734	7	0
734	8	0
734	9	0
734	10	0
644	1	0
644	2	1
644	3	0
644	4	0
644	5	0
644	6	1
644	7	1
644	8	0
644	9	0
644	10	0
733	1	1
733	2	1
733	3	1
733	4	1
733	5	0
733	6	0
733	7	1
733	8	1
733	9	0
733	10	0
201	1	1
201	2	0
201	3	0
201	4	0
201	5	0
201	6	1
201	7	1
201	8	0
201	9	0
201	10	0
217	1	1
217	2	1
217	3	0
217	4	0
217	5	0
217	6	0
217	7	1
217	8	1
217	9	0
217	10	0
215	1	1
215	2	1
215	3	0
215	4	1
215	5	0
215	6	0
215	7	1
215	8	1
215	9	1
215	10	1
211	1	1
211	2	1
211	3	0
211	4	0
211	5	0
211	6	0
211	7	1
211	8	0
211	9	0
211	10	0
745	1	1
745	2	0
745	3	0
745	4	0
745	5	0
745	6	0
745	7	1
745	8	0
745	9	0
745	10	0
744	1	1
744	2	1
744	3	0
744	4	0
744	5	0
744	6	0
744	7	1
744	8	1
744	9	0
744	10	0
709	1	1
709	2	1
709	3	1
709	4	1
709	5	0
709	6	1
709	7	1
709	8	1
709	9	1
709	10	0
708	1	1
708	2	1
708	3	0
708	4	0
708	5	0
708	6	0
708	7	0
708	8	0
708	9	0
708	10	0
613	1	1
613	2	0
613	3	0
613	4	1
613	5	0
613	6	0
613	7	1
613	8	1
613	9	1
613	10	0
741	1	1
741	2	0
741	3	0
741	4	0
741	5	0
741	6	1
741	7	1
741	8	1
741	9	1
741	10	0
610	1	1
610	2	0
610	3	0
610	4	1
610	5	0
610	6	0
610	7	1
610	8	1
610	9	0
610	10	0
732	1	1
732	2	1
732	3	0
732	4	0
732	5	0
732	6	0
732	7	0
732	8	0
732	9	0
732	10	0
218	1	1
218	2	0
218	3	0
218	4	0
218	5	0
218	6	0
218	7	0
218	8	1
218	9	1
218	10	0
742	1	1
742	2	0
742	3	0
742	4	0
742	5	0
742	6	1
742	7	1
742	8	0
742	9	0
742	10	0
703	1	1
703	2	0
703	3	0
703	4	0
703	5	0
703	6	0
703	7	1
703	8	0
703	9	0
703	10	0
701	1	1
701	2	1
701	3	0
701	4	0
701	5	0
701	6	0
701	7	1
701	8	0
701	9	1
701	10	0
707	1	1
707	2	0
707	3	1
707	4	0
707	5	0
707	6	1
707	7	1
707	8	0
707	9	0
707	10	0
702	1	1
702	2	0
702	3	1
702	4	0
702	5	0
702	6	1
702	7	1
702	8	1
702	9	1
702	10	0
729	1	1
729	2	1
729	3	0
729	4	0
729	5	0
729	6	1
729	7	1
729	8	0
729	9	0
729	10	0
714	1	1
714	2	0
714	3	0
714	4	0
714	5	0
714	6	0
714	7	1
714	8	1
714	9	0
714	10	0
706	1	1
706	2	1
706	3	1
706	4	1
706	5	0
706	6	1
706	7	1
706	8	1
706	9	1
706	10	0
735	1	1
735	2	1
735	3	1
735	4	1
735	5	0
735	6	1
735	7	1
735	8	1
735	9	1
735	10	0
705	1	1
705	2	0
705	3	0
705	4	0
705	5	0
705	6	1
705	7	0
705	8	0
705	9	0
705	10	0
716	1	1
716	2	0
716	3	0
716	4	0
716	5	0
716	6	0
716	7	1
716	8	0
716	9	0
716	10	0
609	1	1
609	2	1
609	3	1
609	4	1
609	5	0
609	6	0
609	7	1
609	8	1
609	9	1
609	10	0
723	1	1
723	2	1
723	3	0
723	4	0
723	5	0
723	6	1
723	7	1
723	8	1
723	9	0
723	10	0
704	1	1
704	2	1
704	3	0
704	4	0
704	5	0
704	6	1
704	7	1
704	8	0
704	9	0
704	10	0
713	1	1
713	2	0
713	3	0
713	4	0
713	5	0
713	6	1
713	7	1
713	8	0
713	9	0
713	10	0
640	1	0
640	2	1
640	3	1
640	4	1
640	5	1
640	6	1
640	7	1
640	8	1
640	9	1
640	10	0
712	1	1
712	2	0
712	3	0
712	4	0
712	5	0
712	6	0
712	7	1
712	8	0
712	9	0
712	10	0
629	1	0
629	2	1
629	3	0
629	4	0
629	5	0
629	6	1
629	7	1
629	8	1
629	9	0
629	10	0
