PLACEID	LCPRIDR4	PPSTD0101	CDVEN0101	CDIR0101	PRCESTND
121	1	5000	1	3	5000
121	2	90	1	3	90
121	3	60	1	4	60
121	4	60	1	3	60
121	5	105	1	4	105
121	6	75	1	3	75
121	7	1.5	1	4	1.5
121	8	1000	1	3	1000
121	9	.800000011920929	1	3	.800000011920929
121	10	.550000011920929	1	4	.550000011920929
121	12	12	1	4	12
121	14	150	1	4	150
121	15	142	1	3	142
121	16	100	1	3	100
121	17	16	1	4	16
121	18	27	1	4	27
121	19	6	1	3	6
121	20	10	1	3	10
121	21	42.5	1	4	42.5
121	22	25	1	4	25
121	23	210	1	4	210
121	24	6	1	4	6
121	25	15	4	4	15
121	26	8	4	4	8
121	27	0	77	4	0
121	28	16	1	3	16
121	29	3.5	1	3	3.5
121	30	0	77	4	0
121	31	1.5	1	4	1.5
121	32	12	1	4	12
121	33	40	1	4	40
121	34	30	1	3	30
121	35	-77	77	3	0
121	36	90	1	4	90
121	37	230	1	4	230
121	38	110	1	4	110
121	39	140	1	4	140
121	40	-77	77	4	-77
121	41	70	1	3	70
121	42	120	1	4	120
121	43	13	1	4	13
121	44	10	1	4	10
121	45	40	1	4	40
121	46	5	1	4	5
121	47	20	1	3	20
121	48	15	1	3	15
121	49	15	1	4	15
121	50	25	1	3	25
121	51	5	1	3	5
121	52	2	1	3	2
121	53	6	1	3	6
121	54	15	1	3	15
121	55	3	1	4	3
121	56	22	1	3	22
121	57	7.5	1	4	7.5
121	58	6	1	4	6
121	59	8.39999961853027	1	4	8.39999961853027
120	1	5	1	3	5
120	2	65	1	3	65
120	3	70	1	3	70
120	4	55	1	3	55
120	5	65	1	3	65
120	6	65	1	3	65
120	7	1.5	1	4	1.5
120	8	1	1	4	1
120	9	.800000011920929	1	3	.800000011920929
120	10	.550000011920929	1	3	.550000011920929
120	12	12	1	4	12
120	14	150	1	3	150
120	15	142	1	3	142
120	16	100	1	3	100
120	17	17	1	3	17
120	18	27	1	3	27
120	19	6	1	4	6
120	20	10	1	3	10
120	21	42.5	1	3	42.5
120	22	25	1	4	25
120	23	110	1	4	110
120	24	6	1	4	6
120	25	15	1	4	15
120	26	12	1	4	12
120	27	-77	77	4	-77
120	28	6	1	4	6
120	29	3.5	1	4	3.5
120	30	-77	1	3	-77
120	31	1.5	1	4	1.5
120	32	13	1	4	13
120	33	40	1	4	40
120	34	30	1	4	30
120	35	15	1	4	15
120	36	95	1	4	95
120	37	230	1	4	230
120	38	110	1	4	110
120	39	130	1	4	130
120	40	-77	77	4	-77
120	41	70	1	4	70
120	42	110	1	4	110
120	43	13	1	3	13
120	44	8	1	3	8
120	45	40	1	3	40
120	46	5	1	3	5
120	47	15	1	3	15
120	48	-77	77	4	-77
120	49	15	1	4	15
120	50	25	1	4	25
120	51	5	1	4	5
120	52	2	1	4	2
120	53	6	1	4	6
120	54	15	1	4	15
120	55	3	1	1	3
120	56	22	1	3	22
120	57	7.5	1	4	7.5
120	58	6	1	3	6
120	59	9	1	3	9
618	1	11	15	9	11
618	2	70	8	9	70
618	3	80	8	9	80
618	4	80	8	6	80
618	5	100	8	6	100
618	6	120	8	7	120
618	7	2	9	8	2
618	8	-77	9	8	-77
618	9	8	9	8	.800000011920929
618	10	8	9	8	8
618	12	12	5	9	12
618	14	200	1	9	200
618	15	150	1	9	150
618	16	100	1	9	100
618	17	20	1	9	20
618	18	44	1	9	44
618	19	15	1	9	15
618	20	10	1	9	10
618	21	40	1	9	40
618	22	24	1	9	23
618	23	140	15	6	140
618	24	5	5	9	10
618	25	5	5	9	5
618	26	12	5	9	12
618	27	2	5	9	5
618	28	25	5	9	25
618	29	3.5	5	9	3.5
618	30	7	1	9	7
618	31	5	1	9	5
618	32	20	1	9	20
618	33	35	5	9	35
618	34	40	5	9	40
618	35	20	5	9	20
618	36	80	5	9	80
618	37	240	5	9	240
618	38	50	5	9	50
618	39	130	5	9	130
618	40	50	5	9	50
618	41	80	5	9	80
618	42	180	5	9	180
618	43	12	5	9	12
618	44	14	5	9	14
618	45	50	5	9	50
618	46	6	5	9	6
618	47	15	1	9	15
618	48	20	5	9	20
618	49	40	5	9	40
618	50	30	5	9	30
618	51	20	5	9	20
618	52	3	5	9	3
618	53	6.5	1	9	6.5
618	54	19	1	9	19
618	55	20	1	9	20
618	56	25	1	9	25
618	57	5	1	9	5
618	58	8	1	9	8
618	59	8	1	9	8
715	1	12	1	3	12
715	2	60	1	3	60
715	3	70	1	3	70
715	4	75	1	3	75
715	5	75	1	3	75
715	6	90	1	3	90
715	7	1.5	1	1	1.5
715	8	1.20000004768372	1	1	1.20000004768372
715	9	1	1	2	1
715	10	12	1	2	12
715	12	17	1	3	15
715	14	200	1	2	200
715	15	52	1	2	50
715	16	96	1	2	96
715	17	20	1	2	20
715	18	45	1	2	45
715	19	15	1	3	15
715	20	19	1	2	20
715	21	45	1	3	45
715	22	27	1	1	27
715	23	150	1	3	145
715	24	12	5	4	12
715	25	7	5	4	7
715	26	8	5	4	8
715	27	10	5	4	10
715	28	25	1	3	25
715	29	3	1	3	3
715	30	8	1	3	8
715	31	2	1	3	2
715	32	28	1	3	28
715	33	55	1	3	55
715	34	52	1	3	50
715	35	20	1	3	20
715	36	120	7	3	120
715	37	250	7	3	250
715	38	80	5	3	80
715	39	160	5	3	160
715	40	60	5	4	60
715	41	90	5	4	90
715	42	250	5	4	250
715	43	12	5	4	12
715	44	15	5	4	15
715	45	60	1	3	55
715	46	8	5	3	8
715	47	30	4	2	30
715	48	25	4	1	25
715	49	35	3	3	35
715	50	60	3	3	60
715	51	15	3	3	15
715	52	3	5	3	3
715	53	20	1	2	20
715	54	21	1	2	21
715	55	20	1	2	20
715	56	18	1	2	18
715	57	9	1	2	9
715	58	10	1	2	10
715	59	10	1	2	10
711	1	8.5	1	2	9
711	2	120	1	2	120
711	3	135	1	2	135
711	4	120	1	2	120
711	5	170	1	2	170
711	6	200	1	2	200
711	7	1.5	1	2	1.5
711	8	1	1	2	1
711	9	5	1	2	5
711	10	13	1	2	13
711	12	12	1	3	12
711	14	200	1	3	200
711	15	108	1	3	108
711	16	86	1	3	86
711	17	19	1	3	19
711	18	44	1	3	44
711	19	15	4	4	15
711	20	21	1	3	21
711	21	45	1	3	45
711	22	28	1	2	28
711	23	147	1	2	150
711	24	8	5	4	8
711	25	12	5	4	12
711	26	6	5	4	6
711	27	15	5	4	15
711	28	25	1	3	25
711	29	3	1	3	3
711	30	8	1	3	8
711	31	20	1	3	20
711	32	22	1	3	22
711	33	50	1	3	50
711	34	47	1	3	47
711	35	20	1	3	20
711	36	80	7	4	80
711	37	250	5	4	250
711	38	85	5	4	85
711	39	120	5	4	120
711	40	75	5	4	75
711	41	120	5	4	120
711	42	220	1	4	220
711	43	15	5	4	15
711	44	12	5	4	12
711	45	40	1	3	40
711	46	5	5	4	5
711	47	25	1	3	25
711	48	20	1	3	20
711	49	22	4	4	22
711	50	70	1	3	70
711	51	16	4	4	16
711	52	3	5	4	3
711	53	20	1	3	20
711	54	21	1	3	21
711	55	20	1	3	20
711	56	17	1	3	17
711	57	9	1	3	9
711	58	9	1	3	9
711	59	9	1	3	9
627	1	11	8	3	11
627	2	50	8	3	50
627	3	45	8	3	45
627	4	45	8	3	45
627	5	50	8	3	50
627	6	45	8	3	45
627	7	5	9	2	5
627	8	4	9	2	4
627	9	5	9	2	5
627	10	10	9	2	10
627	12	11	8	3	11
627	14	140	8	4	140
627	15	43	8	3	43
627	16	90	8	3	90
627	17	15	8	3	15
627	18	33	8	3	33
627	19	6	8	3	6
627	20	15	8	3	8
627	21	42	8	3	42
627	22	27	8	3	27
627	23	130	8	3	130
627	24	8	5	4	8
627	25	5	5	4	5
627	26	6	5	4	6
627	27	7	5	4	7
627	28	21	8	3	21
627	29	4	8	3	4
627	30	7	8	3	7
627	31	8	8	3	8
627	32	29	8	3	29
627	33	30	8	3	30
627	34	28	8	3	28
627	35	20	8	3	20
627	36	95	5	4	95
627	37	230	5	4	230
627	38	120	5	4	120
627	39	135	5	4	135
627	40	85	5	4	85
627	41	110	5	4	110
627	42	150	5	4	150
627	43	12	5	4	12
627	44	11	5	4	11
627	45	30	5	4	30
627	46	7	5	4	7
627	47	20	4	3	20
627	48	30	4	3	30
627	49	17	5	4	17
627	50	25	5	4	25
627	51	9	5	4	9
627	52	4	5	4	4
627	53	24	8	3	24
627	54	22	8	3	22
627	55	22	8	3	22
627	56	37	8	3	37
627	57	10	8	3	10
627	58	10	8	3	10
627	59	10	8	3	10
630	1	9	4	4	9
630	2	90	4	4	90
630	3	50	4	4	50
630	4	65	4	4	65
630	5	70	4	4	70
630	6	70	4	4	70
630	7	3	9	2	3
630	8	2	9	2	2
630	9	3	9	2	3
630	10	5	10	2	5
630	12	10	5	5	10
630	14	80	4	4	80
630	15	33	4	4	33
630	16	90	4	4	90
630	17	14	4	4	14
630	18	36	4	4	36
630	19	6	4	4	6
630	20	20	4	4	20
630	21	40	4	5	40
630	22	26	4	4	26
630	23	110	4	4	110
630	24	8	5	5	8
630	25	5	5	5	5
630	26	3	5	5	3
630	27	5	5	5	5
630	28	18	5	5	18
630	29	4	4	4	4
630	30	6	4	4	6
630	31	6	4	4	6
630	32	25	4	4	25
630	33	36	4	4	36
630	34	34	4	4	34
630	35	20	4	4	20
630	36	75	5	5	75
630	37	190	5	5	190
630	38	80	5	5	80
630	39	85	5	5	85
630	40	60	5	5	60
630	41	80	5	5	80
630	42	110	5	5	110
630	43	13	5	5	13
630	44	15	5	5	15
630	45	34	5	5	34
630	46	7	5	5	7
630	47	25	4	4	30
630	48	30	4	4	30
630	49	10	5	5	10
630	50	15	4	4	15
630	51	10	4	4	10
630	52	3	5	5	3
630	53	24	5	5	24
630	54	22	4	4	22
630	55	20	4	4	20
630	56	42	4	4	42
630	57	9	4	4	9
630	58	8	4	4	8
630	59	9	4	4	9
631	1	9	4	4	9
631	2	75	4	4	75
631	3	55	4	4	55
631	4	50	4	4	50
631	5	65	4	4	65
631	6	70	4	4	70
631	7	3	10	2	3
631	8	1	10	2	1
631	9	2	10	2	2
631	10	20	10	2	20
631	12	11	5	5	11
631	14	80	4	4	80
631	15	40	4	4	40
631	16	80	4	4	80
631	17	14	4	4	14
631	18	36	4	4	36
631	19	6	5	5	6
631	20	10	4	4	10
631	21	40	4	4	40
631	22	26	5	5	26
631	23	110	4	4	110
631	24	5	5	5	5
631	25	8	5	5	8
631	26	6	5	5	6
631	27	5	5	5	5
631	28	18	5	5	18
631	29	4	4	4	4
631	30	6	4	4	6
631	31	6	4	4	6
631	32	26	4	4	26
631	33	33	4	4	33
631	34	32	4	4	32
631	35	20	4	4	20
631	36	75	5	5	75
631	37	200	5	5	200
631	38	90	5	5	90
631	39	80	5	5	80
631	40	70	5	5	70
631	41	80	5	5	80
631	42	105	5	5	105
631	43	12	5	5	12
631	44	8	5	5	8
631	45	40	5	5	40
631	46	6	5	5	6
631	47	20	4	4	20
631	48	25	4	4	25
631	49	10	5	4	10
631	50	15	5	4	15
631	51	10	5	4	10
631	52	3	5	5	3
631	53	24	4	4	24
631	54	22	4	4	22
631	55	20	4	4	20
631	56	42	4	4	42
631	57	9	4	4	9
631	58	8	4	4	8
631	59	9	4	4	9
633	1	4.5	1	2	7
633	2	60	1	4	60
633	3	60	1	4	60
633	4	65	1	4	65
633	5	70	1	4	70
633	6	60	1	4	60
633	7	7	9	5	7
633	8	5	9	5	.5
633	9	6	9	5	.600000023841858
633	10	5	9	5	5
633	12	15	5	3	15
633	14	200	1	2	200
633	15	42	1	2	90
633	16	-88	1	2	-88
633	17	18	1	2	18
633	18	42	1	2	42
633	19	3	1	2	3
633	20	9	1	2	9
633	21	55	1	2	55
633	22	26	1	2	26
633	23	-88	1	4	-88
633	24	5	5	3	5
633	25	5	5	3	4
633	26	5	5	3	5
633	27	2	5	3	4
633	28	23	5	3	23
633	29	3.5	1	2	3.5
633	30	7.5	1	2	7.5
633	31	5	1	2	5
633	32	-88	1	2	-88
633	33	25	5	3	25
633	34	22	5	3	22
633	35	-88	1	2	-88
633	36	80	5	3	80
633	37	240	5	3	240
633	38	-88	5	3	-88
633	39	70	5	3	70
633	40	60	5	3	60
633	41	70	5	3	70
633	42	120	5	3	120
633	43	7	5	3	7
633	44	5	5	3	5
633	45	30	5	3	30
633	46	-88	5	3	-88
633	47	25	5	3	25
633	48	-88	5	3	-88
633	49	25	5	3	25
633	50	20	5	3	20
633	51	10	1	2	10
633	52	3	1	2	3
633	53	6	1	2	6
633	54	20	1	2	20
633	55	5	1	2	5
633	56	35	1	2	35
633	57	10	1	2	10
633	58	9	1	2	9
633	59	-88	1	2	-88
642	1	13	8	3	13
642	2	80	8	3	80
642	3	65	8	3	65
642	4	55	8	3	55
642	5	70	8	3	70
642	6	65	8	3	65
642	7	4	9	2	4
642	8	12	9	2	12
642	9	5	10	2	5
642	10	10	9	2	10
642	12	12	5	4	12
642	14	80	7	3	80
642	15	43	8	3	43
642	16	90	8	3	90
642	17	15	8	3	15
642	18	42	8	3	42
642	19	6	8	3	6
642	20	15	8	3	15
642	21	41	8	3	41
642	22	27	8	3	27
642	23	132	15	3	132
642	24	6	5	4	6
642	25	5	5	4	5
642	26	8	5	4	8
642	27	7	5	4	7
642	28	20	5	4	20
642	29	4	8	3	4
642	30	7	8	3	7
642	31	10	8	3	10
642	32	30	8	3	30
642	33	26	8	3	26
642	34	24	8	3	24
642	35	17	8	3	17
642	36	90	5	4	90
642	37	215	5	4	215
642	38	110	5	4	110
642	39	135	5	4	135
642	40	55	5	4	55
642	41	60	5	4	60
642	42	140	5	4	140
642	43	18	5	4	18
642	44	17	5	4	17
642	45	41	5	4	41
642	46	8	5	4	8
642	47	15	4	3	15
642	48	25	4	3	25
642	49	15	5	4	15
642	50	15	5	4	15
642	51	8	5	4	8
642	52	4	5	4	4
642	53	24	8	3	24
642	54	22	8	3	22
642	55	20	8	3	20
642	56	44	8	4	44
642	57	9	8	3	9
642	58	10	8	3	10
642	59	10	8	3	10
643	1	12	8	3	12
643	2	90	8	3	90
643	3	65	8	3	65
643	4	65	8	3	65
643	5	70	8	3	70
643	6	70	8	3	70
643	7	6	9	2	6
643	8	4	9	2	4
643	9	8	9	2	8
643	10	10	9	2	10
643	12	10	4	3	10
643	14	135	8	3	135
643	15	34	8	3	34
643	16	90	8	3	90
643	17	15	8	3	15
643	18	32	8	3	32
643	19	6	8	3	6
643	20	20	8	3	20
643	21	41	8	3	1
643	22	26	8	3	26
643	23	120	15	4	120
643	24	8	5	4	8
643	25	5	5	4	5
643	26	8	5	4	8
643	27	5	5	4	5
643	28	20	4	3	20
643	29	4	8	3	4
643	30	6	8	3	6
643	31	10	8	3	10
643	32	25	8	3	25
643	33	36	8	3	36
643	34	34	8	3	34
643	35	20	8	3	20
643	36	100	5	4	100
643	37	215	5	4	215
643	38	105	5	4	105
643	39	125	5	4	125
643	40	62	5	4	62
643	41	76	5	4	76
643	42	124	5	4	124
643	43	16	5	4	16
643	44	14	5	4	14
643	45	37	5	4	37
643	46	20	5	4	20
643	47	25	4	3	25
643	48	37	4	4	37
643	49	10	5	4	10
643	50	15	5	4	15
643	51	10	5	4	10
643	52	4	5	4	4
643	53	24	8	3	24
643	54	22	8	3	22
643	55	20	8	3	20
643	56	42	8	3	42
643	57	9	8	3	9
643	58	10	8	3	10
643	59	10	8	3	10
743	1	8	1	2	8
743	2	70	1	3	70
743	3	65	1	3	65
743	4	65	1	3	65
743	5	80	1	3	80
743	6	85	1	3	85
743	7	8	9	4	8
743	8	7	9	4	.699999988079071
743	9	8	9	4	.800000011920929
743	10	14	9	4	14
743	12	18	5	5	18
743	14	200	1	2	200
743	15	45	1	2	90
743	16	360	1	2	360
743	17	22	1	2	22
743	18	45	1	2	45
743	19	7	1	2	7
743	20	25	1	2	25
743	21	55	1	2	55
743	22	30	1	2	30
743	23	385	1	2	385
743	24	4	5	5	5
743	25	4	5	5	4
743	26	4	5	5	4
743	27	2	5	5	4
743	28	22	5	5	22
743	29	4	1	2	4
743	30	10	1	2	10
743	31	7	1	2	7
743	32	40	1	2	40
743	33	32	1	2	32
743	34	30	1	2	30
743	35	45	1	2	45
743	36	85	5	5	85
743	37	240	5	5	240
743	38	75	5	5	75
743	39	90	5	5	90
743	40	70	5	5	70
743	41	75	5	5	75
743	42	140	5	5	140
743	43	14	1	2	14
743	44	12	1	2	12
743	45	30	1	2	30
743	46	8	5	5	8
743	47	25	5	5	25
743	48	30	5	5	30
743	49	30	1	2	30
743	50	30	1	2	30
743	51	12	1	2	12
743	52	4	1	2	4
743	53	7	1	2	7
743	54	22	1	2	22
743	55	6	1	2	6
743	56	43	1	2	43
743	57	10	1	2	10
743	58	10	1	2	10
743	59	10	1	2	10
306	1	7	1	3	7
306	2	120	5	4	120
306	3	130	5	4	130
306	4	140	5	4	140
306	5	150	5	4	150
306	6	130	5	4	130
306	7	5	10	2	5
306	8	1.20000004768372	10	2	1.20000004768372
306	9	.300000011920929	10	2	.300000011920929
306	10	4	10	2	4
306	12	12	1	3	12
306	14	70	1	3	70
306	15	47	1	3	47
306	16	120	1	3	120
306	17	20	1	3	20
306	18	43	1	3	43
306	19	8	1	3	8
306	20	20	1	3	20
306	21	34	1	3	34
306	22	12	1	3	12
306	23	158	1	4	158
306	24	25	5	4	25
306	25	15	5	4	15
306	26	18	5	4	18
306	27	9	5	4	9
306	28	17	1	3	17
306	29	3.5	1	3	3.5
306	30	11	1	3	11
306	31	10	1	3	10
306	32	20	1	3	20
306	33	35	1	3	35
306	34	60	1	3	60
306	35	22	1	3	22
306	36	90	5	5	90
306	37	270	5	5	270
306	38	90	5	5	90
306	39	130	5	5	130
306	40	60	5	5	60
306	41	100	5	5	100
306	42	200	5	5	200
306	43	13	5	5	13
306	44	15	5	5	15
306	45	40	1	5	40
306	46	12	5	5	12
306	47	25	4	5	25
306	48	25	4	5	25
306	49	18	5	4	18
306	50	20	5	4	20
306	51	12	5	4	12
306	52	2.29999995231628	1	3	2.29999995231628
306	53	4	1	3	4
306	54	23	1	3	23
306	55	5	1	3	5
306	56	25	1	3	25
306	57	7.5	1	3	7.5
306	58	10	1	3	10
306	59	9	1	3	9
321	1	12	1	1	9
321	2	120	1	2	120
321	3	150	1	2	150
321	4	145	1	2	145
321	5	125	1	2	125
321	6	155	1	2	155
321	7	12	9	3	12
321	8	.300000011920929	9	3	.300000011920929
321	9	.400000005960464	9	3	.400000005960464
321	10	5	9	3	5
321	12	16	1	3	16
321	14	120	1	4	120
321	15	50	1	3	50
321	16	130	1	3	120
321	17	22	1	4	22
321	18	47	1	4	47
321	19	15	1	5	15
321	20	15	1	4	15
321	21	43	1	3	43
321	22	20	1	3	20
321	23	210	7	3	210
321	24	4	5	5	4
321	25	12	5	3	12
321	26	15	5	3	15
321	27	14	5	3	14
321	28	30	1	3	30
321	29	4	1	3	4
321	30	7	5	2	7
321	31	7	1	4	7
321	32	14	5	5	14
321	33	43	5	2	43
321	34	45	5	2	45
321	35	25	5	2	25
321	36	90	5	3	90
321	37	255	5	2	250
321	38	135	5	4	135
321	39	160	5	4	160
321	40	40	5	5	40
321	41	120	5	5	120
321	42	180	5	5	180
321	43	15	5	5	15
321	44	20	5	5	20
321	45	48	5	5	48
321	46	1.39999997615814	5	5	1.29999995231628
321	47	25	1	1	25
321	48	30	1	1	30
321	49	45	5	5	45
321	50	35	5	5	35
321	51	45	5	3	45
321	52	4	5	3	3.5
321	53	8	1	3	7
321	54	23	1	3	23
321	55	5	1	5	5
321	56	25	1	5	25
321	57	8	1	4	8
321	58	12	1	4	10
321	59	8	1	4	8
305	1	8	8	3	8
305	2	100	8	2	100
305	3	120	8	2	120
305	4	100	8	2	100
305	5	130	8	2	130
305	6	110	8	2	110
305	7	4	9	4	4
305	8	2	9	4	2
305	9	.300000011920929	9	4	.300000011920929
305	10	4	9	4	4
305	12	11	8	3	11
305	14	75	8	3	75
305	15	48	8	3	48
305	16	140	8	3	140
305	17	20	8	3	20
305	18	43	8	3	43
305	19	3.5	8	3	3.5
305	20	24	8	3	24
305	21	34	8	3	34
305	22	15	8	3	15
305	23	158	8	2	158
305	24	25	5	5	25
305	25	14	5	5	14
305	26	18	5	5	18
305	27	8	5	5	8
305	28	19	8	3	19
305	29	3.5	8	3	3.5
305	30	13	8	3	13
305	31	10	8	3	10
305	32	20	8	3	20
305	33	35	8	3	35
305	34	58	8	3	58
305	35	23	8	3	23
305	36	95	5	5	95
305	37	260	5	5	260
305	38	87	5	5	87
305	39	135	5	5	135
305	40	62	5	5	62
305	41	95	5	5	95
305	42	22	5	5	22
305	43	14	5	5	14
305	44	16	5	5	16
305	45	23	8	3	23
305	46	3	5	5	3
305	47	25	8	3	25
305	48	20	8	3	20
305	49	20	5	5	20
305	50	25	5	5	25
305	51	1.20000004768372	5	5	18
305	52	3	8	3	3
305	53	5	8	3	5
305	54	24	8	3	24
305	55	5	8	3	5
305	56	24	8	3	24
305	57	8	8	3	8
305	58	10	8	3	10
305	59	9	8	3	9
322	1	15	1	5	15
322	2	110	1	5	110
322	3	60	1	5	60
322	4	80	1	5	80
322	5	100	1	5	100
322	6	160	1	5	160
322	7	-77	1	5	-77
322	8	-77	1	5	-77
322	9	-77	1	5	-77
322	10	-77	1	5	-77
322	12	12	1	5	12
322	14	80	1	5	80
322	15	44	1	5	44
322	16	120	1	5	120
322	17	20	1	5	20
322	18	45	1	5	45
322	19	4	1	5	4
322	20	10	1	5	10
322	21	40	1	5	40
322	22	27	1	5	27
322	23	130	1	4	130
322	24	3	1	5	3
322	25	6	1	5	6
322	26	8	1	5	8
322	27	12	1	5	12
322	28	20	1	5	20
322	29	4	1	5	4
322	30	6.80000019073486	1	5	6.80000019073486
322	31	4	1	5	4
322	32	11	1	5	11
322	33	42	1	5	42
322	34	45	1	5	45
322	35	22	1	5	22
322	36	85	1	5	85
322	37	250	1	5	250
322	38	120	1	5	120
322	39	150	1	5	150
322	40	30	1	5	30
322	41	120	1	5	120
322	42	150	1	5	150
322	43	15	1	5	15
322	44	12	1	5	12
322	45	45	1	5	45
322	46	40	1	5	40
322	47	20	1	5	20
322	48	27	1	5	27
322	49	-77	1	5	-77
322	50	30	1	5	30
322	51	10	1	5	10
322	52	3	1	5	3
322	53	27	1	5	27
322	54	25	1	5	25
322	55	20	1	5	20
322	56	28	1	5	28
322	57	9	1	5	9
322	58	10	1	5	10
322	59	10	1	5	10
323	1	8	1	2	8
323	2	120	1	3	120
323	3	80	1	2	80
323	4	85	1	3	85
323	5	130	1	3	130
323	6	135	1	2	135
323	7	9	9	4	9
323	8	.300000011920929	9	4	.300000011920929
323	9	.200000002980232	9	3	.200000002980232
323	10	2	9	4	2
323	12	15	1	3	15
323	14	85	1	4	85
323	15	45	1	4	45
323	16	125	1	3	125
323	17	20	1	3	20
323	18	43	1	3	43
323	19	8	1	2	8
323	20	10	1	1	10
323	21	42	1	2	42
323	22	18	1	1	18
323	23	180	17	4	180
323	24	4	5	3	4
323	25	12	5	4	12
323	26	12	5	3	12
323	27	15	5	3	15
323	28	25	1	3	25
323	29	4	1	2	4
323	30	6.59999990463257	1	1	6.59999990463257
323	31	5	1	2	5
323	32	15	1	2	15
323	33	45	1	5	45
323	34	50	1	5	50
323	35	30	1	5	30
323	36	90	5	5	90
323	37	250	5	5	250
323	38	145	5	5	145
323	39	160	5	5	160
323	40	35	5	5	35
323	41	125	5	5	125
323	42	130	5	4	130
323	43	20	5	4	20
323	44	16	5	4	16
323	45	50	1	5	50
323	46	1.29999995231628	1	5	1.29999995231628
323	47	25	5	4	25
323	48	30	5	4	30
323	49	30	1	4	30
323	50	35	5	4	35
323	51	25	5	4	25
323	52	3.5	1	3	3.5
323	53	7	1	3	7
323	54	20	1	3	20
323	55	5	1	3	5
323	56	24	1	2	24
323	57	6.5	1	2	6.5
323	58	10	1	2	10
323	59	10	1	2	10
324	1	12	1	4	12
324	2	100	1	5	100
324	3	80	1	2	75
324	4	85	1	4	85
324	5	75	5	5	80
324	6	120	1	4	120
324	7	1	10	4	1
324	8	.200000002980232	9	2	.200000002980232
324	9	.100000001490116	11	3	.100000001490116
324	10	2	9	5	2
324	12	12	1	5	12
324	14	70	1	2	70
324	15	45	1	3	45
324	16	125	1	4	120
324	17	18	1	5	18
324	18	45	1	3	45
324	19	8	5	3	8
324	20	10	1	2	10
324	21	42	5	2	42
324	22	18	1	2	18
324	23	210	17	2	210
324	24	3	5	5	3
324	25	8	5	3	8
324	26	6	5	4	6
324	27	10	5	2	10
324	28	18	1	5	18
324	29	4	1	2	4
324	30	6.59999990463257	5	3	6.5
324	31	5	5	5	4.5
324	32	10	5	4	10
324	33	45	5	2	45
324	34	50	5	4	50
324	35	22	5	4	22
324	36	85	5	5	85
324	37	220	5	4	220
324	38	165	5	5	160
324	39	180	5	4	180
324	40	45	5	3	45
324	41	80	5	4	85
324	42	110	5	5	110
324	43	16	5	3	16
324	44	15	5	4	15
324	45	45	5	4	45
324	46	1.29999995231628	1	3	1.20000004768372
324	47	25	1	3	25
324	48	30	1	2	30
324	49	35	5	5	35
324	50	17	5	4	17
324	51	12	5	4	12
324	52	3	5	5	3
324	53	6	1	3	6
324	54	18	1	4	18
324	55	4.5	1	2	4.5
324	56	22	1	4	22.5
324	57	6	1	3	6
324	58	8	1	2	8
324	59	8	1	3	8
314	1	6	1	1	7
314	2	30	1	2	30
314	3	45	1	2	45
314	4	47	1	2	47
314	5	65	1	2	65
314	6	60	1	2	60
314	7	6	1	1	6
314	8	3	1	1	.300000011920929
314	9	6	1	1	.600000023841858
314	10	4	1	1	4
314	12	15	5	3	15
314	14	85	1	1	85
314	15	45	1	1	45
314	16	135	1	1	135
314	17	22	1	1	22
314	18	45	1	1	45
314	19	6	1	1	6
314	20	11	1	1	11
314	21	40	1	1	40
314	22	30	1	1	30
314	23	450	1	1	450
314	24	6	5	3	6
314	25	11	5	3	11
314	26	12	5	3	12
314	27	15	5	3	15
314	28	20	5	3	20
314	29	4	1	1	4
314	30	11	1	1	11
314	31	5	1	1	5
314	32	22	1	1	22
314	33	40	1	1	40
314	34	35	1	1	35
314	35	32	1	1	32
314	36	90	5	4	90
314	37	255	5	4	255
314	38	90	5	4	90
314	39	140	5	4	140
314	40	60	5	3	60
314	41	62	5	3	62
314	42	115	5	4	115
314	43	17	5	3	17
314	44	12	5	3	12
314	45	42	1	1	40
314	46	3	5	3	3
314	47	20	5	4	20
314	48	25	5	4	25
314	49	15	5	3	15
314	50	14	5	4	14
314	51	12	5	4	12
314	52	5	1	1	5
314	53	6	1	1	6
314	54	26	1	1	26
314	55	5	1	1	5
314	56	32	1	1	32
314	57	9	1	1	9
314	58	10	1	1	10
314	59	10	1	1	10
315	1	-88	1	1	-88
315	2	-88	1	1	-88
315	3	-88	1	1	-88
315	4	-88	1	1	-88
315	5	-88	1	1	-88
315	6	-88	1	1	-88
315	7	-88	1	1	-88
315	8	-88	1	1	-88
315	9	-88	1	1	-88
315	10	-88	1	1	-88
315	12	13	5	2	13
315	14	83	1	1	83
315	15	-88	1	1	-88
315	16	-88	1	1	-88
315	17	21	1	1	21
315	18	48	1	1	48
315	19	7	1	1	7
315	20	11	1	1	11
315	21	42	1	1	42
315	22	30	1	1	30
315	23	-88	1	1	-88
315	24	5	5	2	5
315	25	11	5	2	11
315	26	10	5	2	10
315	27	14	5	2	14
315	28	21	5	2	21
315	29	4	1	1	4
315	30	7.5	5	2	7.5
315	31	-88	1	1	-88
315	32	-88	1	1	-88
315	33	40	5	2	40
315	34	35	5	2	35
315	35	-88	1	1	-88
315	36	-88	5	2	-88
315	37	-88	5	2	-88
315	38	-88	5	2	-88
315	39	-88	5	2	-88
315	40	-88	5	2	-88
315	41	-88	5	2	-88
315	42	-88	5	2	-88
