PLACEID	LCPRIDR4	PPSTD0101	CDVEN0101	CDIR0101	PRCESTND
640	56	45	1	6	45
640	57	8	1	6	8
640	58	10	1	6	10
640	59	10	1	6	10
712	1	8	8	2	8
712	2	100	8	2	100
712	3	80	8	2	80
712	4	80	8	2	80
712	5	80	8	2	80
712	6	80	8	2	80
712	7	3	8	2	3
712	8	.5	8	2	.5
712	9	.800000011920929	8	2	.800000011920929
712	10	10	8	2	10
712	12	16	8	2	16
712	14	150	8	2	150
712	15	130	7	2	130
712	16	112	8	2	112
712	17	19	8	2	19
712	18	30	8	2	30
712	19	4	8	2	4
712	20	7	8	2	7
712	21	38	8	2	38
712	22	23	8	2	23
712	23	87	8	1	87
712	24	5	8	2	10
712	25	3	8	2	3
712	26	8	8	2	8
712	27	6	8	2	6
712	28	25	8	2	25
712	29	3.09999990463257	8	2	3.09999990463257
712	30	30	8	2	30
712	31	5	8	2	5
712	32	35	8	2	35
712	33	50	8	2	50
712	34	45	8	2	45
712	35	40	8	2	40
712	36	80	8	2	80
712	37	220	8	2	220
712	38	80	8	2	80
712	39	120	8	2	120
712	40	50	8	2	50
712	41	65	8	2	65
712	42	120	8	2	120
712	43	15	8	2	15
712	44	10	8	2	10
712	45	50	8	2	50
712	46	8	8	2	8
712	47	25	8	2	25
712	48	15	8	2	15
712	49	45	8	2	45
712	50	35	8	2	35
712	51	40	8	2	40
712	52	3.5	8	2	3.5
712	53	26	8	2	26
712	54	20	8	2	20
712	55	21	8	2	21
712	56	22	8	2	22
712	57	7.5	8	2	7.5
712	58	8	8	2	8
712	59	9	8	2	9
629	1	6	1	5	6
629	2	60	1	5	60
629	3	65	1	5	65
629	4	125	1	5	125
629	5	120	1	5	120
629	6	130	1	5	130
629	7	-77	1	7	-77
629	8	2	1	7	2
629	9	1.5	1	7	1.5
629	10	5	1	7	5
629	12	14	1	5	14
629	14	120	1	5	120
629	15	135	1	5	135
629	16	120	1	5	120
629	17	18	1	5	18
629	18	44	1	5	44
629	19	4	1	5	8
629	20	10	1	5	10
629	21	32.5	1	5	32.5
629	22	22.6299991607666	1	3	22.6299991607666
629	23	135	1	6	135
629	24	5	3	8	20
629	25	6	3	8	6
629	26	6	3	8	6
629	27	7	3	8	7
629	28	28	1	5	28
629	29	3.5	1	5	3.5
629	30	6.5	1	5	6.5
629	31	5	1	5	5
629	32	18	1	5	18
629	33	45	1	5	45
629	34	50	1	5	50
629	35	17	1	5	17
629	36	80	1	5	80
629	37	250	1	5	250
629	38	125	1	5	125
629	39	110	1	5	110
629	40	70	1	5	70
629	41	120	1	5	120
629	42	150	1	5	150
629	43	15	3	8	15
629	44	10	3	8	10
629	45	35	1	5	35
629	46	6	3	8	6
629	47	25	1	5	25
629	48	40	1	5	40
629	49	45	3	8	45
629	50	45	3	8	45
629	51	12	3	8	12
629	52	4	1	5	4
629	53	24	1	5	6
629	54	25	1	5	25
629	55	20	1	5	5
629	56	25	1	5	25
629	57	10	1	5	10
629	58	10	1	5	10
629	59	10	1	6	10
